@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Spam {1,0}

@data
0,0,0,0,1.32,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0.663,0.132,1
0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,1
0,0,0,1.3,0.65,0.65,1.3,0,0,0,0,0,0,0,0,0,0,0,1.154,0.524,1
0,0,0,0,0.91,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0.565,0,1
0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0.23,0.23,1
0,0,1.16,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.28,0.28,0,0.56,1.68,0,0,0,0,0,1.4,0,0.28,0,0,0,0.034,0,1
0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.949,0,1
0,0,0,0,0.48,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.594,0,1
0.52,0,0.26,0,0.52,0,1.32,0,0,0,0,0,0.26,0.26,0,0,0,0,0.31,0,1
0.05,0,0.15,0.02,0.55,0,2.09,0,0.05,0,0,0,0,0.1,0,0,0,0.042,0.25,0.046,1
0,0,0,0,0,0,1.2,0,0,0,1.2,0,0,0,0,0,1.8,0,0,0,1
0,0,0.42,0,0,1.27,1.7,0,0,0,0,0,0,1.27,0,0,0,0,0.572,0.063,1
0,0,0,2.95,0,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0.293,0,1
0,0,0.08,0.33,0,0.16,1.6,0.84,0.42,0,0,0,0,0.08,0,0,0,0,0.502,0.157,1
0.05,0,0,0.05,0.1,0,1.55,0,0.15,0.05,0,0,0,0,0,0,0,0,0.054,0.118,1
0,0,0,0.38,0,0,1.93,0,1.16,0,0,0,0,0,0,0,0,0,0.601,0.12,1
0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0.714,0.238,0,1
0.5,0,0,0.18,0.54,0.61,2.96,0,0.5,0,0,0,0,0,0,0,0,0.012,0.439,0.505,1
0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,2.35,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.17,0,0,0.86,0.17,0.69,2.07,0,0,0,0,0,0,0,0,0,0,0,1.718,0.055,1
0,0,0.32,0.64,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0.168,1
0.08,0,0,0,0.24,0.08,0.88,4.57,0.4,0,0,0,0,0,0,0,0,0,0.233,0.202,1
0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,1.473,0,1
0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.947,0,1
1.36,0,0.68,0,0,0,2.73,0,1.36,0,0,0,0,0,0,0,0,0,1.706,0.2,1
0.34,0,0,0,0.68,1.02,0.34,0,0,0.34,0,0,0,0,0,0,0,0,0.899,0.105,1
0.21,0,0,0.42,0.42,0.21,4.07,0,0,0,0,0,0,0,0,0,0,0,0.432,0.18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.4,0.4,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0.124,0,1
0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.328,0,1
0.18,0,0,0.06,0.06,0.06,4.4,0,0.85,0,0,0,0,0,0,0,0,0.01,0.01,0.169,1
0,0,0.26,0.26,0,0.26,2.15,0,0,0.26,0,0,0.53,0,0,0,0,0,0,0.04,1
0,0,0.98,0,0.49,0,1.47,0,0.49,0,0,0,0,0,0,0,0,0,0,0,1
0.31,1.91,0,0,0.42,0.1,1.7,0,0,0,0,0,0,0,0.1,0,0,0,0.358,0.188,1
0,0,0,0,0,0,2.53,1.26,0,0,0,0,0,0,0,0,0,0,0.649,0,1
0,0,0,0,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0.441,0,1
0.44,0,0,0,0,0,1.76,0,2.2,0,0,0,0,0,0,0,0,0.222,0.444,0.37,1
0.25,0,0,0,0,0.25,3,0,1.25,0,0,0,0,0,0,0,0,0,0.407,0.997,1
0,0,0.39,1.19,0,0.39,3.96,0,0,0,0,0,0,0,0,0,0,0,0.705,0.211,1
0.14,0,0,0.84,0.42,0.14,4.34,0,0.14,0,0,0,0,0,0,0,0,0,0.381,0.05,1
0,0,0.67,2.02,0,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0.286,0,1
0,0,0.27,1.08,0,0.81,2.45,0,0,0,0,0,0,0,0,0,0.27,0,0.489,0.04,1
0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,1.939,0,1
0,0,0,0.67,0,0.67,0,0,0,0,0,0,0,1.34,0,0,0,0.17,0.511,0,1
0,0,0.19,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0.152,0,1
0,0,0,0.37,0.37,0.75,2.45,0,0,0,0,0,0,0,0,0,0,0,0.295,0.107,1
0.42,0,0,0,0,0.42,0.85,0,0,0,0,0,0,0,0,0,0,0,1.088,0,1
0.4,0,0.03,0.07,0.55,0.66,3.16,0,0.48,0,0,0,0.03,0,0.03,0,0,0,0.433,0.529,1
0.09,0,0.49,0,0.78,0.19,1.28,0,0.59,0.09,0,0,0,0,0,0,0.09,0,0.393,0.145,1
0.09,0,0,0.18,0.09,0,2,0,0.36,0,0,0,0,0,0,0,0,0.015,0.237,0.031,1
0,0,0,0,0,0,1.96,0,1.3,0,0,0,0,0,0,0,0,0,0.276,0.83,1
0.09,0,0,0.18,0.09,0,2,0,0.36,0,0,0,0,0,0,0,0,0.015,0.242,0.03,1
0,0,0.15,0,0.63,0.15,0.79,0,0,0.95,0,0,0,0.31,0,0,0,0,0.862,0.707,1
0,0,0,0,0,0.27,1.09,10.38,0,0,0,0,0,0,0,0,0,0.333,0.142,0.047,1
0,0,0,0.34,0,0,0,0,0.05,1.16,0,0,0.05,0.05,0,0,0,0.283,0,0.053,1
0.58,0,0,0,0,0.23,4.19,0,0.58,0,0,0,0,0,0,0,0,0,0.733,0.104,1
0,0,1.43,0,0,0.47,2.87,0,0.47,0,0,0,0,0,0,0,0,0,0.694,0,1
0.14,0,0,0,1.17,0.29,2.35,0,0,0,0,0,0,0,0.29,0,0,0,0.204,0.127,1
0,0,0.28,0,0.28,0.28,2.52,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1
0.4,0,0.06,0.2,0,1.36,3.68,0,0.13,0,0,0,0,0,0,0,0,0.013,0.474,0.197,1
0.43,0,0.06,0.12,0.5,0.97,2.57,1.28,0.31,0,0,0,0,0,0,0,0,0.031,0.345,0.42,1
0.09,0,0,0,0.09,0.39,3.75,0,0,0,0,0,0,0,0,0,0,0.767,5.84,1.311,1
0,0,0.61,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0.353,0,1
0,0,0.35,0.35,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0.061,0,1
0,0,0,0,0.47,0,1.42,0,0.95,0,0,0,0,0,0,0,0,0,0.401,0.267,1
0.46,0,0,0.46,0,0,2.77,0,1.38,0,0,0,0,0,0,0,0,0,0.081,0.816,1
0.32,0,0.32,0,0.65,1.31,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0.858,0.101,1
0.34,0,0.17,0.17,0,0.17,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0.086,1
0.08,0,0,0,0,0,0.4,0,0,0,0,0,0,0.08,0,0,0,0,0.406,0.038,1
0,0,0.8,0,0,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0,0.269,0,1
0,0,0,0,0,1.08,5.43,0,0,0,0,0,0,0,0,0,0,0,2.152,0,1
0,0,0.31,0.31,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0.163,1
0.36,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0.063,0.063,0.126,1
0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.74,1.49,0,6.71,0,0,0,0,0,0,0,0,0,0,0,0.99,0,1
0.58,0.58,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0.197,0,1
0,0,0,0,0,0,0.12,0,0,0,0.25,0.12,0,0,0.12,0.38,0.38,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,1
0,0,0.15,0,0.63,0.15,0.79,0,0,0.95,0,0,0,0.31,0,0,0,0,0.862,0.707,1
0.08,0,0.25,0.17,0.59,0.08,1.61,0,0.85,0,0,0,0,0,0,0,0.08,0,0.394,0.114,1
0.15,0,0.3,0,0.92,0.76,1.23,0,0,0,0,0,0.15,0,0,0,0,0,0.181,0.203,1
0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0.784,0,1
0,0,0,1.62,0,1.62,2.16,0,0,0,0,0,0,0,0,0,0,0,0.463,0,1
0.33,0,0,0,0.44,0.11,1.76,0,0,0,0,0,0,0,0.11,0,0,0,0.367,0.193,1
0.47,0,0.05,0.26,0.44,0.76,3.25,0,1.05,0,0,0,0,0,0,0,0,0.004,0.322,0.764,1
0,0,0.14,0,0.58,0,0.58,0,0,0,0.43,0,0,0.29,0,0,0,0,0.764,0.784,1
0.49,0,0.99,0,0,0,4.45,0,1.48,0,0,0,0,0,0,0,0,0,1.118,0.239,1
0.33,0,0,0.08,0.16,1.09,2.52,0,0,0,0,0,0,0,0,0,0,0.014,0.523,0.378,1
0.78,0,0,0,0,0,1.57,0,0.78,0,0,0,0,0,0,0,0,0,0.682,0.341,1
0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0.165,0.165,1
0,0,0.23,0,0.7,0.7,2.83,0,0,0,0,0,0,0,0,0,0,0,0.072,0.108,1
0.46,0,0,0.46,0,0,2.77,0,1.38,0,0,0,0,0,0,0,0,0,0.082,0.823,1
0.16,0,0,0,0.5,0.84,2.37,0,0,0,0,0,0,0,0.5,0,0,0,0.458,0.143,1
0,0,0.48,0,0.48,1.92,0.96,0,4.32,0,0,0,0,0,0,0,0.48,0,0.43,0.43,1
0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0,0.2,0.62,0.1,0.31,2.4,0,0,0.1,0,0,0,0.1,0,0,0,0,0.785,0.065,1
0,0,0.08,0.33,0,0.16,1.52,0.84,0.42,0,0,0,0,0.08,0,0,0,0,0.518,0.157,1
0,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,1.434,0,1
0,0,0,0.47,0,0,2.83,0,1.41,0,0,0,0,0,0,0,0,0,0.082,0.41,1
