@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R7,9,12,16-18,20,25,30,34,39-41,44,52-54,58'

@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_project numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Spam {1,0}

@data
1.12,0,2.25,2.25,0,1.12,0,0,0,0,0,0,0,0,0,0,0,1
0.61,0,0,0,1.23,1.85,0,0,0,0,0,0,0,0,0.353,0,0,1
0,0,0,0,0.92,1.84,0,0,0,0,0,0.92,0,0,0.188,0.112,0,1
0.07,0.07,1.48,0,0.14,0.44,0,0,0,0,0,0,0,0,0.159,0.159,0.009,1
0.33,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0.161,0.053,1
0.58,0,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0.829,0,0,1
0,0.47,0,0.95,0.95,0,0,0,0,0,0,0,0,0,0.401,0.267,0,1
0.17,0,0,0.17,0,0.86,0.17,0,0,0,0,0,0,0,0.315,0,0.026,1
2.28,0,0.57,0,0,0.57,0,0,0,0,0,0,0,0,0.487,0,0.081,1
0.32,0,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.159,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,2,3,0,0,0,0,0,0,0,0,0.275,0.137,0,1
0,0,0,1.05,1.05,0,0,0,0,0,0,0,0,0,0.351,0.175,0,1
0,0,1.29,1.29,0.64,0,0,0,0,0,0,0,0,0,0.462,0.37,0,1
0.6,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.43,0,1.73,0,0,0,0,0,0,0,0,0.31,0.062,0,1
0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,2.443,0,0,1
0,0.23,1.9,0.23,0,0,0.23,0,0,0,0,0,0,0,1.018,0.036,0,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,1
0,0,1.19,0,0.59,0.59,0,0,0,0,0,0.59,0,0,0.105,0.42,0,1
0,0,0.43,0.37,0.1,0,0,0,0,0,0,0,0,0.03,0.034,0.019,0.019,1
0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,2.636,0.683,0,1
0,0.54,0.65,0.21,0.43,0.03,0,0,0,0,0,0,0,0,0.443,0.51,0.133,1
0,0,0.71,0.35,0,1.43,0,0,0,0,0,0,0,0,1.257,0,0,1
0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0.935,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0.21,0,1
0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0.8,0.177,0,1
0,0,0,1.25,0,0,0,0,0,0,1.25,0,0,0,0,0,0,1
0,0,1.66,0,0,0,0,0.71,0,0,0,0,0,0,0,0.04,0,1
0.2,0.2,1.23,0.61,0,0,3.09,0,0,0,0,0,0,0,0.816,0.065,0,1
0,0.65,1.3,1.14,1.3,0.16,0.49,0,0,0,0,0,0,0,0.902,0.225,2.233,1
0,3.33,0,0,3.33,0,0,0,0,0,0,0,0,0,0.396,0,0.396,1
0,0,2.5,2.5,0,0,0.31,0,0,0,0,0,0,0,0.111,0.111,0.055,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.626,0,1
0,1.03,0.59,0,0,0.14,0.14,0,0,0,0,0,0,0,0.153,0.128,0.102,1
0,0,0,0.92,0.46,0.92,0.46,0,0,0,0,0,0,0,0.142,0.5,0.285,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,0,0,6.66,0,0,0,0,0,0,0,0,0.111,0,0,1
0.05,0.46,0.89,0.11,0.23,0.11,0,0,0,0,0,0,0,0,0.363,0.535,0.132,1
0.19,1.38,0.98,0.98,0,0,0.39,0,0,0,0,0,0,0,0.745,0.308,0.025,1
0,0.17,1.38,0,1.73,0.34,1.55,0,0,0,0,0.17,0,0,1.718,0.055,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096,0.109,0,1
1.78,0,1.78,0,0,0,0,0,0,0,0,0,0,0,1.344,0,0,1
0.13,0,0.13,0.13,0,0.78,0.13,0,0,0,0,0,0,0,0.366,0,0.04,1
0,0,0.09,0,0,0,0,0,0,0.07,0.02,0,0,0,0.03,0,0,1
0,0.4,2.25,0,0.61,0,0,0,0,0,0,0,0,0,0.158,0.063,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.851,0,0,1
0.41,0,0.41,0.2,0,2.47,0,0,0,0,0,0.2,0,0,0.238,0.034,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.42,0,0.84,1.68,0,0,0,0,0,0,0,0,0,0,0.072,1.457,0.072,1
0.1,0.1,0.21,0,0.21,0,0,0,0,0,0,0,0,0,0.033,0.118,0,1
0,0.09,0.72,0,0,0,0,0,0,0,0,0,0,0,0.252,0.031,0.031,1
0,0.09,0.72,0,0,0,0,0,0,0,0,0,0,0,0.237,0.031,0.031,1
0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0.238,0.238,0,1
0.25,0.59,0.59,0.25,0.08,0.93,0.17,0,0,0,0,0.08,0,0.08,0.408,0.118,0.013,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2.33,0.46,0,0,0,0,0,0,0,0,0,0,1.683,0.168,0.084,1
0,0.71,0.11,0.11,0.59,0.47,0,0,0,0,0.11,0.11,0,0,0.418,0.254,0.018,1
0,0,1.69,0.33,0,0.16,0,0,0,0,0,0,0,0,0.123,0.278,0.03,1
0,0,0.78,3.51,0,0,0,0,0,0,0,0,0,0,0.864,0.132,0.066,1
0,0,1.42,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,1
0,0,0.27,1.1,0.27,0.83,0,0,0,0,0,0,0,0,0.582,0.291,0.582,1
0,0.29,0.04,0.04,0.39,0.19,0.04,0,0,0,0.04,0,0,0,0.356,0.09,0.011,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.341,0,1
0.43,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.395,0,1.121,1
1.58,0,1.58,1.58,0,0,0,0,0,0,0,0,0,0,0.371,0,0,1
1.03,0,1.03,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0,1
0.21,0,0,0,0.21,0,0.21,0,0,0,0,0,0,0,0.465,0.271,0.969,1
0,0.37,2.08,0,0.37,0,0,0,0,0,0,0,0,0,0.31,0.112,0,1
1.65,0,0,2.47,0,0.82,0,0,0,0,0,0,0,0,0.199,0,0,1
0,0,2.25,0.45,0,0,0,0,0,0,0,0,0,0,1.626,0.162,0.081,1
0,0.74,0.74,0.37,0.37,0.37,0,0,0,0,0,0,0,0,1.211,0.471,0.067,1
0,0.09,1.57,0,0.09,0,0.09,0,0,0,0,0,0,0,5.84,1.311,0,1
0,0.9,0.75,0,0.3,0,0,0,0,0,0,0,0,0,0.376,0.05,0.025,1
0,0,0.41,0.41,0,0.82,0,0,0,0,0,0,0,0,0.481,0.549,0,1
1.36,0,0,1.36,1.36,0,0,0,0,0,0,0,0,0,0.17,0.17,0.17,1
0.33,0.16,1.51,0,1.68,0.33,1.68,0,0,0,0,0.16,0,0,1.151,0.056,0,1
1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,1.492,0,1
0,0,0,0,2.66,5.33,0,0,0,0,0,0,0,0,1.799,0.514,0,1
0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0.628,0.943,0,1
0,0.24,0.24,0.48,0,0,0,0,0.24,0,0,0.24,0,0,0.036,0.184,0,1
0,0.24,0.24,0.48,0,0,0,0,0.24,0,0,0.24,0,0,0.036,0.184,0,1
0.08,0.08,0.6,0,0.17,0.08,0,0,0,0,0,0,0,0,0.099,0.014,0,1
0,0.09,1.59,0,0.09,0,0,0,0,0,0,0,0,0,5.924,1.33,0,1
0.39,0,0.79,0,1.58,0.39,0,0,0,0,0,0,0,0,0.705,0.211,0,1
0,0,2.4,0.96,0,0,0,0,0,0,0,0,0,0,0.174,0.087,0,1
0,0.25,0.38,0,0.12,2.04,0.12,0,0,0,0,0,0,0,0.371,0.061,0,1
0,0,0,0.49,0,0,0.49,0,0,0,0,0.49,0,0,0.625,0.312,0,1
0,0,0,0,0.37,0.37,0,0,0,0,0,0,0,0,0.441,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,0,0,1
0,0,0.84,0,0,0.84,0,0,0,0,0,0,0,0,0.6,0.3,0,1
0.81,0,0.4,3.27,0,1.22,0,0,0,0,0,0,0,0,0.64,0.8,0,1
0,0.75,1.27,0.58,0.05,0.17,2.61,0,0,0,0,0,0,0,0.13,0.186,0.027,1
0.64,2.59,1.94,0.64,0.64,0.64,0,0,0,0,0,0,0,0,0.233,0,0,1
0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0.444,0.37,0,1
0,0,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0.443,0.088,0,1
0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,1
0.49,0,1.98,0.49,0,0.49,0,0,0,0,0,0,0,0,0.845,0.195,0,1
0,0,0.53,0.17,0.03,0,0.03,0,0,0,0,0,0,0,0.013,0.065,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,0,1
0,0,1.03,0,0.51,0.51,0,0,0,0,0,0,0,0,0.373,0.149,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.352,0,1
0,0,1.06,0,0.53,0.53,0,0,0,0,0.53,0.53,0,0,0.095,0.478,0,1
0,0.09,1.59,0,0.09,0,0.09,0,0,0,0,0,0,0,5.836,1.31,0,1
0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,1.023,1.023,0,1
0.42,1.27,0.42,0,0,0,0,0,0,0,0,0,0,0,0.177,0.221,0.177,1
0.45,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,1
0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,1
0.02,0.42,0.89,0.16,0.33,0.02,0,0,0,0,0,0,0,0,0.391,0.868,0.144,1
0.19,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.152,0,0,1
0,0.14,0.43,0,0.14,0,0,0,0,0,0,0,0,0,0.156,0,0,1
0.76,0,0.25,0,0.25,1.79,0,0,0,0,0,0.51,0,0,0.458,0.499,0,1
0,0.49,0.74,0.17,0.49,0.03,0,0,0,0,0,0,0,0.03,0.678,1.05,0.162,1
0.47,0,0.95,0,0.47,0,0,0,0,0,0,0,0,0,0.621,0.799,0.088,1
0.62,0,0.62,0,0,0.62,0,0,0,0,0,0,0,0,0.107,0.322,0,1
0.2,0.4,1.91,0.6,0,0.8,0,0,0,0,0,0,0.1,0,0.275,0.206,0.017,1
0,0,0.19,0.66,0,0,0,0,0,0,0,0,0,0,0.591,0,0,1
0.28,0.28,0.86,0,0,0,0,0,0,0,0,0,0,0.28,0.554,0.221,0.166,1
0,0.1,0.85,0.15,0.3,0,0,0,0,0,0,0,0,0,0.149,0.131,0.008,1
0.61,0.61,1.22,1.22,0,0,0,0,0,0,0,0.61,0,0,0.829,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094,0,0,1
0,0,0.65,0,0.32,0,0.32,0,0,0,0,0,0,0,0,0.232,0,1
0.79,0,1.58,0,0,1.31,0,0,0,0,0,0,0,0,0.046,0,0,1
0,1.63,0,1.63,0,0,0,0,0,0,0,0,0,0,0.802,0.267,0,1
0.23,0.23,0.47,0,1.41,0.47,1.89,0,0,0,0,0.47,0,0,1.289,0.151,0,1
0,0,0,0.9,0,1.81,0,0,0,0,0,0,0,0,0.17,0.17,0,1
0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,2.412,0,0.268,1
0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,6.003,0,1
0.26,0.52,0,0.79,0,0,0,0,0,0,0.52,0,0,0,0.326,0,0,1
0,0,0.19,0.66,0,0,0,0,0,0,0,0,0,0,0.591,0,0,1
0,0,0,1.07,0,0,0,0,0,0,1.07,0,0,0,2.395,0.598,0.998,1
1.43,0,0.47,0.47,0,1.91,0.47,0,0,0,0,0,0,0,0.073,0.295,0,1
0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0.675,0,0,1
0.58,0,0.78,0.58,0.58,0.58,0,0,0,0,0,0,0,0,0.067,0.135,0,1
0,0.42,0.56,0.14,0.14,0.28,0.14,0,0,0,0,0,0,0,0.381,0.05,0,1
0,0,0.97,2.58,0,0,0.32,0,0,0,0,0,0,0,0.116,0.116,0,1
0,1.15,0.38,0.19,0.19,1.92,1.15,0,0,0,0,0,0,0,0.438,0.191,0.054,1
0,0.34,1.22,1.13,0.26,1.91,0,0,0,0,0,0.08,0,0,0.709,0.056,0,1
0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0.403,0,0,1
0,0.16,1.09,0.67,0.67,0.08,0,0,0,0,0,0.08,0,0,0.523,0.378,0,1
0,0.19,0.73,0.26,0.13,0.26,0,0,0,0,0,0,0,0,0.449,0.265,0.034,1
0,0,0.14,0.29,0,0,0,0,0,0.14,0,0,0,0,0.764,0,0,1
0.18,0,0.18,0,0,0,0,0,0.18,0,0,0,0,0,0,0.029,1.57,1
0,0,0,0,0.28,0.57,0.86,0,0,0,0,0,0,0,1.385,0,0.046,1
0,0,0.57,0,0,0.32,0,0,0,0,0,0,0,0,0.736,0.256,0.096,1
0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0.199,1
0,0.82,0.27,0,0,0,0,0,0,0,0.54,0,0,0,0.037,0,0,1
1.03,0,2.06,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,0,0,1
0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,1.55,0,0,1
0.27,0,0.83,0.83,1.11,0.27,0,0,0,0,0,0,0,0,0.638,0,0,1
0,0.27,0.55,0,1.37,0.55,2.2,0,0,0,0,0.27,0,0,1.029,0.093,0,1
0,0,1.43,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.42,0,0.85,0,1.92,0.42,0,0,0,0,0,0,0,0,0.263,0.075,0.639,1
0.2,0,0.72,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0.095,0,0,1
0.36,0,0.36,0.36,0,0,1.1,0,0,0,0,0,0,0,0.433,0.928,0.185,1
0,0,0,0,0,0,0,4.08,2.04,2.04,0,2.04,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,0,0
0,0,1.48,0,0.08,0,0,3.3,0,0,0,0,0,0,0,0.032,0,0
0,0,0,2.32,0,0,0,0,0,0,0,0,2.32,0,0.375,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.27,0,0,0,0,0,0,0,0.27,0,0.54,0,0,0,0,0
0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0.684,0,0,0
0,0,0,0,0.29,0,0,2.63,0,0,0,0,0,0.58,0.072,0,0,0
0,0,3.22,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0
0,0,0.51,0,0,0,0,0,0,0,0.51,0,0.51,0,0.08,0,0,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0
0,0.62,0.2,0,0,0,0,3.34,0,0,0.2,0,0,0,0,0,0.454,0
0,0.62,0.16,0,0,0.05,0,0.62,0,0,0,0,0,0,0,0.016,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0
0,0,0.26,0,0,0,0,2.57,0.52,0,0.26,0,0,0,0.047,0.028,0,0
0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.76,1.52,0.76,0,0.76,0,0,0.127,0,0,0
0,0.43,2.17,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0
0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.45,0,0,1.81,0,0.45,0,0,0,0,0,0,0,0,0,0
0,0,0.8,0,0,0.1,0,0.1,0,0,0.1,0,0,0.2,0,0.015,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0
0,0,0,0,0,0,0,5.66,0.66,0.66,0.33,0.66,0,0,0.05,0.05,0,0
0,0.66,0.22,0,0,0.88,0,1.76,0.44,0,0.44,0,0,0,0.023,0.047,0.094,0
0,0.34,1.02,0,0,0,0,2.38,0.34,0.34,0.68,0.34,0,0,0,0,0.052,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5.86,0.68,0.68,0.34,0.68,0,0,0.055,0.055,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.08,0.25,0.08,0,0,0,1.89,0.25,0,0,0,0,0,0.051,0.038,0,0
0,0.23,0.92,0,0.23,0,0,0.23,0,0,0,0,0,0,0.026,0,0.026,0
0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0
0,0.23,0,0,0.23,0,0,0.46,0,0,0,0,0,0,0.09,0,0.203,0
0,0,0.71,0,0,0,0,2.13,0.17,0.17,0,0.17,0,0,0.026,0,0,0
0,0,0.73,0.07,0.81,0,0,0.95,0.07,0,0,0,0,0,0,0.01,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0.031,0
0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0
0,0.22,0,0,0.22,0,0,0.67,0,0,0,0,0,0,0.063,0,0.232,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.044,0,0,0
0,0,1.72,0,0,0.57,0,1.72,0.57,0,0,0,0,0,0,0,0,0
0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.33,0,0,0,0,0,0,0,0.67,0,0,4.4,0,0,0.555,0
0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,1.123,0,0,0
0,0,0.21,0,0,0,0,0.43,0.21,0,0,0.21,0,0,0,0,0,0
0,0,0,0,0.11,0,0,3.45,0,0,0,0,0,0,0,0.078,0,0
0,0.15,2.76,0,0,0.46,0,0.46,0,0,0,0,0,0.15,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0
0,0.55,0,0,0,0.55,0,0.55,0,0,0,0.55,0,0,0,0.052,0,0
0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0
0,0.02,0.27,0,0.08,0.23,0,0,0,0,0,0,0.17,0.06,0.014,0,0.002,0
0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.75,0.87,0.87,0,0.87,0,0,0.107,0,0,0
0,0.03,0.25,0.03,0.05,0.03,0,0,0,0,0,0.05,0.19,0.03,0.002,0.005,0,0
0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,0,0,0
0,0,1.49,0,0,0,0,2.23,0.74,0,1.49,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
0,0,0.36,0.36,0,0,0,0.36,0,0,0,0,0,0,0.055,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0.216,0
0,0,0,0,0,0.84,0,1.69,0.84,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.29,1.29,0,0,0,0,0,0.19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.34,1.02,0,0,0,0,2.38,0.34,0.34,0.68,0.34,0,0,0,0,0.052,0
0,0,0,0,0,0,0,2.8,0.93,0.93,0.93,0.93,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0
0,0,1.61,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.52,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0
0,0,1.91,0.16,0,0,0,0,0,0,0,0.16,0,0,0,0.055,0,0
0,0,0,0,0,0,0,20.83,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0.137,0
0,0,0,0,0,0.61,0,2.45,0.61,0.61,0,0.61,0,0,0.19,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0.161,0,0
0,0,0.54,0,0.54,0,0,4.89,0.27,0.27,0.27,0.27,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414,0,0,0
0,0,0.29,0,0,0.29,0,0.49,0,0,0,0,4.75,0,0.016,0,0,0
0,0,0.84,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0
0,0,4.58,0,0.91,0,0,1.83,0.91,0,0.91,0,0,0,0.249,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.73,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.64,0.64,0,0,0,0,0,0,0.64,0,0,0.64,0,0,0,0
0,0,1.91,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.03,0,0,0.62,0,2.49,0,0,0,0,0,0,0,0,0,0
0,0,1.4,0,0.7,0,0,0,0,0,0,2.11,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.61,0,0,0,0,1.3,0,0,0,0,0,0.65,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.09,0,0.6,0,0,3.63,0,0,0,0,0,0,0,0.016,0,0
0,0,1.05,1.05,0,0,0,0,0,0,1.05,0,0,2.1,0.338,0,0,0
0,0,0.94,0,0,0,0,1.42,0.47,0,0,0,0,0,0,0,0,0
0,0.94,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0
0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.124,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.94,0.37,0.09,0,0,0,0.56,0,0,0,0,0,0,0,0.025,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.12,1.56,1.56,0,1.56,0,1.56,0,0,0,0
