@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R7,9,16-17,19-20,22-24,29-30,33,37,39-40,44,46,49-50,53-55,58'

@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
1.2,1.2,0,4.81,2.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.166,1
0.6,0,0,0,1.81,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.412,0.103,0,6.166,1
1.47,1.47,0,2.94,0,1.47,0,0,0,0,0,0,1.47,0,0,0,0,0,0.147,0.147,0,72,1
0.05,0.44,0.26,0.44,3.25,0,0,1.11,0.34,0,0,0,0,0,0,0,0,0,0.068,0.784,0.154,6.094,1
0,0,0,0.97,2.42,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0.084,0.252,0,5.173,1
0,0,0,0,2.95,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0.075,0.3,0,4.02,1
0,0.34,0,0,3.83,2.09,0,0.34,0,0,0,0,0,0,0,0,0,0,0.105,0.105,0,2.366,1
0,0,0,0,1.94,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0.052,0.105,0,3.418,1
0,0,0.8,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0,2.088,1
0,0,1.11,0,1.66,0,0,0.55,0,0,0,0,0,0,0,0.55,0,0,0,0.08,0,8.375,1
1.6,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0,0,4.555,1
0.8,0,0.8,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,3.115,1
0.9,0,0,0.9,1.81,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,2.818,1
0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956,1
0,0.97,0.03,0.07,4.38,0,0,0.33,0.18,0,0,0,0,0,0,0,0,0.006,0.159,0.221,0.11,3.426,1
0,0,0,0,1.88,0,0,0,1.88,0,0,0,0,0,0,0,0,0.264,0,0,0,4.333,1
0,0,0,0.3,0.3,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.146,0.097,0,3.23,1
0,0.93,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,2.166,1
0,0,3.38,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1
0,0,0,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0.218,0,5.166,1
0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,0.301,0,5.037,1
0,0.58,1.74,0,1.16,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0.085,0.085,0,2.17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.34,0,3.761,1
0,0,0,0,2.52,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0.129,0.194,0,1.859,1
0,0,1.26,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.785,1
0,0,0,1.72,3.05,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0.147,0.024,17.074,1
0,0.2,0.3,0.2,2.61,0,0,0,0.4,0,0,0,0,0,0.5,0,0,0,0.141,0.056,0,9.601,1
0.49,0.89,0.09,0,1.38,0.19,0,0.59,0.19,0,0,0,0,0,0,0,0.09,0,0.092,0.154,0.015,8.323,1
0,0,0,0,1.29,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0.208,0,4.23,1
0,0,0.38,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.003,2.383,1
0.09,0.09,0.29,1.07,3.51,0.78,0,0.09,1.36,0,0,0,0,0,0,0,0,0.015,0.18,0.015,0,2.133,1
0.95,0,0.47,0.47,4.28,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0.076,0.23,0,6.027,1
0,0,0.8,0.8,1.6,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.361,0,2.638,1
0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,3.851,1
0,0,0.25,0,2.01,0,0,0,0,0,0,1.25,0,0,0,0.25,0,0,0.222,0,0,5.5,1
0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,32,1
0.63,0.63,1.26,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625,1
0,0,2.17,0,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,1
1.08,0,0.54,0.54,4.32,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0.26,0,5.454,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.215,0,3.937,1
0,0.5,0.69,0.5,3.49,0.06,0,0.31,1.08,0,0,0,0,0,0,0,0,0,0.067,0.592,0.022,5.335,1
0,0.39,0.13,0,2.35,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0.137,0.068,0,2.736,1
0,1.15,0.19,0.19,2.11,1.15,0,1.34,0.77,0,0,0,0,0,0,0,0,0.027,0.027,0.191,0.054,14.619,1
0,0.41,0.13,0.13,4.31,0.13,0,0.13,0.27,0,0,0,0,0,0,0,0,0,0.025,0.05,0,2.329,1
0,1.15,0.19,0.19,2.12,1.15,0,1.35,0.77,0,0,0,0,0,0,0,0,0.027,0.027,0.191,0.054,14.619,1
0.4,0,0.4,0,4,0,0,0,1.2,0,0,0,0,0,0,0,0,0.052,0,0.052,0.052,1.194,1
0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,2.391,1
0,0.1,0.15,0.3,5,0,0,0.05,0.8,0,0,0,0,0,0,0,0,0.008,0.035,0.131,0.008,3.629,1
0.16,0,1.52,0.33,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0.084,0,4.971,1
0,0,3.35,0,0.55,0,0,0,0,0,0,0,0,0,0.55,0,0,0.19,0,0.095,0,2.861,1
0,1.69,0.24,0,2.91,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0.036,0.291,0.109,7.092,1
0.67,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0.114,0.228,0,2.847,1
0,0,0.3,1.54,1.85,0,0,0,0.3,0,0,0,0,0,0.46,0,0,0,0.128,0.025,0,1.377,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,2.675,1
0.08,0.52,0.86,0.34,1.82,0.17,0,0.08,0.34,0,0,0.08,0,0,0,0,0.08,0.096,0.234,0.261,0.11,3.56,1
0,0,0,0,2.37,0,0,0.49,1.14,0,0,0,0,0,0,0,0,0,0.095,0.255,0.095,4.194,1
0,0.41,0,0.41,1.66,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676,9.444,1
0.07,0.66,0.14,0,2.35,0,0.07,0.58,0.29,0,0,0,0,0,0,0,0,0,0,0.266,0.279,4.689,1
0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083,1
0,0.41,0.2,0.41,2.69,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0.106,0,7.836,1
0,0,1.44,0,5.79,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0.271,0,2.157,1
2.01,0,0,0,1.34,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.162,1
0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,1.304,1
0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0.156,0,0,1.689,0
0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,1.187,0
0,0,0,0,0.74,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.414,0.103,0,2.034,0
0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0.337,0,0,3.937,0
0,0.14,0,0.14,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.058,0.156,0,0,1.687,0
0,0,0,0,1.36,0,0,0,0,0,0,0,0.9,0.45,0,0,1.36,0.069,0.069,0,0,2.186,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.05,0.01,0.09,0.03,0.01,0,0.01,0,0.01,0,1.21,0.95,0.01,0.11,0,0.39,0.042,0.173,0.005,0.002,2.145,0
0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,1.974,0
0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,0,0,1.972,0
0.5,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,1.324,0
0,0,0,0,1.38,0,0,0,0,0,0,0,1.38,1.38,0,0,0,0,0,0,0,1.451,0
0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0.118,0,0,1.735,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,1.461,0
0,0,0,0,0.42,0,0,0,0,0,0.42,0.42,0.42,0,0,0,0,0,0,0,0,1.533,0
0,0,0,0.48,0,0,0,0,0,0,0.48,0,0.48,0,0,0,0,0,0,0,0,1.353,0
0,0,0,0,2.56,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0.5,0,0,2.266,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,5.375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0,0,0,0.58,0,0.58,0,0,0,0,0,0,0,0.059,0,0.178,2.506,0
0,0,0.58,0,0,0,0,0,0,0,0.58,0,0.58,0,0,0,0,0,0.018,0,0,251,0
0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,1.61,0
0,0,0,0,0,0,0,0,0,0,0,1.58,1.58,0,0,0,0,0,1.182,0,0,2.057,0
0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.505,0,0.084,4.068,0
0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,3.57,0,0,0,0.956,0,0,3.6,0
0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0
0,0.87,0,0,0.38,0,0,0,0,0,0,0.29,0,0,0,0,0,0.173,0.173,0.026,0,3.704,0
0,0.52,0,0,0.31,0,0,0,0,0,0,0.47,0,0,0,0.1,0,0.223,0.162,0.015,0,2.725,0
0,0,0,0,0.99,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0.163,0,9.876,0
0,0,0,0,1.21,0,0,0,0,0,0,0,0.6,0,0,0,0,0.088,0.044,0,0,2.222,0
0,0,0,0.82,0.82,0,0,0,0,0,0.82,0,0,0.09,0,0,0,0.027,0,0,0,1.263,0
0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0
0,0,0,0.14,0,0,0,0,0,0,0.89,0,0.89,0,0,0,0.89,0.101,0.135,0,0,2.297,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0
0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,1.35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,2.01,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0.176,0,0,2.319,0
0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,1.433,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.408,0,0,0,2.6,0
0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.916,0
0,0,0,0,2.04,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,2.434,0
0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
