@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,5,7,10,16,20,24,26,30-31,34-36,40,42,45,51-53,56,58'

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_re numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,1.02,0,1.02,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0.898,0.105,1325,1
0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0.095,0.475,60,1
0.65,0.39,0.52,0.52,0.13,0,0.19,0,0,0,0,0,0,0.06,0,0,0,0.287,0.106,117,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0.441,0.662,17,1
0.27,0.82,0,4.1,1.18,0,0.27,0,0,0,0,0,0.09,0.09,0,0,0,0.611,0.014,127,1
0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.235,41,1
0.37,0.37,0,0.74,3.34,0,0.37,0,0,0,0,0,0,0,0,0,0,0.878,0.175,58,1
0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.143,0.612,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572,0,28,1
0.41,0.13,0.03,0.94,0.24,0,0.59,0,0,0,0,0,0,0,0,0.1,0,0.425,0.573,131,1
0,0.94,0,0,0.31,0.31,0.62,0,0,0,0,0.31,0,0,0,1.25,0,0.055,0.111,32,1
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0.21,25,1
0,0,0,0.65,0.65,3.26,0,0,0,0,0,0,0,0.65,0,0,0,1.154,0.524,78,1
0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0.061,124,1
0.05,0.34,0,0.05,0.17,0.05,0.05,0,0,0,0,0,0,0,0.11,0.05,0,0.089,0.079,95,1
0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0.087,0.175,0.043,69,1
0,0.53,1.07,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0.9,1.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0.13,7,1
0.41,2.06,1.65,0,2.47,0,0,0,0,0,0,0,0,0,0,0.41,0,0.199,0,226,1
0,0.41,0.41,1.23,2.47,1.23,0.82,0,0,0,0,0,0,0,0,0,0,0.53,0.132,76,1
0,0.51,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573,0,18,1
0,0,0,1.19,1.19,0,0,1.19,0,0,0,0,0,0,0,1.19,0,0.204,0,41,1
0,0.77,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0.77,0,0.672,0.403,29,1
0,0.8,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.8,0,0.823,0,29,1
0,0.65,0.32,0,0.32,0,0.32,0,0,0,0,0,0,0,0,0.65,0,0,0.166,10,1
0.56,1.12,2.25,0.56,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.503,0,148,1
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0.212,25,1
0.1,0.6,0.4,0.81,0.1,0.5,0.3,0,0,0,0,0.1,0,0,0,0,0.264,0.977,0.397,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.894,0.868,25,1
0,0.88,0,0,0,0,0.29,0,0,0,0,0.58,0,0,0,0,0,0.388,0.048,49,1
1.63,0,1.63,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0.22,1.77,0.44,2.88,0.44,0,0.44,0,0,0,0,0,0,0.44,0,0,0,0.588,0.156,1038,1
0,0.18,0.18,0,1.89,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,180,1
0.59,0.59,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0.103,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.597,12,1
0,0,0.41,0.41,1.65,0,0.82,0,0,0,0,0,0,0,0,0,0,0.904,5.3,92,1
0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,57,1
0.31,0.05,0.05,0.76,0.26,0,0.34,0,0,0,0,0,0,0,0,0.02,0,0.329,0.78,193,1
0.53,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.47,0.47,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1
0.56,2.25,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,1.217,0.347,140,1
0.28,0.04,0.04,0.69,0.23,0,0.31,0,0,0,0,0,0,0,0,0.02,0,0.318,0.754,144,1
0,0.64,0,0,0,5.19,0.64,0,0,0,0,0,0,0,0,0,0,0.093,0,66,1
0,0.64,0,0,0,5.19,0.64,0,0,0,0,0,0,0,0,0,0,0.093,0,66,1
0,0.17,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0,0.36,1.09,0,0.36,0,1.09,0,0,0,0,0,0,0,0,0,0,0.427,0.061,192,1
0.19,0.68,0.09,0.09,0.58,0,0.09,0,0,0,0,0,0,0,0,0,0,0.06,0.045,20,1
0,0,1.61,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,60,1
0,0.69,0.69,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0.701,0.116,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,9,1
0.89,0.12,0,0.12,0,0.12,0.12,0,0,0,0,0,0.12,0,0,0,0,0.371,0.061,84,1
0.2,0,0,0.93,0,0.41,0.72,0,0,0,0,0.1,0,0,0,0,0,0.548,0.199,685,1
0.3,0.2,0.2,0.8,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.334,0.174,669,1
0.13,0.05,0,0.16,0.19,0,0.57,0,0,0,0,0,0,0,0,0.05,0,0.268,0.15,195,1
0.27,0.27,0,0.83,0,1.95,0,0,0,0,0,0,0,0.27,0,0,0,2.001,0.093,63,1
0.28,0.28,0,0.84,0,1.97,0,0,0,0,0,0,0,0.28,0,0,0,1.282,0.094,63,1
0,0.3,0.61,0.61,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0.051,64,1
0,0.68,0.68,0.68,0,0,0,0,0,0,0,0,0,1.36,0,0,0,1.089,0.242,60,1
0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,49,1
0.76,0,0,0.19,0.57,0.38,0,0,0,0,0,0,0,0,0,0,0,0.232,0.066,213,1
0,1.26,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0.926,0,25,1
0,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.176,6,1
0,1.82,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.178,0,11,1
0.33,0.66,0,0.33,0.66,0,0,0,0,0,0,0,0,0.33,0,0,0,0.109,0,34,1
0,0.78,0.52,1.04,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0.443,0.402,19,1
0.5,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.407,0.997,49,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0.353,12,1
0,1.21,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.105,0.315,30,1
1.01,1.35,0.33,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,1013,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.048,0,10,1
0,0,0,0.35,2.1,3.15,1.4,0,0,0,0,0,0,0,0,0,0,0.348,0,13,1
0.16,0.32,0.04,0.4,0.72,0.16,0.6,0,0,0,0,0,0,0.04,0,0.11,0.065,0.413,0.164,181,1
0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0.145,0.145,0.291,11,1
0.17,0.43,0.08,2.41,0.34,0.43,0.17,0,0,0,0,0,0,0.43,0,0.34,0,0.308,0.067,82,1
0,0,0,0,1.36,0,0,0,0,0,0,0,0,1.36,0,0,0,1.777,0.222,63,1
0.33,1.65,0.66,0.16,0.82,0,0.33,0,0,0,0,0,0,0,0,0,0.075,0.252,0.05,350,1
0,1.3,0,0,0.32,0,0.32,0,0,0,0,0,0,0.49,0,0,0,0.622,0.027,12,1
1.65,0,1.65,1.65,0.82,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,68,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.554,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.405,0,28,1
0,0.68,0,1.81,0.22,0,0,0,0,0,0,0,0,0,0.45,0.22,0.159,0.199,0,83,1
0.17,1.38,0.17,0.17,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,38,1
0,0,0,0.35,2.12,3.18,1.41,0,0,0,0,0,0,0,0,0,0,0.353,0,13,1
0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,44,1
0.4,0,0,4.81,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.855,0.794,41,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
0.18,0.18,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.493,0.061,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.11,0,0.23,0.58,0,0.46,0,0,0,0,0,0,0,0,0.11,0,0.733,0.104,326,1
0.49,0.39,0,0.39,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,5.828,1.308,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0,0.6,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0.206,20,1
0.48,0.14,0.03,0.66,0.26,0,0.59,0,0,0,0,0,0,0,0,0.07,0,0.433,0.529,140,1
0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0,58,1
0,0,2.3,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,142,1
0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0.37,0,1.12,0,0.37,0,0.74,0,0,0,0,0,0,0,0,0,0,0.223,0.223,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,1,1
0.49,0.29,0,0.39,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,5.831,1.309,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,6,1
0,1.29,0,0,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0,2.354,0,13,1
0.17,0,0,0.42,0.32,0.29,0.84,0,0,0,0,0,0,0,0,0.07,0,0.639,0.165,117,1
0.27,0.27,0,0.82,0,2.2,0,0,0,0,0,0,0,0.27,0,0,0,1.023,0.093,63,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.048,0,1,0
0,1.01,0,0,0,0,0,0.33,0,0,0,0,0,0,0.67,0.33,0,0.048,0,22,0
0,0,0,0,0,0,0,2.77,2.77,2.77,0,2.77,2.77,0,0,0,0,0.218,0,10,0
0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.61,0,0,0.033,36,0
2.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,15,0
0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0.26,0,0.26,0.26,0,0,0,0,0.26,0,0,0,0,0,0.26,0,0,0,18,0
0.1,0.3,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.073,0,49,0
0,0,0,0,0,0,0,0,1.73,0,0,0,0.57,0,0,0.57,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724,0,8,0
0,0,0,0,0,0,0,4.54,4.54,4.54,4.54,4.54,4.54,4.54,0,0,0,0,0,11,0
0,0.69,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0.284,0.094,11,0
0,0,0,0.54,0,0,0,0.81,0.54,0,0,1.08,0,0,0,0,0.079,0,0,76,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0.176,0,3,0
0.39,0.39,0,0.39,0,0,0,1.98,0.39,0.39,0.39,1.19,0.39,0.39,0.39,0.39,0.439,0,0,13,0
0,0,0,0,0,0,0,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0,0.61,0.052,0,0,13,0
0,0.83,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0.87,0,0.87,0,0,0,0.87,0,0,0,0,0,0,0,0.87,0.141,0,0,15,0
0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,5,0
0,0,0,2.56,0,0,0,3.84,0,0,0,0,0,0,0,0,0.194,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0.17,0.8,0,0,0.08,0,0,0,0,0,0,0,0.35,0,0.08,0,0,0,0.023,57,0
0,0,0.32,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,118,0
0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,14,0
0,0.57,0,0,0,0,0,0.57,0.57,0,0,0.57,0.57,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0,0,0.121,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.76,0,0,0,5,0
0.18,0.37,0,0.18,0,0,0,0,0,0,0,0,0,0,0.37,0.74,0.029,0.029,0.029,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0.149,0,10,0
0,0,0,0,0,0,0,1.23,0.24,0.24,0.24,0.24,0.24,0.24,0,0.24,0.039,0,0.117,13,0
0,0,0,0,0,0,0,5.88,0.73,0.73,0.73,0.73,0.73,0.73,0,0.73,0.129,0,0,13,0
0,0,0,0,0,0,0,1.22,1.84,0.61,0.61,0.61,0.61,0.61,0,0.61,0,0,0,51,0
0,0,0,0,0,0,0,0.53,0,0,0,0,0,0.26,0,0,0,0,0,12,0
0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0.06,0,0,0.69,0,0,0,0,0,0.06,0,0,0.035,0,0.017,47,0
0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,1.31,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0,7,0
0,0,0,0,0,0,0,0,0.61,0,0,0,0.61,0,0.61,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0.036,11,0
0,0,0,0,0,0,0,1.5,0,0,0,0.75,0,0,0,0.75,0,0,0,10,0
2.12,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,1.36,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0.37,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,4,0
0,0,0,0,0,0,0,3.96,0,0,0,0.49,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0.57,0.57,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0.231,0,17,0
3.68,0,0,0,0,0,0,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0,1.84,0.094,0,0,13,0
0,1.25,0.41,0.2,0.41,0,1.04,0,0,0,0,0,0,0,0.2,0.83,0,0.866,0.103,214,0
0,0,0,0,0,0,0,0,0.14,0,0,0,0.7,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.29,0,0,0,2.34,1.17,0.58,0.58,1.17,0.58,0.58,0.87,0.58,0.045,0,0,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,6,0
0.24,0.24,0,0.49,0,0,0,0,0,0.24,0,0.24,0,0,0,0,0,0,0.16,235,0
0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0.43,0,0,0.43,0,0,0,0.43,0,0,0,0.43,0,0,0,0,0,0,0,25,0
6.34,0,0,0,0,0,0,1.58,1.58,1.58,3.17,1.58,1.58,1.58,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,1.17,0,0,0,0,0,0.11,0.23,0,0,0,0,0,0.11,0.23,0,0,0,7,0
0.61,1.22,0,3.68,0,0,0,0.61,2.45,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0.85,0,0,0,0.85,0,0,0,0.85,0.142,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,1,0
0,1.56,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
