@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,6,9,12-18,20,27,37,52-53,57-58'

@attribute Word_freq_address numeric
@attribute Word_freq_over numeric
@attribute Word_freq_order numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_george numeric
@attribute Word_freq_1999 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0.58,0,0.58,0.58,0.58,0,0,0,0.239,0.239,207,1
0,0.29,0,0.87,0,0,0,0.87,0.58,0.29,2.61,0,0,0.14,0,274,1
0.31,0.13,0.44,0.96,0.57,1.22,0,0.1,0.44,0,0,0,0,0.346,0.793,3213,1
0,0,0,0,0,0,0,0.36,0,0,0,0,0,0.053,0.053,496,1
0.55,0,0,0.55,0.55,0,0,0.55,2.79,0,0,0,0,1.207,0.345,200,1
1.09,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0.692,84,1
0,0,1.2,1.2,0,0,0,0,4.81,0,1.2,0,0,0.331,0,301,1
0,0,0,0,0.6,0,0,0,0,0.6,0,0,0,0.619,0.103,259,1
0,0,1.47,0,0,0,0,0,2.94,0,1.47,0,1.47,0.294,0.147,288,1
0.31,0.15,0.44,0.97,0.58,1.27,0,0.26,0.44,0,0,0,0,0.344,0.784,3029,1
0,0,0,0.97,0,0,0,0,0.97,0,0,0,0,0.421,0.252,238,1
0.42,0,0,0.84,0,0,0,0,0,0.84,0,0,0,0.6,0.3,197,1
0,0,0.34,0.34,0,0,0,0,0,0,2.09,0,0,0.157,0.105,142,1
0,0.64,0,0.32,0,0,0,0,0,0,0,0,0,0.263,0.105,188,1
0,0,0,1.06,0,0.26,0.26,0.8,0,0.26,0,0,0,0.471,0,188,1
0.55,0,0,1.11,0,0,0,1.11,0,0.55,0,0,0,0.484,0.08,201,1
0.53,0,0,0,0,0,0.53,0,0,0.53,0,0,0,0.159,0,123,1
0.8,0,0,0,0,0,0,0.8,0.8,0.8,0,0,0,0.269,0,81,1
0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0.564,0,62,1
0,0,0,1.28,0,0,0,0,0,0,0,0,0,0.203,0,45,1
0.44,0.11,0.97,1.42,1.76,1.27,0.03,0.03,0.07,0.07,0,0,0,0.069,0.221,819,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0.6,0.6,0,1.21,0,0,0,0,0.3,0,0,0,0,0,0.097,210,1
0,0,0.93,0,0,0,0,0,0,0,0,0,0,0.561,0,65,1
0,0,0,0,0,0,0,3.38,0,0,0,0,0,0.872,0,11,1
0.62,1.86,0,0.62,0.62,0,0,0,0,0.62,0,0,0,2.295,0.218,155,1
0,2.54,0,0.84,0.84,0,0,0,0,0,0,0,0,2.865,0.301,136,1
0,0,0.58,0.58,0,0,0,1.74,0,0,0,0,0,0.171,0.085,102,1
0,0,0,0,0,2.06,0,0,0,0,0,0,0,0.51,0.34,79,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.194,119,1
1.26,0,0,0,0,0,0,1.26,0,0,0,0,0,0.416,0,137,1
3.05,0.19,0,0.76,0.19,0,0,0,1.72,0.38,0.38,0,0,0.294,0.147,1144,1
0,0,0.2,1.3,1.1,0,0,0.3,0.2,0,0,0,0,0.352,0.056,1133,1
0.19,0.79,0.89,0.69,0.29,0,1.58,0.09,0,1.08,0.19,0,0,0.417,0.154,1365,1
0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0.208,55,1
0,0.19,0,0.19,0,0,0,0.38,0,0.19,0,0,0,0,0,15841,1
0,0.48,0.09,0.68,0.19,0,0.09,0.29,1.07,0.39,0.78,0,0,0.045,0.015,303,1
0,0,0,0.47,0,0,0,0.47,0.47,0,0,0,0,1.306,0.23,217,1
0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,1.566,0.361,124,1
0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,104,1
0.5,0,0,0.75,0,0,0,0.25,0,0,0,0,0,0.031,0,616,1
0,0,0,1.78,0,0,0,0,0,0,0,0,0,1.351,0,160,1
0.63,0,0.63,0.63,0,0,0.63,1.26,0,0.63,0,0,0,0.398,0,126,1
0,0,0,2.17,0,0,0,2.17,0,2.17,0,0,0,0,0,16,1
0,0,0,0.54,0,0,0,0.54,0.54,0,0,0,0,1.216,0.26,180,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,63,1
0.19,0.38,0.5,0.63,0.19,0,0,0.69,0.5,0.38,0.06,0,0,0.435,0.592,1590,1
0.13,0.26,0.39,0.39,0,0,0,0.13,0,0,0,0,0,0,0.068,468,1
0.38,0.57,1.15,0.38,0.38,0,1.15,0.19,0.19,1.92,1.15,0,0,0.438,0.191,921,1
0.27,0.13,0.41,0.55,0.27,0.13,0.41,0.13,0.13,0.27,0.13,0,0,0.379,0.05,219,1
0.38,0.57,1.15,0.38,0.38,0,1.15,0.19,0.19,2.12,1.15,0,0,0.438,0.191,921,1
0,0,0,2.8,0,0,0,0.4,0,0,0,0,0,0.105,0.052,129,1
0.32,0,0.32,1.29,0,0,0,0,0,0,0,0,0,0,0,110,1
0.1,0.15,0.1,0.85,0.25,0,0,0.15,0.3,0,0,0,0,0.149,0.131,617,1
0.16,0.67,0,0.84,0,0,0.33,1.52,0.33,0.16,0,0,0,0.028,0.084,532,1
1.11,0,0,0,1.11,0,0,3.35,0,0,0,0,0,1.429,0.095,186,1
0,0,1.69,1.21,0,0,0,0.24,0,0,0,0,0,1.021,0.291,461,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0.228,168,1
0,0.61,0,0.3,0,0,0.15,0.3,1.54,2.32,0,0,0,0.615,0.025,186,1
0,1.05,0,0.52,0,0,0,0,0,0,0,0,0,0,0,99,1
0.26,0.26,0.52,0.69,0.17,0.08,0.69,0.86,0.34,0,0.17,0,0,0.358,0.261,979,1
0.16,0.24,0,0.57,0.9,0,0.16,0,0,0.32,0,0,0,0.845,0.255,713,1
0,0,0.41,0,0,0,0,0,0.41,0,0,0,0,0,0,255,1
0.29,0.58,0.66,1.39,0.58,1.1,0.14,0.14,0,0,0,0,0,0.319,0.266,1163,1
0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.11,0,26,1
0.41,0,0.41,1.86,0.2,0.2,0,0.2,0.41,0,1.03,0,0,0.996,0.106,384,1
0,0,0,0,1.44,0,0,1.44,0,0,0,0,0,0.542,0.271,41,1
0,0,0,0,0,0,0,0,0,2.01,0.67,0,0,0.305,0,93,1
0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,30,1
0,0,0,0,0,0,0,0,0,1.44,0,0,0,0.313,0,49,0
0,0,0,0.78,0,0,0,0,0,0,0,0,0,0.725,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.31,0.103,59,0
1.35,0,0,0.19,0,0,0,0,0,0,0,0,0.38,0,0,693,0
0,0,0.14,0.43,0,0,0,0,0.14,0,0,0,0,0,0,496,0
1.36,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,164,0
0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,4,0
0,0.05,0.05,0.41,0.03,0,0,0.01,0.09,0.13,0.01,0.03,0.95,0.008,0.005,2954,0
0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,77,0
0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,15,0
0,0,0,2.32,0,0,0,0,0,0,0,0,0,0.148,0,71,0
0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.045,0,98,0
0,0,0,1.38,0,0,0,0,0,0,0,2.77,1.38,0.448,0,45,0
0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,0,0,0.42,0.42,0,0,0,0,0,0,0,0.42,0.151,0,69,0
0,0,0,0,0,0,0,0,0.48,0,0,0,0.48,0,0,88,0
0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0,15,0
0,0,0,0.81,0,0,0,0,0,0,0,0,0,0.37,0,129,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,183,0
0,0,0,0,0,0,0,0.58,0,0,0,1.46,0.58,0,0,1506,0
0,0.44,0,0.89,0,0.44,0,0,0.89,0,0,0,0,0,0,95,0
0,0,0,1.58,0,0,0,0,0,0,0,0,1.58,0,0,72,0
0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,236,0
0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
0,0.09,0.87,0.29,0,0,0,0,0,0,0,0.09,0,0,0.026,726,0
0,0.05,0.52,0.15,0,0,0.05,0,0,0.05,0,0.05,0,0,0.015,1150,0
0.24,0,0,0,0,1.49,0,0,0,0,0,0.24,0.49,0,0.163,1116,0
0,0,0,0.91,0.6,0,0,0,0,0,0,0,0.6,0.044,0,120,0
0.09,0.18,0,3.66,0.09,0,0,0,0.82,0,0,0,0,0,0,192,0
0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,37,0
0.44,0,0,0.29,0,0,0,0,0.14,0,0,0,0.89,0,0,680,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,109,0
0,0,0,0.75,0,0,0,0,0,0,0,0.37,0,0,0,86,0
0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,13,0
0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0.18,0,0,0,0,0,0,0,0,0,0,0.93,0,0,479,0
0,0.09,0,0.46,0,0.09,0,0,0.37,0,0,0,0.28,0,0,601,0
4.16,0,0,4.16,0,0,0,0,0,0,0,0,0,0.709,0,23,0
0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0.105,69,0
0,0,0,0.49,0,0,0,0,0,0,0,0.49,1.99,0,0,331,0
0,0,0,0,0.31,0,0,0,0,0,0,0,0.31,0,0,62,0
0,0,0,4.76,0,0,0,0,0,0,0,0,0,0.442,0,17,0
0,0,0,0.88,0,0,0,0,0,0,0,0.88,0.88,0,0,133,0
0,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,26,0
0.58,0,3.23,0.88,0,0,0,0,0,0.88,0.29,0.29,0.29,0.113,0.265,208,0
0,0,0,3.44,0,0,0,0,0,0,0,0,1.72,0,0,33,0
0,0,0,0,0,0,0,0,0,0,0,0.48,0.48,0.078,0,171,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0
0,0,0,2.88,0,0,0,0,0,0,0,0,0.96,0,0,90,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
0,0,0,1.07,0,0,0,0,0,0,0,1.88,0.8,0.091,0,227,0
0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0
0,0,1.28,0.38,0,0,0,0,0,0,0,0.12,0,0,0.036,491,0
0,0,0,1.4,0,0,0,0,0.7,0,0,0.7,0,0,0,378,0
0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,375,0
0,0,0,0.33,0,0,0,0.33,0,0.33,0,0,0,0,0,125,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0.176,0,51,0
0.35,0,0,0.17,0,0,0,0,0,0,0,0.88,0.35,0.031,0,194,0
0,0.44,0,0.44,0.44,0,0,0,0,0,0,0.88,0,0,0,71,0
0,0,0,0.89,0,0,0,0,0,0,0,0,0.89,0,0,116,0
0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,127,0
0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,214,0
0,0,0,1.36,0,0,0,0,0,0,0,1.36,0,0,0,30,0
0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0.128,128,0
1.96,0,0,0,0,0.98,0,0,0,0,0,1.96,0,0,0,97,0
0,0,0,1.17,0,0,0,0,0,0.39,0.39,0.39,0,0.07,0,89,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
1.23,0,0,0.61,2.46,0,0,0,0,0,0,0.61,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,37,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,133,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,187,0
0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0.98,0,0.14,0,0,0.7,0,0,0,0.14,0,0,257,0
0,0,0,0.68,0,0,0.68,0,0,0.68,0,1.36,0.68,0,0,82,0
0,0,0,1,0,0,0,0,0,0,0,0.2,1,0,0,346,0
0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,153,0
0,0,0,0.81,0.4,0,0,0,0,0,0,0,0.4,0.063,0,116,0
0,0,0,1,0.5,0,0,0,0,0,0,0,0,0.075,0,89,0
0,0,0,0.5,0,0,0,0,0,0.5,0,1,0,0.084,0,129,0
0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,15,0
0,0,0,1.31,0,0,0,0,0,0,0,0,1.05,0,0,237,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,6,0
0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,103,0
0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0.043,0,52,0
0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,1.07,0,0,0,0,0,0.367,0,67,0
0,0,0,0.66,0,0,0,0,0,0,0,0,0.16,0,0,240,0
0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,112,0
0,0,0,1.4,0,0,0,1.4,0,0,0,0,1.4,0,0,46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0
0,0.76,0,0.76,0,0.76,0,0,0,0,0,0.76,0,0,0,33,0
0,0,0,0,0,2.85,0,0,0,2.85,0,2.85,0,0,0,38,0
0,0,0.71,0.31,0,0,0,0,0,0,0,0.07,0.47,0,0.021,890,0
0,0,0,0.26,0.53,0,0,0,0.53,0,0,0,0,0,0.043,61,0
0,0,0,3.33,0,0,0,0,0,0,0,0,0,1.156,0,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0.81,1.62,0,0,0,0,0,0,0.81,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,0,0,0,0,5.12,2.56,0.375,0,36,0
0,0,1.02,0.34,0,0,0,0,0,0,0,0.11,0.22,0,0.03,678,0
0,0,0.73,0.19,0,0,0,0,0,0.06,0,0.06,0,0,0.019,880,0
0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,10,0
0,0,0.07,0.83,0.15,0,0,0,0.15,0,0,0,0.07,0,0.009,707,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,57,0
0,0,0,1.25,0,0,0,0.62,0.62,0,0,0,0,0.103,0,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0.72,0,0,0,0.48,0.48,0,0.24,0,0,0,0,464,0
0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,238,0
0,0,0,1.4,0,0,0,0,0.7,0,0,0.7,0,0,0,378,0
0,0,0,0,0,0,0,0,0.37,0,0,1.86,0.74,0.32,0,177,0
0,0,0,1.14,0,0,0,0,0,0,0,0,0,0.596,0,64,0
0,0,0,0.6,0,0,0,0,0,0,0,1.8,0.6,0.085,0,92,0
0,1,0,0,0,0,0,0,0,0,0,2,0,0.487,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
1.33,0,0,0,0,0,0,0,0,0,0,1.33,0,0.227,0,55,0
0,1.07,0,0,0,0,0,0,0,0,0,1.07,0,0.185,0,56,0
