@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_all numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0.96,0,0,1.92,0,0,0,0,0,0,0,0.96,0,0,0,0,0.462,0,6,1
0,1.03,0.17,0.68,0,0,0.17,1.03,0,0,0,0,0,0,0.17,0,0,0,0,0.056,0.196,53,1
0,0.32,0.65,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.158,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,26,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.208,16,1
0,0.31,0.63,0.31,0.31,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.162,10,1
0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,3.851,0,70,1
0,0,0,0.36,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.053,0.053,134,1
0,0,0.59,0,2.95,0,0,5.91,0,0,0,0,0,0,0,0,0,0,0,0.293,0,15,1
0,0,0.31,0,0,0.31,0,0.63,0,0.31,0,0.31,0,0,1.59,0,0,0,0,0.055,0.496,91,1
0,1.47,1.1,0.36,0,0,0,0.36,1.1,1.47,0,0,0,0,0,0,0,0,0,0.435,0.932,33,1
0,1.85,0.37,0,0.37,0.74,1.11,0.37,0,0,0,0,0,0,0,0,0,0,0,1.211,0.471,393,1
0,0,0.38,0.38,0.38,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.121,0,12,1
0,1.14,0,0,0.12,0.25,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0.371,0.061,84,1
0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.823,0,29,1
0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0.46,0.46,0.12,0.05,0.28,0.43,0.74,0.25,0,1.05,0,0,0,0,0,0,0,0,0,0.325,0.756,193,1
0.17,1.21,0.6,0.43,0.26,0.69,0.52,0.69,0.17,0.95,0,0,0,0,0.08,0,0,0,0,0.256,0.242,583,1
0,0,0,0,1.33,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0.684,0,12,1
0,0.48,0,0,0.48,0,0,0,0,3.38,0,0,0,0,0.48,0,0,0,0,0.084,0.761,46,1
0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1
0,0.29,0.14,0,0,0.88,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.388,0.048,49,1
2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,13,1
0.4,0.6,0.6,0.2,0.6,0.2,0.2,0.4,1.81,0.2,0,0,0,0,0,0,0,0,0,1.453,0.129,64,1
0.06,0.24,0,0,0.17,0.17,0.17,0.03,0,0.03,1.18,0,0,0,0,0.06,0,0,0.029,0.029,0.011,26,1
0,0.55,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.353,11,1
0.09,0.09,0.09,0.09,0,0.19,0.29,0.87,4.1,0.39,0,0,0,0,0,0,0,0,0,0.31,0.155,494,1
0,0,0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.17,0.17,0.34,0.05,0.05,0.05,0.05,0,0.23,0.75,0,0,0,0,0,0,0,0,0,0.02,0.163,12,1
0,0,0.34,0,0,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.027,11,1
0,0.61,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0,13,1
0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
0,0.8,0,0.16,0,0,0.48,0.16,0.16,0,0,0.16,0,0.16,0,0,0,0,0,0.271,0.024,149,1
0,0.7,0,0,0,0,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0.328,0,4,1
0,0,0,0.23,0.23,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.036,0.841,0.036,52,1
0.18,0.18,0.36,0.06,0.06,0.06,0.12,0,0.24,0.85,0,0,0,0,0,0.06,0,0,0,0.01,0.167,12,1
0.52,0.35,0.03,0.03,0.1,0.56,0.8,0.24,0,0.38,0,0,0,0,0,0,0,0,0,0.452,0.528,260,1
0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1
0.77,0.77,0.57,0,0.57,1.15,1.15,0.19,1.15,1.35,0,0,0,0,0,0,0,0,0,0.438,0.191,525,1
0,0.54,0.54,2.18,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0,147,1
0,0,0,0,0,0,3.7,1.85,0,0,0,0,0,0,0,0,0,0,0,1.55,0,13,1
0,0.66,0,0.33,0.33,1.33,2,0.33,0,2,0,0,0,0.33,0,0,0,0,0,0.057,0.23,82,1
0,0,0.44,0,0,1.32,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.663,0.132,123,1
0,0.8,0.16,0.16,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0.299,0.174,24,1
0,0.46,0,0.46,1.86,0,0.93,1.86,0.46,0,0,0,0,0,0.46,0,0,0,0,0.571,0.214,64,1
0,0,0,1.61,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,60,1
0,0.35,0.7,0.35,0.35,0,0,0.7,2.82,0,0,0,0,0,0,0,0,0,0,0.061,0,21,1
0,0.48,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0.421,0.252,80,1
0,0,0,0.91,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0.455,0,10,1
0.59,0.29,0.03,0.03,0.14,0.56,0.67,0.22,0,0.59,0,0,0,0,0,0,0,0,0,0.613,0.532,763,1
0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0.68,0,0,0.34,0.34,0,0,0.34,0,0,0.34,0,0,0,0,0,0.048,0.048,15,1
0,0.74,0,0.74,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0.088,0,29,1
0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,25,1
0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.102,0.72,43,1
0,0,0,0,0,0,1.08,3.26,0,0,0,0,0,0,0,0,0,0,0,2.152,0,36,1
0,0.37,0.74,0,2.96,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,1.096,0,107,1
0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0.238,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.61,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,15,1
0.4,0.27,0.4,0.06,0.2,0,1.36,0,0,0.13,0,0,0,0,0,0,0,0,0,0.474,0.197,53,1
0.73,0.73,0.73,0.73,1.1,0.36,0.36,1.1,2.2,1.83,0,0,0,0,0,0,0,0,0,0.5,0.333,30,1
0,0.48,0.48,0,0,0.24,0,0.48,0,0.48,0,0,0.24,0,0.24,0.24,0,0,0,0.036,0.184,66,1
0,0,1.12,0,0,0,1.12,0,0,1.12,0,0,0,0,0,0,0,0,0,0,6.003,14,1
0.8,0.8,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,1.62,0.347,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,10,1
0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0.236,0,41,1
0,0,0.74,1.12,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.223,0.223,10,1
0.63,0.63,0,0.63,0.63,0.63,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0.398,0,19,1
0.09,0.57,0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0.894,70,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,9,1
0,0,0.6,0,0,0,1.21,0.6,0,0.6,0,0,0,0,0,0,0,0,0.414,0.31,0,17,1
0.08,0.48,0.24,0,0,0.24,0.08,0,0.08,0.4,0,0,0,0,0,0,0,0,0,0.233,0.202,102,1
0,0,0.37,0.37,0.74,0.37,0.37,0.37,2.61,0,0,0,0,0,0.74,0,0,0,0,1.199,0.505,64,1
0,0.32,0.32,0,0.16,0,0.65,0.16,0,0.98,0,0,0,0,0,0,0.16,0,0,0,0.29,13,1
0.73,0.36,0.36,1.1,0,0,0,0.36,0,0.36,0,0,0,0,0,0,0,0,0,0.435,0.062,190,1
0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.48,10,1
0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,25,1
0.59,0,0,1.18,0.59,0.59,1.18,0,2.36,0,0,0,0,0,0,0,0,0,0,0.421,0,46,1
0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0.093,0,66,1
0,0,0,0,1.04,0,0,1.04,1.04,1.57,0,0,0,0,0,0,0,0,0,0.539,0.269,47,1
0.19,0.39,0,0,0.59,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.258,0.032,43,1
0,0,0.23,0,0,0,0,0.46,0,0,0,0,0,0.23,0,0,0,0,0,0,0,42,1
0,0,0,0,0,0,1.63,0,0,0,0,0.81,0,0,0,0,0,0.81,0,0,0,11,1
0,0,0.4,0,0,0,0.81,0.4,0,0.4,0,0,0,0,0,0,0,0,0.33,0.198,0,18,1
0.44,0,0,0,0,0,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,1.131,0.15,28,1
0,0,0,0.45,0,0.9,0.45,1.81,0,0,0,0,0,0,0.45,0,0,0,0,0.64,0.16,71,1
0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0.9,0,0,0.9,1.81,0,0,0,0,0,0,0,0,0,0,0,1.492,0,66,1
0,1.15,0,0,0.12,0.25,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0.371,0.061,84,1
0.82,0,0,0.82,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0.513,0.114,44,1
0,0,0.36,0,0.36,0.36,0.36,0,0,0,0,0,0,0,0,0,0.36,0,0,0.653,0.118,13,1
0.39,0,0.39,0.79,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0.612,0.183,13,1
0,0,0,0.31,0.63,0.31,0.63,0.31,0,0,0,0,0,0,0,0,0,0,0,0.137,0,40,1
0.41,1.25,0.2,0,0,0,0.41,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0.345,0.345,37,1
0.1,0.7,0,0,0,0.2,0.3,0.3,0,0,0,0,0,0,0.5,0,0,0,0,0.352,0.056,148,1
0.19,0,0.09,0.19,0,0,0.09,0,0,0.39,0,0,0,0,0,0,0,0,0,0.586,0.189,31,1
0.27,0.27,0,0,0.54,0,0.27,1.08,0,0.27,0,0,0,0,0,0,0,0,0,0.458,0.504,64,1
0,1.62,0,0,0,0,0.81,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0.121,0,43,1
0,0,1.28,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,0.11,12,1
0,0,0,2.94,1.47,1.47,1.47,0,1.47,0,0,0,0,0,0,0,0,0,0,0.425,0.141,279,1
0,0,0,0,1.08,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0.191,0.383,23,1
0.66,0.66,0,0,0,0,0.66,1.98,0,0,0,0,0,0,0,0,0,0,0,2.205,0,34,1
0.49,0.49,0,0.49,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0.845,0.195,47,1
0.14,0.29,0,0,0,1.03,0.29,0,0.14,0,0,0,0,0,0,0,0,0,0,0.153,0.128,73,1
0,0.05,0,0,0.05,0,0.35,0.05,0.2,0,0.02,0,0,0,0,0,0,0,0,0.107,0.017,489,1
0.09,0.27,0.09,0,0.18,0.09,0,0,0,0.36,0,0,0,0,0,0,0,0,0.03,0.246,0.03,69,1
0.25,0.51,1.28,0,0,0.77,0.51,0,0,2.05,0.51,0,0,0,0,0,0,0,0,0.26,0.173,16,1
0.43,0.43,0.11,0.04,0.21,0.4,0.69,0.23,0,0.97,0,0,0,0,0,0,0,0,0,0.311,0.734,144,1
0.73,1.09,0.73,0.73,1.09,0.36,0.36,1.09,2.19,1.83,0,0,0,0,0,0,0,0,0,0.498,0.332,30,1
0,0,0,0,0,0,2.35,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
0,0.22,0,0,0,0.22,2.75,0.45,0,0.45,0,0,0,0,0,0,0,0,0,0.919,0.229,138,1
0.48,0.55,0.2,0,0.27,0.27,0.97,1.11,0,0.06,0,0,0,0,0.06,0,0,0,0,0.75,0.305,94,1
0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,25,1
0,3.03,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,2.112,0,11,1
0.47,0.94,0,0,0.47,0,1.88,0.47,0,0,0,0,0,0,0,0,0,0,0,1.68,0.168,636,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,62,1
0,0.76,0,0.19,0,0,0.57,0.19,0.19,0,0,0,0,0,0.19,0,0,0,0,0.632,0.03,132,1
0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543,0,6,1
0,0.16,0,0.16,0,0.65,0.16,1.64,0,0,0,0,0,0,0.16,0,0,0,0,0.906,0.663,52,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0.35,0,0,0.35,0,1.07,0,0,1.42,0,0,0,0,0.35,0,0,0,0,0.24,0.24,25,1
0,0,0,1.07,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0,0.68,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,68,1
0.22,0.22,0.22,0.44,0.44,0.22,2.88,0.44,0,0.44,0,0,0,0,0.44,0,0,0,0,0.563,0.15,1038,1
0,1.66,0,1.66,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,1.424,0,59,1
0,0.62,0,0,0,0,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,1.055,0,16,1
0.14,0.57,0.14,0.28,0.28,0,0.43,1.88,0,0,0,0,0,0,0.14,0,0,0,0,0.21,0,32,1
0.93,0.93,0.93,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0.171,15,1
0.19,0.29,0.19,0.19,0.97,0.87,0.58,0,0.68,0.09,0,0,0,0,0.09,0,0,0,0.202,0.405,0.233,49,1
0,0,0,0,0,0,0,0,0,0,3.58,0,0.39,0,0,0,0.39,0,0,0,0,21,1
0,0.29,0.29,0.29,0,0.29,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.045,163,1
0.14,0.21,0.43,0,0,0.07,0.14,0,0.28,1,0,0,0,0,0,0.07,0,0,0,0,0.206,10,1
0.35,0.55,0.15,0,0,0.1,0.75,0.15,0,0.05,0,0,0,0,0,0,0,0,0,0.149,0.131,127,1
0,0.95,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0.267,0,45,1
0,0,0.74,1.48,0,0,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0.108,0,12,1
0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,25,1
0,0.14,0.09,0.09,0,0.79,0,0,0.24,0.29,0,0,0,0,0,0.04,0,0,0.007,0.431,0.111,87,1
0,0,0.54,1.63,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.171,32,1
0,0.42,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,1.269,183,1
0.62,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295,0.218,28,1
0.18,0.18,0.36,0.06,0.06,0.06,0.12,0,0.24,0.84,0,0,0,0,0,0.06,0,0,0,0.01,0.167,12,1
0,0.32,0.64,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.157,10,1
0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,25,1
0,0,0,2.56,1.28,1.28,1.28,0,1.28,0,0,0,0,0,0,0,0,0,0,0.542,0,304,1
0.64,0.64,0,0.64,0,0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0.551,0.459,22,1
0,0.53,0.05,0,0.05,0.11,0,0.05,0.35,0.23,0,0,0,0,0,0,0,0,0.01,0.032,0.14,14,1
0,0,0,0,0.32,0.32,0.64,2.56,0,0,0,0,0,0,0,0,0,0,0.049,0.492,0,25,1
0.17,0.08,0.08,0.08,0.43,0.08,0.08,0,0,0.34,0,0,0,0,0,0,0,0,0.028,0.092,0.014,48,1
1.03,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0.176,0.176,26,1
0,0,0,0,0,0,0,0.52,0,0,0,0,0,0.52,0,0.52,0,1.56,0,0.077,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.22,0.22,0.22,0.44,0.44,0.22,2.88,0.44,0,0.44,0,0,0,0,0.44,0,0,0,0,0.588,0.156,1038,1
0,0,0.4,0.4,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.124,0,12,1
0,0.32,0.64,0.32,0.64,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.168,10,1
0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.165,0.165,41,1
0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,4.62,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0.919,0.367,16,1
0,1.55,0.77,0,0.38,0,0,0.38,0,1.16,0,0,0,0,0,0,0,0,0,0.609,0.121,22,1
0,1.35,0,0.9,0.45,0,1.35,0,0,0.45,0,0,0,0,0,0,0,0,0,0.82,0.41,12,1
0,0.17,0,0,0,0.17,1.25,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0.099,158,1
0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,31,1
0.49,0.74,0.74,0.24,0.74,0.24,0.24,0,1.73,0.24,0,0,0,0,0,0,0,0,0,1.634,0.155,47,1
0.17,0.25,0.08,0.08,0.08,0.69,2.41,0.34,0.43,0.17,0,0,0,0,0.43,0,0,0.08,0,0.308,0.067,82,1
0,0.71,0,0,0,0.23,0.23,0.23,0.23,0,0,0,0,0,0,0,0,0,0,1.018,0.036,97,1
0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0.087,0.175,0.043,69,1
0.26,0.85,0.19,0.06,0.33,0.72,0.46,0.59,0.06,0.06,0,0,0,0,0.06,0,0,0,0,0.101,0.101,79,1
0,0.47,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,11,1
0.5,0.75,0.25,0.25,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.375,0.034,60,1
0.3,0.3,0.4,0.2,0.3,0.4,1.71,0.6,0,0.9,0,0,0,0,0,0,0,0,0,0.275,0.206,103,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,33,1
0.51,0.29,0.03,0,0.18,0.54,0.62,0.21,0,0.51,0,0,0,0,0,0,0,0,0,0.443,0.51,739,1
0.49,0.99,0,0.99,0,0,0,0.49,0,1.48,0,0,0,0,0,0,0,0,0,1.118,0.239,69,1
0,0,0,3.27,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0.54,0.18,140,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,38,1
0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1
0.87,0.52,0.32,0,0.04,0.29,0.42,0.32,0.29,0.34,0,0,0,0,0,0,0.02,0,0,0.64,0.166,117,1
0,0.78,0.26,0.08,1.04,0.52,1.56,0.86,0.17,0.08,0,0,0,0.08,0,0,0,0.08,0,0.358,0.261,54,1
0,1.06,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,12,1
0.34,1.7,0,0,0,0.68,1.02,0,1.02,0,0.34,0,0,0,0,0,0,0,0,0.902,0.106,1327,1
0,0.57,0.28,0.09,0.09,0.38,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0.088,0.124,50,1
0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0.151,0.302,11,1
0.47,0.47,0.13,0.05,0.26,0.44,0.76,0.26,0,1.1,0,0,0,0,0,0,0,0,0,0.331,0.79,193,1
0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,22,1
0.49,0.4,0.11,0.02,0.21,0.42,0.75,0.16,0,1.03,0,0,0,0,0,0,0,0,0,0.382,0.847,193,1
0.51,0.51,0.34,0,0,0.85,0.17,0.17,0,0.68,0,0,0,0,0,0,0,0,0,0.387,1.961,183,1
0,2.99,0,0.85,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.819,0,42,1
0,0,0,0.86,0,1.3,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,30,1
0.35,0.31,0.03,0,0.35,0.58,0.66,0.23,0,0.46,0,0,0,0,0,0,0,0,0,0.324,0.486,116,1
0.54,1.08,0,1.08,0,0,0,0.54,0,1.62,0,0,0,0,0,0,0,0,0,1.218,0.261,68,1
0.31,0.63,0.47,0.15,0.79,0.15,0.63,0,1.58,0.15,0,0,0,0,0.15,0,0,0,0,1.3,0.127,97,1
0.76,0.38,0.25,0,0.12,0.12,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.661,0.088,21,1
0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0,0.75,0,0.15,0,0,0.45,0.15,0.15,0,0,0.15,0,0.15,0,0,0,0,0,0.352,0.02,149,1
0,0.64,0.64,0,0,0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0.284,0.662,0,131,1
0,0.99,0,0.19,0,0.19,0.19,0,0.59,0.19,0,0.59,0,0,0,0,0,0,0,0.174,0.548,97,1
0,0,0,0.7,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0.38,0,3,1
