@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,5-7,12-13,15-16,21,27,29,33-34,39,44-45,47,49-50,52,55,58'

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
1.32,0,0.94,0,2.08,0,0,0,0.94,0.18,0,0,0,0,0,0,0,0,0.084,0.31,2.548,1
0.41,2.06,0,1.65,0,0,0,2.47,0.82,0,0,0,0,0,0,0.41,0,0,0.265,0.199,15.892,1
0.9,0.45,0,0,2.25,0,0,0.45,5.4,0,0,0,0,0,0,0,0,0,0.243,1.626,69.727,1
0.74,0,0.37,0,0.74,0,0,0.37,2.6,0,0,0,0,0,0,0.37,0,0,0.336,1.211,18.4,1
0.49,0.39,0.19,0,1.57,0.19,0,0,1.08,0,0,0,0,0,0,0,0,0.767,0.037,5.84,5.96,1
0,0.9,0.15,0,0.75,0.15,0,0,0.9,0,0,0,0,0,0,0,0,0,0.1,0.376,2.271,1
0.41,0,0,0,0.41,0,0,0.41,1.24,0,0,0,0,0,0,0.41,0,0,0.068,0.481,3.166,1
1.36,0,0,1.36,0,0,0,1.36,1.36,0,0,0,0,0,0,0,0,0,0.17,0.17,9.411,1
0,0.33,0.16,0.33,1.51,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0.224,1.151,4.928,1
0,0,0,1.33,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0.213,29.125,1
0,0,0,0,0,1.33,0,0,2.66,0,0,0,0,0,0,0,0,0,0,1.799,1.823,1
0,0,0,0,0,0,1.81,1.81,0,0,0,0,0,0,0,0,0,0,0.628,0.628,2.944,1
0,0.72,0.48,0,0.24,0,0,0.48,1.44,0,0,0,0,0,0,0,0,0,0.036,0.036,2.336,1
0,0.72,0.48,0,0.24,0,0,0.48,1.44,0,0,0,0,0,0,0,0,0,0.036,0.036,2.336,1
0,0.42,0.08,0.08,0.6,0.17,0,0,3.17,0,0,0,0,0,0,0,0,0,0.085,0.099,4.07,1
0.49,0.39,0.19,0,1.59,0.19,0,0,1.09,0,0,0,0,0,0,0,0,0.778,0.037,5.924,5.8,1
0,1.58,0,0.39,0.79,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0.705,1.903,1
0,0,0,0,2.4,0,0,0.96,1.92,0,0,0,0,0,0,0.48,0,0,0,0.174,1.612,1
0.89,0.12,0,0,0.38,0.12,1.15,0,1.27,0,0,0,0,0,0,0,0,0,0.164,0.371,2.89,1
0.49,1.49,0,0,0,0,0,0.49,1.99,0,0,0,0,0,0,0,0,0,0.078,0.625,4.75,1
0,1.12,0,0,0,0.93,0.18,0,0.93,0,0,0,0,0,0,0,0,0,0.189,0.441,1.372,1
0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.166,1
0,0.94,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0.443,4.652,1
0.42,0,0,0,0.84,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0.075,0.6,4.02,1
1.22,0.4,0,0.81,0.4,2.04,0,3.27,0.4,0,0,0,0,0,0,0,0,0,0.64,0.64,7.651,1
0.05,0.63,0.17,0,1.27,0.34,0,0.58,1.5,0,0,0,0,0,0,0,0,0,0.204,0.13,4.225,1
0.64,0.64,0,0.64,1.94,0,0,0.64,2.59,0,0,0,0,0,0,0,0,0,0,0.233,1.136,1
0,0.44,1.32,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0.222,0,0.444,2.413,1
0,0,0,0,0.59,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0.177,0.443,1.693,1
0,0.43,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,2.923,1
0.49,0,0,0.49,1.98,0,0,0.49,0.99,0,0,0,0,0,0,0,0,0,0.195,0.845,7.205,1
0.1,0.07,0.03,0,0.53,0,0,0.17,1.35,0,0,0,0,0,0,0,0.03,0,0.071,0.013,2.11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,4.333,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,2.777,1
0,1.03,0.51,0,1.03,0,0,0,5.18,0,0,0,0,0,0,0,0,0,0.074,0.373,7.233,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.176,3.857,1
0,0.53,0,0,1.06,0,2.12,0,2.65,0,0,0,0,0.53,0,0,0,0,0.191,0.095,5.038,1
0.49,0.29,0.19,0,1.59,0.19,0,0,1.09,0,0,0,0,0,0,0.09,0,0.766,0.037,5.836,5.792,1
0,1.25,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0.409,1.023,3.485,1
0.85,0.42,0,0.42,0.42,0.42,0,0,2.12,0,0,0,0,0,0,0,0,0,0.221,0.177,8.777,1
0.45,0.45,0.45,0.45,0.45,0,0,0,0.45,0,0,0.45,0,0,0,0,0,0,0.281,0.21,2.368,1
0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.444,1
0,0.74,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0.99,1.666,1
0.28,0.09,0.11,0.02,0.89,0.54,0,0.16,1.46,0,0,0,0,0,0,0.02,0,0,0.059,0.391,5.783,1
0.19,0,0,0.19,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0.03,0.152,1.357,1
0.57,0.14,0.14,0,0.43,0.14,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0.156,1.394,1
0,0.76,0,0.76,0.25,1.53,1.02,0,1.79,0,0,0,0,0,0,0,0,0,0.083,0.458,2.455,1
0.28,0.07,0.21,0,0.74,0.56,0,0.17,1.23,0,0,0,0,0,0.03,0.07,0.03,0.006,0.054,0.678,5.648,1
0,0.47,0.47,0.47,0.95,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0.621,36.642,1
0,1.24,0,0.62,0.62,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0.107,3.318,1
0.2,0.2,0.4,0.2,1.91,0.2,0.5,0.6,1.51,0,0,0,0,0,0,0.2,0,0,0.017,0.275,4.923,1
0.09,0.38,0,0,0.19,0,0,0.66,1.42,0,0,0,0,0,0,0,0,0.044,0.059,0.591,3.28,1
0,0,0.28,0.28,0.86,0.86,0,0,1.44,0,0,0,0,0,0.28,0,0,0,0,0.554,5.328,1
0.1,2.15,0.15,0,0.85,0.25,0,0.15,1.75,0,0,0,0,0,0,0.2,0,0.008,0.035,0.149,3.629,1
0,1.22,0.61,0.61,1.22,0,0,1.22,0.61,0,0,0,0,0,0,0,0,0,0.184,0.829,4.45,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094,1.428,1
0,1.63,0.49,0,0.65,0.4,0,0,0.65,0,0,0,0,0,0,0.08,0,0.014,0.058,0,1.725,1
1.31,2.9,0.26,0.79,1.58,0.79,0,0,0.79,0,0,0,0,0,0,0,0,0,0.138,0.046,2.934,1
0,0,0,0,0,0,0,1.63,3.27,0,0,0,0,0,0,0,0,0,0,0.802,2,1
0.23,0.7,0.23,0.23,0.47,0,0,0,3.3,0,0,0,0,0,0,0.23,0,0,0.075,1.289,6.529,1
0.9,0,0,0,0,0,0,0.9,2.72,0,0,0,0,0,0,0.9,0,0,0,0.17,6.266,1
0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,2.412,20,1
0,0,1.12,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0.375,0,3.75,1
0,0.26,0,0.26,0,0,0,0.79,1.05,0,0,0.26,0,0.52,0,0,0,0,0.689,0.326,5.549,1
0.09,0.38,0,0,0.19,0,0,0.66,1.42,0,0,0,0,0,0,0,0,0.044,0.059,0.591,3.28,1
0,3.22,0,0,0,0,0,1.07,2.15,0,0,0,0,1.07,0,0,0,0,0,2.395,82.25,1
0,0.47,0,1.43,0.47,0,0,0.47,1.43,0,0,0,0,0,0,0,0,0,0,0.073,3.361,1
0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0.675,2.23,1
0,1.75,0.39,0.58,0.78,0.39,0,0.58,0.39,0,0,0,0,0,0,0.39,0,0,0.271,0.067,3.015,1
0.28,0.14,0.14,0,0.56,0.28,0.42,0.14,2.1,0,0,0,0,0,0,0.42,0,0,0.025,0.381,2.322,1
0,0,0,0,0.97,0,0,2.58,1.94,0,0,0,0,0,0,0,0,0.233,0.058,0.116,2.926,1
0.38,0,0.57,0,0.38,0.38,1.15,0.19,1.15,0,0,0,0,0,0,0,0,0.027,0.027,0.438,14.619,1
0.26,0.78,0.26,0,1.22,0.43,0.78,1.13,2.35,0,0,0,0,0,0,0,0,0.056,0.241,0.709,4.319,1
1.19,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0.403,9.785,1
0.42,0,0.25,0,1.09,0.16,0,0.67,0.92,0,0,0,0,0,0,0.08,0,0.014,0.029,0.523,3.631,1
0.46,0.53,0,0,0.73,0.66,0.06,0.26,3.32,0,0,0,0,0,0,0,0,0.011,0.023,0.449,13.235,1
0,0.14,0,0,0.14,0.29,0,0.29,1.02,0,0,0,0.14,0,0,0.29,0,0.05,0.382,0.764,2.468,1
0.18,0.74,0,0.18,0.18,0,0.18,0,0.74,0,0,0.37,0,0,0,0,0,0,0.058,0,2.166,1
0,0,0,0,0,0.28,0,0,1.73,0,0,0,0,0,0,0,0,0,0.461,1.385,3.535,1
0.16,0.16,0.24,0,0.57,0.9,0.16,0,1.23,0,0,0,0,0,0,0,0,0,0.096,0.736,4.123,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.299,0,2.465,1
0,0,0.27,0,0.27,0,0,0,0,0,0,0,0,0.54,0,0,0,0.037,0.226,0.037,2.666,1
0,1.03,0,1.03,2.06,0,0,2.06,1.03,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0.65,0,0.65,0,0,0,0,0.65,0,0,0,0,0,0,0.65,0,0,0,1.461,2.973,1
0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0.258,0,1.55,4.555,1
0,1.11,1.11,0.27,0.83,0,0,0.83,1.11,0,0,0,0,0,0,0,0,0,0,0.638,2.512,1
0.27,0.27,0.27,0,0.55,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0.28,1.029,3.621,1
0.35,1.79,0,0,1.43,0,0,0.35,1.43,0,0,0,0,0,0,0,0,0,0.061,0,8.086,1
0,1.71,0,0.42,0.85,0.21,0,0,1.49,0,0,0.21,0,0,0,0,0,0,0,0.263,53.433,1
0,0,0.1,0.2,0.72,0,0,0.1,1.35,0,0,0,0,0,0,0,0,0,0.057,0.095,2.717,1
0,0,1.1,0.36,0.36,0,0,0.36,2.95,0,0,0,0,0,0,0,0,0,0.123,0.433,3,1
0,2.04,0,0,0,0,0,0,0,2.04,2.04,0,2.04,0,0,0,0,0,0.671,0,2.5,0
0,0,0,0,0,0,0,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.273,0,3.571,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,2.285,0
0,0,0.08,0,1.48,0.08,0,0,0,0,0,0,0,0,0,0,0,0.098,0.153,0,2.324,0
0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0.375,1.444,0
0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538,0
0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.27,0,0.27,0,0,0.188,0,1.745,0
0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,2,0
0,0.29,0,0,0,0.29,0,0,1.75,0,0,0,0,0,0.58,0,0,0,0.108,0.072,2.847,0
0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0,1.571,0
0,0,0.51,0,0.51,0,0,0,1.02,0,0,0,0,0.51,0,0,0,0,0.161,0.08,1.885,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0
0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0.085,0.198,0,3.414,0
0,0.16,0.11,0,0.16,0,0,0,0.16,0.05,0,0.9,0,0,0,0,0,0.121,0.162,0,2.887,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307,0
0,0.06,0.06,0,0.26,0.06,0,0,0.46,0,0.13,0.06,0,0.26,0,0.06,0,0.009,0.152,0.047,1.948,0
0.28,0.86,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0.57,0,0,0.137,0,1.95,0
0,0.76,0,0,0,0,0,0,0,1.52,0.76,0,0.76,0,0,2.29,0,0,0.254,0.127,1.755,0
0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,2.119,0
0,0,0,0,0.35,0,0,0,0.71,0.35,0,0.35,0,0,0,0,0,0,0,0,1.292,0
1.36,0,0,0,0.45,0,0,0,3.18,0,0,0.9,0,0,0,0,0,0,0.199,0,3.382,0
0,0.1,0.1,0,0.8,0,0,0,0,0,0,0.1,0,0.1,0.2,0,0,0.015,0.136,0,1.636,0
0,0,0,0,0,0,0,0,0.76,0.76,0.76,0.76,0,0,0,0,0,0,0.123,0,3.7,0
0,0,0,0,0,0,0,0,0.33,2,0.66,0,0.66,0.33,0,0.66,0,0.101,0.254,0.05,2.725,0
1.32,0,0,0,0.22,0,0,0,0.88,1.54,0,0.44,0,0.44,0,0,0,0,0.023,0.023,8.76,0
0,0,0,0,1.02,0,0,0,0.68,0.68,0.68,0,0.34,0.68,0,0.34,0,0.052,0.42,0,2.604,0
0,0,0,0,0,0,0,0,0,0.47,0.47,0.47,0,0,0,0,0,0,0.074,0,4.268,0
0,0,0,0,0,0,0,0,2.27,2.27,0,0,0,0,0,0,0,0,0,0,1.052,0
0,0,0,0,0,0,0,0,0.34,1.37,0.68,0,0.68,0.34,0,0.68,0,0.11,0.276,0.055,2.87,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733,0
0,0.17,0,0,0.25,0,0,0.08,0.6,0,0,0,0,0,0,0,0,0,0.127,0.051,1.838,0
0,0.92,0,0,0.92,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0.13,0.026,2.222,0
0,0,0,0,0,0,1.28,0,0,0,0,2.56,0,0,0,0,0,0,0.194,0,3.631,0
0,0.46,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0.113,0.09,2.43,0
0,0.88,0,0,0.71,0.35,0,0,1.06,0.17,0.17,0,0.17,0,0,0.53,0,0.052,0.131,0.026,2.941,0
0,1.62,0,0,0.73,0.14,0,0.07,0.07,0,0,0,0,0,0,0.07,0,0,0.032,0,1.588,0
0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0.296,0,3.315,0
0,0,0,0,0,0,0,0,0,0.09,0.19,0.09,0,0,0,0,0,0,0.046,0,4.413,0
0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,3.578,0
0,0.45,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0.22,0,0,0.042,0.063,3.133,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.29,0,0,0.178,0.044,1.666,0
0,0.57,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,1.964,0
0,0,0,0,4.54,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0.7,0,0,0.246,0,1.56,0
0,0,0,0,0.33,0,0,0,0,0.67,0,0.67,0,0.67,4.4,0,0,0,0,0,3,0
