@relation spambase

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.63,0.31,0,0.31,3.19,0,0,0,0,0,0,0,0,0.31,0.108,0,144,1
0.87,0,0,0.43,1.31,0.43,0,0,0,0,0,0,0,1.31,0.072,0,320,1
0.25,0,0,0.05,0.02,0,0,0,0,0,0,0.3,0,0.02,0.022,0,965,1
0.7,0.7,0,1.65,1.65,0,0,0,0,0,0,0,0,0.23,0.037,0.037,576,1
1.63,0,0.16,0,0.65,0,0,0,0,0,0,0,0,0.08,0.058,0,333,1
0,0,0,0.41,2.48,0,0,0,0,0,0,0,0,0,0,0,450,1
0.43,0.08,2.41,0.34,1.55,0,0,0,0,0,0,0,0,0.34,0.107,0,1214,1
0,1.56,1.56,1.56,1.56,0,0,0,0,0,0,1.56,0,0,0.183,0,164,1
0,1.08,0.54,2.17,1.08,0,0,0,0,0,0,0,0,0.54,0,0,53,1
0.38,0.38,0,0.38,1.94,0,0,0,0,0,0,0,0,0,0,0,104,1
0.21,0.1,0.21,0,0,0,0,0,0,0,0,0,0,0,0.099,0,381,1
0.65,0.32,0,0.32,3.25,0,0,0,0,0,0,0,0,0.32,0.106,0,139,1
0.51,0.07,0.37,0,1.85,0,0,0,0,0,0,0.14,0,0,0.069,0,802,1
0.65,0.65,0,0.65,0.65,0,0,0,0,0,0,0,0,0.65,0,0,118,1
0,0,1.25,0,1.25,7.32,0,0,0,0,0,0,0,0,0.066,0,903,1
0.43,0.86,0.86,0,0,0,0,0,0,0,0,0.43,0,0,0.126,0,159,1
1.14,2.28,0.57,0,1.14,0,0,0,0,0,0,0,0,0.57,0.081,0,373,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,59,1
0.2,0.2,1.71,0.6,1.51,0,0,0,0,0,0,0,0,0.2,0.017,0,1029,1
0,0.07,1.25,0.14,1.25,0.07,0,0,0,0,0,0,0,0,0,0,1163,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0.215,0,76,1
0.38,0.38,0.77,0.77,1.15,0,0,0,0,0,0,0,0,0,0.127,0.255,258,1
0.87,0,0.43,0,0.87,0,0,0,0,0,0,0,0,0,0,0,179,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0.99,0.33,0,0.33,3.3,0,0,0,0,0,0,0,0,0.33,0.108,0,202,1
0.66,0,0,0,0.66,0,0,0,0,0,0,0,0,0.66,0,0,132,1
0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,180,1
0,1.47,0.36,0.36,0.73,0,0,0,0,0,0,0,0,0,0.183,0,264,1
0,0,0.42,0.32,1.32,0,0,0,0,0,0,0,0.02,0.07,0.058,0,3498,1
0.04,0.04,0.81,0.21,1.54,0,0,0,0,0,0,0,0,0.1,0.058,0,3243,1
2.03,0,1.21,0.4,1.62,0,0,0,0,0,0,0,0,0.4,0,0,166,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,23,1
0,0,1.15,0.19,1.15,0,0,0,0,0,0.19,0,0,0,0.027,0,921,1
0.58,0.09,0,0,0.67,0,0,0,0,0,0,0.09,0,0.09,0.047,0,432,1
0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0.123,0,61,1
0.49,0.16,0,0,1.48,0,0,0,0,0.33,0,0,0,0.16,0,0,264,1
0.34,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0.34,0.054,0,170,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0.204,0,82,1
1.05,0.7,0.35,0.7,1.4,0,0,0,0,0,0,0,0,0.35,0,0,94,1
0,0,0.29,0.14,0.88,0,0,0,0,0,0,0,0,0,0.204,0,400,1
0.68,0.34,0,2.04,2.38,0,0,0,0,0,0,0,0,0,0.161,0,328,1
0,0,0.48,0.96,1.92,0,0,0,0,0,0,0,0,0.48,0,0,50,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0.441,0,61,1
1.48,0,0,0.66,0.49,0,0,0,0,0,0,0,0,0.16,0.197,0,549,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,134,1
0.55,0,0.55,0.55,1.1,0,0,0,0,0,0,0,0,0.55,0.097,0,145,1
0,0.19,0.39,0.98,1.38,0,0,0,0,0,0,0,0,0,0.23,0,632,1
1.34,0,0,0.24,0.73,0,0,0,0,0,0,0,0,0.12,0.02,0,254,1
0.53,0,0,0.53,1.06,0,0,0,0,0,0,0,0,0,0.087,0,187,1
1.3,0,0,1.3,3.26,0,0,0,0,0,0,0,0,0.65,0,0,51,1
1.1,2.2,0.55,0,1.1,0,0,0,0,0,0,0,0,0.55,0.165,0,387,1
0.43,0.43,0.52,0.78,1.13,0,0,0,0,0,0,0,0,0.08,0.108,0,1375,1
0.13,0,0.13,0.13,2.08,0,0,0,0,0,0,0,0,0.41,0.025,0,219,1
0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0.074,0,165,1
0,0.45,0.91,0,0.45,0,0,0,0,0,0,0,0,0,0.254,0,161,1
0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0.66,0,0,0.66,0.33,0,0,0,0,0,0,0,0,0,0.06,0,304,1
1.21,1.21,1.21,0,4.87,0,0,0,0,0,0,0,0,0,0,0,314,1
1.44,0,1.32,0.6,1.8,0,0,0,0,0,0,0,0,0.12,0.04,0,479,1
0.33,0.33,0.5,0,3.69,0,0,0,0,0,0,0,0,0,0.19,0,657,1
0.79,0.49,0.29,0.09,0.69,0,0,0,0,0,0,0,0,0.09,0.092,0,1365,1
0.37,0,1.89,0.37,4.54,0,0,0,0,0,0,0.37,0,0,0.196,0,1000,1
1.25,0,0,1.25,1.88,0.62,0,0,0,0,0,0,0,0.62,0.11,0,152,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0.43,0,1.31,2.63,2.19,0,0,0,0,0,0,0,0,0,0.201,0,226,1
0.08,0,0.49,0,1.14,0,0,0,0,0,0,0,0,0,0.095,0,712,1
0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0.605,0,100,1
0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0.141,0,87,1
1.09,0.54,0.54,0.36,2,0,0,0,0,0,0,0,0,0,0.166,0,447,1
0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0.342,0,51,1
0.33,0,0.84,0,0.5,0,0,0,0,0,0,0,0,0,0.143,0,781,1
0.65,0.32,0,0.32,3.25,0,0,0,0,0,0,0,0,0.65,0.111,0,139,1
0.42,0,0.21,0.85,1.07,0,0,0,0,0,0,0,0,0,0.216,0,303,1
0.71,0,0,0.71,0.71,0,0,0,0,0,0,0,0,0.71,0.121,0,95,1
1.66,1.66,0,3.33,0,0,0,0,0,0,0,0,0,0,0.284,0,146,1
0,0,0,0.29,0.59,0,0,0,0,0.29,0,0,0,0,0.248,0,168,1
2.23,0.55,0,0.55,1.67,0,0,0,0,0,0,0,0,0,0.258,0,200,1
1.11,0.74,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,79,1
1.03,0.41,0.2,0.2,1.03,0,0,0,0,0,0,0,0,0.2,0,0,247,1
0,0,0.31,2.5,1.56,0,0,0,0,0,0,0,0,0,0.055,0,92,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,0,19,1
0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0.352,0,36,1
0,0,1.34,0.19,1.15,0,0,0,0,0,0.19,0,0,0,0.027,0,921,1
0.13,0,0.13,0,0.06,0,0,0,0,0,0,0,0,0,1.03,0,3752,1
0,0,0.35,2.1,2.1,0,0,0,0,0,0,0,0,0,0.116,0,189,1
0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,124,1
0.64,0.64,0,0.32,3.24,0,0,0,0,0,0,0,0,0.64,0.156,0,157,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1.48,0.49,0,0.49,2.97,0,0,0,0,0,0,0,0,0.49,0.082,0,225,1
2.38,0,2.38,0,2.38,0,0,0,0,0,0,0,0,0,0,0,159,1
0.78,1.56,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,147,1
2.25,1.12,0,0.56,2.25,0,0,0,0,0,0,0,0,0,0.26,0,195,1
0,0,0,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,104,1
0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.146,0,75,1
2.23,1.11,0,0.55,1.67,0,0,0,0,0,0,0,0,0,0.248,0,195,1
1.14,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,1
0.67,0,0,0,0.67,0,0,0,0,0,0,0,0,0.67,0,0,132,1
1.23,0.19,0.25,0.06,0.51,0,0,0,0,0,0,0,0,0.06,0.143,0,2259,1
0,2.94,1.47,0,4.41,0,0,0,0,0,0,0,0,0,0.141,0,280,1
0.51,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.041,0,211,1
0.38,0.38,0,0.38,1.93,0,0,0,0,0,0,0,0,0,0,0,99,1
0.25,0.25,0,0.5,2.01,0,0,0,0,0,0,0,0,0,0.034,0,231,1
0,0.41,0.41,1.65,0.41,0,0,0,0,0,0,0,0,0,0.193,0,344,1
0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0.075,0,197,1
0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0.13,0,105,1
0.34,0,0,0.34,1.04,0,0,0,0,0,0,0,0,0,0.056,0,261,1
1.12,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0.189,0,70,1
0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0.289,0,87,1
1.28,0.28,0,0.14,0.85,0,0,0,0,0,0.14,0,0,0,0.078,0,826,1
0.29,0,0.39,0,1.09,0,0,0,0,0,0,0,0,0,0.037,0,756,1
0.68,0.22,0.68,0.68,1.13,0,0,0,0,0,0,0,0,0.22,0.033,0,430,1
1.07,0.19,0.58,0,1.75,0,0,0,0,0,0,0,0,0,0,0.194,870,1
0.64,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0.468,0,135,1
0.89,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0.121,0,238,1
0.26,0.26,0,0,0.52,0,0,0,0,0,0,0.26,0,0,0.038,0,171,1
0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,54,1
1.57,0,0,1.57,2.36,0,0,0,0,0,0,0,0,0,0,0,115,1
0.71,0,0.71,0,3.57,0,0,0,0,0,0,0,0,0,0,0,217,1
0.36,0,0,0.36,1.46,0.36,0,0,0,0,0,0,0,0,0,0,356,1
0.85,0.25,0.08,0.25,0.42,0,0,0,0,0,0,0,0.08,0.08,0.063,0,1407,1
1.11,0.18,0,0,0.92,0,0,0,0,0,0,0,0,0,0.182,0,70,1
1.1,2.2,0.55,0,1.1,0,0,0,0,0,0,0,0,0.55,0.165,0,386,1
0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,55,1
1.15,0.23,0.46,0,1.84,0,0,0,0,0,0,0,0,0,0.036,0.036,285,1
0.46,0,1.85,0.46,5.55,0,0,0,0,0,0,0,0,0,0.249,0,748,1
0.23,0.05,0,0.76,1.3,0,0,0,0,0,0,0,0,0,0.129,0,660,1
0,0.56,0.56,1.41,1.12,0,0,0,0,0,0,0,0,0.28,0.114,0,555,1
0.54,1.08,0,0.54,1.08,0,0,0,0,0,0,0,0,0.54,0,0,180,1
0.2,0,0.3,0.3,1.2,0,0,0,0,0,0,0,0,0.3,0.141,0,1133,1
0.16,0,0,0.08,0.23,0,0,0,0,0,0,0.08,0.16,0,0.228,0,1254,1
1.75,0.58,0.19,0.58,0.39,0,0,0,0,0,0,0,0,0.39,0.271,0,190,1
0,0,7.55,0,0,0,0,0,0,0,0,0,0,0,0.192,0,58,1
0,0,0.75,0,0.94,0,0,0,0,0,0,0,0,0,0.08,0,244,1
0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,81,1
0.45,0,1.83,0.45,5.04,0,0,0,0,0,0,0,0,0,0.245,0,773,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.4,0.4,2.4,0.8,2,0,0,0,0,0.4,0,0,0,0,0.232,0,207,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,2761,1
0,0,0,1.28,3.84,0,0,0,0,0,0,0,0,1.28,0,0,72,1
0.5,0.16,0,0,1.52,0,0,0,0,0.33,0,0,0,0,0,0,258,1
0.34,0,0.69,0,3.8,0,0,0,0,0,0,0,0,0,0.194,0,621,1
0,1.78,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,84,1
0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0.49,0,102,1
0.52,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0.192,0,131,1
0.89,0,0.44,0.44,1.78,0,0,0,0,0,0,0,0,0.44,0,0,153,1
3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1
0,0.5,2.02,0.5,1.01,0,0,0,0,0,0,0,0,0,0.089,0,225,1
0.31,0,0,1.25,1.25,0,0,0,0,0,0,0,0,0.31,0.145,0.048,319,1
1.14,0,0.65,0.16,1.47,0,0,0,0,0,0,0,0.16,0,0,0,158,1
0.88,0,1.47,0.29,2.35,0,0,0,0,0,0,0,0,0,0.023,0,898,1
0,0.9,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,62,1
0.51,0.2,0.82,0.1,1.84,0,0,0,0,0,0.1,0,0,0,0,0.264,1028,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1
1.4,0.93,0,0.46,1.4,0,0,0,0,0,0,0,0,0,0.135,0,96,1
0,0,0,1.28,3.84,0,0,0,0,0,0,0,0,1.28,0,0,72,1
0.42,0.42,0,0,0.42,8.82,0,0,0,0,0,0,0,0,0.062,0,493,1
1.93,0,0,1.29,2.58,0,0,0,0,0,0,0,0,0,0,0,122,1
0.29,0,0,0.87,1.31,0,0,0,0,0,0,0.29,0,0.58,0.024,0,437,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1
1.22,0,0,0.61,0,0,0,0,0,0,0,0,0,0.61,0,0,178,1
1.45,0,0,0,2.42,0,0,0,0,0,0,0,0,0.48,0.084,0,238,1
1.07,0,1.07,0,2.5,0,0,0,0,0,0,0,0,0.35,0.24,0,140,1
0.33,0.33,0.5,0,3.87,0,0,0,0,0,0,0,0,0,0.224,0,621,1
0,0,0.41,0.41,0.41,0,0,0,0,0,0,0,0,0,0.125,0,65,1
1.07,0.19,0.58,0,1.75,0,0,0,0,0,0,0,0,0,0,0.201,872,1
0.35,0.53,0.8,0.62,1.16,0,0,0,0,0,0,0,0,0.08,0.066,0,1329,1
0.61,0.3,0.76,0,2,0,0,0,0,0.15,0,0,0,0,0.271,0,1257,1
0,0,0.77,0,0.77,0,0,0,0,0,0.09,0,0,0,0.034,0,1689,1
0.52,0,0.17,0.87,0.87,0,0,0,0,0,0,0,0,0,0.376,0,617,1
0,1,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,94,1
0,0,0.42,0.32,1.32,0,0,0,0,0,0,0,0.02,0.07,0.058,0,3498,1
1.52,0,0,0.08,0.42,0,0,0,0,0,0,0,0,0.08,0.101,0,1834,1
1.24,0,0,1.24,1.86,0.62,0,0,0,0,0,0,0,0.62,0.107,0,150,1
0.2,0,0.41,0.62,2.3,1.67,0,0,0,0,0,0,0,0,0.153,0,426,1
0.68,0.09,0.09,0.58,2.43,0,0,0,0,0,0,0.29,0,0,0.03,0,329,1
0,0.19,0.39,0.98,1.38,0,0,0,0,0,0,0,0,0,0.238,0,632,1
0.68,0.68,0.68,0,0.68,0,0,0,0,0,0,0,0,0,0,0,157,1
0.09,0.04,0,0,0.28,0,0,0,0,0,0,0,0.04,0.09,0.061,0,521,1
0.26,0.08,1.56,0.86,1.3,0,0,0,0,0.08,0,0,0,0.08,0.234,0,979,1
0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0.139,0,87,1
0.88,0,0,0,0.88,0,0,0,0,0,0.58,0,0,0,0.097,0,428,1
0.58,0.58,0.58,1.46,1.16,0,0,0,0,0,0,0,0,0.29,0.086,0,352,1
0,1.16,0.77,1.93,1.16,0,0,0,0,0,0,0.38,0,0.38,0,0,556,1
0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,53,1
0.18,0,0.36,0.72,0.72,0,0,0,0,0,0,0,0,0,0,0,841,1
0.48,0,0,0.48,1.94,0,0,0,0,0,0,0,0,0.48,0.09,0,81,1
0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0.291,0,87,1
0,0,0,1.42,0.71,0,0,0,0,0,0,0,0,0,0.099,0,138,1
1.11,2.23,0.55,0,1.11,0,0,0,0,0,0,0,0,0.55,0.159,0,385,1
1.6,0,0,0.8,2.4,0,0,0,0,0,0,0,0,0,0,0,124,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.196,0,82,1
0.54,1.08,0,0.54,1.08,0,0,0,0,0,0,0,0,0.54,0,0,180,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,67,1
0,0,0,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,47,1
0.22,0,0.11,0.55,1.1,0,0,0,0,0,0,0,0,0,0.173,0,389,1
0.38,0,0.38,0,3.07,0.38,0,0,0,0,0,0,0,0,0.124,0,899,1
1.49,0,0.99,0.49,1.99,0,0,0,0,0,0,1.49,0,0,0.078,0,190,1
0.65,0.32,0,0.32,3.25,0,0,0,0,0,0,0,0,0.32,0.112,0,139,1
0,0,0,1.29,3.89,0,0,0,0,0,0,0,0,1.29,0,0,79,1
0.39,0.09,0.29,0.87,1.66,0,0,0,0,0,0,0,0,0,0.139,0,1458,1
5,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,103,1
2.83,0,0.7,1.41,5.67,0,0,0,0,0.7,0,0,0,0,0,0,142,1
0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,31,1
0.46,0.46,0,0.92,1.38,0,0,0,0,0,0,0,0,0.46,0,0,110,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,82,1
0,0,0.42,0.32,1.32,0,0,0,0,0,0,0,0.02,0.07,0.058,0,3498,1
0.15,0.46,0,0.31,2.01,0,0,0,0,0,0,0,0,0,0.092,0,608,1
0.68,0,1.81,0.22,1.81,0,0,0,0,0,0,0,0,0.22,0.558,0.159,530,1
