@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2-5,7,16,19-21,24,32-34,37,40,42,50,52-53,57-58'

@attribute Word_freq_address numeric
@attribute Word_freq_all numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_money numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_meeting numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,1.18,0,4.14,2.36,2.36,0,0,0,0,0,0,0,0,0.421,0,182,1
0,0,0,0,0,0,6.17,0,0,0,0,0,0,0,0,0,0,1.235,0,134,1
0,0,0,0,0,2.04,1.02,1.02,0,0,0,0,0,0,0,0,0.174,0.174,0,59,1
0,0.41,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.048,0.016,0.064,339,1
0.19,0.57,0,0.09,0.09,0.19,2.01,0,1.43,0.19,0,0,0,0,0,0,0.23,0.088,0.124,368,1
0,1.7,0,1.02,0,0,0.34,1.02,0.68,0,0,0,0,0,0,0,0,0.899,0.105,1334,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,178,1
0,0.14,0,0.29,0,0.14,0,0,0,0,0,0.44,0,0,0,0,0.067,0,0.022,294,1
0,2.99,0.42,0.42,0.85,0.42,3.41,0,1.7,0,0,0,0,0,0,0,0.204,0.819,0,363,1
0,1.31,0,0,0,0,1.31,0,5.26,1.31,0,0,0,0,0,0,0,0,0.21,54,1
0,0,0,0,2.35,1.17,2.35,0,0,0,0,0,0,0,0,0,0,0.168,0.336,119,1
0.75,0.37,0,1.51,0,0.75,6.06,0,4.16,0,0,0,0,0,0.37,0,0,0.415,0.138,93,1
0,0,0,0,0,0,0.91,0,2.75,0,0,0,0,0,0,0,0.141,0.565,0,87,1
0,1.9,0,1.14,0,0,0.38,0.76,0,0,0,0,0,0,0,0,0,1.008,0.059,1180,1
0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0.034,0,339,1
0,0.3,0,0.3,0.3,0.9,2.4,2.7,3,0.6,0,0,0,0,0,0,0.048,0.144,0,281,1
0,0,0,3.12,1.04,2.08,2.08,0,1.04,0,0,0,0,0,0,0,0,0,0,139,1
0,1.07,0,0.53,0,0,3.22,0.53,1.07,0,0,0,0,0,0,0,0,0.265,0.088,332,1
0,1.31,0,0,0,0,1.31,0,5.26,1.31,0,0,0,0,0,0,0,0,0.213,53,1
0,0,0,0,0,0.62,1.86,0,3.1,0,0,0,0,0,0,0,0.1,1.105,0.201,271,1
0,0,0,0,0,1.29,3.89,0,3.89,0,0,0,0,0,0,0,0,0.236,0,79,1
0,0.94,0,0.94,0.94,0,4.24,0,0.94,0,0,0,0,0,0,0,0.073,1.254,0.221,219,1
0,0,0,0,0,7.35,2.94,0,1.47,4.41,0,0,0,0,0,0,0,1.272,0.254,109,1
0,0,0,1.39,0.69,0,3.49,0,1.39,0,0,0,0,0,0,0,0,0.196,0,183,1
0.08,0.76,0,0.85,0.25,0.25,1.62,0.17,0.42,0.08,0,0,0,0,0.08,0,0.065,0.486,0.118,1414,1
0,0.27,0,0,0,0,4.87,0,0.81,0,0,0,0,0,0,0,0,0.874,0.051,374,1
0,0,0,2.29,0,4.59,3.44,0,1.14,0,0,0,0,0,0,0,0.646,1.939,0,110,1
0,0.24,0,0.1,0,0.03,0.45,0,0.2,0,0,0,0,1.36,0,0,0.305,0.029,0.011,2510,1
0,0,0,0,0.45,0.22,1.58,0,1.13,0,0,0,0,0.22,0,0,0,0.037,0.15,1324,1
0,1.31,0,0,0,0,1.31,0,5.26,1.31,0,0,0,0,0,0,0,0,0.212,53,1
0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,16,1
0.49,0.59,0,0.39,0,0,3.75,0,1.08,0.19,0,0,0,0,0,0,0.037,5.213,0.979,740,1
0.55,0.55,0,1.1,2.2,0,3.31,0,1.1,0,0,0,0,0,0,0,0.165,0.496,0,386,1
0,0.17,0,1.52,0.05,0,4.21,0.23,1.11,0.05,0,0,0,0,0,0,0.052,0.01,0.167,467,1
0,0.37,0,1.13,0.37,0.37,2.65,0,1.13,0,0,0,0,0,0,0,0.063,0.882,0.189,253,1
0,1.08,0,0.54,1.08,0.54,4.32,0,1.08,0,0,0,0,0,0,0,0,1.218,0.261,181,1
0,1.4,0,0.46,0.46,0,2.8,0,1.86,0,0,0,0,0,0.93,0,0.123,0.37,0,313,1
0,0.3,0,0.3,0,0.3,2.11,0,3.02,0.3,0,0,0,0,0,0,0.21,0,0.21,186,1
0.25,0.25,0,0.08,0.08,0.08,3.03,0,0.77,0.34,0,0,0,0,0,0,0.049,0.263,0.263,526,1
0,1.26,0,0,0,0,2.53,0,3.79,0,0,0,0,0,0,0,0,1.9,0.475,67,1
0.31,0.47,0,0.05,0.05,0.1,3.23,0,1.49,0.34,0,0,0,0,0,0,0.067,0.328,0.858,3160,1
0,1.06,0,0.53,1.06,1.06,4.25,0,1.06,0,0,0,0,0,0,0,0,1.208,0.259,189,1
0.55,0.55,0,2.23,0.55,0.55,3.91,0,1.67,0,0,0,0,0,0,0,0.259,1.208,0.345,200,1
0,0,0,0,1.23,1.23,0,0,0,0,0,0,0,0,0,0,0,1.949,0,40,1
0,0.74,0,0.24,0.24,0,1.23,1.73,2.47,0.74,0,0,0,0,0,0,0.116,1.634,0.155,485,1
0.59,0.23,0,0.23,0,0,4.84,4.96,1.77,0.23,0,0,0,0,0,0,0.186,0.13,0.168,795,1
0,0.55,0,1.11,0,0,3.14,0,0.92,0,0,0,0,0,0,0,0.186,0.434,0,73,1
0,0,42.73,0,0.42,0,2.99,0,2.13,0,0,0,0,0.42,0,0,0,0,0.349,441,1
0,0,0,0,1.45,0,2.18,1.45,5.1,0,0,0,0,0,0,0,0,0.105,0,78,1
0.63,0,0,1.59,0,0.63,2.22,0,1.91,0.63,0,0,0,0,1.59,0,0.278,0.055,0.501,186,1
0,0,0,0,0,0,1.56,6.25,1.56,0,0,0,0,0,0,0,0,0.754,0.188,161,1
1.25,0,0,0,1.25,1.25,1.25,0,3.75,0,0,1.25,0,0,0,0,0,0.298,0,171,1
0,0.79,0,0.26,0.26,0,1.58,0,0.52,0,0,0,0,0.26,0.26,0,0.038,0.077,0,171,1
0,0,0,0.32,0,2.56,3.84,0,0.96,0,0,0,0,0,0,0,0.098,0.492,0,166,1
0,0.8,0,0.8,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0.875,0,138,1
0.89,1.15,0,0.12,0,0,2.81,0.12,1.27,0.12,0,0,0,0,0,0,0.185,0.37,0.061,475,1
0.19,0.68,0,0,0,0,1.75,0.38,0.77,0.68,0,0,0,0,0,0,0.034,0.569,0.207,1689,1
0,0,0,0.54,0,0,2.16,0,2.7,0,0,0,0,0,1.62,0,0.038,0.463,0,405,1
0.26,1.21,0,0.43,0.43,0.78,2.43,0.17,1.13,0.17,0,0,0,0,0.08,0,0.108,0.271,0.243,1375,1
0,0,0,0,0.22,0.22,2.03,0,0.22,0,0,0,0,0,0,0,4.271,0.647,0,215,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.198,0.198,81,1
0,0.78,0,1.17,0,0.78,1.56,0,1.96,0.78,0,0,0,0,0,0,0,0,0.094,222,1
0,1.15,0,0.38,0,1.54,5.4,0,2.31,0.38,0,0,0,0,0,0,0.196,0.261,0,272,1
0,0,0,1.01,0,0,0,0,0,0,0,0,0,5.05,0,0,0.088,0,0.088,215,1
0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0.238,0,104,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.208,0.416,79,1
0,0.29,0,0.59,0.29,0,4.16,0,0.89,0,0,0,0,0,0,0,0.137,0.045,0.045,488,1
0.39,0.36,0,0.13,0.09,0.26,2.75,0,1.27,0.52,0,0,0,0,0,0,0.104,0.345,0.515,2501,1
0.2,1.01,0,0.8,0.5,0.1,1.31,0.2,0.7,0.1,0,0,0,0,0,0,0.11,0.488,0.157,1351,1
0,0.64,0,0.32,0,0,1.28,2.57,3.53,0,0,0,0,0,0.32,0,0.213,1.174,0.106,319,1
0,0,0,0.96,0.96,0.96,0,0,1.92,0,0,0,0,0,0,0,0,0.824,0,118,1
0.81,0,0,2.03,0,0.4,3.65,0,1.62,0.4,0,0,0,0,0,0,0,0,0.272,166,1
0,0.53,0,0.53,0.53,0,5.85,0,3.19,0,0,0,0,0,0,0,0.09,0.361,0,78,1
0,1.55,0,0,0,0.38,1.93,0,0.38,0.38,0,0,0,0,0,0,0.06,0.609,0.121,160,1
0,0,0,0,0,0,2.63,0,1.75,0,0,0,0,0,0,0,0,3.907,0,195,1
0,0,0,0,0,0.41,0.41,0,0.41,0,0,0,0,0,0,0,0.125,0.312,0.062,65,1
0,0,0,0,0,1.05,3.15,0,2.1,0,0,0,0,0,0,0,0.365,0.365,0.182,107,1
0.38,0,0,0.38,0,0,1.92,0,3.07,0,0,0,0,0,0,0,0.124,0.124,0,899,1
0,0,0,1.56,1.56,0,1.56,0,0,0,0,0,0,0,0,0,0,0.767,0.255,97,1
0,0.47,0,1.43,0,0.47,3.34,0,1.91,0,0,0,0,0,0,0,0.076,0.536,0.306,242,1
0,0,0,0,0,1.19,1.19,0,0,0,0,0,0,0,0,0,0,1.181,0.787,93,1
0,0,0,0.86,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0.272,0,0.136,109,1
0,1.22,0,0.45,0.15,0.61,1.83,0.45,2.75,0.3,0,0,0,0,0,0,0.112,0.698,0.067,801,1
0.05,1.45,0,0.37,0,0,3.38,0,1.39,0.32,0,0,0,0,0,0,0.076,0.262,0.186,2288,1
0,0.19,0,1.75,0.58,0.58,4.29,0,0.39,0,0,0,0,0,0,0,0.271,0.067,0.135,190,1
4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1
0,0,0,0.68,0,0.22,3.4,0,1.81,0,0,0,0,0,0,0.45,0.558,0.199,0,530,1
0,0,0,1.9,0.95,0,5.71,3.8,2.85,0,0,0,0,0,0,0,0,0.147,0,21,1
0.17,1.03,0,0.68,0.68,1.03,3.44,0,1.37,0,0,0,0,0,0.17,0,0.084,0.056,0.196,208,1
0,0.36,0,0.73,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,228,1
0.17,0.52,0,0,0,0.32,3.47,0.29,1.32,0.84,0,0,0,0,0,0,0.058,0.638,0.165,3498,1
0,0,0,0.12,0,0.12,0.12,0,0.12,0,0,0,0,0,0,0.38,0.391,0,0,481,1
0,0,0,0.12,0,0.12,0.12,0,0.12,0,0,0,0,0,0,0.37,0.365,0,0,492,1
0.19,0.19,0,1.08,0.19,0,3.85,0.59,1.78,0.29,0,0,0,0,0.09,0,0,0.412,0.222,814,1
0.26,0.43,0,0.78,0,1.13,2.35,0,2.35,0.43,0,0,0,0,0.08,0,0.241,0.709,0.056,1123,1
0.18,0.79,0,0.04,0.18,0.89,3.8,0.04,1.87,0.28,0,0,0,0,0.28,0,0.101,0.522,0.109,2062,1
0.16,0.41,0,0.08,0,0,2.46,0,1.14,1.14,0,0,0,0,0,0,0.095,0.751,0.255,712,1
0,0,0,1.04,0,6.25,4.16,0,0,0,0,0,0,0,0,0,0,5.555,0,95,1
0,0.29,0,0.87,0.29,0,5.24,0,1.45,0.29,0,0,0,0,0,0,0.042,0,0.085,247,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,240,1
0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0.757,0,79,1
0,0,0,0.65,0.65,0.65,5.88,0,0.65,0,0,0,0,0,0,0,0,1.765,0,118,1
0.26,1.21,0,0.43,0.43,0.69,2.43,0.17,1.04,0.17,0,0,0,0,0.08,0,0.107,0.256,0.242,1339,1
0,0,0,0.68,2.04,0,1.36,0.68,2.04,0,0,0,0,0,0,0,0,0.309,0,95,1
0,0,0,0,0,3.26,5.43,0,0,0,0,0,0,0,0,0,0,2.152,0,99,1
0,1.01,0,0,0.5,0.5,3.53,0,1.01,1.01,0,0,0,0,0,0,0.089,1.431,0.536,225,1
0,0.86,0,0,0,0.86,4.31,0,0.86,0,0,0,0,0,0,0,0,0.928,0.154,53,1
0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,52,1
0,0,0,0,0,0.46,3,0,0.69,0,0,0.23,0,0,0,0,0.038,0,0,182,1
0,0.77,0,0.38,0.38,0.77,2.31,0,1.15,0.38,0,0,0,0,0,0,0.127,0.51,0,258,1
0,0,0,1.51,0,0,1.51,0,0,0,0,0,0,0,0,0,0.547,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,72,0
0,0,0,0,0,0,2.75,0,0,0,0,0,0,0.91,0,0.91,0,0.301,0,68,0
0,0.11,0,0.11,0,0,0.45,0,0.22,0,0,0.34,0,0.22,0,0,0.171,0,0.031,535,0
0,0.23,0,0.23,0,0,0.23,0,2.14,0,0,0,0,0.23,0,1.9,0.235,0.117,0,683,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,115,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,15,0
0.08,0,0,0,0,0,0.58,0.16,0.42,0.08,0,0,0,1.34,0,0,0.408,0,0.012,1655,0
0,0,0,0,0,0,0,0,0,0,0,1.36,0,1.36,0,0,0.404,0,0,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0.377,0.125,0,158,0
0,0.35,0,0.35,0,0,0.71,0,0.35,0,0,0.35,0,0.35,0,0,0.124,0.372,0,110,0
0,0,0,0,0,0,1.33,0,0.38,0,0,0,0,0,0.19,0,0.154,0.03,0,388,0
0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,3.22,0.512,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,1.02,0,1.02,0,0,0,0,0,0,1.02,0,0,0.142,65,0
0.85,0,0,1.7,0,0,0,0,0.85,0,0,0,0,0,0,0,0.275,0,0,31,0
0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0.141,0,43,0
0.68,0.34,0,0,0,1.72,1.03,0,2.06,0,0,0,0,0,0.34,0,0.046,0,0,194,0
0,0,0,0,0,0,1.11,0,0.55,0,0.55,0.55,0.55,1.66,0.55,0,0.603,0,0,167,0
0,1.47,0,0.36,0,0,1.1,0,0.36,0,0,0,0,1.1,0,1.1,0.051,0,0,172,0
0,0.28,0,0,0,0,1.4,0,0.56,0,0.28,0,0.28,0.56,0.28,0.28,0.14,0,0,207,0
0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0.15,0,0,129,0
0,0,0,0,0,0,1.85,0,3.7,0,0,1.85,0,0,0,0,0.636,0.318,0,62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0
0,0,0,0,0,0,2,0,1.33,0,0,0,0,0,0,0,0.35,0,0,86,0
0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,3.84,0,0.26,0,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,43,0
0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,174,0
0,0,0,0,0,0.68,5.47,0,0,0,0,0,0,0,0,0,0.138,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451,0,0,935,0
0,0.2,0,0.6,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0.049,0,0,263,0
0,0,0,0,0,0,1.7,0,0.85,0,0,0.85,0,0,0,0.85,0,0,0,43,0
0,0,0,0,0,0,1.62,0,0,0,0.54,0,0.54,0.54,0.54,0,0.559,0,0,155,0
0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,16,0
0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0.432,0,60,0
0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0.102,0.102,0,87,0
0,0.24,0,0.49,0,0,0,0,0.74,0,0,0,0,0.24,0,2.23,0.046,0.069,0,622,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0.01,0.13,0,0.13,0,0.11,0.07,0,0.03,0,0,1.57,0,0.86,0.03,0.03,0.111,0.002,0,3027,0
0,0.78,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0.78,0.437,0.087,0,90,0
0,0,0,0,0,0,1.45,0,2.18,0,0.72,0,0.72,0.72,0.72,0,0.367,0,0,74,0
0,0.66,0,0,0,0,0.66,0,0,0,0,0,0,1.33,0,0,0.104,0.104,0,127,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0.81,0,0.54,0,0,0,0,0,0,1.09,0,0,0,517,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.342,0,0,55,0
0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0,0,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,122,0
0.14,0.25,0,0,0,0,0.11,0,0.25,0,0,0.03,0,0.62,0,0,0.414,0.004,0,1795,0
0.25,0.12,0,0.37,0,0,0.37,0,0.12,0,0,0.12,0,0.12,0,0,0.05,0.05,0,367,0
0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0.191,0,0.095,103,0
0,0.4,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,31,0
0.18,0,0,0,0,0,0,0,0,0,0,2.8,0,0.18,0,0,0.187,0,0,212,0
0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0.181,0.181,0,153,0
0,0,0,0,0,0.21,1.62,0.05,1.08,0.05,0,0,0,0.27,0,0,0.289,0.062,0.046,1026,0
0,0,0,0,0,0.19,1.74,0.06,1.23,0.06,0,0,0,0.32,0,0,0.33,0.064,0.055,897,0
