@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R7,15-16,18,22,29-30,36-39,45,52-55,58'

@attribute Word_freq_remove numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_font numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_re numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0.3,0.3,0.15,0,0,0,0,0.76,0,0,0,0,0.044,0.067,1.607,1
0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0.126,4.176,1
0,0,2.85,0,0,0,0,0,0,0,0,0,1.417,0,0,3.029,1
0.98,0,0,0,0,0,0,0,0,0,0,0,0.645,0.064,0.064,3.552,1
0.05,0,0,0.05,0,0,0,0,0,0,0,0,0.02,0.163,0,1.796,1
0,0,0.92,0,0,0,3.38,0,0,0,0,0,0,0,0,2.141,1
0,0,0,0,0,0,0,0,0,0,0,0,5.942,1.334,0,5.838,1
0.4,0,0.1,1.11,0,0,0,0,0,0,0.1,0,0.994,0.391,0.032,3.176,1
0,0,0.27,0,0,0,0,0,0,0,0,0,0.085,0.128,0,2.484,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
0,0,1.33,0,0,0,0,0,0,0,0,0,0.684,0,0.228,3,1
0,0,0,0,0,0,0,0,0,0,0,0.27,0.257,0.032,0.032,3.689,1
0,0,0.61,0,0,0,0,0,0,0,0,0.12,0.104,0.229,0.02,3.705,1
0,0,0,0.71,0,0,0,0,0,0,0,0.35,0.24,0.24,0,3.414,1
0.08,0,1.6,0.33,0.84,0,0,0.25,0.08,0,0,0,0.502,0.157,0.329,7.24,1
0,0.16,1.14,0.16,0,0,0,0,0,0,0,0,0.925,0.231,2.29,5.833,1
0,0,0,0,0,0,0,0,0,0,0,1.25,0,0.188,0,3.545,1
0,0,0.38,0.06,0,0,0,0,0,0,0,0,0.439,0.241,0.065,3.702,1
0,0,1.42,0,0,0,0,0.71,0,0,0,0,0.899,0,0,3.066,1
0,0.61,0.3,1.52,0,0,0,0,0,0,0,0,1.051,0.225,0.05,6.686,1
0.28,0,0.56,0.56,0,0,0,0,0,0,0,0.28,0.05,0,0,2.083,1
0,0,6.09,0,0,0,0,0,0,0,0,0,0.407,0,0,3.454,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.682,1
2.25,0,0,0.56,0,0,0,0,0,0,0,0.56,0.502,0,0.083,16.304,1
0,0,0,0,0,0,0,0,0,0,0,1.33,0.417,0.208,0,3.812,1
0.16,0,0,0,0,0,0,0,0.32,0,0,0,0.05,0.075,0,1.419,1
0,0,0.73,0,0,0,0,0,0,0,0,0.73,0.211,0,0,1.333,1
0,1.15,0.19,2.12,0,0,0,0,0,0,0,0,0.438,0.191,0.054,14.619,1
0.21,0,0,0.42,0,0,0,0.42,0,0,0,0,0.031,1.269,0.412,13.017,1
0,0.58,0.29,1.62,0,0,0,0,0,0,0,0,1.004,0.215,0.047,6.602,1
0,0,1.66,0,0,0,0,0,0,0,0,0,0.986,0,0,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0.699,0.932,0,5.083,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,8.5,1
0.45,0,1.81,0.45,0,0,0,0,0,0,0,0.45,0.64,0.16,0,3.607,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222,1
0,0.83,0.27,1.94,0,0,0,0,0,0,0,0,0.273,0.364,0.045,6.641,1
0.08,0.69,0.86,0,0,0,0,0,0,0,0,0.26,0.444,0.25,0.111,3.138,1
0.68,0,0,0.68,0,0,0,0,0,0,0,0,0,0.11,0,6.588,1
0.19,0.09,0,1.17,0,0,0,0,0,0,0.09,0,0.404,0.233,0.031,4.32,1
1.33,0,1.11,1.11,0,0,0,0,0,0,0,0,0.067,0.067,0,1.946,1
0.37,0,0.74,0.37,0,0,0,0,0,0,0,0,0.241,0.06,0,2.166,1
0.73,1.47,0.09,1.2,0,0,0,0,0,0,0,0.09,0.43,0.134,0.013,8.445,1
0.21,0,0.43,0.87,0.65,0,0,0,0,0.43,0,0.21,0.96,0.128,0.128,8.08,1
0.5,1.61,0.1,1.11,0,0,0,0,0,0,0,0.1,0.488,0.157,0.015,8.55,1
1.86,0,0,0,0,0,0,0,0,0,0,0,2.306,0.164,0,8.312,1
0.22,0,0.68,0.9,0,0,0,0,0,0.45,0,0.22,1.103,0.133,0.033,7.166,1
0,0,0.38,0.25,0,0,0,0,0,0,0,0,0.661,0.088,0,2.256,1
0,0.29,0.29,0.29,0,0,0,0,0,0,0,0,0,0.049,0,2.47,1
0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.238,0,2.232,1
0,0.1,0.21,0.21,0.31,0,0,0,0,0,0,0.1,0.887,0.032,0.049,3.446,1
0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.011,4.411,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.766,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,0
0.04,0,0.08,0,0,0,0,0.69,0.65,0,0,0,0.033,0,0.016,2.747,0
0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,2.195,0
0,0,0,0,0,0,0,0,0,0,0,1.09,0.091,0,0,1.212,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114,0
0,0,0,0,0,0,0,0,0.13,0.06,0,0.34,0,0.085,0,2.924,0
0,0,0.11,0,0,0,0.11,0.05,0.33,0,0,0.05,0.042,0,0,2.031,0
0,0,0,0,0,0,0,0.1,0.21,0.1,0,0,0,0,0,2.204,0
0,0,0,2.17,0,0,2.17,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0.31,0,0,0,0.31,0,0,0,0,1.446,0
0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,1.692,0
0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,1.566,0
0,0,0,1.96,0,0,1.96,0,0,0,0,0,0,0,0,2.95,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0,0,0,0,0,0.58,0.58,0.58,0.58,0,0,0.58,0,0,0,2.246,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0.211,25.812,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,0
0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,2.976,0
0,0,0,0,0,0.34,0,0,0.34,0,0,0,0,0,0,1.25,0
0,0,0,0.2,0,0,0,0,0.8,0,0,0,0,0,0,2.61,0
0,0,0,0,0,1.31,1.31,1.31,1.31,0,1.31,2.63,0,0,0,2.151,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
0,0,0,0,0,0,0,0.54,0.27,0,0,0,0.045,0,0,1.465,0
0,0,0,0,0,0,0,0,1.06,0,0.7,0,0,0,0,2.108,0
0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0,2.741,0
0,0,0,0,0,0,0,0,0,0,0,0.33,0.051,0,0,1.786,0
0,0,0,0,0,0,0,0.08,0.08,0,0,0.16,0,0,0,2.432,0
0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1.538,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,1.517,0
0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,4.093,0
0,0,0,0,0,0,0,0,4.34,0,0,1.44,0,0,0,5.357,0
0.31,0,0,0.31,0,0,0,0,0.31,0,0,0.63,0,0,0.255,3.547,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,1.342,0
0,0,0,0,0,0,0,0,2.32,0,0,0,0.102,0,0,4.771,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.086,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,1.222,0
0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,6.113,0
0,0,0,0,0,0.99,0.99,0.99,0,0,0,0.99,0.239,0,0,2.688,0
0,0,0,0.48,0,0.48,0.96,0.96,0,0,0,0.48,0.138,0,0,1.986,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.337,2.95,0
0,0,0,0.31,0,0,0,0,0.62,0,0.31,0,0,0,0,3.086,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1.38,0,0,1.38,1.38,1.38,0,0,0,0,0,0,0,2.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.65,0,0,0,0,0,0,0,0,0.055,0,0.055,1.685,0
0.22,0,0,1.55,0,0,0,0,0,0,0,0,0.073,0.146,0.036,2.574,0
0,0,0,0,0,0,0,0,0,0,0.85,0,0.331,0,0,1.842,0
0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,1.72,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0.16,0,0,0,0,0,0,0.16,0,0,0,0,0,0.095,4.438,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136,0
0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,3.066,0
0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,2.595,0
0,0,0,0.24,0,0,0.09,0.09,0.24,0,0,0,0,0,0,2.667,0
0,0,0,0,0,0,0,0,0.18,0,0,0.18,0,0,0,1.428,0
0,0,0,0.12,0,0.12,0,0,0,0,0,0.37,0.193,0,0,1.181,0
0,0,0.08,0,0,0,0,0,0.16,0,0,0.08,0,0.033,0,2.816,0
0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,1.909,0
0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,1.631,0
0,0,0,0,0.11,0,0,0,0,0,0.11,0.66,0,0,0,2.068,0
0,0,0,0,0,0,0,0,0,0,0,0,0.689,0,0,1.3,0
0,0,0,0,0,0.9,0.45,0.45,0.45,0,0.45,0.45,0,0,0.071,2.236,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0
0,0,0,0,0,0,0,0,0,0,3.22,0,0.564,0,0,1.818,0
0,0,0,0,0,0,0,0,0,0,0.49,0.49,0.097,0,0,2.3,0
0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,1.41,0
0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,1.611,0
0,0,0,0,0,0.75,0.75,0.75,0.75,0,0.75,0.75,0,0,0,1.833,0
0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,2.093,0
0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0,0,0,0,0,0,0.1,0.1,1.08,0,0,0,0,0,0,4.06,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0.396,2.533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.615,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551,0
0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,3.74,0
0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,2.617,0
0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,1.421,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0.87,0,0,0,0,1.75,0,0,0,0,1.795,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.519,0
0,0,0.84,0.42,0,0,0,0,0.21,0,0,0,0.374,0.062,0,2.892,0
0,0.29,0,0.29,0,0,0,0,0.19,0,0,0.09,0.016,0,0,1.679,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.565,0
0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,1.64,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0.68,0,0,0,0.68,0.68,0.68,0.68,0,0.68,0.68,0,0,0,2.277,0
0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,2.875,0
0,0,0,0,0,0,0,0,2.16,0,0,0,0.079,0,0,4.411,0
0,0,0,0.05,0,0,0,0,0.42,0,0,0,0,0.014,0,3.461,0
0,0,0,0,0,1.27,0.42,0.56,0.28,0,0.14,0.14,0,0,0,2.345,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
0,0,0.06,0,0,0,0,0.34,0.06,0,0,0.06,0,0.018,0,2.423,0
0,0,0,0,0,4.76,4.76,4.76,0,0,0,0,0,0,0,3.333,0
0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,1,0
0,0,0,1.19,0,0,1.19,1.19,0,0,0,0,0.286,0,0.143,2.724,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.921,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655,0
0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1,0
0,0,0,0,0,0.66,0.66,0.66,0,0,0.66,0.66,0,0,0,1.979,0
0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0.506,0,0,2.047,0
0,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0.053,0,2.224,0
0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,2.824,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0
0,0,0,0,0,0,0.56,0,0.56,0,0,0,0,0,0,1.583,0
0,0,0,0,0,0,0,0,0.24,0,0,0.24,0,0,0,1.98,0
0,0,0,0.06,0,0,0,0,0.9,0,0,0.12,0,0.017,0,3.015,0
0,0,0,0,0,0,0,0,0,0,0,0,0.763,0,0,2.222,0
0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,2.342,0
0,0,0.55,0,0,0,2.79,0,0.55,0,0,0,0.085,0,0,1.142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,6.896,2.142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.438,0
0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,3.179,0
0,0,0,0,0,3.57,0,0,1.19,0,0,1.19,0,0,0,1.733,0
0,0,0,1.43,0,0,1.43,0,0,0,0,0,0,0,0,3.9,0
0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,4.446,0
0,0,0,0,0,0.93,3.73,0,0,0.93,0,0,0,0,0,1.9,0
0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,4.807,0
0,0,0,0,0,0,0,0,1.53,0,0,1.53,0,0,0,2.235,0
0,0,0,0.05,0,0,0,0,0.71,0,0,0,0,0.016,0,2.853,0
0,0,0,0,0,0.83,0,0,0,0,0,0,0,0.069,0,1.804,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,1.181,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,2.464,0
0,0,0,0.55,0,0,0,0,1.65,0,0.55,0.55,0.177,0,0,1.867,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0.314,0,0,2.473,0
0,0,0.06,0.06,0,0,0.18,0,0.18,0,0,0,0,0.008,0.016,1.972,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
