@relation spambase

@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_will numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Spam {1,0}

@data
0,0.37,0.75,0.37,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,1
0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.54,0,0,0,0,4.54,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2.17,0,2.17,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.15,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.023,0,1
0.09,0.09,0,0.29,0,0,0.04,0.24,0.04,0,0,0,0,0,0,0,0.04,0,0.111,0,1
0.13,0,0.16,1.11,0.13,0.19,0.48,0,0.57,0,0,0,0,0,0,0,0,0,0.15,0.159,1
0,0,0.52,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.073,1
0,0,0.23,1.9,0,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0,0.037,0,1
0.55,0,0,0,0,0,1.11,0,0.55,0,0,0,0.55,0,0,0,0,0,0.353,0,1
0.23,0,0.95,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,1
0,0,0.64,1.28,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.13,0.26,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0.021,0,1
1.26,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,1
0.49,0,0.39,1.58,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,1.309,0,1
0.24,0.49,0.49,1.23,0.65,0.9,1.56,0.16,0.16,0,0,0,0,0,0,0,0,0,0.228,0.012,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.91,0,1.83,2.29,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0.081,1
0,0.15,0.15,0,0,1.11,1.27,0,0,0,0,0,0,0,0,0,0,0,0.707,0.022,1
0.08,0,1.76,0.26,0.26,0,0.35,0,0.7,0,0,0,0,0,0,0,0,0,0.069,0.011,1
0,0,0,0.9,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,1
0,0,0.98,0.98,0,0.98,0.98,0,0,0.98,0,0,0,0,0,0,0,0.98,0,0,1
0,0,0.43,2.18,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0,1
0.08,0.25,0.08,0.59,2.21,0.25,0.93,0.17,0.08,0,0,0,0,0,0,0,0.17,0.08,0.117,0.013,1
0,0,0,0.3,0,0.3,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0.211,0.052,1
0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0,1
0,0.2,0,0.72,0,0.1,0.1,0,0.41,0,0,0,0,0,0,0,0,0,0,0,1
0,0.08,0.08,0.6,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0.014,0,1
0.54,1.09,0,0.54,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.321,0,1
0.64,0,0.64,1.94,0,3.89,0.64,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,1
0,1.56,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.46,0,0.66,0.7,0.03,0.23,0,0,0.46,0,0,0,0,0,0,0,0,0,0.496,0.133,1
0.79,0,0,0,0,0.79,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.75,0,0.5,0.75,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2,0.5,0.1,0.7,1.61,0.1,1.11,0.2,0.1,0,0,0,0,0,0,0,0.2,0.1,0.158,0.015,1
0.09,0,0.69,0.79,0,0.13,0,0,0.74,0,0,0,0,0,0,0,0,0,0.121,0.008,1
0,0.32,0,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0.158,0,1
0.31,0.05,0.76,0.97,0,0.26,0,0,0.34,0,0,0,0,0,0,0,0,0,0.79,0.159,1
0.36,1.47,0.36,0.73,0,0.36,1.1,0,0,0,0,0,0,0,0,0,0,0,0.061,0.122,1
0,1.66,0,1.66,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0.4,0.8,0.5,0,0.1,1.11,0.4,0.3,0,0,0,0,0,0,0,0,0,0.39,0.032,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,1
0,0,0,0.81,0,0.27,0,0,0.27,0,0,0,0,0,0,0,0,0,0.091,0,1
0.29,0,0,0.29,0,0.58,0.29,1.16,0,0,0,0,0,0,0,0,0,0,0.046,0.046,1
0,0,0,0.26,0,0.53,0,0,0.26,0,0,0,0,0,0,0,0,0,0,1.157,1
0,0,0,1.31,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0.212,0,1
0,0.32,0,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0.157,0.052,1
0.2,0.41,0.2,0.41,2.06,0.2,2.47,0,0,0,0,0,0,0,0,0,0,0,0.034,0,1
0,0,0,0,0,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.51,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.11,0.33,0,0.55,0,0,0.22,0,0,0,0,0,0,0.11,0.11,0,0.193,0.077,1
0.31,0.05,0.76,0.97,0,0.26,0,0,0.34,0,0,0,0,0,0,0,0,0,0.78,0.162,1
0,0,1.81,0.68,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.37,0,0.74,0.74,0.37,3.34,0,0,0.37,0,0,0,0,0,0,0,0,0,0.175,0.058,1
0.17,0,0.08,0.86,0,0.08,0.25,0,0.08,0,0,0,0,0,0,0,0.08,0,0.015,0,1
0.3,0,0,0.3,0.05,0,0.5,0.3,0.2,0.05,0,0,0,0,0,0,0,0,0.118,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342,0,1
0.17,0.08,0.08,1.37,0,0.51,0.08,0,0.17,0,0,0,0,0,0,0,0,0,0.103,0.012,1
0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.14,0,0,0,0,0.87,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.45,0,0.75,0.9,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.068,0,1
0,0,0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.061,0,1
0,0.23,0.95,0.47,0,0.23,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0.024,1
0,0,0,0.59,0.59,5.91,0.59,0,0.59,0,0,0,0,0,0,0,0,0,0,0,1
0,0.27,0,0.82,0,0.82,1.09,2.46,0.54,0,0,0,0,0,0,0,0,0,0,0.086,1
0,0.09,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.047,0.031,1
0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.58,0,0,0,0.58,0.58,0,1.16,0,0,0,0,0,0,0,0,0,0.239,0,1
0,0.21,1.5,0,1.07,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.271,0.969,1
0.68,0.56,0.45,1.81,0.79,0.22,1.81,0,0.22,0,0,0,0,0,0,0,0,0.11,0.134,0.019,1
0.46,0,0,1.4,0,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.03,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0.149,0,1
0.53,0.26,0.26,0.53,0,0,0,0.26,0,0.26,0,0,0,0,0,0,0,0,0.04,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8,0.8,0.8,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.11,0,1
0,0.27,0,0.83,0,0.83,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08,0.25,0.08,0.59,2.21,0.25,0.93,0.17,0.08,0,0,0,0,0,0,0,0.17,0.08,0.118,0.013,1
0,0,0,0.85,0,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0.082,0.248,1
0.34,0.34,0,0.34,0,2.04,0.34,0,0.34,0,0,0,0,0,0,0,0,0,0,4.008,1
0.49,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0.265,0.088,1
0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,1
0.45,0.45,1.8,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.5,2.02,1.51,0,0.5,0,0,1.01,0,0,0,0,0,0,0,0,0,0.536,0,1
0,0.79,0,0.79,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0.183,0,1
0,0,0,0.32,0,0.32,0,0.98,0,0,0,0,0,0,0,0,0,0,0.83,0.166,1
0,0.6,0,0,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0.103,0,1
0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,1.882,1
0,0,0,0.93,0,0.11,0.11,0,0,0,0.35,0.11,0,0,0,0.11,0,0.46,0,0,1
0,0,0,0.99,0,0.12,0.12,0,0,0,0.24,0.12,0,0,0,0.12,0,0.37,0,0,1
0,0.31,0.63,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.16,0.65,0,0,0,0.32,0.08,0,0,0,0,0,0,0,0.08,0,0.232,0,1
0.49,0,0.39,1.57,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,1.313,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.34,0.34,0.34,0,0.68,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0.056,0,1
0,0,0.81,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.53,0,0,0.53,0,0.53,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1
1.32,0,0,2.65,0,0.44,0.44,0,1.32,0,0,0,0,0,0,0,0,0,0.132,0.066,1
0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,0,1.8,2.26,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0.081,1
0.43,0,0.62,0.65,0.03,0.21,0.03,0,0.54,0,0,0,0,0,0,0,0,0,0.51,0.133,1
0.42,0,1.09,1.09,0,0.67,0.08,0,0.5,0,0,0,0,0,0,0,0,0,0.378,0,1
0,0.64,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.459,0,1
0,0,0.56,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.58,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08,0.25,0.08,0.59,2.21,0.25,0.93,0.17,0.08,0,0,0,0,0,0,0,0.17,0.08,0.118,0.013,1
0,1.37,0,0.68,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.309,0,1
0,0,0.38,1.35,0,0.29,0,0,0.38,0,0,0,0,0,0,0,0,0,0.059,0,1
0,0,0,0.36,0,0.36,0,0,0.36,0,0,0,0,0,0,0,0,0,0.059,0,1
0.05,0,0.23,1.27,0,0.58,0.17,2.61,0.34,0,0,0,0,0,0,0,0,0,0.186,0.027,1
0,0,0.1,0.43,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.019,1
0,0.16,0.16,0,0,2.13,0.65,0,0,0,0,0,0,0,0,0,0,0,0.67,0,1
0,0,0,0,0.18,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.76,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0.76,0,0,0,1
0,0.32,0,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0.157,0,1
0,0.35,0.35,0.53,0,0.35,0.35,0,0.53,0,0,0,0,0,0,0,0,0,0.029,0,1
0.48,0.03,0.66,0.89,0.03,0.26,0.07,0,0.59,0,0,0,0,0,0,0.03,0,0,0.529,0.114,1
0,2.94,1.47,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0.142,0,1
0,0.94,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,1
1.12,1.12,0,2.25,0,2.25,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.04,0,0.94,0.04,0.19,0.04,0.19,0.04,0.47,0,0,0,0,0,0,0,0,0,0.09,0.011,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0,1
0.71,0,0,0.71,0,0.35,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.27,0,0.54,1.09,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.128,0,1
0.1,0,0.1,0.53,0,0.17,0,0.03,0.17,0,0,0,0,0,0,0,0,0,0.065,0,1
0,0.06,0.12,0.54,0,0,0.06,0.24,0.06,0,0,0,0,0,0,0,0.06,0,0.167,0,1
0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417,0,1
0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,1
0,0.45,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.084,1
0,0,0,0.18,0.18,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.08,0.08,0.6,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0.013,0,1
0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,1
0,0,0,0.82,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.03,0.03,1
0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,1
0,0,0.48,2.4,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,1
0,0,0.49,0.49,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.11,0,2.73,0.11,0.45,0.11,0.45,0,1.14,0,0,0,0,0,0,0,0,0,0.236,0.016,1
0,0.05,0.05,0.51,0,0,0.05,0.23,0.05,0,0,0,0,0,0,0,0,0,0.161,0.03,1
0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,1
1.14,0,0,1.14,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0.197,0,1
0,0.7,0.35,0.7,0.35,0.7,0.35,0,0.35,0,0,0,0,0,0,0,0,0,0.061,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.39,0.19,0.19,0.39,0,0,0.19,0.59,0.39,0,0.59,0,0,0,0,0,0,0,0.548,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634,0,1
0.18,0.03,0.4,0.72,0.25,0.54,0.36,0.14,0.76,0,0,0,0,0,0,0,0,0,0.139,0,1
0.9,0,0,0,0,0.9,1.81,0,0,0,0,0,0,0,0,0,0,0,0.165,0,1
0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.21,0.93,0,0.38,0,0,0.16,0,0,0,0,0,0,0,0,0,0.058,0.009,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2,0,0.93,0.62,1.04,0,1.56,0.41,0.72,0,0,0,0,0,0,0,0,0,0.199,0.033,1
0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.41,0,0,0.41,0,0.41,0.82,0,0.41,0,0,0,0,0,0,0,0,0,0.527,0,1
0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.91,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.26,0.43,0.52,1.3,0.6,0.78,1.39,0.17,0.17,0,0,0,0,0,0,0,0,0,0.243,0.013,1
0.37,0,0.74,0.74,0.37,3.34,0,0,0.37,0,0,0,0,0,0,0,0,0,0.175,0.058,1
0.36,0.73,0.36,0.36,0,1.1,0.36,2.2,0,0,0,0,0,0,0,0,0,0,0.333,0,1
0,0,0,0.65,0,1.97,0,0,0.65,0,0,0,0,0,0,0,0,0,0.099,0,1
0,0,0,0.72,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.031,0.031,1
0.2,0.2,0.52,0.62,1.66,0,1.45,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0.175,0.031,1
0,0.29,1.78,0.89,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.045,0,1
0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.09,0,0.36,0,0.36,0.73,0,1.09,0,0,0,0,0,0,0,0,0,0.061,0,1
0,0,0,0.27,0,1.1,0.83,0,0.27,0,0,0,0,0,0,0,0,0,0.291,0.582,1
0,0,0,0.72,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.031,0.031,1
0,0.76,1.02,0.25,1.02,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0.499,0,1
0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.19,0,0.38,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.003,1
0.06,0,0.06,0.33,0,0.2,0,0.13,0.06,0,0,0,0,0,0,0,0,0,0.085,0.01,1
0,0,1.62,0,0.54,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.77,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,1
0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.118,0,1
0,0,0,2.17,0,2.17,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.36,0,0.36,0,0.36,0,1.1,0,0,0,0,0,0,0,0,0,0,0.932,0.186,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.35,0.35,0,2.12,0.35,3.18,1.41,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2.8,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0.154,0,1
0,0.48,0,0,0,0.48,0,0,0.48,0,0,0,0,0,0,0,0,0,0.957,0,1
0.29,0.29,2.22,1.04,1.04,0.29,0,0.44,0,0,0,0,0,0,0,0,0,0,0.21,0.021,1
0,0,0,0.34,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0.105,0,1
0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.27,0,0.63,0,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0.089,0,1
0.46,0,0.62,0.77,0.03,0.23,0,0,0.46,0,0,0,0,0,0,0,0,0,0.585,0.127,1
0.16,0,0.32,0.48,0,1.95,0.32,0.48,0.81,0,0,0,0,0,0,0,0,0,0.107,0.026,1
0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,1
0.16,0,0.84,0.84,0,0,0.16,0,0.33,0,0,0,0,0,0,0.5,0.16,0,0.143,0.028,1
0,0.05,0.05,0.52,0,0,0.05,0.23,0.05,0,0,0,0,0,0,0,0.05,0,0.167,0,1
0,0.06,0.12,0.54,0,0,0.06,0.24,0.06,0,0,0,0,0,0,0,0.06,0,0.167,0,1
0.52,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.85,0,1.28,0,0,0.85,0,0,0,0,0,0,0,0,0,0.133,0,1
0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,1
0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.08,0.08,0.6,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0.014,0,1
0.21,0,0.98,0.98,0,1.12,0.07,0,0.7,0,0,0,0,0,0,0,0,0,0.312,0,1
0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.3,0,0.3,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0.211,0.052,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.81,0.98,1.79,0.81,0.32,0.49,0,0.16,0,0,0,0,0,0,0,0,0,0,0.674,0,1
0,0,0,0.33,0,0.66,0,0,0.33,0,0,0,0,0,0,0,0,0,0.541,0,1
0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0.209,0,1
0,0.05,0.05,0.52,0,0,0.05,0.23,0.05,0,0,0,0,0,0,0,0,0,0.163,0,1
0,1.23,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0,0.49,0.57,0.16,0,0.32,0,1.14,0,0,0,0,0,0,0,0,0,0.255,0.095,1
0,0,0,0,0,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,1
0,0.14,0.14,0,0,0.86,0.57,0,0,0,0,0,0,0,0,0,0,0,0.745,0,1
0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,1
0.2,0.5,0.1,0.7,1.61,0.1,1.11,0.2,0.1,0,0,0,0,0,0,0,0.2,0.1,0.157,0.015,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.38,0,0.38,1.53,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894,0.012,1
0,0,0,0.97,0,2.58,0,0.32,0,0,0,0,0,0,0,0,0,0,0.116,0,1
