@relation spambase

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_re numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0.16,1.35,0.16,0.16,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.084,40,1
0,0.53,0,1.59,1.59,0,0.53,0,0,0,0,0,0,0,0,0,0,0.28,0.186,85,1
0.64,0.64,0.64,1.29,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,4,1
0,0.47,0.47,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621,0.799,148,1
0.04,0.14,0,0.94,0.04,0.04,0.47,0,0,0,0,0,0.04,0,0,0.19,0,0.356,0.09,1171,1
0,0.9,0,0,0,0,0.3,0,0,0,0,0.6,0,0,0,0,0,0.376,0.05,49,1
0.46,1.4,0.46,0.93,1.86,0.46,0.46,0,0,0,0,0,0,0.46,0,0,0,0.571,0.214,64,1
0.02,0.02,0,0.35,0.05,0.2,0,0,0,0,0,0,0,0,0,0,0,0.107,0.017,489,1
0,0,0.36,0,0.36,1.1,0,0,0,0,0,0,0,0,0,0,0,0.433,0.928,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,10,1
0,0,2.94,1.47,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0.425,0.141,279,1
0,0.49,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0.064,25,1
0,0.67,2.01,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.305,0,14,1
0,0.94,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0.26,0.26,0,0.79,0,0.52,0,0,0,0,0,0.26,0,0,0,0,0.326,0,71,1
1.11,1.11,2.22,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,5,1
0,0,1.21,1.21,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0.23,0.05,0,0.76,0.29,0.05,0,0,0,0,0,0,0,0,0,0,0.102,0.259,8,1
0.26,0.26,0.08,1.47,0.86,0.6,0.26,0,0,0,0,0,0,0,0,0.26,0,0.444,0.25,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,10,1
0.74,0,0,1.11,0.37,0,0,0,0,0,0,0,0,0,0,0.37,0,1.211,0.471,393,1
0,1.6,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1.566,0.361,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0.203,0.61,17,1
0,0.65,0.32,0,0.32,0,0.32,0,0,0,0,0,0,0,0,0.32,0,0,0.159,10,1
0,0.98,0.32,1.31,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0.858,0.101,1146,1
0,1.48,1.48,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,12,1
0.3,0.3,0.15,0.45,0.15,0.15,0,0,0,0,0,0,0,0.15,0,0,0,0.567,0.024,132,1
0,0.47,0.15,0.63,0,1.58,0.47,0,0,0,0,0,0,0.15,0,0.15,0,1.3,0.127,97,1
0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0.986,0,38,1
0,1.78,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0.44,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.48,10,1
0.17,0,0,0.42,0.32,0.29,0.84,0,0,0,0,0,0,0,0,0.07,0,0.638,0.165,117,1
0.49,0,0.49,0,0.49,0,0,0,0,0,0,0,0.49,0,0,0,0,0.845,0.195,47,1
0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.147,11,1
0.1,0.6,0.4,0.8,0.1,0.4,0.3,0,0,0,0,0.1,0,0,0,0,0.26,0.991,0.39,56,1
0.05,0.34,0,0.05,0.17,0.05,0.05,0,0,0,0,0,0,0,0.11,0.05,0,0.099,0.079,95,1
0,0,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0.102,0.716,43,1
0,0,1.23,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.939,0,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,1.55,0,0,0.77,0,0.77,0,0,0,0,0,0,0,0,0,0,0.671,0,515,1
0.17,0,0,0.42,0.32,0.29,0.84,0,0,0,0,0,0,0,0,0.07,0,0.639,0.165,117,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532,0,28,1
0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,61,1
0,0,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0,10,1
0,0.85,0,0.42,0,0,0.42,0,0,0,0,0,0.42,0,0,0,0,1.088,0,107,1
0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,1.001,0,32,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0.68,4.76,0,0,0,0,0,0,0,0,0,0,0,1.255,0,21,1
0,0.12,0,0,0.12,0,0,0,0.12,0,0,0,0.62,0,0.37,0.12,0,0,0,41,1
0.78,0.78,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.363,0,29,1
0,0.36,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.27,0.031,0.249,0.031,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0,1.45,0.05,0.05,0,0.23,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0.162,12,1
0,0,0.68,0,1.36,0,0,0,0,0,0,0,0,0,0,0.68,0,1.706,0.2,38,1
0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0.347,0.462,0,22,1
0.14,0,0,0.29,0.14,0.14,0.44,0,0,0,0,0,0,0,0,0,0,0.204,0.127,73,1
0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,1.28,0,0.23,0.23,41,1
0.12,1.34,0,0,0.24,0,0,0,0,0,0,0,0.98,0.12,0,0.12,0,0.042,0.042,69,1
1.63,0,3.27,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.18,140,1
0,0.63,0.07,0.23,0.47,0,0.31,0,0,0,0,0,0,0,0,0,0,1.132,0.077,77,1
0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0.84,0,0.129,0.194,20,1
0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.118,0,7,1
1.11,0,0,0,3.35,0,0,0,0,0,0,0,0,0.55,0,0,0,1.429,0.095,36,1
0.19,1.07,0.19,0.58,0,0.68,0.29,0,0,0,0,0,0,0.09,0,0,0.201,0.402,0.232,49,1
0.39,0,0.19,0.39,0.98,0.39,1.38,0,0,0,0,0,0,0,0,0,0,0.745,0.308,76,1
0,0.4,0,1.01,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.302,11,1
0,1.45,0,1.45,0.72,1.81,0,0.36,0,0,0,0,0,0,0,0,0,0.963,0.113,47,1
0,0,0,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0.328,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0.73,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.109,12,1
0.19,1.08,0.19,0.59,0,0.59,0.29,0,0,0,0,0.09,0,0.09,0,0,0.19,0.412,0.222,49,1
0.34,0.68,0.68,0.34,0.34,0,0,0.34,0,0,0,0,0,0,0,0,0,0.048,0.048,15,1
0.65,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.32,0,0.477,0,121,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0.208,0.416,23,1
0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0.061,59,1
0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,19,1
0.19,0.19,0,0.31,0.38,0.69,0.76,0,0,0,0,0,0,0.12,0,0,0.053,0.429,0.236,45,1
0,0.32,0,0.64,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0.263,0.105,110,1
0.24,0.41,0.49,0.49,0.9,0.16,0.16,0,0,0,0,0,0,0.08,0,0.08,0,0.241,0.228,683,1
0,1.02,0,1.02,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0.899,0.105,1333,1
0,0.36,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.27,0.032,0.257,0.032,69,1
0,1.59,0,1.35,0.61,0,0.98,0,0,0,0,0,0,0,0,0.12,0,0.104,0.229,54,1
0,0,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,16,1
0,0.2,0,0.3,0.3,0,0.4,0,0,0,0,0,0,0.5,0,0.3,0,0.352,0.056,148,1
0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,2.7,0,3.588,0,17,1
0,0.17,0.35,0.17,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0.171,34,1
0.2,0.8,0.5,0.1,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0.1,0,0.49,0.158,669,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587,0,35,1
0,0.43,0.08,0.08,0,0,0.08,0,0,0,0,0,0,0,0,0,0.027,0.088,0.013,48,1
0.29,0.17,0.11,0.47,0.05,0,0.29,0,0,0,0,0,0,0,0,0,0,0.492,0.338,87,1
0,1.47,0,0.05,0,0.23,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0.165,12,1
0,1.6,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0.347,22,1
0.1,0.07,0,0.1,0.17,0.03,0.17,0,0,0,0,0,0,0,0.03,0,0,0.013,0.065,46,1
0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,1.28,0,0.23,0.23,41,1
0,1.4,0.93,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,46,1
0.53,0.8,0.26,0.26,0,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0,0.04,21,1
1.25,0,1.25,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,32,1
0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.3,82,1
0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0.537,0,12,1
0,0.71,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0.71,0,1.094,0,16,1
0,0,0.57,0.57,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0.518,0,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0.74,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,29,1
0,0.68,0,1.81,0.22,0,0,0,0,0,0,0,0,0,0.45,0.22,0.159,0.199,0,83,1
0.14,0,0,0.29,0,0.14,0.44,0,0,0,0,0,0,0,0,0.14,0,0.153,0.153,73,1
0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0.537,0,12,1
0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0,15,1
1.47,0,0,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.55,0.55,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0.484,0.08,85,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0.182,21,1
0,1.48,0,0,0.66,0,0,0,0,0,0,0,0.16,0,0,0.16,0,0.616,0,128,1
0,1.28,2.56,1.28,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0.542,0,304,1
0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0.653,0,38,1
0.08,1.52,0.08,0.17,0.53,0,0.17,0,0,0,0,0,0,0,0,0,0.068,0.369,0.109,119,1
0.07,0.76,0.15,0,0,0.1,0,0,0,0,0,0,0.02,0,0,0,0.016,0.25,0.046,66,1
0,0.23,0,0.23,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,1.046,0.037,97,1
0,0.29,0.29,0,0.87,2.61,0.58,0,0,0,0,0,0,0,0,0,0,0.14,0,139,1
0.09,0.38,0,0.19,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.591,0,31,1
0.43,0,0,0.43,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0.151,33,1
0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.267,114,1
0.84,0,0.84,1.68,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.519,0,43,1
0.42,0.14,0.03,0.8,0.24,0,0.63,0,0,0,0,0,0,0,0,0.07,0,0.452,0.528,260,1
0,1.27,0.63,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.3,22,1
0.52,2.63,1.05,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0.091,1.276,0.729,19,1
0.14,0,0.14,0,0,2.53,0.28,0,0,0,0,0,0,0,0,0,0.137,0.045,0.342,79,1
0,0.29,0,0.38,0.29,0,0.38,0,0,0,0,0,0,0.58,0,0.29,0,0.374,0.059,148,1
0.55,1.1,2.2,0.55,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.495,0,148,1
0,0.89,0,0.44,0.44,0,0.44,0,0,0,0,0,0,0,0,0.44,0,0.944,0.145,28,1
0,0.26,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0,15,1
0.56,2.27,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,1.135,0.349,140,1
0.16,0.08,0,0.49,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0.751,0.255,84,1
0,0.99,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0.33,0,0,0.161,50,1
0.31,0,0.31,0.31,0.94,0,0.31,0,0,0,0,0,0.31,0,0,0,0,0.89,0.046,138,1
0,0,0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.546,0,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,31,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347,0,1,1
0,1.63,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.23,0.23,0,0.95,0,0,0,0,0,0,0,0,0,0,0.23,0.47,0.04,0,0.04,55,1
0,0,0.13,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,20,1
0.41,1.44,0,0.62,0.2,1.03,0,0,0,0,0,0,0,0,0,0,0,0.996,0.106,116,1
0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,1.098,0,36,1
0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0.045,0,0,14,1
0,0.46,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0.46,0,0.663,0,20,1
0,0.36,0,0.36,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0.653,0.118,13,1
0,0.33,0.33,0.5,0,1.68,0.33,0,0,0,0,0,0,0.16,0,0,0,1.118,0.054,63,1
0,0.91,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672,0.269,31,1
0,1.9,0.95,0.95,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0.147,0,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0.424,0.424,25,1
0,6.25,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0.81,1.3,0.98,1.79,0.49,0.16,0,0,0,0,0,0,0.16,0.16,0,0,0,0.179,0.673,113,1
0,0,0,0,1.03,0,0.51,0,0,0,0,0,0,0,0,0,0,0.176,0.176,26,1
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1
0,1.14,0,0.38,0,0.76,0,0,0,0,0,0,0,0,0,0,0,1.008,0.059,1177,1
0.55,1.1,2.2,0.55,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.496,0,148,1
0,1.93,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.37,22,1
0.26,0.26,0.08,1.59,0.88,0.26,0.35,0,0,0,0,0,0,0,0,0.26,0,0.353,0.254,54,1
0.26,0.26,0.08,1.59,0.88,0.26,0.35,0,0,0,0,0,0,0,0,0.26,0,0.353,0.254,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0.198,0.198,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.851,0,70,1
0.89,0.89,0,0,0.89,2.67,0,0,0,0,0,0,0,0.89,0,0.89,0,1.129,0.483,10,1
0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0.465,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.844,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,0,22,1
0.21,0.65,0.21,0.65,0.43,0,0.43,0,0,0,0,0,0,0,0,0.21,0,0.96,0.128,70,1
