@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R5,7,10,16,21-22,28,30,32-33,35,37,44-45,50-51,57-58'

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,45,1
0.11,0.05,0.39,0,1.76,0,0,0,0,0,0,0,0,0,0.2,0,1449,1
0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0.177,0,447,1
0.61,0.4,0.81,0.1,2.03,0,0,0,0,0,0.1,0,0,0,0,0.264,1043,1
0,1.14,0,0,2.29,0,0,0,0,0,0,0,0,0,0.197,0,27,1
0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
0.4,0.8,0,0.8,1.61,0,0,0,0,0,0,0,0,0.4,0.069,0,153,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.178,0,446,1
0.41,0.49,0.49,0.9,1.07,0,0,0,0,0,0,0,0,0.08,0.114,0,1466,1
0.67,0.67,0,0.67,2.18,0,0,0,0,0.33,0,0,0,0,0.183,0,858,1
0.33,0.33,2,0.33,1,0,0,0,0,0.33,0,0,0,0.33,0.23,0,227,1
0,0.79,0.39,0,2.76,0,0,0,0,0,0,0,0,0,0.064,0,74,1
0,0,0,0,0,0,0,0.73,0,0,0.24,0,0.49,0,0.037,0,791,0
0,0,0,0,0,0,1.74,0.58,0.58,0,0.58,0,0,0.58,0.658,0,114,0
0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.39,0.237,0,123,0
0.42,0,0,0,1.06,0,0.21,0,0,0,0.21,0,0,0,0.161,0,723,0
0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.061,71,0
0.69,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,112,0
0,0,0.64,0,0,0,0,0.32,0,0,0.32,0,0,0,0.492,0,138,0
0,0,0,0,0,0,3.57,3.57,0,0,3.57,0,0,0,0.239,0,27,0
0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0.165,0,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,12,0
0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.079,0,562,0
0,0,0.97,0,0,0,1.94,0.97,0,0,1.94,0,0,0,0.379,0,195,0
0,0,1.23,0,0,0,0,0,0,0,0,1.23,0,0,0.796,0,60,0
0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0.414,0,167,0
0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0.358,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,1.63,0,0,0,0,0,0,1.63,0,0,0,0,0.272,0.272,88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,21,0
0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0.08,0,262,0
0,0,0,0,3.33,0,1.11,1.11,1.11,0,1.11,1.11,3.33,1.11,0.353,0,63,0
0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,1.02,0,0,0,2.04,0,0,0,0,1.02,0,2.04,0.323,0,110,0
0,0,0,0,2.38,0,4.76,0,0,2.38,2.38,0,0,0,0.749,0,57,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0.316,0,9,0
0.59,0,0,0,0.59,0,0,0,0,0,0,0.29,0,0,0.052,0,618,0
0,0,1.05,0,0,0,2.1,0,0,0,0,0,0,0,0.563,0,75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.234,0,39,0
0,0,1.01,0,0,0,0,0,0,1.01,0,0,0,0,0,0.312,133,0
0,0,0,0,0,0,3.33,0,0,0,3.33,0,0,0,0,0,77,0
0,0,0,0,0,0,0.9,0.9,0,0,0.9,0,0,0,0.112,0,47,0
0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0.39,0,0,0,0.39,1.19,0.39,0,0.39,0.39,0,0.39,0.104,0.052,246,0
0,0,0,0,0,0,1.08,1.08,1.08,0,1.08,1.08,0,0,0.364,0.182,92,0
0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0.1,0,386,0
0.4,0,0,0,0.57,0,0,0,0,0.23,0.17,0.63,0.05,0,0.304,0,1134,0
0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,1.082,0,80,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0.33,0,0,0.33,0.33,0,0.66,0.33,0,0,0.33,0,0.33,0,0.13,0.043,125,0
0,0,0,0,0.24,0,0,0,0,0.74,0,0,0,0,0.17,0.034,505,0
0.31,0,1.27,0,0,0,0.63,0.63,0.63,0,0.63,0.95,0,0.95,0.534,0.242,261,0
0,0,0,0,1.23,0,1.23,1.23,0,0,1.23,2.46,0,0,0.139,0,66,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,2.27,2.27,2.27,0,2.27,0,0,0,0.664,0,60,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,6,0
0,0,0,0,1.62,0,0,0,0,0.27,0,0,0,0,0.344,0,167,0
0,0,0,0,0,0,1.09,0,0,0,1.09,0,0,1.09,0.353,0,53,0
0.17,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0.045,0,566,0
1.06,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,25,0
0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,68,0
0,0,0,0,0.31,0,0,0,0,0,0,0,0,0.31,0,0,180,0
0,0,0.73,0,0,0,2.2,0.73,0.73,0,2.2,0.73,0,0.73,0.555,0.666,127,0
0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,1.96,0,1.96,0,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,8,0
0,0,0,0,0,0,0.77,0.77,0,0,1.55,0,0,0,0.198,0,93,0
0.32,0,0,0,0.98,0,0,0,0,0,0,0,0.65,0,0.257,0,104,0
0.56,0,0,0,0.28,0,0,0.28,0,0,0,0,0,0.28,0.09,0.135,155,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,47,0
0.32,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0.234,0,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0.73,0,0,0.14,0.29,0,0,0,0,0,0,0.29,0.14,0,0.321,0.18,522,0
1.02,0,0,0.51,0,0,0,0,0,0,0,0,0.51,0,0.071,0,108,0
0,0,0,0,0.91,0,0,0.91,0,0,0,0,0,0,0.12,0,85,0
0,0,0,0,0,0,0,0,0,0,0,1.44,0,1.44,0,0.114,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.087,0,52,0
1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0.55,0,0,0,0,0,0,0,1.1,0.55,0.092,0,46,0
0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0.478,0,52,0
0.19,0,0,0,0.29,0,0,0,0,0,0,0.19,0,0.09,0.08,0,178,0
0.31,0,0,0,3.43,0,0,0,0,0,0,0.31,0,0,0.108,0,145,0
0.26,0,0.06,0,0.06,0,0,0,0,0.06,0,0.13,0.06,0,0.117,0,751,0
0.46,0,0,0,0,0,0,0.92,0,0,0,0.15,0,0.15,0.085,0,238,0
0.07,0,0,0,0.22,0,0,0,0,0.22,0,0.44,0,0,0.2,0.042,681,0
0.4,0,0,0.06,0,0,0,0,0,0.06,0,0.06,0.06,0.06,0.093,0,693,0
0,0,0,0.67,2.02,0,0,0,0,0,0.67,0,0,0.67,0.386,0,121,0
1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,4,0
0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0
0,0,0,0,0,0,0,0,0,0.16,0,0.25,0,0,0.08,0,694,0
0,0,0.14,0,0.14,0,0,0,0,0.14,0,0.59,0,0.44,0.297,0,238,0
0,0,0.09,0,0,0,0,0.06,0,0,0,0.15,0,0.12,0.178,0,1827,0
0,0,0,0,0,0,0,0,0,4.76,0,0,6.34,0,0,0,34,0
0.59,0,0,0,0,0,0.59,0.59,0,0,0.59,0,0,0,0.177,0,81,0
3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
2.08,0,0,0.83,0.41,0,0,0,0,0,0,0,0,0,0.131,0,157,0
0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0.682,0,101,0
0.16,0,0,0,0.16,0,0,0,0,0.26,0,0.75,0,0.05,0.195,0.062,1073,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0,67,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,1.16,0,1.16,2.32,0,0,0,0,0,0,0.408,0,51,0
0.31,0,0.05,0.1,0.63,0,0.05,0.21,0,0,0.1,0.21,0,0.1,0.168,0,939,0
0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.108,0,303,0
0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0.416,0,9,0
0,0,0,1.98,0.66,0,0,0,0,0,0,0,0,0,0,0,47,0
0,0,0.29,0,0,0,0.59,0.88,0,0,0.59,0.59,0,0,0.273,0,282,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
0,0,0,0,2.58,0,0.86,0.86,0,0,0.86,0,0,0,0.11,0,58,0
0,0,0,0,0.57,0,0,0.57,0,0,0,0,0.57,0,0,0,40,0
0,0,0.57,0,0.57,0,0,0,0,0,0,0,0,0.28,0.04,0,211,0
0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,75,0
0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0,0,0,0,0,2.86,0,0.19,0,0,0.199,0,205,0
0,0,0,0,0,0,0,1.65,0,0,0,0,0.41,0,0.198,0,113,0
0,0,0,0,2.4,0,0.8,0.8,0.8,0,0.8,0,0,1.6,0.25,0,95,0
0,0,1.12,0,1.12,0,1.12,0,0,0,0,0,0,1.12,0.311,0,92,0
0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,1.351,0,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0.719,0,11,0
0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.497,0.124,164,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.343,822,0
0,0,0,0,0,0,3.12,0,0,0,1.56,0,0,0,0.515,0,69,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,26,0
