@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,1.31,0.65,0,0,0.65,0,0,0,0,0,0,0,0,0.522,11,1
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0.151,11,1
0,0.56,1.13,3.97,0,0,0,0,0,0,0,0,0,0,0.768,296,1
0,0.08,0.69,0.86,0.34,0.34,0,0.08,0,0,0,0.08,0.08,0,0.358,54,1
0.64,0,1.29,1.29,0.64,0,0,0,0,0,0,0,0,0,0.462,22,1
0,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0.395,72,1
0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0.176,25,1
0.47,0.05,0.97,0.26,0.44,0.34,0,0,0,0,0,0.02,0,0,0.322,193,1
0.29,0,0.29,0.58,2.04,0,0,0,0,0,0,0,0,0,0.42,34,1
0,0,0,0.79,1.58,0,0,0,0,0,0,0.79,0,0,0.268,26,1
0.08,0.08,1.37,0.51,0.08,0.17,0,0,0,0,0,0,0,0,0.348,119,1
0,0,0,1.28,0,0,0,0,0,0,0,1.28,0,0,0.23,41,1
0,0,0,0.62,0.62,0,0,0,0,0,0,0,0,0,1.285,101,1
0,0,0.74,3.34,0,0.37,0,0,0,0,0,0,0,0,0.878,58,1
0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.909,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543,6,1
1.18,0.19,0.98,0.98,0,1.38,0,0,0,0,0,0,0,0,0.765,76,1
0,1.16,0.77,1.93,0,0,0,0,0,0,0,0.38,0,0,0.198,332,1
0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0.121,43,1
0.22,0.44,0.88,0.44,0,0.44,0,0,0,0,0,0,0,0,0.563,1038,1
0,0,0.52,0.21,0.31,0.1,0,0,0,0,0,0.1,0,0,0.887,318,1
0,0,1.94,3.89,0,0,0,0,0,0,0,0,0,0,0.728,129,1
0.09,0,0.73,0,0,0.09,0,0,0,0,0,0.27,0,0,0.257,69,1
0.08,0.25,0.59,0.25,0.08,0.08,0,0,0,0,0,0.08,0.08,0,0.42,669,1
0,0,0.3,0.3,0.3,0.3,0,0,0,0,0,0.3,0,0,0,11,1
1.47,0,0,7.35,0,4.41,0,0,0,0,0,0,0,0,1.272,63,1
1.63,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0.759,16,1
0.74,0.37,1.12,0,0,0.37,0,0,0,0,0,0,0,0,0.061,57,1
0.17,0.08,0.6,0,0.17,0.08,0,0,0,0,0,0,0,0,0.099,48,1
0.5,0.13,0.7,0.27,0.43,0.6,0,0,0,0,0,0.06,0,0,0.456,129,1
0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0.291,8,1
0,0,1.09,0,0,0,0,0,0,0,0,0.27,0,0,0.472,93,1
0,0,1.04,1.04,0,0.52,0,0,0,0,0,0,0,0,0.539,47,1
0.38,0,0.66,0.23,0.38,0.38,0,0,0,0,0,0.03,0,0,0.36,122,1
0,0.1,0.21,0,0.21,0,0,0,0,0,0,0,0,0,0.033,14,1
0,0,2.27,0,0.75,0,0,0,0,0,0,0,0,0,2.249,404,1
0,0.08,0.71,0.88,0.44,0.35,0,0,0,0,0,0.26,0.08,0,0.353,54,1
0.86,0,0.43,0.86,0.86,0,0,0,0,0,0,0,0,0,1.765,159,1
0,0,0,0.65,2.61,0,0,0,0,0,0,0,0,0,1.154,78,1
0,0.17,0,0,0.17,0,0,0,0,0,0,0,0,0,0.278,58,1
0.87,0,1.37,0.32,0.54,0.84,0,0,0,0,0,0.07,0,0,0.639,117,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.09,0.57,0.19,0,0.19,0,0,0,0,0,0,0,0,0.088,50,1
0.27,0,0.27,1.08,0,0.54,0,0,0,0,0,0,0,0,0.451,64,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0.396,11,1
0,0,1.28,0,0,1.28,0,0,0,0,0,0,0,0,0,25,1
0.25,0,0,0,0.25,0.76,0,0,0,0,0,0,0,0,0.209,75,1
0,0,0.96,0,0.48,0,0,0,0,0,0,0,0,0,0.084,12,1
0.1,0.1,0.5,0.91,0.2,0.2,0,0,0,0,0,0,0,0,0.297,494,1
0.27,0,0.93,0.38,0.1,0.16,0,0,0,0,0,0,0,0,0.019,56,1
0,0.86,0.43,2.16,0,0,0,0,0,0,0,0,0,0,0.801,41,1
0.1,0,0.43,0.37,0.1,0,0,0.13,0,0,0,0,0,0.2,0.034,113,1
0,0.61,0,0,1.23,0,0,0,0,0,0,0,0,0,0.353,13,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.27,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0.136,30,1
0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0.662,131,1
0,0,0.59,5.91,2.95,0.59,0,0,0,0,0,0,0,0,0.293,15,1
0.09,0,1.57,0,0.09,0.09,0,0,0,0,0,0,0,0,5.84,54,1
0.31,0,0.62,0,0.2,0.72,0,0,0,0,0,0,0,0,0.548,685,1
0.49,0,0.98,1.12,0.7,0.7,0,0,0,0,0,0.14,0,0,0.768,94,1
0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0.174,7,1
0,0.73,0,0.73,0,0,0,0,0,0,0,0,0,0,0.875,12,1
0,1.94,0,2.91,3.88,1.94,0,0,0,0,0,0.97,0,0,0.52,26,1
0,0.45,0,2.75,0,0,0,0,0,0,0,0,0,0,2.077,338,1
0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0.462,22,1
0,0.21,0.21,0,0,0,0,0.42,0,0,0,0,0,0,0.031,183,1
0,1.04,1.04,2.08,0,0,0,0,0,0,0,1.04,0,0,0,65,1
0.12,0,0.85,0.24,0.24,0,0,0.98,0,0,0,0.12,0,0,0.042,69,1
0,1.43,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0.073,54,1
0.77,0,0.38,0.19,0.19,0.77,0,0,0,0,0,0,0,0,0.438,525,1
0.08,0,0.23,0.08,0.23,0,0,0,0,0,0,0,0,0,0.406,67,1
0.68,2.73,2.05,0,0,0.68,0,0,0,0,0,0,0,0,1.244,9,1
0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,1.096,107,1
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0.873,12,1
0.09,0,0.82,0,0,0.09,0,0,0,0,0,0.27,0,0,0.246,69,1
0.17,0.08,0.6,0,0.17,0.08,0,0,0,0,0,0,0,0,0.088,48,1
0,0,0,0.9,0,0,0,0,0,0,0,0.9,0,0,0.17,41,1
0,0,1.39,0.27,0,0.55,0,0,0,0,0,0,0,0,0.273,48,1
0,0.34,0,0.68,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,1.05,0,0.52,0,0,0,0,0.52,0,0,0,0,0.095,60,1
0,0.16,0.33,0,0,0.16,0,0,0,0,0,0.16,0,0,0.076,32,1
0.43,0.06,0.69,0.15,0.25,0.56,0,0,0,0,0,0.06,0,0,0.345,178,1
0,0.45,0.9,1.81,0,0,0,0,0,0,0,0.45,0,0,0.64,71,1
0,0.48,0.96,0.48,0.96,0,0,0,0,0,0,0.48,0,0,0.486,78,1
0,0.39,0.79,0,1.58,0,0,0,0,0,0,0,0,0,0.705,13,1
0,0,0.68,0.22,0,0,0,0,0,0,0,0.22,0,0,0.199,83,1
0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0.043,14,1
0,0,1.79,0.11,0.22,0,0.11,0,0,0,0,0,0,0,0.056,53,1
0,0.08,0.69,0.86,0.6,0.26,0,0,0,0,0,0.26,0.08,0,0.444,54,1
0,0,0.65,0,0,1.31,0,0,0,0,0,0,0,0,0.816,43,1
0,0.68,1.36,0,0.68,0,0,0,0,0,0,0,0,0,0,68,1
0,0,1.31,0,0,1.31,0,0,0,0,0,0,0,0,0,25,1
0.08,0.25,0.59,0.25,0.08,0.08,0,0,0,0,0,0.08,0.08,0,0.394,669,1
0,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0.065,89,1
0.33,0.67,0.67,0,0.67,0,0,0,0,0,0,0,0,0,0,6,1
0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0.396,149,1
0.39,0,0.39,0,1.17,1.56,0,0,0,0,0,0,0,0,0.261,19,1
0,0,1.72,0,0.19,0,0,0,0,0,0,0,0,0,0.349,105,1
0,0,0,0.17,0.17,0,0,0,0,0,0,0.34,0,0,0,11,1
0,1.09,0.54,0.54,3.29,0,0,0,0,0,0,0,0,0,1.045,140,1
0,0,0,1.05,1.05,0,0,0,0,0,0,1.05,0,0,0.365,28,1
0,0.9,0.45,0,0,0,0,0,0,0,0,0,0,0,0.82,12,1
0,0,1.28,0.96,0,0,0,0,0,0,0,0,0,0,0.164,4,1
0.54,0,1.11,0.19,0.43,0.57,0,0,0,0,0,0.05,0,0,0.268,195,1
0,1.12,2.25,2.25,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0.64,0.32,0.32,0.32,0.32,0,0,0,0,0,0.64,0,0,0,19,1
0,0.08,0.69,0.86,0.34,0.34,0,0.08,0,0,0,0.08,0.08,0,0.358,54,1
0,0.14,0,0,0,0,0,0,0,0,0,0.28,0,0,0.269,74,1
0,1.65,0,2.47,0,0,0,0,0,0,0,0.41,0,0,0.199,226,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.111,7,1
0.36,0,1.27,1.18,0.27,0.27,0,0.09,0,0,0,0,0,0,0.611,127,1
0,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0.072,45,1
0.1,0.2,0.62,0,0.2,0.2,0,0,0,0,0,0,0,0,0.334,689,1
0,0,0.44,0,0,0,0.44,0,0,0,0,0,0,0,0.291,3,1
0.09,0.09,0.48,0.87,0.19,0.19,0,0,0,0,0,0,0,0,0.31,494,1
0.84,1.69,0.84,10.16,0.84,0.84,0,0,0,0,0,0,0,0,1.113,418,1
0,0,0.57,0,0,0,0,0.85,0,0.57,0,0,0.57,0,0,33,1
0.17,0.08,0.6,0,0.17,0.08,0,0,0,0,0,0,0,0,0.095,48,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,26,1
0.12,0,0.85,0.24,0.24,0,0,0.98,0,0,0,0.12,0,0,0.041,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,10,1
0.08,0.25,0.59,0.25,0.08,0.08,0,0,0,0,0,0.08,0.08,0,0.403,669,1
0,0.7,0.47,1.65,0.7,0.23,0,0.23,0,0,0,0.23,0,0,1.362,111,1
0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,3.768,29,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0.628,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784,39,1
0,0,1.9,0.23,0,0,0,0,0,0,0,0,0,0,1.018,97,1
0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,57,1
0.17,0.05,0.52,0,0.69,0.05,0,0,0,0,0,0,0,0,0.02,12,1
0.05,0,0.3,0,0,0.2,0.05,0,0,0,0,0.05,0,0,0.054,96,1
0,0.15,0,0.92,0,0,0,0,0,0,0,0,0,0,0.732,45,1
0,0,0.67,0,0,0,0,0,0,0,0,0.33,0.33,0,0.112,19,1
0,0,0.27,0.27,0.54,0.54,0,0,0,0,0,0,0,0,0.085,20,1
0.8,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,1.566,22,1
0,0,0.58,1.16,0,0,0,0,0,0,0,0,0,0,0.667,5,1
0,0.85,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0.819,42,1
0.54,1.08,0.54,0.54,0.54,0,0,0,0,0,0,0.54,0,0,1.216,68,1
0.47,0,2.35,0.47,0,0,0,0,0,0,0,0,0,0,1.68,636,1
0,0,1.31,0,0,1.31,0,0,0,0,0,0,0,0,0,25,1
0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.433,16,1
0.6,0,2.53,0.6,0.24,0.96,0,0,0,0,0,0.12,0,0,0.102,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,12,1
0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,12,1
0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0.232,12,1
0.77,0,0.38,0.19,0.19,0.77,0,0,0,0,0,0,0,0,0.438,525,1
0.82,0.82,0.82,0,0.41,0,0,0,0,0,0,0,0,0.41,0.513,44,1
0,0,0.72,0.36,0.36,0,0,0,0,0,0,0.36,0,0,1.203,393,1
0.18,0,0.55,0,0.73,0.06,0,0,0,0,0,0,0,0,0.01,12,1
0,0,0,0.41,0,0,0,0.41,0,0,0,0,0,0,0.312,8,1
0,0,1.31,0,0,1.31,0,0,0,0,0,0,0,0,0,25,1
0,0,0,0.89,0,0,0,0,0,0,0,0.89,0,0,1.129,10,1
0.68,0.51,0.51,0.34,0.17,0,0,0,0,0,0,0.34,0,0,0.126,40,1
0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0.432,19,1
0,0.51,0,0,1.03,0,0,0,0,0,0,0,0,0,0.18,17,1
0.05,0,0.3,0,0,0.2,0.05,0,0,0,0,0.05,0,0,0.054,96,1
0,0,0,0.71,0,0,0,0,0,0,0,0.71,0,0,1.094,16,1
