@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R9,16,22-23,25,27,31,34,39-40,43,46,49-52,54-56,58'

@attribute Word_freq_order numeric
@attribute Word_freq_free numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0.969,0,2.179,18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754,0,1,1,1
0.08,0,0,0.34,0,0,0,0,0,0,0,0,0,0.081,0.027,0.095,0,4.07,48,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,29.125,223,1
0.15,0.05,0,0.37,0,0,0,0,0,0.02,0.02,0,0.011,0.022,0,0,0,1.423,20,1
0,0.68,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.366,0,1.895,12,1
0,0.85,5.55,0,0,0,0,0,0,0,0,0,0,0.082,0,0,0.248,7.17,42,1
1.17,0.14,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0.204,0.102,2.962,73,1
0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0.531,0,2.9,28,1
0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0.718,0,3.718,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0.153,0,3.317,11,1
0.59,0.25,0,0.85,0,0,0,0,0,0.08,0.17,0.08,0,0.063,0,0.42,0.012,7.497,669,1
0.76,0.38,0,0.44,0,0,0,0,0,0.12,0.06,0,0,0.085,0.053,0.429,0.064,3.664,45,1
0.67,0.08,0,1.1,0,0,0,0,0,0.16,0.16,0.08,0.012,0.101,0,0.356,0.012,11.32,669,1
0,0.55,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0.524,0,1.229,7,1
0,0.12,0,0,0,0,0,0,0,0.12,0,0,0,0.018,0,0.34,0.018,5.634,158,1
0,0.43,0.43,0.43,0,0,0,0,0,0,0,0,0,0.072,0,0.577,0,6.274,90,1
0.16,0,0,0,0,0,0,0,0,0.16,0,0,0,0.218,0,1.118,0,4.928,63,1
0,0,0,0.76,0,0,0,0,0,0.5,0,0,0,0.074,0,0.412,0,2.441,19,1
0.31,0.94,0,0,0,0,0,0,1.88,0,0,0,0,0.75,0,0.89,0.046,12.382,138,1
0,0,0,1.08,0,0,0,0,0,0,0,0,0,0.194,0,0,0,3.6,16,1
0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0.341,0,7.273,103,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448,0,2.666,11,1
0,0,0,0.05,1.16,0,0,0,0,0,0,0,0.283,0.107,0,0,0,1.864,32,1
0.2,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.611,0.049,3.794,69,1
1.03,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0.153,0.102,2.686,73,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,1.594,11,1
0.2,0.41,0,0.2,0,0,0,0,0,0,0,0,0,0.099,0,1.689,0,4.913,102,1
0,2.04,0,0,0,0,0,0,0,0,0,0,0,0.161,0,0.215,3.879,6.978,56,1
0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.111,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.695,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.126,0,0,0,27.479,772,1
0.7,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,2.438,20,1
0.11,0,0,0.55,0,0,0,0,0,0,0,0,0,0.155,0,0.034,0,1.961,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,3.333,0,2.551,12,1
0,1.24,0.62,0.62,0,0,0,0,0,0,0,0,0,0.107,0,0.321,0.107,3.846,30,1
0,0.45,0,0.45,0,0,0,0,0,0,0,0,0,0,0,2.115,0,2.651,14,1
0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0.477,0,4.273,121,1
0,0.66,0,0.66,0,0,0,0,0.66,0,0,0,0,0.116,0,0.406,0.348,6.932,43,1
0,2.59,1.29,2.59,0,0,0,0,0,0,0,0,0,0.439,0,1.098,0.439,3.571,36,1
1.41,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.26,0.991,0.032,3.173,56,1
0,0,0,0,0,0,0,0.07,0.02,0,0,0,0,0.116,0.021,0.034,0,16.587,154,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0.061,0,1.456,13,1
0,0.82,0,0.49,0,0,0,0,0,0,0,0,0,0.024,0.074,0.248,0.049,6.161,350,1
0,0,0,0.52,0,0,0,0,0,0,0,0,0.027,0.184,0,0.406,0.036,4.829,116,1
0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0.128,0,1.779,11,1
1.41,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.265,0.977,0.033,3.16,56,1
0,0,0,3.38,0,0,0,0,0,0,0,0,0.097,0.097,1.171,0.244,0,26.405,363,1
0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,2.021,10,1
0.31,0,0,0.31,0,0,0,0,0,0,0,0,0,0.103,0,0.206,0,4.171,76,1
0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,3.745,54,1
0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,1.94,12,1
0,0,0,0.75,0,0,0,0,0,0.5,0,0,0,0.078,0,0.432,0,2.375,19,1
0,0,0,0.13,0,0,0,0,0,0,0,0,0.012,0.038,0,0.41,0.115,4.754,268,1
0,0.89,0,0,0,0,0,0,0,0.89,0,0,0,0,0,1.129,0,1.826,10,1
1.38,0.98,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0.766,0.026,6.652,76,1
0,0,0.31,0,0,0,0,0,0,0.31,0,0,0,0.183,0,0.61,0.122,9.218,51,1
0.54,0.25,0,0.39,0,0,0,0,0,0,0,0,0.011,0.077,0,0.458,0.113,6.601,266,1
1.04,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.131,0.018,4.47,74,1
0,0.47,0,0,0,0,0,0,0,0,0,0,0,0.253,0,1.687,0.084,57.076,634,1
0,0,0,1.59,0,0,0,0,0.53,0.53,0,0,0,0.191,0,0.095,0,5.038,60,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0.016,0,24.375,135,1
1.04,0,0,1.14,0,0,0,0,0,0,0.2,0,0.095,0.143,0,0.334,0.031,7.439,689,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701,0,1.434,6,1
0.54,0.21,0,0.51,0,0,0,0,0,0,0,0,0.012,0.08,0,0.454,0.136,6.59,739,1
0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,1.008,0,589,1177,1
0,2.75,0,0,0,0,0,0,0,0,0,0,0.134,0,0,2.077,0.134,12.176,338,1
0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.676,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0,2.315,12,1
0,0.27,10.38,0,0,0,0,0,0,0,0,0,0.333,0.047,0.095,0.142,0.381,2.353,13,1
1.3,1.95,2.93,0.16,0,0,0,0,0,0,0,0,0.673,0.35,0.053,0.134,0.026,5.216,57,1
0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.148,9.266,332,1
0,0.44,0,0.44,0,0,0,0,0,0,0,0,0,0.068,0,0.482,0,6.77,78,1
0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0.567,0,2.9,28,1
0,1.61,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0.804,0,2.466,17,1
1.42,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.264,0.976,0.033,3.186,56,1
0,1.47,0,0,0,0,0,0,0,0,0,0,0,0.338,0,0.508,0.169,10.625,140,1
0.57,0.17,0,0,0,0,0,0,0,0,0,0,0.019,0.099,0,0.099,0.009,4.881,95,1
0,0.08,0,0.16,0,0,0,0,0,0,0,0,0.344,0.068,0,0.55,0.151,15.547,339,1
0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0.48,0,3.166,19,1
0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.233,9.5,84,1
0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0.072,1.083,7.857,45,1
0.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0.143,0.047,0.191,0,2.041,31,1
0.37,0.51,0,0.27,0,0,0,0,0,0.03,0,0,0.011,0.041,0.071,0.379,0,3.341,181,1
0.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0.142,0.047,0.19,0,2.03,31,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347,0,3,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0,5,15,1
0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.061,0,4.727,57,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1
0,0.81,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0.706,0,8.411,55,1
0,0,0,0.48,0,0,0,0,0,0,0,0,0,0.083,0,0.502,0,5.488,80,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0.464,0,1.392,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.251,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0,0.776,0,10.375,168,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,0.729,0,7.781,32,1
0,0,0,2.2,0,0,0,0,0,0,0,0,0.222,0,0,0.444,0,2.413,16,1
0.8,0.1,0,0.6,0,0,0,0,0,0,0.2,0.1,0,0.11,0,0.49,0.015,8.55,669,1
0,1.05,0,0.52,0,0,0,0,0,0,0,0,0,0,0.091,1.276,0.091,3.062,19,1
0.8,0,0,0.1,0,0,0,0,0,0,0.2,0,0,0.175,0,0.307,0.014,6.937,669,1
0,0.65,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0.233,0,2.5,23,1
1.38,0.98,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0.765,0.026,6.652,76,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,2.777,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,4.333,13,1
0.2,0.91,0,0.4,0,0,0,0,0,0,0,0,0,0.096,0,0.336,0,6.758,494,1
0.32,0,0,0,0,0,0,0,0,0.32,0,0,0,0.16,0,1.178,0,3.613,63,1
0,1.85,0,1.85,0,0,0,0,0,0,0,0,0,0.291,0,3.79,0,4.833,29,1
0,1.12,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.563,0.033,3.106,34,1
0,0.67,0,0,0,0,0,0,0,0.33,0,0,0,0.161,0,0.053,0.053,2.036,12,1
0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.046,2.228,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379,7,1
0,0.26,17.1,0,0,0,0,0,0,0,0,0,0.462,0.084,0.084,0.378,1.051,13.82,104,1
0,0,0,0.77,0,0,0,0,0,0.51,0,0,0,0.079,0,0.514,0,2.441,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0.171,0,3.809,24,1
0,0,0,0.17,3.37,0,0,0,0.17,0,0,0,0.108,0.216,0.061,0.046,0,4.259,85,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0,1.612,10,1
0,0.4,0,0,0,0,0,0,0,0.1,0,0,0.017,0.159,0,0.53,0.123,9.781,84,1
0,6.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.443,0,3.782,32,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0.609,0,1.524,0.304,1,1,1
0.31,1.25,0,0.94,0,0,0,0,0,0,0,0,0,0.145,0.048,0.485,0.097,3.322,61,1
0,0.38,0,0.21,0,0,0,0,0,0,0,0,0.068,0.029,0,0.019,0.009,3.389,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0,0,0,3.39,45,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.413,0,4.047,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0.163,0.489,0,0.326,0,2.3,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0.067,0,1.863,14,1
1.04,0.29,0,1.48,0,0,0,0,0,0.29,0,0,0,0.084,0,0.105,0.021,10.817,887,1
0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,4,1
0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,4.947,24,1
0,0.62,1.87,0,0,0,0,0,0,0,0,0,0,0.075,0,1.285,0.226,6.722,101,1
0,0,0,0,0,0,0,0,0,0,0,0.36,0.21,0.21,0,0,0,1.866,22,1
0,1.61,1.61,0,0,0,0,0,0,0,0,0,0.714,0,0,0.238,0,4.333,11,1
0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0.446,10.366,64,1
0.16,0,0,0,0,0,0,0,0,0.08,0,0,0,0.045,0,0.36,0,1.42,10,1
0,4.27,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0.881,0,5,17,1
0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.031,71,1
1.15,0.19,0,1.35,0,0,0,0,0,0,0,0,0.027,0.027,0,0.438,0.054,14.619,525,1
0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,1.627,0.465,2.591,31,1
0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3.076,0,1.428,4,1
0,1.46,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0.606,0.043,3.591,37,1
0,0,0,0.21,0,0,0,0,0,0,0,0,0,0.101,0,0.05,0.253,7.887,126,1
0,0,0,0,0,0,0,0,0.53,0,0,0,0,0.087,0,0,0,4.786,152,1
0.23,0.87,0,0.39,0,0,0,0,0,0.31,0,0.02,0.03,0.083,0,0.538,0.07,5.108,116,1
0,0,0,0,0,0,0,0,0,0,0,1.47,0,0.364,0,0,0,3.23,38,1
0,0.47,0,0,0,0,0,0,0.47,0,0,0.94,0,0.332,0,0,0,1.518,15,1
0,0.58,0,0.58,0,0,0,0,0.34,0,0,0,0,0.125,0,0.733,0.335,8.192,326,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,2.055,22,1
0.53,0.88,0,0.08,0,0,0,0,0,0,0,0.08,0.098,0.226,0,0.353,0.113,3.591,54,1
0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333,11,1
0,0.44,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,1.841,10,1
0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,2.687,12,1
0,1.44,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0.543,0,2.157,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,2.875,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0,0.785,0,4.333,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.525,0.225,0,4.906,39,1
0.48,0,0,4.32,0,0,0,0,0,0,0,0.48,0,0.061,0,0.43,0,25.964,305,1
0,1.35,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0.329,1.41,44.72,252,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,1.8,12,1
0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,3.588,0,2.516,17,1
0,0.51,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0.6,0,1.447,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0,0.149,0,1.04,2,0
0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.115,0,0.115,0,3.388,28,0
0,0,0,0,0,1.27,0,0.63,0,0,0,0,0,0.218,0,0,0,2.215,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,1.437,3,0
0,0,0,0,0,1.21,0,0,0,0,0,0,0,0.211,0,0.211,0,1,1,0
0,0,0,0,5.12,0,0,0,0,0,0,0,0,0.196,0,0,0,1.952,10,0
0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,1.426,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,0,1.375,4,0
0,0,0,0,0.75,0,0,0,0,0,0,0.5,0,0.153,0,0,0,1.958,26,0
0,0,0,0,2.89,0,0,0,0.48,0,0.48,0,0,0.371,0.074,0.074,0,2.534,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,3,0
0,0,0,0,4,0,2,0,0,0,0,0,0,0.18,0,0,0,1.611,10,0
0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.269,0.269,0,0,2.27,16,0
0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0,7.588,66,0
0,0,0,0,2.45,0,0,0,0,0,0,0,0.12,0.12,0,0,0,2.473,11,0
0,0,0,0,5.37,0,1.07,0,0,0,1.07,0,0,0.388,0.194,0,0.194,2.666,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,6,0
0,0,0,0,3.06,0.51,0.51,0.51,0.51,0.51,0,0,0.158,0.553,0,0,0,4,37,0
0.29,0,0,0,0,0,0.29,0,0,0,0,0,0,0.156,0.031,0.376,0.125,3.338,157,0
0,0,0,0,1.61,0,0,0,0,0,0,0,0,0.294,0,0,0,1.25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.417,0,0.139,0,1.411,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,1.392,4,0
0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,1.25,2,0
0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,3.714,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583,8,0
0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,4.333,11,0
0,0,0,0.36,3.48,0,0.09,0,0,0,0,0,0.012,0.1,0,0,0,2.188,22,0
0,0,0,0,2.03,0,0.22,0,0,0,0,0,0,0.072,0,0.072,0.036,3.242,38,0
0,0,0,0,1.72,0,0,0,0,0,0,0,0,0.588,0,0.294,0,3.714,11,0
0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.088,0,0,0,1.607,4,0
0,0,0,0,2.54,0,0,0,0.84,0,0,0,0,0.123,0,0.123,0.371,5.515,34,0
0.78,0.78,0,0,0.78,0,0,0,0,0,0,0,0,0.544,0,0,0,2.62,11,0
0,0,0,0,3.7,1.85,1.85,1.85,0,1.85,0,0,0,0.6,0,0,0,2.526,11,0
0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,1.798,0,2.615,13,0
0,0,0,0,0.3,0,0,0,0,0,0,0.2,0,0.141,0,0,0,1.997,87,0
0,0,0,0,1.83,0,0.91,0,0,0,0,0,0,0.232,0,0.116,0,1.619,10,0
0,0,0,0,1.17,1.17,0.58,0.58,0.58,0.58,0.58,0,0,0.301,0,0,0,1.76,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2,0
0,0,0,0,0.42,0,0,0,0,0,0,0,0,0.374,0,0,0,1.772,18,0
0,0,0,0,0,0,3.26,0,1.3,0,0,0,0,0,0,0,0.657,3.041,14,0
0,0,0,0,0.44,1.12,0.22,0.22,0,0.22,0.22,0.44,0.033,0.169,0.033,0.033,0,2.28,12,0
0.09,0.09,0,0.09,1.57,0,0.19,0,0.29,0.09,0,0,0,0.096,0.027,0.068,0,2.059,25,0
0,0,0,0,0,1.66,0,0,0,0,0,0,0,0.884,0,0,0.294,3.368,7,0
0,0,0,0,1.56,0.93,0.15,0.15,0.31,0.15,0.31,0,0.078,0.235,0.052,0,0,1.945,12,0
0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,0
0,0,0,0,3.34,0.47,0.15,0.15,0.47,0.15,0.31,0,0.149,0.199,0.049,0.174,0,4.026,100,0
0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.179,0,0.089,0,2.204,10,0
1.12,0,0,0,0.62,0.12,0,0,0,0,0,0,0.12,0.189,0.034,0,0,3.302,41,0
1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955,0,1.5,5,0
0,0,0,0,0,0,0,0,2.02,0,1.01,1.01,0,0,0.188,0.376,0,2.31,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.68,0,2.9,18,0
0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.14,0,0,3.472,28,0
0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,1.76,1.76,0.58,0.58,0.58,0.58,0.58,0,0,0.414,0,0.103,0,2,12,0
0.76,0,0,0,0.5,0.08,0,0,0,0,0,0,0.148,0.136,0.045,0,0,3.995,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,23,0
0,0,0,0,4,0,0,0,0,0,0,0,0.211,0,0,0.211,0,1.38,4,0
0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,1.562,5,0
0,1.26,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,1.285,5,0
0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.124,0,0.207,0,10.409,343,0
0,0,0,0,3.84,0.38,0.38,0.38,0,0.38,0.38,0,0,0.163,0.054,0,0,2.297,17,0
0,0,0,0,0.79,0,0,0,0,0,0,0,0,0.149,0,0.149,0,1.482,10,0
0,0,0,0.41,2.79,0,0,0,0,0,0,0,0.071,0.143,0,0,0,2.662,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,3,0
0,0,0,0,0.68,0,0,0,0,0,0,0,0.048,0,0,0,0,2.147,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,99,0
0,0,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.22,0,0,0,13.562,351,0
0,0,0,0,0,0.65,0,0,0,0,0,0,0.108,0.108,0,0,0,1.924,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0,0,0,2.187,14,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,9.52,4.76,4.76,4.76,0,4.76,0,0,0,1.257,0,0,0,3.333,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0,0,0,1.6,4,0
0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,1.769,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
0,0,0,0,0.9,0,0,0,0.9,0,0,0,0,1.208,0,0,0,5.111,58,0
1.17,0,0,0,0,2.35,0,0,0,0,0,0,0.376,0,0,0,0,2.925,16,0
0.44,1.33,0,0,3.34,0.66,0.22,0.22,0,0.22,0.22,0,0.148,0.372,0.111,0.372,0,3.425,42,0
0,0,0,0,3.1,0,0,0,0.62,0,0,0,0,0.166,0,0.333,0,4.255,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.369,0,0,0,1.25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0,1.7,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,1.166,4,0
0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,1.536,8,0
0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0.349,0,1.47,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1.2,0,0.163,0,0,0,1.153,3,0
0,0,0,0,1.12,0,0,0,0,0,0,0,0,0.326,0,0,0,4.689,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0,0,0,1.181,3,0
