@relation spambase

@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Spam {1,0}

@data
0,1.14,0,0,0,0.38,0,0,0,0,0,0,0,0,0,1.005,0.059,0,1
0,0,0,0.62,0.31,1.87,0,0.62,0,0,0,0,0,0,0,0.548,0.199,0.033,1
0,0,0,1.38,0,2.77,0,1.38,0,0,0,0.46,0,0,0,0.081,0.816,0,1
0,1.21,0.6,0.6,0,3.65,0,0,0,0,1.21,0,0,0,0,0.101,0.304,0,1
0,1.3,0.98,0.81,0,0.98,0,0,0,0.16,0,0.16,0,0,0,0.179,0.673,0,1
0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.939,0,0,1
0,0.43,0.86,0.43,0,1.29,0,0,0,0,0,0,0,0,0,0.915,0,0,1
0,0.34,0,0.68,0,1.72,0,0,0,0,0,0,0,0,0,0.718,0,0,1
0,0.23,0.05,0.82,0,1.53,0,0.23,0,0,0,0,0,0,0,0.102,0.259,0,1
0,1.48,1.48,0.74,0.74,2.22,0,0,0,0,0,0,0,0,0,0.108,0,0,1
0,1.13,0.56,1.13,0,2.84,0,0.56,0,0,0,0,0,0,0,0.768,0,0,1
0,0,0,0,0,3.87,0,0,0,0,0,0,0,0,0,1.116,0.111,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1.96,0,0,1.96,0,0,0,0,0,0.1,0,1
0,0.41,0,0.41,0,2.08,0,0,0,0,0,0,0,0,0,0.75,0,0,1
0,2.23,0.55,0.55,0.55,3.91,0,0,0,0,0,0,0,0,0,1.208,0.345,0,1
0,0.47,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.84,0,2.95,0,0.84,0,0,0,0,0,0,0,0.6,0.3,0,1
0,1.1,2.2,0.55,0,3.31,0,0,0,0,0,0,0,0,0,0.496,0,0.082,1
0,0.39,0,0.78,0,1.18,0,0,0,0,0,0,0,0,0,0.843,0.129,0.064,1
0.21,0.21,0.1,0.31,0,0.63,0,0.21,0,0.63,0,0,0,0,0,0.05,0.609,0.253,1
0,0,0,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.65,0.66,0.99,0,2.81,0,0.49,0,0,0,0,0,0,0,0.248,0.049,0.049,1
0,0.41,0,0,0,1.66,3.75,0,0,0,0,0,0,0,0,0,0,0.676,1
0,0.75,0.5,0.25,1.51,2.02,0,0.75,0,0,0,0.5,0,0,0,0.432,0.432,0,1
0,0,0,0.84,0,2.95,0,0.84,0,0,0,0,0,0,0,0.6,0.3,0,1
0,0.15,0.46,0.62,0.15,2.63,0,0,0,0,0,0,0,0,0,0.123,0,0,1
0,0.8,0.5,0.7,0.3,1.31,0,0.6,0,0,0,0,0,0.2,0.1,0.49,0.158,0.015,1
0,0.22,0,1.35,0,1.57,0,0.22,0,0,0,0,0,0,0,1.599,0.148,0,1
0,0,0,0.85,0,3.41,0,0,0,0,0,0,0,0,0,0.881,0,0,1
0,0.8,0.26,0.53,0.53,2.15,0,0,0,0,0,0,0,0,0,0,0.04,0,1
0.58,0.58,0,1.17,0,4.11,0,0,0,0,0,0,0,0,0,0.197,0,0,1
0,0,0,0,0,1.3,0,0,0,0,0,0.65,0,0,0,1.154,0.524,0,1
0,0.65,0,0.65,0,5.26,0,0,0,0,0,0.65,0,0,0,0.816,0.068,0,1
0,1.13,0,0.72,0.56,4.6,0,0,0,0,0,0,0,0,0,0.337,0.054,0,1
0,1.28,0,0,0,2.56,0,1.28,0,0,0,0,0,0,0,0.724,0,0,1
0,0,0,0,0,2.59,0,0.64,0,0,0.64,0,0,0,0,0.662,0,0,1
0.57,0,0,0,0.28,2.89,0,0,0,0,0,0,0,0,0,1.385,0,0.046,1
0,0,0,0.41,0,3.73,0,0,0,0,0,0,0,0,0,0.461,0.527,0,1
0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809,0,0,1
0,0,2.1,1.05,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.03,0,3.62,0,0,0,0,0,0,0,0,0,0.176,0.176,0,1
0,0,0,2.08,0,4.16,0,0,0,0,0,0,0,0,0,0.367,0.073,0.073,1
0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0.145,0.291,0,1
0,0,1.04,1.04,0,3.66,0,0,0,0,0,0,0,0,0,0.615,0.061,0.061,1
0,0.22,0.11,0.33,0.33,0,0,0.55,0,0,0,0,0,0,0,0.034,0.12,0,1
0,0.05,0.05,0.96,0.57,3.21,0,1.01,0,0,0,0,0,0,0,0.346,0.793,0.159,1
0,2.29,0,1.14,0,3.44,0,0,0,0,0,0,0,0,0,1.939,0,0,1
0,0.68,0.68,0,0,3.42,0,0,0,0,0,0,0,0,0,0.048,0.048,0,1
0,0,1.58,0,1.58,1.58,0,0,0,0,0,0,0,0,0,0.558,0.279,0,1
0,0,2.22,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0.439,0,1
0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.174,0,0,1
0,0.89,0,1.33,0,4.46,0,0,0,0,0,0,0,0,0,1.083,0.144,0.072,1
0,1.23,0,0.3,0,1.85,0,0,0,0,0,0.46,0,0,0,0.615,0.025,0,1
0,0.14,0,0.04,0.14,1.6,9.53,0.69,0,0.04,0,0,0,0,0,0.356,0.09,0.011,1
0,1.89,0,0.81,0,3.51,0,0,0,0,0,0,0,0,0,0,0.091,0,1
0,1.34,0.44,0,0,2.24,0,0.44,0,0,0,0,0,0,0,0.482,0.896,0,1
0,0,0,2.07,0,2.45,0,0,0,0,0,0,0,0,0,0.241,0.107,0,1
0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,2.205,0,0,1
0,0.65,0.32,0.32,0.32,2.28,0,0,0,0,0,0,0,0,0,0,0.166,0,1
0,0.77,0.51,0.25,1.54,1.8,0,0.77,0,0,0,0.51,0,0,0,0.514,0.434,0,1
0,0.75,0,2.25,0,0.75,0,0,0,0,0,0,0,0,0,2.224,1.223,0,1
0,1.33,0.33,0.33,0,1,0,0,0,0,0,0,0,0,0,0.372,0.159,0,1
0,0.22,0,0.88,0.66,2.87,0,0,0,0,0,0.44,0,0,0,0.659,0.114,0.028,1
0,1.05,1.05,0,0,3.15,0,2.1,0,0,0,0,0,0,0,0.176,0.176,0,1
0,1.63,0,0.65,0.4,3.68,0,1.14,0,0,0,0,0,0.08,0,0,0.232,0,1
0,0.02,0.02,0.34,0.42,3.95,0,0.39,0,0,0,0.31,0,0,0.02,0.538,0.145,0.07,1
0,1.3,0.98,0.81,0,0.98,0,0,0,0.16,0,0.16,0,0,0,0.179,0.674,0,1
0,0.43,0,0,0,0.21,6.75,0,0,0,0,0,0,0,0,0.146,0.146,0.183,1
0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.52,1.56,0.077,0,0,1
0,0.14,0.03,0.7,0.56,3.19,0,0.38,0,0,0,0,0,0,0,0.453,0.543,0.119,1
0,0,0,1.28,0,1.28,0,0,0,0,0,0,0,0,0,0,0.204,0,1
0,0.65,0.21,0.87,0,3.71,0.65,0,0,0,0,0,0,0,0,0.96,0.128,0.128,1
0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,5.844,0,0,1
0,0.2,0,1.25,0,4.6,1.67,0.62,0,0,0,0,0,0,0,0.345,0.345,0.306,1
0,0,0.86,0,0,3.47,0,0,0,0,0,0,0,0,0,0.457,0,0,1
0,0,0,0.35,0,2.12,0,0.35,0,0,0,0,0,0,0,0.353,0,0,1
0,0,0.34,0.34,0,0.68,0,0,0,0,0,0.34,0,0,0,0.224,0.056,0,1
0,1.44,0,1.86,0.2,2.69,0,0,0,0,0,0,0,0,0,0.996,0.106,0,1
0,0,0,1.56,0,3.12,0,0.78,0,0,0,0,0,0,0,0.889,0,0,1
0,5,0,0,0,2.14,0,0,0,0,0,0,0,0,0,1.417,0,0,1
0,1.29,0,0,0,2.58,0,0,0,0,0,0,0,0,0,2.354,0,0,1
0,0,0,0.25,1.03,1.93,0.12,0.12,0,0,0,0.12,0,0,0,1.082,0.299,0.092,1
0,0.65,0.32,0.32,0.32,2.28,0,0,0,0,0,0,0,0,0,0,0.157,0,1
0,0.61,0.4,0.5,0,2.23,0,0,0,0,0,0,0,0,0,0.976,0.397,0.033,1
0,1.17,0,0.39,0,1.56,0,0,0,0,0,0,0,0,0,0,0.094,0,1
0,0.31,0,0.62,0,3.14,0,0.94,0,0,0,0,0,0,0,0.39,0.438,0.097,1
0,0.76,0.76,0.25,1.53,1.53,0,0.76,0,0,0,0.51,0,0,0,0.458,0.499,0,1
0,0,0.67,0,0,3.37,0,0,0,0,0,0,0,0,0,0.286,0,0,1
0,0.81,0.81,0,0,1.22,0.81,0,0,0,0,0,0,0,0,0,0.123,0.185,1
0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.15,0,1.72,0,4.03,0,0.38,0,0,0,0.19,0,0,0,0.349,0,0,1
0,0.29,0.14,0,0.14,0.58,0,0,0,0,0,0.14,0,0,0,0.865,0.023,0.046,1
0,1.11,2.23,0.55,0,3.35,0,0,0,0,0,0,0,0,0,0.479,0,0.079,1
0,0.85,0.25,0.59,0.17,1.61,0,0.85,0,0,0,0.08,0,0.17,0.08,0.394,0.114,0.012,1
0,0.43,0.08,0.34,0.17,2.76,0,0.17,0,0,0,0.43,0,0,0.08,0.308,0.067,0.026,1
0,0.46,0,2.31,0,1.85,0,0,0,0,0,0,0,0,0,1.663,0.249,0.083,1
0,0.39,0,1.57,0.19,3.75,0,0,0,0,0,0,0,0,0,5.84,1.311,0,1
0,0.87,0.87,0.43,0,4.38,0,1.31,0,0,0,0,0,0,0,1.021,0.218,0,1
0.19,1.16,0,0,0,0.19,0,0,0.19,0,0,0,0,0,0,0,1.121,0,1
0,0,0.19,0.98,0,2.56,0,0,0,0,0,0,0,0,0,0.749,0.31,0.025,1
0,0,0.66,1.32,0,2.64,0,0.66,0,0,0,0,0,0,0,0.406,0.464,0.348,1
0,0.64,0.64,0.32,0.32,2.27,0,0,0,0,0,0,0,0,0,0,0.156,0,1
0,0,2,0.5,0,3,0,0.5,0,0,0,0,0,0,0,0.445,0.979,0,1
0,0,0.31,0.31,0,0.31,0,0,0,0.31,0,0,0,0,0,0.89,0.046,0.046,1
0,0,0.25,0.51,0,1.55,0,0,0,0,1.29,0,0,0,0,0.161,0.161,0.04,1
0,0,2.1,1.05,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.45,0,0.11,0.22,3.07,0,1.82,0,0,0,0.11,0,0,0,0.388,0.236,0.016,1
0,0.34,0.17,0,0.17,0.34,0,0,0,0,0,0,0,0,0,0.315,0,0.026,1
0,0.32,0,0.65,0,2.61,0,0,0,0,0,0,0,0,0,0.477,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,1
0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0.536,0,0,1
0.42,0.42,0.85,0.42,0,3.41,0,0,0,0,0,0,0,0,0,0.819,0,0,1
0,0,0,1.16,0,4.06,0,0,0,0,0,0,0,0,0,0.192,0,0.096,1
0,0,0,0,0,4.31,0,0.86,0,0,0,0,0,0,0,0.928,0.154,0.154,1
0,0.75,0,2.27,0,0.75,0,0,0,0,0,0,0,0,0,2.249,1.237,0,1
0,0.74,0,0,0,6.71,0,0,0,0,0,0,0,0,0,0.99,0,0,1
0,0.45,0,0.45,0,1.36,0,0,0,0,0,0,0,0,0,1.501,0,0,1
0,0.12,0,0.38,0.12,2.81,0,0,0,0.12,0,0,0,0,0,0.371,0.061,0,1
0,0.08,0,0.57,0.9,2.46,0,0.49,0,0,0,0,0,0,0,0.751,0.255,0.095,1
0,1.15,0,0.38,0,2.7,0,0.38,0,0,0,0,0,0,0,0.985,0.184,0,1
0,0.82,0,0,0,0.82,1.93,0,0,0,0,0,0,0,0,0.14,0,0.187,1
0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0.267,0,0,1
0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0.389,0,1
0,1.92,0,1.92,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.56,0,0,0,1.13,0,0,0,0,0,0.28,0,0,0,0.046,0,0,1
0,0.32,0.04,0.68,0.52,3.08,0,0.44,0,0,0,0.04,0,0,0,0.413,0.164,0,1
0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.68,0,3.4,0,0.68,0,0,0,0,0,0,0,0.238,0.238,0,1
0,0.15,0,0.73,0.65,3.08,0,0.5,0,0,0,0,0,0,0,0.335,1.281,0.125,1
0,0.09,0.09,0.57,0.57,2.01,0,0,0,0,0,0,0,0,0,0.088,0.124,0,1
0,0,0,0,0,0.88,0,0,0,0,0.88,0,0,0,0,0,0,0,1
0,0,1.56,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0.183,0.183,1
0,1.14,0,0,0,0.38,0,0,0,0,0,0,0,0,0,1.008,0.059,0,1
0,0,0.22,0.22,0,2.03,0,0,0,0,0,0,0,0,0,0.647,0,0,1
0,0.6,0.4,0.5,0,2.22,0,0,0,0,0,0,0,0,0,0.991,0.39,0.032,1
0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0.271,0.135,0,1
0,0.76,0.15,0.47,0.02,2.09,0,0.05,0,0.02,0.1,0,0,0,0,0.25,0.046,0.059,1
1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,0,0.228,1
0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,0,1
0,0.19,0.38,0.64,0.25,1.67,0,0.19,0,0,0,0,0,0,0,0.244,0.081,0,1
0,0,1.08,0.54,0,3.26,0,0,0,0,0,0,0,0,0,0.347,0,0,1
0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,1.55,0,0,1
0,0,0,1.42,0,2.14,0,0,0,0.71,0,0,0,0,0,0.899,0,0,1
0,0,0,1.38,0,4.16,0,0,0,0,0,0,0,0,0,0.715,0,0,1
0,0.64,0.32,0.32,0.32,2.27,0,0,0,0,0,0,0,0,0,0,0.157,0,1
0,0,0,0,0,0.43,0,0,0,0.43,0,0,0,0,0,0.31,0.062,0,1
0,0,0,0.57,0,0,0,0,0.28,0.85,0,0,0,0,0.57,0,0,0,1
0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,7.333,0,0,1
0,2.23,0.55,0.55,0.55,3.91,0,0,0,0,0,0,0,0,0,1.207,0.345,0,1
0,2.8,0,1.4,0,1.86,0,0,0,0,0.93,0,0,0,0,0.74,0,0,1
0,0,0,0,1.44,5.79,0,1.44,0,0,0,0,0,0,0,0.543,0.271,0,1
0,0,0.14,0.98,0,1.82,10.82,0.84,0,0,0,0,0,0,0,0.045,0.342,1.233,1
0,1.25,0,0,0,0.62,0.62,0.62,0,0,0,0,0,0,0,0.331,0.11,0.11,1
0.16,0.32,0.16,0,0,0.98,0,0,0,0.16,0.32,0.16,0,0,0,0.693,0.67,0,1
0,0.45,0.45,0.45,0,1.8,0,0,0,0,0,0,0,0,0,0.21,0,0,1
0,0.29,0.14,0,0.14,0.43,0,0,0,0,0,0.14,0,0,0,0.585,0.046,0.046,1
0,0,1.58,0,1.58,1.58,0,0,0,0,0,0,0,0,0,0.558,0.279,0,1
0,1.02,0.1,0.92,0,1.94,0.92,0.51,0,0.3,0.1,0.1,0,0,0,0.518,0.162,0.34,1
0,0,0.06,0.73,0.79,3.51,0,0.19,0,0,0,0,0,0,0,0.278,0.23,0.084,1
0,1.44,0,2.52,0.6,4.44,0,0.72,0,0,0,0,0,0,0,0.101,0.202,0,1
0,0.47,1.43,0.47,0,1.91,0,0,0,0,0,0,0,0,0,0.073,0.295,0,1
0,0.89,0,0,0.89,6.25,0,0,0,0,0,0.89,0,0,0,1.129,0.483,0,1
0,0.25,0.03,0.72,0.65,3.05,0,0.29,0,0,0,0.03,0,0,0,0.343,0.141,0,1
0,0.68,2.73,2.05,0,4.1,0,0,0,0,0.68,0,0,0,0,1.244,0,0,1
0,0,0,0,0,2.59,0,0.64,0,0,0.64,0,0,0,0,0.662,0,0,1
0,0,0,0,0,3.37,0,2.24,0,0,0,0,0,0,0,0.218,0,0,1
0,0.53,0,1.06,0,2.65,0,1.59,0,0,0,0.53,0,0,0,0.095,0.478,0,1
0,0.76,0,1.98,0.3,2.14,0,0.76,0,0,0,0,0,0,0,1.051,0.225,0.05,1
0,0.13,0,0.06,0,0.2,0,0,0,0,0,0,0,0,0,0,1.611,0.01,1
0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0.424,0.424,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.58,0,2.35,0,0,0,0,0,0,0,0,0,0.153,0.153,0.102,1
0,0.37,0,2.64,0,2.26,0,0.37,0,0,0,0,0,0,0,1.248,0.197,0.065,1
0,0.42,0.08,0.6,0.17,1.2,0,0.34,0,0,0,0,0,0,0,0.099,0.014,0,1
0,0,0,0.85,0,4.7,5.55,0,0,0,0.42,0,0,0,0,0,0.082,0.248,1
0,0.82,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0.113,0,0,1
0,0,0,1.37,0.87,3.47,0,0.34,0,0,0,0,0,0,0,0.639,0.165,0.182,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.26,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,1.724,1
0,0.51,1.02,0,0,0.51,0,0.51,0,0,0,0,0,0,0,0.071,1.212,0,1
0,0.22,0,0.33,0,1.79,0,0,0,0,0,0,0,0.11,0,0.373,0.196,0.078,1
0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0.238,0,0,1
0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,1.443,0,0,1
0,2.83,0,0.7,0,7.09,0,0,0,0,0,0,0,0,0,0,0,0.126,1
0,0.47,0,2.39,0,1.91,0,0,0,0,0,0,0,0,0,1.683,0.168,0.084,1
0,1.12,0,0,0.93,3.18,0,0,0,0,0,0,0,0,0,0.441,0,0,1
0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0.171,1
0,0,0,1.76,0,2.64,0,0,0,0,0,0,0,0,0,0,0.231,0,1
0,2.9,0.79,1.58,0.79,3.16,0,0,0,0,0,0,0,0,0,0.046,0,0,1
0,0.44,0.44,0.44,0,0.88,9.29,0,0,0,0,0,0,0,0,0.19,0,1.017,1
0,0.46,0,0.34,0.23,3.49,0,0.46,0,0,0,0.11,0,0,0,0.23,0.134,0,1
0,2.7,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0.2,0,0,1
0,0.14,0.03,0.67,0.59,3.43,0,0.59,0,0,0,0,0,0,0,0.613,0.532,0.137,1
0,0.85,0.25,0.59,0.17,1.61,0,0.85,0,0,0,0.08,0,0.17,0.08,0.394,0.114,0.012,1
0,0.07,0,0.46,0,0.15,0,0,0,0,0.15,0.07,0,0.07,0,0,0.023,0,1
0,0,0,0.57,1.72,4.59,0,0,0,0,0,0,0,0,0,0.396,0.099,0,1
0,1.52,0.05,0.52,0.29,4.21,0,0.82,0,0,0,0,0,0.05,0,0.01,0.167,0,1
0,0,0,0.38,0.38,2.11,0,1.34,0,0,0,0,0,0,0,0.437,0.191,0.054,1
0,0.68,0.68,0.17,0.17,3.44,0,0,0,0,0,0.17,0,0,0,0.056,0.196,0,1
0,1.12,0,0,0.93,3.18,0,0,0,0,0,0,0,0,0,0.441,0,0,1
0,0.15,0,0.7,0.62,3.16,0,0.5,0,0,0,0,0,0,0,0.381,0.496,0.133,1
0,0.48,0,1.53,0.19,3.55,0,0,0,0,0,0,0,0,0,0.246,0.894,0.012,1
0,0,1.96,0,0,0.98,0,0,0,0,0,0,0,0,0,1.011,0,0,1
0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,1
0,1.78,0,0.44,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.38,0.38,2.12,0,1.35,0,0,0,0,0,0,0,0.438,0.191,0.054,1
0,0,0,0.55,0,2.2,0,0,0,0,1.1,0,0,0,0,0.136,0.182,0,1
0,0,0.37,0.37,0,0.74,0,0,0,0,0,0.37,0,0,0,0.241,0.06,0,1
0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0.653,0,0,1
0,2.63,1.05,1.05,0,4.21,0,0.52,0,0,0,0,0,0,0,1.276,0.729,0.091,1
0,2.45,0,0,0,3.27,0,0,0,0,0.81,0,0,0,0,0.258,0,0,1
0,0,0,0.46,0,3,0,0,0,0,0,0,0,0,0,0,0,0.038,1
0,0.68,0.68,0.68,0,4.1,0,1.36,0,0,0,1.36,0,0,0,1.089,0.242,0,1
0,0.51,0.07,1.48,0.14,3.55,0,0,0,0,0.14,0,0,0,0,0.167,0.167,0.01,1
0,0,0.74,0,0,1.48,0,0,0,0,0,0,0,0,0,0.088,0,0,1
0,0.29,0,0.09,0.29,3.19,0,1.39,0,0.09,0,0,0,0,0,0.334,0.133,0.011,1
0,0,0,1.5,0.25,2.5,0,0,0,0,0,0,0,0,0,0.203,0.203,0,1
0,0.41,0.41,0.41,0,1.23,0,0,0,0,0,0,0,0,0,0.53,0.132,0.132,1
0,0.39,0.09,0.48,0,1.66,0,0.39,0,0,0,0,0,0,0,0.318,0.151,0,1
0,0.65,0.65,0,0,5.22,0,0,0,0,0,0,0,0,0,1.461,0,0,1
0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0.872,0,0,1
0,0.44,0.44,0,0,1.76,0,2.2,0,0,0,0,0,0,0,0.433,0.361,0,1
0,0.95,0,0,0,1.42,0,0.95,0,0,0,0,0,0,0,0.401,0.267,0,1
0,0,0,1.19,0.47,2.63,0,0,0,0,0.23,0,0,0,0,0.327,1.357,0.046,1
0,2.33,1.16,0,0,2.92,0,0,0,0,0,0,0,0,0,0.09,0.09,0,1
0,0.39,0,1.58,0.19,3.75,0,0,0,0,0,0,0,0,0,5.213,0.979,0,1
0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.949,0,0,1
0,0.86,0.86,0,0,0.86,0,0,0,0.86,0,0,0,0,0,0,0.136,0,1
0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0.408,0.408,0,1
0,0.87,0,1.74,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.13,0.06,1.07,1,4.1,0,0.53,0,0,0,0,0,0,0,1.06,0.151,0.05,1
0,1.17,0,0.39,0,1.56,0,0,0,0,0,0,0,0,0,0,0.092,0,1
0,0,0,1.78,0,1.78,0,0,0,0,0,0,0,0,0,0.757,0,0,1
0,0.45,0,0.9,0.45,4.52,0,0.45,0,0,0,0,0,0,0,2.115,0.07,0,1
0,0.04,0.04,0.88,0.52,2.93,0,0.97,0,0,0,0,0,0,0,0.311,0.734,0.145,1
0,0.38,0,0.19,0,1.52,0,0,0,0,0,0,0,0.38,0,0.591,0,0,1
0,0,0.79,0.79,0,2.37,0,1.18,0,0,0,0,0,0,0,0.612,0.183,0,1
0,0.23,0,1.66,0,3.8,0,0.23,0,0,0.95,0,0.23,0,0,0,0.04,0,1
0,1.78,0,0,0,4.46,0,0.44,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.26,0,1.05,10.58,0,0,0,0,0,0,0,0,0.175,0.043,0.35,1
0.6,0.6,0,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0.412,0.206,0.103,1
0,0,0,0.4,0,1.09,10.38,0.13,0,0.13,0,0,0,0,0,0.364,0.064,0.686,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,0,1
0,0.36,0,0.73,0,2.01,0,0.36,0,0,0,0,0,0,0,0.249,0.031,0.031,1
0,0.64,0.64,1.94,0,3.24,0,0,0,0,0,0,0,0,0,0.233,0,0,1
0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,3.125,0,1
0,0.4,0.8,0.8,0.4,3.62,0,0,0,0,0,0,0,0,0,0.552,0.207,0.138,1
0,0.15,0.06,0.69,0.4,2.57,1.28,0.31,0,0,0,0,0,0,0,0.345,0.42,0.266,1
