@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1-3,7,9,15-17,22,28,30,40,48-50,53,56-58'

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_all numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_font numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_conference numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0.54,0.54,2.18,0,0,0,0,0,0,0,0,0,0,0.157,0,147,377,1
0,0.55,0.55,2.23,0,0,0,0,0,0,0,0,0,0,0.159,0,147,385,1
0,0,0,1.07,0,0,2.15,0,0,0,0,1.07,0,0,0,0.437,10,62,1
0.48,0.2,0.55,0,0.27,0,1.11,0.69,0,0,0,0.06,0,0,0.105,0.305,94,966,1
0,0,0.62,0,0,0,0.31,0,0,0,0,0,0,0,0.086,0,14,155,1
0,0.34,0.69,0.17,0,0.17,0.17,0,0,0,0,0.17,0,0,0,0.083,132,963,1
0,0,1,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0.203,34,129,1
0.14,0.14,0.29,0,1.17,0,0.14,0,0,0,0,0,0,0,0.204,0.127,73,400,1
0,0.57,0.57,2.28,0,0,0,0,0,0,0,0,0,0,0.081,0,147,373,1
0.4,0,0.6,0.2,0.2,0,0.4,1.61,0,0,0,0,0,0,0.096,0.129,64,513,1
0.08,0.17,0.34,0.08,0.25,0,0.51,0.08,0,0,0,0,0,0,0.077,0.103,119,1456,1
0,1.32,0.56,0,0.37,0,0,0.37,0,0,0,0,0,0,0.08,0.107,34,239,1
0,0,0.56,0,0,0,0.18,0,0,0,0,0,0,0,0.14,0.07,23,191,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.511,0,27,217,1
0,0,0.16,0.16,0.65,0,2.13,0,0,0,0,0.16,0,0,0.089,0.67,52,1030,1
0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0.201,25,54,1
0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0.23,41,72,1
0,0,0,1.16,0,0,4.65,2.32,0,0,0,0,0,0,0,0,1,21,1
0,0,0.32,0.32,0,0,0.32,0.32,0,0,0,0,0,0,0.105,0.158,10,139,1
0.11,0.23,0.11,0,0.93,2.09,0,0.46,0,0,0,0.11,0,0.019,0.172,0.134,144,655,1
0.62,0,0.62,0.62,0,0,0.62,0.62,0,0,0,0,0,0,0,0.273,22,121,1
0,0,1.44,0,0,0,1.44,0,0,0,0,0,0,0,0,0,3,21,1
0,0,0.76,0.5,0,0.76,0,0,0,0,0,0.5,0,0,0.074,0.412,19,249,1
0.33,0,0.67,0,0.44,0,0.56,0,0,0,0,0,0,0,0.157,0.196,75,389,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,180,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,59,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,1
0,0.1,0.3,0.1,0,0,1.94,0.92,0.92,0,0,0.1,0,0,0.048,0.162,283,1890,1
0.08,0.08,0.76,0.25,0.59,2.21,0.25,0.08,0,0,0,0.08,0,0,0.063,0.114,669,1410,1
0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0.367,16,71,1
0.31,0,0,0,0,0,0,0.31,0,0,0,0,0,0.114,0,0,18,110,1
0.5,0.43,0.28,0,0.54,0.03,0.21,0.43,0,0,0,0,0,0.012,0.078,0.505,798,2426,1
0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,110,309,1
0.33,0,0.67,0,0.44,0,0.56,0,0,0,0,0,0,0,0.157,0.176,75,391,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,53,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1
0,0.64,0.64,0,0,0,0.32,0,0,0,0,0,0,0,0.053,0,61,291,1
0.34,0.05,0.58,0,0.75,0,0.58,0.05,0,0,0,0,0,0,0.201,0.182,131,1107,1
0,0,0.63,1.27,0,0,0,0.63,0,0,0,0,0,0,0,0.089,59,157,1
0.44,0,0.88,0.44,0,0,0,0,0,0,0,0,0,0.215,0,0.358,16,137,1
0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,26,46,1
0.73,0,0.36,1.1,0,0,0.36,1.84,0,0,0,0,0,0,0.186,0.062,190,300,1
0.08,0.08,0.48,0,0.24,0,0,0,4.57,0,0,0,0,0,0,0.202,102,1481,1
0.4,0.18,0.32,0.03,0.4,0.25,0.54,0.36,0,0,0,0.03,0,0.012,0.042,0.141,181,1613,1
0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,22,45,1
0.16,0.24,1.24,0.49,0.66,0.66,0.82,0.16,0,0,0,0.08,0,0,0.132,0.224,581,1339,1
0,0,0.34,0.34,0,0,0.68,0.34,0,0,0,0.34,0,0,0.393,0.056,17,158,1
0.68,0.17,0.51,0.51,0,0.17,0.34,0.17,0,0,0,0,0,0.063,0.095,0,40,224,1
0,0,0.44,0.44,0,0,0,0.44,0,0,0,0,0,0,0.301,0,19,131,1
0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0.257,0.128,23,113,1
0.09,0.19,0.98,0.49,0.78,1.57,0.09,0,0,0,0,0,0,0,0.102,0.145,669,1415,1
0,0,0,1.47,0,0,0,0,0,0,0,0,0,0.496,0,0.248,12,63,1
0,0,0.55,0.11,0.11,0,0,0.22,0,0,0,0,0,0,0.16,0.124,14,305,1
0,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0.066,0.2,0,45,464,1
0,0.5,0.25,1.01,0,0,1.26,0.25,0,0,0,0,0,0,0.113,0,447,646,1
0,0,0.73,0.73,0,0,0.73,0,0,0,0,0,0,0,0,0.109,12,52,1
0,0.1,0.31,0,0,0,2,0.84,0,0,0,0.1,0,0,0.054,0.182,299,1726,1
0,0,0.32,0.64,0,0,0.32,0.32,0,0,0,0,0,0,0.166,0.166,19,157,1
0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,9,18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,1
0,0,0,0.83,0.2,0,0,0,0,0,0,0,0,0.182,0.401,0.146,26,364,1
0,0,0.89,0,0,0,1.34,0,0,0,0,0,0,0,0.074,0,12,144,1
0,0,0.76,0.5,0,0.76,0,0,0,0,0,0.5,0,0,0.078,0.433,19,249,1
0,1.96,0.98,1.96,0,0,0.98,0,0,0,0,0,0,0,0.168,0,12,52,1
0.78,0,0.78,0,0,0,0.78,0.78,0,0,0,0,0,0,0,0.339,22,113,1
0.38,0.46,0.31,0,0.58,0.03,0.23,0.38,0,0,0,0,0,0.006,0.091,0.524,122,2227,1
0.43,0,0.87,0.87,0,0,0,0.43,0,0,0,0,0,0,0.145,0.218,59,134,1
0,0,0,0.86,0,0,0.86,0,0,0,0,0,0,0,0.152,0,10,55,1
0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0.205,0,15,339,1
0.08,0.08,0.76,0.25,0.59,2.22,0.25,0.08,0,0,0,0.08,0,0,0.065,0.118,669,1402,1
0,0,1.31,0,0,0,1.97,0,0,0,0,0,0,0,0.198,0.099,12,101,1
0,0,0.57,0,0,0,0.57,1.15,0,0,0,0,0,0,0.047,0.191,489,622,1
0,0,0,1.63,0,0,0.54,2.73,0,0,0,0,0,0,0,0.171,32,70,1
0,0,0,0,0,0,0,0,12.6,0,0,0,0,0,0,0,35,273,1
0,0,0.6,0,0.6,0,0.3,0,0,0,0,0,0,0,0.094,0.141,31,201,1
0.12,0.19,0.7,0.06,0.57,0.19,0,0.06,0,0,0,0,0,0,0.102,0.041,74,1030,1
0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0.269,47,272,1
0.29,0.58,0.58,0.58,0,0,0,0.87,0,0,0,0,0,0,0.054,0.271,14,162,1
0.17,0,0.08,0.08,0.08,0,0,0.17,0,0,0,0,0,0,0.085,0.014,48,1140,1
0,0.34,0.69,0.34,0,0,0.69,0,0,0,0,0,0,0,0.058,0.174,8,89,1
0,0,0.48,0.48,0,0,0.48,0.96,0,0,0,0,0,0,0.073,0.957,78,328,1
0.17,0,0.08,0.08,0.08,0,0,0.17,0,0,0,0,0,0,0.085,0.014,48,574,1
0.52,0,2.38,0.26,0.52,0,0.79,0,0,0,0,0,0,0,0.69,0,71,566,1
0,0.49,1.97,0,0,0,0.49,1.47,0,0,0,0,0,0,0,0,152,330,1
0,0,0,0.38,0,0,0.38,0,0,0,0,0,0,0,0,0,12,99,1
0,0.47,0.47,1.18,0,0.47,0.23,1.41,0,0,0,0,0,0,0,0,13,83,1
1.03,0,0.68,0.68,0,0.34,0.68,0,0,0,0,0,0,0,0,0.062,12,91,1
0,0.89,1.14,0,0.25,1.14,0,0.12,0,0,0,0,0,0,0.165,0.061,84,475,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,114,1
0,0.56,0.56,0.56,0,0,0.56,3.4,0,0,0,0,0,0,0.262,0.349,140,194,1
0,0.47,0,0,0,0,0.47,0,0,0,0,0,0,0,0.056,0,182,359,1
0.43,0.28,0.43,0.04,0.4,0,0.23,0.4,0,0,0,0,0,0,0.064,0.734,144,3016,1
0,0.47,0,0,0.23,0,0.23,0,0,0,0,0,0,0,0,1.357,72,450,1
0,0,0.54,0,0,0.18,0,0.36,0,0,0,0,0,0.029,0.178,0,6,92,1
0,0,0,0,0,0,0.88,2.65,0,0,0,0,0,0,0.14,0,7,62,1
0.1,0.2,1.01,0.5,0.8,1.61,0.1,0,0,0,0,0,0,0,0.11,0.158,669,1351,1
0.17,0.17,0,0,0,0,0.87,0,0,0,0,0,0,0,0.373,0.716,35,336,1
0.31,0.2,0.72,0,0.62,1.04,0,0.2,0,0,0,0,0,0,0,0.199,685,1516,1
0.17,0,0.17,0.05,0.05,0,0,0.69,0,0,0,0,0,0.01,0.051,0.163,12,458,1
0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.231,70,263,1
0,2.35,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,20,42,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0.354,29,85,1
0,0.34,1.02,0.34,0,0,2.04,0,0,0,0,0,0,0,0.167,0,56,328,1
0,0,0.48,0,0.48,0,0.64,0.32,0,0,0,0,0,0,0.198,0,128,557,1
0,0,0,1.15,0,0,0.38,0,0,0,0,0,0,0,0,0.347,6,74,1
0.1,0,0.1,0.1,0.2,0,0.91,0.2,0,0,0,0,0,0,0.096,0.16,494,1426,1
0,0.08,0.25,0.08,0,0,1.61,0.76,0.84,0,0,0.08,0,0,0.047,0.157,292,2045,1
0,0.55,1.11,0,0,0.55,1.11,0,0.55,0,0,0,0,0,0,0.086,18,125,1
0.6,0,0.36,0,0.24,0,0.6,0.24,0,0,0,0,0,0,0.04,0.224,54,479,1
0,0,0.35,0.35,0,0,0.7,0,0,0,0,0,0,0,0.061,0,21,99,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,174,1
0.6,0,0.36,0,0.24,0,0.6,0.24,0,0,0,0,0,0,0.041,0.205,54,479,1
0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,38,80,1
0,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,4,16,1
0,0,0.71,0,0.23,0,0.23,0,0,0,0,0,0,0,0.111,0.037,97,543,1
0,0.26,0,0,0,0,0,0,0,0,0,0,0,0.407,0.067,0,55,506,1
0.86,0,0.86,0,0,0,0.86,0.86,0,0,0,0,0,0,0.24,0.481,159,473,1
0.49,0,0.99,0.99,0,0,0.49,0.49,0,0,0,0,0,0,0,0.239,69,183,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,0.213,23,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,1
0.49,0.21,0.56,0,0.28,0,1.12,0.7,0,0,0,0.07,0,0,0.108,0.312,94,966,1
0.22,0,0.78,0.11,0.22,0,0.44,0.44,0,0,0,0,0,0,0.142,0.224,103,798,1
0.43,0,0,0,0,0,0,1.74,0,0,0,0,0,0,0,0,107,179,1
0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0.208,0.083,114,243,1
0.09,0.09,1.14,0,0,0,0.66,0,0,0,0,0,0,0.044,0.059,0,31,771,1
0.4,0.18,0.32,0.03,0.4,0.25,0.54,0.36,0,0,0,0.03,0,0.012,0.042,0.139,181,1613,1
0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.102,0.72,43,185,1
0.77,0.38,0.77,0,1.15,1.15,0.19,0.19,0,0,0,0,0,0.027,0.027,0.191,525,922,1
0,0,0,0,0,0.59,5.91,2.95,0,0,0,0,0,0,0,0,15,93,1
0.85,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0.066,0.133,110,313,1
0,0.13,0.13,0,0.13,0.27,0.27,0,10.38,0,0,0,0,0.021,0.042,0.064,107,1444,1
0,0,0,0,0,0,0.12,0.12,0,0.24,0.12,0,0,0,0.352,0,41,505,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,7,51,1
0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,11,53,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,1
0.22,0.88,0.44,0,1.32,1.1,0.66,0,0,0,0,0.44,0,0,0.085,0.114,65,728,1
0.43,0.4,0.37,0.06,0.5,0.03,0.15,0.25,1.28,0,0,0,0,0.031,0.122,0.42,178,3303,1
0,0,0,0,0,0,1.82,0,0,0,0,0,0,0,0.29,0,26,67,1
0,0,0,0,0,0,0.53,0,9.33,0,0,0,0,0,0,0,107,886,1
0,0.28,0,0,0,0,0,0,0,0.28,0,0,0,0,0.103,0,33,162,1
0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,33,118,1
0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0.291,11,45,1
0.17,0.22,0.62,0.05,0,0.05,0,0,0,0,0,0,0,0.01,0.2,0.421,116,1449,1
0,0.49,0,0,2.48,0,0,0,0,0,0,0,0,0,0.177,0.265,114,447,1
0.1,0.1,0.71,0.4,1.42,0,0.1,0,0,0,0,0,0,0,0,0.397,56,1043,1
0,0,1.14,1.14,0,0,0,0,0,0,0,0,0,0,0.197,0,6,27,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,1
0,1.2,0.4,0.8,0,0,0.8,0.4,0,0,0,0,0,0,0.069,0.207,69,153,1
0,0.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0.178,0.267,114,446,1
0.16,0.24,1.23,0.49,0.65,0.65,0.9,0.08,0,0,0,0.08,0,0,0.114,0.228,683,1466,1
0.33,0.84,0.67,0.67,0.33,0,0.67,0,0,0,0,0,0,0,0.183,0.104,525,858,1
0,0,0.66,0.33,1.33,1,0.33,0,0,0,0,0,0,0,0.23,0.23,82,227,1
0.39,0,0,0.79,0,0,0,0.39,0,0,0,0,0,0,0.064,0.192,13,74,1
0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0.037,0,251,791,0
0,0,0.58,0,0,0,0,1.16,0,1.74,0.58,0.58,0,0,0.658,0,11,114,0
0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0.237,0,12,123,0
0,0,0.21,0,0.21,0,0,0.21,0,0.21,0,0,0,0,0.161,0,121,723,0
0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.061,0,11,71,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,15,112,0
0.32,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0.492,0,11,138,0
0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0.239,0,10,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,7,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,3,12,0
0.2,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0.092,0.079,0.013,26,562,0
0,0,1.94,0,0,0,0,0,0,1.94,0.97,0,0,0,0.379,0,75,195,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796,0,8,60,0
0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.414,0,7,167,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0.358,0,13,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0,26,88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0
0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.08,0,87,262,0
1.11,0,0,0,0,0,0,0,0,1.11,1.11,1.11,0,0,0.353,0,12,63,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0
0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0.323,0,13,110,0
0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0.749,0,15,57,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0.316,0,2,9,0
0,0,0.29,0,0.29,0,0,0.29,0,0,0,0,0,0,0.052,0,121,618,0
0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0.563,0,11,75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,8,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,133,0
0,0,0,0,0,0,0,0,0,3.33,0,0,1.66,0,0,0,22,77,0
0.9,0,0.9,0,0,0,0,0,0,0.9,0.9,0,0,0,0.112,0,10,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0.39,0,0,0,0,0,0,0,0,0.39,1.19,0.39,0,0,0.104,0,57,246,0
0,0,0,0,0,0,0,0,0,1.08,1.08,1.08,0,0,0.364,0,13,92,0
0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0.1,0,69,386,0
0.17,0.11,0.05,0,0,0,0,0,0,0,0,0,0,0.007,0.304,0.03,49,1134,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.082,0,7,80,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0
0,0,0,0,0,0,0.33,0,0,0.66,0.33,0,0,0,0.13,0,19,125,0
0.12,0,0.12,0,1.11,0,0,0,0,0,0,0,0,0.119,0.17,0.034,32,505,0
0,0,0.31,0,0,0,0,0,0,0.63,0.63,0.63,0,0.097,0.534,0.048,13,261,0
0,0,1.23,0,0,0,0,0,0,1.23,1.23,0,0,0,0.139,0,10,66,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0,2.27,2.27,2.27,0,0,0.664,0,11,60,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0
0,0,2.43,0,0.27,0,0,0,0,0,0,0.27,0,0,0.344,0,12,167,0
1.09,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0.353,0,10,53,0
0,0,0.08,0,0.08,0,0,0,0,0,0,0,0.17,0.08,0.045,0.011,25,566,0
0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,68,0
0.31,0.31,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,45,180,0
0,0,0,0,0,0,0,0,0,2.2,0.73,0.73,0,0,0.555,0,12,127,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0
0,0,0,0,0,0,0,0,0,0.77,0.77,0,0,0,0.198,0,30,93,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,7,104,0
0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0.09,0,15,155,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,13,47,0
0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,3,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0
0.29,0,0.44,0,0,0,0.14,0,0,0,0,0,1.32,0.02,0.321,0,24,522,0
0,0.51,0,0,0,0,0.51,0.51,0,0,0,0.51,0,0,0.071,0,9,108,0
0,0,0,0,0,0,0,0.91,0,0,0.91,0,0,0,0.12,0,26,85,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,5,52,0
0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0
0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0.092,0,5,46,0
0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0.478,0,18,52,0
0,0.39,0.19,0,0,0.29,0,0,0,0,0,0,0,1.352,0.08,0,17,178,0
0,0,0.93,0,0.31,0,0,0.62,0,0,0,0,0,0.054,0.108,0,14,145,0
0.06,0,0.19,0,0,0,0,0.52,0,0,0,0,0,0.072,0.117,0.063,25,751,0
0,0,0,0,0,0,0,0.46,0,0,0.92,0,0,0,0.085,0,6,238,0
0.07,0,0.14,0,0.74,0,0,0,0,0,0,0,0,0.116,0.2,0.021,36,681,0
0.2,0.06,0.2,0,0,0,0.06,0.06,0,0,0,0,0.13,0.028,0.093,0.018,26,693,0
0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0.386,0,19,121,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65,0
0,0,0.08,0,0.08,0,0,0.42,0,0,0,0,0,0.034,0.08,0,27,694,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,27,238,0
0.03,0.03,0,0,0.06,0,0,0.03,0,0,0.06,0,0,0.024,0.178,0,49,1827,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0
0,0,0.59,0,0,0,0,0,0,0.59,0.59,0,0,0,0.177,0,10,81,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0
0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0.131,0,11,157,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682,0,15,101,0
0.05,0,0.1,0,0.48,0,0,0,0,0,0,0,0,0.172,0.195,0.015,47,1073,0
0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.542,0,14,67,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0
0,0,0,0,0,0,0,0,0,1.16,2.32,0,0,0,0.408,0,17,51,0
0.1,0.05,0.1,0,0,0,0.1,0.1,0,0.05,0.21,0,0.15,0.007,0.168,0.061,25,939,0
0.19,0,0,0,0,0,0,0.58,0,0,0,0,0,0.027,0.108,0.108,23,303,0
0,0,0,0,0,0,2.32,0,0,0,0,0,0,0.416,0.416,0,1,9,0
0,0,0,0,0.66,0,1.98,0,0,0,0,0,0,0,0,0,5,47,0
0,0,0,0,0,0,0,0,0,0.59,0.88,0,0.29,0,0.273,0,75,282,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0
0,0,0.86,0,0,0,0,0,0,0.86,0.86,0,0,0,0.11,0,10,58,0
0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,5,40,0
