@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,3,6-10,16,20,23,25,28,30,33,40,43-44,46,51-53,56,58'

@attribute Word_freq_make numeric
@attribute Word_freq_all numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,1.41,0,0,0,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0.144,0.288,54,1
0,0,0.39,0.39,0.39,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0.124,0,12,1
0,0.75,0,0.5,0.25,0,1.01,0,0,0.75,0,0,0,0,0.5,0,0,0,0,0.432,0.432,19,1
0.46,0.2,0.53,0.06,0.2,0,1.13,0,0,0.13,0,0,0,0,0,0,0,0,0,0.41,0.192,268,1
0,0,0,0,0,0,0,0.89,2.67,0,0,0,0,0,0.89,0,0,0,0,1.129,0.483,10,1
1.18,0.59,0.98,0.19,0.19,1.38,0.39,0.98,0.39,0,0,0,0,0,0,0,0,0,0,0.766,0.317,76,1
0,0,0,0.31,0.62,0,1.25,0,0,0,0,0,0,0,0.31,0,0,0,0,0.61,0,51,1
0.43,0.43,0.1,0.03,0.07,0.54,1.01,0.25,0,0.39,0,0,0,0,0,0,0,0,0,0.458,2.33,266,1
0.23,0.58,0.11,0.11,0.23,1.04,0.93,0,0.46,0,0,0,0,0,0,0,0,0,0,0.131,0.056,74,1
0.47,0.95,0,0,0.47,0,1.9,0.47,0,0,0,0,0,0,0,0,0,0,0,1.687,0.168,634,1
0,0.53,0,0,0.53,0,0,0,0,1.59,0,0,0,0,0.53,0,0,0,0,0.095,0.478,60,1
0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,135,1
0.1,0.52,1.14,0.2,0.62,1.04,0.52,0,0.2,1.14,0,0,0,0,0,0.2,0,0,0,0.334,0.175,689,1
0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701,0.35,6,1
0.51,0.29,0.03,0,0.18,0.54,0.62,0.21,0,0.51,0,0,0,0,0,0,0,0,0,0.454,0.523,739,1
0.38,1.9,0,0,0,0.38,0.38,0,0.76,0,0.38,0,0,0,0,0,0,0,0,1.008,0.059,1177,1
0,1.83,0,0.45,0,0,0.91,2.75,0,0,0,0,0,0,0,0,0,0,0,2.077,0,338,1
0,0,0,1.21,0,0,1.21,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0.118,12,1
0,0,0,0,0,0,0.27,0.27,1.36,0,0,0,0,0,0,0,0,0,0.095,0.142,0.047,13,1
0,0,0.16,0,1.14,1.3,0.32,1.95,0.48,0.16,0,0,0,0,0,0,0,0,0.053,0.134,0.107,57,1
0,0.38,0,1.16,0,0,0.77,1.93,0,0,0,0,0,0,0,0,0,0,0,0.198,0,332,1
0,0.44,0,0.44,0,0,0,0.44,0,0.44,0,0,0,0,0,0,0,0,0,0.482,0.896,78,1
0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567,0,28,1
0,1.61,0,1.61,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0.804,0,17,1
0.1,0.71,0.3,0.4,0.1,1.42,0.81,0.1,0.5,0,0,0,0,0,0,0,0,0,0.264,0.976,0.397,56,1
0,0,0,1.47,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0.508,0.169,140,1
0.05,0.4,0,0,0,0.57,0.05,0.17,0.05,0,0,0,0,0,0,0,0,0,0,0.099,0.079,95,1
0.08,0.32,0.16,0.08,0.08,0,0,0.08,0,0.16,0,0,0,0,0,0,0,0,0,0.55,0.082,339,1
1.24,1.24,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.48,0.549,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,84,1
0,0,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,45,1
0,0.6,0.6,0,0,0.6,0,0.3,0,0,0,0,0,0,0,0,0,0,0.047,0.191,0.143,31,1
0.37,0.3,0.17,0.03,0.95,0.37,0.37,0.51,0.13,0.27,0,0,0,0,0.03,0,0,0,0.071,0.379,0.136,181,1
0,0.6,0.6,0,0,0.6,0,0.3,0,0,0,0,0,0,0,0,0,0,0.047,0.19,0.142,31,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0,15,1
0.74,0.74,0,0.37,0,0.37,1.12,0,0,0,0,0,0,0,0,0,0,0,0.061,0.061,0.122,57,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0.706,0,55,1
0,0.48,0.48,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0.502,0.251,80,1
0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0,4,1
0,0,0.63,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,12,1
0,0.84,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776,0.129,168,1
0,0.72,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0.121,32,1
0.44,0.88,1.32,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0.444,0.37,16,1
0.1,1.01,0.8,0.5,0,0.8,0.1,0.1,0.2,0.6,0,0,0,0,0,0.2,0,0.1,0,0.49,0.158,669,1
0,1.05,0.52,1.05,0,0,0,1.05,0,0.52,0,0,0,0.52,0,0,0,0,0.091,1.276,0.729,19,1
0.1,0.4,0.9,0.2,0.5,0.8,0.8,0,0.2,0.1,0,0,0,0,0,0.2,0,0,0,0.307,0.175,669,1
0,0.65,0,0.65,0,0,0,0.65,0,0,0,0,0,0,0.65,0,0,0,0,0.233,0,23,1
1.18,0.59,0.98,0.19,0.19,1.38,0.39,0.98,0.39,0,0,0,0,0,0,0,0,0,0,0.765,0.316,76,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,12,1
0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0.1,0.1,0.1,0.1,0,0.2,0.2,0.91,4.26,0.4,0,0,0,0,0,0,0,0,0,0.336,0.16,494,1
0.32,0.64,0.32,0,1.61,0.32,0.64,0,2.58,0,0,0,0,0,0.32,0,0,0,0,1.178,0.107,63,1
0,3.7,0,0,0,0,0,1.85,0,1.85,0,0,0,0,0,0,0,0,0,3.79,0,29,1
0,0.18,0.18,0.37,0.56,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0.563,0.165,34,1
0,1.34,0,1.34,0.33,0,0.33,0.67,0,0,0,0,0,0,0.33,0,0,0,0,0.053,0,12,1
0.29,0,0,0,1.46,0,0,0.58,1.16,0,0,0,0,0,0,0,0,0,0,0.42,0.046,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0.26,0,0,0,0.26,0,0,0,0,0,0,0,0,0.26,0,0.084,0.378,0,104,1
0,0.77,0,0.51,0.51,0,1.03,0,0,0.77,0,0,0,0,0.51,0,0,0,0,0.514,0.434,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0.342,24,1
0,0,0,0.17,0.17,0,0.17,0,0,0.17,3.37,0,0.17,0,0,0,0,0,0.061,0.046,0.03,85,1
0,0.93,0,0,0,0,2.8,0,0.93,0,0,0,0,0,0,0,0,0,0,0.464,0.154,10,1
0.2,0.7,0.2,0,0.3,0,1.2,0.4,0,0,0,0.1,0,0,0.1,0,0,0,0,0.53,0.406,84,1
0,0,0,0,1.2,0,0,6.02,0,0,0,0,0,0,0,0,0,0,0,1.443,0,32,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.524,0,1,1
0,0.94,0,0,0,0.31,0,1.25,0,0.94,0,0,0,0,0,0,0,0,0.048,0.485,0.388,61,1
0.27,0.16,0,0,0.05,0,0.21,0.38,0,0.21,0,0,0,0.05,0,0,0,0,0,0.019,0.058,56,1
0,0,1.49,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.413,0,22,1
0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0,12,1
0,0,1.88,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,15,1
0.41,0.41,0,0.41,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0.067,0,14,1
0,0.29,0.59,0.29,1.04,1.04,2.22,0.29,0.44,1.48,0,0,0,0,0.29,0,0,0,0,0.105,0.21,887,1
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,1.05,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0.74,0,24,1
0,0,0,0,0,0,0,0.62,3.12,0,0,0,0,0,0,0,0,0,0,1.285,0.075,101,1
0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0.36,0,0,0.105,22,1
0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0.238,0,11,1
0.99,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0,64,1
0.08,0.32,0.32,0,0.16,0.16,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.36,0.03,10,1
0.85,0,0,0,0,0,0,4.27,0,0,0,0,0,0,0,0,0,0,0,0.881,0,17,1
0,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1
0.77,0.77,0.57,0,0.57,1.15,1.15,0.19,1.15,1.35,0,0,0,0,0,0,0,0,0,0.438,0.191,525,1
0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.627,0,31,1
4.54,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,3.076,0,4,1
0,0.29,0,0.58,0,0,0.58,1.46,0.87,0,0,0,0,0,0,0,0,0,0,0.606,0,37,1
0.1,0.74,0,0.1,0.1,0,0,0,0,0.21,0,0,0.1,0,0,0,0,0,0,0.05,0.609,126,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,1
0.13,0.55,0.13,0.02,1.11,0.23,0.29,0.87,0.05,0.39,0,0,0,0.02,0.31,0,0.05,0.02,0,0.538,0.145,116,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,38,1
0,0.94,0,0,0,0,0,0.47,0,0,0,0.94,0,0,0,0,0,0.94,0,0,0,15,1
0.58,0.34,0.11,0,0,0,0.23,0.58,0,0.58,0,0,0,0,0,0,0,0,0,0.733,0.104,326,1
0.49,0.24,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0.077,22,1
0,0.79,0.26,0.08,1.06,0.53,1.59,0.88,0.26,0.08,0,0,0,0.08,0,0,0,0.08,0,0.353,0.254,54,1
0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0.88,0.44,0,0,0,0.44,0,0,0,0,0,0.44,0,0,0,10,1
0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0.232,0.465,12,1
0,0,0,0,0,0,0,1.44,0,1.44,0,0,0,0,0,0,0,0,0,0.543,0.271,11,1
0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,21,1
0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.785,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0.225,0,39,1
0,0.96,0,0.48,0,0.48,1.92,0,0,4.32,0,0,0,0,0,0,0,0.48,0,0.43,0.43,305,1
0,0.27,0,0.27,0,0,0.27,1.35,0,0,0,0,0,0,0,0,0,0,0,0.329,0.141,252,1
0,0,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0.116,12,1
0,1.35,0,0,1.35,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,3.588,0,17,1
0,0,0,1.03,0.51,0,0.51,0.51,0,0,0,0,0,0,0,0,0,0,0,0.6,0.429,4,1
0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0,2,0
0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,1.6,0,0,0.115,0,28,0
0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,22,0
0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,1.21,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,1,0
0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,10,0
0.3,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0.3,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,0,4,0
0,0,0.25,0,1,0,0,0,0,0,0.75,0,1,0,0,0,0,0.5,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,0.48,0,0,0.074,0.074,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,2,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0.89,0.269,0,0,16,0
0,1.18,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0.313,66,0
0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,5.37,0,0,0,0,1.07,0,0,0.194,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0.51,0,0,0,3.06,2.04,1.02,0,0.51,0,0,0,0,0,0,37,0
0,0.29,0,0,0,0.29,0,0,0,0,0,0.29,0,0,0,0,0,0,0.031,0.376,0,157,0
0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.139,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0.09,0,0,0.55,0,0.09,0,0,0.36,3.48,0,0,0,0,0,0.55,0,0,0,0.1,22,0
0.67,0.22,0,0,0,0,0.22,0,0,0,2.03,0.45,0,0,0,0,0,0,0,0.072,0.072,38,0
0,0,0,0,0,0,1.72,0,0,0,1.72,3.44,0,0,0,0,0,0,0,0.294,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,2.54,1.69,0,0,0,0,0,0,0,0.123,0,34,0
0,0,0,0,0,0.78,0.78,0.78,0,0,0.78,1.56,0,0,0,0,0,0,0,0,0.136,11,0
0,0,0,0,0,0,0,0,0,0,3.7,1.85,1.85,0,1.85,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,4.34,0,2.17,0,0,0,0,0,0,1.798,0,13,0
0,0,0,0,0.2,0,0,0,0,0,0.3,0.05,0.05,0.05,0,0,0.1,0.2,0,0,0,87,0
0,0.91,0,0,0,0,0,0,0,0,1.83,0.91,0.91,0,0,0,0,0,0,0.116,0,10,0
0,0,0,0,0,0,0,0,0,0,1.17,0.58,0.58,0,0.58,0.58,0.58,0,0,0,0,12,0
2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0.42,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0.124,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,4.57,0,0,0,0,14,0
0.44,0.22,0,0,0.22,0,0.22,0,0,0,0.44,0.22,0.22,0,0.22,0.22,0,0.44,0.033,0.033,0.033,12,0
0,0,0,0,0,0.09,0,0.09,0,0.09,1.57,0,0.09,0.09,0.09,0,0.09,0,0.027,0.068,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,7,0
0,0.15,0,0,0,0,0,0,0,0,1.56,0.15,0.15,0.46,0.15,0.31,0,0,0.052,0,0,12,0
0,0,0,1.78,0,0,1.78,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
0.15,0,0,0,0,0,0.63,0,0,0,3.34,0.15,0.15,0,0.15,0.31,0,0,0.049,0.174,0,100,0
0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0.089,0,10,0
0.12,0.12,0,0,0,1.12,0,0,0,0,0.62,0,0,0.37,0,0,0,0,0.034,0,0.034,41,0
0,1.61,0,0,0,1.61,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,8,0
