@relation spambase

@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_re numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0.45,0.22,0,0,0.22,0.22,0,0,0,0,0,0,0,0.258,0.193,71,1
0,0.05,0.52,0.11,0.23,0.11,0.63,0.52,0,0,0,0,0,0,0.08,0.073,0.535,159,1
0,0,0.23,0,0.92,1.84,1.61,0,0,0,0,0,0,0,0,0.037,0.112,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0.375,0,32,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,10,1
0,0.07,0.37,0,0.14,0.44,0,0.14,0,0,0,0.14,0,0,0,0.069,0.159,44,1
0,0,0.93,0,0.2,1.56,0.62,0.72,0,0,0,0,0,0,0,0,0.199,685,1
0,0.34,1.04,0.69,0,0.69,0,1.04,0,0,0,0,0,0,0,0.058,0.174,8,1
0,0,0,0,0.57,0,0,0.57,0,0,0,0,0,0,0,0.099,0.099,11,1
19.73,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0.087,0,152,1
0,0.6,0,0,0,0.6,0,0.6,0,0,0,1.21,0,0,0,0,0.304,30,1
0,0,0,0,0,0.51,1.53,0,0,0,0,0,0.51,0,0.51,0.189,0.473,60,1
0,0.08,0.62,0.35,0.08,0,0.17,1.5,0,0,0,0,0,0,0,0.044,0.162,74,1
0,0,0,4.54,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,4,1
19.16,0.18,0,1.89,0,0,0,0.18,0,0,0,0,0,0,0,0,0,180,1
0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0.17,0,7,1
0,0.1,0.21,0,0.21,0,0.54,0,0,0,0,0,0,0,0,0.152,0.118,14,1
0,0.38,0.77,0.77,0.77,0.77,0,0.38,0,0,0,0,0,0,0,0.127,0,62,1
0,0,0,0,0,0.44,2.2,0,0,0,0,0,0,0,0,0,0.37,16,1
0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,37,1
0,0.1,0.62,0.1,0.1,0.2,0.1,1.04,0,0,0,0,0,0,0.1,0,0.264,69,1
0,1.08,0,0.54,0.54,0,1.62,0,0,0,0,0,0,0,0.54,0,0.26,68,1
0,0.64,0,0.64,0.64,0,0.64,0,0,0,0,0,0,0,0,0.104,0.313,22,1
0,0,1.85,0.46,0,0,0,0,0,0,0,0,0,0,0,0.249,0.249,636,1
0,0.29,2.22,0.29,0.74,0,1.48,0,0,0,0,0.29,0,0,0,0.084,0.21,887,1
0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0,0,0,1.74,0,0,0,0.58,0,0,0,0,0,0,0,0.082,0.082,12,1
0,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0.084,0,104,1
0,0,0,0.36,0,0,0,0.36,0,0,0,0,0,0,0,0.119,0.059,29,1
0,0,0.1,0.17,0.03,0,0.1,0.17,0,0,0,0,0,0,0,0.071,0.065,46,1
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0,0.32,0,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0.65,0.111,0.166,10,1
0,0.27,0.27,0,0,0,0.13,0.55,0,0,0,0,0,0,0,0.018,0.182,232,1
0,0,0.38,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0.059,1177,1
0,0.96,1.92,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,6,1
0,1.23,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0,0.66,0.66,0,1.66,0.33,0,0,0,0,0,0,0,0.06,0.541,21,1
0,0.56,0.56,1.41,0.28,0,0,0,0,0,0,0,0,0,0.28,0.118,0,394,1
0,0.14,0,0,0,0,0.14,0,0,0,0,0,0,0,0.28,0.053,0.08,74,1
0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,12,1
0,0,0.78,3.51,0,0,0,0,0,0,0,0,0,0,0.39,0.066,0.132,44,1
0,0,0.25,0,0,0.5,1.25,0.25,0,0,0,0,0,0,0,0.181,0.997,49,1
0,0,1.08,0.36,0.36,0.36,0,0,0,0,0,1.08,0,0,0.36,0.334,0.467,393,1
0,0.14,0.14,0.86,0,0.57,0,0,0,0,0,0,0,0,0,0.06,0.745,72,1
0,0.05,0.05,0,0.69,0.05,0.75,0.05,0,0,0,0,0,0,0,0.05,0.162,12,1
0,0,0,0.48,0,0,0.48,0.24,0,0,0,0,0,0,0,0.036,0.184,66,1
0,0.12,0,0.12,0,0.6,0,0,0,0,0,0,0,0,0,0.037,0.094,14,1
0,0,0.52,1.05,0.52,0,1.05,0.52,0,0,0,0,0,0,0,0,0.698,14,1
0,0.46,0.93,1.86,0,0,0,0.46,0,0,0,1.4,0,0,0,0.071,0.214,64,1
0,0,0,1.16,0,1.16,0,0,0,0,0,0,0,0,0,0.133,0,5,1
0,0.51,1.03,0,0,1.54,0.77,0,0,0,0,0,0,0,0,0.079,0.434,19,1
0,0,0,2.91,0,0.72,0.72,0,0,0,0,0,0,0,0,0.123,0,8,1
0,0,0.64,3.89,0,0.64,0,0,0,0,0,0,0,0,0,0,0.08,129,1
0,0,0.3,0.92,0,0,0,0,0,0,0,0,0,0,0,0.094,0,38,1
0,0,1.09,0.67,0.67,0.08,0,0.5,0,0,0,0,0,0,0.08,0.029,0.378,67,1
0,0,0,0.77,0,0,0,0.77,0,0,0,0,0,0,0,0.134,0,515,1
0,0.45,0.45,0.22,0,0.22,0.9,0,0,0,0,0.22,0,0,0,0,0.15,114,1
0,0.5,0.1,0.1,0,1.11,0.6,0.1,0,0,0,0,0,0,0.1,0.11,0.158,669,1
0,0,0,0,0,0,0.36,0.09,0,0,0,0,0,0,0.27,0.047,0.031,69,1
0,0.57,0.5,0.14,0.07,1.14,0.35,0.21,0,0,0,0,0,0,0,0.08,0.103,117,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.043,69,1
0,0,0.84,0,0,0.16,0,0.33,0,0,0,0,0,0,0,0.143,0.143,247,1
0,0,0,0,0.37,0.37,0,0,0,0,0,0,0,0,0,0.185,0,4,1
0,0,0,0.8,0,0.26,0,0,0,0,0,0,0,0,0,0.299,0,15,1
0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,5,1
0,0.09,0,0,0.14,0.04,0.29,0.04,0,0,0,0,0,0,0.04,0.119,0.111,87,1
0,0.41,0.2,0.2,0,2.47,0,0,0,0,0,0,0,0,0.2,0,0.034,32,1
0,0.73,0.36,1.1,0.36,0.36,1.83,0,0,0,0,0,0,0,0,0.111,0.333,30,1
0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0.146,0,38,1
0,0,0.21,0.85,1.07,0,0,0,0,0,0,0,0,0,0,0.216,0.18,36,1
0,0,1.72,1.72,0,0.86,0,0,0,0,0,0,0,0,0,0.125,0.251,12,1
0,0,0.62,0.62,0,0,0,0,0,0,0,0,0,0,1.24,0.1,0.201,155,1
0,0,0,0.81,0,0,0,0,0,0,0,0.81,0,0,0,0,0,20,1
0,0.5,2.02,0.5,0,0,1.51,1.01,0,0,0,0,0,0,0,0.089,0.536,23,1
0,0,0,0,0.37,0.37,0,0,0,0,0,0,0,0,0,0.189,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1
0,0.15,0.61,0.61,0.61,0,0,0.3,0,0,0,0,0,0,0,0.112,0.067,63,1
0,0,0.49,0.24,0,0,0,0,0,0,0,0,0,0,0,0.035,0,209,1
0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,6,1
0,0,0.75,0,0.37,0,0,0.18,0,0,0,0,0,0,0,0.084,0.112,34,1
0,0.9,0,0,0.9,0.9,0,0.9,0,0,0,0,0,0,0,0,0,19,1
0,0.31,0.63,0.31,0,0,0,0,0,0,0,0,0,0,0,0.137,0,40,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0,0.93,0,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0.135,0,46,1
0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.15,0.051,0.076,37,1
0,0.45,0.91,0,0.45,0.45,0.45,0,0,0,0,0,0,0,0,0.254,0.127,46,1
0,0,0,0,0,0.84,0.84,0,0,0,0,0,0,0,0,0.075,0.3,82,1
0,0,1.88,0.47,0,0,0,0,0,0,0,0,0,0,0,0.253,0.168,636,1
0,0.28,1.15,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.221,140,1
0,0,0,0,0,0,0.68,0.68,0,0,0,0,0,0,0,0,0.232,19,1
0,0,0.42,0.32,0.54,0.22,0.34,0.84,0,0,0,0,0,0,0.07,0.058,0.166,117,1
0,0,0,0.45,0.45,0.45,0,0,0,0,0,0,0,0,0,0.138,0,46,1
0,0,0.43,0.43,0,1.73,0,0,0,0,0,0,0,0,0,0.124,0.062,8,1
0,0.13,0.39,0.13,0,0.78,0,0,0,0,0,0,0,0,0,0,0,149,1
0,0.25,0,0.25,0,0.76,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0,0.32,0,1.29,0,0,0,0,0,0,0,0,0,0.053,0,61,1
0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0.55,0.104,0,7,1
0,0,0.16,0,0.32,0,1.14,0.08,0,0,0,0,0,0,0.08,0.058,0.232,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,6,1
0,0.64,0,0.64,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0.369,22,1
0,0.72,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0.364,0.121,32,1
0,0.17,0.51,0.17,0,0.86,0,0,0,0,0,0,0,0,0,0,0.083,132,1
0,0,0,1.74,0,0,0,0.58,0,0,0,0,0,0,0,0.085,0.085,12,1
0,1.58,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,0.301,23,1
0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0.201,25,1
0,0.58,1.16,0,0.87,0,0,0,0,0,0,0,0,0,0,0.054,0.271,14,1
0,0,0.82,0,1.37,0.55,0,0,0,0,0,0,0,0,0,0.279,0.093,63,1
0,0.49,0.19,0.09,0,1.08,0.59,0.09,0.09,0,0,0,0,0,0.09,0.102,0.145,669,1
0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0.381,0,28,1
0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0.228,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0.215,0.215,18,1
0,0,0,0.05,0,0.53,0.23,0.23,0,0,0,0,0,0,0,0.064,0.14,14,1
0,0,0,0.25,0,0,0.51,0,0,0,0,0,0,0,0,0.087,0.174,126,1
0,0.19,0.39,0.98,0,0,0,1.38,0,0,0,0,0,0,0,0.23,0.306,76,1
0.04,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,9.752,1.785,9989,1
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,12,1
0,0,0.29,0,0,0.14,0,0.44,0,0,0,0,0,0,0,0.205,0.128,73,1
0,0,0.69,0,1.73,0.34,0,0.34,0,0,0,0,0,0,0,0.194,0.055,63,1
0,0,0.65,0.16,0,0,0.98,0.32,0,0,0,0,0,0,0,0,0.29,13,1
0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,21,1
0.16,0.16,0.16,2.13,0,0.65,0,0,0.49,0,0,0.32,0,0,0,0.089,0.67,52,1
0,0,0,1.07,0,0,1.07,1.07,0,0,0,0,1.07,0,0,0,0.598,295,1
0,1.16,0,0.58,0,0.58,0,0,0,0,0,0,0,0,0,0.27,0.09,9,1
5.03,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1
0,1.25,0,1.25,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,32,1
0,1.16,0.77,1.93,0,0.38,0,0,0,0,0,0.38,0,0,0.38,0,0,332,1
0,0.6,1.45,0.12,0,0,0.48,0.12,0,0,0,0,0,0,0,0.117,0.234,39,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,39,1
0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.291,11,1
0,0,0.52,0,0.52,0,0.31,1.47,0,0,0,0,0,0,0,0.028,3.305,193,1
0,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0.33,0.06,0,19,1
0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417,223,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,23,1
0,0.4,0.81,0.1,0,1.01,0,0.3,0,0,0,0,0.1,0,0,0,0.397,56,1
0,0,0,0.49,1.47,0.49,0,0,0,0,0,0,0,0,0,0,0,152,1
0,0.16,0,0.5,0,1.5,0,0,0.33,0,0,0,0,0,0,0.088,0.752,47,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0.4,1.2,0.4,0,0,0,1.2,0,0,0,0,0,0,0,0,0.052,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,46,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0.4,0.8,0.1,0,1.01,0,0.3,0,0,0,0,0.1,0,0,0,0.397,56,1
0,0,0,0,0,1.57,0.78,0,0,0,0,0,0,0,0,0,0.184,31,1
0,0,0,2.85,0,0,0,0.71,0,0,0,0,0,0,0,0,0,12,1
0,0,0.08,0,0,0.08,0.4,0.72,0,0,0,0,0,0,0,0,0.202,102,1
0,0,3.77,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0.21,25,1
0,0,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0.54,0.096,0,16,1
0,0,0.49,1.14,1.3,0.16,0,0.49,0,0,0,0,0,0,0,0.231,0.231,47,1
0,0.96,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1
0,0,0.12,0,0.12,2.04,0,0.12,0,0,0,0,0,0,0,0.164,0.061,84,1
0,0.79,0.39,0,0.39,0,1.18,0.79,0,0,0,0,0,0,0,0.064,0.192,13,1
0,0,0,0,0,0.4,0.8,0,0,0,0,0,0,0,0,0.133,0.133,108,1
0,0.06,0.5,0,0.06,0,0,0.19,0,0,0,0,0,0,0,0.102,0.041,74,1
0,0,0,0.68,0,0,0,0,0.68,0,0,0,0,0,0,0,0,4,1
0,0.37,0,1.12,0,0.18,0,0,0,0,0,0,0,0,0,0.066,0.165,34,1
0,0.2,0.8,0,0.2,1.6,0.1,0.2,0,0,0,0,0,0,0,0.175,0.175,669,1
0,0,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0.302,5,1
0,0,0,0.47,0.95,0,0.47,0,0,0,0,0,0,0,1.43,0.076,0.306,78,1
0,0,0,0.12,0.12,0.12,0,0,0,0,0,0,0,0,0.12,0.352,0,41,1
0,0,0.05,0.17,0,0,0,0.05,0,0,0,0,0,0,0.05,0.099,0.079,95,1
0,0.9,1.8,0.9,4.5,0,0.9,0,0,0,0,0,0,0,0,0,0.13,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0.189,0.189,25,1
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.303,0,11,1
0,0,0,1.25,0.62,0,0.62,0,0,0,0,0,0,0,0.62,0.11,0.11,30,1
0,0,0,1.19,1.19,0,1.19,0,0,0,0,0,0,0,0,0,0.787,31,1
0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,12,1
0,1.34,0.33,0.67,0.67,0.33,0,0,0,0,0,0,0,0,0,0.161,0,12,1
0,0,0,1.1,0.27,0.83,0,0.27,0,0,0,0,0,0,0.27,0.194,0.291,35,1
0,0.6,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0.095,0,11,1
0,2.41,1.72,0,0,3.44,0,0,0,0,0,0,0,0,0,0.116,0,6,1
0,0.32,0,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0.64,0.104,0.157,10,1
0,0.39,0,0.39,0,0,0,0.39,0,0,0,0,0,0,0,0,0,12,1
0,0,0.39,0,0.09,0,0,0.09,0,0,0,0,0,0,0.09,0.037,1.31,54,1
0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0.611,0,22,1
0,1.31,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0.117,186,1
0,0,0.95,0,0,0,0.23,0,0.71,0,0,0.95,0,0,0.47,0.121,0.04,55,1
0,0.38,0,0,0,0.12,0.19,0,0,0,0,0,0,0,0,0.03,0.081,43,1
0,0.73,0.27,0.09,0,1.2,0.55,0.18,0,0,0,0,0,0,0.09,0.094,0.135,696,1
0,0.72,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0,14,1
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0.28,0,0,0.57,0.28,1.44,0,0,0,0,0,0,0,0,0.131,0.218,40,1
0,0.66,0.16,0.82,0.33,0.16,0.49,0.33,0,0,0,0,0,0,0,0.025,0.05,350,1
0,0,0,0.61,0,0.61,0,0,0,0,0,0,0,0,0.61,0,0.103,28,1
0,0,1.47,0.29,0,1.62,0.73,0.29,0,0,0,0,0,0,0,0.023,0.215,217,1
0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,1.17,0,0,10,1
0,0,3.78,0,0.75,0,0,0,0,0,0,0,0,0,0,0,1.237,404,1
0,0.27,0.81,0,0,0,0,0.27,0,0,0,0,0,0,0,0.04,0.04,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,51,1
0,0,1.76,0,0.7,0.35,0.61,0.7,0,0,0,0,0.08,0,0.17,0.081,0.069,1170,1
0,0,0,0.41,0,0.82,0,0.41,0,0,0,0,0,0,0.41,0.068,0.549,19,1
