@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,7,12,16-17,24,26,36,38-39,41,45-46,48,52,56,58'

@attribute Word_freq_make numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0.07,0.07,0.82,0,0.07,0.22,0,0,0,0,0,0,0,0,0.131,74,1
0,1.63,0.54,0.54,2.73,0,0,0,0,0,0,0,0,0,0,32,1
0,0.96,0.96,1.44,0,0,0,0,0,0,0,0,0,0,0.149,44,1
0,0.32,0.32,0.32,0.32,0.32,0,0,0,0,0,0.64,0,0,0,10,1
0,0.27,0.82,0.82,0.54,0.54,0,0,0,0,0,0,0,0,0.13,139,1
0.1,0.5,0.7,0.1,0,0.1,0,0,0,0,0,0.1,0.1,0,0.491,669,1
0,0,0,0.41,0,0,0,0.41,0,0,0,0,0,0,0.312,8,1
0.09,0,1.57,0,0.09,0.09,0,0,0,0,0,0,0,0,5.848,54,1
1.47,0,0,7.35,0,4.41,0,0,0,0,0,0,0,0,1.272,63,1
0.05,0,0.28,0.17,0,0.05,0,0,0,0,0,0.05,0,0,0.099,95,1
0,0,2.65,0.44,0,1.32,0,0,0,0,0,0,0,0,0.663,123,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,10,1
0.54,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,19,1
1.06,0.7,0.7,0.7,0,0.35,0,0,0,0,0,0.35,0,0,0.381,12,1
0.8,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,1.562,22,1
0.18,0.06,0.54,0,0.72,0.06,0,0,0,0,0,0,0,0,0.01,12,1
0,0.38,0,0.38,0,0.38,0,0,0,0,0,0.38,0,0,0.121,12,1
0,0.31,0.31,0.31,0.31,0.31,0,0,0,0,0,0.31,0,0,0,10,1
0,0,0.88,0.22,0,0.22,0,0.44,0,0,0,0,0,0,0.13,75,1
0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.467,12,1
0.5,0.02,0.9,0.33,0.42,0.46,0,0,0,0,0,0.02,0,0,0.325,445,1
0,0,0.3,0.3,0.3,0.3,0,0,0,0,0,0.3,0,0,0,11,1
0.43,0,2.18,0,1.74,0.43,0,0.43,0,0,0,0,0,0,0.802,107,1
0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0.107,7,1
0,0.38,0,0.38,0,0.38,0,0,0,0,0,0,0,0,0.123,12,1
0,1.21,1.21,0,4.87,0,0,0,0,0,0,0,0,0,0.555,311,1
0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,1.562,95,1
0.34,0,1.38,0.34,1.03,0.51,0,0,0,0,0,0.17,0,0,1.275,78,1
0,0,0,0.92,0,0.46,0,0,0,0,0,0,0,0,0.795,66,1
0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.362,37,1
0,0,0.95,0,0.95,0,0,0,0,0,0,0.47,0,0,0.496,80,1
0.1,0.5,0.7,0.1,0,0.1,0,0,0,0,0,0.1,0.1,0,0.49,669,1
0,0,0,0,0.29,0.29,0,0,0,0,0,0,0,0,1.434,64,1
0,0,0.12,0,0,0.12,0,0,0,0,0,0,0,0,0.693,11,1
0,0,0,0.45,0,0,0,0.22,0,0,0,0.22,0,0,0,27,1
0,0.4,0,0.8,0,0,0,0,0,0,0,0,0,0,0.116,54,1
0,0.55,0.55,0.55,3.88,0,0,0,0,0,0,0,0,0,1.191,140,1
0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,16,1
0,1.66,1.66,3.33,0,0,0,0,0,0,0,0,0,0,1.424,59,1
0,1.13,0,1.13,1.13,0,0,0,0,0,0,0,0,0,0,17,1
0,0.19,0.39,0,0.19,0.39,0,0.19,0,0,0,0,0,0,0.174,97,1
0.39,0,1.19,0.39,0.39,0.39,0,0,0,0,0,0,0,0,0.64,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,67,1
0,0.9,0,1.81,0,0,0,0.9,0,0,0,0,0,0,1.492,66,1
0,0.8,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0.21,24,1
0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0.269,45,1
0,0.1,0.64,0,0.1,0,0,0,0,0,0,0,0,0,0.016,29,1
0,0,0.53,0,0,0.17,0,0,0,0,0,0,0,0,0,158,1
0.18,0,0.63,0,0.09,0.09,0,0,0,0,0,0,0,0,0.029,48,1
0.1,0.1,0.5,0.91,0.2,0.2,0,0,0,0,0,0,0,0,0.352,494,1
0,0,0.48,0.96,0,0,0,0,0,0,0,0.48,0,0,0.26,4,1
0.25,0.25,0.76,0.5,0,0,0,0,0,0,0,0,0,0,0.082,18,1
0,1.56,0,1.56,0,0,0,0,0,0,0,1.56,0,0,0.769,12,1
0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,1.647,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797,75,1
0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0.936,24,1
0.08,0.25,0.59,0.25,0.08,0.08,0,0,0,0,0,0.08,0.08,0,0.403,669,1
0,0,0.31,0.31,0.62,0,0,0,0,0,0,0.94,0,0,0,22,1
0,0.97,0,0.97,0,0,0,0,0,0,0,0,0,0,0.834,68,1
0.09,0,1.35,0.29,0.19,0.38,0,0,0,0,0,0.29,0,0.19,0.374,148,1
0,0,0.4,0.2,0.4,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0,1.36,0,0,0,1.36,0,0,0.424,21,1
0,0,2.17,2.17,0,0,0,0,0,0,0,0,0,0,0,5,1
0.44,0,1.33,0.44,0,0.44,0,0,0,0,0,0.44,0,0,1.131,28,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952,13,1
0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0.963,17,1
0.17,0.44,1.33,0.62,0.08,0.08,0,0,0,0,0,0.08,0,0,0.225,583,1
0,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0.102,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,46,1
0.22,0,0.88,0.66,0,0.22,0,0,0,0,0,0,0,0,0.659,65,1
0.1,0,0.53,0.17,0.03,0.17,0,0,0,0,0,0,0,0,0.006,46,1
0,0,0.84,0.21,0,0,0,0.42,0,0.21,0,0,1.48,0,0,39,1
0,0,2.13,0.16,0,0.32,0,0,0,0,0,0,0,0,0,13,1
0,0,0.68,0.45,0,0.22,0,0.22,0,0,0,0,0,0,0.919,138,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,19,1
0.09,0,1.57,0,0.09,0.09,0,0,0,0,0,0,0,0,5.803,54,1
0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,28,1
0,0.28,0.84,0.28,0,0,0,0,0.28,0,0,0.28,0,0,0.034,114,1
0.15,0,0.3,0.3,1.54,0.3,0,0,0,0,0,0,0,0,0.615,13,1
0.07,0.07,1.31,1.39,0.15,0.3,0,0,0,0,0,0,0,0,0,84,1
0.25,0,0.86,0.08,0,0.08,0,0,0,0,0,0,0,0,0.094,89,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1
0,0.53,1.07,0,0,0,0,0,0,0,0,0,0,0,0.082,66,1
0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0.393,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0.18,0,0.6,0.24,0.12,0.42,0.66,0,0,0.24,0,0.18,0,0.12,0.044,29,0
0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,1.58,0,0,0,3.17,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,10,0
0,0,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0.24,10,0
0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,119,0
0,0,0.93,0,0,0,0,0,0,3.75,0,0,0,0,0,37,0
0,0,0.73,0,0,0,1.6,0,0,0.29,1.16,0.14,3.07,0,0.02,52,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0.25,0.25,0,0.25,0,0,0,0,0,0,0.25,0.51,0.25,0,0.413,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0.22,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0.134,121,0
0.08,0,0.22,0,0.04,0,0.44,0,0.08,0,0,0,0,0,0,64,0
0.09,0,0.33,0,0,0,0.66,0.04,0,0,0,0,0,0.04,0,85,0
0.27,0,0.81,0,0,0,0.81,0.27,0,0.27,0,0.54,0,0,0,20,0
0,0,0,0,0,0,0.92,0,0,0.23,0,0,0.69,0,0,13,0
0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1.86,0.93,0,0.93,0,0.93,0,0,0,13,0
1.05,0,2.1,0,0,0,1.05,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,1.458,2,0
0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,4,0
0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,3.25,0,2.43,0,0.285,7,0
0,0,1.07,0,0,0,0.15,0,0,0,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0.82,0,0,0,0,0,0,0,0,0.41,0,0.41,0,12,0
0.07,0,1.43,0,0.93,0,0,0.43,0,0,0,0,0,0.14,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0.28,0,0,0,0,0,0,0,0,0.57,0,0,0.103,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,15,0
2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0.6,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
0,0,1.47,0,0,0,0.73,0,0,0,0,0,0,0,0,5,0
0,0,0.87,0,0.78,0,0,0.08,0,0,0,0,0,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,1.48,0,0,0,0.74,0,0,1.48,0,0,0,0,0,53,0
0,0,0,0,0,0.77,0,0,0,0,0,1.55,0.77,0,0.196,10,0
0,0,0,0,0,0,0,0,0,2.56,0,2.56,0,0,0.473,15,0
0,0,0.54,0,0,0,0.54,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0.114,17,0
0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,11,0
0.1,0,1.06,0.1,0.21,0,0.1,0.21,0,0,0,0,0,0,0,23,0
0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0.27,4,0
0.51,0,1.54,0,2.06,0,2.06,0.51,0,0,0,0.51,0,0,0,4,0
0,0,0.78,0,0,0,0.78,0.78,0,0,0,0,0,0,0,22,0
0,0,1.36,0,0,0,0,0,0,0,0,1.36,0,0,0,13,0
0.3,0.3,0.3,0,0,0,0.3,0.15,0,0.15,0,0.15,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0.17,0,0.17,0.17,0.34,0,0.68,0,0,0,0,0,0,0,0.167,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0.56,0,0,0,0.56,0,0,0,0,0.85,0,0,0,15,0
0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,13,0
0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0.33,0,0,0,0,0.33,0,0,0,0,0,0,0,24,0
0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,17,0
0,0,0.35,0,0,0,1.06,0.35,0,0,0,0.7,0,0,0,12,0
0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0.48,7,0
0,0,2.28,0,0,0,0.76,0,0,0,0,0,0,0,0,3,0
0,0.59,0,0,0,0,0.29,0,0,0,0,0.29,0,0,0.044,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0.49,0,0,0,0,0.49,0,0,0,0,0,0,0.081,4,0
0,0,0,0,0.76,0,0.76,0,0,0,0,0,0,0,0,7,0
0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0.39,0,0,0,0,0.39,0,0,0,0,0,0,0,38,0
0,0,2.32,0,0,0,1.16,1.16,0,1.16,0,0,0,0,0.139,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.38,0,0,0,0,0,0,0,0,0.38,0,0,0.276,2,0
0,0,0.54,0,0.68,0,0.13,0.54,0,0,0,0,0,0,0,21,0
1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0.67,0,0,0,0,0,0,0,0,0,1.35,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0.27,0.27,0,0,0.27,0,0,0,0,0,0.27,0,0,55,0
0.05,0,0.14,0,0,0,0.53,0,0,0,0,0,0,0.02,0,52,0
0,0,3.22,0,0,0,1.61,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.16,0.33,1.51,0,1.67,0.33,0,0,0,0,0,0,0,0,1.027,70,0
0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,3.52,0,0,0,1.17,0,0,1.17,0,0,0,0,0,12,0
0.05,0,0.15,0,0,0,0.7,0,0.05,0,0,0,0,0,0,45,0
0.1,0,0.84,0.1,0,0.1,0,0,0,0,0,0,0.21,0,0.07,29,0
0.1,0,1.66,0,0.41,0,0,0.1,0,0,0,0,0,0,0,24,0
0.29,0,0,0.29,0.29,0,0.59,0.29,0,0.89,0.29,0.59,0.29,0,0.344,17,0
0,0,0,0,0,0,2.63,2.63,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0.04,0,1.03,0,0,0,0,0.09,0,0,0,0,0,0,0,185,0
0.27,0,1.1,0,0,0,0.13,0.13,0,0,0,0,0,0.13,0,16,0
0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.74,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.195,22,0
0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,5,0
0,0,1.22,0,0,0,0,0,0,0,0.61,0,0.61,0,0.327,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0.42,7,0
0,0,0.75,0,0.37,0,0,0,0,0,0,0,0,0,0,14,0
0.59,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0.312,22,0
0,0,0,0,0,0,0.64,0,0,0.64,0,0.64,0,0,0.209,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,8,0
0,0,0.7,0,0,0,0,0,0,0,0,1.4,0,0,0.1,22,0
0,0,0,0,0,0,0,0,0,0,0,10.52,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0.14,0.14,0,0,0,0.42,0,0,0,0,0,0.14,0,0,80,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,2,0
0.26,0,1.06,0,0,0,0.26,0,0,0,0,0,0,0,0,77,0
0,0,0,0,0,0,1.28,1.28,0,0,0,0,0,0,0,11,0
0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0.52,0,0,0,0.35,0.17,0,0,0,0.17,0,0,0.057,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1.69,0,0,1.69,0,1.69,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0.94,0,1.89,0,0.18,0.37,0,0,0,0.56,0,0,0,10,0
0,0,0.91,0,0,0,0.22,0,0,0,0,0,0,0.22,0,15,0
0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0.709,9,0
0.23,0,1.39,0,0,0,0.23,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,1,0
0.02,0,0.13,0,0,0,0.49,0,0,0.13,0,0,0,0,0,52,0
0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,1.94,1.94,1.94,1.94,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,4,0
1.23,0,0,1.23,0,0,0,0,0,0,0,0,0,0.61,0,3,0
0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,157,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,2.33,0.58,0,0,0.58,0,0,0,0,0,0,0,0.097,11,0
