@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_all numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_font numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_conference numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0.468,0,66,135,1
0.37,0.75,1.13,0,0.37,0,0.37,0,0,0,0,0,0,0,0.197,0.197,842,998,1
0.54,0,0.54,0,0,0,0.54,0.54,0,0,0,0,0,0,0,0.318,22,129,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,12,63,1
0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,46,94,1
0.6,0,0.36,0,0.24,0,0.6,0.24,0,0,0,0,0,0,0.04,0.222,54,483,1
0,0.8,0,0.8,0,0,0.8,0.8,0,0,0,0,0,0,0.134,0,19,81,1
0,0.53,0,0.53,0,0,0,0,0,0,0,0,0,0,0.255,0,12,81,1
0,0,0,2.46,0,0,2.46,0,0,0,0,0,0,0,0,0,7,36,1
0,0,0,0,0,0,0.45,0.45,0,0,0,0,0,0,0.138,0,46,122,1
0.29,0.29,0,0,0,0,0.58,2.04,0,0,0,0,0,0,0,0.046,34,234,1
0,0,0.3,0.3,0,0,0.9,0.6,0,0,0,0,0,0,0.048,0,139,281,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,8,36,1
0,0,0.73,0,0,0,0.36,0.73,0.36,0,0,0.36,0,0,0,0.181,58,356,1
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,10,1
0.08,0,0.08,0,0,0,0.08,0.23,0,0,0,0,0,0,0.228,0.038,67,1254,1
0,0,0,0.44,0,0,0,0,9.29,0,0,0,0,0,0,0,72,474,1
0,0,0.68,0.68,0,0,0,0,0,0,0,1.36,0,0,0,0.242,60,157,1
0.18,0,0.18,0.06,0.06,0,0,0.72,0,0,0,0,0,0.01,0.052,0.167,12,442,1
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,26,54,1
0,0,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0,0.598,295,329,1
0,0,0.46,0.46,0,0,0,0,0.93,0,0,0,0,0,0,0,32,91,1
0,0,0.29,0,0.88,0,0,0.29,0,0,0,0,0,0,0.097,0.048,49,428,1
0.76,0.19,0.38,0,0.76,0,0.38,0.44,0,0,0,0.12,0,0,0.085,0.235,45,1070,1
0,0,0.85,0,0,0,0.42,0,0,0,0,0,0,0,0.159,0,7,117,1
0,0,1.63,0,0,0,0.32,0,0,0,0,0,0,0,0.11,0.83,33,228,1
0,0.64,0.64,0.64,2.59,0,0.64,0.64,0,0,0,0,0,0,0,0,4,25,1
0.39,0.46,0.31,0,0.58,0.03,0.23,0.43,0,0,0,0,0,0.006,0.078,0.496,543,2424,1
0,0,1.11,0.74,0,0,0,0.37,0,0,0,0,0,0,0,0.552,7,79,1
0,0.43,0.43,0,0,0,0.43,0,0,0,0,0,0,0,0.147,0,61,222,1
0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0.462,0,6,25,1
0.17,0,0.08,0.08,0.08,0,0,0.17,0,0,0,0,0,0,0.084,0.014,48,575,1
0,0.53,0.53,0.26,0,0,0,0,0,0,0,0,0,0,0,0.04,21,164,1
0,0,0.31,0.31,0,0,0.31,0.31,0,0,0,0,0,0,0.108,0.163,10,144,1
0,0,0.24,0,1.69,0,0.24,0,0,0,0,0,0,0,0.036,0.291,67,461,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0.23,0.29,0.64,0.11,0.05,0.17,0.05,0.11,0,0,0,0,0,0,0.133,0.338,87,1460,1
0.2,0.1,0.7,0,0,0.1,0.4,0.2,0,0.1,0,0.1,0,0.017,0.159,0.406,84,851,1
0.4,0.34,0.27,0.06,0,0.2,0,0,0,0,0,0,0,0.013,0.052,0.197,53,608,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1
0.68,0.68,0.68,2.73,0,0,0,0,0,0,0,0,0,0,0,0,9,89,1
0,0,0.93,0,0,0,0,2.8,0,0,0,0,0,0,0,0.154,10,50,1
0.27,0,0.83,0.27,0,0,0.83,1.11,0,0,0,0,0,0,0,0,17,196,1
0,0.56,0.56,1.12,0,0,0.56,2.82,0,0,0,0,0,0,0.247,0.33,140,190,1
0.41,0,1.25,0,0,0,0.62,1.25,1.67,0,0,0,0,0,0.153,0.345,37,426,1
0,1.56,0,1.56,0,0,1.56,1.56,0,0,0,0,0,0,0.183,0.183,140,164,1
0.22,0.44,0,1.33,0,0,1.11,0,0,0,0,0.22,0,0,0.134,0.067,22,183,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,6,30,1
0,0,0,0,0,0,0.77,0.77,0,0,0,0,0,0,0.268,0.403,29,109,1
0,0.35,0.7,0.35,0,0,0.7,0,0,0,0,0,0,0,0.113,0,58,183,1
0,0,0,1.04,0,0,0,1.04,0,0,0,0,0,0.061,0.246,0.061,59,146,1
0,0,0.52,0.52,0,0,1.05,0,0,0,0,0,0,0,0.194,0,43,120,1
0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0.409,1.023,25,122,1
0,0,0,0.18,0,0,1.89,0,9.48,0,0,0,0,0,0,0,180,1261,1
0,0,0,5.4,0,0,5.4,0,0,0,0,0,0,0,0,0.21,295,347,1
0.32,0,0.32,0.65,0,0,0,0.65,0,0,0,0,0,0,0,0.173,28,141,1
0.1,0.1,0.73,0.2,0.1,0,0.1,1.14,0,0,0,0.1,0,0,0.163,0.065,92,817,1
0,0.33,0.33,0.66,0,0,0.82,0.33,0,0,0,0,0,0,0.025,0.05,350,721,1
0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0.23,41,72,1
0,0.45,0.45,0,0,0,0.45,0,0,0,0,0,0,0,0,0,61,200,1
0,0,0,0.8,0,0,1.61,0,0.8,0,0,0,0,0,0.07,0,24,229,1
0,0,0.55,0.18,0,0.18,0,0.37,0,0,0,0,0,0,0.182,0,4,68,1
0,0,0.4,0,0,0,0.2,0.4,0,0,0,0.2,0,0,0.03,0.302,11,190,1
0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,72,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,166,1
0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.207,30,226,1
0,0,3.03,0.86,0,0,2.16,0,0,0,0,0,0,0,0.2,0,41,353,1
0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0.308,0,6,25,1
0.1,0.1,0.03,0,0,0,0.17,0.03,0,0,0,0,0,0,0.071,0.065,46,3220,1
0.07,0,1,0.07,0.23,0.07,1.39,0.15,0,0,0,0.15,0,0.024,0.183,0.183,84,700,1
0.1,0,0.74,0.1,0,0,0,0,0,0,0.1,0,0,0,0.101,0.609,126,1609,1
0,0.33,0.33,0,0,0,0.66,1,0,0,0,0.33,0,0,0,0,34,113,1
0,0,0.72,0,0,0,0,0.72,0,0,0,0,0,0.053,0.265,0,13,88,1
0,0,1.55,0,0,0,0.38,0,0,0,0,0,0,0,0.06,0.12,22,160,1
0,0,0.71,0,0.23,0,0.23,0,0,0,0,0,0,0,0.109,0.036,97,543,1
0,0,0,0,0,0,1.23,1.23,0,0,0,0,0,0,0,0,41,71,1
0.58,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0.098,0,61,297,1
0.09,0.49,0.59,0,0.09,0,0,0.09,0,0,0,0,0,0.766,0.037,1.31,54,753,1
0,0,0,0.93,0,0,0.46,0.46,0,0,0,0,0,0,0.135,0,46,96,1
0.43,0.43,0.43,0,0,0,2.63,0,0,0,0,0,0,0,0.201,0.067,28,226,1
0,0.43,0,0.86,1.3,0,0,0,0,0,0,0,0,0.063,0.126,0.063,30,159,1
0,1.63,0,1.63,0,0.81,0,0,0,0,0,0,0,0,0,0,11,56,1
0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,12,29,1
0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0.199,25,53,1
0.33,0,0.66,0,0.44,0,0.55,0,0,0,0,0,0,0,0.173,0.193,75,389,1
0.4,0.4,0.26,0.06,0,0.26,0.4,0.06,0,0,0,0,0,0,0.088,0.151,123,1045,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.416,23,79,1
0,0.11,0.23,0.11,0.34,0,0.46,0.23,0,0,0,0,0,0.075,0.037,0.094,48,389,1
0,0,1.28,0,0,0,1.28,0,0,0,0,0,0,0,0.181,0,9,43,1
0,0,1.33,0,0,0,0,0,0,0,0,0,0,0.078,0.078,0,5,37,1
0.09,0.49,0.59,0,0.09,0,0,0.09,0,0,0,0,0,0.765,0.037,1.308,54,768,1
0,0,0.61,0.61,0,0,0,1.23,0,0,0,0,0,0,0.176,0,13,81,1
0,0,1.79,0,0,0,0,0,0,0,0,1.19,0,0,0,0,10,204,1
0.93,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0.343,0.171,15,38,1
0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.043,0,11,195,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,6,78,1
0,0.29,0.72,0.14,0,0.14,0.14,0,0,0,0,0.14,0,0,0,0.023,132,1001,1
0,0,0.91,0,0,0,1.36,0,0,0,0,0,0,0,0.073,0,12,126,1
0,1.15,0.86,0.57,0,0,1.72,0,0,0,0,0,0,0,0.142,0,56,349,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,136,1
0,0,0,0.38,0,0,0.38,0,0,0,0,0,0,0,0,0,12,99,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,151,1
0,0,1.16,0,0.58,0,1.74,0,0,0,0,0,0,0,0.085,0.085,12,102,1
0,0.81,1.47,0.98,0.32,0.32,0.49,0.65,0,0,0,0.16,0,0,0.247,0.674,113,640,1
1.06,0,0.7,0.7,0,0.35,0.7,0,0,0,0,0,0,0,0,0.063,12,95,1
0,0,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,12,95,1
0,0.35,0.35,0,0,0,0,0.71,0,0,0,0.35,0,0,0.233,0.233,25,140,1
0,0.54,0,1.08,0,0,2.17,0,0,0,0,0,0,0,0,0,5,53,1
0.05,0.05,0.4,0,0.57,0,0.17,0,0,0,0,0,0,0.019,0.099,0.079,95,1310,1
0,0,0.21,0,0,0,0.21,0,0,0.42,0,0,0,0,0.057,0,39,379,1
0.34,0,1.7,0,0.68,0,0,0,0,0,0,0,0,0,0,0.105,1325,1330,1
0.1,0.3,0.4,0.2,0.8,1.6,0,0.2,0,0,0,0,0,0,0.174,0.174,669,1200,1
1.04,0,0.69,0.69,0,0.34,0.69,0,0,0,0,0,0,0,0,0.063,12,96,1
0.41,0,0.61,0,0.2,0,0.41,1.03,0,0,0,0,0,0,0.099,0.132,102,565,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,0,13,79,1
0,0,0.31,0.31,0,0,0.31,0.31,0,0,0,0,0,0,0.108,0.163,10,144,1
0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.116,0,154,9088,1
0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,75,127,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,1
0.1,0,0.1,0.1,0.2,0,0.91,0.2,0,0,0,0,0,0,0.096,0.16,494,1439,1
0,0,0.53,0,0,2.12,0,0.53,0,0,0,0.53,0,0,0.191,0.478,60,131,1
0.08,0.08,0.76,0.25,0.59,2.21,0.25,0.08,0,0,0,0.08,0,0,0.065,0.118,669,1412,1
0,0,0,1.13,0,0,1.13,1.13,0,0,0,0,0,0,0.319,0,17,106,1
0.1,0.1,0.71,0.4,1.42,0,0.1,0,0,0,0,0,0,0,0,0.384,56,1043,1
0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,7,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,13,78,1
0.34,0,1.7,0,0.68,0,0,0,0,0,0,0,0,0,0,0.105,1325,1331,1
0,0,0.49,0.49,0,0,0.49,0.99,0,0,0,0,0,0,0.082,0.165,78,225,1
0,0,0.53,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0.099,0.066,29,381,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1
0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,0.301,23,136,1
0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0.255,81,97,1
0,0,0,2.56,1.28,0,0,5.12,0,0,0,0,0,0,0,0,304,308,1
0,0,0.38,0.38,0,0,0.38,0.76,0,0,0,0,0,0,0.299,0.179,78,285,1
0,0.47,0,0,0,0,0.47,0,0,0,0,0,0,0,0.056,0,182,359,1
0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,41,79,1
0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0.412,0.103,33,259,1
0.14,0,0.21,0,0.07,0,0,0.28,0,0,0,0,0,0.012,0.064,0.206,10,380,1
0,0.67,0.67,0.16,0,0.5,0,0,0,0,0,0,0,0,0,0.107,32,258,1
0.59,0,0,1.18,0.59,0,0,2.95,0,0,0,0,0,0,0,0,46,182,1
0,0,0.2,0,0,0,0,0.61,4.49,0,0,0,0,0,0,0.223,55,490,1
0.64,0,0.64,0.64,0,0,0.64,0.64,0,0,0,0,0,0,0.104,0.313,22,113,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342,0,10,51,1
0.51,0.17,0.51,0,0.85,0,0.17,0.17,0,0,0,0,0,0,0,1.961,183,660,1
0.1,0.1,0.71,0.4,1.42,0,0.1,0,0,0,0,0,0,0,0,0.396,56,1042,1
0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0.212,25,53,1
0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0.201,25,54,1
0.19,0.19,0.19,0,0.58,0,0,0,0,0.19,0,0,0,0,0.07,1.121,2042,2043,1
0.65,0.49,0.32,0,0.65,0.16,1.14,1.3,0,0,0,0,0,0,0.231,0.231,47,595,1
0.45,0.68,0.68,0.56,0,0.79,0.22,0.11,0,0,0,0.11,0,0.019,0.057,0.134,94,385,1
0.28,0,0.28,0,0,0,0.14,0.42,0,0,0,0,0,0,0.047,0.118,27,250,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0,1,6,1
0.08,0.08,0.35,0.08,0.35,0,0.53,0.08,0,0,0,0,0,0,0.054,0.109,119,1278,1
0.17,0,0.08,0.08,0.08,0,0,0.17,0,0,0,0,0,0,0.081,0.013,48,574,1
0.22,0.22,0.22,0.44,0.22,1.1,0.44,0,0,0,0,0.44,0,0,0,0.156,1038,1734,1
0,0,0.26,0,0,0.26,0.8,0,0,0,0,0,0,0,0.299,0,15,188,1
0.49,0,0.74,0.24,0,0,0.49,0.99,0,0,0,0,0,0,0.035,0.035,60,228,1
0.86,0,0.86,0,0,0,0.86,3.44,0,0,0,0,0,0,0,0.154,7,53,1
0.62,0,0.62,0.62,0,0,0,1.24,0,0,0,0,0,0,0.31,0,22,111,1
0.25,0,0.51,0,0.77,0,0,0,0,0,0,0,0,0,0.086,0.173,16,287,1
0.61,0,0,0.61,0.61,0,1.22,0,0,0,0,0.61,0,0,0.184,0,34,89,1
0,0,0.29,0.29,0,0,0.87,0.58,0,0,0,0,0,0,0.046,0,139,274,1
0,0.75,0.25,0,0,0,1.5,0,0,0,0,0,0,0.045,0.18,0,3,86,1
0.46,0.46,0.26,0.06,0,0.26,0.26,0,0,0,0,0,0,0.036,0.084,0.23,40,898,1
0,0.26,0.79,0.08,0.53,0.71,0.88,0.44,0,0,0,0,0,0.098,0.226,0.254,54,968,1
0,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0.015,0.137,0,44,990,1
0.1,0.1,0.71,0.2,1.43,0,0.1,0,0,0,0,0,0,0,0,0.396,56,1028,1
0.11,0.11,0.47,0.23,0.35,0,0.11,0,0,0,0,0,0,0,0.233,0.107,64,509,1
0,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0.067,0.202,0,45,464,1
0.54,0.13,0.38,0,0.35,0.13,0.19,0.43,0,0,0,0,0,0,0.086,0.15,195,3313,1
0,0,3.48,0,1.16,0,0,0,0,0,0,0,0,0,0,0,28,72,1
0,0.27,0.27,0,0.82,0,0.27,0.54,0,0,0,0,0,0,0,0.128,20,164,1
0,0,0.56,0,0,0.18,0,0.37,0,0,0,0,0,0,0.189,0,4,70,1
0,0.56,0.56,1.12,0,0,0.56,3.38,0,0,0,0,0,0,0.26,0.347,140,195,1
0,0,0,0,0,0,0,0,10.58,0,0,0,0,0.306,0.043,0.043,69,885,1
0,0,0.94,0,0.31,0,1.25,0.62,0,0,0,0,0,0,0.145,0.388,61,319,1
0,0,0,0.45,0,0,0,0,9.04,0,0,0,0,0,0,0,45,440,1
0,0,0.46,0,0,0,0,0,0,0,0,0.93,0,0.071,0.071,0.023,1505,2761,1
0.19,0,0.38,0,0,0,0.38,0,0,0,0,0,0,0.01,0.01,0,21,15841,1
0.25,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.181,0.997,49,270,1
0,0.55,0.55,0.55,0,0,0.55,2.79,0,0,0,0,0,0,0.259,0.345,140,200,1
0.67,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,37,132,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,158,1
0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.263,47,266,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
0,0,0,1.2,1.2,0,0,4.81,0,0,0,0,0,0,0,0,295,301,1
0.17,0,0.17,0.05,0.05,0,0,0.69,0,0,0,0,0,0.01,0.05,0.162,12,454,1
0,0,1.42,0,0,0,5.35,0,0,0,0,0,0,0,0.102,0,24,205,1
1.01,0.33,0.5,0,1.34,0,0.5,0,0,0,0,0,0,0,0.204,0.229,151,888,1
0,1.09,0,0,0,0,0,0,0,0,0,0,0,0.173,0.519,0.692,25,84,1
0,0,0.48,0,0,0,0,0.96,0,0,0,0,0,0,0.083,0.251,80,247,1
0,0,1.68,0,0,0,0.33,0,0,0,0,0,0,0,0.06,0,19,203,1
0,0.5,0,2,0,0,0.5,0,0,0,0,0,0,0,0.267,0.979,28,164,1
0,0,0.19,0,0.19,0,0.76,0,0,0,0,0,0,0,0.058,0,93,381,1
0,0,1.03,0,0,0,0,2.06,0,0,0,0,0,0,0,0,3,19,1
0.33,0.44,0.37,0,0.97,0.03,0.03,0.07,0,0,0,0,0,0.006,0.159,0.221,72,819,1
0.1,0.1,0.7,0.4,1.41,0,0.1,0,0,0,0,0,0,0,0,0.397,56,1046,1
0,0,0.3,0,0,0,0.3,0.3,0,0,0,0,0,0,0.211,0.211,11,185,1
0,0,0.94,0,0,0,0.94,0,0,0,0,0,0,0,0.17,0,7,52,1
0.32,0.16,0.56,0.04,0.4,0.28,0.64,0.36,0,0,0,0.04,0,0.019,0.052,0.152,181,1500,1
0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0.205,0,15,339,1
0,0.17,0,0.17,0,0,0,0.17,1.93,0,0,0,0,0.028,0.143,0.057,39,417,1
0.82,0,0.82,0.41,0.41,0,2.47,1.65,0,0,0,0,0,0,0,0.132,76,301,1
0.09,0,0.09,0.09,0.19,0,0.87,0.19,0,0,0,0,0,0,0.136,0.151,494,1458,1
0.78,0,0.78,0,0,0,1.57,0.78,0,0,0,0,0,0,0,0.341,22,115,1
0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.238,19,96,1
0.31,0,0.63,0.15,0.15,0,0,1.58,0,0,0,0.15,0,0,0.076,0.127,97,650,1
0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,137,180,1
0,0.29,0.29,0.58,0,0,1.46,0.29,0,0,0,0,0,0,0.086,0,37,352,1
0.1,0.2,1.01,0.5,0.8,1.61,0.1,0,0,0,0,0,0,0,0.11,0.158,669,1351,1
0,0,0.47,0,0.47,0,0.95,0.95,0,0,0,0,0,0,0.131,0.263,61,255,1
0.67,0,0.67,0,0,0,0,0.67,0,0,0,0,0,0,0,0,3,33,1
0.1,0,0.1,0.1,0.2,0,0.91,0.2,0,0,0,0,0,0,0.096,0.16,494,1426,1
0.31,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0.055,0.111,32,125,1
0.27,0.27,0.27,0,0,0,1.08,0,0,0,0,0,0,0,0.225,0.496,64,578,1
0.52,0,1.05,0,0,0,1.05,0.52,0,0,0,0,0,0,0,0.698,14,125,1
0.5,0,0.75,0.25,0,0,0.5,1,0,0,0,0,0,0,0.034,0.034,60,231,1
0,0.54,0.54,2.16,0,0,0,0,0,0,0,0,0,0,0.162,0,148,379,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0,13,78,1
0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,11,13,1
0,0,0.34,0.34,0,0,0.68,0.34,0,0,0,0.34,0,0,0.393,0.056,17,158,1
0.47,0.94,0.94,0,0,0,0.47,0,0,0,0,0,0,0,0.252,0.168,636,744,1
0,0,0,0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,66,101,1
0,0.09,0.14,0.09,0.79,0,0,0.14,0,0,0,0,0,0.015,0.119,0.111,87,1645,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,1
0.5,0.4,0.33,0.13,0.54,0.03,0.27,0.44,0,0,0,0,0,0,0.074,0.519,136,2213,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,10,41,1
0,0,0,0,0,0.29,0.29,0,0,0,0,0,0,0,0.248,0.049,30,168,1
0.98,0.16,0.41,0,0,0.16,0,0,0,0,0,0,0,0,0.096,0.256,84,701,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,85,1
0.17,0.17,0,0,0,0,0.87,0,0,0,0,0,0,0,0.376,0.721,35,617,1
0,0.57,0.57,2.28,0,0,0,0,0,0,0,0,0,0,0.081,0,147,373,1
1,0,0.33,0,0,0,0.66,0.66,0,0,0,0,0,0,0.06,0.541,21,304,1
0.18,0,0.09,0,0.09,0,0,0.09,0,0,0,0,0,0,0.059,0.014,48,566,1
0.19,0.76,0.19,0.19,0.95,2.86,0.19,0,0,0,0,0.38,0,0,0.151,0.303,132,742,1
0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0.133,0,5,69,1
0,0,0.55,0,0,0,1.1,0.27,0,0,0,0,0,0,0.194,0.291,35,291,1
0,0.26,0.26,0.13,0,0.13,0.26,0,7.33,0,0,0,0,0,0,0.022,107,1096,1
1.24,0,0.82,0.41,0,0,1.65,0.41,0,0,0,0,0,0,0.193,5.3,92,344,1
0,1.03,0,1.03,0,0,0.51,0,0,0,0,0,0,0,0.257,0.429,4,55,1
0,2.66,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,7,32,1
0,0,0,0.45,0,0,0,0,9.5,0,0,0,0,0,0,0,72,477,1
0.49,0,0.74,0.24,0.24,0,0,1.23,0,0,0,0,0,0,0.116,0.155,47,485,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,60,84,1
0,1.11,1.11,2.22,0,0,3.33,0,0,0,0,0,0,0,0,0,5,35,1
0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,1.153,0,23,38,1
0,0.54,0.54,1.09,0,0,0.54,3.29,0,0,0,0,0,0,0.241,0.321,140,212,1
0,0.18,1.1,0.73,0.83,1.47,0.09,0,0,0,0,0,0,0,0.094,0.135,696,1478,1
