@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,6-7,13,16,21-22,26-27,35,38,40,42,46-47,50-53,55,58'

@attribute Word_freq_make numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_people numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,1.29,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,1.179,0.117,1.8,1
0,0,0.98,0,0,2.46,0,0,0,0,0,0,0,0,0,0.466,0,0,0,2.373,1
0,0,0.82,0,0.82,1.1,0,0,0,0,0,0,0,0,0,0.235,0,0.235,0.188,5.622,1
0,0,0.56,0.28,1.41,1.12,0,0,0,0,0,0,0,0,0,0.118,0,0.158,0,9.25,1
0,0.33,0.33,0,1,3.02,0,0,0,0,0,0,0,0,0,0.053,0,0.16,0,6.111,1
0,0,1.11,0,2.22,3.33,0,0,0,0,0,0,0,0,0,0.138,0,0.138,0.138,2.7,1
0.1,0.1,0.1,0,0.91,1.72,0,0,0,0,0,0,0,0,0,0.096,0,0.336,0.16,6.758,1
0.59,0,1.18,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0.421,0,6.275,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.235,0,4.466,1
0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0.174,0,0.174,0,1.787,1
0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0.016,0.064,1.915,1
0,0.28,0.09,0.57,0.19,1.43,0,0,0,0,0,0,0,0,0,0.23,0,0.088,0.124,2.405,1
0.34,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0.899,0.105,667,1
0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.045,0,0,2,1
0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0.022,2.227,1
0,0,0.85,0,0.42,1.7,0,0,0,0,0,0,0,0,0,0.204,0,0.819,0,4.84,1
0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0.21,4.5,1
2.35,0,2.35,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0.336,4.576,1
0,0,0,0,0.75,4.16,0,0,0,0,0,0.37,0,0,0,0,0,0.415,0.138,1.937,1
0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0.141,0,0.565,0,2.9,1
0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0.059,295,1
0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0.205,0,0.034,0,3.168,1
0,0.3,0.3,0,0.9,3,0,0,0,0,0,0,0,0,0,0.048,0,0.144,0,5.403,1
0,0,1.04,0,2.08,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,10.692,1
0,0,0,0,0,1.07,8.06,0,0,0,0,0,0,0,0,0,0,0.265,0.088,11.066,1
0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0.213,4.818,1
1.24,0,0,0,0.62,3.1,0,0,0,0,0,0,0,0,0,0.1,0,1.105,0.201,12.904,1
0,0,0,0,1.29,3.89,0,0,0,0,0,0,0,0,0,0,0,0.236,0,7.181,1
0.47,0,0.94,0,0,0.94,0,0,0,0.47,0,0,0,0,0,0.073,0,1.254,0.221,5.918,1
1.47,0,0,1.47,7.35,1.47,0,0,0,0,0,0,0,0,0,0,0,1.272,0.254,6.055,1
0.69,0,0.69,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0.196,0,6.1,1
0.08,1.02,0.25,0.17,0.25,0.42,0,0,0,0,0,0.08,0,0.08,0,0.065,0,0.486,0.118,7.561,1
0.27,0,0,0.27,0,0.81,0.27,0,0,0,0,0,0,0,0,0,0,0.874,0.051,5.582,1
0,0,0,0,4.59,1.14,0,0,0,0,0,0,0,0,0,0.646,0,1.939,0,8.461,1
0.06,0,0,0.03,0.03,0.2,0,1.22,0,0,0,0,0,0,0,0.305,0.029,0.029,0.011,2.813,1
0,0,0.45,0,0.22,1.13,13.34,0,0,0,0,0,0,0,0,0,0,0.037,0.15,13.936,1
0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0.212,4.818,1
0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,1.777,1
0.09,0.19,0,0.19,0,1.08,0,0,0,0,0,0,0,0,0,0.037,0,5.213,0.979,5.781,1
0,0.55,2.2,0,0,1.1,0,0,0,0,0,0,0,0,0,0.165,0,0.496,0,16.782,1
0.17,0.35,0.05,0.29,0,1.11,0,0,0,0,0,0,0,0,0,0.052,0,0.01,0.167,1.838,1
0,0,0.37,0,0.37,1.13,0,0,0,0,0,0,0,0,0,0.063,0,0.882,0.189,4.08,1
0.54,0,1.08,0,0.54,1.08,0,0,0,0,0,0,0,0,0,0,0,1.218,0.261,5.323,1
0,0,0.46,0,0,1.86,0,0,0,0,0,0.93,0,0,0,0.123,0,0.37,0,6.137,1
0,0.9,0,0.3,0.3,3.02,0,0,0,0,0,0,0,0,0,0.21,0,0,0.21,1.738,1
0.34,0.43,0.08,0.95,0.08,0.77,0,0,0,0,0,0,0,0,0,0.049,0,0.263,0.263,3.076,1
0,0,0,1.26,0,3.79,0,0,0,0,0,0,0,0,0,0,0,1.9,0.475,1.763,1
0.47,0.13,0.05,0.57,0.1,1.49,0,0,0,0,0,0,0,0,0,0.067,0,0.328,0.858,5.928,1
0.53,0,1.06,0,1.06,1.06,0,0,0,0,0,0,0,0,0,0,0,1.208,0.259,5.558,1
0,0,0.55,0.55,0.55,1.67,0,0,0,0,0,0,0,0,0,0.259,0,1.208,0.345,4.761,1
0,0,1.23,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.949,0,1.379,1
0.49,0.74,0.24,0,0,2.47,0,0,0,0,0,0,0,0,0,0.116,0,1.634,0.155,3.975,1
0.23,0.11,0,0.23,0,1.77,0,0,0,0,0,0,0,0,0,0.186,0,0.13,0.168,5.76,1
0,0,0,0.92,0,0.92,0,0,0,0,0,0,0,0,0,0.186,0,0.434,0,1.377,1
0,0,0.42,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0.349,7,1
0.72,0,1.45,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0.105,0,2.689,1
0,0.31,0,0,0.63,1.91,0,0,0,0,0,1.59,0,0,0,0.278,0,0.055,0.501,3.509,1
0,0,0,0,0,1.56,0,0,0,0,1.56,0,0,0,0,0,0,0.754,0.188,5.551,1
0,0,1.25,0,1.25,3.75,0,0,0,0,0,0,0,0,0,0,0,0.298,0,3.976,1
0,0,0.26,0,0,0.52,0,0,0,0,0,0.26,0,0,0,0.038,0,0.077,0,1.8,1
0,0,0,0,2.56,0.96,0,0,0,0,0,0,0,0,0,0.098,0.049,0.492,0,2.184,1
0,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,6,1
0,0,0,0.12,0,1.27,0,0,0,0,0,0,0,0,0,0.185,0,0.37,0.061,2.878,1
0.29,0.58,0,0.38,0,0.77,0,0,0,0.09,0,0,0,0,0,0.034,0,0.569,0.207,12.064,1
0,0.27,0,0,0,2.7,0,0,0,0,0,1.62,0,0,0,0.038,0.038,0.463,0,7.941,1
0.17,0.6,0.43,0.17,0.78,1.13,0,0,0,0,0,0.08,0,0,0,0.108,0,0.271,0.243,6.395,1
0.22,0.22,0.22,0,0.22,0.22,0,0,0,0,0,0,0,0,0,4.271,0,0.647,0,1.869,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0.198,0.198,3.857,1
0,0,0,0,0.78,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0.094,4.111,1
0,0.38,0,0,1.54,2.31,0,0,0,0,0,0,0,0,0,0.196,0,0.261,0,5.666,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0.088,6.718,1
0,0,0,0,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,0.238,0,4.333,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0,0.208,0.416,3.95,1
0,0.29,0.29,0,0,0.89,0,0,0,0,0,0,0,0,0,0.137,0,0.045,0.045,12.2,1
0.42,0.09,0.09,0.42,0.26,1.27,0,0,0,0,0,0,0,0,0,0.104,0.016,0.345,0.515,5.632,1
0.1,0.8,0.5,0.3,0.1,0.7,0,0,0,0,0,0,0,0.1,0,0.11,0,0.488,0.157,8.55,1
0.32,0.32,0,0,0,3.53,0,0,0,0,0,0.32,0,0,0,0.213,0,1.174,0.106,3.584,1
0,0,0.96,0,0.96,1.92,0,0,0,0,0,0,0,0,0,0,0,0.824,0,3.025,1
0,0,0,0,0.4,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0.272,3.192,1
0,0,0.53,0,0,3.19,0,0,0,0,0,0,0,0,0,0.09,0,0.361,0,2.437,1
0,0.77,0,0,0.38,0.38,0,0,0,0,0,0,0,0,0,0.06,0,0.609,0.121,2.666,1
0,0,0,2.63,0,1.75,0,0,0,0,0,0,0,0,0,0,0,3.907,0,13.928,1
0,0,0,0,0.41,0.41,0,0,0,0,0,0,0,0,0,0.125,0,0.312,0.062,1.477,1
0,0,0,0,1.05,2.1,0,0,0,0,0,0,0,0,0,0.365,0,0.365,0.182,3.343,1
0.76,0.38,0,0,0,3.07,0.38,0,0,0,0,0,0,0,0,0.124,0,0.124,0,89.9,1
0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0.255,8.083,1
0,0,0,0,0.47,1.91,0,0,0,0,0,0,0,0,0,0.076,0,0.536,0.306,4.653,1
0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,1.181,0.787,3.875,1
0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0,0,0.136,4.541,1
0.15,0,0.15,0.3,0.61,2.75,0,0,0,0,0,0,0,0,0,0.112,0,0.698,0.067,5.101,1
0.26,0.1,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0.076,0,0.262,0.186,11.793,1
0.58,0.39,0.58,0.39,0.58,0.39,0,0,0,0,0,0,0,0,0,0.271,0,0.067,0.135,3.015,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.225,1
0,0,0,0,0.22,1.81,0,0,0,0,0,0,0.45,0,0,0.558,0.159,0.199,0,6.091,1
0,0,0.95,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0.147,0,1.4,1
0,0.17,0.68,0.17,1.03,1.37,0,0,0,0,0,0.17,0,0,0,0.084,0,0.056,0.196,2.26,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,2.13,1
0.87,0.32,0,0.87,0.32,1.32,0,0,0,0,0,0,0,0,0.04,0.058,0,0.638,0.165,3.697,1
0,0,0,0,0.12,0.12,0,0,0,0,0.12,0,0.38,0.38,0,0.391,0,0,0,2.417,1
0,0,0,0,0.12,0.12,0,0,0,0,0.12,0,0.37,0.37,0,0.365,0,0,0,2.376,1
0.19,0.19,0.19,0.19,0,1.78,0,0,0,0.09,0,0.09,0,0,0,0,0.19,0.412,0.222,4.195,1
0.43,0.26,0,0.43,1.13,2.35,0,0,0,0,0,0.08,0,0,0,0.241,0.042,0.709,0.056,4.319,1
0.14,0.14,0.18,0.61,0.89,1.87,0,0,0,0,0,0.28,0,0.04,0,0.101,0,0.522,0.109,5.759,1
0.98,0.24,0,0.9,0,1.14,0,0,0,0,0,0,0,0,0,0.095,0,0.751,0.255,4.163,1
0,1.04,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,5.555,0,3.275,1
0,0,0.29,0,0,1.45,0,0,0,0,0,0,0,0,0,0.042,0,0,0.085,5.145,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,2.823,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,0,4.157,1
0,0,0.65,0,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,1.765,0,3.025,1
0.17,0.6,0.43,0.17,0.69,1.04,0,0,0,0,0,0.08,0,0,0,0.107,0,0.256,0.242,6.142,1
0,0,2.04,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0.309,0,2.111,1
0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,2.152,0,5.21,1
0,0,0.5,0,0.5,1.01,0,0,0,0,0,0,0,0,0,0.089,0,1.431,0.536,4.09,1
0.86,0,0,0,0.86,0.86,0,0,0,0,0,0,0,0,0,0,0,0.928,0.154,2.409,1
0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,2,1
0,0.23,0,0,0.46,0.69,0,0,0,0,0,0,0,0,0,0.038,0,0,0,2.6,1
0,0.38,0.38,0,0.77,1.15,0,0,0,0,0,0,0,0,0,0.127,0.255,0.51,0,3.685,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547,0,0,0,1.75,0
0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.322,0
0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0.301,0,1.942,0
0.11,0.11,0,0,0,0.22,0,0.68,0.11,0,0,0,0,0,0,0.171,0.031,0,0.031,3.407,0
0,0,0,0,0,2.14,0,0,0,0,0,0,1.9,0,0,0.235,0,0.117,0,2.616,0
0,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0.645,0,0,2.888,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,5.5,0
0,0,0,0,0,1.01,0,0,0,2.02,0,0,0,0,0,0,0,0,0,3.108,0
0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,1.666,0
0.16,0,0,0,0,0.42,0,0.58,0,0,0,0,0,0,0,0.408,0.06,0,0.012,4.179,0
0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0.404,0.202,0,0,3.533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377,0,0.125,0,2.925,0
0,0.71,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0.124,0,0.372,0,1.641,0
0,0,0,0,0,0.38,0,0,0,0,0,0.19,0,0,0,0.154,0,0.03,0,2.852,0
0,0,0,0,0,0,0,0,3.22,0,0,0,3.22,0,0,0.512,0,0,0,2.4,0
0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,1.444,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0
0,0,0,0,0,1.02,0,0,0,0,1.02,0,1.02,0,0,0,0,0,0.142,1.857,0
0.85,0,0,0,0,0.85,0,0.85,0,0,0,0,0,0,0,0.275,0,0,0,1.55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,1.535,0
0,0,0,0,1.72,2.06,0,0,0,0,0,0.34,0,0,0,0.046,0,0,0,3.344,0
0,0,0,0,0,0.55,0,2.22,1.11,0.55,0,0.55,0,0,0,0.603,0.086,0,0,2.113,0
0.36,0,0,0,0,0.36,0,0.36,0,0,0,0,1.1,0,0,0.051,0,0,0,2.293,0
0,0,0,0,0,0.56,0,1.4,0.28,0.28,0,0.28,0.28,0,0,0.14,0.093,0,0,2.464,0
0.9,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.15,0,0,0,3.225,0
0,0,0,0,0,3.7,0,0,0,1.85,0,0,0,0,0,0.636,0,0.318,0,2.695,0
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1.428,0
0.66,0,0,0,0,1.33,0,0.66,0,0,0,0,0,0,0,0.35,0,0,0,2.529,0
0,0,0,0,0,0,0,0,0,1.92,0,0,3.84,0,0,0,0,0.26,0,2.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.592,0
0,0,0,0,0,0,0,1.49,0,0.29,0,0,0,0,0,0.141,0,0,0,1.87,0
0.68,0,0,0,0.68,0,0,0,0.68,0,0,0,0,0,0,0.138,0,0,0,1.1,0
0,0,0,0,0,0,0,0.08,0.08,0,0,0,0,0,0,0.451,0,0,0,1.833,0
0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,1.133,0
0,0,0,0,0,0.85,0,0,0,0,0,0,0.85,0,0,0,0.138,0,0,1.228,0
0,0,0,0,0,0,0,1.08,1.08,0.54,0,0.54,0,0,0,0.559,0,0,0,3.039,0
0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,1.23,0
0,0,0,0,0,2.7,0,0,2.7,0,0,0,0,0,0,0,0,0.432,0,2,0
0,0,0,0,0,0,0,2.23,0,0.74,0,0,0,0,0,0.102,0.204,0.102,0,2.121,0
0,0,0,0,0,0.74,0,0,0,0,0,0,2.23,0,0,0.046,0,0.069,0,2.776,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0
0.01,0.01,0,0.03,0.11,0.03,0,0,0,0,0,0.03,0.03,0.23,0,0.111,0,0.002,0,2.106,0
0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0.437,0,0.087,0,2.812,0
0,0,0,0,0,2.18,0,0.72,1.45,0.72,0,0.72,0,0,0,0.367,0,0,0,1.897,0
0,0,0,0,0,0,0,2.66,0,0.66,0,0,0,0,0,0.104,0.209,0.104,0,2.152,0
0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,1.285,0
0,0,0,0,0,0.54,0,0,0,0.27,0,0,1.09,0,1.91,0,0,0,0,2.521,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.342,0,0,0,2.75,0
0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0.353,0.05,0,0,1.227,0
0,0,0,0,0,0,0,4.08,0,0.51,0,0,0,0,0,0.217,0,0,0,1.718,0
0.18,0,0,0.07,0,0.25,0.07,0,0,0,0,0,0,0.22,0,0.414,0,0.004,0,2.393,0
0,0,0,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,2.414,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0,0.095,1.688,0
0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.148,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.187,0,0,0,2.141,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.181,0.09,0.181,0,4.5,0
0.05,0.1,0,0,0.21,1.08,0,0.48,0.05,0.21,0,0,0,0,0,0.289,0.015,0.062,0.046,2.007,0
0.06,0.12,0,0,0.19,1.23,0,0.38,0.06,0.25,0,0,0,0,0,0.33,0.018,0.064,0.055,2.024,0
0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407,0
0,0.54,0,0,0,0.54,0,0,0,0,0,0,0.54,0,0,0.199,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0
0.75,0,0,0.37,0,1.87,0,0.37,1.87,0.37,0,0.37,0,0,0,0.305,0,0.061,0,1.903,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0,0.389,0,1.26,0
