@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2-3,7-8,15-16,18-19,22,24,28,33,37,41,46-47,49-50,53,56,58'

@attribute Word_freq_address numeric
@attribute Word_freq_all numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0.45,0.45,0,1.83,1.83,0,0,0,0,0,0,0,0,0,0.037,0.112,30,1
0,0.18,0,0,0,0.72,0.18,2.7,0,0.54,0,0,0,0,0,0,0,0,0.063,363,1
1.49,0,2.98,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0.171,0.171,140,1
0,1.1,0,0,0,0.55,0,2.2,0,0,0,0,0,0,0,0,0,0.097,0,19,1
0.55,0.55,2.23,0,0,0,0.55,3.35,0,0,0,0,0,0,0,0,0,0.159,0,147,1
0,0.8,0,0,0,0.8,0,1.6,0,0,0,0,0,0,0,0,0,0,0.347,22,1
0,0.14,0.14,0,0,0.87,1.46,0.58,0,0,0.43,0,0.29,0,0,0,0,0.08,0.784,45,1
0,0.39,0,0.06,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.032,0.032,15,1
0,0,0,1.05,0,1.05,0,3.7,0,0.52,0,0,0,0,0,0,0,0,0.263,47,1
0,0.54,0,0,0,0.54,0,2.17,0,0,0,0,0,0,0,0,0,0,0.318,22,1
1.03,0.34,2.41,0.34,0.34,0,3.44,4.13,0,0,0,0,0,0,0,0,0,0.116,0,6,1
1.32,0.56,0,0.18,0,0,0,2.45,0,0.18,0,0,0,0,0,0,0,0.08,0.107,35,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,1.29,0,0.43,1.73,0.43,0,0,0,0,0,0,0,0,0,0.124,0.062,8,1
0.19,0.19,0,0,0,0,0,0.19,0,0,0.19,0,0,0,0,0,0,0.07,1.121,2042,1
0,0.64,0,0,0,1.29,0,1.93,0,0,0,0,0,0,0,0,0,0,0.37,22,1
0,1.31,0,0,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0.201,25,1
0,1.22,0,0,0,0.61,0.61,1.22,0,0,0,0,0,0,0,0,0,0,0.103,28,1
0,0.46,0,0,0,0.46,0,2.8,0,0,0,0,0,0,0,0,0,0.082,0,20,1
0,0.18,0,0.06,0,0,0,4.4,0,0.06,0,0,0,0,0,0,0.01,0.052,0.169,12,1
0.08,0.35,0.08,0,0,0.53,0,3.58,0,0.17,0,0,0,0,0,0,0,0.054,0.109,119,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0.326,21,1
0,0.67,0.67,2.02,0,0,0,3.37,0,0.67,0,0,0,0,0,0,0,0.095,0,39,1
0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0.13,0,46,1
0,1.16,0,0.58,0,1.74,0,1.16,0,0.58,0,0,0,0,0,0,0,0.082,0.082,12,1
0,0.51,0.25,0,0,0.25,0.76,2.29,0,0,0,0,0,0,0,0,0.044,0,0,14,1
0,0,0.26,0,0,0.26,0,0,17.1,0,0,0,0,0,0,0,0.451,0.082,0,104,1
0,0,0,0,0,6.45,0,3.22,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,9,1
0,0.51,0,0,0,0,0.51,1.79,0,0,0,0,0.25,0,0,0,0,0.086,0.173,16,1
0,0,1.05,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0.171,6,1
0.43,0.29,0,0.18,0.03,0.21,0.03,2.99,0,0.58,0,0,0,0,0,0,0.012,0.078,0.509,611,1
0.39,1.18,0,0,0.39,3.54,0,1.18,0,0,0,0,0,0,0,0,0,0.064,0.129,42,1
0,0,0,0.64,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0,0.111,12,1
0.4,0.33,0.13,0.1,0.03,0.27,0.03,3.2,0,0.6,0,0,0,0,0,0,0,0.071,0.5,129,1
0.19,0,0.77,0,0,0.19,2.33,0.77,0,0,0,0,0,0,0,0,0.03,0.061,0.216,11,1
0,0,0.9,0,0,0,0.9,1.81,0,0.9,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,26,1
0.67,0,0.67,0.33,0,0,1.01,2.02,0,0,0,0,0,0,0,0,0,0,0.048,6,1
0.9,1.81,0.9,3.63,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,1,1
0.39,0.59,0.19,0.19,0,0.98,0,2.56,0,1.38,0,0,0,0,0,0,0,0.23,0.306,76,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0.338,29,1
0.39,0.59,0.19,0.19,0,0.98,0,2.56,0,1.38,0,0,0,0,0,0,0,0.232,0.31,76,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0.68,0,4.76,0,0,0,0,0,0,0,0,0,0,0,21,1
0,0.88,0.44,0,0,0,0.44,1.76,0,0,0,0,0,0,0,0,0.216,0,0.361,16,1
0.47,0.47,0.47,0,0,0.94,0,1.88,0,0,0,0,0,0,0,0,0,0,0,6,1
0,0,0,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0.31,0.62,0.31,0.31,1.56,0,3.76,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0.84,0,0.84,0,0,0,0.84,0,0.84,0,0,0,0,0,0,0,0.129,0.043,47,1
0.64,1.29,0,0,0,0.32,1.29,2.59,0,0,0,0,0,0,0,0,0,0.053,0,121,1
0,1.72,0,0.57,0,0,0,4.59,0,0.57,0,0,0,0,0,0,0,0.099,0.099,11,1
0,1.23,0.61,0.92,0,0,0,2.47,0,0,0,0,0,0,0,0,0,0.045,0.182,60,1
0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,10,1
0,0.77,0,0,0,0.77,0,2.32,0,0.77,0,0,0,0,0,0,0,0.134,0,515,1
0,1.29,0,0,0,2.59,0,1.29,1.29,0,0,0,0,0,0,0,0,0.439,0,36,1
0.26,0.93,0,0.8,1.46,0,2.26,2.4,0,0.93,0,0,0,0,0,0,0,0,0.217,525,1
0,0.93,0,0.93,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0.343,0.171,15,1
0,0.32,0,0,0,0.65,0,3.6,0,0.65,0,0,0,0,0,0,0,0,0.411,132,1
0,0,0.43,0,0,0,0,0.87,9.17,0,0,0,0,0,0,0,0,0,0,89,1
0.18,1.1,0.73,0.09,1.47,0.09,1.2,1.38,0,0.18,0,0,0,0,0.09,0,0,0.094,0.135,696,1
0.69,0.69,0.17,0.17,0.69,0,0,2.59,0,0.17,0,0.34,0,0,0,0,0,0,0.106,32,1
0.47,0.47,0.47,0,0,0.94,0,1.88,0,0,0,0,0,0,0,0,0,0,0,6,1
0.56,0,0,0,0,0.11,0.89,1.79,0,0,0,0,0,0,0,0,0,0.186,0.056,53,1
0,0,0,0,0,0,0,2.45,0,2.45,0,0,0,0,0,0,0.249,0,0,14,1
0,1.7,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0.105,1325,1
0.97,0.97,0,0.48,0,0.48,0,1.95,0,0,0,0,0,0,0,0,0,0.26,0.173,636,1
0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0.184,31,1
0,0.74,0.74,0,0,2.22,0,1.48,0,0,0,0,0,0,0,0,0,0,0,29,1
0,0.63,0.15,0.79,0,0,0,2.05,0,0.47,0,0,0,0,0,0,0,0.076,0.127,97,1
0,0,1.26,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0.431,0,0.215,13,1
1.5,1.5,0,0,1.5,0,0,0.75,0,0,0,0,0,0,0,0,0,0,1.223,412,1
0,0.67,0,0.67,0,0.45,0.22,1.57,0,0.67,0,0,0,0,0,0,0,0.111,0.148,102,1
0.95,0.95,0,0.47,0,0.47,0,1.91,0,0,0,0,0,0,0,0,0,0.252,0.168,636,1
0,0,0,0,0,1.33,0,2.66,0,0,0,0,0,0,0,0,0,0,0,11,1
0,1.31,0,0,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0.21,25,1
0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.182,21,1
0,0.63,0,0,0,0.53,0,1.7,0,0.21,0,0,0,0,0,0,0,0.169,0.188,75,1
0.4,0.4,0,0.2,0,0,0,2.66,0,0.61,0,0,0,0,0,0,0.029,0.059,0.149,376,1
0,0.78,0,0,0,1.57,0,1.57,0,0,0,0,0,0,0,0,0,0,0.341,22,1
0.81,1.62,0,0,0,0.81,0.81,2.43,0,0,0,0,0,0,0,0,0,0.121,0,43,1
0.05,0.4,0,0,0,0.17,0,1.15,0,0.05,0,0,0,0,0,0,0.019,0.099,0.079,95,1
0,1.9,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0.059,1177,1
0.65,0,1.31,0,0.65,0,0,3.28,0,0.65,0,0,0,0,0,0,0,0,0,11,1
0,0,1.03,1.03,0,2.06,0,2.06,0,0,0,0,0,0,0,0,0,0,0,65,1
0,0,0.74,0,0,0.74,0,4.47,0,0,0,0,0,0,0,0,0,0,0.118,7,1
0.02,0.05,0,0.05,0,0.05,0.38,0.07,0,0,0,0,0,0,0,0,0,0.004,0.018,489,1
0,0.64,0.64,0,0,0.64,0,1.29,0,0,0,0,0,0,0,0,0,0.104,0.313,22,1
0,0.68,0.68,0,0,1.36,0,2.73,0,0,0,0,0,0,0,0,0,0,0.2,38,1
0,0,0,0,0,1.09,0,3.29,0,0,0,0,0,0,0,0,0,0.371,0,28,1
0.41,0.41,1.65,0.82,0,2.47,0.82,2.47,0,0,0,0,0,0,0,0,0,0.265,0,226,1
0.2,1.01,0.5,0,1.61,0.1,1.11,1.31,0,0.1,0,0,0,0,0.1,0,0,0.11,0.158,669,1
0.68,0.68,2.73,0,0,0,0.68,4.1,0,0.68,0,0,0.68,0,0,0,0,0,0,9,1
0,0,0.55,0.27,0,0,0,0.55,0,0,0,0,0,0,0,0,0.387,0,0,694,1
0.37,0.81,0.07,0,0.07,0,0.44,3.55,0,0.07,0,0,0.14,0,0,0,0.052,0.073,0.167,44,1
0,0.31,0.31,0.31,0,0.31,0,2.55,0,0.31,0,0,0,0,0,0,0,0.108,0.163,10,1
0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,1.33,0,2.66,0,0,0,0,0,0,0,0,0,0,0,11,1
0,1.19,0,0,0,0.71,0,5.26,0,0.23,0,0,0,0,0,0,0,0.178,0.402,49,1
0,0,0,0,0,0,0,0.87,0,0.43,0,0,0,0,0,0,0,0,0,107,1
0,0.97,0,0,0,0,0,0.58,0,0,0,0,0.19,0,0,0,0,0.208,0.312,192,1
0,0.54,0.54,0,0.18,0.36,0.54,1.82,0,0.18,0,0,0,0,0,0,0,0.166,0.305,59,1
0.75,1.13,0,0.37,0,0.37,0,2.26,0,0,0,0,0,0,0,0,0,0.197,0.197,842,1
0.12,0.77,0.38,0,0.12,0,0.12,1.67,0,0,0,0,0,0,0,0,0.041,0.031,0.073,37,1
0,0.82,0.41,0,0,1.65,0,2.9,0,0.82,0,0,0,0,0,0,0,0.193,5.3,92,1
0,0.48,0,0,0,0.48,0.24,1.21,0,0.24,0,0,0,0,0,0,0,0.036,0.184,66,1
0,0.67,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,37,1
0,0,0,0,0,0,0,1.29,0,0.64,0,0,0,0,0,0,0,0.468,0,66,1
0,0.3,0,0,0.3,0.3,0.15,0.15,0,0,0,0,0.76,0,0,0,0.472,0.067,0.044,16,1
0.7,0,0,0,0,1.41,0,7.09,0,0,0,0.7,0,0,0,0,0,0,0,44,1
0,0,0,0,0,2.85,0,2.14,0,0.71,0,0,0,0,0,0,0,0,0,12,1
0,0,0.98,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0.064,0.258,0.064,25,1
0,0.17,0.05,0.05,0,0,0.05,4.24,0,0.05,0,0,0,0,0,0,0.01,0.051,0.163,12,1
0.3,0.3,0,0,0,0.92,0,0.61,0,0,0,0,0,0,0,0,0,0.094,0,38,1
0.5,0.6,0,0,0,0,0,3.81,0,0.1,0,0,0,0,0,0,0.78,0.037,1.334,54,1
0.1,0.7,0.4,0.1,0,0.1,1.11,2.22,0,0.3,0,0,0,0,0,0,0,0,0.391,56,1
0.27,0.27,0,0,0,0.27,0,2.46,0,0.54,0,0,0,0,0,0,0,0,0.128,20,1
0,0,0,0,0,0,0,4.25,0,0,0,2.12,0,0,0,0,0,0,0,26,1
0,0,0,1.33,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.27,0,0.18,0,0,0,2.01,0,0.09,0,0,0,0,0,0,0.016,0.048,0.032,69,1
0,0.36,0,0,0,0.61,0,4.55,0,0.98,0,0,0,0,0,0,0,0.041,0.229,54,1
0.35,0.35,0,0.35,0,0,0.71,2.85,0,0,0,0,0,0,0,0,0,0.24,0.24,25,1
0.08,0.25,0.08,0.33,0,1.6,0.33,1.6,0.84,0.08,0,0,0.08,0,0,0,0,0.047,0.157,292,1
0.49,0.32,0,0.49,0.16,1.14,0.16,3.6,0,0.49,0,0,0,0,0.16,0,0,0.231,0.231,47,1
0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.188,21,1
0.19,0.38,0,0.25,0,0.38,0.06,2.98,0,0.76,0,0,0,0,0,0,0,0.087,0.241,45,1
0,0,0,0,0,1.42,0,2.14,0,0.71,0,0,0,0,0,0,0,0.099,0,36,1
0.3,0.45,0,0,0.61,0.3,1.52,2.14,0,0.3,0,0,0,0,0,0,0,0.025,0.225,217,1
0,0.28,0.28,0,0,0.56,0.56,2.52,0,0,0,0,0,0,0,0,0,0.05,0,34,1
0,0,0,1.21,0,6.09,0,1.21,0,0,0,0,0,0,0,0,0,0,0,32,1
0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,21,1
0.56,0.56,2.25,0,0,0,0.56,3.38,0,0,0,0,0,0,0,0,0,0.083,0,148,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.208,16,1
0,0.8,0.16,0,0,0,0,3.37,0,0,0,0,0.32,0,0,0,0,0.05,0.075,15,1
0,0,0,0,0,0.73,0,2.94,0,0,0,0,0,0,0,0,0,0.105,0,7,1
0.38,0.77,0,0.57,1.15,0.19,2.12,2.12,0,0.77,0,0,0,0,0,0,0.027,0.027,0.191,525,1
0,0.42,0.21,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0,0.126,1.269,183,1
0.29,0.44,0,0,0.58,0.29,1.62,2.35,0,0.29,0,0,0,0,0,0,0,0.023,0.215,217,1
0,0,0,0,0,1.66,0,3.33,0,0,0,0,0,0,0,0,0,0,0,38,1
0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0.932,39,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,17,1
0,0,0.45,0,0,1.81,0.45,1.36,0,0,0,0,0,0,0,0,0,0.16,0.16,71,1
0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,2.5,0,0.121,0.605,0,22,1
0.55,0.55,0,0.27,0.83,0.27,1.94,2.5,0,0.55,0,0,0,0,0,0,0,0,0.364,48,1
0.26,0.78,0.08,1.12,0.69,0.86,0,1.82,0,0.26,0,0.08,0,0,0.08,0,0.097,0.222,0.25,54,1
0.68,0,0.68,0,0,0,0.68,2.72,0,0,0,0,0,0,0,0,0,0,0.11,68,1
0.19,0.29,0.19,0.97,0.09,0,1.17,3.81,0,0.29,0,0,0,0,0,0,0,0,0.233,49,1
0.44,0,1.33,0,0,1.11,1.11,2.66,0,0,0,0,0,0,0,0,0,0.134,0.067,22,1
0,0.37,0.37,0,0,0.74,0.37,0.74,0,0,0,0,0,0,0,0.37,0,0.302,0.06,18,1
0.18,1.1,0.73,0.09,1.47,0.09,1.2,1.38,0,0.18,0,0,0,0,0.09,0,0,0.094,0.134,696,1
0.21,0.43,0.21,0.21,0,0.43,0.87,3.71,0.65,0.43,0,0,0,0,0,0,0,0.032,0.128,70,1
0.2,1.01,0.5,0,1.61,0.1,1.11,1.31,0,0.1,0,0,0,0,0.1,0,0,0.11,0.157,669,1
0,0,1.86,0,0,0,0,8.41,0,0.93,0,0,0,0,0,0,0,0.164,0.164,29,1
0.22,0.45,0.22,0.22,0,0.68,0.9,3.86,0,0.45,0,0,0,0,0,0,0,0.033,0.133,54,1
0,0.38,0,0.12,0,0.38,0.25,2.92,0,0.38,0,0,0,0,0,0,0,0.022,0.088,21,1
0,0,0,0,0.29,0.29,0.29,1.79,0,0,0,0.29,0,0,0,0,0,0.248,0.049,30,1
0,0.68,0,1.36,0,0,0,3.4,0,0.68,0,0,0,0,0,0,0,0,0.238,19,1
0.31,0.42,0,0.52,0.1,0.21,0.21,2.53,0.31,0.1,0,0,0,0,0,0,0,0.016,0.032,318,1
0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.104,0,28,0
0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0.149,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0.16,0.08,0.04,0.04,0,0.08,0,0.77,0,0,0,0,0.65,0,0.28,0,0.016,0.243,0,86,0
0,1.02,0,0,0,0,0,0,0,0,1.02,0,1.02,0,0,0,0,0.167,0,17,0
0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,5,0
0.37,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0.065,0.261,0,5,0
0,0.06,0,0.2,0,0,0,0,0,0,0,0,0.13,0,0,0,0.018,0.047,0.085,52,0
0.05,0.22,0,0,0,0.11,0,1.35,0,0,0.05,0.05,0.33,0,0,0,0.025,0.085,0,22,0
0,0.1,0,0,0,0,0,0,0,0,0,0.74,0.21,0,0,0,0.014,0.117,0,24,0
0,0,0,0,0,0,2.17,0,0,0,4.34,0,0,0,0,0,0,0.529,0,11,0
0,0,0,0,0,0,0,0.31,0,0,0,0.31,0,0,0,0,0,0,0,6,0
0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.17,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.058,0.156,0,13,0
0,1.96,0,0,0,0,1.96,0,0,0,3.92,0,0,0,0,0,0,0.475,0,11,0
0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0.245,0,0,3,0
0,0.58,0,0,0,0,0,0.58,0,0,0.58,0,0.58,0,0,0,0.188,0.566,0,13,0
2.07,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0.07,0.141,104,0
0,0,0,0,0,0,0,1.14,0,0,3.44,0,0,0,0,0,0,0.163,0,15,0
0,0,0,0,0,0,0,0.67,0,0,2.02,0,0.67,0,0,0,0,0.613,0,24,0
0,0,0,0,0,0,0,0,0,0,0,3.06,0.34,0.34,0,0,0.088,0.132,0,7,0
0,0.2,0,0,0,0,0.2,0.4,0,0,0.4,0.8,0.8,0,0.2,0,0.061,0.462,0,24,0
0,0,0,0,0,0,0,1.31,0,0,1.31,0,1.31,0,0,0,0,0.407,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,1.36,0,0,0,0,0.27,0,0,0,0,0.09,0,8,0
0,0,0,0,0,0,0,0,0,0,0.7,0,1.06,0,0,0,0,0.104,0,24,0
0,0,0,0,0,0,0,1.77,0,0,1.18,0.59,0,0,0,0,0,0.215,0,11,0
0.33,0.99,0,0,0,0,0,2.65,0,0,0,0,0,0.33,0,0,0,0,0,28,0
0,0.33,0,0.16,0,0,0,0.16,0,0,0,0.08,0.08,0,0,0,0.134,0.089,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.26,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0.123,0.041,0,4,0
0,0,0,0.65,0,0,0.32,0,0,0,0.32,0,0,0,0,0,0,0.081,0,87,0
0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,28,0
0,0,0.31,0,0,0,0.31,0.63,0,0,0,0,0.31,0,0,0,0,0.255,0,46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,1,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0.77,0,0,0,0,0,0,0,0,0,0.77,2.32,0,0,0,0,0.102,0,26,0
0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0.103,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0.4,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,2.053,1.932,0,20,0
0,0,0,0,0,0,0,0,0,0,2.97,0,0,0,0.99,0,0,0.479,0,13,0
0,0,0,0,0,0,0.48,0.96,0,0,0.96,0,0,0,0,0,0,0.276,0,11,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.337,0,7,0
0.31,0,0,0.31,0,0,0.31,0,0,0,0,0,0.62,1.24,1.24,0,0,0.088,0,34,0
0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1.38,0,1.38,0,0,1.38,0,0,0,0,0,0,0.464,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.32,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0.055,0.334,0,6,0
0.44,0.44,0.22,0,0,0,1.55,2.88,0,0,0,0,0,0,0,0,0,0.036,0.146,22,0
0,0.85,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,11,0
0,0.52,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0.18,0,4,0
0.16,0,0,0.16,0.16,0,0,0.48,0,0,0.32,0,0.16,0,0.32,0.16,0,0.123,0,50,0
0,0.57,0,0,0,0,0,0.57,0,0,0,1.15,0,0,0,0,0,0.093,0,3,0
0,0,0,0,0,0,0,2.17,0,0,0,0,1.08,3.26,3.26,0,0,0,0,10,0
0,0.74,0,0,0,0,0,1.48,0,0,0,0,0.74,0,0,0,0,0,0,31,0
0.14,0.29,0,0.09,0,0,0.24,0.09,0,0,0,0,0.24,0,0,0,0.02,0.16,0,185,0
0,0.55,0,0,0,0,0,1.49,0,0,0,0,0.18,0,0,0,0.031,0.127,0,5,0
0,0.63,0,0,0,0,0.12,1.51,0,0,0,0,0,0,0,0,0,0.107,0,4,0
0,0.16,0,0,0,0.08,0,0.32,0,0,0,0.74,0.16,0,0,0,0.221,0.188,0.033,32,0
0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,8,0
0.22,0.33,0,0,0,0,0,0.44,0.11,0,0,0.11,0,0,0,0,0.019,0.253,0,11,0
0,0,0,0,0,0,0,4.16,0,0,0,4.16,0,0,0,0,0,0.689,0,4,0
0,0,0,0,0,0,0,0.45,0,0,1.35,0,0.45,0,0,0,0,0.358,0,12,0
0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0.332,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0.195,0,18,0
0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0.086,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,5,0
