@relation spambase

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq1 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,2.46,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.66,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,12,1
0,0,0,0.9,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,41,1
2.45,0,0,0.81,1.63,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,20,1
0,0,0,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1.15,0.23,0.23,0,1.84,0,0.23,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,52,1
0.54,0.54,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,392,1
0.42,0,0,0.42,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,7,1
0,0.46,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,32,1
0,0,1.45,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0.32,0.16,0,0.16,0.64,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,149,1
0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
0,1.14,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0,0,0,1.03,1.03,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
0.93,0,0.93,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0.19,0.19,0.98,1.38,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,76,1
0.72,0.72,0,0,1.45,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0.52,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
0,0.62,0,0,1.86,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
0,0.29,1.04,0.29,0.59,0,0,0,0,0,0,0,0,0.29,0,0.29,0,0,0,0,0,0,0,0.021,887,1
0,0.17,0.17,0,0.17,0,0,3.37,0,0,0,0,0,0,0.17,0,0,0,0,0.35,0,0,0.108,0,85,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0.78,0.49,0,0.09,0.68,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0.19,0,0.09,0.09,0,0,0.014,669,1
0.34,0,0,0.34,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,16,1
0,1.96,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,12,1
0,0,0,1.08,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0,0.36,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,134,1
0.23,0,0.47,0,0.95,0,0,0.71,0,0,0,0,0,0.95,0,0,0,0,0,0.47,0,0,0,0,55,1
0.28,0.14,0,0,2.02,7.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0.484,74,1
0.26,0.26,0,0.79,1.05,0,0.52,0,0,0.26,0,0,0.26,0.26,0.52,0,0,0,0,0,0,0,0,0,71,1
0.4,0.1,0,0.91,1.72,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,1
1.27,0.42,0,1.27,1.27,0,0.42,0,0,0,0,0,0,1.27,0,0.42,0,0,0,0,0,0,0,0,55,1
0.42,0.08,0.42,0,3.17,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1
0.55,0,0.55,1.11,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,85,1
0,0,0.46,0,2.31,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,12,1
0.42,0.08,0.42,0,3.17,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,25,1
0.4,0.8,0.4,0.8,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.138,69,1
0.45,0,0.45,0.45,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,708,1
0,1.11,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0.13,0.06,0.33,0.4,0.94,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,123,1
0.85,0.25,0.17,0.25,0.42,0,0.08,0,0,0,0,0,0,0,0,0.08,0,0.17,0.08,0.08,0.08,0,0,0.013,669,1
0.95,0,0,0.95,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,61,1
1.61,0,0,0.8,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
0.09,0.02,0.21,0.16,1.46,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.141,193,1
0.42,0.08,0.42,0,3.17,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1
0.19,0.38,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.04,0,43,1
0,1.18,0.59,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1
0.14,0.05,0.14,0.11,1.1,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.132,159,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.43,0.86,0,0,4.76,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,47,1
0,0.17,0.52,0,0.7,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.229,39,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
0,0,0.57,0.19,1.15,0,0.77,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.027,0.054,525,1
1.07,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,16,1
0.8,0.5,0,0.1,0.7,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0.015,669,1
0.24,0,0,0.24,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1
1.75,0.58,0,0.58,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,21,1
0,0,0.37,0.37,2.6,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0.37,0,0,0,0.067,393,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1
0.34,0,0,0.17,0.92,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.019,0.009,95,1
0.81,0.81,0,0,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0.185,23,1
0.89,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0.8,0.5,0,0.1,0.7,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0.015,669,1
1.14,2.28,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0.081,147,1
0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.13,0.13,0,0.27,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,20,1
0.63,0.31,0.63,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
0,0,0,1.05,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,28,1
0,0,0,0,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0.43,0.08,0.43,0,3.14,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1
1.61,1.07,0.26,0,1.34,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,52,1
0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1.22,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,28,1
0.85,0.25,0.17,0.25,0.42,0,0.08,0,0,0,0,0,0,0,0,0.08,0,0.17,0.08,0.08,0.08,0,0,0.013,669,1
0,0.45,0,0.22,1.13,13.34,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,1.584,114,1
0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,1.33,0,0,0,0,23,1
0,0,0,0.2,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,2204,1
1.79,0,0,1.34,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1.44,0.36,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517,60,1
0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0.305,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0.71,0,0,0.71,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.33,0.33,0.33,0.33,1,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,82,1
0,0.61,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0.47,0,0.47,0.47,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,636,1
1.12,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0.74,0.18,0,0,0.74,0,0,0,0,0.37,0,0,0.74,0,0,0,0,0,0,0,0,0,0,1.57,11,1
0.38,0.38,0.38,0.38,1.93,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.18,0,0,0.72,0.72,0,0.54,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,363,1
0.31,0.15,0,1.11,0,0,0,0.95,0,0,0,0,0,0.31,0,0.15,0,0,0,0,0,0,0,0.022,51,1
0,1.23,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0.5,0.16,0.16,0,1.51,0,0.16,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,32,1
0,0.29,2.04,1.16,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1
0.97,0.97,0,0.97,0.97,0,0,0.97,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0.503,1.342,13,1
0,0,0,0,1.18,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0.05,0.05,0.23,0.26,1.5,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.154,193,1
0.05,0.05,0.24,0.21,1.5,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.165,193,1
0,1.07,0,2.15,2.15,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0.291,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,38,1
0,0,0,1.33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0,1.16,0,1.93,1.16,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0.38,0,0,0,0.148,332,1
0.53,1.07,0,0.53,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,68,1
1.66,0,0,0.59,1.66,0,0.83,0,0,0,0,0.23,0,0,0,0.11,0,0,0,0.11,0,0,0,0.019,54,1
0.57,0.28,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
0,0,0,0,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,1.03,0,0,0,0,24,1
0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,23,1
0.32,0,0.49,1.14,1.8,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,2.29,47,1
0.21,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
2.83,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1.04,0.69,0,0.69,1.38,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,12,1
0.63,0.31,0.31,0.31,3.19,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0.054,10,1
0,1.47,0,1.47,1.47,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0.169,140,1
0,0,0,0,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0.88,0.12,0.5,0.25,1.38,0,0.12,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.019,0,38,1
2.23,0.55,0,0.55,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1
1.03,0.41,0.2,0.2,1.03,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,32,1
0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1
0,0,0.71,1.43,1.43,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,16,1
0,0.22,0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0,0,0,0,1.81,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,62,1
0.47,0.15,0.79,0,3.95,0,0.47,0,0,0,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,97,1
1.03,0,0,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1
0.51,0.07,0,0,1.85,0,0.14,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.049,0.009,44,1
1.45,0.05,0.05,0,1.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,12,1
0.45,0.15,0,0.61,2.75,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1
0,0,0.27,1.1,3.04,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.582,35,1
0.49,0.16,0.16,0,1.48,0,0.16,0,0,0.33,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.05,32,1
0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,13,1
0.42,0.21,0,0,0.64,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0.412,183,1
1.11,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
1.24,0,0,0.31,0.93,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,14,1
0.47,1.41,0,0.47,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
0.87,0,0,0,0.87,0,0.43,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,107,1
0.58,0.58,0.58,0.58,1.74,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1
0.84,0.84,0,0,1.69,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,1
1.49,0,0,0.49,1.99,0,0.49,0,0,0,0,0,0,1.49,0,0.49,0,0,0,0,0,0,0,0,47,1
0.99,0.33,0.33,0.33,3.3,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.054,50,1
0.76,0.15,0.02,0,1.57,0,0,0,0,0,0,0,0.02,0.1,0,0,0,0,0,0,0,0,0.042,0.059,66,1
2.43,0,0,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1
1.59,0,0.06,0,1.1,0,0.06,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.01,0,12,1
0,0,0,1.63,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0.12,0,0.12,0,1.27,0,0.12,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,84,1
0.51,0,0,0.51,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,19,1
0.52,0.26,0.52,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,38,1
0.11,0,0.05,0.05,0.53,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0.6,0.4,0.1,0.1,2.02,0,0.3,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0.033,56,1
0.39,0.39,0.39,0.39,1.96,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.47,0,0.47,0.47,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,636,1
0.94,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0.14,0.88,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,73,1
0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1
0,0,0,0,0.63,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,75,1
0.16,0,0,0.08,0.23,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.16,0,0,0,0,0,67,1
4.08,0.68,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1
0.26,0.26,0.26,0,0.52,0,0,0,0,0,0,0,0.52,0.26,0,0.26,0,0,0,0,0,0.26,0.038,0,29,1
0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,23,1
0,0,0.46,0,2.31,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,12,1
0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,10,1
0,0,0,0,1.68,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,6,1
0.44,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,16,1
0.64,0.64,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.64,0,0,0,0,11,1
0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
