@relation titanic

@attribute Age numeric
@attribute Sex numeric
@attribute Survived {-1.0,1.0}

@data
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,-1.92,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
4.38,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,-1.92,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
-0.228,0.521,-1.0
4.38,-1.92,-1.0
