@relation crx

@attribute A10 {t,f}
@attribute A12 {f,t}
@attribute Class {positive,negative}

@data
t,f,positive
t,f,positive
f,t,positive
t,f,positive
f,f,positive
f,t,positive
t,f,positive
t,f,positive
t,f,positive
f,t,negative
t,t,negative
f,f,negative
f,t,negative
f,f,negative
t,t,negative
f,f,negative
f,f,negative
f,t,negative
t,t,negative
f,f,negative
f,f,negative
f,t,negative
f,f,negative
t,f,negative
f,t,negative
f,t,negative
f,f,negative
f,f,negative
f,f,negative
f,t,negative
f,f,negative
f,t,negative
f,f,negative
f,t,negative
f,f,negative
f,f,negative
f,t,negative
f,f,negative
f,t,negative
f,f,negative
f,t,negative
t,f,negative
f,t,negative
t,f,negative
f,f,negative
f,t,negative
t,f,negative
t,f,negative
f,f,negative
f,f,negative
f,t,negative
f,t,negative
t,t,negative
f,f,negative
f,f,negative
t,t,negative
f,t,negative
f,f,negative
f,t,negative
f,f,negative
f,f,negative
t,t,negative
f,f,negative
f,f,negative
f,t,negative
t,f,negative
t,t,negative
t,t,negative
f,t,negative
t,t,negative
t,t,negative
t,t,negative
t,f,negative
f,t,negative
f,t,negative
f,t,negative
f,f,negative
f,t,negative
f,f,negative
f,t,negative
f,t,negative
f,f,negative
t,t,negative
f,t,negative
t,f,negative
t,t,negative
t,t,negative
t,t,negative
t,f,negative
f,f,negative
t,t,negative
f,f,negative
t,t,negative
t,t,negative
f,t,negative
f,t,negative
f,f,negative
t,t,negative
f,f,negative
f,t,negative
f,f,negative
f,f,negative
f,f,negative
f,f,negative
f,t,negative
f,t,negative
f,f,negative
f,f,negative
f,t,negative
f,t,negative
f,f,negative
f,f,negative
f,t,negative
f,f,negative
f,f,negative
f,t,negative
f,t,negative
f,f,negative
f,t,negative
t,t,negative
f,t,negative
t,f,negative
f,t,negative
f,t,negative
f,f,negative
f,f,negative
f,f,negative
f,t,negative
t,f,negative
t,f,negative
f,t,negative
f,t,negative
f,f,negative
t,t,negative
f,t,negative
f,t,negative
f,f,negative
f,f,negative
t,f,negative
f,f,negative
f,t,negative
f,t,negative
f,t,negative
f,f,negative
t,f,negative
f,f,negative
f,f,negative
f,f,negative
t,f,negative
f,t,negative
f,f,negative
t,f,negative
f,f,negative
f,f,negative
t,f,negative
f,f,negative
f,f,negative
f,f,negative
f,t,negative
f,f,negative
f,f,negative
f,f,negative
f,f,negative
f,t,negative
f,t,negative
f,f,negative
f,f,negative
f,f,negative
f,t,negative
f,t,negative
f,f,negative
f,t,negative
f,f,negative
t,f,negative
f,t,negative
f,t,negative
t,t,negative
t,f,negative
t,f,negative
t,f,negative
t,t,negative
f,f,negative
f,f,negative
f,f,negative
f,f,negative
t,f,negative
t,f,negative
t,f,negative
f,f,negative
f,t,negative
f,f,negative
f,t,negative
f,t,negative
t,f,negative
t,f,negative
t,t,negative
f,f,negative
f,t,negative
f,f,negative
f,f,negative
f,f,negative
t,t,negative
f,f,negative
f,f,negative
f,t,negative
f,t,negative
f,f,negative
f,t,negative
f,t,negative
f,f,negative
f,t,negative
f,t,negative
f,f,negative
f,f,negative
t,f,negative
f,f,negative
t,t,negative
f,f,negative
f,f,negative
f,f,negative
t,f,negative
f,t,negative
f,f,negative
t,f,negative
f,f,negative
f,f,negative
f,f,negative
f,f,negative
t,f,negative
t,t,negative
f,t,negative
f,f,negative
f,f,negative
f,t,negative
f,f,negative
f,t,negative
f,f,negative
f,f,negative
t,t,negative
f,t,negative
f,t,negative
f,t,negative
t,t,negative
f,f,negative
f,t,negative
f,f,negative
f,t,negative
f,t,negative
f,f,negative
t,t,negative
t,t,negative
f,f,negative
f,t,negative
f,f,negative
t,t,negative
f,f,negative
f,t,negative
t,f,negative
f,t,negative
f,f,negative
f,f,negative
f,f,negative
t,f,negative
f,t,negative
t,t,negative
f,f,negative
f,t,negative
f,f,negative
f,f,negative
f,f,negative
f,t,negative
f,f,negative
f,f,negative
t,f,negative
f,t,negative
f,t,negative
f,f,negative
f,t,negative
f,f,negative
t,f,negative
f,t,negative
t,f,negative
t,f,negative
f,t,negative
t,t,negative
f,f,negative
f,f,negative
f,t,negative
f,t,negative
f,t,negative
f,f,negative
f,f,negative
f,f,negative
f,f,negative
f,t,negative
f,f,negative
f,f,negative
f,f,negative
f,f,negative
t,f,negative
f,t,negative
t,t,negative
f,f,negative
t,t,negative
t,t,negative
f,f,negative
t,f,negative
f,t,negative
f,t,negative
f,f,negative
f,f,negative
f,f,negative
f,t,negative
t,t,negative
f,t,negative
f,t,negative
f,t,negative
f,f,negative
f,t,negative
f,f,negative
f,f,negative
f,t,negative
f,f,negative
f,t,negative
f,t,negative
f,f,negative
f,f,negative
f,t,negative
t,f,negative
