@relation crx

@attribute A1 {b,a}
@attribute A3 numeric
@attribute A9 {t,f}
@attribute A10 {t,f}
@attribute A11 numeric
@attribute A13 {g,s,p}
@attribute Class {positive,negative}

@data
b,10915,f,t,2,g,negative
a,1335,f,f,0,g,negative
b,415,f,f,0,g,negative
b,79,f,f,0,g,negative
b,25,f,f,0,s,negative
b,2165,f,f,0,g,negative
b,15,f,f,0,g,negative
a,3,f,f,0,g,negative
a,3,f,f,0,g,negative
b,1029,f,f,0,g,negative
b,108,f,f,0,s,negative
b,29,f,f,0,g,negative
b,35,f,f,0,g,negative
b,3,f,t,1,g,negative
b,25,f,f,0,g,negative
a,585,t,f,0,g,negative
b,329,f,f,0,s,negative
a,425,f,f,0,g,negative
b,65,t,f,0,g,negative
a,7,f,f,0,g,negative
b,3,t,f,0,g,negative
a,3125,f,t,2,g,negative
b,275,f,f,0,g,negative
b,446,f,f,0,s,negative
b,4165,f,f,0,g,negative
b,9,f,f,0,g,negative
a,25,f,f,0,g,negative
b,835,t,f,0,s,negative
b,221,t,f,0,g,negative
b,2835,f,t,5,g,negative
a,15,f,f,0,g,negative
b,205,f,f,0,g,negative
a,15,f,f,0,g,negative
a,6,f,f,0,s,negative
a,1665,t,f,0,g,negative
b,2165,f,f,0,p,negative
b,0,f,t,11,s,negative
b,46,f,f,0,g,negative
b,1335,f,f,0,g,negative
b,54,f,f,0,g,negative
b,154,f,f,0,g,negative
a,54,f,t,1,g,negative
b,7,f,f,0,g,negative
b,3625,f,f,0,g,negative
b,7,f,f,0,g,negative
a,10,f,t,1,g,negative
b,354,f,f,0,g,negative
a,21,f,f,0,g,negative
b,2,f,t,2,g,negative
b,1025,f,f,0,g,negative
b,3,f,f,0,g,negative
b,145,f,f,0,g,negative
b,175,t,f,0,g,negative
b,45,f,f,0,g,negative
a,104,t,t,3,g,negative
b,25,f,f,0,g,negative
b,271,f,f,0,s,negative
b,54,f,t,1,g,negative
a,55,f,f,0,s,negative
b,75,t,f,0,s,negative
b,12835,f,f,0,g,negative
a,4585,f,f,0,s,negative
b,15,t,f,0,g,negative
b,529,t,t,1,g,negative
b,625,t,f,0,g,negative
a,125,f,f,0,g,negative
a,1835,f,t,1,g,negative
a,125,f,t,1,g,negative
b,0,f,f,0,g,negative
a,175,f,f,0,g,negative
b,165,f,f,0,s,negative
b,15,f,f,0,s,negative
b,425,f,f,0,g,negative
b,5,f,f,0,g,negative
a,7,f,f,0,g,negative
b,121,f,f,0,g,negative
b,125,f,f,0,g,negative
a,75,f,t,2,g,negative
a,95,f,t,10,g,negative
b,10085,f,f,0,g,negative
b,571,f,f,0,g,negative
b,125,f,f,0,g,negative
b,2,f,f,0,g,negative
a,2,f,t,1,g,negative
b,3165,f,f,0,g,negative
b,975,t,f,0,g,negative
b,15,t,f,0,g,negative
b,1375,t,f,0,g,negative
a,954,f,f,0,g,negative
b,335,f,f,0,g,negative
b,1146,f,f,0,g,negative
a,415,f,f,0,s,negative
b,25,f,f,0,g,negative
a,6,f,f,0,g,negative
b,5,t,f,0,s,negative
b,46,t,t,6,g,negative
b,10125,f,f,0,g,negative
b,75,f,f,0,g,negative
a,2,f,f,0,g,negative
b,75,f,f,0,g,negative
a,125,f,f,0,g,negative
a,125,f,f,0,g,negative
a,6165,f,f,0,g,negative
b,42,f,f,0,g,negative
a,354,t,f,0,g,negative
a,665,f,f,0,g,negative
b,5,f,t,2,g,negative
b,5835,f,f,0,g,negative
a,0,f,f,0,g,negative
b,3125,f,t,1,g,negative
b,25,f,f,0,g,negative
b,179,f,f,0,g,negative
b,115,t,f,0,g,negative
a,7625,f,t,1,g,negative
b,125,f,f,0,g,negative
b,1165,t,f,0,s,negative
b,7,f,f,0,g,negative
b,1,f,f,0,g,negative
b,125,t,f,0,g,negative
b,275,f,f,0,g,negative
b,13,f,f,0,g,negative
a,11,t,f,0,g,negative
b,25,f,f,0,g,negative
b,19,t,t,1,g,negative
b,12,t,t,2,g,negative
b,4085,f,f,0,g,negative
b,25,f,f,0,s,negative
b,246,f,t,2,g,negative
b,585,f,f,0,g,negative
a,79,f,f,0,g,negative
b,3,f,f,0,g,negative
b,3085,f,t,2,g,negative
b,125,f,f,0,g,negative
b,7,f,f,0,g,negative
a,5,f,t,6,g,negative
b,1125,f,t,1,g,negative
b,3375,f,f,0,g,negative
b,55,f,f,0,g,negative
b,1625,f,f,0,g,negative
a,335,f,t,1,g,negative
b,165,t,f,0,g,negative
a,175,f,f,0,g,negative
a,2875,f,f,0,g,negative
a,67,t,f,0,g,negative
b,275,f,f,0,g,negative
b,2335,f,f,0,g,negative
b,835,f,f,0,s,negative
b,12125,f,t,2,g,negative
b,4,t,f,0,s,negative
a,29,f,t,10,g,negative
a,125,f,f,0,g,negative
b,1085,f,f,0,g,negative
b,4,t,t,2,g,negative
b,175,f,f,0,g,negative
b,2085,f,f,0,g,negative
a,4415,f,f,0,g,negative
b,335,f,f,0,g,negative
b,835,t,f,0,g,negative
b,125,f,f,0,g,negative
b,5,t,t,2,g,negative
b,705,f,t,2,g,negative
b,875,f,t,4,g,negative
b,154,f,f,0,g,negative
a,4,f,f,0,g,negative
a,665,f,t,1,g,negative
b,875,f,f,0,g,negative
a,13665,f,f,0,g,negative
b,254,f,f,0,g,negative
b,275,f,t,1,g,negative
b,75,f,f,0,g,negative
b,3,f,f,0,g,negative
b,335,f,f,0,s,negative
b,10415,t,f,0,g,negative
b,585,f,t,3,g,negative
b,54,t,t,3,g,negative
a,375,f,f,0,g,negative
b,3,f,f,0,g,negative
b,5,f,f,0,g,negative
b,5,f,f,0,s,negative
b,0,f,f,0,g,negative
a,471,f,f,0,g,negative
a,10,f,f,0,g,negative
b,171,f,f,0,s,negative
b,835,f,f,0,g,negative
b,3165,t,f,0,g,negative
b,835,f,f,0,g,negative
b,85,f,f,0,g,negative
b,271,f,f,0,g,negative
b,1,f,f,0,g,negative
a,85,f,f,0,g,negative
b,104,t,t,10,g,negative
b,14585,f,f,0,g,negative
a,1665,f,f,0,g,negative
b,2,f,f,0,g,negative
b,5,f,f,0,g,negative
a,65,f,f,0,g,negative
b,115,f,f,0,g,negative
a,1585,t,f,0,g,negative
b,375,f,f,0,g,negative
b,2665,f,f,0,g,negative
b,25,f,t,4,g,negative
a,335,f,f,0,s,negative
a,25,f,f,0,g,negative
b,204,f,f,0,g,negative
b,10,f,t,1,g,negative
a,11,t,f,0,g,negative
b,14,f,t,2,g,negative
b,2335,f,f,0,g,negative
a,85,t,t,10,g,negative
b,1275,t,f,0,g,negative
b,1585,f,f,0,s,negative
b,125,f,f,0,g,negative
b,175,f,f,0,g,negative
a,75,t,t,3,g,negative
b,35,t,t,3,g,negative
b,12,f,f,0,s,negative
b,585,t,f,0,g,negative
b,125,f,f,0,g,negative
b,5085,f,f,0,g,negative
a,708,t,t,3,g,negative
a,204,f,f,0,g,negative
a,1085,f,f,0,g,negative
b,329,f,f,0,g,negative
b,4,f,f,0,g,negative
a,15,t,f,0,g,negative
b,125,f,t,1,g,negative
b,175,t,f,0,g,negative
b,155,t,t,20,g,negative
a,2415,f,f,0,g,negative
b,18125,f,f,0,g,negative
b,204,f,f,0,g,negative
a,125,t,f,0,g,negative
b,585,f,f,0,g,negative
b,15,f,f,0,g,negative
b,0,f,t,4,g,negative
a,125,f,t,1,g,negative
b,4,f,f,0,g,negative
b,65,f,f,0,g,negative
b,125,f,t,2,g,negative
a,5415,f,f,0,g,negative
a,1375,f,t,3,g,negative
b,11,t,f,0,s,negative
b,4125,f,f,0,g,negative
b,9,f,t,1,g,negative
a,165,f,t,2,g,negative
b,26335,t,f,0,g,negative
b,75,f,t,1,g,negative
b,11045,f,f,0,g,negative
b,25,t,f,0,g,negative
b,75,t,f,0,s,negative
b,415,f,t,2,g,negative
b,9585,f,f,0,g,negative
a,1021,f,f,0,g,negative
b,45,t,f,0,g,negative
b,25,f,f,0,g,negative
b,4085,f,f,0,g,negative
a,71,f,t,1,g,negative
b,115,f,f,0,g,negative
a,3,f,t,1,g,negative
a,165,f,f,0,g,negative
b,54,f,f,0,g,negative
a,2085,t,f,0,g,negative
a,165,f,f,0,s,negative
b,1085,f,f,0,g,negative
b,15,f,f,0,s,negative
a,1,t,t,2,g,negative
b,25,f,f,0,g,negative
b,19,f,t,2,g,negative
b,25,f,t,2,g,negative
b,375,f,f,0,g,negative
a,5,f,f,0,g,negative
a,175,f,f,0,g,negative
b,1335,f,f,0,g,negative
b,25,f,f,0,s,negative
a,104,f,f,0,g,negative
b,17,f,f,0,s,negative
b,25,f,f,0,s,negative
b,3165,f,t,1,g,negative
b,225,f,f,0,g,negative
b,725,f,t,1,g,negative
b,229,f,f,0,g,negative
a,75,t,t,5,g,negative
b,125,f,f,0,g,negative
b,75,f,f,0,g,negative
b,29,f,f,0,g,negative
b,35,f,f,0,g,negative
b,75,f,f,0,s,negative
b,129,f,f,0,s,negative
b,5,f,f,0,g,negative
b,325,f,t,1,g,negative
b,79,f,t,1,g,negative
b,7,t,t,7,g,negative
b,13335,f,f,0,g,negative
b,225,f,f,0,g,negative
b,58,f,t,1,g,negative
a,1175,f,f,0,g,negative
a,5,t,f,0,g,negative
