@relation crx

@attribute A8 numeric
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
665,f,negative
125,f,negative
4,f,negative
5,t,negative
35,t,negative
165,f,negative
1585,f,negative
10,t,negative
2,f,negative
0,f,negative
85,f,negative
5,f,negative
4,f,negative
0,t,negative
1,f,negative
5,t,negative
15,t,negative
0,f,negative
125,f,negative
4,f,negative
1585,f,negative
795,t,negative
0,f,negative
15,f,negative
25,f,negative
125,f,negative
5,f,negative
1,f,negative
3,f,negative
585,f,negative
25,f,negative
4,f,negative
1,f,negative
4,f,negative
0,f,negative
25,f,negative
5085,f,negative
0,t,negative
85,f,negative
4,f,negative
1,f,negative
85,f,negative
125,t,negative
415,f,negative
5,t,negative
0,f,negative
5,t,negative
225,f,negative
2,t,negative
1,f,negative
35,f,negative
1,f,negative
7,f,negative
415,f,negative
25,f,negative
165,f,negative
835,t,negative
15,f,negative
0,f,negative
85,f,negative
125,f,negative
165,f,negative
0,f,negative
0,f,negative
0,f,negative
85,f,negative
0,f,negative
35,f,negative
5,f,negative
0,f,negative
0,f,negative
55,f,negative
25,f,negative
15,f,negative
25,t,negative
25,t,negative
0,f,negative
875,f,negative
415,f,negative
54,f,negative
25,f,negative
0,f,negative
25,t,negative
25,f,negative
25,f,negative
45,f,negative
15,f,negative
0,f,negative
75,f,negative
2085,f,negative
85,t,negative
165,f,negative
5,t,negative
0,f,negative
165,f,negative
1665,f,negative
3,t,negative
2,f,negative
1,f,negative
0,t,negative
35,f,negative
5,f,negative
85,f,negative
85,f,negative
1075,t,negative
5,f,negative
0,t,negative
25,f,negative
165,f,negative
5,f,negative
85,f,negative
875,t,negative
3,f,negative
165,f,negative
0,f,negative
375,t,negative
225,f,negative
0,f,negative
335,f,negative
25,f,negative
1,f,negative
225,t,negative
5,t,negative
304,f,negative
4,f,negative
175,f,negative
0,f,negative
0,t,negative
15,f,negative
85,f,negative
125,f,negative
4,f,negative
1,t,negative
125,f,negative
375,f,negative
175,t,negative
4,f,negative
15,f,negative
75,t,negative
4,f,negative
4,f,negative
29,f,negative
585,f,negative
29,f,negative
15,f,negative
25,f,negative
29,f,negative
125,f,negative
4,f,negative
125,f,negative
1625,f,negative
125,t,negative
25,f,negative
575,t,negative
1,f,negative
0,f,negative
2335,f,negative
125,f,negative
29,f,negative
165,f,negative
4,f,negative
125,f,negative
125,f,negative
125,f,negative
125,f,negative
54,f,negative
575,f,negative
125,f,negative
4,f,negative
165,f,negative
0,t,negative
5,t,negative
415,f,negative
1085,f,negative
5,f,negative
5,f,negative
125,f,negative
0,f,negative
29,f,negative
1,t,negative
165,f,negative
229,f,negative
21,f,negative
15,f,negative
665,f,negative
4,f,negative
85,f,negative
165,f,negative
125,f,negative
1165,f,negative
375,f,negative
415,f,negative
2,f,negative
35,f,negative
175,f,negative
1,f,negative
175,t,negative
21,t,negative
1,t,negative
85,f,negative
85,f,negative
85,f,negative
85,f,negative
5,f,negative
5,f,negative
1,f,negative
25,f,negative
25,f,negative
375,t,negative
75,f,negative
0,f,negative
85,f,negative
65,f,negative
0,f,negative
54,f,negative
0,f,negative
21,f,negative
0,f,negative
25,f,negative
125,f,negative
4,f,negative
25,f,negative
125,f,negative
225,f,negative
675,t,negative
165,f,negative
0,f,negative
0,f,negative
165,f,negative
45,f,negative
335,f,negative
1,t,negative
21,t,negative
1,f,negative
585,t,negative
85,f,negative
75,t,negative
3,f,negative
1,f,negative
1165,t,negative
946,t,negative
25,f,negative
75,f,negative
165,f,negative
79,f,negative
1,t,negative
10,f,negative
175,f,negative
375,t,negative
25,f,negative
0,t,negative
29,f,negative
2,f,negative
29,f,negative
1085,f,negative
0,f,negative
25,f,negative
5,f,negative
96,f,negative
0,f,negative
3085,f,negative
13875,f,negative
125,f,negative
5,f,negative
585,t,negative
55,f,negative
1165,f,negative
125,f,negative
0,f,negative
2415,f,negative
125,f,negative
125,t,negative
5,f,negative
25,t,negative
75,f,negative
0,f,negative
1,f,negative
4,f,negative
15,t,negative
15,f,negative
25,f,negative
5,f,negative
3335,f,negative
25,f,negative
2415,t,negative
115,t,negative
54,f,negative
1375,t,negative
0,f,negative
335,f,negative
0,f,negative
165,f,negative
0,f,negative
25,f,negative
175,f,negative
125,f,negative
25,f,negative
125,f,negative
5,t,negative
0,f,negative
4,f,negative
85,t,negative
5,f,negative
15,f,negative
4,f,negative
25,t,negative
29,f,negative
275,t,negative
335,f,negative
75,f,negative
2,t,negative
2,f,negative
1165,f,negative
135,t,negative
1,f,negative
45,t,negative
165,f,negative
1,f,negative
0,f,negative
0,f,negative
0,f,negative
