@relation page-blocks

@attribute Height numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
9,88,1
9,417,1
9,316,1
8,37,1
10,71,1
9,566,1
7,15,1
1,36,1
8,86,1
12,1075,1
7,71,1
10,94,1
5,17,1
10,226,1
5,36,1
11,67,1
8,56,1
7,59,1
9,42,1
9,308,1
6,11,1
7,135,1
9,297,1
5,243,1
12,164,1
11,1019,1
9,196,1
7,21,1
12,55,1
8,495,1
9,264,1
11,212,1
10,700,1
6,89,1
2,7,1
11,452,1
9,177,1
13,872,1
10,74,1
10,41,1
7,11,1
9,924,1
14,693,1
12,458,1
9,740,1
1,17,1
7,106,1
7,22,1
10,122,1
10,454,1
10,37,1
7,27,1
7,10,1
12,496,1
10,600,1
8,57,1
10,226,1
8,246,1
24,956,1
14,31,1
10,238,1
5,42,1
9,479,1
12,453,1
7,33,1
9,737,1
10,188,1
8,25,1
10,575,1
7,69,1
9,280,1
8,260,1
6,24,1
7,83,1
9,59,1
9,113,1
8,146,1
25,3283,1
8,500,1
9,157,1
12,495,1
6,21,1
8,79,1
9,419,1
9,776,1
8,41,1
10,143,1
8,42,1
8,57,1
9,712,1
10,163,1
10,589,1
5,18,1
9,131,1
5,43,1
20,260,1
10,78,1
9,437,1
11,650,1
11,217,1
11,837,1
7,27,1
10,606,1
8,32,1
8,14,1
1,32,1
8,47,1
12,805,1
5,36,1
7,53,1
10,482,1
9,644,1
6,15,1
10,62,1
9,11,1
10,436,1
12,146,1
6,64,1
9,476,1
8,282,1
10,155,1
9,33,1
10,598,1
8,152,1
10,361,1
9,42,1
8,18,1
8,69,1
18,544,1
7,119,1
9,160,1
9,425,1
11,48,1
11,954,1
8,45,1
9,211,1
10,499,1
9,217,1
6,41,1
6,146,1
8,99,1
24,2894,1
8,225,1
12,96,1
5,8,1
7,12,1
8,98,1
5,64,1
8,44,1
9,90,1
10,452,1
7,237,1
6,27,1
10,71,1
9,810,1
8,110,1
9,350,1
9,119,1
5,57,1
11,79,1
7,94,1
22,838,1
11,162,1
10,70,1
7,114,1
5,41,1
10,96,1
11,281,1
7,67,1
8,70,1
9,313,1
7,28,1
9,279,1
9,515,1
7,38,1
6,77,1
4,47,1
3,8,1
7,66,1
12,358,1
5,26,1
14,1382,1
12,29,1
14,938,1
10,62,1
6,27,1
11,268,1
11,279,1
11,131,1
10,180,1
7,56,1
8,260,1
7,32,1
9,245,1
1,7,1
7,29,1
11,979,1
9,77,1
7,61,1
5,19,1
7,38,1
5,9,1
11,154,1
9,75,1
5,56,1
4,56,1
6,38,1
8,75,1
11,242,1
6,35,1
8,69,1
17,166,1
8,103,1
9,359,1
9,111,1
11,678,1
11,148,1
8,162,1
8,42,1
10,174,1
14,1664,1
14,2010,1
8,390,1
5,59,1
9,111,1
7,33,1
8,326,1
7,34,1
9,126,1
16,169,1
9,176,1
28,411,1
5,9,1
9,226,1
8,168,1
11,338,1
10,147,1
5,29,1
6,41,1
16,2268,1
9,295,1
8,41,1
12,225,1
5,12,1
9,171,1
13,1564,1
9,223,1
12,799,1
7,17,1
8,71,1
12,252,1
10,127,1
7,27,1
9,11,1
7,88,1
25,2253,1
8,328,1
12,423,1
6,137,1
7,228,1
9,65,1
7,100,1
24,2333,1
9,28,1
8,60,1
11,135,1
9,259,1
9,63,1
7,31,1
1,14,1
19,207,1
8,40,1
11,281,1
7,49,1
8,74,1
8,51,1
7,55,1
8,15,1
8,36,1
5,132,1
8,191,1
8,232,1
8,350,1
7,103,1
24,2157,1
13,163,1
7,7,1
8,50,1
8,65,1
7,76,1
8,83,1
11,296,1
7,38,1
8,731,1
16,546,1
9,336,1
9,28,1
1,10,1
10,269,1
9,118,1
8,70,1
7,65,1
10,133,1
6,23,1
13,1459,1
5,71,1
5,24,1
24,2099,1
10,177,1
7,49,1
7,63,1
5,10,1
10,82,1
5,240,1
1,20,1
10,85,1
12,1068,1
6,60,1
38,3573,1
10,80,1
8,179,1
12,698,1
7,60,1
25,5748,1
6,213,1
11,55,1
11,768,1
7,24,1
6,112,1
11,153,1
11,478,1
9,694,1
8,177,1
9,44,1
8,61,1
23,233,1
14,2142,1
8,12,1
16,2514,1
9,76,1
11,297,1
8,57,1
10,813,1
9,260,1
16,1490,1
7,693,1
12,115,1
25,2792,1
10,200,1
9,786,1
9,102,1
7,136,1
7,449,1
14,998,1
9,588,1
8,129,1
5,90,1
8,264,1
8,237,1
4,13,1
11,150,1
1,8,1
7,12,1
5,8,1
9,284,1
8,60,1
6,30,1
8,205,1
77,9981,1
7,48,1
8,129,1
8,98,1
4,13,1
8,58,1
10,516,1
9,80,1
8,88,1
6,357,1
9,507,1
16,767,1
7,128,1
7,28,1
8,96,1
9,832,1
5,13,1
7,40,1
11,65,1
9,259,1
14,509,1
8,264,1
6,24,1
9,64,1
24,1718,1
10,109,1
7,38,1
6,33,1
7,20,1
8,224,1
10,701,1
10,928,1
8,179,1
8,343,1
9,236,1
10,592,1
5,160,1
23,2885,1
9,243,1
5,13,1
7,45,1
9,921,1
7,15,1
9,227,1
10,116,1
6,64,1
7,77,1
5,85,1
10,110,1
4,116,1
7,45,1
6,137,1
8,191,1
8,119,1
8,47,1
8,67,1
8,68,1
12,353,1
14,813,1
8,108,1
9,40,1
17,2162,1
8,715,1
6,15,1
7,18,1
10,93,1
6,43,1
6,22,1
10,329,1
10,289,1
9,84,1
10,444,1
10,47,1
8,115,1
7,14,1
8,51,1
9,400,1
7,21,1
10,689,1
9,619,1
7,18,1
13,995,1
7,390,1
6,48,1
6,48,1
10,998,1
6,31,1
7,115,1
8,117,1
10,60,1
10,107,1
7,88,1
10,232,1
7,96,1
10,242,1
12,126,1
9,622,1
2,15,1
11,251,1
5,9,1
8,42,1
8,82,1
10,47,1
6,62,1
5,29,1
8,39,1
7,221,1
10,132,1
6,86,1
11,179,1
6,285,1
9,393,1
6,90,1
5,74,1
9,538,1
6,10,1
10,133,1
6,27,1
7,38,1
8,354,1
11,527,1
8,22,1
5,46,1
11,170,1
9,116,1
14,422,1
8,141,1
5,54,1
8,38,1
9,128,1
6,300,1
13,684,1
7,114,1
10,30,1
10,81,1
8,118,1
7,299,1
10,291,1
12,309,1
17,164,1
10,285,1
7,372,1
10,129,1
11,530,1
4,55,1
12,151,1
9,799,1
7,82,1
9,31,1
8,78,1
10,87,1
10,133,1
2,42,1
7,60,1
10,71,1
8,116,1
9,606,1
7,142,1
16,2145,1
10,82,1
8,95,1
9,374,1
11,146,1
8,586,1
10,96,1
8,52,1
10,185,1
10,44,1
8,242,1
7,28,1
9,81,1
9,46,1
25,2207,1
6,170,1
13,251,1
9,238,1
7,32,1
5,116,1
8,30,1
9,77,1
12,284,1
8,58,1
10,542,1
10,1052,1
7,108,1
8,418,1
7,57,1
9,42,1
12,18,1
10,121,1
8,104,1
11,314,1
10,951,1
1,26,1
8,44,1
11,428,1
9,135,1
12,879,1
11,68,1
6,28,1
12,46,1
10,117,1
9,21,1
14,2234,1
11,146,1
9,225,1
10,111,1
5,9,1
11,136,1
9,39,1
9,403,1
9,164,1
7,45,1
13,155,1
9,165,1
5,66,1
10,111,1
10,46,1
6,154,1
9,811,1
6,114,1
6,49,1
9,866,1
2,7,1
19,313,1
8,129,1
10,199,1
8,318,1
9,144,1
15,294,1
5,47,1
67,1748,1
8,28,1
6,151,1
8,137,1
9,254,1
7,73,1
9,142,1
9,124,1
9,173,1
23,341,1
8,16,1
14,2164,1
10,549,1
12,1584,1
9,172,1
9,104,1
5,10,1
7,202,1
7,37,1
14,1256,1
7,31,1
9,260,1
9,388,1
7,94,1
7,198,1
5,81,1
11,95,1
14,1106,1
8,197,1
8,200,1
9,126,1
5,30,1
10,575,1
12,145,1
7,18,1
7,45,1
25,2181,1
3,9,1
9,270,1
8,92,1
14,2094,1
9,241,1
8,88,1
8,99,1
7,152,1
1,16,1
12,86,1
5,66,1
7,184,1
8,68,1
7,79,1
11,432,1
10,25,1
7,36,1
28,1016,1
10,215,1
7,230,1
8,270,1
12,1409,1
8,81,1
9,251,1
6,42,1
9,225,1
7,242,1
8,81,1
7,73,1
4,12,1
6,25,1
13,403,1
7,69,1
9,209,1
7,362,1
11,127,1
8,162,1
8,34,1
9,38,1
5,13,1
11,297,1
10,549,1
8,26,1
7,137,1
7,108,1
10,120,1
8,48,1
6,20,1
10,105,1
5,19,1
8,61,1
7,46,1
11,90,1
8,203,1
9,179,1
23,8027,1
10,245,1
7,17,1
11,567,1
9,185,1
9,430,1
8,26,1
8,311,1
9,118,1
1,9,1
7,140,1
13,742,1
9,82,1
10,103,1
5,8,1
13,1087,1
14,1990,1
7,57,1
7,25,1
12,575,1
8,38,1
11,1686,1
10,294,1
6,22,1
10,134,1
8,445,1
9,53,1
10,197,1
5,150,1
11,708,1
7,35,1
8,48,1
10,41,1
5,25,1
10,20,1
8,19,1
10,116,1
6,13,1
10,152,1
5,16,1
9,52,1
7,26,1
11,649,1
9,74,1
7,30,1
7,94,1
9,62,1
5,14,1
7,35,1
11,952,1
8,417,1
8,19,1
7,53,1
9,51,1
5,9,1
7,33,1
5,101,1
7,110,1
9,233,1
7,60,1
11,292,1
7,48,1
7,53,1
7,99,1
9,315,1
10,701,1
8,143,1
7,60,1
14,1050,1
9,98,1
8,54,1
9,27,1
10,159,1
11,90,1
5,162,1
10,1239,1
5,13,1
12,130,1
14,1317,1
9,100,1
9,645,1
12,252,1
9,171,1
8,66,1
8,167,1
7,48,1
11,698,1
12,451,1
7,75,1
8,36,1
8,45,1
1,10,1
7,19,1
10,108,1
8,12,1
23,795,1
7,27,1
9,213,1
7,34,1
5,20,1
8,69,1
5,22,1
9,80,1
8,97,1
7,46,1
6,10,1
9,231,1
17,174,1
5,24,1
9,156,1
7,11,1
22,123,1
8,81,1
9,674,1
8,47,1
5,80,1
7,192,1
7,18,1
8,93,1
11,232,1
11,46,1
10,60,1
16,2196,1
8,125,1
21,302,1
8,45,1
9,378,1
9,85,1
10,109,1
9,193,1
5,39,1
11,82,1
8,593,1
10,146,1
10,118,1
10,69,1
9,163,1
7,31,1
10,180,1
10,249,1
8,169,1
8,20,1
11,64,1
8,60,1
7,60,1
8,134,1
7,15,1
7,46,1
7,7,1
9,353,1
8,71,1
11,422,1
7,83,1
10,114,1
3,8,1
7,9,1
7,69,1
10,139,1
10,476,1
8,14,1
1,20,1
7,19,1
7,15,1
16,2546,1
6,20,1
10,508,1
6,53,1
16,2696,1
19,208,1
12,410,1
8,26,1
8,204,1
8,154,1
8,59,1
7,98,1
7,240,1
9,84,1
8,52,1
8,325,1
7,7,1
5,73,1
5,15,1
11,48,1
5,148,1
12,942,1
6,71,1
8,59,1
9,366,1
5,53,1
1,20,1
6,53,1
11,722,1
7,31,1
25,3448,1
9,587,1
8,179,1
7,47,1
7,33,1
11,337,1
9,120,1
8,329,1
27,910,1
11,51,1
7,28,1
9,370,1
7,45,1
9,178,1
7,85,1
9,249,1
10,128,1
6,22,1
6,16,1
9,1035,1
9,273,1
11,539,1
9,53,1
10,64,1
7,20,1
8,64,1
12,307,1
10,1151,1
23,786,1
13,258,1
11,105,1
8,374,1
7,23,1
7,21,1
10,55,1
9,283,1
6,20,1
7,319,1
10,158,1
11,125,1
7,202,1
8,137,1
7,31,1
7,32,1
9,797,1
9,111,1
9,178,1
9,520,1
9,98,1
10,115,1
7,57,1
9,468,1
7,29,1
12,28,1
21,46,1
9,216,1
10,121,1
12,49,1
7,32,1
10,132,1
10,48,1
9,174,1
11,198,1
23,166,1
11,416,1
7,41,1
9,72,1
8,428,1
9,49,1
10,210,1
8,25,1
1,13,1
10,317,1
9,108,1
17,71,1
8,107,1
9,626,1
8,66,1
6,71,1
6,67,1
10,573,1
10,502,1
14,1902,1
18,145,1
5,12,1
10,54,1
10,27,1
5,56,1
11,46,1
24,2256,1
9,787,1
5,67,1
11,582,1
9,53,1
9,354,1
9,139,1
9,249,1
7,81,1
5,10,1
7,31,1
9,48,1
6,56,1
10,63,1
8,154,1
7,64,1
25,7358,1
10,452,1
10,34,1
11,290,1
8,270,1
9,244,1
28,449,1
4,15,1
10,115,1
