@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R2,4,11'

@attribute Lenght numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
166,6.917,1
3,1,1
272,22.667,1
183,13.071,1
135,0.804,3
315,3.795,5
185,16.818,1
118,10.727,1
123,17.571,1
272,34,1
3,1,1
20,2.222,1
82,9.111,1
471,2.707,3
23,1.917,1
184,7.077,1
1,0.021,4
72,6.545,1
1,0.063,4
195,17.727,1
22,1.833,1
82,9.111,1
198,8.609,1
83,9.222,1
71,6.455,1
294,19.6,1
183,11.438,1
45,45,2
410,25.625,1
271,3.519,1
13,1.857,1
63,5.727,1
24,1.412,1
171,10.059,1
73,8.111,1
51,10.2,1
48,8,1
141,14.1,1
229,28.625,1
58,11.6,1
36,7.2,1
145,20.714,1
91,13,1
130,6.842,1
104,17.333,1
111,15.857,1
71,11.833,1
210,26.25,1
72,10.286,1
12,0.75,1
1,0.009,4
94,15.667,1
93,18.6,1
96,16,1
285,31.667,1
97,16.167,1
94,15.667,1
242,18.615,1
284,28.4,1
96,19.2,1
96,16,1
96,24,1
39,7.8,1
20,20,2
151,16.778,1
92,13.143,1
127,14.111,1
40,40,1
8,1.143,1
88,9.778,1
102,11.333,1
21,3.5,1
102,102,2
62,8.857,1
56,11.2,1
128,25.6,2
72,8,1
90,5.625,1
158,22.571,1
75,10.714,1
54,6.75,1
138,15.333,1
104,17.333,1
65,9.286,1
19,3.8,1
14,2,1
37,4.625,1
15,2.143,1
186,5.167,1
20,0.909,1
117,9.75,1
23,2.091,1
325,162.5,2
44,3.385,1
67,1.634,1
342,9,1
65,8.125,1
105,0.89,5
161,161,2
309,38.625,1
268,29.778,1
8,1.6,1
70,10,1
74,10.571,1
19,0.95,1
41,5.125,1
10,1.429,1
153,6.12,1
342,19,2
1,0.1,4
137,12.455,1
64,5.818,1
147,13.364,1
16,16,2
