@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,8,10-11'

@attribute Height numeric
@attribute Blackpix numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
8,52,38,1
7,19,10,1
8,76,55,1
9,117,73,1
7,52,32,1
7,46,32,1
9,302,193,1
7,76,49,1
9,443,307,1
7,24,20,1
7,103,77,1
10,74,50,1
9,120,87,1
7,48,32,1
7,74,37,1
6,53,40,1
7,98,67,1
9,39,32,1
9,117,86,1
7,89,71,1
8,119,87,1
7,69,46,1
7,36,27,1
9,130,96,1
5,26,22,1
8,138,111,1
7,39,32,1
5,43,33,1
5,56,42,1
7,12,7,1
7,90,56,1
7,15,13,1
7,20,15,1
7,65,42,1
7,99,81,1
5,73,54,1
7,33,28,1
5,32,21,1
7,54,31,1
7,36,27,1
5,37,28,1
7,30,23,1
8,32,26,1
7,47,28,1
5,14,14,1
6,24,16,1
5,49,31,1
7,31,21,1
6,15,8,1
7,35,24,1
7,62,40,1
6,67,40,1
6,47,34,1
10,57,41,1
7,44,30,1
6,71,52,1
7,53,38,1
7,15,6,1
7,28,19,1
9,120,78,1
9,30,20,1
7,28,18,1
7,19,10,1
7,27,24,1
7,20,16,1
8,47,31,1
6,16,9,1
6,44,32,1
5,9,4,1
5,13,8,1
8,28,14,1
9,113,62,1
8,27,15,1
10,89,48,1
8,49,25,1
8,81,33,1
8,15,3,1
10,219,93,1
8,28,13,1
10,111,45,1
8,418,227,1
1,11,2,2
10,14,8,1
6,43,17,1
10,55,22,1
9,66,30,1
11,98,41,1
54,370,54,5
52,345,45,5
10,159,88,1
27,41,16,4
9,127,68,1
11,132,66,1
4,21,4,2
8,111,50,1
8,73,40,1
8,62,25,1
11,835,423,1
9,9,1,1
10,157,83,1
8,58,20,1
8,78,35,1
5,62,18,1
8,38,12,1
5,23,6,1
11,829,417,1
9,69,28,1
9,63,33,1
8,82,38,1
8,123,62,1
8,58,23,1
10,121,61,1
11,112,54,1
11,217,107,1
8,88,43,1
11,286,123,1
8,121,55,1
10,110,48,1
8,81,35,1
10,162,88,1
9,135,74,1
8,132,70,1
10,67,35,1
8,112,50,1
8,42,20,1
7,89,40,1
8,162,84,1
8,124,75,1
11,75,42,1
9,31,15,1
11,82,40,1
10,90,42,1
8,30,13,1
8,80,40,1
6,356,183,1
6,94,32,1
9,124,65,1
2,13,1,2
37,97,23,5
6,43,14,1
36,181,59,5
8,46,18,1
7,96,53,1
7,69,38,1
11,607,312,1
7,109,44,1
7,60,30,1
6,42,13,1
5,48,22,1
10,146,68,1
10,32,20,1
10,45,24,1
7,65,24,1
9,52,23,1
8,27,11,1
8,73,31,1
5,13,6,1
8,98,51,1
8,264,151,1
8,55,22,1
8,37,22,1
8,61,23,1
8,28,6,1
10,146,79,1
10,732,412,1
8,64,35,1
10,716,391,1
8,103,56,1
10,99,53,1
8,66,32,1
8,70,34,1
8,156,93,1
9,82,44,1
8,110,56,1
8,84,43,1
8,94,47,1
10,630,303,1
8,38,22,1
8,44,21,1
9,24,15,1
7,57,29,1
8,20,9,1
10,31,18,1
8,13,6,1
7,204,110,1
5,42,19,1
10,249,140,1
9,35,18,1
8,93,50,1
10,32,12,1
8,111,68,1
7,38,19,1
6,22,9,1
8,173,122,1
9,563,448,1
5,56,36,1
2,534,13,2
4,8,1,1
8,595,486,1
6,22,14,1
13,552,48,1
13,163,42,1
24,2096,267,1
4,7,1,1
9,192,140,1
2,583,24,2
9,491,351,1
3,496,21,2
10,667,527,1
1,40,39,1
8,180,65,1
7,211,119,1
2,548,11,2
8,179,59,1
9,215,127,1
9,887,596,1
9,243,181,1
7,193,132,1
9,215,150,1
5,22,10,1
7,137,77,1
10,378,293,1
9,210,176,1
1,141,4,2
13,332,82,1
28,449,64,1
7,29,10,1
7,31,14,1
7,42,28,1
6,164,104,1
10,832,612,1
24,3155,397,1
28,441,59,3
9,811,607,1
7,113,77,1
7,246,175,1
9,265,202,1
1,9,8,1
9,752,555,1
29,442,61,3
7,93,67,1
7,33,21,1
5,18,5,1
9,587,424,1
7,22,11,1
1,7,6,1
29,214,120,5
9,366,159,1
1,8,7,1
7,19,7,1
7,171,142,1
2,609,25,2
7,65,47,1
1,21,1,2
9,59,8,1
10,219,27,1
10,442,87,1
11,360,65,1
14,181,25,1
93,4366,1028,3
14,1824,360,1
9,70,7,1
12,888,431,1
1,131,4,2
4,95,29,1
24,2168,108,1
14,14,1,4
10,118,17,1
8,294,97,1
10,527,207,1
24,3411,186,1
14,2164,472,1
10,508,218,1
14,1624,345,1
7,517,218,1
10,111,16,1
8,336,108,1
1,36,3,1
14,1848,405,1
10,84,10,1
11,952,344,1
14,813,183,1
11,979,334,1
3,8,1,1
9,9,1,4
25,25,1,4
9,49,4,1
13,663,139,1
10,998,380,1
13,1724,395,1
9,92,11,1
10,1239,450,1
10,118,14,1
11,408,134,1
14,1636,356,1
12,12,1,4
14,1988,423,1
9,112,13,1
8,629,220,1
1,8,4,2
10,60,2,1
7,165,61,1
11,124,15,1
15,893,164,1
17,2355,431,1
13,864,157,1
11,157,18,1
9,348,147,1
16,2357,441,1
11,302,109,1
16,2476,467,1
16,2196,418,1
3,12,1,1
16,1530,278,1
9,615,214,1
7,71,9,1
10,226,124,1
10,1058,180,1
3,189,19,1
6,197,96,1
7,299,207,1
9,236,140,1
7,268,177,1
18,544,228,1
7,100,60,1
23,4409,270,1
9,396,217,1
6,55,26,1
77,8396,257,1
9,400,283,1
10,700,463,1
9,354,242,1
7,93,64,1
12,451,234,1
5,121,70,1
6,149,88,1
6,146,82,1
6,129,89,1
37,37,1,4
5,77,21,1
430,465,10,4
8,137,100,1
7,323,202,1
9,192,122,1
1,12,11,1
4,47,33,1
9,120,39,1
1,16,15,1
5,1092,7,2
7,53,40,1
8,126,85,1
10,499,315,1
7,137,72,1
5,54,37,1
6,23,15,1
5,301,3,2
13,924,593,1
10,510,311,1
10,53,23,1
12,685,416,1
12,496,292,1
12,599,353,1
10,73,31,1
1,16,15,2
7,264,198,1
1,13,5,1
9,446,339,1
1,66,1,2
8,81,6,1
33,1400,835,1
12,132,33,1
14,509,172,1
10,96,33,1
10,326,146,1
11,127,77,1
7,20,2,1
