@relation page-blocks

@attribute Height numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
7,1.62,21,1
5,1.5,176,1
9,1.57,33,1
10,2.75,297,1
9,2.92,178,1
17,5.15,597,1
12,1.93,753,1
7,1.27,147,1
22,11.54,808,1
9,2.06,103,1
6,3.67,11,1
10,2.14,60,1
7,1.49,67,1
8,1.68,116,1
10,3.17,57,1
5,1.39,43,1
7,2.14,15,1
7,1.42,101,1
5,1.8,9,1
17,4.5,153,1
14,1.63,57,1
9,1.34,799,1
7,1.78,48,1
4,1.33,16,1
10,1.87,71,1
13,3.2,253,1
11,1.83,383,1
10,1.82,40,1
7,1.64,23,1
12,3.48,453,1
11,2.85,567,1
8,1.84,327,1
1,1.03,36,1
7,1.65,38,1
14,4.4,1657,1
9,2,100,1
16,4.97,1490,1
11,1.9,296,1
9,10.67,32,1
25,15.22,4246,1
4,10,10,1
9,1.31,390,1
7,1.53,98,1
8,2.24,56,1
13,4.58,733,1
9,1.45,594,1
8,1.63,26,1
8,2.12,237,1
11,2.36,422,1
7,2.22,20,1
8,1.66,186,1
6,1.23,153,1
7,1.36,61,1
8,1.65,38,1
17,5.22,2162,1
8,3.75,15,1
7,2.35,61,1
7,1.77,202,1
8,1.41,499,1
9,1.92,136,1
8,1.86,54,1
11,7.2,108,1
5,4.67,14,1
9,1.75,114,1
7,1.28,279,1
8,1.95,125,1
8,1.81,38,1
10,1.38,441,1
6,2.18,24,1
4,4,24,1
9,2.93,249,1
10,2.64,486,1
7,1.54,188,1
13,4.92,1087,1
11,4.08,53,1
7,1.43,63,1
20,26.67,160,1
9,7.42,89,1
8,1.84,57,1
9,1.69,81,1
9,2.83,17,1
9,1.88,90,1
7,4.89,88,1
7,2.42,29,1
6,2.27,34,1
10,6.19,99,1
9,1.96,178,1
10,1.4,261,1
5,1.4,63,1
10,2.33,42,1
5,7,7,1
10,2.05,129,1
6,4,16,1
14,4.75,2248,1
14,4.54,2010,1
7,2.46,64,1
14,3.34,754,1
7,1.66,228,1
13,3.16,382,1
8,1.53,26,1
10,2.1,132,1
8,1.96,51,1
10,1.85,191,1
7,1.73,19,1
9,1.42,143,1
3,136.6,683,1
7,2.26,52,1
15,1.87,226,1
9,1.56,126,1
23,21.18,233,1
6,2.38,19,1
9,2.22,60,1
8,2.04,47,1
8,2,126,1
6,3.22,29,1
9,2.08,249,1
8,1.95,43,1
7,1.95,37,1
6,1.5,15,1
27,2.35,910,1
8,1.27,247,1
10,8.55,94,1
9,1.48,349,1
5,18,18,1
14,2.12,439,1
8,1.29,179,1
9,1.84,105,1
10,1.9,154,1
10,28,56,1
8,2.52,68,1
7,1.39,25,1
9,3.15,186,1
9,2.84,437,1
8,1.67,60,1
10,1.85,508,1
7,1.87,28,1
7,1.55,99,1
7,1.48,40,1
8,1.91,42,1
8,3.07,365,1
9,1.63,67,1
9,2.33,205,1
9,1.44,346,1
6,2.46,155,1
1,1.02,43,1
7,1.46,35,1
8,1.34,142,1
13,3.12,759,1
7,2.83,17,1
9,1.32,25,1
9,1.84,134,1
10,2.19,164,1
8,1.23,53,1
9,2.58,964,1
9,1.83,218,1
8,2.02,107,1
9,1.58,607,1
7,1.36,15,1
6,2.11,118,1
9,1.92,23,1
9,2.92,35,1
12,2.1,227,1
8,2.05,225,1
14,4.84,1050,1
9,1.57,711,1
5,1.89,68,1
7,1.5,27,1
9,2.31,67,1
14,3.33,40,1
8,1.75,103,1
6,1.75,21,1
12,1.95,799,1
5,1.58,90,1
5,1.43,40,1
9,3.88,186,1
1,7,7,1
6,1.93,27,1
9,1.86,354,1
9,2.3,276,1
5,1.78,155,1
6,1.53,150,1
7,1.53,29,1
6,1.63,106,1
10,1.98,631,1
11,2.61,428,1
7,1.19,455,1
9,2.39,737,1
25,2.08,977,1
7,1.74,47,1
7,1.33,88,1
8,3,18,1
8,2.17,50,1
10,1.65,426,1
13,2.19,1437,1
11,1.77,232,1
5,1.63,13,1
8,3.11,28,1
9,2,192,1
9,1.32,554,1
8,2.41,77,1
7,1.46,118,1
9,1.87,336,1
5,2.12,55,1
8,2.31,210,1
12,3.07,89,1
10,3.17,73,1
11,8.86,124,1
5,7,14,1
5,1.31,34,1
1,1.14,8,1
5,1.87,28,1
13,3.81,160,1
8,2.09,23,1
10,1.77,258,1
25,7.35,5707,1
8,2.09,69,1
10,1.98,162,1
8,2.64,103,1
5,1.18,97,1
8,2.17,195,1
7,1.38,33,1
7,1.25,64,1
10,2.82,449,1
8,2.22,495,1
3,4,8,1
9,1.34,193,1
3,7,7,1
10,3.15,173,1
7,2.46,59,1
8,1.68,136,1
6,2.11,19,1
7,4,12,1
7,1.56,178,1
8,1.8,54,1
10,2.07,378,1
9,1.78,16,1
6,1.83,11,1
8,1.91,153,1
9,2.24,112,1
13,6.6,376,1
8,1.7,39,1
8,2.82,31,1
10,6.83,82,1
11,2.18,266,1
5,1.83,33,1
13,1.64,881,1
8,1.48,37,1
13,3.42,154,1
10,2.51,98,1
7,3.56,313,1
7,1.35,23,1
1,1.08,13,1
7,1.51,68,1
8,2.75,11,1
9,1.7,218,1
8,1.65,389,1
14,2.28,628,1
7,1.5,237,1
7,1.45,32,1
11,1.93,131,1
17,10.43,146,1
7,1.58,30,1
9,1.6,99,1
9,1.99,619,1
8,1.66,191,1
11,2.2,650,1
9,1.91,243,1
8,1.58,488,1
9,1.4,786,1
9,1.56,28,1
10,2.47,1302,1
6,1.57,91,1
12,46,46,1
5,1.17,14,1
10,1.69,59,1
8,1.5,27,1
11,2.08,81,1
8,2.23,69,1
8,1.35,329,1
6,1.41,55,1
7,1.63,65,1
10,4,32,1
10,1.61,684,1
9,1.27,587,1
9,1.31,38,1
4,1.82,104,1
16,5.26,2508,1
8,1.84,81,1
7,1.77,136,1
13,4.49,1732,1
8,1.31,77,1
4,1.33,28,1
1,1.07,16,1
14,2.45,1232,1
14,4.72,1341,1
6,1.83,285,1
24,3.38,348,1
7,1.84,35,1
10,1.37,71,1
8,2.18,24,1
9,2.17,245,1
8,2.1,105,1
8,1.73,26,1
7,1.37,278,1
6,1.76,37,1
7,1.76,30,1
7,1.21,228,1
8,1.46,258,1
7,1.69,76,1
6,3.12,81,1
10,1.36,606,1
11,2.09,664,1
7,1.47,22,1
7,1.24,94,1
10,2.16,173,1
9,1.98,190,1
10,1.84,321,1
6,1.67,10,1
10,1.79,70,1
1,1.14,16,1
9,1.93,237,1
7,1.38,62,1
11,1.75,668,1
9,2.82,172,1
9,2.61,522,1
15,2.49,1232,1
8,1.23,189,1
6,1.39,53,1
7,1.75,28,1
12,1.92,698,1
7,1.36,38,1
9,8.07,113,1
9,9.9,99,1
10,1.2,287,1
23,14.93,4210,1
6,1.82,155,1
7,1.94,60,1
6,2,14,1
5,1.43,20,1
9,2.32,102,1
25,2.29,2792,1
11,2.47,121,1
9,1.29,441,1
10,1.7,335,1
8,2,328,1
5,1.69,27,1
10,2.25,275,1
5,2.79,39,1
8,1.83,117,1
9,3.45,190,1
10,8.85,115,1
8,1.29,99,1
7,1.68,84,1
8,2.04,55,1
11,3.05,582,1
5,5,10,1
9,1.88,515,1
9,3.51,179,1
6,3.36,178,1
9,1.29,177,1
8,2.78,561,1
6,2.45,27,1
10,1.61,37,1
6,1.11,39,1
25,7.33,5748,1
10,1.28,684,1
7,1.52,41,1
19,1.51,53,1
7,1.87,413,1
7,1.21,23,1
9,2.58,103,1
8,2.02,93,1
7,1.44,95,1
9,2.69,43,1
6,2.22,20,1
10,2.1,107,1
10,2.4,72,1
10,3.25,130,1
8,2.46,86,1
10,2.33,91,1
8,1.54,152,1
10,2.83,17,1
8,1.85,98,1
1,3.5,7,1
10,6.32,373,1
7,3.09,34,1
7,1.36,183,1
7,1.55,68,1
6,1.39,25,1
8,1.3,39,1
9,2.61,60,1
10,1.87,592,1
11,2.04,787,1
25,7.72,3459,1
10,30,30,1
7,1.29,22,1
11,2.22,102,1
7,1.54,230,1
8,1.55,17,1
9,1.28,258,1
6,1.51,154,1
13,4.65,995,1
10,2.98,575,1
8,1.74,157,1
7,1.93,83,1
7,1.84,83,1
6,1.55,161,1
11,2.82,358,1
9,6.42,212,1
7,1.87,170,1
8,2.4,137,1
9,2.83,643,1
17,12.97,3801,1
5,1.38,132,1
12,2.02,172,1
7,1.97,65,1
10,1.72,294,1
9,1.22,583,1
9,3.31,159,1
6,1.73,64,1
8,1.83,236,1
8,2.09,117,1
9,1.93,77,1
10,1.37,522,1
8,1.52,129,1
7,1.79,70,1
9,1.17,195,1
11,2,840,1
7,3.11,28,1
3,8,8,1
9,1.31,441,1
9,1.84,210,1
10,1.95,121,1
9,2.25,72,1
5,2.56,23,1
1,1.03,32,1
8,1.78,16,1
8,1.71,234,1
22,11.64,838,1
9,1.32,99,1
12,7.5,150,1
10,1.47,134,1
7,1.89,449,1
10,2.33,105,1
8,1.38,47,1
10,2.02,99,1
13,2.15,1027,1
9,2.95,576,1
8,2,22,1
9,1.58,163,1
8,1.47,28,1
11,2.91,920,1
10,2.71,477,1
9,1.46,41,1
11,3.4,34,1
7,1.19,404,1
17,4.88,166,1
8,2.1,42,1
7,1.35,35,1
9,1.25,440,1
11,3.29,520,1
7,1.48,46,1
9,3,81,1
5,1.64,36,1
9,2.55,196,1
13,4.97,1579,1
11,1.55,845,1
12,2.46,307,1
6,1.2,49,1
5,1.61,87,1
8,2.38,31,1
8,1.76,430,1
6,1.68,207,1
5,2.77,194,1
8,2.63,21,1
8,2,32,1
13,10.86,76,1
9,1.43,100,1
8,1.88,92,1
7,1.29,45,1
8,2.15,103,1
5,1.26,24,1
7,1.79,100,1
7,1.33,28,1
8,1.34,455,1
10,2,182,1
8,2.05,43,1
9,2.47,42,1
8,1.29,143,1
12,1.96,447,1
9,1.24,93,1
12,1.74,353,1
17,10.17,61,1
7,1.61,29,1
3,7,7,1
10,1.31,484,1
10,2.74,1158,1
8,1.94,60,1
10,1.19,701,1
7,29,29,1
2,2,12,1
8,1.93,58,1
9,1.91,126,1
8,1.47,135,1
10,2.83,167,1
8,1.45,45,1
24,8.16,2178,1
8,1.75,135,1
5,2.03,240,1
12,2.3,1554,1
10,1.77,23,1
8,1.9,173,1
9,2.13,51,1
9,2.85,305,1
8,2.07,89,1
10,1.7,317,1
10,2.51,908,1
6,1.3,57,1
8,2.53,129,1
6,1.94,93,1
5,2.33,7,1
10,1.79,156,1
7,3.5,21,1
8,1.78,116,1
9,2.3,507,1
12,1.99,300,1
9,1.41,350,1
10,3.16,584,1
9,2.21,383,1
6,1.57,140,1
10,2.26,158,1
26,7.6,3464,1
9,1.56,42,1
9,3.27,98,1
10,2.1,368,1
6,1.44,26,1
12,1.92,198,1
7,1.5,21,1
9,1.71,48,1
8,1.81,65,1
12,3,872,1
8,2,46,1
10,7.56,68,1
11,1.73,251,1
9,1.36,832,1
11,10.67,64,1
3,2.1,21,1
12,11.57,81,1
6,2.45,54,1
5,8,8,1
10,1.62,47,1
25,7.51,3448,1
4,1.81,47,1
8,1.45,331,1
9,7.23,94,1
10,1.29,112,1
10,1.96,92,1
8,2.13,83,1
5,2.65,45,1
8,2.36,33,1
9,2.23,252,1
10,1.98,87,1
10,2.17,452,1
9,1.5,531,1
9,1.95,121,1
8,1.94,62,1
10,9.17,55,1
10,1.7,148,1
10,2.6,52,1
15,5.29,2167,1
23,17.44,2599,1
8,1.76,44,1
7,1.5,197,1
6,2.05,80,1
8,1.73,26,1
9,2.1,231,1
14,2.76,658,1
1,3.5,7,1
11,2.95,215,1
15,10.38,83,1
11,1.87,324,1
8,1.65,66,1
11,15.67,47,1
11,2.9,834,1
9,2.85,174,1
11,1.94,600,1
7,1.84,35,1
9,2.37,298,1
13,5.57,451,1
8,1.29,88,1
7,1.39,32,1
8,1.84,57,1
7,1.46,114,1
11,1.85,722,1
9,1.38,201,1
10,3.72,108,1
7,1.6,184,1
9,1.48,181,1
11,2.56,92,1
7,1.61,53,1
7,1.89,51,1
10,1.98,109,1
8,2.76,80,1
8,2.2,33,1
11,1.75,309,1
7,1.27,66,1
5,1.77,46,1
59,148.36,3264,1
8,1.89,83,1
7,1.32,25,1
8,2.91,67,1
6,2.04,53,1
8,2.03,61,1
11,2.86,1612,1
6,2.64,58,1
16,4.72,151,1
7,2,46,1
8,2.19,59,1
6,1.69,22,1
9,2.88,568,1
8,2.19,151,1
9,2.1,244,1
3,13,13,1
8,1.41,407,1
11,1.72,297,1
7,1.29,111,1
6,1.53,23,1
9,2.74,156,1
14,4.14,472,1
17,14.19,3192,1
8,1.73,71,1
10,2.14,105,1
6,1.33,24,1
9,2.6,823,1
1,1.07,15,1
1,1.09,12,1
7,1.36,242,1
8,2.09,190,1
7,1.76,37,1
11,2.47,185,1
7,1.33,61,1
11,5.5,55,1
13,2.33,726,1
11,1.43,504,1
9,2.63,50,1
11,1.49,527,1
9,1.9,712,1
5,1.52,50,1
7,1.57,36,1
9,1.29,582,1
9,1.77,23,1
7,2.62,361,1
5,8,8,1
7,2.11,40,1
8,1.97,73,1
5,2.5,20,1
8,1.93,29,1
8,4.69,61,1
6,1.34,137,1
9,2.01,151,1
11,4.48,954,1
8,1.33,270,1
13,2.28,1820,1
9,2.13,81,1
9,2.11,129,1
12,9.17,55,1
7,2.58,98,1
6,1.39,135,1
8,2.85,424,1
9,1.86,132,1
5,1.91,65,1
7,2.2,22,1
8,2.12,172,1
10,1.38,641,1
6,2.44,139,1
14,1.79,984,1
8,1.46,162,1
12,2.23,288,1
8,2.91,285,1
9,1.38,913,1
9,1.44,114,1
8,2.07,31,1
7,1.46,41,1
7,1.5,351,1
7,1.66,68,1
11,1.71,250,1
9,2.03,266,1
7,1.52,138,1
7,1.37,115,1
6,1.36,87,1
7,1.38,18,1
8,1.31,341,1
8,1.68,67,1
8,2.78,270,1
5,1.4,88,1
16,5.16,2518,1
9,1.48,416,1
8,2.48,99,1
8,2.53,593,1
14,4.36,1317,1
24,17.08,3604,1
8,2.03,61,1
8,1.67,15,1
8,1.64,18,1
8,1.64,421,1
10,7.5,105,1
13,1.64,1034,1
14,4.83,1990,1
9,1.38,130,1
1,1.17,7,1
9,2.18,183,1
8,2.24,56,1
9,2.28,397,1
10,2.74,543,1
8,1.26,253,1
4,1.67,25,1
9,1.34,439,1
7,1.27,228,1
7,1.6,202,1
7,1.4,73,1
8,2.07,89,1
12,4.28,847,1
5,2.08,25,1
22,2.91,326,1
9,1.76,277,1
9,1.28,326,1
8,1.73,19,1
5,1.35,27,1
1,1.08,14,1
5,1.63,13,1
9,1.93,356,1
9,2.8,179,1
8,1.74,54,1
11,9.2,46,1
9,1.4,168,1
9,1.63,13,1
11,2.24,47,1
1,1.04,25,1
7,1.24,114,1
13,1.44,751,1
8,2.86,63,1
7,1.33,24,1
8,1.69,61,1
5,2.17,13,1
9,1.39,655,1
4,1.83,11,1
10,2.1,221,1
11,4.81,596,1
16,5.2,2121,1
8,2.67,56,1
7,2.5,40,1
17,14.88,1548,1
3,8,8,1
7,1.52,35,1
5,2.52,53,1
18,2.34,564,1
5,1.57,22,1
8,2.04,102,1
8,2.5,15,1
10,1.81,103,1
7,1.77,39,1
9,1.92,339,1
11,2.2,518,1
22,10.99,780,1
9,2.75,355,1
7,1.79,34,1
7,1.83,33,1
8,2.38,93,1
8,2.6,52,1
7,1.25,134,1
11,2.01,211,1
9,1.86,65,1
25,15.94,4304,1
10,1.83,84,1
6,2.14,30,1
5,2.4,12,1
9,2.06,270,1
11,2.09,438,1
10,2.29,48,1
12,1.75,252,1
6,1.61,159,1
6,1.58,41,1
7,5,15,1
5,1.33,57,1
13,2.59,593,1
9,1.78,16,1
8,1.46,239,1
6,1.57,33,1
7,1.31,242,1
10,1.56,25,1
9,1.4,525,1
7,1.48,31,1
7,1.13,36,1
8,9,9,1
8,1.66,202,1
10,1.39,476,1
38,3.41,2238,1
11,4.73,52,1
10,1.8,368,1
9,3.02,184,1
7,1.52,32,1
8,1.75,222,1
7,1.56,28,1
10,3.13,297,1
8,1.81,58,1
9,1.93,228,1
10,1.83,121,1
14,1.54,975,1
7,2.45,27,1
13,2.1,1564,1
13,2.16,742,1
13,4.62,1571,1
9,2.42,866,1
10,1.79,100,1
8,1.4,140,1
9,2.43,546,1
8,34.33,103,1
77,72.47,9204,1
8,1.86,39,1
8,1.84,81,1
11,8.47,127,1
13,3.27,740,1
2,1.4,7,1
8,2.28,41,1
11,2.37,71,1
6,1.92,73,1
7,1.64,64,1
10,2.84,928,1
10,2.79,552,1
7,1.45,81,1
9,2.86,606,1
7,2.29,16,1
9,1.37,378,1
9,1.81,172,1
14,2.31,693,1
9,2.86,600,1
8,1.44,69,1
7,1.21,17,1
6,1.93,249,1
10,1.47,827,1
10,2.46,96,1
5,1.47,66,1
11,1.99,153,1
7,1.32,54,1
7,1.38,87,1
8,9.32,177,1
10,1.49,477,1
11,2.1,101,1
6,8,8,1
8,1.9,80,1
9,1.94,361,1
9,1.62,42,1
8,1.87,56,1
36,7.87,118,1
8,2.25,63,1
5,1.52,38,1
11,1.92,281,1
10,3.71,63,1
2,3.67,11,1
12,1.99,354,1
9,2.25,146,1
5,1.67,25,1
6,1.3,35,1
8,2.1,264,1
10,3.05,171,1
4,2.04,55,1
9,2.77,354,1
9,2.4,550,1
13,2.62,469,1
13,2.18,1459,1
5,1.45,45,1
10,1.88,79,1
8,2.21,86,1
11,2.35,258,1
12,2.55,436,1
6,1.67,10,1
8,1.32,411,1
5,1.71,12,1
10,1.94,647,1
10,1.93,116,1
8,2.7,329,1
10,1.7,235,1
11,2.95,1096,1
14,4.5,1791,1
8,1.64,23,1
11,3.2,48,1
8,1.57,308,1
5,3,27,1
9,1.97,173,1
8,2.14,124,1
6,1.63,39,1
8,1.93,83,1
11,1.96,90,1
8,2.3,23,1
8,1.44,222,1
7,1.89,72,1
8,1.39,174,1
13,2.3,421,1
13,4.81,852,1
11,4.6,979,1
13,1.63,873,1
10,3.25,224,1
7,1.22,33,1
23,1.87,786,1
10,2.13,153,1
9,1.26,359,1
7,1.57,36,1
6,10,10,1
6,1.48,89,1
9,1.38,492,1
6,2,20,1
8,1.83,505,1
12,7.65,153,1
10,1.85,280,1
25,7.23,3283,1
8,2.86,20,1
11,2.05,160,1
12,3.68,324,1
6,1.77,62,1
10,8.23,107,1
9,2.15,58,1
6,1.66,53,1
9,1.31,840,1
7,5.51,347,1
5,2.33,21,1
13,3.59,147,1
9,1.67,155,1
12,2.91,466,1
16,5.28,2546,1
10,2.74,236,1
5,1.36,34,1
9,2.2,244,1
14,11.88,570,1
7,3.48,73,1
7,2.25,9,1
8,1.95,37,1
6,1.96,47,1
8,1.75,70,1
7,1.4,67,1
5,2.67,8,1
1,1.17,7,1
7,2.58,31,1
10,2.92,446,1
9,1.56,98,1
7,1.36,38,1
9,2.1,86,1
10,2.08,102,1
14,2.29,549,1
7,2.04,94,1
8,1.56,100,1
7,1.53,81,1
8,1.61,58,1
6,1.46,38,1
9,1.27,98,1
8,1.38,54,1
7,1.73,121,1
9,2.21,254,1
2,1.17,7,1
8,1.56,61,1
9,2.87,626,1
8,1.92,92,1
22,10.13,760,1
10,2.81,233,1
7,1.39,57,1
8,2.64,29,1
7,1.68,198,1
9,1.66,233,1
11,1.47,511,1
7,2.72,49,1
11,1.79,150,1
9,2.69,371,1
8,1.75,14,1
7,10,10,1
7,2.32,65,1
25,16.57,7358,1
11,1.91,697,1
7,1.58,52,1
8,1.28,816,1
7,1.54,20,1
11,2.41,289,1
6,7.5,15,1
7,1.74,40,1
7,1.32,75,1
7,2.24,47,1
8,6.22,56,1
10,2.95,951,1
9,2.17,76,1
8,2,82,1
5,1.55,17,1
8,1.32,246,1
9,1.34,784,1
6,1.71,24,1
8,1.49,137,1
7,2.14,45,1
7,1.5,63,1
14,4.48,2094,1
9,1.51,56,1
10,9.82,108,1
4,8,8,1
9,2.77,172,1
10,1.25,20,1
7,1.47,103,1
27,4.36,2610,1
11,1.59,516,1
12,2.35,334,1
9,3.62,94,1
7,1.7,121,1
7,1.43,191,1
6,1.4,14,1
5,1.57,11,1
8,1.86,41,1
7,1.79,234,1
9,2.2,388,1
7,2,20,1
11,7.49,502,1
7,21,21,1
8,3.04,161,1
6,1.8,27,1
9,1.22,748,1
13,3.89,105,1
8,2.95,171,1
9,1.57,44,1
24,15.8,4329,1
10,6.02,1325,1
27,5.45,747,1
12,2.34,879,1
11,3.35,278,1
8,3.01,211,1
9,1.54,71,1
7,1.52,35,1
9,1.36,921,1
10,1.24,334,1
9,1.31,46,1
5,1.29,9,1
10,1.29,247,1
10,3.86,54,1
10,2.44,1361,1
6,2,62,1
10,2.2,66,1
6,2.09,169,1
6,4.08,261,1
6,1.65,56,1
7,1.56,61,1
7,1.65,28,1
6,1.82,162,1
10,1.85,203,1
6,2,110,1
10,2.17,224,1
6,1.71,133,1
8,2.07,31,1
7,1.68,32,1
9,3.08,585,1
9,3.31,179,1
6,2.03,215,1
12,5.86,410,1
12,42,42,1
1,1.03,36,1
8,1.36,61,1
14,4.92,2209,1
9,1.82,696,1
8,1.21,70,1
7,1.16,161,1
9,1.42,34,1
9,2.39,301,1
7,3,27,1
8,4.33,13,1
10,1.61,113,1
9,3.31,182,1
7,1.33,69,1
7,1.25,70,1
9,1.57,44,1
1,5,10,1
11,2.05,714,1
9,3.3,178,1
5,3,24,1
8,2.58,49,1
10,7.6,114,1
11,1.44,177,1
5,3,9,1
8,1.27,152,1
22,11.25,810,1
10,58,58,1
6,2.22,20,1
8,1.8,74,1
8,1.35,85,1
7,2,72,1
8,2.61,154,1
7,1.9,55,1
6,1.28,23,1
6,1.41,45,1
9,1.28,199,1
9,1.93,238,1
8,3.44,31,1
11,5.04,242,1
9,2.22,233,1
8,1.32,446,1
4,1.27,51,1
8,2.5,25,1
10,2.34,498,1
9,2.8,28,1
10,2.41,448,1
9,2.54,501,1
10,3.03,360,1
10,7.25,87,1
10,2.41,65,1
9,2.33,287,1
11,1.84,610,1
8,1.93,79,1
8,1.31,460,1
10,2.78,589,1
7,1.35,101,1
10,2.01,163,1
8,2.2,44,1
9,2.29,199,1
9,1.67,35,1
10,2.49,147,1
10,2.15,73,1
7,1.33,69,1
5,4.67,28,1
14,4.51,2188,1
6,2.2,11,1
15,2.45,262,1
9,1.28,217,1
5,1.44,62,1
4,4,16,1
16,5.09,2696,1
10,2.38,93,1
7,1.44,111,1
87,104.95,4093,1
7,1.28,333,1
7,1.7,119,1
12,2.21,86,1
7,2.3,46,1
8,1.33,28,1
7,1.33,53,1
9,3.33,326,1
10,2.03,333,1
9,2.07,290,1
10,2.13,149,1
7,1.36,19,1
10,3.25,888,1
11,2.07,58,1
11,1.93,135,1
8,1.65,301,1
9,1.93,659,1
6,1.34,137,1
19,2.07,909,1
5,1.33,16,1
7,2.22,20,1
8,1.47,144,1
8,1.18,210,1
7,1.58,30,1
8,2.33,42,1
5,1.67,80,1
9,1.37,82,1
7,1.67,45,1
24,18.29,7647,1
9,1.27,270,1
7,1.43,60,1
5,1.27,52,1
5,1.62,34,1
24,2.88,975,1
9,6.3,1122,1
9,1.27,787,1
9,2.2,302,1
9,1.9,19,1
7,2.25,81,1
7,1.65,400,1
8,1.91,65,1
7,1.45,55,1
8,1.61,191,1
10,1.81,292,1
10,2.09,92,1
7,1.46,92,1
10,1.29,454,1
6,1.62,21,1
5,2.5,10,1
8,2.9,720,1
6,1.29,31,1
6,1.51,59,1
15,5.1,1661,1
9,1.66,354,1
10,2.34,152,1
9,2.35,61,1
9,2.65,143,1
5,1.33,20,1
7,1.41,96,1
6,1.35,151,1
8,2.47,94,1
5,1.31,67,1
9,1.32,90,1
7,1.77,23,1
10,2.13,96,1
7,1.79,258,1
8,1.44,299,1
11,4.6,465,1
10,1.98,81,1
5,1.75,7,1
8,2.51,261,1
9,2.06,419,1
10,2.58,289,1
8,1.18,329,1
9,1.4,329,1
9,2.55,135,1
11,5.75,46,1
11,1.97,213,1
7,1.43,96,1
9,1.98,358,1
7,1.65,129,1
9,1.75,28,1
5,1.71,24,1
9,2.92,417,1
3,9,9,1
6,30,30,1
10,2.28,132,1
11,7.88,63,1
12,2.9,29,1
8,1.42,105,1
11,1.72,351,1
9,3.35,184,1
14,2.4,1382,1
12,4.75,1259,1
4,1.83,179,1
14,4.87,998,1
11,2.01,149,1
11,2.21,95,1
6,1.33,28,1
9,3.12,259,1
