@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,7-8,11'

@attribute Height numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
5,1.3,43,1
5,1.33,56,1
7,1.71,12,1
7,1.61,90,1
7,1.15,15,1
7,1.33,20,1
7,1.55,65,1
7,1.22,99,1
5,1.35,73,1
7,1.18,33,1
5,1.52,32,1
7,1.74,54,1
7,1.33,36,1
5,1.32,37,1
7,1.3,30,1
8,1.23,32,1
7,1.68,47,1
5,1,14,1
6,1.5,24,1
5,1.58,49,1
7,1.48,31,1
6,1.88,15,1
7,1.46,35,1
7,1.55,62,1
6,1.68,67,1
6,1.38,47,1
10,1.39,57,1
7,1.47,44,1
6,1.37,71,1
7,1.39,53,1
7,2.5,15,1
7,1.47,28,1
9,1.54,120,1
9,1.5,30,1
7,1.56,28,1
7,1.9,19,1
7,1.13,27,1
7,1.25,20,1
8,1.52,47,1
6,1.78,16,1
6,1.38,44,1
5,2.25,9,1
5,1.63,13,1
8,2,28,1
9,1.82,113,1
8,1.8,27,1
10,1.85,89,1
8,1.96,49,1
8,2.45,81,1
8,5,15,1
10,2.35,219,1
8,2.15,28,1
10,2.47,111,1
8,1.84,418,1
1,5.5,11,2
10,1.75,14,1
6,2.53,43,1
10,2.5,55,1
9,2.2,66,1
11,2.39,98,1
54,6.85,370,5
52,7.67,345,5
10,1.81,159,1
27,2.56,41,4
9,1.87,127,1
11,2,132,1
4,5.25,21,2
8,2.22,111,1
8,1.83,73,1
8,2.48,62,1
11,1.97,835,1
9,9,9,1
10,1.89,157,1
8,2.9,58,1
8,2.23,78,1
5,3.44,62,1
8,3.17,38,1
5,3.83,23,1
11,1.99,829,1
9,2.46,69,1
9,1.91,63,1
8,2.16,82,1
8,1.98,123,1
8,2.52,58,1
10,1.98,121,1
11,2.07,112,1
11,2.03,217,1
8,2.05,88,1
11,2.33,286,1
8,2.2,121,1
10,2.29,110,1
8,2.31,81,1
10,1.84,162,1
9,1.82,135,1
8,1.89,132,1
10,1.91,67,1
8,2.24,112,1
8,2.1,42,1
7,2.23,89,1
8,1.93,162,1
8,1.65,124,1
11,1.79,75,1
9,2.07,31,1
11,2.05,82,1
10,2.14,90,1
8,2.31,30,1
8,2,80,1
6,1.95,356,1
6,2.94,94,1
9,1.91,124,1
2,13,13,2
37,4.22,97,5
6,3.07,43,1
36,3.07,181,5
8,2.56,46,1
7,1.81,96,1
7,1.82,69,1
11,1.95,607,1
7,2.48,109,1
7,2,60,1
6,3.23,42,1
5,2.18,48,1
10,2.15,146,1
10,1.6,32,1
10,1.88,45,1
7,2.71,65,1
9,2.26,52,1
8,2.45,27,1
8,2.35,73,1
5,2.17,13,1
8,1.92,98,1
8,1.75,264,1
8,2.5,55,1
8,1.68,37,1
8,2.65,61,1
8,4.67,28,1
10,1.85,146,1
10,1.78,732,1
8,1.83,64,1
10,1.83,716,1
8,1.84,103,1
10,1.87,99,1
8,2.06,66,1
8,2.06,70,1
8,1.68,156,1
9,1.86,82,1
8,1.96,110,1
8,1.95,84,1
8,2,94,1
10,2.08,630,1
8,1.73,38,1
8,2.1,44,1
9,1.6,24,1
7,1.97,57,1
8,2.22,20,1
10,1.72,31,1
8,2.17,13,1
7,1.85,204,1
5,2.21,42,1
10,1.78,249,1
9,1.94,35,1
8,1.86,93,1
10,2.67,32,1
8,1.63,111,1
7,2,38,1
6,2.44,22,1
8,1.42,173,1
9,1.26,563,1
5,1.56,56,1
2,41.08,534,2
4,8,8,1
8,1.22,595,1
6,1.57,22,1
13,11.5,552,1
13,3.88,163,1
24,7.85,2096,1
4,7,7,1
9,1.37,192,1
2,24.29,583,2
9,1.4,491,1
3,23.62,496,2
10,1.27,667,1
1,1.03,40,1
8,2.77,180,1
7,1.77,211,1
2,49.82,548,2
8,3.03,179,1
9,1.69,215,1
9,1.49,887,1
9,1.34,243,1
7,1.46,193,1
9,1.43,215,1
5,2.2,22,1
7,1.78,137,1
10,1.29,378,1
9,1.19,210,1
1,35.25,141,2
13,4.05,332,1
28,7.02,449,1
7,2.9,29,1
7,2.21,31,1
7,1.5,42,1
6,1.58,164,1
10,1.36,832,1
24,7.95,3155,1
28,7.47,441,3
9,1.34,811,1
7,1.47,113,1
7,1.41,246,1
9,1.31,265,1
1,1.13,9,1
9,1.35,752,1
29,7.25,442,3
7,1.39,93,1
7,1.57,33,1
5,3.6,18,1
9,1.38,587,1
7,2,22,1
1,1.17,7,1
29,1.78,214,5
9,2.3,366,1
1,1.14,8,1
7,2.71,19,1
7,1.2,171,1
2,24.36,609,2
7,1.38,65,1
1,21,21,2
9,7.38,59,1
10,8.11,219,1
10,5.08,442,1
11,5.54,360,1
14,7.24,181,1
93,4.25,4366,3
14,5.07,1824,1
9,10,70,1
12,2.06,888,1
1,32.75,131,2
4,3.28,95,1
24,20.07,2168,1
14,14,14,4
10,6.94,118,1
8,3.03,294,1
10,2.55,527,1
24,18.34,3411,1
14,4.58,2164,1
10,2.33,508,1
14,4.71,1624,1
7,2.37,517,1
10,6.94,111,1
8,3.11,336,1
1,12,36,1
14,4.56,1848,1
10,8.4,84,1
11,2.77,952,1
14,4.44,813,1
11,2.93,979,1
3,8,8,1
9,9,9,4
25,25,25,4
9,12.25,49,1
13,4.77,663,1
10,2.63,998,1
13,4.36,1724,1
9,8.36,92,1
10,2.75,1239,1
10,8.43,118,1
11,3.04,408,1
14,4.6,1636,1
12,12,12,4
14,4.7,1988,1
9,8.62,112,1
8,2.86,629,1
1,2,8,2
10,30,60,1
7,2.7,165,1
11,8.27,124,1
15,5.45,893,1
17,5.46,2355,1
13,5.5,864,1
11,8.72,157,1
9,2.37,348,1
16,5.34,2357,1
11,2.77,302,1
16,5.3,2476,1
16,5.25,2196,1
3,12,12,1
16,5.5,1530,1
9,2.87,615,1
7,7.89,71,1
10,1.82,226,1
10,5.88,1058,1
3,9.95,189,1
6,2.05,197,1
7,1.44,299,1
9,1.69,236,1
7,1.51,268,1
18,2.39,544,1
7,1.67,100,1
23,16.33,4409,1
9,1.82,396,1
6,2.12,55,1
77,32.67,8396,1
9,1.41,400,1
10,1.51,700,1
9,1.46,354,1
7,1.45,93,1
12,1.93,451,1
5,1.73,121,1
6,1.69,149,1
6,1.78,146,1
6,1.45,129,1
37,37,37,4
5,3.67,77,1
430,46.5,465,4
8,1.37,137,1
7,1.6,323,1
9,1.57,192,1
1,1.09,12,1
4,1.42,47,1
9,3.08,120,1
1,1.07,16,1
5,156,1092,2
7,1.33,53,1
8,1.48,126,1
10,1.58,499,1
7,1.9,137,1
5,1.46,54,1
6,1.53,23,1
5,100.33,301,2
13,1.56,924,1
10,1.64,510,1
10,2.3,53,1
12,1.65,685,1
12,1.7,496,1
12,1.7,599,1
10,2.35,73,1
1,1.07,16,2
7,1.33,264,1
1,2.6,13,1
9,1.32,446,1
1,66,66,2
8,13.5,81,1
33,1.68,1400,1
12,4,132,1
14,2.96,509,1
10,2.91,96,1
10,2.23,326,1
11,1.65,127,1
7,10,20,1
