@relation page-blocks

@attribute Height numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
8,1144,1
10,253,1
11,627,1
5,99,1
9,809,1
12,991,1
11,734,1
9,388,1
10,245,1
7,666,1
7,81,1
7,414,1
7,266,1
10,1535,1
9,201,1
8,1828,1
8,264,1
7,58,1
10,213,1
8,115,1
12,63,1
19,485,1
11,72,1
11,88,1
10,166,1
10,60,1
8,56,1
8,345,1
9,1478,1
10,1434,1
11,71,1
7,72,1
7,89,1
9,352,1
10,173,1
11,625,1
8,100,1
11,532,1
9,248,1
10,421,1
9,2861,1
5,26,1
8,89,1
10,120,1
5,157,1
6,197,1
9,216,1
10,984,1
10,2741,1
10,278,1
13,3435,1
5,115,1
9,116,1
7,478,1
9,1178,1
8,161,1
7,459,1
9,363,1
11,2235,1
9,829,1
7,539,1
9,905,1
7,131,1
10,261,1
5,25,1
7,207,1
10,582,1
9,195,1
7,52,1
10,80,1
13,463,1
5,65,1
7,126,1
7,136,1
10,997,1
8,973,1
3,7,1
9,269,1
8,377,1
16,359,1
10,157,1
11,210,1
5,212,1
9,573,1
9,639,1
9,2056,1
10,314,1
5,61,1
11,982,1
5,14,1
8,62,1
9,1093,1
8,90,1
7,74,1
11,873,1
9,1882,1
7,230,1
10,1984,1
13,2292,1
8,110,1
10,267,1
7,88,1
12,172,1
12,2130,1
8,32,1
8,97,1
8,366,1
7,87,1
8,296,1
7,113,1
7,67,1
11,253,1
11,781,1
7,1042,1
11,88,1
7,31,1
6,168,1
6,160,1
11,186,1
13,2791,1
10,142,1
8,565,1
28,667,1
10,80,1
8,149,1
10,574,1
8,100,1
6,206,1
10,261,1
8,1382,1
12,284,1
6,532,1
8,472,1
5,169,1
8,188,1
7,87,1
10,372,1
7,88,1
7,105,1
10,543,1
8,162,1
10,1584,1
6,63,1
9,185,1
5,31,1
14,3554,1
10,170,1
8,384,1
8,319,1
9,1156,1
10,337,1
16,4879,1
7,39,1
7,124,1
10,1479,1
24,6088,1
5,313,1
5,170,1
9,589,1
8,1763,1
9,143,1
6,228,1
11,192,1
11,1225,1
14,472,1
14,405,1
9,312,1
9,1736,1
13,2531,1
9,594,1
7,61,1
8,1153,1
8,153,1
14,2682,1
12,1053,1
7,126,1
9,115,1
9,603,1
11,891,1
8,712,1
7,210,1
8,603,1
9,2717,1
1,89,1
8,85,1
10,16,1
7,70,1
6,207,1
11,678,1
5,135,1
8,227,1
7,49,1
8,142,1
9,78,1
8,650,1
26,7118,1
7,65,1
6,26,1
9,138,1
10,80,1
10,234,1
10,586,1
7,140,1
7,92,1
6,410,1
7,1591,1
9,1657,1
10,2740,1
8,767,1
9,103,1
10,1183,1
24,4068,1
8,184,1
9,1050,1
9,1485,1
8,758,1
8,524,1
11,653,1
6,448,1
10,332,1
6,64,1
11,215,1
8,117,1
6,35,1
10,150,1
12,745,1
9,366,1
10,171,1
10,766,1
9,710,1
11,87,1
10,1108,1
10,444,1
9,679,1
7,301,1
10,480,1
10,126,1
9,2193,1
9,698,1
5,45,1
26,4241,1
9,387,1
5,76,1
9,1129,1
9,3524,1
8,194,1
8,168,1
14,449,1
8,56,1
6,149,1
7,186,1
9,356,1
5,85,1
9,305,1
14,2621,1
12,364,1
13,221,1
5,13,1
8,97,1
9,233,1
4,38,1
11,2846,1
9,2782,1
9,141,1
10,1060,1
6,43,1
7,140,1
8,216,1
5,185,1
5,25,1
9,113,1
6,66,1
7,128,1
10,357,1
13,450,1
1,35,1
7,84,1
8,52,1
9,690,1
8,88,1
7,182,1
7,287,1
10,1977,1
7,225,1
10,179,1
8,467,1
6,233,1
5,35,1
6,173,1
7,106,1
14,2865,1
9,187,1
11,627,1
9,2590,1
9,72,1
1,65,1
13,462,1
8,422,1
10,878,1
87,4194,1
7,155,1
11,1616,1
6,161,1
13,2612,1
10,304,1
9,191,1
7,112,1
8,757,1
7,122,1
7,280,1
9,782,1
11,122,1
9,162,1
6,37,1
7,75,1
12,1957,1
8,883,1
7,434,1
8,196,1
8,325,1
10,1624,1
9,1172,1
12,228,1
9,1343,1
13,3655,1
8,94,1
8,160,1
9,2397,1
9,501,1
9,2399,1
13,1932,1
10,928,1
10,431,1
8,236,1
6,35,1
9,1237,1
10,1069,1
10,132,1
9,212,1
12,4374,1
6,236,1
16,1109,1
8,889,1
12,218,1
11,1105,1
8,909,1
6,47,1
23,3036,1
6,408,1
10,1423,1
8,236,1
9,679,1
8,205,1
12,939,1
10,209,1
10,659,1
10,2701,1
9,431,1
10,46,1
25,6670,1
8,120,1
7,443,1
31,7519,1
10,481,1
6,96,1
8,366,1
11,1693,1
9,69,1
5,25,1
6,112,1
7,27,1
5,17,1
6,185,1
10,1107,1
11,995,1
12,2241,1
7,126,1
5,60,1
10,2183,1
10,1765,1
7,1099,1
8,317,1
11,619,1
8,74,1
8,137,1
17,286,1
8,753,1
6,380,1
6,51,1
6,12,1
11,420,1
9,296,1
12,283,1
12,2842,1
8,111,1
12,737,1
8,258,1
9,629,1
5,128,1
5,22,1
10,900,1
9,327,1
7,98,1
9,783,1
11,1539,1
9,415,1
7,221,1
6,458,1
7,12,1
11,723,1
17,330,1
8,25,1
9,1043,1
9,230,1
11,566,1
9,311,1
5,20,1
10,256,1
6,17,1
10,405,1
8,686,1
8,1195,1
10,1841,1
8,156,1
7,27,1
12,314,1
11,194,1
9,377,1
10,1672,1
7,106,1
11,1503,1
10,429,1
8,83,1
5,65,1
9,108,1
7,272,1
10,1878,1
11,982,1
8,84,1
8,1246,1
10,2772,1
12,646,1
8,223,1
7,110,1
9,351,1
9,121,1
8,427,1
7,109,1
10,200,1
6,81,1
16,4157,1
13,741,1
10,1776,1
9,349,1
11,987,1
8,23,1
9,144,1
9,1060,1
8,1661,1
5,10,1
6,64,1
7,580,1
9,709,1
10,152,1
9,118,1
6,538,1
7,44,1
9,805,1
9,400,1
11,902,1
8,21,1
7,686,1
11,88,1
11,3365,1
8,101,1
14,1584,1
9,536,1
8,184,1
9,570,1
6,19,1
7,129,1
7,712,1
8,634,1
10,645,1
14,1919,1
10,524,1
8,183,1
7,103,1
12,225,1
10,471,1
7,208,1
12,96,1
7,89,1
9,325,1
10,874,1
18,203,1
16,3146,1
8,53,1
9,1622,1
10,339,1
9,722,1
8,551,1
9,355,1
25,4713,1
10,273,1
8,1001,1
8,1846,1
8,215,1
9,2323,1
8,24,1
10,806,1
9,2918,1
11,168,1
11,108,1
12,94,1
9,147,1
12,891,1
12,4478,1
8,160,1
5,80,1
14,2777,1
9,288,1
12,153,1
6,48,1
12,644,1
9,244,1
7,276,1
7,219,1
11,758,1
9,733,1
9,1242,1
9,9,1
8,1208,1
12,1572,1
7,107,1
10,864,1
9,31,1
9,894,1
11,76,1
7,1069,1
8,39,1
8,213,1
7,263,1
10,530,1
9,485,1
8,74,1
6,14,1
9,726,1
16,3279,1
11,955,1
8,40,1
9,117,1
7,133,1
6,41,1
9,1284,1
7,141,1
6,35,1
5,101,1
8,123,1
6,42,1
7,518,1
6,150,1
11,1323,1
10,469,1
10,973,1
8,152,1
9,118,1
13,3291,1
6,149,1
7,117,1
22,1356,1
41,1452,1
7,120,1
10,104,1
9,573,1
5,15,1
8,1775,1
10,163,1
7,76,1
12,408,1
8,89,1
7,223,1
8,344,1
10,844,1
9,1091,1
13,484,1
9,942,1
9,1323,1
13,3404,1
7,426,1
11,81,1
6,402,1
13,3200,1
9,59,1
7,1039,1
8,59,1
7,130,1
9,1624,1
8,154,1
5,75,1
7,193,1
9,361,1
9,858,1
6,76,1
24,7740,1
6,107,1
7,283,1
10,2044,1
9,118,1
8,17,1
77,9689,1
6,208,1
8,208,1
10,358,1
10,357,1
9,776,1
9,409,1
7,43,1
7,42,1
11,575,1
8,340,1
9,426,1
5,105,1
8,321,1
7,272,1
13,93,1
8,88,1
8,40,1
5,146,1
6,45,1
1,40,1
7,529,1
8,522,1
7,325,1
9,634,1
9,130,1
9,753,1
8,823,1
10,2508,1
7,116,1
9,301,1
8,32,1
6,93,1
6,89,1
5,40,1
10,261,1
8,383,1
5,129,1
10,2965,1
11,930,1
10,414,1
10,318,1
6,422,1
11,711,1
10,1668,1
7,29,1
9,2128,1
4,41,1
1,9,1
24,7729,1
10,129,1
8,186,1
12,201,1
8,103,1
9,307,1
10,124,1
11,1643,1
9,1350,1
8,492,1
7,408,1
7,476,1
6,119,1
9,1152,1
12,812,1
11,807,1
7,85,1
23,1342,1
9,502,1
8,70,1
11,1451,1
8,82,1
12,618,1
6,76,1
9,1338,1
10,256,1
9,284,1
9,646,1
7,965,1
10,105,1
6,417,1
6,428,1
6,149,1
8,578,1
7,476,1
6,75,1
7,222,1
8,97,1
10,908,1
9,259,1
14,2353,1
11,622,1
5,13,1
9,219,1
9,796,1
10,1625,1
6,485,1
8,87,1
7,310,1
9,263,1
8,90,1
14,2681,1
9,228,1
10,1507,1
8,2566,1
7,29,1
7,95,1
10,61,1
9,3208,1
5,35,1
8,294,1
9,1303,1
10,471,1
10,2028,1
11,437,1
8,153,1
9,627,1
6,242,1
7,311,1
8,71,1
8,109,1
8,336,1
11,963,1
1,40,1
11,1505,1
9,2222,1
9,3853,1
8,1362,1
8,38,1
9,260,1
16,2198,1
17,323,1
9,654,1
8,69,1
10,1995,1
9,1775,1
8,56,1
9,753,1
7,123,1
8,330,1
7,59,1
11,481,1
9,682,1
16,5084,1
7,217,1
10,702,1
9,215,1
24,1758,1
9,106,1
9,1303,1
13,452,1
8,468,1
9,829,1
16,335,1
10,111,1
7,40,1
9,466,1
8,184,1
8,262,1
16,4349,1
6,126,1
9,467,1
7,344,1
9,673,1
8,400,1
8,690,1
11,162,1
8,79,1
6,519,1
11,887,1
11,2036,1
14,3594,1
10,931,1
8,659,1
8,351,1
16,3225,1
11,223,1
11,1036,1
8,129,1
7,202,1
7,154,1
10,279,1
7,89,1
11,2402,1
8,697,1
9,262,1
9,39,1
6,56,1
8,176,1
7,1164,1
9,854,1
11,1647,1
10,940,1
17,3448,1
10,640,1
7,195,1
14,3293,1
8,119,1
10,972,1
13,557,1
10,272,1
9,348,1
13,3049,1
8,90,1
7,822,1
9,598,1
12,96,1
9,374,1
9,72,1
9,1195,1
6,70,1
8,56,1
8,219,1
10,2147,1
7,618,1
8,72,1
9,1315,1
9,676,1
8,1010,1
12,984,1
8,905,1
8,419,1
11,3232,1
10,191,1
5,54,1
8,280,1
8,628,1
3,75,1
5,436,1
7,259,1
7,407,1
9,331,1
9,204,1
8,1764,1
6,477,1
12,89,1
9,271,1
9,989,1
11,1833,1
7,88,1
9,110,1
11,251,1
9,99,1
8,168,1
8,120,1
10,1567,1
8,65,1
8,120,1
12,613,1
3,18,1
14,1698,1
9,194,1
5,66,1
10,72,1
10,391,1
9,1545,1
6,19,1
22,1368,1
10,375,1
11,947,1
10,146,1
9,822,1
5,16,1
7,946,1
11,108,1
9,77,1
11,1781,1
7,57,1
8,1210,1
8,260,1
7,83,1
7,69,1
7,21,1
8,2113,1
10,1051,1
13,701,1
8,412,1
10,130,1
6,426,1
7,359,1
8,792,1
9,307,1
14,2596,1
8,593,1
10,125,1
7,521,1
10,240,1
11,856,1
9,575,1
9,664,1
7,210,1
3,9,1
9,357,1
9,769,1
24,6042,1
6,132,1
5,35,1
25,6676,1
10,1571,1
7,91,1
8,703,1
9,199,1
6,106,1
7,89,1
8,81,1
9,336,1
10,2202,1
7,147,1
9,618,1
9,229,1
8,322,1
7,53,1
8,1146,1
6,186,1
9,471,1
7,223,1
6,414,1
8,573,1
6,51,1
5,176,1
7,175,1
8,96,1
12,960,1
9,143,1
11,1784,1
9,326,1
1,40,1
8,943,1
6,261,1
8,89,1
10,675,1
9,304,1
5,122,1
8,969,1
8,138,1
10,112,1
11,356,1
8,204,1
9,371,1
11,1928,1
9,232,1
10,657,1
9,2904,1
8,1765,1
7,133,1
7,77,1
24,2523,1
9,235,1
8,99,1
9,293,1
8,95,1
7,285,1
9,561,1
8,758,1
5,329,1
7,535,1
8,109,1
9,296,1
10,134,1
9,129,1
10,1356,1
11,196,1
6,152,1
8,814,1
11,842,1
11,240,1
9,54,1
8,1357,1
7,1409,1
9,162,1
8,21,1
8,485,1
11,1007,1
9,736,1
7,60,1
17,1802,1
8,736,1
8,972,1
7,90,1
8,78,1
8,208,1
5,188,1
9,530,1
8,400,1
7,32,1
8,79,1
5,141,1
3,72,1
11,88,1
7,91,1
26,4017,1
8,111,1
15,2810,1
7,139,1
7,141,1
7,52,1
8,79,1
8,546,1
5,90,1
10,903,1
9,748,1
8,775,1
8,176,1
8,186,1
9,807,1
8,887,1
10,242,1
20,183,1
7,238,1
7,245,1
7,33,1
7,217,1
8,148,1
8,292,1
9,1000,1
5,35,1
23,5488,1
7,199,1
8,112,1
11,1898,1
8,355,1
7,99,1
6,144,1
10,441,1
12,199,1
8,96,1
11,77,1
10,668,1
9,628,1
8,217,1
8,337,1
8,309,1
9,237,1
9,157,1
9,1704,1
7,189,1
8,383,1
8,133,1
8,234,1
13,3301,1
13,572,1
12,228,1
9,285,1
11,202,1
9,243,1
6,250,1
9,599,1
7,165,1
6,100,1
8,426,1
7,125,1
6,237,1
5,49,1
12,3254,1
9,755,1
8,146,1
6,65,1
16,3820,1
15,3940,1
9,487,1
11,211,1
6,89,1
6,190,1
4,112,1
5,23,1
9,162,1
12,2880,1
8,53,1
9,371,1
9,761,1
9,440,1
7,254,1
6,161,1
10,55,1
8,284,1
5,115,1
8,1290,1
7,72,1
11,1275,1
10,1659,1
6,72,1
9,846,1
10,670,1
27,4860,1
7,108,1
7,79,1
8,116,1
7,98,1
7,57,1
10,765,1
9,823,1
9,90,1
11,124,1
7,246,1
9,192,1
11,363,1
7,43,1
7,221,1
7,21,1
9,839,1
8,370,1
7,572,1
9,1517,1
7,215,1
8,104,1
13,1375,1
9,586,1
8,132,1
7,44,1
9,473,1
5,403,1
8,341,1
7,413,1
8,1593,1
25,3988,1
8,530,1
14,750,1
8,718,1
5,134,1
8,109,1
5,444,1
13,407,1
10,1860,1
8,54,1
25,4611,1
24,8088,1
7,56,1
7,567,1
7,83,1
10,102,1
8,62,1
6,43,1
9,919,1
6,214,1
5,218,1
8,702,1
7,67,1
8,109,1
8,28,1
10,1437,1
9,369,1
8,302,1
8,108,1
9,38,1
7,387,1
5,27,1
7,207,1
10,146,1
3,11,1
6,770,1
8,678,1
10,205,1
8,117,1
8,350,1
8,112,1
8,64,1
10,146,1
10,225,1
24,2800,1
7,70,1
9,629,1
10,1113,1
1,60,1
7,203,1
9,25,1
7,233,1
9,210,1
7,57,1
8,24,1
9,109,1
6,85,1
9,280,1
7,58,1
7,133,1
9,167,1
10,90,1
14,3478,1
24,5944,1
9,496,1
9,1142,1
11,943,1
4,74,1
7,106,1
10,1244,1
7,243,1
8,575,1
12,161,1
9,2323,1
8,10,1
7,523,1
8,151,1
6,531,1
12,793,1
10,356,1
9,1774,1
7,1124,1
2,73,1
8,152,1
8,291,1
7,126,1
1,50,1
13,2371,1
1,88,1
28,895,1
5,392,1
8,162,1
6,69,1
8,298,1
8,23,1
7,76,1
10,115,1
8,1589,1
7,208,1
5,392,1
9,208,1
9,448,1
7,236,1
7,240,1
8,76,1
9,181,1
6,486,1
14,2480,1
8,120,1
14,109,1
9,126,1
9,155,1
10,1703,1
14,123,1
8,109,1
8,471,1
9,108,1
8,44,1
10,250,1
8,288,1
14,2689,1
8,136,1
8,425,1
7,68,1
9,241,1
5,55,1
8,222,1
7,43,1
7,520,1
28,2163,1
10,235,1
10,368,1
7,184,1
9,801,1
3,8,1
9,1501,1
6,371,1
11,134,1
8,332,1
17,1226,1
4,11,1
7,86,1
8,519,1
9,3924,1
6,24,1
4,341,1
12,845,1
7,621,1
7,42,1
9,360,1
8,43,1
10,154,1
9,360,1
13,992,1
10,104,1
11,654,1
11,515,1
6,146,1
10,394,1
9,40,1
6,507,1
6,101,1
6,941,1
5,35,1
9,147,1
1,123,1
9,792,1
7,241,1
9,890,1
12,1898,1
25,4433,1
7,242,1
5,14,1
10,2094,1
7,247,1
12,1265,1
7,112,1
9,302,1
9,543,1
10,313,1
9,469,1
7,1854,1
9,116,1
3,8,1
8,437,1
7,514,1
8,949,1
9,953,1
11,700,1
8,78,1
8,139,1
7,549,1
8,259,1
10,1182,1
6,152,1
10,262,1
10,421,1
7,948,1
8,161,1
8,82,1
12,1965,1
8,135,1
8,352,1
4,372,1
8,165,1
5,138,1
5,144,1
6,533,1
8,543,1
8,233,1
11,63,1
8,59,1
8,375,1
9,1649,1
5,83,1
38,10849,1
1,31,1
8,377,1
9,162,1
5,39,1
11,663,1
8,1621,1
8,840,1
4,48,1
8,988,1
11,99,1
9,699,1
9,117,1
7,25,1
9,238,1
8,111,1
16,3685,1
10,332,1
7,437,1
8,92,1
7,1733,1
10,110,1
5,172,1
8,317,1
9,1324,1
10,467,1
10,1056,1
9,1421,1
8,650,1
11,693,1
7,171,1
9,1029,1
8,184,1
7,134,1
7,96,1
7,102,1
7,287,1
5,43,1
23,2239,1
9,251,1
11,195,1
15,2940,1
9,859,1
13,1425,1
3,8,1
25,1328,1
9,1754,1
9,170,1
8,876,1
11,97,1
12,1000,1
6,72,1
10,182,1
12,559,1
7,751,1
12,697,1
7,83,1
7,55,1
8,320,1
9,108,1
10,416,1
10,30,1
7,584,1
9,606,1
10,1213,1
23,2760,1
12,1293,1
10,2980,1
8,95,1
7,418,1
7,64,1
14,3273,1
8,456,1
3,213,1
9,821,1
12,259,1
14,2979,1
25,6963,1
10,77,1
11,743,1
6,465,1
7,421,1
8,251,1
8,1072,1
9,138,1
7,43,1
11,557,1
6,259,1
9,554,1
16,4219,1
3,27,1
13,2003,1
9,70,1
13,723,1
7,178,1
10,230,1
9,556,1
5,35,1
12,674,1
8,258,1
7,93,1
5,90,1
13,2437,1
9,97,1
5,872,1
9,347,1
10,246,1
10,1086,1
7,187,1
10,697,1
8,211,1
6,160,1
9,388,1
8,102,1
8,82,1
10,164,1
16,3949,1
6,17,1
10,1587,1
10,3150,1
7,28,1
12,518,1
7,78,1
11,2052,1
9,239,1
9,457,1
9,361,1
10,396,1
6,84,1
10,726,1
8,95,1
9,793,1
9,3063,1
14,36,1
8,110,1
5,60,1
11,1026,1
9,348,1
9,397,1
3,11,1
7,182,1
9,138,1
8,1051,1
9,1201,1
5,31,1
8,687,1
12,376,1
9,649,1
9,387,1
16,2622,1
11,1683,1
2,21,1
13,3983,1
12,205,1
10,122,1
8,72,1
16,1576,1
7,107,1
9,213,1
6,72,1
4,164,1
1,74,1
10,786,1
6,52,1
7,428,1
10,729,1
8,480,1
9,719,1
8,435,1
9,761,1
7,961,1
11,691,1
9,318,1
11,366,1
13,1086,1
1,70,1
11,634,1
8,225,1
7,96,1
10,153,1
10,107,1
9,1322,1
10,3238,1
11,286,1
8,439,1
1,18,1
8,634,1
8,616,1
7,56,1
8,279,1
8,411,1
6,408,1
11,1734,1
7,256,1
12,208,1
6,12,1
8,1277,1
10,284,1
8,1143,1
16,3377,1
8,153,1
38,2201,1
9,384,1
5,36,1
10,252,1
14,3426,1
8,43,1
7,24,1
8,303,1
8,93,1
9,603,1
10,328,1
8,160,1
8,217,1
8,502,1
1,40,1
11,283,1
8,154,1
10,155,1
3,11,1
6,136,1
10,926,1
7,363,1
25,11502,1
8,317,1
16,524,1
8,96,1
9,2091,1
38,9403,1
7,151,1
19,136,1
10,518,1
14,1054,1
9,32,1
8,1240,1
10,212,1
9,1196,1
8,1599,1
8,326,1
5,354,1
7,141,1
8,443,1
5,16,1
6,59,1
8,176,1
10,180,1
9,495,1
9,544,1
8,230,1
8,128,1
6,78,1
6,72,1
8,125,1
14,3356,1
8,97,1
6,56,1
7,191,1
10,1451,1
14,3400,1
6,370,1
7,364,1
11,1558,1
9,3214,1
8,153,1
16,4480,1
14,759,1
12,1100,1
7,19,1
9,621,1
10,91,1
10,53,1
8,431,1
4,36,1
8,1156,1
12,1857,1
11,140,1
8,329,1
9,347,1
8,397,1
5,80,1
5,27,1
9,668,1
11,1061,1
5,100,1
8,492,1
9,3312,1
9,1501,1
10,365,1
12,1736,1
9,136,1
7,33,1
10,3646,1
8,472,1
10,69,1
8,36,1
4,265,1
8,1412,1
12,1449,1
10,1226,1
8,310,1
8,335,1
7,122,1
7,97,1
1,249,1
6,467,1
9,277,1
10,156,1
4,38,1
8,825,1
11,68,1
7,140,1
9,491,1
14,3357,1
10,791,1
12,570,1
9,320,1
7,186,1
13,3029,1
16,3731,1
8,195,1
5,97,1
10,1959,1
19,100,1
13,3168,1
8,117,1
9,762,1
8,92,1
8,78,1
10,274,1
9,299,1
7,499,1
10,251,1
4,71,1
3,12,1
7,30,1
11,76,1
11,884,1
11,414,1
5,73,1
10,89,1
6,84,1
8,316,1
7,77,1
9,175,1
9,744,1
10,295,1
9,832,1
6,438,1
7,1813,1
1,104,1
10,619,1
15,1552,1
7,94,1
9,231,1
10,245,1
8,724,1
10,221,1
9,1347,1
8,110,1
8,73,1
7,123,1
7,72,1
12,3818,1
7,262,1
8,44,1
11,363,1
8,439,1
10,1892,1
8,257,1
13,2040,1
7,1431,1
9,197,1
9,160,1
10,131,1
12,207,1
9,2122,1
17,1128,1
7,74,1
9,144,1
8,306,1
8,151,1
10,487,1
8,109,1
11,887,1
9,1629,1
6,78,1
9,1800,1
10,404,1
7,23,1
12,743,1
7,813,1
8,284,1
9,32,1
10,171,1
9,196,1
7,809,1
13,1997,1
9,527,1
8,529,1
15,113,1
6,78,1
2,38,1
10,339,1
11,315,1
7,259,1
7,1036,1
14,2667,1
7,285,1
9,72,1
9,412,1
13,1247,1
12,935,1
8,179,1
24,4141,1
8,443,1
7,198,1
9,825,1
8,192,1
8,73,1
9,140,1
9,153,1
11,900,1
8,649,1
3,84,1
5,145,1
9,714,1
6,936,1
9,228,1
13,2765,1
11,1616,1
9,1440,1
10,136,1
12,984,1
