@relation page-blocks

@attribute Area numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
3252,22.583,1
5110,51.1,1
6331,37.462,1
192,3,1
1771,14.636,1
320,5,1
3322,27.455,1
792,12.375,1
2880,5,1
161,3.286,1
328,5.125,1
45,0.556,1
144,4,1
496,7.75,1
160,1.6,1
77,1.571,1
162,2,1
1728,27,1
126,2.571,1
340,3.4,1
72,1.125,1
608,9.5,1
15580,10.789,1
238,4.857,1
990,9.9,1
91,1.857,1
180,7.2,1
81,1,1
427,8.714,1
13542,2.473,1
342,4.222,1
4576,9.455,1
200,3.125,1
110,1.1,1
1620,16.2,1
220,2.2,1
4815,59.444,1
120,1.2,1
150,1.5,1
328,5.125,1
1107,13.667,1
96,6,1
369,4.556,1
35,1.4,1
1864,29.125,1
99,0.818,1
231,4.714,1
140,2.857,1
1540,15.4,1
152,2.375,1
2403,29.667,1
280,2.8,1
468,5.778,1
423,5.222,1
2001,3.783,1
330,3.3,1
272,4.25,1
12,1.333,1
1386,28.286,1
924,7.636,1
715,5.909,1
126,2.571,1
729,9,1
115,4.6,1
946,7.818,1
16,0.25,1
352,5.5,1
224,4.571,1
190,1.9,1
264,1.833,1
1001,20.429,1
4488,7.792,1
350,3.5,1
72,1.125,1
1302,36.167,1
105,2.143,1
176,2.75,1
208,3.25,1
3330,10.278,1
364,7.429,1
48,3,1
105,2.143,1
972,12,1
130,1.3,1
105,2.143,1
102,2.833,1
763,15.571,1
75,3,1
80,3.2,1
9,1,1
96,1.5,1
608,9.5,1
25,1,1
25,1,1
558,6.889,1
400,4,1
414,5.111,1
6784,26.5,1
520,5.2,1
245,5,1
320,3.2,1
330,3.3,1
468,5.778,1
1488,23.25,1
1000,10,1
420,4.2,1
369,4.556,1
3030,30.3,1
189,2.333,1
1152,14.222,1
28,1.75,1
320,5,1
15,0.6,1
2714,5.13,1
1616,25.25,1
56,0.875,1
10,0.4,1
91,1.857,1
70,0.7,1
162,2,1
616,9.625,1
800,8,1
32,0.5,1
330,2.727,1
190,1.9,1
3822,19.5,1
294,6,1
4165,14.412,1
2695,22.273,1
946,7.818,1
1435,29.286,1
470,4.7,1
1080,16.875,1
2024,16.727,1
378,4.667,1
150,1.5,1
828,10.222,1
410,4.1,1
548,34.25,1
20,0.8,1
644,13.143,1
1494,18.444,1
133,2.714,1
972,12,1
350,3.5,1
400,6.25,1
378,4.667,1
532,1.474,1
512,8,1
518,10.571,1
88,1.375,1
4158,34.364,1
4797,59.222,1
1064,16.625,1
1508,8.923,1
56,0.875,1
98,2,1
3250,32.5,1
837,10.333,1
200,3.125,1
3632,14.188,1
42,1.167,1
5950,20.588,1
540,3.75,1
184,2.875,1
136,2.125,1
114,3.167,1
84,1.714,1
138,3.833,1
3784,31.273,1
259,5.286,1
1566,19.333,1
171,2.111,1
91,1.857,1
120,1.875,1
248,3.875,1
873,10.778,1
150,4.167,1
819,10.111,1
120,3.333,1
4920,34.167,1
200,8,1
369,4.556,1
126,2.571,1
14,0.286,1
174,4.833,1
1225,25,1
42,1.167,1
3107,18.385,1
20867,3.519,1
488,7.625,1
5090,50.9,1
609,12.429,1
10092,1.333,1
1134,23.143,1
445,17.8,1
738,9.111,1
413,8.429,1
270,7.5,1
1332,16.444,1
297,3.667,1
7644,11.308,1
112,1.75,1
65,2.6,1
180,2.222,1
2384,37.25,1
190,1.9,1
1596,32.571,1
1008,7,1
190,1.9,1
96,1.5,1
128,2,1
78,2.167,1
5740,29.286,1
28,0.571,1
288,4.5,1
1309,4.529,1
189,3.857,1
1526,31.143,1
72,1.125,1
915,4.067,1
344,5.375,1
729,9,1
42,4.667,1
469,9.571,1
287,5.857,1
126,2.571,1
319,2.636,1
140,5.6,1
780,1.95,1
161,3.286,1
730,7.3,1
91,1.857,1
522,6.444,1
504,3.5,1
12,1.333,1
819,10.111,1
385,3.182,1
78,2.167,1
77,1.571,1
9,1,1
174,4.833,1
2422,49.429,1
261,3.222,1
35,1.4,1
99,0.818,1
1815,8.067,1
10,0.4,1
1416,9.833,1
95,3.8,1
368,5.75,1
120,1.875,1
664,10.375,1
5720,33.846,1
6832,26.688,1
112,2.286,1
413,8.429,1
392,8,1
315,3.889,1
396,1.222,1
1650,13.636,1
572,1.182,1
196,4,1
336,5.25,1
77,1.571,1
1674,20.667,1
104,1.625,1
1956,54.333,1
850,8.5,1
592,9.25,1
175,3.571,1
3840,26.667,1
96,1.5,1
184,2.875,1
70,1.429,1
616,5.091,1
792,12.375,1
252,3.111,1
60,0.6,1
1664,26,1
144,1.778,1
1782,22,1
352,2.909,1
42,1.167,1
98,2,1
1210,12.1,1
40,0.625,1
80,1.25,1
2016,14,1
344,5.375,1
936,11.556,1
2710,27.1,1
264,4.125,1
558,6.889,1
306,3.778,1
66,1.833,1
104,1.625,1
77,1.571,1
6256,24.438,1
168,0.857,1
399,8.143,1
2178,18,1
102,2.833,1
315,3.889,1
150,1.5,1
333,4.111,1
2736,42.75,1
165,1.364,1
81,9,1
30,1.2,1
72,1.125,1
1536,24,1
360,5.625,1
68,4.25,1
287,5.857,1
2799,34.556,1
2310,10.267,1
136,2.125,1
540,15,1
504,10.286,1
112,2.286,1
610,6.1,1
294,6,1
209,1.727,1
259,5.286,1
1276,10.545,1
256,4,1
192,3,1
4080,7.083,1
363,3,1
845,5,1
243,3,1
861,17.571,1
1242,15.333,1
160,2.5,1
150,6,1
429,3.545,1
423,5.222,1
1015,40.6,1
126,1.556,1
1510,15.1,1
89,89,1
8016,13.917,1
378,4.667,1
180,2.222,1
4590,56.667,1
72,1.125,1
360,4.444,1
300,8.333,1
352,5.5,1
77,1.571,1
261,3.222,1
320,5,1
189,2.333,1
5080,50.8,1
2720,27.2,1
55,2.2,1
276,1.917,1
3168,39.111,1
18865,3.182,1
864,6,1
1298,10.727,1
2640,21.818,1
192,5.333,1
18,500,1
288,3.556,1
230,2.3,1
56,0.875,1
224,3.5,1
4590,56.667,1
4662,57.556,1
1395,17.222,1
5964,41.417,1
1111,9.182,1
963,11.889,1
328,5.125,1
2655,32.778,1
20,0.8,1
360,5.625,1
49,1,1
4815,59.444,1
48,1.333,1
126,2.571,1
70,0.7,1
378,7.714,1
306,8.5,1
238,4.857,1
580,5.8,1
207,2.556,1
1204,24.571,1
216,3.375,1
2510,25.1,1
280,5.714,1
440,4.4,1
747,9.222,1
280,2.8,1
77,1.571,1
531,6.556,1
176,2.75,1
30,1.2,1
426,11.833,1
264,4.125,1
590,5.9,1
1160,11.6,1
790,7.9,1
963,11.889,1
343,7,1
1064,21.714,1
282,7.833,1
36,0.444,1
981,12.111,1
4824,59.556,1
1220,12.2,1
152,2.375,1
480,13.333,1
133,2.714,1
406,8.286,1
84,2.333,1
217,4.429,1
405,5,1
1485,18.333,1
28,0.571,1
756,9.333,1
378,4.667,1
2190,21.9,1
3836,4.893,1
896,18.286,1
217,4.429,1
2620,26.2,1
80,1.25,1
297,3.667,1
1620,16.2,1
50,2,1
234,6.5,1
1416,9.833,1
248,3.875,1
756,9.333,1
96,0.667,1
423,5.222,1
1802,6.235,1
275,2.273,1
1053,13,1
270,3.333,1
440,0.909,1
2882,23.818,1
264,4.125,1
2618,13.357,1
972,12,1
1368,16.889,1
504,7.875,1
168,3.429,1
480,19.2,1
2392,37.375,1
3025,25,1
800,8,1
162,2,1
656,10.25,1
230,2.3,1
168,2.625,1
576,7.111,1
756,15.429,1
63,1.286,1
41,41,1
70,2.8,1
242,2,1
100,1,1
171,2.111,1
224,3.5,1
324,4,1
2964,17.538,1
774,9.556,1
1505,30.714,1
112,1.75,1
32,0.5,1
784,16,1
49,1,1
192,3,1
5964,41.417,1
65,2.6,1
324,4,1
144,2.25,1
200,3.125,1
657,8.111,1
481,2.846,1
77,1.571,1
190,1.9,1
342,4.222,1
104,1.625,1
270,30,1
6494,22.471,1
225,2.778,1
270,2.7,1
472,7.375,1
575,23,1
288,3.556,1
56,1.143,1
182,3.714,1
230,2.3,1
180,1.8,1
485,19.4,1
304,4.75,1
852,5.917,1
3819,10.579,1
5460,27.857,1
918,11.333,1
344,5.375,1
7416,12.875,1
176,2.75,1
665,13.571,1
351,4.333,1
2070,25.556,1
198,2.444,1
808,12.625,1
126,2.571,1
441,5.444,1
584,9.125,1
1926,23.778,1
35,35,1
1520,23.75,1
1404,9.75,1
30,0.833,1
104,1.625,1
2384,37.25,1
410,16.4,1
25,1,1
192,5.333,1
1180,11.8,1
98,2,1
88,5.5,1
40,0.625,1
231,4.714,1
35,1.4,1
266,5.429,1
1665,20.556,1
96,1.5,1
5100,51,1
20,0.8,1
1809,22.333,1
1449,17.889,1
2088,32.625,1
66,1.833,1
77,1.571,1
854,17.429,1
5304,31.385,1
280,5.714,1
96,1.5,1
729,9,1
567,7,1
203,4.143,1
126,2.571,1
496,7.75,1
95,95,1
91,1.857,1
32,2,1
935,7.727,1
2620,26.2,1
35,0.714,1
216,2.667,1
16,1,1
65,2.6,1
120,4.8,1
70,2.8,1
270,3.333,1
48,0.75,1
301,6.143,1
486,13.5,1
715,5.909,1
375,15,1
2100,10.714,1
2430,30,1
84,1.714,1
135,1.667,1
987,20.143,1
78,2.167,1
1148,23.429,1
78,2.167,1
352,5.5,1
56,1.143,1
660,6.6,1
88,0.727,1
336,5.25,1
63,1.286,1
872,13.625,1
54,1.5,1
135,5.4,1
1386,17.111,1
6090,31.071,1
290,2.9,1
184,2.875,1
1548,19.111,1
996,6.917,1
170,1.7,1
378,4.667,1
912,14.25,1
49,1,1
47,47,1
640,6.4,1
4675,7.48,1
2472,38.625,1
384,6,1
946,7.818,1
1034,8.545,1
434,8.857,1
918,11.333,1
350,3.5,1
161,3.286,1
1656,20.444,1
946,7.818,1
500,5,1
266,5.429,1
369,4.556,1
275,2.273,1
200,2,1
756,9.333,1
25,1,1
360,4.444,1
91,1.857,1
9,1,1
3240,5.625,1
440,17.6,1
90,3.6,1
1550,15.5,1
300,3,1
2176,34,1
385,3.182,1
170,1.7,1
496,7.75,1
2520,31.111,1
4300,43,1
200,3.125,1
1062,13.111,1
322,6.571,1
2710,27.1,1
374,3.091,1
552,8.625,1
624,17.333,1
3300,33,1
120,1.2,1
11304,19.625,1
927,11.444,1
405,5,1
260,2.6,1
850,8.5,1
2720,27.2,1
340,3.4,1
322,6.571,1
3392,13.25,1
128,2,1
530,5.3,1
128,2,1
4760,24.286,1
441,5.444,1
864,13.5,1
465,18.6,1
88,0.727,1
5340,23.733,1
252,5.143,1
96,1.5,1
224,3.5,1
972,12,1
155,6.2,1
1298,10.727,1
312,4.875,1
108,1.333,1
4200,21.429,1
42,42,1
1953,24.111,1
200,3.125,1
102,2.833,1
182,3.714,1
4554,8.609,1
2620,26.2,1
35,1.4,1
232,3.625,1
128,2,1
310,3.1,1
297,3.667,1
1107,13.667,1
24,1.5,1
1498,30.571,1
600,16.667,1
72,1.125,1
350,7.143,1
147,3,1
387,4.778,1
77,1.571,1
189,2.333,1
266,5.429,1
240,3.75,1
378,7.714,1
1561,31.857,1
72,2,1
252,5.143,1
830,8.3,1
440,4.4,1
1260,12.6,1
196,4,1
3710,18.929,1
342,4.222,1
488,7.625,1
304,4.75,1
301,6.143,1
2688,13.714,1
369,4.556,1
552,8.625,1
945,19.286,1
126,2.571,1
1837,15.182,1
330,2.727,1
720,8.889,1
40,0.4,1
133,2.714,1
130,5.2,1
747,9.222,1
6766,23.412,1
301,6.143,1
392,6.125,1
909,11.222,1
72,1.125,1
981,12.111,1
301,6.143,1
1122,9.273,1
552,8.625,1
360,4.444,1
2510,25.1,1
1080,13.333,1
1246,25.429,1
672,4.667,1
35,0.714,1
370,3.7,1
540,5.4,1
4956,1.424,1
70,1.429,1
249,249,1
35,0.714,1
360,4.444,1
161,3.286,1
1086,30.167,1
1310,13.1,1
4186,24.769,1
4543,37.545,1
55,2.2,1
5138,26.214,1
120,1.875,1
472,7.375,1
248,3.875,1
8533,16.13,1
45,0.556,1
84,1.714,1
583,4.818,1
64,1,1
48,1.333,1
2241,27.667,1
747,9.222,1
56,1.143,1
8,0.5,1
1190,11.9,1
264,1.833,1
9,0.111,1
684,8.444,1
3252,22.583,1
152,2.375,1
66,1.833,1
320,5,1
98,2,1
287,5.857,1
2448,30.222,1
1106,22.571,1
5964,41.417,1
333,4.111,1
156,4.333,1
1570,15.7,1
208,3.25,1
112,7,1
64,1,1
96,1.5,1
9,1,1
738,9.111,1
1036,21.143,1
182,3.714,1
250,2.5,1
123,123,1
91,1.857,1
500,5,1
480,4.8,1
1260,12.6,1
36,1,1
4248,7.375,1
96,2.667,1
147,3,1
675,8.333,1
72,0.889,1
980,9.8,1
25,1,1
630,6.3,1
2013,16.636,1
96,1.5,1
1540,15.4,1
876,24.333,1
441,5.444,1
250,10,1
64,1,1
473,3.909,1
287,5.857,1
1264,19.75,1
1143,14.111,1
84,2.333,1
984,15.375,1
3766,19.214,1
1848,28.875,1
720,7.2,1
176,2.75,1
351,4.333,1
40,0.625,1
2412,29.778,1
98,2,1
2337,6.474,1
473,3.909,1
2439,30.111,1
98,2,1
20,0.8,1
1280,12.8,1
180,1.8,1
250,2.5,1
860,8.6,1
5392,21.063,1
1160,11.6,1
119,2.429,1
330,3.3,1
765,9.444,1
1476,18.222,1
14,14,1
60,60,1
530,5.3,1
2710,27.1,1
1512,30.857,1
495,6.111,1
91,1.857,1
25,1,1
320,5,1
144,2.25,1
891,11,1
306,3.778,1
7275,11.64,1
192,3,1
120,1.875,1
90,2.5,1
152,2.375,1
44,2.75,1
1584,3.273,1
300,8.333,1
374,3.091,1
65,2.6,1
913,7.545,1
576,16,1
190,1.9,1
48,0.75,1
153,1.889,1
4908,34.083,1
999,12.333,1
217,4.429,1
600,9.375,1
42,0.857,1
84,2.333,1
1548,19.111,1
133,2.714,1
64,1,1
147,3,1
180,7.2,1
224,4.571,1
999,12.333,1
396,3.273,1
576,16,1
27,27,1
3212,26.545,1
1352,8,1
576,7.111,1
872,13.625,1
2691,33.222,1
1104,30.667,1
640,10,1
88,0.727,1
5894,30.071,1
2720,27.2,1
2754,34,1
147,3,1
738,9.111,1
468,3.25,1
42,0.857,1
42,1.167,1
343,7,1
602,12.286,1
2976,5.167,1
560,11.429,1
768,12,1
738,9.111,1
671,5.545,1
184,2.875,1
152,2.375,1
371,7.571,1
869,7.182,1
1215,15,1
108,1.333,1
98,2,1
320,5,1
486,13.5,1
133,2.714,1
531,6.556,1
3333,27.545,1
144,1.778,1
120,1.875,1
182,3.714,1
150,4.167,1
15,0.6,1
3783,22.385,1
36,0.444,1
477,5.889,1
738,9.111,1
104,1.625,1
729,9,1
3168,26.182,1
5070,30,1
56,0.875,1
640,6.4,1
184,2.875,1
38,9.5,1
36,36,1
506,4.182,1
225,2.778,1
126,2.571,1
1030,10.3,1
128,2,1
4788,59.111,1
516,3.583,1
360,3.6,1
72,1.125,1
266,5.429,1
104,104,1
216,2.667,1
2250,27.778,1
35,1.4,1
490,10,1
104,1.625,1
20,0.8,1
32,0.5,1
189,3.857,1
4797,59.222,1
180,1.8,1
416,6.5,1
187,0.647,1
747,9.222,1
290,11.6,1
96,1.5,1
98,2,1
42,1.167,1
144,1.778,1
495,6.111,1
918,11.333,1
189,2.333,1
90,0.9,1
1792,36.571,1
63,1.286,1
440,6.875,1
935,7.727,1
324,4,1
484,4,1
160,1.6,1
1740,17.4,1
660,5.455,1
28,0.571,1
329,6.714,1
632,9.875,1
96,0.667,1
1100,9.091,1
120,1.875,1
96,1.5,1
66,1.833,1
258,7.167,1
1494,18.444,1
304,4.75,1
112,2.286,1
112,2.286,1
306,3.778,1
780,7.8,1
91,1.857,1
160,2.5,1
56,0.875,1
96,1.5,1
28,0.571,1
153,1.889,1
42,10.5,1
1422,4.389,1
423,5.222,1
1386,28.286,1
215,8.6,1
189,2.333,1
32,0.5,1
2610,26.1,1
208,3.25,1
200,2,1
112,1.75,1
231,4.714,1
494,2.923,1
1911,11.308,1
48,0.75,1
1250,12.5,1
624,9.75,1
70,2.8,1
126,2.571,1
1078,8.909,1
927,11.444,1
8,0.125,1
3458,20.462,1
352,2.909,1
328,5.125,1
2590,13.214,1
360,10,1
25,1,1
2710,27.1,1
215,8.6,1
585,7.222,1
3146,18.615,1
84,0.583,1
104,1.625,1
2502,30.889,1
72,1.125,1
60,1.667,1
207,2.556,1
1104,30.667,1
3768,6.542,1
110,1.1,1
256,4,1
414,5.111,1
208,3.25,1
675,8.333,1
672,10.5,1
132,1.091,1
2710,27.1,1
126,1.556,1
144,1.778,1
741,4.385,1
6720,11.667,1
49,1,1
35,1.4,1
1744,27.25,1
56,1.143,1
790,7.9,1
5866,29.929,1
189,2.333,1
1720,26.875,1
238,4.857,1
650,6.5,1
374,1.294,1
2508,20.727,1
35,1.4,1
1225,25,1
2560,25.6,1
77,1.571,1
192,3,1
78,0.462,1
90,2.5,1
4564,23.286,1
2761,22.818,1
264,1.833,1
70,0.7,1
594,4.909,1
207,2.556,1
130,1.3,1
450,4.5,1
208,3.25,1
182,3.714,1
352,5.5,1
261,3.222,1
217,4.429,1
420,8.571,1
684,8.444,1
847,7,1
49,1,1
63,1.286,1
2170,11.071,1
189,3.857,1
324,4,1
1070,10.7,1
784,12.25,1
70,1.429,1
1379,28.143,1
287,5.857,1
65,2.6,1
384,6,1
570,15.833,1
88,0.727,1
330,3.3,1
264,7.333,1
3024,9.333,1
324,4,1
510,5.1,1
30,1.2,1
90,0.9,1
350,3.5,1
747,9.222,1
405,5,1
1477,30.143,1
368,5.75,1
4950,7.92,1
660,6.6,1
3825,6.12,1
60,2.4,1
126,1.556,1
387,4.778,1
840,8.4,1
324,9,1
583,4.818,1
2710,27.1,1
290,2.9,1
825,6.818,1
20,0.8,1
98,2,1
112,1.75,1
1056,16.5,1
2981,24.636,1
430,4.3,1
160,2.5,1
288,3.556,1
40,1.6,1
35,1.4,1
126,2.571,1
4077,50.333,1
1260,1.607,1
3984,6.917,1
88,1.375,1
2981,24.636,1
424,6.625,1
72,1.125,1
396,4.889,1
2604,13.286,1
189,2.333,1
168,3.429,1
65,2.6,1
40,0.625,1
333,4.111,1
470,18.8,1
387,4.778,1
408,11.333,1
576,9,1
12,0.75,1
2024,16.727,1
1746,21.556,1
56,0.875,1
738,9.111,1
12275,19.64,1
216,3.375,1
119,2.429,1
1530,18.889,1
2035,16.818,1
5200,30.769,1
1078,8.909,1
459,5.667,1
1620,20,1
112,2.286,1
1495,8.846,1
1925,15.909,1
287,5.857,1
544,8.5,1
2510,25.1,1
245,5,1
552,8.625,1
120,1.875,1
150,1.5,1
1176,8.167,1
175,3.571,1
91,1.857,1
198,5.5,1
72,1.125,1
220,1.818,1
900,11.111,1
72,2,1
1624,25.375,1
84,2.333,1
1353,11.182,1
4590,56.667,1
1832,28.625,1
312,4.875,1
112,1.75,1
792,12.375,1
1624,8.286,1
135,5.4,1
144,1.778,1
56,1.143,1
2925,17.308,1
2720,42.5,1
1080,7.5,1
4572,56.444,1
136,2.125,1
248,3.875,1
108,1.333,1
80,3.2,1
540,5.4,1
14,0.286,1
161,3.286,1
336,6.857,1
49,1,1
96,0.667,1
2997,37,1
153,1.889,1
48,1.333,1
1521,18.778,1
189,2.333,1
1704,11.833,1
161,3.286,1
24,0.667,1
370,3.7,1
287,5.857,1
560,8.75,1
2414,0.479,1
112,1.75,1
704,2.75,1
96,0.667,1
400,6.25,1
1378,8.154,1
245,5,1
770,15.714,1
160,1.6,1
77,1.571,1
576,7.111,1
280,5.714,1
180,2.222,1
510,5.1,1
798,4.071,1
189,3.857,1
594,16.5,1
1048,16.375,1
2744,42.875,1
585,7.222,1
972,12,1
12,3,1
2090,17.273,1
480,4.8,1
682,5.636,1
4815,59.444,1
357,1.235,1
160,2.5,1
42,0.857,1
252,3.111,1
276,1.917,1
135,5.4,1
1920,30,1
2376,29.333,1
1673,34.143,1
329,6.714,1
245,5,1
230,9.2,1
310,3.1,1
40,2.5,1
630,7.778,1
162,2,1
1000,10,1
576,16,1
91,1.857,1
77,1.571,1
77,1.571,1
5629,33.308,1
648,10.125,1
171,2.111,1
720,8.889,1
65,2.6,1
310,3.1,1
576,16,1
210,2.1,1
96,1.5,1
208,3.25,1
2747,1.634,1
396,4.889,1
133,2.714,1
1105,6.538,1
72,4.5,1
2560,25.6,1
30,1.2,1
704,11,1
245,5,1
576,4,1
280,4.375,1
1089,9,1
360,4.444,1
738,9.111,1
77,1.571,1
168,3.429,1
126,1.556,1
132,0.917,1
136,2.125,1
2520,25.2,1
180,1.8,1
644,13.143,1
112,2.286,1
477,5.889,1
1863,23,1
595,12.143,1
319,2.636,1
535,21.4,1
582,16.167,1
3264,22.667,1
1533,31.286,1
441,5.444,1
119,2.429,1
225,2.778,1
760,11.875,1
64,1,1
192,5.333,1
140,2.857,1
182,3.714,1
427,8.714,1
300,3,1
128,2,1
49,49,1
264,4.125,1
245,5,1
1512,18.667,1
833,17,1
1111,9.182,1
696,4.833,1
2720,27.2,1
160,1.6,1
444,3.083,1
90,3.6,1
1360,21.25,1
234,6.5,1
288,4.5,1
42,1.167,1
120,1.2,1
890,8.9,1
276,17.25,1
570,15.833,1
112,2.286,1
266,5.429,1
180,2.222,1
891,11,1
72,0.889,1
120,1.2,1
800,8,1
15,0.6,1
980,9.8,1
1629,20.111,1
128,8,1
1629,20.111,1
64,1,1
217,4.429,1
171,2.111,1
230,2.3,1
1029,21,1
2754,34,1
252,5.143,1
72,2,1
294,6,1
378,4.667,1
6000,41.667,1
880,7.273,1
96,1.5,1
240,3.75,1
9982,10.387,1
376,5.875,1
486,6,1
1416,9.833,1
374,1.294,1
602,12.286,1
84,2.333,1
180,1.8,1
856,13.375,1
133,2.714,1
9,9,1
174,4.833,1
40,0.625,1
2882,23.818,1
30,1.2,1
297,3.667,1
572,3.385,1
2176,34,1
576,16,1
609,12.429,1
980,9.8,1
477,5.889,1
6016,23.5,1
216,3.375,1
121,1,1
63,1.286,1
7300,11.68,1
119,2.429,1
368,5.75,1
804,5.583,1
189,3.857,1
4788,6.107,1
738,9.111,1
324,4,1
102,2.833,1
168,2.625,1
49,1,1
91,1.857,1
1474,3.045,1
1380,9.583,1
315,6.429,1
80,1.25,1
1256,19.625,1
504,6.222,1
264,1.833,1
999,12.333,1
266,5.429,1
3321,41,1
40,40,1
4680,57.778,1
423,5.222,1
682,5.636,1
88,1.375,1
108,1.333,1
4581,56.556,1
312,2.167,1
180,1.8,1
112,1.75,1
224,3.5,1
98,2,1
1359,16.778,1
24,0.667,1
203,4.143,1
891,11,1
1548,10.75,1
1161,14.333,1
1620,20,1
195,7.8,1
104,1.625,1
2673,22.091,1
735,15,1
168,4.667,1
138,34.5,1
5628,28.714,1
534,14.833,1
864,6,1
132,3.667,1
1450,14.5,1
180,1.8,1
2331,28.778,1
686,14,1
368,5.75,1
2422,49.429,1
711,8.778,1
6474,38.308,1
60,1.667,1
252,3.111,1
375,15,1
4500,20,1
497,10.143,1
1190,11.9,1
168,2.625,1
2871,23.727,1
564,15.667,1
35,1.4,1
1917,23.667,1
360,5.625,1
560,8.75,1
1260,15.556,1
531,6.556,1
441,5.444,1
413,8.429,1
504,7.875,1
