@relation page-blocks

@attribute Height numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
7,152,1
9,112,1
5,19,1
13,441,1
25,923,1
9,394,1
8,99,1
7,106,1
9,156,1
9,238,1
7,234,1
8,231,1
10,516,1
11,230,1
8,50,1
6,12,1
7,87,1
9,150,1
22,760,1
11,596,1
9,196,1
16,2508,1
9,172,1
7,92,1
6,16,1
14,984,1
9,144,1
11,768,1
14,1062,1
8,24,1
6,19,1
10,77,1
18,228,1
7,38,1
7,73,1
8,327,1
9,86,1
7,84,1
10,540,1
6,38,1
6,155,1
6,22,1
25,5572,1
6,25,1
10,238,1
8,12,1
5,24,1
11,502,1
9,793,1
12,160,1
9,292,1
7,24,1
7,129,1
6,13,1
13,783,1
11,90,1
9,247,1
9,609,1
9,302,1
8,146,1
5,36,1
8,31,1
8,137,1
7,28,1
6,27,1
8,55,1
7,27,1
10,221,1
8,30,1
7,34,1
8,19,1
11,837,1
9,600,1
8,58,1
10,105,1
7,233,1
12,357,1
10,103,1
9,80,1
7,390,1
6,87,1
9,87,1
7,128,1
7,47,1
11,242,1
9,77,1
9,136,1
18,564,1
7,216,1
9,100,1
8,45,1
9,415,1
10,147,1
14,1106,1
9,22,1
5,66,1
11,956,1
7,27,1
9,226,1
12,275,1
8,164,1
8,83,1
1,7,1
7,51,1
8,162,1
6,25,1
7,105,1
11,46,1
7,280,1
9,350,1
9,530,1
9,35,1
7,98,1
10,94,1
10,108,1
13,1421,1
7,347,1
11,137,1
9,417,1
7,13,1
10,60,1
6,21,1
5,194,1
7,38,1
9,313,1
11,146,1
24,2746,1
6,11,1
11,242,1
4,40,1
8,30,1
7,29,1
5,14,1
25,3283,1
8,576,1
9,512,1
9,659,1
10,85,1
10,195,1
8,246,1
14,495,1
9,177,1
7,12,1
7,122,1
9,252,1
5,45,1
7,62,1
8,100,1
6,41,1
5,13,1
10,105,1
6,19,1
8,123,1
8,78,1
7,24,1
16,2514,1
10,94,1
8,92,1
10,109,1
10,299,1
8,57,1
6,23,1
9,187,1
8,15,1
7,30,1
11,59,1
7,32,1
9,114,1
7,319,1
7,140,1
16,2258,1
8,35,1
7,74,1
18,544,1
6,53,1
7,62,1
9,99,1
7,35,1
7,34,1
3,8,1
8,111,1
6,10,1
25,5785,1
9,409,1
5,58,1
8,117,1
13,1019,1
5,24,1
8,264,1
10,667,1
8,22,1
7,144,1
14,862,1
6,42,1
9,260,1
11,98,1
9,799,1
7,455,1
8,26,1
5,23,1
7,55,1
10,98,1
7,241,1
7,28,1
26,3696,1
7,26,1
9,269,1
8,169,1
10,549,1
7,53,1
11,416,1
8,22,1
8,77,1
8,28,1
7,7,1
7,121,1
8,167,1
10,82,1
7,15,1
10,575,1
8,27,1
18,301,1
16,1956,1
7,17,1
6,23,1
5,30,1
10,115,1
9,433,1
10,38,1
9,69,1
5,15,1
10,483,1
9,95,1
10,299,1
9,157,1
8,137,1
7,45,1
12,29,1
9,388,1
6,67,1
10,77,1
10,62,1
7,245,1
9,140,1
8,159,1
10,47,1
8,15,1
7,45,1
8,135,1
9,169,1
6,30,1
13,1395,1
8,83,1
7,69,1
8,49,1
7,94,1
6,123,1
9,106,1
5,30,1
8,19,1
11,136,1
12,315,1
8,34,1
24,348,1
7,19,1
8,46,1
6,62,1
4,18,1
7,361,1
7,63,1
6,105,1
7,40,1
8,48,1
10,226,1
8,340,1
12,1079,1
8,211,1
11,281,1
5,150,1
13,751,1
6,64,1
6,24,1
10,44,1
11,68,1
8,183,1
7,114,1
8,49,1
7,28,1
7,15,1
9,44,1
9,42,1
7,130,1
10,455,1
9,353,1
14,1956,1
8,8,1
9,301,1
9,832,1
7,47,1
7,61,1
7,35,1
7,120,1
11,92,1
15,2167,1
7,61,1
9,50,1
9,190,1
7,54,1
14,2209,1
10,951,1
4,104,1
8,91,1
7,47,1
5,58,1
9,143,1
9,267,1
6,162,1
10,118,1
5,11,1
7,189,1
5,54,1
5,28,1
9,211,1
2,16,1
7,55,1
5,34,1
1,16,1
11,920,1
10,919,1
17,174,1
11,34,1
10,147,1
8,153,1
9,187,1
9,94,1
10,81,1
8,117,1
8,33,1
8,282,1
13,924,1
9,260,1
10,108,1
6,137,1
11,143,1
9,644,1
9,244,1
6,153,1
9,737,1
8,41,1
7,88,1
7,22,1
7,72,1
7,46,1
6,105,1
9,129,1
5,14,1
9,66,1
11,607,1
11,36,1
9,583,1
12,43,1
7,199,1
7,75,1
7,68,1
2,7,1
7,70,1
8,631,1
6,53,1
5,62,1
7,16,1
5,147,1
6,119,1
11,707,1
8,122,1
10,121,1
10,158,1
6,137,1
10,317,1
9,336,1
6,62,1
9,76,1
12,1833,1
8,32,1
7,213,1
6,20,1
8,80,1
5,28,1
13,76,1
4,95,1
8,390,1
7,237,1
8,35,1
8,237,1
1,17,1
7,86,1
13,39,1
13,1087,1
5,17,1
7,193,1
6,151,1
9,80,1
8,197,1
9,46,1
8,52,1
22,326,1
7,42,1
5,35,1
9,142,1
22,808,1
6,47,1
27,2774,1
7,39,1
9,383,1
8,95,1
11,217,1
4,131,1
7,65,1
8,595,1
7,33,1
9,111,1
10,499,1
10,446,1
11,73,1
13,141,1
9,250,1
13,403,1
8,39,1
9,588,1
8,66,1
23,2599,1
10,82,1
8,70,1
6,15,1
28,3270,1
11,698,1
7,82,1
5,64,1
21,302,1
5,58,1
10,606,1
8,69,1
7,83,1
10,57,1
8,15,1
9,46,1
16,1490,1
5,38,1
8,37,1
7,36,1
6,47,1
6,24,1
9,20,1
11,293,1
14,130,1
7,187,1
5,65,1
10,22,1
10,30,1
16,1208,1
7,32,1
10,203,1
16,1157,1
8,50,1
8,261,1
8,106,1
9,225,1
9,98,1
8,428,1
9,298,1
9,24,1
6,11,1
9,184,1
10,155,1
4,118,1
8,473,1
7,48,1
6,35,1
10,70,1
10,192,1
8,430,1
7,29,1
9,164,1
10,96,1
8,40,1
11,317,1
11,119,1
7,58,1
14,181,1
6,16,1
10,22,1
4,19,1
8,564,1
6,64,1
10,40,1
6,58,1
10,165,1
34,406,1
8,71,1
8,126,1
4,28,1
7,70,1
9,369,1
10,91,1
15,776,1
10,57,1
9,127,1
8,116,1
24,2894,1
24,7238,1
8,47,1
7,80,1
9,109,1
8,64,1
8,88,1
9,124,1
12,531,1
10,54,1
9,684,1
6,20,1
5,74,1
12,300,1
14,1657,1
7,174,1
7,46,1
7,47,1
9,290,1
9,36,1
10,542,1
8,100,1
11,234,1
9,446,1
8,178,1
11,51,1
8,593,1
8,326,1
7,191,1
9,124,1
7,62,1
7,41,1
10,486,1
8,90,1
9,18,1
10,41,1
8,76,1
10,214,1
4,15,1
6,249,1
11,385,1
9,209,1
10,573,1
27,910,1
10,275,1
6,416,1
13,1564,1
7,129,1
12,182,1
9,223,1
8,252,1
9,712,1
1,19,1
9,179,1
7,98,1
7,386,1
9,468,1
4,24,1
7,206,1
10,149,1
38,4341,1
10,543,1
12,44,1
8,55,1
5,77,1
7,13,1
8,26,1
10,224,1
8,55,1
8,25,1
13,873,1
18,145,1
8,12,1
6,45,1
11,46,1
13,1034,1
10,822,1
9,62,1
10,64,1
8,72,1
9,52,1
6,28,1
8,445,1
9,282,1
18,563,1
6,73,1
8,81,1
19,703,1
6,53,1
9,243,1
7,70,1
8,44,1
11,502,1
22,780,1
10,57,1
6,31,1
6,20,1
10,134,1
5,81,1
10,128,1
8,90,1
7,27,1
11,148,1
24,2683,1
9,347,1
9,743,1
15,1136,1
12,49,1
7,109,1
7,216,1
11,55,1
11,662,1
7,60,1
7,20,1
8,522,1
6,51,1
7,72,1
9,134,1
9,262,1
10,25,1
16,2696,1
6,285,1
77,9981,1
8,31,1
13,1919,1
8,180,1
5,86,1
8,176,1
7,38,1
10,156,1
9,62,1
9,259,1
8,117,1
9,153,1
9,76,1
10,371,1
17,2355,1
8,265,1
10,32,1
11,342,1
9,430,1
7,66,1
9,651,1
7,62,1
9,32,1
14,1636,1
7,9,1
9,277,1
6,42,1
7,46,1
14,472,1
8,45,1
8,189,1
8,129,1
9,270,1
7,23,1
11,36,1
7,22,1
8,38,1
10,15,1
8,108,1
24,3040,1
28,2502,1
10,426,1
10,75,1
11,286,1
9,105,1
9,88,1
12,575,1
8,191,1
8,154,1
7,19,1
10,159,1
10,71,1
10,107,1
7,30,1
7,22,1
7,8,1
7,15,1
7,354,1
7,44,1
10,234,1
9,130,1
1,16,1
8,74,1
6,137,1
9,93,1
8,38,1
10,220,1
10,210,1
9,475,1
7,35,1
10,436,1
10,883,1
28,464,1
8,93,1
7,99,1
8,189,1
12,1602,1
8,308,1
5,13,1
10,549,1
8,230,1
8,158,1
8,59,1
7,34,1
25,2792,1
9,555,1
9,400,1
7,30,1
5,41,1
11,451,1
1,32,1
8,258,1
6,68,1
10,96,1
8,62,1
9,128,1
11,376,1
7,23,1
9,587,1
8,21,1
11,99,1
7,29,1
9,239,1
7,29,1
10,140,1
7,53,1
10,53,1
8,57,1
8,24,1
7,31,1
9,305,1
11,991,1
14,81,1
10,97,1
9,174,1
8,77,1
7,75,1
12,18,1
11,365,1
13,622,1
5,65,1
9,168,1
9,163,1
10,80,1
9,30,1
7,39,1
9,355,1
4,20,1
24,3799,1
7,69,1
7,23,1
9,78,1
11,165,1
8,38,1
6,48,1
12,453,1
10,449,1
9,69,1
6,27,1
6,40,1
12,59,1
7,137,1
5,56,1
10,412,1
9,320,1
11,121,1
8,28,1
8,179,1
1,7,1
7,824,1
7,28,1
7,33,1
8,112,1
7,25,1
5,33,1
11,649,1
14,2164,1
10,514,1
8,47,1
10,258,1
8,260,1
3,13,1
7,38,1
6,24,1
8,16,1
7,18,1
7,134,1
8,85,1
5,69,1
8,23,1
8,154,1
2,9,1
9,811,1
13,742,1
6,53,1
9,248,1
7,197,1
11,197,1
7,20,1
9,180,1
11,130,1
7,31,1
6,42,1
9,69,1
6,23,1
17,120,1
8,398,1
5,162,1
10,592,1
8,171,1
7,60,1
7,26,1
14,555,1
7,69,1
10,132,1
8,289,1
9,94,1
15,226,1
38,1247,1
8,107,1
12,773,1
9,209,1
13,155,1
6,170,1
8,66,1
9,256,1
6,16,1
11,71,1
8,232,1
12,19,1
7,60,1
8,94,1
9,115,1
7,121,1
8,56,1
9,80,1
24,4329,1
7,246,1
10,45,1
8,374,1
25,7358,1
7,125,1
9,295,1
12,888,1
8,67,1
9,94,1
7,138,1
8,47,1
10,47,1
9,129,1
7,29,1
77,9204,1
7,51,1
14,1824,1
10,111,1
9,243,1
5,101,1
10,449,1
25,416,1
11,465,1
8,34,1
8,28,1
7,182,1
9,42,1
9,337,1
8,18,1
5,7,1
10,63,1
9,227,1
4,8,1
9,230,1
7,500,1
24,3768,1
7,191,1
10,40,1
4,55,1
8,111,1
15,976,1
12,1595,1
7,40,1
10,564,1
5,64,1
8,125,1
8,42,1
10,761,1
82,7618,1
9,43,1
9,47,1
9,74,1
13,1406,1
9,926,1
9,175,1
33,1154,1
9,139,1
8,73,1
7,188,1
7,92,1
22,823,1
6,169,1
9,136,1
8,58,1
12,302,1
12,518,1
7,46,1
7,26,1
4,47,1
13,376,1
7,121,1
9,245,1
9,80,1
13,332,1
9,131,1
11,105,1
9,171,1
7,56,1
8,52,1
8,247,1
10,27,1
7,15,1
8,54,1
6,19,1
9,243,1
11,51,1
1,7,1
8,44,1
11,338,1
9,148,1
7,33,1
7,33,1
7,517,1
12,466,1
5,39,1
7,31,1
7,52,1
7,24,1
12,469,1
9,75,1
7,33,1
3,7,1
10,118,1
8,270,1
7,693,1
8,33,1
6,70,1
7,345,1
8,26,1
8,289,1
6,23,1
6,33,1
10,476,1
9,401,1
9,145,1
6,9,1
9,199,1
1,8,1
13,165,1
11,520,1
10,64,1
9,47,1
11,829,1
9,736,1
9,407,1
6,55,1
9,63,1
6,106,1
8,37,1
11,149,1
8,132,1
9,276,1
10,97,1
5,24,1
8,373,1
10,224,1
8,389,1
10,117,1
11,309,1
9,99,1
8,398,1
11,296,1
9,525,1
8,149,1
6,14,1
8,239,1
7,102,1
8,28,1
9,549,1
9,216,1
14,1084,1
10,189,1
11,643,1
6,324,1
8,152,1
7,104,1
5,110,1
10,44,1
12,169,1
5,132,1
10,84,1
10,600,1
10,98,1
8,20,1
9,30,1
9,128,1
9,784,1
10,95,1
7,98,1
8,42,1
9,102,1
6,53,1
8,354,1
14,1902,1
5,22,1
9,135,1
6,31,1
8,84,1
11,23,1
9,419,1
9,344,1
10,200,1
10,62,1
9,219,1
10,113,1
8,147,1
8,232,1
5,200,1
10,684,1
10,333,1
10,114,1
8,58,1
10,172,1
13,1076,1
25,3448,1
8,71,1
8,39,1
7,93,1
12,69,1
9,354,1
10,675,1
7,380,1
12,1409,1
10,540,1
9,28,1
8,115,1
8,132,1
8,36,1
9,142,1
9,687,1
8,41,1
10,78,1
6,135,1
10,444,1
9,66,1
7,236,1
11,124,1
8,254,1
9,168,1
11,650,1
8,186,1
9,103,1
25,851,1
7,28,1
19,514,1
8,58,1
67,1748,1
24,975,1
8,104,1
8,60,1
20,160,1
9,51,1
11,344,1
10,103,1
7,50,1
9,95,1
10,120,1
7,92,1
11,422,1
22,928,1
10,764,1
7,152,1
1,36,1
6,34,1
9,174,1
8,38,1
9,82,1
12,410,1
8,143,1
14,2188,1
25,3392,1
8,203,1
12,70,1
9,42,1
10,197,1
8,253,1
7,31,1
9,159,1
14,628,1
10,215,1
6,93,1
7,21,1
5,32,1
10,102,1
6,151,1
3,8,1
24,2953,1
10,732,1
10,62,1
9,402,1
24,2157,1
10,165,1
10,60,1
8,119,1
11,66,1
9,479,1
8,129,1
7,52,1
9,283,1
10,50,1
8,58,1
5,38,1
8,216,1
12,451,1
16,2150,1
7,30,1
8,137,1
6,11,1
9,273,1
12,155,1
9,185,1
10,353,1
9,887,1
6,54,1
9,531,1
7,228,1
9,117,1
7,35,1
10,552,1
8,64,1
15,2127,1
1,7,1
9,386,1
11,931,1
8,138,1
9,143,1
7,23,1
9,163,1
5,17,1
8,427,1
6,19,1
8,180,1
9,223,1
5,36,1
7,33,1
7,19,1
8,44,1
9,287,1
11,969,1
9,28,1
9,182,1
5,13,1
9,290,1
6,171,1
10,113,1
9,258,1
17,164,1
7,121,1
5,66,1
6,11,1
5,9,1
8,50,1
11,297,1
9,53,1
2,9,1
13,421,1
7,21,1
10,1158,1
7,30,1
9,449,1
8,105,1
11,250,1
7,27,1
8,152,1
10,114,1
9,106,1
7,143,1
6,35,1
11,305,1
13,710,1
8,54,1
5,17,1
8,99,1
9,228,1
9,354,1
10,25,1
5,158,1
8,115,1
13,1820,1
8,38,1
7,62,1
10,575,1
8,80,1
17,3192,1
6,15,1
5,87,1
10,52,1
25,3459,1
6,20,1
11,47,1
9,113,1
10,30,1
9,567,1
11,381,1
14,1271,1
15,1661,1
12,1636,1
10,57,1
9,308,1
8,144,1
12,311,1
9,155,1
12,252,1
24,956,1
8,70,1
13,612,1
6,82,1
9,193,1
16,2357,1
8,140,1
8,189,1
9,80,1
1,13,1
16,2121,1
12,324,1
5,9,1
12,324,1
8,42,1
10,618,1
10,464,1
8,32,1
8,168,1
8,411,1
9,121,1
10,333,1
6,24,1
9,164,1
11,341,1
10,121,1
10,805,1
7,320,1
10,133,1
5,32,1
8,270,1
6,87,1
12,1657,1
10,261,1
9,148,1
7,82,1
11,244,1
8,88,1
7,340,1
7,63,1
10,82,1
8,37,1
9,89,1
8,84,1
5,163,1
9,138,1
7,15,1
12,179,1
7,76,1
24,5296,1
10,61,1
12,436,1
7,162,1
10,754,1
13,1475,1
8,117,1
8,505,1
11,383,1
9,431,1
7,69,1
8,55,1
6,22,1
6,49,1
8,57,1
5,11,1
6,53,1
10,245,1
8,61,1
6,39,1
9,485,1
9,100,1
7,299,1
10,235,1
8,190,1
8,84,1
14,307,1
7,24,1
9,49,1
6,11,1
11,240,1
6,56,1
10,63,1
10,451,1
9,393,1
7,94,1
7,115,1
7,9,1
8,86,1
5,132,1
8,126,1
8,87,1
9,354,1
12,354,1
10,133,1
8,191,1
14,1175,1
4,13,1
7,18,1
8,141,1
11,273,1
8,58,1
10,209,1
5,55,1
9,491,1
3,11,1
25,977,1
8,25,1
9,752,1
8,28,1
9,177,1
9,26,1
8,446,1
8,349,1
6,70,1
9,91,1
12,227,1
9,99,1
6,25,1
10,679,1
3,8,1
9,302,1
8,194,1
8,40,1
9,92,1
4,13,1
14,822,1
7,19,1
11,610,1
12,879,1
6,51,1
11,121,1
9,336,1
9,45,1
6,42,1
5,19,1
11,65,1
8,41,1
8,118,1
9,61,1
9,840,1
10,122,1
6,48,1
24,2096,1
7,21,1
10,14,1
9,249,1
7,46,1
10,506,1
6,150,1
9,119,1
8,24,1
8,142,1
9,28,1
6,27,1
10,630,1
7,71,1
5,29,1
6,197,1
1,40,1
9,712,1
9,53,1
6,135,1
5,27,1
8,329,1
10,444,1
6,118,1
10,297,1
17,4167,1
10,109,1
7,45,1
8,48,1
10,80,1
9,257,1
9,72,1
7,29,1
9,663,1
13,451,1
7,39,1
8,38,1
9,252,1
11,279,1
10,31,1
14,2248,1
10,155,1
11,281,1
14,1424,1
11,81,1
7,39,1
9,63,1
38,3957,1
7,37,1
7,20,1
9,308,1
9,117,1
8,42,1
11,1371,1
14,1032,1
7,17,1
6,39,1
9,262,1
9,265,1
8,76,1
8,60,1
6,15,1
7,274,1
9,98,1
6,43,1
6,30,1
12,151,1
17,606,1
9,679,1
7,83,1
7,48,1
9,310,1
5,66,1
13,1657,1
4,21,1
14,1791,1
8,136,1
9,302,1
10,48,1
5,71,1
10,575,1
7,11,1
8,319,1
8,152,1
5,37,1
12,1109,1
9,295,1
7,19,1
7,30,1
8,210,1
7,118,1
9,251,1
11,600,1
4,16,1
10,631,1
8,98,1
11,241,1
10,758,1
11,518,1
8,98,1
9,16,1
7,46,1
9,81,1
9,500,1
10,301,1
24,3018,1
9,264,1
1,12,1
8,40,1
8,82,1
7,119,1
9,184,1
8,56,1
11,106,1
1,16,1
6,28,1
9,136,1
7,94,1
7,27,1
9,107,1
5,22,1
7,27,1
10,255,1
8,63,1
7,9,1
7,42,1
9,528,1
8,43,1
11,258,1
8,39,1
5,18,1
6,18,1
9,499,1
10,594,1
5,8,1
10,14,1
10,378,1
8,681,1
7,23,1
10,389,1
7,53,1
7,32,1
7,79,1
8,32,1
12,495,1
7,60,1
23,306,1
8,49,1
8,234,1
9,284,1
1,8,1
8,57,1
9,19,1
7,57,1
10,133,1
6,37,1
15,1378,1
13,872,1
9,924,1
8,205,1
8,38,1
5,20,1
12,353,1
7,98,1
14,439,1
10,455,1
8,85,1
8,140,1
10,410,1
8,30,1
9,88,1
9,410,1
9,286,1
7,40,1
5,7,1
12,377,1
9,136,1
7,90,1
9,35,1
9,96,1
9,243,1
23,4409,1
11,358,1
9,247,1
8,83,1
7,354,1
7,23,1
8,321,1
14,121,1
9,182,1
6,213,1
24,2995,1
8,57,1
8,187,1
9,84,1
9,16,1
8,230,1
9,587,1
9,658,1
12,311,1
7,38,1
7,213,1
4,14,1
10,384,1
16,2232,1
8,66,1
9,151,1
7,42,1
7,36,1
6,178,1
9,113,1
13,34,1
7,20,1
8,70,1
8,396,1
10,69,1
8,60,1
14,658,1
7,27,1
9,31,1
11,527,1
8,224,1
8,69,1
11,668,1
10,587,1
23,786,1
7,27,1
8,629,1
9,9,1
12,239,1
19,53,1
7,20,1
11,132,1
8,124,1
7,98,1
9,696,1
2,12,1
6,21,1
7,48,1
9,686,1
5,8,1
10,468,1
9,245,1
8,11,1
7,185,1
9,55,1
10,74,1
6,30,1
8,42,1
11,420,1
10,122,1
8,125,1
9,250,1
7,64,1
6,21,1
11,149,1
10,280,1
8,126,1
8,208,1
10,289,1
10,373,1
9,194,1
11,286,1
7,192,1
6,23,1
13,1459,1
7,42,1
9,126,1
8,264,1
10,99,1
9,1035,1
7,79,1
7,49,1
9,52,1
9,189,1
6,49,1
10,724,1
7,27,1
3,8,1
8,146,1
7,15,1
8,306,1
10,180,1
13,98,1
1,17,1
6,43,1
9,244,1
9,163,1
11,428,1
10,527,1
7,25,1
12,252,1
9,358,1
10,127,1
8,134,1
5,23,1
17,2388,1
6,45,1
7,265,1
10,120,1
10,1151,1
7,65,1
8,42,1
6,95,1
9,401,1
7,72,1
12,461,1
8,13,1
9,366,1
9,357,1
8,372,1
9,59,1
16,2053,1
12,132,1
7,33,1
6,38,1
8,51,1
8,328,1
9,242,1
5,14,1
7,99,1
12,47,1
6,71,1
8,24,1
7,25,1
6,164,1
12,1404,1
7,36,1
7,65,1
6,26,1
9,1240,1
7,125,1
7,46,1
8,26,1
7,93,1
8,17,1
12,518,1
10,135,1
9,217,1
6,51,1
20,181,1
11,157,1
10,908,1
7,59,1
11,431,1
9,273,1
9,110,1
9,233,1
9,45,1
9,205,1
9,330,1
10,249,1
9,674,1
11,110,1
6,156,1
9,172,1
9,100,1
9,170,1
8,85,1
7,49,1
8,52,1
9,116,1
10,537,1
28,1016,1
9,11,1
7,301,1
8,354,1
9,474,1
9,236,1
5,80,1
9,38,1
7,147,1
41,1212,1
9,249,1
8,816,1
7,262,1
7,22,1
10,98,1
1,7,1
10,477,1
8,188,1
9,249,1
9,436,1
11,95,1
6,135,1
1,12,1
8,103,1
8,485,1
8,65,1
9,233,1
7,296,1
11,251,1
5,34,1
5,27,1
8,246,1
9,112,1
23,341,1
11,127,1
7,89,1
7,45,1
12,126,1
71,227,1
9,90,1
7,7,1
10,378,1
14,1624,1
10,736,1
23,2739,1
12,309,1
9,74,1
7,48,1
8,47,1
6,300,1
9,44,1
11,589,1
10,559,1
7,39,1
7,73,1
9,47,1
9,297,1
8,15,1
7,7,1
7,49,1
