@relation page-blocks

@attribute Eccen numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
14.167,643,1
5.714,23,1
20.429,82,1
1.6,21,1
4.667,17,1
4.7,65,1
28.8,365,1
24.714,187,1
2,11,1
1.857,8,1
1.5,25,1
1.667,6,1
0.636,8,1
0.8,4,1
34.5,675,1
6.889,87,1
18.875,178,1
3.136,74,1
14,45,1
24.333,150,1
3.818,70,1
19,138,1
0.833,7,1
8.8,124,1
1,26,1
8.429,56,1
24,72,1
2.067,24,1
3.125,44,1
7.375,80,1
3.222,49,1
5.125,64,1
1.5,10,1
19.76,776,1
3,45,1
4.571,40,1
2.333,14,1
3.5,42,1
2.833,14,1
6.857,56,1
3.5,44,1
9.091,165,1
9.182,164,1
0.8,8,1
6,133,1
27.1,318,1
13.1,198,1
0.556,5,1
123,19,1
5.857,62,1
5.875,66,1
16.444,198,1
16.4,1218,1
7,1,1
4.833,62,1
12.3,149,1
3.125,40,1
3,31,1
22.938,427,1
3.778,63,1
11.889,138,1
1.4,9,1
10.727,80,1
3.429,24,1
27.1,358,1
3.778,42,1
1.125,13,1
23.375,168,1
4,31,1
5,125,1
4.5,50,1
1.857,8,1
28.5,315,1
6.917,151,1
1.571,14,1
3,20,1
2.875,32,1
21.25,236,1
20.333,239,1
2.333,20,1
4,47,1
3.167,24,1
4.125,47,1
2.429,26,1
6.455,84,1
10.25,107,1
4.25,63,1
1.667,15,1
3.429,34,1
66.875,575,1
2.4,13,1
0.5,6,1
109,19,1
0.4,1,1
2.909,45,1
4.556,65,1
3.25,38,1
0.8,4,1
14.3,218,1
10.375,115,1
4.5,14,1
2,29,1
17.1,121,1
2,18,1
3.182,27,1
25.167,429,1
3.3,53,1
21.5,112,1
7.182,135,1
4.2,24,1
1.857,19,1
1.167,9,1
0.8,6,1
8.111,94,1
3.364,75,1
27.364,458,1
21.75,358,1
7.111,104,1
1.25,9,1
0.6,1,1
2.333,30,1
7.8,113,1
17,203,1
5.857,64,1
5.4,34,1
0.857,7,1
1.714,14,1
4.667,54,1
22.5,219,1
49.429,329,1
4.6,24,1
1.333,28,1
4.333,55,1
8.625,98,1
6,52,1
1.8,7,1
2.167,10,1
2.571,26,1
8.143,61,1
27.111,327,1
1.571,17,1
14.462,275,1
6.429,57,1
20.111,213,1
16.667,120,1
20.25,85,1
7.375,65,1
5.333,69,1
9.286,71,1
11.75,24,1
1,1,1
1.444,21,1
4,11,1
1.9,11,1
2.778,37,1
30.222,252,1
16.167,89,1
9.222,111,1
1.2,10,1
1.857,21,1
16.778,181,1
2.4,21,1
2.25,39,1
4,85,1
8.909,134,1
4,61,1
6.444,79,1
1.4,8,1
1.889,21,1
5.857,55,1
1.571,18,1
4.848,182,1
2,11,1
2.3,42,1
99,18,1
16.375,177,1
3.8,58,1
35,333,1
18,288,1
24.111,235,1
9.333,103,1
1.75,16,1
18.778,200,1
51.1,534,1
5,62,1
15,111,1
2,19,1
2.714,23,1
22.583,390,1
1.857,9,1
12.5,109,1
21.9,270,1
14.333,139,1
1,10,1
7.375,63,1
0.8,8,1
9,77,1
5.556,75,1
8.667,98,1
1.5,2,1
2.3,34,1
3.227,72,1
5.4,26,1
0.778,6,1
3.143,15,1
9.111,114,1
1.571,18,1
1,1,1
5,55,1
4.818,75,1
4.385,48,1
6.5,98,1
7.111,87,1
3.143,11,1
2.375,35,1
2.5,42,1
3.222,41,1
3.455,70,1
3.75,47,1
9.556,105,1
15.667,91,1
11.5,151,1
2,18,1
40.333,326,1
1.917,14,1
3,7,1
6,83,1
1.333,8,1
22.25,74,1
5.143,56,1
2.25,30,1
5.75,62,1
3.2,59,1
0.6,1,1
1.714,14,1
13.571,114,1
0.5,1,1
1.8,16,1
14.583,198,1
17.286,149,1
4.5,69,1
9.889,599,1
2,19,1
1.5,12,1
7.375,79,1
1.857,17,1
7,120,1
13.714,115,1
24.636,353,1
2.5,30,1
5,69,1
15.4,207,1
17.222,201,1
1.143,10,1
6.917,144,1
30.222,342,1
1.5,20,1
22.364,331,1
11.2,26,1
6.625,86,1
15.5,208,1
2.857,24,1
6.5,65,1
8.875,112,1
3.5,12,1
1.667,16,1
30,593,1
3.6,21,1
4.857,42,1
1.857,17,1
8.75,110,1
5.143,56,1
37.545,664,1
263,39,1
14.357,217,1
4,74,1
4.714,59,1
3.6,107,1
1,6,1
27.2,368,1
0.9,18,1
12.5,124,1
11.833,189,1
4,33,1
1.2,1,1
1,1,1
16,98,1
4.556,67,1
24.636,378,1
11,26,1
6.556,82,1
1,7,1
2.4,9,1
3.75,49,1
3.182,24,1
22.583,433,1
1.857,21,1
1.167,9,1
2.5,24,1
9.111,93,1
11.615,229,1
31.8,344,1
1.333,1,1
2.429,17,1
3.519,885,1
2,17,1
3,32,1
8,63,1
12.455,177,1
17.273,237,1
19.8,784,1
20.444,242,1
2,30,1
23.733,410,1
5.857,70,1
3,22,1
7.8,49,1
0.833,6,1
0.667,2,1
56.667,566,1
3,26,1
3,50,1
13.667,159,1
1.875,26,1
0.8,5,1
22.273,344,1
39.636,564,1
7.143,61,1
3.25,36,1
2.111,29,1
37,452,1
4.667,65,1
6.556,81,1
0.571,4,1
22.875,190,1
3.182,257,1
50.9,401,1
6.333,57,1
1.5,23,1
9.222,89,1
7.6,123,1
1,1,1
1.2,8,1
2.375,37,1
2,29,1
31,181,1
1,8,1
3.778,49,1
1.6,9,1
3.714,23,1
15.375,147,1
23.286,377,1
1.778,19,1
28.4,402,1
1.286,9,1
3.8,15,1
31.846,623,1
14.286,123,1
10.111,135,1
4.8,46,1
1.667,21,1
1.5,4,1
4.5,35,1
0.8,1,1
3.286,41,1
14.25,73,1
10.1,154,1
26.429,554,1
9.25,109,1
25,188,1
2.875,22,1
3.8,20,1
1.4,11,1
17.077,221,1
0.286,1,1
4.125,108,1
21.875,183,1
4.125,61,1
1.111,15,1
9.111,122,1
8.818,132,1
15.846,1142,1
54.667,476,1
2.667,35,1
4.667,72,1
1.083,25,1
1.625,22,1
2,17,1
11.625,111,1
36.889,393,1
1.571,19,1
6.6,41,1
1.933,55,1
16,102,1
10.818,181,1
4.067,121,1
24.571,171,1
0.9,12,1
6.875,56,1
5,49,1
1.833,16,1
12.333,126,1
15.5,195,1
8,71,1
38.556,275,1
1.875,25,1
5.923,124,1
6.6,95,1
8,80,1
26.2,390,1
1,1,1
2.8,19,1
2.167,14,1
10.44,326,1
35,14,1
13.364,235,1
24.286,360,1
5.25,59,1
2.571,25,1
12,197,1
2.714,30,1
2.375,31,1
1.875,26,1
5,22,1
56.778,751,1
2.923,42,1
1.4,2,1
30.25,262,1
5.8,25,1
5.4,94,1
5.778,101,1
7.545,146,1
1.571,19,1
4.667,14,1
6.7,86,1
18.818,332,1
1.857,15,1
2.84,187,1
2.889,42,1
10.222,129,1
13.625,158,1
1.333,9,1
4.286,35,1
8.778,229,1
0.625,6,1
15.667,66,1
2.727,41,1
3.556,47,1
11,125,1
1.4,6,1
6.333,105,1
3.222,47,1
1.5,20,1
6.571,78,1
1.167,10,1
11,177,1
3.2,10,1
11.6,41,1
1.294,34,1
0.833,10,1
5.778,73,1
10.036,530,1
11.091,177,1
5.444,70,1
1,7,1
9.455,164,1
2,27,1
5,45,1
24,279,1
5.857,66,1
7.083,223,1
0.9,16,1
9.111,123,1
0.7,1,1
3.222,45,1
1.429,18,1
4.889,74,1
1.857,17,1
12.1,186,1
1.571,16,1
0.714,8,1
8,116,1
4.667,59,1
63.5,290,1
2.6,40,1
5.889,78,1
26.2,377,1
167,31,1
1,13,1
2.375,31,1
6.538,131,1
2.333,26,1
10.333,64,1
1.571,21,1
2.333,1,1
8.167,129,1
19.2,77,1
0.727,13,1
3,31,1
4.714,40,1
9.375,115,1
0.139,15,1
2.143,12,1
11.182,113,1
13.625,76,1
4.5,55,1
18.8,80,1
2.8,9,1
5,52,1
26.1,390,1
2,25,1
1.818,15,1
5,54,1
15.5,383,1
5.857,58,1
66.5,636,1
21.75,364,1
2.571,29,1
5.222,80,1
3.385,61,1
1.364,28,1
77,24,1
10.5,125,1
0.875,11,1
11.222,140,1
31.462,556,1
17.25,292,1
5.636,75,1
3.4,18,1
23.25,234,1
2,35,1
11.875,106,1
0.9,11,1
33.889,375,1
1,13,1
7.333,101,1
3.286,30,1
10.111,112,1
4.727,78,1
5.143,56,1
5.571,52,1
1.5,15,1
3.8,59,1
2.667,36,1
2.333,14,1
1.6,8,1
5.765,104,1
1.2,8,1
2.2,27,1
1.091,15,1
1.167,9,1
14.667,146,1
1.833,15,1
5.444,87,1
2.857,24,1
7.583,125,1
7.75,80,1
14.538,650,1
0.875,9,1
3.333,14,1
1.286,1,1
5.429,53,1
1,2,1
5.125,53,1
8.556,128,1
4.222,47,1
6,36,1
16.571,114,1
2.111,19,1
10,85,1
8.182,158,1
2.5,35,1
1.333,27,1
4,26,1
4.429,39,1
26.8,180,1
8.3,130,1
9.571,71,1
9.833,184,1
6.857,64,1
14.714,121,1
2.8,21,1
1,6,1
3.571,42,1
9,1,1
0.375,4,1
8.714,72,1
22.583,391,1
2,30,1
31.444,389,1
7.8,32,1
2.875,39,1
1.6,11,1
4.2,21,1
10,96,1
2.857,26,1
2.6,12,1
1.4,8,1
6,91,1
10.267,167,1
3.8,59,1
2,22,1
16.778,162,1
1.1,26,1
6.625,86,1
4,61,1
88,17,1
19.111,202,1
5,55,1
0.909,11,1
1.95,53,1
14.286,120,1
1.8,20,1
6.571,78,1
29.2,397,1
36.167,214,1
1.2,21,1
2.778,32,1
14,194,1
2.857,31,1
1.667,9,1
1.286,12,1
3.25,32,1
60,11,1
2.167,17,1
1.778,20,1
1.167,12,1
3.667,62,1
13.5,144,1
3,23,1
1.286,13,1
3.25,44,1
2.25,36,1
10,113,1
2.5,13,1
31.286,207,1
11.625,121,1
2.444,29,1
3.3,43,1
11.9,178,1
34.125,369,1
0.6,8,1
23.818,364,1
2.375,27,1
11.889,146,1
6.444,80,1
21.667,96,1
3.4,57,1
5.25,50,1
1.286,10,1
1.6,3,1
5,61,1
0.714,4,1
1.917,21,1
2.167,19,1
2.75,36,1
2.6,39,1
23,118,1
7.9,103,1
26.2,369,1
0.727,6,1
17.857,168,1
7.714,91,1
3.125,40,1
15,67,1
2.875,40,1
2.625,12,1
4.5,62,1
3.556,41,1
26.5,471,1
11.889,186,1
1.5,21,1
8.25,274,1
5.75,56,1
6.75,82,1
17.167,124,1
11.25,97,1
9.625,97,1
2.909,30,1
5.542,155,1
3.7,27,1
5.75,78,1
2.375,30,1
4,56,1
1.125,13,1
2.7,41,1
1,13,1
27.143,218,1
2.167,15,1
2.667,36,1
15.833,79,1
9.111,84,1
9,94,1
3.045,112,1
56.556,448,1
11,129,1
6.714,61,1
30.444,298,1
5.167,34,1
3.875,49,1
6.429,62,1
2.25,9,1
24,83,1
2.2,13,1
19.25,190,1
4.143,43,1
2.111,13,1
2.429,18,1
2,15,1
2.143,15,1
12.7,210,1
17.222,207,1
2.857,32,1
0.875,11,1
7.2,54,1
1.2,10,1
11,164,1
8,81,1
0.875,14,1
24.636,417,1
7.833,31,1
8.6,149,1
2.333,30,1
0.857,8,1
31.9,458,1
37.375,338,1
1.125,16,1
2.667,23,1
4.1,71,1
2.25,27,1
5.778,69,1
6.667,127,1
2,22,1
2.3,31,1
7.857,69,1
4,61,1
3.9,55,1
2.875,30,1
1.333,7,1
3.5,40,1
17.308,226,1
2.571,30,1
3.4,48,1
40,15,1
5.375,62,1
31.857,142,1
0.571,2,1
17.385,243,1
4.444,56,1
7.25,65,1
5,47,1
16.2,124,1
3.125,41,1
2,23,1
6,33,1
15.75,146,1
6.75,87,1
2,28,1
2.167,17,1
2.857,29,1
1.2,6,1
8.333,113,1
4.5,60,1
3.909,61,1
15.5,101,1
4.462,79,1
7.563,137,1
2.111,15,1
18.8,79,1
10.556,116,1
0.375,4,1
2.556,12,1
3.75,38,1
5.875,64,1
9.444,121,1
15.714,117,1
1.429,17,1
7.125,84,1
1,9,1
1.167,4,1
1.857,27,1
5.143,52,1
9.556,126,1
9,1,1
1.857,18,1
12.1,180,1
2.571,12,1
1.143,12,1
4.111,57,1
0.714,2,1
24.769,340,1
22.25,371,1
5.333,8,1
18.444,211,1
7.111,110,1
10.25,95,1
11.111,121,1
5.1,83,1
2.375,24,1
4.833,33,1
12.182,179,1
1.9,35,1
1.143,69,1
2.923,42,1
3.125,39,1
3.8,50,1
2,12,1
2.286,14,1
17,195,1
23.143,73,1
2.111,13,1
11.308,190,1
1.8,13,1
4.125,58,1
27.2,399,1
14.833,106,1
1.1,18,1
0.667,9,1
8.75,122,1
2.222,10,1
2.111,30,1
2.714,31,1
10.375,123,1
10.789,1815,1
19.375,276,1
9.286,89,1
3.8,55,1
4.6,28,1
3.333,33,1
10.25,109,1
6.455,65,1
3.227,75,1
9.889,110,1
8,79,1
0.778,10,1
10.818,204,1
17.6,96,1
23.727,368,1
10.714,64,1
2.286,16,1
2.571,23,1
2.818,53,1
5.222,62,1
3.8,28,1
2.857,27,1
2.222,20,1
2,14,1
1,1,1
6.6,95,1
6,58,1
6.143,68,1
2.556,39,1
6.462,121,1
16,100,1
2,15,1
10.714,63,1
11.333,151,1
4.571,44,1
7.636,143,1
1.9,28,1
14.625,130,1
2.2,15,1
12.111,127,1
2.923,41,1
5.375,61,1
1.1,19,1
10.222,123,1
22.667,393,1
8.333,119,1
1.8,11,1
1.4,23,1
9.444,130,1
2.333,27,1
7.571,63,1
5.048,152,1
27.25,195,1
0.667,1,1
2.571,17,1
23.727,366,1
3.556,39,1
3,25,1
6.4,42,1
7.875,91,1
1.2,26,1
27.1,388,1
4.1,68,1
1.375,21,1
3.1,47,1
3.2,51,1
1,10,1
4.111,62,1
9.75,190,1
2.5,35,1
4.111,50,1
1.4,18,1
1.75,22,1
6,72,1
10,2,1
23.727,361,1
1.333,26,1
2.429,27,1
8,82,1
0.875,8,1
8.625,103,1
23.75,78,1
2.7,49,1
11.833,89,1
1.778,26,1
2.286,21,1
10.387,408,1
3.417,69,1
10.1,156,1
2.636,43,1
0.778,10,1
2.75,14,1
2,19,1
3.286,38,1
21,245,1
27.667,356,1
22.5,6,1
9.091,156,1
5.25,74,1
1.333,1,1
1.857,19,1
1.556,22,1
1.571,17,1
2,30,1
5.875,56,1
29.714,481,1
4.25,57,1
0.714,6,1
19.5,689,1
0.9,12,1
17.667,184,1
2.857,31,1
19.667,227,1
2.857,28,1
1,8,1
4.8,67,1
2.667,11,1
3.25,30,1
4.75,75,1
3.778,66,1
1,1,1
3.375,43,1
10.2,49,1
4.667,61,1
13.667,143,1
9,22,1
16.833,120,1
6.125,88,1
4,54,1
12,142,1
1.714,20,1
6.471,224,1
32.3,465,1
0.5,3,1
9.833,175,1
0.571,3,1
6.7,90,1
3.4,63,1
9.222,112,1
4.455,43,1
1.857,17,1
0.625,11,1
6.625,99,1
4.6,16,1
14,245,1
4.9,88,1
37.25,383,1
2.5,47,1
22.857,355,1
4.5,63,1
23.923,537,1
25.857,242,1
8.714,77,1
4.5,59,1
1.889,11,1
0.625,2,1
7.286,172,1
3,12,1
13.143,106,1
3.833,35,1
9,125,1
2.182,14,1
0.571,5,1
37.889,165,1
1.5,20,1
3.875,44,1
1.286,15,1
4.875,58,1
5.2,74,1
3,26,1
15.714,107,1
10.385,157,1
3.8,52,1
4.167,36,1
16.444,189,1
22.571,146,1
7.9,143,1
11.68,454,1
49.9,575,1
50,9,1
5.111,74,1
4.429,47,1
4.875,338,1
9.583,203,1
7.125,78,1
5,56,1
42.5,355,1
4.375,56,1
2,23,1
20.556,238,1
15.333,144,1
4.286,46,1
2,19,1
1.833,15,1
12.4,171,1
21.182,349,1
8.167,61,1
4.222,32,1
6.75,69,1
3.778,68,1
2.375,27,1
1.571,19,1
11.444,134,1
9.4,151,1
2.429,26,1
6,66,1
6.9,103,1
8,58,1
1.125,15,1
15.9,184,1
0.75,3,1
38.778,306,1
18.5,181,1
3.636,66,1
14.7,191,1
6,85,1
51.556,505,1
4.778,55,1
1.75,18,1
4.7,69,1
11.222,150,1
13.375,155,1
1.8,17,1
2.8,56,1
6.4,116,1
3.556,55,1
8.5,122,1
5,86,1
3.4,20,1
13.214,289,1
51.1,596,1
3,32,1
2.375,34,1
0.667,9,1
1.875,25,1
26.923,386,1
7.5,75,1
4.286,50,1
5.5,50,1
2.222,28,1
2.75,20,1
43,559,1
2.143,22,1
2.5,40,1
6.111,77,1
1.25,16,1
9.222,90,1
2.875,40,1
2.308,43,1
8.8,21,1
2.429,17,1
2.333,20,1
8.444,114,1
1,16,1
2,21,1
2.286,24,1
2.727,41,1
5.625,41,1
8.429,45,1
10.1,153,1
2.1,27,1
1,6,1
59.333,661,1
34.375,351,1
13.714,275,1
3,28,1
2.6,13,1
6.636,107,1
1.889,24,1
28.778,336,1
5,42,1
2,12,1
7.111,89,1
1.333,20,1
6.75,59,1
7.222,93,1
2,26,1
1.5,22,1
9.7,152,1
1.6,26,1
0.5,3,1
1.083,26,1
0.875,11,1
12.6,58,1
1,12,1
3.353,157,1
3.333,52,1
1.2,1,1
5.909,77,1
4.5,62,1
9.3,140,1
0.875,11,1
1.857,11,1
8.111,77,1
6.727,102,1
30.9,441,1
1.667,14,1
1.474,24,1
2.75,30,1
33,518,1
4.778,65,1
10.714,91,1
2,19,1
2.714,31,1
30.556,359,1
5.8,80,1
15,104,1
8.7,132,1
4.625,42,1
6.474,1,1
4.556,58,1
0.5,6,1
1.333,13,1
2.111,19,1
1.625,23,1
1,11,1
3.8,22,1
4.333,64,1
1.833,18,1
15.833,82,1
95,35,1
24.9,315,1
20.778,233,1
0.7,9,1
5.727,83,1
1.714,8,1
4.143,42,1
16.167,80,1
51.667,532,1
1.4,6,1
24.5,96,1
3.5,45,1
8.929,228,1
12.333,115,1
3.25,43,1
1.091,16,1
31.462,547,1
5.222,57,1
1.286,13,1
13.1,206,1
13.5,126,1
1.889,34,1
13,129,1
1.143,13,1
2.125,25,1
3.556,35,1
17.8,66,1
11.9,151,1
4.727,84,1
4.4,81,1
4.625,69,1
15.5,181,1
21.5,458,1
1.571,14,1
6,33,1
9.75,193,1
5.857,35,1
7,3,1
3.889,56,1
0.375,4,1
4.5,53,1
1.75,20,1
15,193,1
1.333,1,1
15.5,184,1
1,3,1
4.111,71,1
8.875,100,1
50.778,555,1
3.6,18,1
29.125,207,1
2.136,155,1
23.947,21,1
26.571,395,1
1.9,14,1
2.857,29,1
10.667,179,1
17.286,144,1
2.571,26,1
26,6,1
8.75,95,1
8,72,1
3.889,65,1
3.333,25,1
34,299,1
6,14,1
26.769,543,1
1.125,11,1
19.8,117,1
3.778,53,1
2,19,1
5.75,70,1
10.8,161,1
2.143,11,1
6.571,12,1
2.167,43,1
9.111,118,1
16,76,1
16.778,236,1
2.143,14,1
19,112,1
4.111,55,1
1,12,1
4.375,53,1
3.556,51,1
2,14,1
29.214,551,1
2.125,21,1
16,79,1
2.3,26,1
6.167,48,1
1.333,1,1
3.583,69,1
14.5,213,1
1.75,21,1
19.8,78,1
3.75,43,1
5.375,64,1
0.833,4,1
18,2,1
3,54,1
20.286,285,1
11.333,96,1
3.8,52,1
4.714,14,1
14.412,293,1
9,74,1
14.286,118,1
1,18,1
7.417,131,1
1.143,12,1
1.444,19,1
8.857,91,1
7.333,96,1
8,78,1
0.857,11,1
5.8,83,1
1.8,23,1
3.25,39,1
1.143,12,1
1.875,15,1
5.571,56,1
1.8,30,1
3,43,1
1.9,13,1
2.167,17,1
15.429,130,1
2,23,1
3.286,38,1
3.556,60,1
20.5,257,1
7.625,86,1
8.111,79,1
1,18,1
8.167,50,1
11.444,129,1
3.167,30,1
6.667,81,1
1,9,1
7.375,76,1
5.4,85,1
13.25,222,1
2,23,1
34,424,1
1.5,14,1
26.667,336,1
5.8,31,1
34,289,1
6.1,95,1
13.1,199,1
4.778,65,1
1.9,14,1
1.9,12,1
1.625,21,1
1.125,12,1
1.4,11,1
29.429,651,1
1.7,12,1
4.875,44,1
7,71,1
6.143,58,1
4.875,72,1
13.667,153,1
0.75,3,1
4.714,40,1
1.909,24,1
2.625,27,1
5,99,1
1.875,22,1
5.889,84,1
20.375,179,1
3.783,242,1
25,283,1
5,50,1
1.875,19,1
65.625,297,1
2,11,1
5.75,65,1
2.444,28,1
5.727,93,1
21.889,278,1
3,36,1
1.778,24,1
2.25,23,1
7.286,70,1
7.48,306,1
0.727,7,1
5.545,89,1
4.667,37,1
0.714,1,1
18.444,190,1
8.444,112,1
9,53,1
8.6,69,1
5,46,1
2.857,33,1
3,7,1
9.462,156,1
1,9,1
27,4,1
18.667,221,1
49,352,1
6.545,83,1
3.375,31,1
9.111,124,1
1.5,29,1
18.778,217,1
11.889,135,1
4.429,27,1
9.111,125,1
9.182,165,1
29.857,707,1
12.6,45,1
2.222,31,1
11.333,137,1
1.5,17,1
13,92,1
20.111,213,1
4.545,74,1
2,12,1
4.667,61,1
3.889,52,1
18.222,221,1
4.4,27,1
3.875,50,1
5.375,53,1
6.714,54,1
18.286,140,1
27,203,1
8.889,108,1
1.2,8,1
6.091,107,1
4.571,40,1
3,31,1
4.889,66,1
4.857,40,1
4.556,68,1
9.222,91,1
28.357,420,1
26.214,398,1
10,127,1
