@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,7,11'

@attribute Height numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
7,2.31,1
1,47,2
8,1.67,1
9,1.66,1
9,2,1
8,2.6,1
8,2.47,1
8,2.65,1
8,2.39,1
10,2.14,1
9,2.4,1
11,2.08,1
11,3,1
8,2.27,1
11,2.56,1
12,1.93,1
8,2.04,1
10,1.69,1
9,1.98,1
8,2.38,1
8,2.18,1
8,1.86,1
8,2.04,1
11,1.94,1
8,2.3,1
8,1.88,1
8,2.56,1
11,2.1,1
6,2.1,1
11,2.43,1
6,1.83,1
7,3.25,1
7,1.89,1
10,1.61,1
10,1.66,1
10,1.83,1
10,2.5,1
6,2.27,1
6,2.56,1
34,3.09,5
8,2.1,1
16,2.58,5
10,1.77,1
10,1.56,1
9,11,4
8,2.83,1
8,1.8,1
7,2.33,1
5,3,1
10,2.79,1
10,2.78,1
11,2.23,1
8,2.23,1
8,2.16,1
10,1.96,1
8,1.56,1
5,2.5,1
10,2.14,1
8,2.25,1
8,1.84,1
10,1.79,1
8,1.75,1
9,2.47,1
10,1.93,1
8,1.63,1
10,1.8,1
10,1.83,1
8,2.24,1
8,1.53,1
10,1.84,1
8,1.89,1
8,1.68,1
10,1.9,1
10,1.94,1
8,1.91,1
7,2.36,1
8,1.97,1
8,2.21,1
10,1.69,1
10,1.84,1
7,2.04,1
8,2.33,1
7,5,1
9,1.72,1
5,2.05,1
8,1.8,1
8,1.58,1
10,1.91,1
8,1.9,1
8,1.36,1
7,1.75,1
8,1.51,1
8,1.73,1
10,1.74,1
22,2.91,1
13,3.6,1
9,2.4,1
2,180.33,2
2,24,2
5,10,1
8,1.24,1
5,3,1
8,1.4,1
9,1.37,1
9,1.29,1
32,4.56,5
8,3.02,1
10,2.81,1
9,1.39,1
9,1.36,1
8,1.26,1
7,1.21,1
1,257,2
7,3.11,1
9,3.03,1
9,1.36,1
9,1.36,1
9,2.83,1
2,9.4,2
9,1.4,1
9,1.38,1
9,1.4,1
10,1.32,1
9,1.38,1
24,7.8,1
9,2.45,1
1,1.06,1
9,1.28,1
8,1.27,1
1,26,2
7,1.2,1
31,2.07,5
9,2.25,1
8,1.86,1
10,1.4,1
10,1.35,1
25,7.39,1
7,3.2,1
9,3.13,1
5,1.91,1
1,1.03,1
9,1.29,1
9,1.4,1
6,1.51,1
7,1.33,1
2,24.88,2
13,3.44,1
6,1.57,1
7,2.6,1
7,1.94,1
9,2.08,1
7,1.25,1
1,16,2
5,7,1
7,5.51,1
11,2.11,1
1,3,2
1,50.5,2
7,3.23,1
10,2.8,1
10,50,1
3,7,1
9,3.26,1
11,4.66,1
10,8.23,1
8,2.41,1
13,4.52,1
9,6.17,1
12,4.61,1
13,4.81,1
17,12.97,1
12,4.28,1
8,8,4
1,77.5,2
25,1.58,1
12,6.77,1
12,2.91,1
9,2.94,1
10,2.78,1
7,2.45,1
10,6.94,1
10,8.82,1
9,7.23,1
10,7.58,1
27,4.53,1
9,2.93,1
1,2.31,2
16,5.56,1
11,2.9,1
1,1.6,2
83,7.55,5
72,15.69,3
31,16.87,1
3,11,1
16,5.41,1
9,2.79,1
11,7.56,1
11,3.09,1
16,5.34,1
23,17.44,1
10,2.84,1
12,8.35,1
12,9,1
82,10.84,1
11,2.91,1
5,9,4
24,18.69,1
12,7.5,1
16,5.09,1
9,2.63,1
8,7.1,1
8,1.68,1
10,2.74,1
8,1.6,1
10,2.44,1
8,3.12,1
8,2.47,1
8,8,1
6,1.52,1
7,1.64,1
5,1.4,1
5,1.3,1
18,2.46,1
17,9.75,1
5,1.26,1
5,1.43,1
7,1.36,1
7,1.7,1
19,2.07,1
10,2.81,1
5,1.62,1
4,1.51,1
6,1.51,1
136,135,4
6,1.58,1
16,3.61,1
64,72.38,3
63,44.37,3
4,56,2
11,2.95,1
9,1.48,1
7,2.38,1
1,36.5,2
6,2.33,1
6,2,1
3,1.33,1
9,2.47,1
5,1.71,1
5,1.18,1
1,1.07,1
7,2.26,1
7,1.43,1
6,1.53,1
5,2,1
5,1.7,1
7,1.5,1
8,1.74,1
5,1.45,1
9,1.54,1
11,4955,2
1,15,2
11,1.64,1
14,1.7,1
13,1.63,1
1,17,2
10,1.9,1
1,8,2
1,17,2
9,1.7,1
6,1.38,1
8,1.26,1
7,1.38,1
7,1.88,1
1,1.02,2
20,26.67,1
28,7.86,1
9,2.25,1
12,1.74,1
11,12,1
11,7.49,1
10,3.17,1
38,4.27,1
14,2.29,1
7,7,4
10,4.5,1
11,4.33,1
9,1.68,1
