@relation page-blocks

@attribute Area numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
136,2.125,1
2304,4,1
2821,16.692,1
259,5.286,1
108,0.75,1
640,10,1
1309,4.529,1
75,3,1
70,0.357,1
288,3.556,1
845,5,1
126,2.571,1
5110,51.1,1
640,10,1
880,8.8,1
242,2,1
216,3.375,1
133,2.714,1
423,5.222,1
168,2.625,1
180,1.8,1
460,4.6,1
500,5,1
378,4.667,1
570,15.833,1
266,5.429,1
432,6.75,1
49,1,1
91,1.857,1
336,5.25,1
2232,27.556,1
896,18.286,1
540,15,1
576,16,1
80,3.2,1
2592,18,1
126,1.556,1
500,5,1
738,9.111,1
477,5.889,1
13767,9.051,1
847,17.286,1
232,3.625,1
343,7,1
266,5.429,1
85,3.4,1
1080,10.8,1
854,17.429,1
98,2,1
119,2.429,1
350,3.5,1
150,1.5,1
370,3.7,1
364,7.429,1
78,2.167,1
455,9.286,1
84,2.333,1
78,2.167,1
280,5.714,1
119,2.429,1
54,1.5,1
320,5,1
7350,11.76,1
4248,7.375,1
400,4,1
3252,22.583,1
567,7,1
48,0.75,1
220,1.818,1
1233,15.222,1
2562,13.071,1
238,4.857,1
108,3,1
1100,9.091,1
35,1.4,1
190,1.9,1
918,11.333,1
160,2.5,1
4760,24.286,1
333,4.111,1
1936,30.25,1
200,2,1
108,3,1
2580,25.8,1
1034,8.545,1
77,1.571,1
175,3.571,1
99,0.818,1
738,9.111,1
3250,32.5,1
203,4.143,1
160,1.6,1
128,2,1
1848,28.875,1
84,2.333,1
128,2,1
7275,11.64,1
90,0.9,1
119,2.429,1
171,2.111,1
77,1.571,1
568,8.875,1
720,8.889,1
1498,30.571,1
96,1.5,1
144,2.25,1
72,1.125,1
2871,23.727,1
200,2,1
90,0.9,1
1020,7.083,1
672,10.5,1
180,2.222,1
192,3,1
128,2,1
738,9.111,1
946,7.818,1
1056,8.727,1
120,1.875,1
468,5.778,1
1963,11.615,1
837,10.333,1
414,5.111,1
5740,29.286,1
42,1.167,1
81,1,1
56,1.143,1
696,4.833,1
270,7.5,1
200,3.125,1
28,0.571,1
1298,10.727,1
171,2.111,1
800,8,1
182,3.714,1
1107,13.667,1
721,14.714,1
304,4.75,1
109,109,1
121,1,1
2035,16.818,1
42,0.857,1
115,4.6,1
1792,7,1
60,0.6,1
400,4,1
1716,14.182,1
96,1.5,1
1008,7,1
576,7.111,1
864,6,1
81,9,1
42,1.167,1
648,10.125,1
747,9.222,1
256,4,1
228,6.333,1
120,1.2,1
1332,16.444,1
64,1,1
2556,31.556,1
286,2.364,1
119,2.429,1
1260,1.607,1
344,5.375,1
4815,59.444,1
496,7.75,1
957,7.909,1
828,10.222,1
380,3.8,1
133,2.714,1
42,1.167,1
2241,27.667,1
1616,25.25,1
77,1.571,1
147,3,1
4020,27.917,1
1057,21.571,1
170,1.7,1
1410,14.1,1
380,0.95,1
140,2.857,1
770,15.714,1
2401,49,1
100,4,1
70,1.429,1
2142,26.444,1
1056,16.5,1
1550,15.5,1
96,1.5,1
36,1,1
224,4.571,1
4806,59.333,1
112,1.75,1
1550,15.5,1
80,3.2,1
2992,24.727,1
110,1.1,1
176,2.75,1
1650,16.5,1
99,1.222,1
72,4.5,1
2710,27.1,1
1712,26.75,1
4581,56.556,1
18,0.5,1
105,2.143,1
144,2.25,1
328,5.125,1
1416,9.833,1
161,3.286,1
1705,14.091,1
105,2.143,1
110,1.1,1
3392,13.25,1
2100,10.714,1
1850,18.5,1
408,1.412,1
35,1.4,1
144,2.25,1
460,4.6,1
60,1.667,1
182,3.714,1
1760,17.6,1
1200,18.75,1
830,8.3,1
880,8.8,1
230,2.3,1
280,5.714,1
210,2.1,1
1521,18.778,1
1395,17.222,1
2688,13.714,1
112,1.75,1
280,5.714,1
385,7.857,1
2814,14.357,1
656,10.25,1
333,4.111,1
790,7.9,1
310,3.1,1
594,7.333,1
1190,11.9,1
876,6.083,1
48,1.333,1
312,4.875,1
870,8.7,1
1270,12.7,1
885,35.4,1
153,1.889,1
190,1.9,1
15580,10.789,1
333,4.111,1
104,1.625,1
336,5.25,1
42,1.167,1
798,4.071,1
768,12,1
315,6.429,1
444,3.083,1
77,1.571,1
135,5.4,1
7209,9.889,1
135,1.667,1
963,11.889,1
410,4.1,1
378,1.929,1
184,2.875,1
120,3.333,1
576,16,1
484,4,1
441,5.444,1
6720,11.667,1
2610,26.1,1
384,1.5,1
322,6.571,1
171,2.111,1
861,17.571,1
264,4.125,1
287,5.857,1
96,1.5,1
869,7.182,1
130,1.3,1
2520,31.111,1
693,5.727,1
105,2.143,1
126,1.556,1
64,1,1
960,6.667,1
120,1.875,1
324,9,1
108,1.333,1
144,1.778,1
828,5.75,1
90,3.6,1
102,2.833,1
91,1.857,1
20,0.8,1
88,0.727,1
684,8.444,1
190,1.9,1
135,1.667,1
564,15.667,1
200,2,1
455,9.286,1
3069,37.889,1
70,1.429,1
4088,63.875,1
450,4.5,1
112,1.75,1
80,1.25,1
504,6.222,1
405,5,1
3972,27.583,1
126,2.571,1
1056,16.5,1
4944,19.313,1
535,21.4,1
120,1.875,1
315,3.889,1
36,36,1
24,0.667,1
4824,59.556,1
970,9.7,1
477,5.889,1
9,9,1
230,2.3,1
504,10.286,1
336,2.333,1
700,14.286,1
2862,3.926,1
155,6.2,1
2706,22.364,1
300,3,1
3384,41.778,1
2590,25.9,1
468,5.778,1
174,4.833,1
306,3.778,1
2050,20.5,1
4185,51.667,1
297,3.667,1
138,34.5,1
5340,23.733,1
112,1.75,1
664,10.375,1
28,0.571,1
140,2.857,1
147,3,1
3090,30.9,1
496,7.75,1
120,3.333,1
44,2.75,1
792,5.5,1
1359,16.778,1
5632,22,1
1337,27.286,1
1544,24.125,1
200,2,1
590,5.9,1
864,6,1
4806,59.333,1
240,3.75,1
855,2.368,1
598,1.13,1
96,1.5,1
98,2,1
340,3.4,1
189,2.333,1
261,3.222,1
252,5.143,1
1512,18.667,1
5392,21.063,1
8016,13.917,1
160,1.6,1
816,12.75,1
2448,30.222,1
2343,19.364,1
760,7.6,1
550,5.5,1
738,9.111,1
252,5.143,1
4590,56.667,1
290,11.6,1
265,10.6,1
560,8.75,1
80,1.25,1
153,1.889,1
162,2,1
252,1.286,1
1040,16.25,1
32,0.5,1
80,1.25,1
435,1.933,1
304,4.75,1
1015,40.6,1
230,2.3,1
2422,49.429,1
2882,23.818,1
63,0.778,1
40,0.625,1
273,0.619,1
2296,2.929,1
1208,18.875,1
3146,18.615,1
9,1,1
1960,30.625,1
78,2.167,1
1250,12.5,1
20,0.8,1
720,8.889,1
126,2.571,1
8,0.125,1
1450,14.5,1
297,2.455,1
496,7.75,1
266,5.429,1
216,3.375,1
576,7.111,1
189,2.333,1
132,1.091,1
208,3.25,1
28,0.571,1
56,0.875,1
250,2.5,1
304,4.75,1
280,2.8,1
1917,23.667,1
25748,3.829,1
40,1.6,1
3330,10.278,1
243,3,1
396,4.889,1
216,6,1
413,8.429,1
42,1.167,1
91,1.857,1
128,2,1
984,15.375,1
91,1.857,1
656,10.25,1
12,0.333,1
270,2.7,1
4224,7.333,1
912,14.25,1
891,11,1
2484,30.667,1
744,11.625,1
387,4.778,1
132,1.091,1
2176,34,1
1864,29.125,1
2200,34.375,1
96,1.5,1
6613,22.882,1
230,2.3,1
2025,25,1
5100,51,1
4752,8.25,1
70,1.429,1
4990,49.9,1
114,3.167,1
352,2.909,1
93,10.333,1
1864,29.125,1
424,6.625,1
470,4.7,1
440,6.875,1
217,4.429,1
812,4.143,1
864,13.5,1
108,3,1
250,2.5,1
872,13.625,1
3333,27.545,1
208,3.25,1
208,3.25,1
522,6.444,1
3168,39.111,1
312,4.875,1
70,0.7,1
2720,27.2,1
288,3.556,1
530,5.3,1
378,7.714,1
160,6.4,1
72,2,1
119,2.429,1
190,1.9,1
96,1.5,1
1012,8.364,1
1161,14.333,1
126,2.571,1
48,0.75,1
78,2.167,1
494,2.923,1
544,8.5,1
824,12.875,1
369,4.556,1
324,4,1
120,1.2,1
1848,15.273,1
14,3.5,1
260,2.6,1
242,2,1
91,1.857,1
3192,22.167,1
424,6.625,1
963,11.889,1
737,6.091,1
30,1.2,1
637,13,1
2100,14.583,1
1029,21,1
35,1.4,1
215,8.6,1
324,2.25,1
35,0.714,1
222,6.167,1
120,3.333,1
160,2.5,1
252,5.143,1
10,10,1
110,1.1,1
312,4.875,1
1008,15.75,1
2340,23.4,1
56,1.143,1
495,19.8,1
2250,27.778,1
49,1,1
4806,59.333,1
1010,10.1,1
396,4.889,1
384,1.5,1
2120,21.2,1
54,0.667,1
679,13.857,1
248,3.875,1
170,6.8,1
2871,23.727,1
378,4.667,1
133,2.714,1
784,12.25,1
133,2.714,1
96,1.5,1
248,3.875,1
750,7.5,1
1012,63.25,1
4550,26.923,1
24,0.375,1
329,6.714,1
90,2.5,1
342,4.222,1
200,2,1
176,2.75,1
1216,19,1
689,4.077,1
2160,26.667,1
738,9.111,1
2004,13.917,1
4165,14.412,1
161,3.286,1
190,1.9,1
128,2,1
312,4.875,1
56,0.875,1
136,2.125,1
640,6.4,1
135,5.4,1
1584,3.273,1
330,3.3,1
189,2.333,1
33,33,1
48,1.333,1
981,12.111,1
150,1.5,1
130,5.2,1
372,10.333,1
6062,30.929,1
40,40,1
1212,8.417,1
264,7.333,1
4797,28.385,1
1080,16.875,1
532,2.714,1
3192,5.542,1
40,0.625,1
9324,11.893,1
5504,21.5,1
434,8.857,1
126,2.571,1
657,8.111,1
781,6.455,1
98,2,1
160,2.5,1
112,2.286,1
1236,8.583,1
3984,6.917,1
247,0.684,1
325,1.923,1
360,10,1
826,16.857,1
2745,33.889,1
2384,37.25,1
95,3.8,1
665,13.571,1
207,2.556,1
35,35,1
60,2.4,1
98,2,1
20,0.8,1
1592,24.875,1
4848,33.667,1
96,1.5,1
48,1.333,1
153,1.889,1
1180,11.8,1
209,1.727,1
5180,26.429,1
304,4.75,1
114,3.167,1
301,6.143,1
684,8.444,1
4172,21.286,1
168,2.625,1
2556,31.556,1
220,1.818,1
272,4.25,1
297,3.667,1
296,4.625,1
340,3.4,1
891,11,1
306,3.778,1
63,1.286,1
1650,13.636,1
847,17.286,1
396,1.222,1
3322,27.455,1
189,3.857,1
792,12.375,1
66,1.833,1
315,3.889,1
1134,14,1
368,5.75,1
180,1.8,1
306,3.778,1
2170,11.071,1
70,70,1
240,3.75,1
1560,24.375,1
1953,24.111,1
324,4,1
168,4.667,1
1624,8.286,1
5733,33.923,1
1404,9.75,1
1690,10,1
1830,18.3,1
1080,16.875,1
460,18.4,1
105,2.143,1
91,1.857,1
261,3.222,1
294,6,1
12,12,1
1870,6.471,1
56,0.875,1
238,4.857,1
1330,27.143,1
336,5.25,1
280,5.714,1
24,0.375,1
1848,28.875,1
140,2.857,1
56,1.143,1
1326,36.833,1
56,1.143,1
154,3.143,1
14,0.286,1
6000,41.667,1
891,11,1
1536,24,1
414,11.5,1
77,1.571,1
352,2.909,1
120,1.875,1
494,2.923,1
3766,19.214,1
160,1.6,1
568,8.875,1
217,4.429,1
3252,22.583,1
856,13.375,1
1378,8.154,1
2600,26,1
4524,26.769,1
189,3.857,1
324,4,1
410,4.1,1
81,1,1
810,22.5,1
72,1.125,1
243,3,1
780,21.667,1
427,8.714,1
861,17.571,1
96,1.5,1
378,7.714,1
2270,22.7,1
675,8.333,1
963,11.889,1
344,5.375,1
530,5.3,1
1133,9.364,1
1323,27,1
2176,34,1
747,9.222,1
828,10.222,1
90,2.5,1
972,12,1
522,6.444,1
378,4.667,1
357,7.286,1
480,4.8,1
378,4.667,1
128,2,1
248,3.875,1
144,2.25,1
852,5.917,1
4381,25.923,1
112,2.286,1
132,0.917,1
852,5.917,1
301,6.143,1
2620,26.2,1
147,3,1
2412,29.778,1
330,3.3,1
315,3.889,1
3648,2.526,1
77,1.571,1
872,13.625,1
1050,10.5,1
384,6,1
195,7.8,1
24,0.667,1
520,5.2,1
2896,11.313,1
1078,8.909,1
738,9.111,1
1550,15.5,1
2930,29.3,1
77,1.571,1
72,1.125,1
9,0.111,1
98,2,1
208,3.25,1
14,14,1
40,40,1
63,1.286,1
2448,30.222,1
1802,6.235,1
312,4.875,1
90,0.9,1
288,3.556,1
480,3.333,1
855,10.556,1
525,10.714,1
54,1.5,1
42,0.857,1
165,0.733,1
754,4.462,1
78,0.462,1
56,0.875,1
90,22.5,1
516,3.583,1
150,1.5,1
738,9.111,1
2088,25.778,1
8500,13.6,1
330,3.3,1
738,9.111,1
91,1.857,1
1053,13,1
396,3.273,1
670,6.7,1
225,2.778,1
4950,7.92,1
78,2.167,1
343,7,1
126,1.556,1
136,2.125,1
24,1.5,1
144,4,1
368,5.75,1
576,4,1
120,1.875,1
400,6.25,1
306,3.778,1
72,1.125,1
200,2,1
1160,11.6,1
96,1.5,1
18,18,1
2620,26.2,1
558,6.889,1
1536,24,1
308,6.286,1
473,3.909,1
162,2,1
1620,20,1
6494,22.471,1
35,1.4,1
1480,23.125,1
30,1.2,1
98,2,1
423,5.222,1
192,3,1
112,1.75,1
5317,31.462,1
195,7.8,1
84,1.714,1
80,1.25,1
363,3,1
42,1.167,1
1351,27.571,1
7868,10.036,1
340,3.4,1
55,2.2,1
1111,9.182,1
1494,18.444,1
1240,12.4,1
217,4.429,1
468,5.778,1
90,0.9,1
96,0.667,1
77,1.571,1
570,15.833,1
45,45,1
170,1.7,1
4572,56.444,1
576,16,1
644,13.143,1
1971,24.333,1
702,8.667,1
510,5.1,1
4815,59.444,1
270,30,1
1298,10.727,1
133,2.714,1
602,12.286,1
42,10.5,1
63,1.286,1
186,5.167,1
486,6,1
276,1.917,1
954,11.778,1
140,2.857,1
161,3.286,1
180,2.222,1
162,2,1
450,5.556,1
2331,28.778,1
960,15,1
168,4.667,1
217,4.429,1
4300,43,1
25,1,1
603,7.444,1
342,4.222,1
869,7.182,1
180,2.222,1
945,11.667,1
464,7.25,1
270,2.7,1
2620,26.2,1
2620,26.2,1
171,2.111,1
112,1.75,1
380,3.8,1
133,2.714,1
372,23.25,1
1562,3.227,1
288,3.556,1
112,1.75,1
924,7.636,1
320,3.2,1
84,2.333,1
972,12,1
48,0.75,1
216,3.375,1
160,2.5,1
2850,28.5,1
3288,22.833,1
1422,17.556,1
378,4.667,1
64,1,1
144,2.25,1
200,3.125,1
390,3.9,1
360,4.444,1
171,2.111,1
180,1.8,1
882,10.889,1
66,1.833,1
190,1.9,1
220,2.2,1
126,2.571,1
360,3.6,1
133,2.714,1
552,8.625,1
5018,29.692,1
1078,8.909,1
639,7.889,1
4815,59.444,1
600,6,1
240,3.75,1
387,4.778,1
11232,19.5,1
296,4.625,1
472,7.375,1
3240,5.625,1
95,3.8,1
176,11,1
270,3.333,1
4464,7.75,1
1507,12.455,1
12,1.333,1
275,2.273,1
280,2.8,1
48,0.75,1
72,1.125,1
432,5.333,1
1617,13.364,1
322,6.571,1
1701,34.714,1
1260,12.6,1
55,2.2,1
91,1.857,1
328,5.125,1
50,2,1
56,1.143,1
1080,7.5,1
272,4.25,1
98,2,1
117,1.444,1
4214,21.5,1
96,1.5,1
504,7.875,1
720,8.889,1
486,13.5,1
184,2.875,1
352,2.909,1
798,4.071,1
504,7.875,1
275,2.273,1
88,0.727,1
1404,9.75,1
84,2.333,1
608,9.5,1
266,5.429,1
621,7.667,1
2979,36.778,1
1122,31.167,1
182,3.714,1
40,1.6,1
909,11.222,1
140,2.857,1
516,3.583,1
48,0.75,1
496,7.75,1
333,4.111,1
99,1.222,1
594,4.909,1
98,2,1
387,4.778,1
1246,25.429,1
35,0.714,1
78,2.167,1
1521,18.778,1
963,11.889,1
20,0.8,1
1440,22.5,1
630,6.3,1
1980,24.444,1
30,0.833,1
2710,27.1,1
1386,28.286,1
1526,31.143,1
81,1,1
48,1.333,1
147,3,1
324,4,1
234,2.889,1
170,1.7,1
352,2.909,1
340,3.4,1
330,3.3,1
49,1,1
140,5.6,1
