@relation page-blocks

@attribute Lenght numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
16,2.667,1
269,26.9,1
44,4.889,1
161,14.636,1
24,1.412,1
81,16.2,1
41,5.857,1
9,1,1
44,3.667,1
26,2.889,1
11,2.75,1
93,15.5,1
37,3.7,1
74,6.727,1
6,0.857,1
4,0.667,1
161,17.889,1
24,1.412,1
12,1.5,1
96,8.727,1
57,8.143,1
214,30.571,1
121,7.563,1
86,7.818,1
15,3,1
128,18.286,1
6,0.75,1
12,1,1
8,1,1
79,11.286,1
16,2,1
14,2.333,1
103,11.444,1
107,11.889,1
283,31.444,1
20,2.222,1
18,3,1
24,3.429,1
98,24.5,1
167,15.182,1
9,1.125,1
132,16.5,1
25,4.167,1
8,0.889,1
12,1.091,1
77,77,1
14,2,1
8,1.333,1
77,8.556,1
35,35,1
99,16.5,1
172,28.667,1
50,8.333,1
19,2.111,1
11,1.571,1
198,8.25,1
12,1.5,1
16,0.8,1
33,5.5,1
53,5.3,1
39,4.333,1
12,12,1
47,47,1
198,28.286,1
17,1.7,1
15,2.143,1
43,5.375,1
126,12.6,1
16,2,1
47,5.222,1
33,3,1
295,32.778,1
10,1.25,1
262,23.818,1
125,17.857,1
11,2.75,1
15,2.143,1
30,4.286,1
25,3.125,1
119,11.9,1
11,1.571,1
65,9.286,1
99,4.125,1
79,7.9,1
98,9.8,1
30,3.75,1
130,10,1
23,3.833,1
31,5.167,1
62,6.2,1
49,5.444,1
63,6.3,1
343,42.875,1
232,25.778,1
110,12.222,1
301,27.364,1
13,1.857,1
82,9.111,1
58,11.6,1
39,3.545,1
21,2.625,1
116,16.571,1
81,9,1
75,9.375,1
4,0.8,1
42,5.25,1
457,50.778,1
7,1.4,1
9,1.286,1
17,1.889,1
409,31.462,1
34,3.778,1
42,4.2,1
125,12.5,1
38,2.923,1
117,13,1
75,8.333,1
61,6.1,1
34,3.778,1
49,5.444,1
18,2,1
348,24.857,1
182,26,1
82,8.2,1
49,4.9,1
104,104,1
12,1.714,1
22,1.222,1
11,1.375,1
510,56.667,1
508,56.444,1
89,9.889,1
147,14.7,1
535,66.875,1
11,1.1,1
6,0.857,1
39,5.571,1
14,2.8,1
201,15.462,1
83,6.917,1
18,2,1
272,27.2,1
101,9.182,1
118,4.72,1
244,27.111,1
93,11.625,1
4,0.8,1
31,3.1,1
160,17.778,1
271,27.1,1
46,5.75,1
261,26.1,1
80,8,1
186,5.167,1
8,1.143,1
45,4.5,1
13,1.857,1
59,7.375,1
41,5.125,1
19,3.167,1
85,9.444,1
40,5,1
31,3.875,1
231,25.667,1
77,4.529,1
13,1.857,1
18,1.8,1
12,1.333,1
131,13.1,1
33,5.5,1
294,19.6,1
123,15.375,1
34,4.25,1
292,11.68,1
45,5.625,1
242,30.25,1
8,1.333,1
47,4.7,1
32,2.909,1
75,7.5,1
203,14.5,1
20,2,1
99,11,1
19,1.9,1
29,4.833,1
534,59.333,1
20,2.857,1
14,1.273,1
22,1.833,1
36,4.5,1
41,5.125,1
26,5.2,1
140,20,1
14,2.333,1
303,27.545,1
272,34,1
193,27.571,1
19,3.8,1
33,3.3,1
100,12.5,1
7,0.7,1
16,3.2,1
7,1,1
17,2.833,1
40,5,1
8,1.143,1
128,18.286,1
81,13.5,1
13,1.857,1
54,7.714,1
22,2.75,1
169,18.778,1
83,8.3,1
197,28.143,1
15,1.875,1
16,2.286,1
100,10,1
102,11.333,1
71,11.833,1
71,8.875,1
19,0.95,1
15,1.875,1
20,2.222,1
130,14.444,1
21,4.2,1
43,5.375,1
17,2.125,1
23,1.917,1
24,2.667,1
19,1.727,1
64,7.111,1
2,0.5,1
12,1.333,1
26,2.364,1
7,1.75,1
455,23.947,1
17,2.125,1
43,3.909,1
22,1.833,1
249,249,1
18,2,1
35,3.889,1
118,10.727,1
82,7.455,1
104,17.333,1
21,2.625,1
280,31.111,1
337,21.063,1
60,60,1
261,23.727,1
69,5.75,1
86,12.286,1
51,5.1,1
13,2.6,1
87,7.909,1
534,59.333,1
304,33.778,1
133,5.542,1
71,3.227,1
7,1,1
37,4.111,1
7,1.167,1
9,1.286,1
93,10.333,1
19,2.714,1
31,4.429,1
39,4.875,1
262,23.818,1
77,9.625,1
20,2.857,1
29,5.8,1
183,11.438,1
38,4.75,1
70,8.75,1
16,2.286,1
67,6.7,1
227,5.974,1
100,12.5,1
24,2.182,1
249,24.9,1
9,1.125,1
15,2.143,1
26,1.182,1
14,1.75,1
32,5.333,1
89,7.417,1
12,2,1
16,1.6,1
34,3.4,1
14,1.75,1
18,2.571,1
31,6.2,1
36,6,1
57,6.333,1
264,29.333,1
13,2.167,1
523,65.375,1
5,0.625,1
7,1.167,1
215,30.714,1
19,2.714,1
176,14.667,1
64,3.556,1
12,1.333,1
382,22.471,1
10,2,1
158,17.556,1
162,16.2,1
9,1.125,1
83,10.375,1
13,2.167,1
132,14.667,1
14,1.4,1
21,3,1
6,0.857,1
33,3.3,1
108,15.429,1
86,7.818,1
40,3.636,1
54,4.909,1
103,12.875,1
14,1.75,1
91,8.273,1
64,7.111,1
163,20.375,1
214,23.778,1
4,0.667,1
100,11.111,1
46,5.75,1
17,2.429,1
152,13.818,1
367,33.364,1
13,2.167,1
410,34.167,1
8,0.727,1
34,3.4,1
20,2.857,1
8,0.727,1
47,2.043,1
441,33.923,1
10,1,1
208,9.455,1
168,18.667,1
49,7,1
100,14.286,1
26,2.364,1
107,13.375,1
5,0.556,1
9,1.286,1
307,25.583,1
14,1.75,1
71,8.875,1
101,10.1,1
15,2.143,1
95,13.571,1
27,3.375,1
98,8.167,1
161,17.889,1
14,2.333,1
341,37.889,1
240,26.667,1
20,2.5,1
272,24.727,1
20,2.222,1
155,17.222,1
101,9.182,1
166,18.444,1
23,3.286,1
29,3.222,1
71,8.875,1
262,29.111,1
418,29.857,1
423,32.538,1
202,22.444,1
91,13,1
150,15,1
126,14,1
48,5.333,1
186,20.667,1
81,9,1
27,3.857,1
46,9.2,1
24,2.4,1
75,9.375,1
12,2.4,1
15,2.5,1
45,6.429,1
344,21.5,1
15,1.5,1
15,1.875,1
340,13.6,1
38,5.429,1
48,6,1
95,15.833,1
30,3,1
15,1.875,1
103,12.875,1
4,1.333,1
93,10.333,1
27,3.857,1
17,8.5,1
24,2.667,1
298,21.286,1
189,17.182,1
99,11,1
11,1.1,1
377,29,1
21,2.333,1
11,1.571,1
285,28.5,1
29,29,1
27,4.5,1
38,4.75,1
18,2.571,1
94,11.75,1
358,39.778,1
84,9.333,1
42,4.667,1
7,1,1
10,2,1
7,1.167,1
275,34.375,1
69,3.136,1
14,1.556,1
104,9.455,1
18,4.5,1
145,18.125,1
48,8,1
85,6.538,1
46,5.111,1
404,33.667,1
256,32,1
490,54.444,1
35,4.375,1
89,22.25,1
95,15.833,1
8,1.6,1
6,1,1
18,3.6,1
47,5.222,1
37,5.286,1
74,9.25,1
54,5.4,1
198,8.609,1
181,20.111,1
8,0.667,1
16,2,1
39,6.5,1
21,2.333,1
398,49.75,1
192,27.429,1
22,2.2,1
27,5.4,1
250,27.778,1
439,27.438,1
15,1.875,1
262,23.818,1
302,27.455,1
248,27.556,1
21,2.625,1
13,1.857,1
109,13.625,1
262,37.429,1
30,3.75,1
11,1.571,1
28,3.5,1
4,0.667,1
14,2,1
69,8.625,1
39,3.9,1
272,22.667,1
20,4,1
18,2.25,1
33,3.3,1
239,34.143,1
55,5.5,1
21,2.625,1
114,16.286,1
37,4.111,1
109,13.625,1
157,6.542,1
11,1.571,1
21,3.5,1
7,0.875,1
60,60,1
44,5.5,1
31,3.875,1
45,2.368,1
6,0.75,1
22,2.2,1
201,14.357,1
12,1.714,1
13,2.6,1
66,9.429,1
11,1,1
37,4.625,1
11,1,1
50,8.333,1
47,11.75,1
2,0.4,1
150,16.667,1
185,20.556,1
13,1.3,1
17,2.429,1
26,3.25,1
214,26.75,1
13,2.167,1
17,2.833,1
97,16.167,1
8,1,1
32,3.556,1
182,20.222,1
18,2.25,1
61,6.1,1
11,1.833,1
181,20.111,1
33,33,1
18,2,1
16,2,1
75,6.818,1
42,4.667,1
219,24.333,1
8,1.6,1
11,1.1,1
63,9,1
25,2.778,1
532,66.5,1
18,3,1
11,1.571,1
13,1.625,1
4,0.8,1
14,1.75,1
4,0.5,1
46,6.571,1
31,4.429,1
32,2.909,1
8,0.727,1
6,0.75,1
72,3.273,1
9,1.286,1
36,4.5,1
33,3.667,1
341,21.313,1
292,11.68,1
87,8.7,1
207,18.818,1
12,1.2,1
371,16.13,1
12,1.333,1
12,1.5,1
35,4.375,1
25,4.167,1
116,11.6,1
48,6.857,1
298,37.25,1
8,1,1
42,5.25,1
21,10.5,1
26,3.714,1
95,11.875,1
38,2.923,1
60,7.5,1
40,5,1
62,5.636,1
37,5.286,1
109,15.571,1
340,42.5,1
132,5.739,1
20,0.87,1
69,8.625,1
39,3.9,1
16,2,1
8,1.143,1
508,56.444,1
17,2.429,1
79,9.875,1
534,53.4,1
218,24.222,1
43,5.375,1
67,3.045,1
90,5.625,1
94,15.667,1
243,15.188,1
28,1.474,1
18,2.25,1
64,5.818,1
64,8,1
42,42,1
280,11.667,1
50,8.333,1
271,27.1,1
433,30.929,1
189,31.5,1
17,1.7,1
185,16.818,1
42,4.667,1
64,8,1
82,9.111,1
188,14.462,1
272,34,1
389,24.313,1
45,4.5,1
53,4.818,1
33,3.3,1
33,4.714,1
168,14,1
96,16,1
8,1,1
115,11.5,1
65,6.5,1
11,1.1,1
137,12.455,1
8,1.143,1
4,0.571,1
184,18.4,1
44,4.4,1
19,3.167,1
66,6.6,1
138,10.615,1
12,0.75,1
13,2.167,1
13,1.857,1
43,4.3,1
50,7.143,1
8,1.333,1
14,2,1
16,2,1
5,0.455,1
108,13.5,1
36,5.143,1
63,5.727,1
16,2,1
19,2.375,1
62,7.75,1
63,7,1
43,3.909,1
14,1.75,1
21,2.333,1
42,5.25,1
249,27.667,1
421,30.071,1
8,1.143,1
96,16,1
30,3.75,1
7,1.167,1
7,0.778,1
65,7.222,1
93,18.6,1
90,9,1
316,31.6,1
305,33.889,1
185,16.818,1
505,56.111,1
20,2.222,1
64,2.667,1
10,1,1
107,10.7,1
104,8,1
45,1.607,1
14,3.5,1
5,1,1
54,6,1
332,27.667,1
261,23.727,1
59,5.9,1
15,1.875,1
31,4.429,1
5,0.714,1
98,19.6,1
13,1.444,1
45,3.462,1
7,0.636,1
169,24.143,1
119,10.818,1
114,28.5,1
174,19.333,1
41,4.556,1
4,1.333,1
28,3.5,1
7,1.167,1
272,30.222,1
18,18,1
216,18,1
37,4.111,1
21,1.909,1
46,5.75,1
19,1.9,1
168,18.667,1
9,1.8,1
14,2.333,1
26,2.6,1
305,43.571,1
41,5.857,1
8,0.8,1
20,2.857,1
45,5.625,1
174,21.75,1
126,14,1
20,2.5,1
92,18.4,1
17,2.429,1
11,1.571,1
12,1.5,1
31,3.875,1
38,3.8,1
132,16.5,1
27,2.455,1
19,1.9,1
330,33,1
19,1.9,1
6,1.2,1
88,9.778,1
18,0.9,1
227,22.7,1
326,54.333,1
9,0.9,1
98,8.909,1
10,1.667,1
26,3.25,1
510,56.667,1
39,4.333,1
4,0.571,1
3,0.375,1
34,3.4,1
16,2,1
10,0.909,1
390,30,1
17,2.429,1
107,11.889,1
474,47.4,1
535,59.444,1
33,3.667,1
48,2.667,1
494,19.76,1
38,3.8,1
46,6.571,1
7,0.778,1
106,3.926,1
72,8,1
7,1.4,1
218,27.25,1
16,1.6,1
13,1.083,1
138,9.2,1
16,2.286,1
534,59.333,1
72,7.2,1
24,1.412,1
64,7.111,1
16,1.6,1
75,9.375,1
16,1.778,1
34,6.8,1
10,1.25,1
7,0.875,1
47,2.136,1
31,3.1,1
34,4.857,1
35,35,1
19,3.8,1
121,17.286,1
26,3.714,1
9,1,1
510,51,1
15,1.875,1
22,2,1
12,1.5,1
17,2.429,1
98,14,1
272,22.667,1
65,16.25,1
57,8.143,1
20,2,1
40,5.714,1
54,7.714,1
63,9,1
25,3.571,1
121,15.125,1
511,56.778,1
427,26.688,1
13,2.6,1
185,20.556,1
18,3,1
36,4,1
19,2.111,1
155,22.143,1
53,5.889,1
6,1.2,1
32,3.2,1
22,2,1
35,3.889,1
123,17.571,1
333,37,1
84,9.333,1
498,38.308,1
38,2.714,1
123,11.182,1
7,1.4,1
16,2.286,1
420,30,1
8,0.727,1
83,10.375,1
97,10.778,1
55,6.111,1
37,4.625,1
72,10.286,1
137,15.222,1
103,9.364,1
34,4.25,1
84,7,1
534,59.333,1
55,6.875,1
12,1.5,1
71,6.455,1
45,4.091,1
8,1.6,1
534,59.333,1
25,3.571,1
38,2.923,1
9,0.818,1
96,19.2,1
51,7.286,1
165,15,1
71,7.889,1
21,1.909,1
430,43,1
18,2,1
43,4.3,1
19,2.714,1
35,3.5,1
205,20.5,1
186,7.75,1
104,34.667,1
10,1.667,1
7,0.875,1
29,3.625,1
240,30,1
245,35,1
109,13.625,1
56,18.667,1
284,23.667,1
4,0.5,1
26,2.167,1
14,2.333,1
11,1.571,1
14,1.75,1
107,11.889,1
84,10.5,1
10,0.833,1
157,22.429,1
23,1.353,1
12,1.2,1
11,1.571,1
10,1.667,1
80,8.889,1
36,4.5,1
155,11.071,1
511,63.875,1
21,2.333,1
16,2.286,1
9,0.818,1
60,5.455,1
274,30.444,1
20,2.857,1
14,2,1
410,34.167,1
3,0.6,1
37,4.111,1
35,3.889,1
337,21.063,1
14,2,1
74,74,1
333,11.893,1
20,2.857,1
104,11.556,1
9,1.286,1
156,14.182,1
167,167,1
349,26.846,1
39,6.5,1
251,25.1,1
35,5,1
32,3.2,1
33,6.6,1
42,6,1
18,1.8,1
72,6,1
33,4.125,1
11,1,1
5,1.667,1
10,1.111,1
29,5.8,1
123,13.667,1
102,11.333,1
130,21.667,1
18,1.8,1
99,11,1
49,49,1
171,17.1,1
96,19.2,1
60,8.571,1
66,7.333,1
37,3.7,1
57,5.7,1
20,2.222,1
319,39.875,1
27,3.375,1
145,14.5,1
6,0.857,1
98,10.889,1
15,1.5,1
215,26.875,1
15,2.143,1
212,21.2,1
24,3,1
162,18,1
18,3.6,1
36,4.5,1
21,2.625,1
47,5.222,1
7,1.4,1
39,4.875,1
22,3.667,1
15,2.143,1
103,11.444,1
323,32.3,1
35,3.5,1
38,2.923,1
86,8.6,1
32,4,1
13,2.167,1
35,3.182,1
5,0.625,1
12,1.5,1
33,3,1
22,2.2,1
41,5.125,1
21,2.625,1
9,0.818,1
27,3.857,1
75,10.714,1
25,3.125,1
26,2.6,1
13,1.625,1
94,18.8,1
7,0.7,1
81,9,1
30,3,1
84,7.636,1
32,4,1
52,4.727,1
40,8,1
535,59.444,1
7,0.875,1
23,2.091,1
22,2.444,1
519,74.143,1
50,5,1
26,3.714,1
51,7.286,1
215,21.5,1
51,4.636,1
69,8.625,1
97,10.778,1
18,2.571,1
29,3.625,1
41,4.1,1
233,25.889,1
46,7.667,1
116,8.923,1
15,1.667,1
25,25,1
7,1.4,1
82,9.111,1
96,16,1
31,5.167,1
9,1.125,1
15,3,1
11,1.571,1
8,1.6,1
16,2.286,1
156,22.286,1
15,1.5,1
20,3.333,1
10,1,1
29,4.833,1
22,2,1
184,16.727,1
79,7.9,1
25,1.923,1
5,0.833,1
16,2,1
26,2.889,1
52,5.778,1
130,13,1
85,8.5,1
6,1.2,1
217,15.5,1
56,8,1
13,1.857,1
166,18.444,1
14,2.333,1
3,0.375,1
268,17.867,1
110,13.75,1
187,31.167,1
36,5.143,1
195,24.375,1
55,6.875,1
24,3,1
170,21.25,1
33,4.714,1
92,10.222,1
65,65,1
13,1.625,1
272,24.727,1
31,10.333,1
26,3.25,1
95,23.75,1
49,4.9,1
31,3.1,1
80,10,1
25,3.125,1
96,19.2,1
32,6.4,1
18,1.8,1
14,2.8,1
26,1.13,1
81,9,1
119,11.9,1
105,11.667,1
130,14.444,1
116,12.889,1
19,2.714,1
19,1.727,1
93,11.625,1
29,3.625,1
97,8.818,1
19,2.111,1
53,6.625,1
7,0.875,1
40,40,1
89,17.8,1
320,11.852,1
76,8.444,1
11,1.571,1
13,2.167,1
34,4.857,1
24,3.429,1
207,17.25,1
15,3,1
11,1.571,1
159,17.667,1
34,3.778,1
218,31.143,1
6,1.5,1
127,12.7,1
14,2,1
8,1,1
74,10.571,1
7,1,1
15,1.875,1
38,4.75,1
92,10.222,1
96,9.6,1
344,43,1
122,13.556,1
239,18.385,1
33,3.667,1
12,1.5,1
43,8.6,1
3,1,1
13,1.625,1
8,0.667,1
103,10.3,1
81,7.364,1
151,16.778,1
27,4.5,1
5,0.714,1
31,3.1,1
4,0.571,1
45,3.75,1
44,6.286,1
144,16,1
26,3.25,1
320,26.667,1
38,5.429,1
32,4.571,1
84,7.636,1
24,3,1
28,3.5,1
163,23.286,1
25,3.571,1
179,16.273,1
440,31.429,1
22,2.75,1
7,1,1
261,21.75,1
38,2.923,1
19,2.375,1
8,1.143,1
43,4.778,1
87,12.429,1
65,5.909,1
11,0.647,1
118,23.6,1
14,1.75,1
40,4.444,1
14,2,1
216,30.857,1
36,4,1
151,15.1,1
4,0.571,1
509,56.556,1
98,8.909,1
178,7.417,1
13,0.619,1
22,1.833,1
41,4.1,1
180,20,1
36,4,1
19,1.9,1
268,29.778,1
34,4.857,1
83,8.3,1
68,8.5,1
535,59.444,1
11,1.1,1
14,2,1
22,2.444,1
37,4.111,1
29,3.222,1
424,26.5,1
535,59.444,1
31,3.875,1
13,1.444,1
236,21.455,1
96,8.727,1
340,24.286,1
172,24.571,1
86,9.556,1
106,5.048,1
9,1.286,1
284,28.4,1
19,3.167,1
63,6.3,1
15,1.667,1
105,15,1
67,8.375,1
25,2.083,1
44,7.333,1
43,3.583,1
84,10.5,1
35,4.375,1
5,0.625,1
47,5.222,1
22,2,1
64,6.4,1
62,7.75,1
5,0.556,1
119,17,1
29,2.636,1
250,25,1
266,15.647,1
16,5.333,1
21,2.333,1
41,4.1,1
17,2.125,1
317,31.7,1
16,2.286,1
87,12.429,1
78,8.667,1
70,10,1
13,0.684,1
39,5.571,1
14,1.75,1
70,7.778,1
68,11.333,1
9,1.5,1
16,2.286,1
14,2,1
75,9.375,1
8,1.143,1
13,1.3,1
14,2.333,1
13,1.625,1
5,0.625,1
32,32,1
123,9.462,1
15,1.875,1
364,26,1
69,8.625,1
118,9.833,1
18,1.8,1
535,59.444,1
140,15.556,1
508,63.5,1
17,1.889,1
46,9.2,1
271,33.875,1
62,7.75,1
7,0.875,1
23,3.833,1
183,20.333,1
25,2.273,1
41,4.556,1
9,1.125,1
14,1.75,1
9,1,1
262,29.111,1
47,6.714,1
12,1.714,1
272,24.727,1
7,1,1
15,2.143,1
271,24.636,1
263,263,1
272,24.727,1
6,0.857,1
45,22.5,1
7,1,1
398,39.8,1
71,5.917,1
38,3.8,1
92,13.143,1
44,5.5,1
12,1.2,1
101,16.833,1
35,5,1
172,19.111,1
103,11.444,1
34,3.4,1
59,7.375,1
16,2,1
82,9.111,1
29,2.9,1
12,2.4,1
346,43.25,1
62,4.429,1
35,3.182,1
35,3.5,1
10,1.667,1
108,10.8,1
123,17.571,1
492,54.667,1
369,28.385,1
83,9.222,1
23,3.286,1
22,2.75,1
13,2.167,1
22,1.833,1
186,18.6,1
26,3.714,1
28,4.667,1
14,2,1
19,1.9,1
35,3.889,1
34,4.857,1
52,5.778,1
13,2.167,1
299,37.375,1
220,24.444,1
65,7.222,1
41,4.556,1
195,17.727,1
12,2,1
99,12.375,1
25,3.125,1
120,5,1
16,1.778,1
178,7.12,1
150,21.429,1
96,16,1
10,1.111,1
7,1.4,1
141,12.818,1
27,3.375,1
96,16,1
36,4,1
11,1.571,1
151,16.778,1
14,2,1
44,4.889,1
105,15,1
12,1.5,1
108,12,1
11,1.571,1
19,1.9,1
31,3.1,1
97,9.7,1
19,2.375,1
122,12.2,1
359,25.643,1
133,10.231,1
12,1.333,1
14,2,1
4,0.667,1
121,12.1,1
29,4.143,1
535,59.444,1
181,20.111,1
24,3.429,1
2,0.25,1
271,24.636,1
57,5.182,1
117,9.75,1
36,4,1
32,6.4,1
22,2,1
17,1.7,1
256,25.6,1
52,1.368,1
13,1.857,1
13,1.857,1
266,22.167,1
25,2.5,1
169,18.778,1
116,8.923,1
107,15.286,1
166,18.444,1
11,2.2,1
23,2.556,1
183,22.875,1
34,3.4,1
13,2.167,1
5,0.625,1
10,1.25,1
77,5.923,1
41,4.556,1
12,2.4,1
141,10.071,1
28,2.8,1
21,3,1
59,8.429,1
53,5.3,1
25,2.778,1
96,16,1
45,45,1
67,6.7,1
47,5.222,1
20,2.857,1
8,1.143,1
104,8.667,1
137,5.957,1
99,24.75,1
96,13.714,1
14,1.75,1
21,4.2,1
46,5.111,1
48,4.8,1
32,2.909,1
79,4.389,1
228,17.538,1
41,4.556,1
53,5.889,1
5,0.556,1
252,21,1
7,0.7,1
272,27.2,1
72,9,1
48,6.857,1
28,4,1
14,2,1
49,6.125,1
268,29.778,1
29,3.222,1
98,12.25,1
31,4.429,1
378,34.364,1
14,2.8,1
83,9.222,1
24,3,1
39,6.5,1
38,4.222,1
16,2.286,1
70,8.75,1
16,1.778,1
17,2.833,1
72,10.286,1
27,3,1
12,2.4,1
31,4.429,1
62,6.889,1
12,1.091,1
16,2.286,1
185,18.5,1
30,4.286,1
123,13.667,1
322,10.387,1
227,32.429,1
54,6.75,1
14,1.556,1
115,4.6,1
108,12,1
40,4.444,1
80,11.429,1
331,36.778,1
28,3.5,1
23,2.3,1
41,3.727,1
13,1.444,1
17,2.833,1
129,21.5,1
18,3.6,1
7,1.167,1
62,5.167,1
102,7.286,1
32,3.556,1
162,16.2,1
356,22.25,1
14,1.556,1
96,13.714,1
36,4,1
31,4.429,1
26,3.25,1
44,7.333,1
24,3,1
92,5.75,1
16,2,1
7,1.167,1
104,8,1
228,22.8,1
29,4.143,1
212,13.25,1
146,24.333,1
39,4.875,1
11,1,1
171,19,1
98,8.167,1
12,2.4,1
24,3,1
38,7.6,1
84,9.333,1
124,10.333,1
33,3.3,1
86,8.6,1
8,1,1
42,4.667,1
403,23.706,1
25,2.778,1
10,2,1
18,3,1
53,4.077,1
14,2,1
58,4.143,1
12,1.333,1
12,1.5,1
18,1.8,1
9,1,1
32,5.333,1
14,1.75,1
14,2,1
42,6,1
56,6.222,1
33,3.667,1
161,14.636,1
186,23.25,1
26,4.333,1
87,8.7,1
27,3,1
38,5.429,1
41,4.1,1
25,2.778,1
17,2.833,1
11,2.2,1
219,31.286,1
33,3.3,1
100,10,1
28,2.8,1
163,18.111,1
35,5,1
7,1.167,1
6,1.2,1
22,1.833,1
27,5.4,1
13,1.625,1
36,4.5,1
107,11.889,1
187,7.792,1
4,0.667,1
82,10.25,1
20,4,1
53,5.3,1
21,2.625,1
23,2.875,1
9,1.286,1
18,4.5,1
30,6,1
47,5.222,1
37,4.625,1
9,1.286,1
112,14,1
7,0.778,1
92,11.5,1
191,14.692,1
47,6.714,1
8,0.667,1
82,9.111,1
27,2.7,1
17,2.429,1
60,5.455,1
44,3.385,1
11,1.571,1
50,50,1
32,4,1
327,32.7,1
32,4.571,1
21,2.333,1
73,8.111,1
43,6.143,1
17,2.833,1
8,1.6,1
31,3.875,1
278,30.889,1
342,42.75,1
33,4.714,1
8,0.727,1
95,19,1
82,10.25,1
7,1.4,1
51,7.286,1
9,1.286,1
84,7,1
111,12.333,1
21,2.333,1
24,4.8,1
69,7.667,1
4,0.667,1
291,11.64,1
75,9.375,1
7,1.167,1
82,10.25,1
23,2.556,1
18,1.8,1
9,1.286,1
84,7.636,1
175,19.444,1
42,42,1
53,7.571,1
143,20.429,1
261,23.727,1
147,13.364,1
8,1,1
344,31.273,1
13,1.857,1
375,53.571,1
50,8.333,1
16,2.286,1
62,10.333,1
61,6.778,1
76,8.444,1
26,2.889,1
122,17.429,1
70,10,1
284,31.556,1
69,8.625,1
8,1.143,1
497,41.417,1
