@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,7,11'

@attribute Height numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
7,2,1
7,1.3,1
9,1.39,1
7,2.2,1
8,1.4,1
7,1.48,1
7,1.31,1
7,1.43,1
7,1.36,1
7,1.58,1
7,1.43,1
6,1.33,1
6,1.29,1
7,1.42,1
7,1.25,1
7,1.38,1
6,1.53,1
6,1.6,1
7,1.75,1
7,1.22,1
7,1.69,1
6,1.37,1
4,1.46,1
9,1.3,1
7,1.73,1
7,1.58,1
8,1.5,1
8,1.47,1
7,1.69,1
7,1.4,1
7,1.69,1
6,1.31,1
7,1.41,1
5,1.4,1
9,1.66,1
7,1.74,1
7,1.68,1
5,2.4,1
7,1.7,1
6,1.07,1
9,1.48,1
6,1.21,1
7,1.63,1
7,1.74,1
5,1.45,1
7,1.29,1
9,1.27,1
6,1.67,1
9,1.64,1
7,1.36,1
9,5.5,5
11,1.9,1
10,1.82,1
8,2.32,1
9,2.58,1
12,1.98,1
11,2.03,1
10,2.6,1
8,1.5,1
10,2.09,1
8,2.16,1
8,3,1
9,5.67,1
10,2.78,1
8,2.09,1
8,2.8,1
12,1.99,1
10,1.58,1
8,2.09,1
8,1.98,1
6,8,1
11,2.69,1
8,2.57,1
11,1.95,1
7,2.22,1
9,2.22,1
8,1.83,1
7,9,1
11,1.94,1
8,2.21,1
9,1.78,1
8,2,1
9,2.4,1
9,2.2,1
8,2,1
9,1.85,1
10,1.91,1
8,3.13,1
10,2,1
8,1.83,1
8,1.94,1
8,2.07,1
9,1.77,1
8,2.33,1
8,1.93,1
10,1.9,1
8,2.09,1
11,1.92,1
8,1.52,1
8,1.88,1
10,1.82,1
10,2.24,1
8,1.81,1
10,2.41,1
8,1.9,1
8,1.95,1
1,25,1
8,2.19,1
8,1.73,1
8,3.5,1
68,2.44,5
9,2.68,1
10,2.02,1
9,2.15,1
9,2.69,1
4,4,1
9,1.86,1
5,9,1
5,2.33,1
10,1.87,1
8,2.7,1
6,4.67,1
10,1.79,1
8,2.03,1
8,2.27,1
8,2.4,1
8,2.08,1
8,1.72,1
5,2.28,1
11,1.93,1
9,1.89,1
10,2.13,1
10,1.92,1
10,2.14,1
10,2.08,1
7,2.14,1
10,1.72,1
7,1.87,1
8,1.78,1
7,2.4,1
5,2,1
5,2.18,1
8,2.42,1
10,1.84,1
10,1.81,1
10,1.65,1
8,2,1
10,1.84,1
11,1.85,1
11,2.04,1
8,2.86,1
8,2.07,1
8,2.5,1
8,1.7,1
8,1.88,1
10,1.79,1
13,3.27,1
25,7.24,1
25,7.34,1
8,2.63,1
9,1.22,1
7,1.9,1
1,1.17,1
8,1.28,1
7,1.39,1
1,1.08,1
8,2.51,1
5,2.33,1
9,2.86,1
8,2.71,1
2,30,2
9,1.26,1
7,1.23,1
7,1.5,1
8,2.9,1
9,2.75,1
8,1.28,1
25,7.33,1
9,2.6,1
8,1.27,1
8,1.35,1
9,1.32,1
9,1.34,1
2,21.27,2
9,1.26,1
31,4.89,5
14,2.95,1
9,2.77,1
9,2.44,1
9,1.4,1
24,7.4,1
9,2.64,1
9,2.47,1
8,2.53,1
1,63,2
5,1.39,1
1,1.05,1
10,1.21,1
9,1.25,1
8,1.2,1
7,1.23,1
14,11.88,1
8,2.67,1
8,1.45,1
7,1.89,1
2,1.2,1
7,1.94,1
4,2.14,1
9,1.35,1
1,1.09,1
8,1.29,1
10,1.32,1
8,1.25,1
7,1.46,1
9,1.28,1
14,11.84,1
30,1.88,5
4,2.4,1
9,2.59,1
7,1.13,1
9,1.29,1
8,1.32,1
10,1.3,1
9,1.28,1
5,2.43,1
5,1.82,1
29,6.27,3
8,1.27,1
9,1.21,1
7,1.37,1
7,1.28,1
38,38,4
11,2.58,1
1,412,2
9,3.76,1
3,7,1
9,7.42,1
7,6.17,1
13,6.6,1
12,7.62,1
10,28,1
12,2.19,1
12,3,1
2,2.67,2
1,9,2
1,4.5,2
9,3.3,1
7,7,4
11,4.6,1
11,4.98,1
54,6.4,5
9,2.8,1
12,5.95,1
9,42,1
8,2.87,1
14,4.4,1
14,4.61,1
11,2.85,1
3,6.31,2
1,4,2
17,14.19,1
8,3.11,1
9,7,1
10,6.83,1
1,2.4,2
9,2.63,1
24,17.08,1
3,8,1
12,2.74,1
14,4.87,1
168,62.81,3
83,9.21,5
11,4.5,1
11,4.81,1
7,2.62,1
8,2.7,1
3,8,1
9,8.25,1
9,2.74,1
174,15.84,3
12,7.57,1
26,16.88,1
47,47,4
11,6.35,1
16,16,4
11,3,1
12,7.68,1
9,2.49,1
23,14.93,1
9,2.77,1
11,6.19,1
15,5.28,1
16,4.81,1
1,1.38,2
16,5.55,1
77,11.28,1
7,7.63,1
11,3.08,1
17,4.7,1
17,2.42,1
9,2.55,1
5,1.63,1
6,1.57,1
10,2.25,1
8,1.57,1
5,1.41,1
5,1.52,1
7,1.5,1
7,1.46,1
19,1.93,1
6,1.32,1
7,1.5,1
6,1.57,1
8,1.44,1
7,1.7,1
16,7.21,1
117,117,4
6,1.63,1
5,1.66,1
6,2.43,1
9,2.42,1
6,1.71,1
6,2.45,1
13,2.33,1
10,1.43,1
5,2.14,1
6,2.09,1
4,2.56,1
5,3.54,1
1,3,2
9,1.39,1
7,1.54,1
9,1.58,1
1,1.07,1
7,2,1
9,1.59,1
9,1.58,1
6,1.58,1
1,24.5,2
7,1.46,1
5,1.31,1
5,162,2
9,2.01,1
16,1.39,1
7,1.6,1
7,1.52,1
8,1.53,1
9,1.87,1
6,2,1
7,2.07,1
5,1.5,1
7,1.84,1
8,1.86,1
7,2.71,1
36,7.28,1
22,5.35,1
12,1.6,1
11,2.09,1
2,28.64,2
13,1.61,1
41,33.67,1
38,12.99,1
8,1.74,1
118,3.33,5
1,1.02,2
8,1.41,1
9,1.24,1
5,1.63,1
7,1.9,1
7,1.12,1
20,12.53,1
8,2.35,1
7,3.5,1
25,2.08,1
18,43.48,2
10,10,4
11,2.7,1
11,3.35,1
11,2.2,1
1,16,2
