@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,9,11'

@attribute Height numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
11,1470,1
11,2445,1
1,255,2
1,9,2
10,1577,1
8,465,1
13,2750,1
8,419,1
18,18,4
27,27,4
17,1666,1
1,94,2
13,1276,1
14,1804,1
14,3262,1
9,140,1
28,6057,1
9,132,1
13,2299,1
11,1791,1
7,20,2
9,806,1
11,742,1
16,1182,1
8,527,1
16,4204,1
17,4481,1
16,3276,1
11,209,1
4,8,4
11,3623,1
8,693,1
6,310,1
8,485,1
7,89,1
10,2022,1
9,1997,1
7,121,1
8,1280,1
7,337,1
5,441,1
17,152,1
6,296,1
7,520,1
3,1213,2
84,84,4
9,2011,1
9,1240,1
17,289,1
10,1896,1
5,397,1
7,310,1
10,2545,1
9,2003,1
6,493,1
6,385,1
6,462,1
7,537,1
9,500,1
6,331,1
5,366,1
63,1718,3
7,247,1
7,157,1
1,95,1
8,98,1
9,569,1
7,44,1
8,450,1
7,35,1
7,36,1
8,197,1
6,66,1
7,130,1
7,197,1
8,467,1
5,116,1
20,456,1
1,283,2
13,3363,1
10,124,1
1,69,2
14,3857,1
14,3307,1
1,199,2
7,55,1
9,1896,1
8,273,1
8,704,1
7,990,1
7,398,1
6,1400,1
8,2002,1
7,1712,1
9,276,1
9,38,1
11,892,1
2,44,2
14,1054,1
38,4199,1
1,70,2
1,14,2
9,1279,1
8,124,1
22,2539,1
