@relation page-blocks

@attribute Lenght numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
71,3.227,1
20,2.5,1
238,23.8,1
6,0.75,1
7,1,1
16,2.286,1
154,10.267,1
59,8.429,1
17,2.125,1
24,2.4,1
19,1.727,1
25,3.571,1
100,9.091,1
35,3.5,1
35,5,1
18,2.571,1
48,6.857,1
7,1.4,1
13,1.857,1
46,7.667,1
535,59.444,1
13,1.625,1
43,6.143,1
7,7,1
33,3.3,1
261,23.727,1
273,19.5,1
66,9.429,1
79,7.9,1
41,5.125,1
102,11.333,1
38,2.714,1
158,8.778,1
16,2.286,1
17,2.833,1
60,8.571,1
55,6.111,1
27,2.7,1
16,1.778,1
335,27.917,1
17,2.125,1
13,2.167,1
108,13.5,1
511,46.455,1
7,1,1
103,11.444,1
249,24.9,1
45,5,1
21,3,1
186,20.667,1
70,3.182,1
98,10.889,1
18,1.8,1
31,3.875,1
39,4.875,1
5,1,1
21,3.5,1
96,5.647,1
13,2.167,1
18,2.25,1
12,1.5,1
38,3.8,1
121,9.308,1
7,1,1
183,16.636,1
20,2.5,1
37,4.111,1
11,1,1
3,1,1
9,1.125,1
322,10.387,1
80,11.429,1
430,43,1
82,8.2,1
33,4.125,1
99,12.375,1
43,3.583,1
370,26.429,1
33,3.667,1
135,22.5,1
36,5.143,1
7,0.583,1
218,16.769,1
404,33.667,1
123,13.667,1
8,0.8,1
114,16.286,1
13,2.6,1
100,11.111,1
4,0.5,1
97,9.7,1
22,2.444,1
19,2.375,1
11,1.833,1
85,7.727,1
44,3.667,1
180,5.455,1
84,7,1
457,50.778,1
33,3.3,1
101,9.182,1
32,4,1
266,22.167,1
6,0.857,1
261,26.1,1
98,8.909,1
81,9,1
13,1.857,1
42,4.2,1
131,13.1,1
185,20.556,1
79,8.778,1
17,2.125,1
63,9,1
24,1.5,1
61,8.714,1
33,4.714,1
36,3.6,1
497,41.417,1
26,3.714,1
20,2,1
285,23.75,1
102,11.333,1
62,7.75,1
36,4.5,1
17,3.4,1
155,11.071,1
70,10,1
9,1.5,1
15,1.875,1
12,2,1
27,3.375,1
96,16,1
84,9.333,1
83,13.833,1
15,1.5,1
53,5.889,1
65,5.909,1
26,3.25,1
151,11.615,1
23,3.286,1
96,16,1
31,10.333,1
80,10,1
16,2,1
508,56.444,1
58,6.444,1
17,2.125,1
16,1.778,1
306,34,1
161,14.636,1
22,3.667,1
16,3.2,1
168,9.333,1
109,12.111,1
72,6,1
46,6.571,1
367,26.214,1
91,91,1
15,2.143,1
96,16,1
19,2.111,1
23,2.875,1
218,24.222,1
320,26.667,1
45,5.625,1
50,6.25,1
21,2.1,1
12,2,1
68,8.5,1
117,9.75,1
45,6.429,1
22,2.2,1
389,22.882,1
46,5.75,1
76,8.444,1
10,1.667,1
18,2.571,1
12,1.5,1
199,24.875,1
46,6.571,1
34,3.778,1
66,6.6,1
8,1.6,1
18,1.8,1
9,3,1
42,5.25,1
6,1.2,1
35,3.5,1
40,3.636,1
54,6,1
18,2.25,1
5,0.714,1
15,2.143,1
14,2,1
19,2.375,1
293,29.3,1
41,4.1,1
17,1.7,1
140,20,1
18,2,1
101,11.222,1
189,27,1
14,2,1
263,263,1
36,5.143,1
26,2.167,1
114,12.667,1
17,3.4,1
6,0.667,1
102,12.75,1
41,5.857,1
87,7.909,1
25,3.125,1
151,18.875,1
96,16,1
7,0.875,1
32,4,1
40,5.714,1
20,2.5,1
8,1,1
91,10.111,1
26,2.889,1
119,11.9,1
11,1,1
72,3.273,1
48,6.857,1
33,4.714,1
352,39.111,1
11,0.786,1
184,16.727,1
253,63.25,1
22,2.75,1
143,14.3,1
249,10.826,1
121,13.444,1
80,6.154,1
7,1.4,1
32,4,1
95,11.875,1
63,9,1
43,4.3,1
37,3.7,1
17,1.889,1
9,1.125,1
11,1.1,1
51,5.1,1
60,10,1
13,2.6,1
13,2.167,1
256,36.571,1
9,1.286,1
321,35.667,1
296,4.418,1
9,1.8,1
54,7.714,1
158,19.75,1
37,4.625,1
23,3.286,1
67,6.7,1
116,8.923,1
6,0.75,1
32,3.556,1
276,30.667,1
150,13.636,1
69,5.75,1
423,32.538,1
64,6.4,1
7,1.167,1
346,49.429,1
38,5.429,1
211,30.143,1
109,12.111,1
61,6.1,1
12,1.5,1
198,7.92,1
28,4,1
26,2.167,1
39,3.9,1
84,7.636,1
19,3.167,1
14,2,1
102,12.75,1
28,3.5,1
36,7.2,1
11,1.571,1
221,36.833,1
10,2.5,1
17,2.429,1
128,12.8,1
413,41.3,1
18,2,1
17,2.125,1
8,1.6,1
9,1.125,1
97,9.7,1
10,1,1
24,1.5,1
117,4.875,1
272,34,1
222,14.8,1
107,13.375,1
24,3,1
8,1.6,1
50,5,1
184,16.727,1
262,37.429,1
3,1,1
319,31.9,1
58,5.8,1
42,5.25,1
45,5,1
43,5.375,1
118,9.833,1
266,20.462,1
53,6.625,1
47,5.222,1
226,17.385,1
92,13.143,1
11,1.571,1
123,11.182,1
206,25.75,1
11,1.571,1
24,3,1
12,2.4,1
13,2.167,1
24,3.429,1
164,18.222,1
5,1,1
186,18.6,1
32,3.2,1
29,4.143,1
6,0.857,1
82,10.25,1
38,4.75,1
25,2.5,1
45,6.429,1
240,34.286,1
70,6.364,1
331,36.778,1
23,3.833,1
22,2.75,1
31,5.167,1
17,2.429,1
12,1.5,1
64,8,1
72,6,1
170,17,1
291,11.64,1
346,49.429,1
76,7.6,1
40,4,1
33,5.5,1
9,0.818,1
12,1.333,1
98,9.8,1
19,2.714,1
309,19.313,1
84,10.5,1
11,2.2,1
24,3,1
5,1,1
174,19.333,1
4,0.5,1
39,3.545,1
54,5.4,1
22,3.143,1
34,6.8,1
179,19.889,1
214,23.778,1
32,3.556,1
35,3.5,1
7,1.4,1
19,1.118,1
132,14.667,1
46,5.111,1
83,8.3,1
340,24.286,1
410,29.286,1
163,20.375,1
31,3.875,1
17,2.833,1
187,31.167,1
284,20.286,1
13,1.857,1
48,6,1
16,2.667,1
33,3.667,1
7,1.4,1
122,11.091,1
284,20.286,1
78,7.8,1
26,3.714,1
16,2.286,1
393,24.563,1
75,8.333,1
19,2.714,1
3,0.6,1
251,25.1,1
108,12,1
7,1.167,1
42,3.5,1
38,3.8,1
45,4.5,1
12,1.5,1
18,2.571,1
536,59.556,1
35,5,1
14,1.75,1
41,4.556,1
14,2.8,1
12,1.5,1
49,4.9,1
251,27.889,1
236,23.6,1
187,7.48,1
12,1.333,1
281,31.222,1
59,5.9,1
19,2.111,1
20,2.222,1
35,5,1
67,6.091,1
15,1.875,1
21,2.333,1
12,1.714,1
509,56.556,1
48,5.333,1
14,1.4,1
302,25.167,1
292,11.68,1
323,32.3,1
18,3.6,1
27,3,1
96,9.6,1
9,1.286,1
29,2.9,1
10,1.25,1
93,9.3,1
46,5.75,1
75,10.714,1
17,1.7,1
16,1.6,1
8,1,1
272,24.727,1
33,4.714,1
35,3.889,1
17,8.5,1
3,1,1
49,5.444,1
24,3.429,1
71,8.875,1
78,8.667,1
7,0.778,1
3,0.6,1
27,4.5,1
32,6.4,1
37,3.7,1
16,1.6,1
80,11.429,1
18,0.9,1
34,3.091,1
119,11.9,1
69,6.9,1
40,4.444,1
7,1.4,1
398,23.412,1
47,5.222,1
33,4.125,1
19,2.375,1
22,2,1
11,1.1,1
104,8,1
34,3.778,1
20,2.857,1
13,1.625,1
2,0.4,1
177,17.7,1
151,16.778,1
532,66.5,1
20,1.667,1
7,0.875,1
16,2,1
9,1.286,1
30,3.333,1
15,1.875,1
19,1.727,1
22,4.4,1
37,3.7,1
17,3.4,1
14,2,1
9,1.125,1
17,2.429,1
9,0.75,1
7,1.167,1
122,13.556,1
130,16.25,1
10,1,1
508,50.8,1
42,5.25,1
24,3,1
41,4.1,1
28,2.8,1
23,2.556,1
61,5.545,1
7,1,1
187,7.48,1
7,1.4,1
29,3.222,1
65,65,1
173,17.3,1
26,2.6,1
20,2.857,1
25,3.125,1
62,5.636,1
9,1.125,1
510,56.667,1
26,3.25,1
33,3.667,1
57,8.143,1
168,24,1
234,23.4,1
106,3.926,1
322,24.769,1
9,0.9,1
45,45,1
69,8.625,1
117,13,1
75,8.333,1
18,3,1
9,1.5,1
23,1.917,1
39,7.8,1
18,2.571,1
169,18.778,1
510,56.667,1
79,7.9,1
25,3.125,1
203,25.375,1
9,1.125,1
262,26.2,1
47,5.222,1
39,4.333,1
440,33.846,1
39,4.333,1
243,34.714,1
20,2.5,1
9,0.818,1
185,10.278,1
9,1.286,1
103,10.3,1
301,27.364,1
20,2,1
31,4.429,1
41,5.857,1
27,3.857,1
123,13.667,1
34,4.857,1
24,3,1
10,1.429,1
52,5.778,1
98,8.167,1
19,2.375,1
74,9.25,1
26,2.364,1
18,1.8,1
18,3.6,1
24,3.429,1
22,2.75,1
9,1.5,1
19,1.9,1
72,6,1
181,25.857,1
7,1.167,1
52,5.2,1
14,2,1
492,54.667,1
12,1.333,1
7,0.875,1
279,27.9,1
59,7.375,1
66,7.333,1
59,8.429,1
7,1.167,1
176,17.6,1
270,30,1
17,1.889,1
175,25,1
22,1.833,1
15,1.364,1
16,2,1
535,59.444,1
162,18,1
26,3.714,1
121,17.286,1
29,4.833,1
11,1.571,1
10,0.909,1
150,15,1
18,2.571,1
32,3.556,1
45,6.429,1
51,8.5,1
7,1.167,1
245,20.417,1
213,30.429,1
12,12,1
45,4.091,1
33,3.3,1
9,1.125,1
7,1.75,1
56,8,1
119,11.9,1
100,10,1
12,1.2,1
95,10.556,1
11,1.571,1
21,3,1
14,2,1
124,12.4,1
96,19.2,1
88,11,1
13,2.6,1
36,4.5,1
12,1.091,1
7,1,1
9,1.286,1
67,6.7,1
262,26.2,1
17,2.125,1
326,54.333,1
100,9.091,1
15,3,1
71,7.889,1
58,4.833,1
29,3.222,1
153,10.929,1
27,5.4,1
40,5,1
137,13.7,1
13,1.857,1
211,23.444,1
15,1.875,1
193,27.571,1
41,4.1,1
9,0.9,1
21,2.333,1
35,3.5,1
7,0.875,1
159,15.9,1
16,1.6,1
43,3.583,1
44,6.286,1
305,43.571,1
85,8.5,1
292,29.2,1
17,4.25,1
43,7.167,1
240,24,1
14,1.75,1
50,4.167,1
367,33.364,1
60,6,1
135,16.875,1
465,51.667,1
31,2.067,1
54,4.909,1
101,12.625,1
318,31.8,1
19,2.714,1
47,2.136,1
33,33,1
12,1.5,1
49,5.444,1
18,2.571,1
143,20.429,1
29,4.143,1
19,1.9,1
7,0.778,1
509,56.556,1
14,1.75,1
4,0.5,1
12,1.5,1
161,17.889,1
12,1.5,1
272,34,1
31,6.2,1
253,18.071,1
79,9.875,1
33,4.714,1
271,24.636,1
19,1.9,1
533,59.222,1
94,11.75,1
42,42,1
409,34.083,1
26,2.6,1
121,12.1,1
59,7.375,1
2,0.286,1
14,2.333,1
33,4.125,1
284,31.556,1
107,11.889,1
38,3.8,1
17,2.429,1
20,2,1
119,10.818,1
69,8.625,1
340,24.286,1
198,22,1
15,2.143,1
68,8.5,1
26,5.2,1
13,1.857,1
19,2.714,1
92,10.222,1
46,4.6,1
43,8.6,1
123,13.667,1
4,1.333,1
25,3.571,1
55,6.875,1
20,2.857,1
44,7.333,1
10,0.833,1
12,1.714,1
26,2.364,1
20,2.222,1
62,10.333,1
280,31.111,1
43,5.375,1
52,5.778,1
12,1.5,1
9,1.125,1
42,5.25,1
93,11.625,1
8,0.8,1
58,5.8,1
203,40.6,1
8,1.143,1
170,7.083,1
299,33.222,1
271,27.1,1
38,3.8,1
9,0.9,1
49,4.9,1
113,14.125,1
7,1.167,1
3,0.6,1
8,0.727,1
5,0.625,1
7,0.875,1
35,3.5,1
107,11.889,1
32,2.909,1
35,4.375,1
43,8.6,1
249,24.9,1
11,1.571,1
12,1.2,1
27,3.375,1
44,4.4,1
22,2.75,1
8,1,1
510,56.667,1
7,1.167,1
35,4.375,1
333,11.893,1
11,1.571,1
62,6.2,1
82,9.111,1
70,8.75,1
122,12.2,1
107,11.889,1
33,3.3,1
15,1.364,1
19,2.714,1
50,5.556,1
31,3.1,1
54,6.75,1
9,1.125,1
16,1.6,1
16,2,1
7,0.875,1
125,11.364,1
23,4.6,1
5,0.455,1
4,0.8,1
116,16.571,1
66,6.6,1
10,1,1
17,1.545,1
14,1.75,1
494,19.76,1
264,29.333,1
212,13.25,1
7,0.875,1
25,3.125,1
61,7.625,1
37,5.286,1
21,2.625,1
474,47.4,1
77,8.556,1
271,27.1,1
24,2.667,1
67,9.571,1
11,1.571,1
72,8,1
36,4,1
27,3.375,1
107,13.375,1
26,3.25,1
183,2.473,1
83,9.222,1
131,13.1,1
47,5.222,1
126,14,1
107,13.375,1
38,4.75,1
118,9.833,1
27,2.25,1
84,7,1
33,3.3,1
19,2.111,1
23,3.286,1
271,30.111,1
10,1.25,1
96,12,1
310,34.444,1
52,5.778,1
25,3.125,1
177,7.375,1
397,28.357,1
28,2.8,1
30,3.75,1
534,59.333,1
5,0.556,1
21,2.333,1
150,21.429,1
82,9.111,1
84,3.5,1
19,1.9,1
80,10,1
25,4.167,1
23,3.286,1
34,4.857,1
35,3.889,1
21,2.333,1
245,27.222,1
55,6.111,1
32,4,1
303,27.545,1
61,7.625,1
9,1.125,1
52,5.2,1
20,2,1
14,1.75,1
150,16.667,1
2,0.25,1
105,15,1
268,17.867,1
22,1.294,1
62,7.75,1
13,1.625,1
56,6.222,1
9,1.125,1
51,7.286,1
12,1.714,1
103,17.167,1
5,0.714,1
440,31.429,1
272,27.2,1
13,1.625,1
40,40,1
8,0.727,1
468,19.5,1
16,2.286,1
99,12.375,1
184,30.667,1
22,2.75,1
87,12.429,1
203,14.5,1
250,27.778,1
209,8.708,1
83,9.222,1
130,10,1
14,1.75,1
35,5,1
20,2.857,1
4,1,1
123,123,1
35,4.375,1
242,24.2,1
63,7.875,1
31,3.1,1
8,1.333,1
31,4.429,1
45,2.368,1
103,11.444,1
70,8.75,1
141,20.143,1
18,2,1
33,4.714,1
25,3.125,1
82,7.455,1
268,26.8,1
410,34.167,1
26,3.714,1
33,5.5,1
137,15.222,1
73,6.083,1
27,5.4,1
7,1.4,1
409,31.462,1
19,9.5,1
132,14.667,1
82,2.929,1
298,37.25,1
13,1.625,1
36,4,1
7,1.4,1
378,34.364,1
300,21.429,1
99,12.375,1
45,3.75,1
28,3.5,1
12,1.5,1
261,32.625,1
33,4.125,1
24,2.667,1
91,10.111,1
8,0.667,1
24,2.667,1
13,1.083,1
337,21.063,1
21,1.909,1
39,1.95,1
14,2.333,1
261,29,1
3,0.429,1
154,15.4,1
20,2.857,1
16,2.667,1
230,19.167,1
85,7.727,1
16,2.286,1
18,2.25,1
96,16,1
350,26.923,1
36,5.143,1
9,1.5,1
508,56.444,1
126,15.75,1
12,2,1
21,2.333,1
436,39.636,1
44,3.143,1
36,4,1
47,5.222,1
63,6.3,1
93,10.333,1
83,8.3,1
15,2.143,1
8,1.143,1
17,1.889,1
12,1.5,1
29,1.933,1
96,16,1
343,38.111,1
217,36.167,1
43,4.778,1
3,0.429,1
39,4.875,1
156,22.286,1
22,2.444,1
150,18.75,1
37,3.364,1
128,18.286,1
40,5,1
38,4.222,1
86,9.556,1
20,3.333,1
75,9.375,1
107,11.889,1
36,4.5,1
376,23.5,1
25,1.923,1
511,51.1,1
82,9.111,1
5,0.625,1
231,33,1
217,15.5,1
228,17.538,1
154,14,1
49,5.444,1
52,6.5,1
42,5.25,1
13,1.857,1
488,54.222,1
38,7.6,1
14,2.8,1
41,5.125,1
22,1.833,1
6,0.857,1
80,8.889,1
49,6.125,1
33,4.125,1
409,31.462,1
194,21.556,1
121,7.563,1
302,27.455,1
65,6.5,1
41,41,1
59,5.9,1
23,3.833,1
5,0.556,1
15,1.875,1
122,10.167,1
24,2.667,1
252,25.2,1
282,11.75,1
32,4.571,1
16,3.2,1
69,8.625,1
41,3.417,1
342,42.75,1
133,5.542,1
99,16.5,1
71,8.875,1
6,0.857,1
95,15.833,1
23,2.3,1
301,33.444,1
13,2.167,1
262,29.111,1
64,6.4,1
84,9.333,1
80,11.429,1
76,9.5,1
39,4.875,1
46,5.75,1
63,7,1
39,6.5,1
9,0.9,1
32,2.909,1
424,26.5,1
42,4.667,1
1,0.111,1
7,1.4,1
32,6.4,1
346,49.429,1
57,5.182,1
21,10.5,1
50,8.333,1
126,12.6,1
38,2.923,1
39,6.5,1
7,0.7,1
20,4,1
29,5.8,1
263,26.3,1
19,2.375,1
535,53.5,1
60,5.455,1
505,56.111,1
129,21.5,1
8,0.889,1
407,31.308,1
30,3.75,1
102,7.286,1
50,6.25,1
46,5.75,1
81,9,1
181,20.111,1
435,31.071,1
101,9.182,1
46,5.111,1
37,3.7,1
40,5,1
92,11.5,1
66,7.333,1
12,2.4,1
23,4.6,1
17,2.833,1
54,7.714,1
228,20.727,1
207,18.818,1
47,5.222,1
31,4.429,1
7,1.167,1
96,2.526,1
85,8.5,1
504,50.4,1
16,2.286,1
88,17.6,1
10,1.25,1
9,0.692,1
41,4.1,1
88,8.8,1
4,0.4,1
24,3,1
16,2,1
307,25.583,1
12,0.857,1
263,32.875,1
16,0.8,1
14,1.75,1
13,1.625,1
45,5,1
115,23,1
87,9.667,1
39,7.8,1
21,3,1
169,6.76,1
50,5,1
16,2.286,1
82,9.111,1
41,5.857,1
39,4.875,1
63,7,1
20,2.222,1
32,5.333,1
184,23,1
18,3,1
43,5.375,1
7,1.167,1
4,0.571,1
6,1.2,1
70,70,1
64,6.4,1
17,2.429,1
10,1.429,1
198,28.286,1
99,19.8,1
12,1.5,1
65,9.286,1
24,1.5,1
32,3.556,1
153,21.857,1
306,34,1
27,5.4,1
271,27.1,1
10,1.429,1
14,1.75,1
19,1.9,1
13,2.6,1
359,22.438,1
15,1.875,1
37,6.167,1
337,25.923,1
121,17.286,1
416,29.714,1
19,1.9,1
5,0.625,1
10,10,1
7,1,1
5,1,1
11,1.571,1
334,13.917,1
89,8.9,1
12,1.5,1
39,4.333,1
136,9.067,1
535,59.444,1
99,11,1
183,20.333,1
46,5.75,1
17,2.429,1
71,8.875,1
46,5.111,1
7,1,1
26,2.6,1
410,16.4,1
12,2.4,1
192,13.714,1
35,4.375,1
17,1.7,1
260,26,1
24,1.333,1
104,11.556,1
231,25.667,1
54,6.75,1
14,7,1
65,16.25,1
19,2.375,1
125,12.5,1
8,1.143,1
9,1.125,1
14,1.75,1
11,2.2,1
84,9.333,1
8,0.727,1
62,7.75,1
15,1.875,1
21,3,1
18,1.286,1
389,24.313,1
492,54.667,1
21,2.333,1
7,0.636,1
40,5.714,1
4,0.667,1
83,10.375,1
59,6.556,1
16,2.286,1
95,19,1
20,2.857,1
11,1.833,1
36,3.6,1
100,10,1
7,1.167,1
118,9.833,1
152,21.714,1
52,4.727,1
116,16.571,1
42,3.818,1
108,15.429,1
13,1.3,1
9,1.8,1
19,1.727,1
96,16,1
33,3.3,1
85,9.444,1
40,5,1
26,2.6,1
497,41.417,1
116,8.286,1
32,6.4,1
52,6.5,1
162,20.25,1
184,18.4,1
43,5.375,1
34,3.4,1
23,2.3,1
72,7.2,1
20,2.222,1
114,19,1
61,7.625,1
32,3.556,1
231,28.875,1
14,2.333,1
64,7.111,1
4,0.8,1
47,4.7,1
16,2.667,1
100,14.286,1
272,24.727,1
28,3.5,1
9,1.125,1
12,1.333,1
266,15.647,1
9,0.9,1
8,0.727,1
177,7.375,1
29,3.222,1
239,34.143,1
79,9.875,1
10,1.667,1
99,11,1
228,17.538,1
369,28.385,1
12,1.5,1
18,2.571,1
144,16,1
181,20.111,1
262,23.818,1
29,4.833,1
172,28.667,1
43,5.375,1
9,1.5,1
89,7.417,1
94,8.545,1
47,6.714,1
86,9.556,1
19,1.9,1
45,5,1
21,2.333,1
12,0.857,1
510,56.667,1
28,1.474,1
72,3.273,1
9,1.125,1
252,21,1
278,30.889,1
95,11.875,1
82,10.25,1
29,3.625,1
18,1.8,1
15,1.875,1
282,28.2,1
39,6.5,1
55,6.111,1
9,9,1
115,4.6,1
11,1.833,1
5,0.556,1
510,51,1
18,1.8,1
130,14.444,1
14,2,1
57,5.182,1
20,4,1
96,10.667,1
96,19.2,1
87,8.7,1
262,26.2,1
64,8,1
34,3.778,1
375,28.846,1
37,4.111,1
8,0.889,1
108,10.8,1
41,4.556,1
80,8,1
96,8.727,1
62,7.75,1
32,5.333,1
17,2.429,1
11,1.571,1
54,6,1
8,2.667,1
141,12.818,1
39,3.9,1
44,11,1
98,12.25,1
215,21.5,1
43,6.143,1
43,4.3,1
83,6.385,1
534,59.333,1
143,20.429,1
11,1.571,1
16,2.286,1
