@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,7,11'

@attribute Height numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
9,1.58,1
8,1.66,1
1,1.07,1
7,1.52,1
1,20,2
7,1.69,1
7,1.5,1
9,1.46,1
8,1.47,1
1,1.14,1
6,1.66,1
8,1.48,1
8,1.39,1
7,1.59,1
7,1.54,1
7,2.11,1
1,44.5,2
3,27.15,2
10,2.6,1
11,1.94,1
10,2.4,1
3,13.7,2
9,2.63,1
1,8,2
13,1.78,1
5,18,1
8,1.83,1
9,1.34,1
2,1.5,2
158,8.24,5
9,1.66,1
7,1.27,1
11,7.35,5
9,1.49,1
7,1.3,1
1,1.04,2
7,1.56,1
7,1.55,1
7,1.5,1
8,1.54,1
5,1.33,1
7,1.26,1
5,1.14,1
5,2,1
8,19.6,1
10,4,1
1,138,2
9,2.13,1
2,4.5,2
2,3.4,2
11,4.73,1
1,158,2
1,197,2
60,3.91,1
11,1.52,1
11,4.13,1
