@relation phoneme

@attribute Aa numeric
@attribute Dcl numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.635,0.796,0.201,0
0.593,0.632,0,0
0.177,1.328,-0.209,0
0.205,1.363,-0.177,0
2.869,0.523,-0.134,0
0.81,-0.303,-0.087,0
0.597,-0.607,-0.192,0
3.66,0.357,-0.11,0
0.53,-0.541,0.129,0
0.864,-0.241,0.097,0
0.466,1.778,-0.202,0
1.123,-0.331,-0.174,0
0.692,-0.529,0,0
0.832,-0.599,0.314,0
0.311,0.423,-0.113,0
0.197,1.924,-0.48,0
0.552,-0.539,-0.144,0
0.361,1.085,-0.341,0
0.762,-0.482,0.187,0
0.12,0.575,-0.634,0
1.121,-0.142,0.091,0
0.152,1.225,0,0
0.479,2.076,-0.247,0
2.45,-0.162,0.082,0
0.764,-0.448,-0.132,0
0.094,1.107,-0.789,0
0.508,-0.498,-0.159,0
0.305,-0.338,-0.088,0
0.421,2.305,0.344,0
2.198,0.513,-0.529,0
0.71,-0.557,0,0
0.976,2.104,0.368,0
0.229,1.965,0,0
1.4,0.361,0.144,0
0.105,1.282,-0.709,0
1.089,1.117,0.85,0
0.421,0.677,0.195,0
0.401,1.93,-0.434,0
2.822,-0.097,-0.062,0
1.706,-0.259,-0.075,0
0.808,-0.586,-0.26,0
1.2,-0.232,0.101,0
0.239,0.397,1.064,0
0.231,1.438,-0.489,0
0.189,1.156,0,0
0.603,-0.558,-0.384,0
0.85,-0.238,-0.051,0
0.229,0.848,-0.24,0
0.874,-0.282,-0.108,0
1.4,0.296,-0.166,0
-0.211,0.598,0,0
3.287,0.511,-0.245,0
0.594,0.636,-0.508,0
0.701,-0.513,-0.126,0
2.186,-0.367,-0.085,0
2.21,0.387,-0.245,0
0.982,-0.574,0.168,0
0.738,-0.297,-0.118,0
0.081,0.553,0,0
0.498,-0.608,0,0
0.773,-0.344,-0.115,0
0.205,0.782,-0.534,0
0.773,-0.662,-0.14,0
0.901,0.829,-0.148,0
0.214,2.404,0.513,0
1.654,0.68,0.826,0
0.193,1.384,-0.593,0
0.246,1.911,-0.597,0
2.235,0.341,0.617,0
0.388,-0.429,-0.127,0
2.367,0.158,-0.06,0
3.05,1.256,-0.115,0
0.094,0.561,-0.46,0
0.43,1.02,-0.746,0
0.184,1.764,0,0
0.87,-0.472,-0.127,0
0.34,0.536,-0.137,0
0.107,0.376,1.125,0
0.187,1.791,0,0
1.163,0.643,-0.202,0
0.735,1.539,-0.208,0
0.189,0.612,0.987,0
0.637,0.826,-0.135,0
-0.993,-0.294,-0.112,0
0.944,0.308,0.072,0
1.191,-0.432,0.223,0
3.436,-0.111,0.069,0
0.568,1.506,0,0
0.35,2.361,0.566,0
2.31,0.38,0.071,0
-0.32,1.347,-0.47,0
0.87,0.874,-0.154,0
0.154,0.484,0,0
0.716,1.443,-0.201,0
0.165,1.256,-0.198,0
2.763,0.479,-0.163,0
2.836,-0.132,0.106,0
3.336,0.14,0.081,0
1.997,-0.407,0.533,0
1.26,-0.122,0.109,0
0.533,0.944,0,0
2.602,-0.144,0.119,0
0.417,-0.364,0,0
0.834,-0.347,-0.12,0
1.957,-0.279,-0.102,0
0.344,2.33,-0.283,0
1.654,0.68,0.826,0
0.586,2.095,-0.313,0
0.126,1.238,0,0
0.257,2.417,1.29,0
0.327,1.152,-0.517,0
0.157,0.792,1.984,0
1.386,-0.23,0.095,0
0.165,1.947,-0.228,0
2.511,-0.241,0,0
0.254,1.015,1.433,0
0.271,-0.485,-0.14,0
2.092,0.318,-0.067,0
0.448,-0.403,-0.09,0
0.912,-0.28,-0.067,0
1.636,1.094,-0.172,0
0.402,1.656,-0.363,0
0.57,1.336,1.309,0
0.384,2.268,0,0
2.841,0.273,-0.079,0
0.223,1.34,-0.238,0
1.047,-0.447,0.942,0
0.327,0.575,-0.096,0
0.121,0.467,-1.052,0
0.749,1.538,-0.219,0
0.482,2.547,-0.287,0
1.786,0.394,-0.125,0
0.519,-0.407,-0.095,0
0.355,2.572,-0.272,0
1.578,-0.495,-0.104,0
0.365,-0.279,-0.091,0
2.741,1.029,-0.117,0
0.146,1.573,0,0
0.144,2.303,-0.535,0
0.883,-0.443,-0.483,0
0.718,1.589,0.572,0
1.311,-0.433,-0.252,0
0.262,2.382,-0.416,0
0.119,0.627,0.934,0
0.091,0.613,0.868,0
3.144,0.164,-0.114,0
3.13,0.201,-0.038,0
0.073,0.324,0,0
0.816,0.197,0.085,0
0.659,1.744,-0.268,0
2.013,-0.487,0.291,0
1.634,0.12,-0.173,0
0.471,2.076,-0.378,0
3.209,0.242,-0.28,0
-0.089,-0.289,-0.266,0
0.67,-0.283,-0.075,0
0.461,0.667,-0.095,0
-0.221,-0.621,-0.171,0
2.666,0.188,-0.079,0
0.608,-0.436,-0.268,0
0.986,1.92,0,0
0.234,2.599,0.549,0
0.682,1.237,-0.517,0
0.111,1.359,-0.662,0
0.947,0.745,-0.224,0
2.063,-0.167,0.107,0
0.437,1.163,-0.29,0
0.235,2.537,1.184,0
1.481,0.527,-0.19,0
0.121,0.328,1.973,0
0.418,-0.509,-0.151,0
0.58,1.087,0,0
1.909,0.26,-0.074,0
0.333,1.533,0,0
1.037,-0.368,-0.101,0
0.723,1.512,-0.17,0
0.555,-0.546,-0.174,0
1.625,0.389,0.125,0
1.15,-0.45,0.548,0
1.179,-0.231,-0.064,0
0.674,1.718,-0.205,0
2.531,0.64,-0.337,0
0.859,0.362,-0.187,0
0.996,0.307,-0.103,0
0.226,2.176,-0.352,0
2.236,0.45,-0.23,0
0.267,0.677,1.49,0
0.508,0.67,0.237,0
0.573,1.713,0.487,0
2.996,0.134,-0.032,0
0.621,-0.436,-0.103,0
0.794,0.782,0.12,0
2.539,-0.263,0.269,0
3.802,0.153,-0.055,0
1.347,-0.186,0,0
0.158,0.389,1.464,0
1.033,-0.258,-0.084,0
1.723,-0.377,0.723,0
1.887,-0.323,-0.11,0
0.533,0.629,-0.1,0
2.522,0.192,-0.051,0
1.334,1.236,0.682,0
0.202,2.04,0,0
1.607,-0.381,0.163,0
0.159,1.135,0,0
0.403,-0.784,0,0
3.258,0.207,0.648,0
0.165,0.467,0,0
0.456,1.872,-0.293,0
2.146,0.159,-0.139,0
3.505,0.334,0.126,0
0.23,-0.395,-0.12,0
2.287,0.215,-0.085,0
0.743,1.672,0.594,0
1.84,0.246,-0.101,0
0.236,2.107,-0.514,0
0.435,1.477,0,0
-0.165,1.261,0.366,0
2.766,1.166,0.269,0
1.392,-0.259,0.09,0
1.004,0.606,-0.397,0
0.249,1.175,0,0
1.169,-0.529,0.488,0
0.273,1.515,0.411,0
0.729,-0.436,0.165,0
2.084,0.883,0.154,0
0.825,0.192,0.085,0
0.52,1.208,-0.195,0
2.848,1.285,-0.125,0
0.085,0.443,-0.792,0
0.764,-0.449,-0.132,0
2.509,1.68,-0.146,0
0.58,2.133,0.541,0
0.372,1.904,0.809,0
0.812,2.242,0.405,0
1.022,-0.248,0.11,0
2.32,0.329,-0.075,0
0.782,1.536,0,0
0.318,1.373,-0.238,0
0.476,-0.447,0,0
0.139,0.803,1.075,0
0.267,1.753,-0.25,0
2.763,0.157,-0.06,0
0.743,1.955,0.343,0
0.197,2.061,-0.299,0
0.218,2.677,0,0
1.396,-0.475,0.98,0
0.348,-0.397,-0.383,0
0.389,0.755,1.173,0
0.304,0.555,-0.107,0
0.169,0.678,-0.651,0
2.686,-0.113,0.082,0
0.544,0.933,0.355,0
-0.12,1.366,-0.285,0
1.093,-0.366,0.511,0
0.189,2.21,0.507,0
2.662,0.444,-0.295,0
0.493,0.537,-0.415,0
0.286,2.168,0.553,0
0.364,2.071,-0.32,0
0.229,0.634,0,0
1.963,-0.332,0.102,0
0.24,2.387,-0.297,0
1.796,0.135,-0.144,0
3.773,-0.128,-0.065,0
1.364,-0.341,-0.075,0
2.307,-0.279,-0.087,0
0.133,1.496,0,0
2.995,-0.242,-0.069,0
0.302,-0.561,0.196,0
0.135,1.343,0,0
0.698,0.826,-0.158,0
0.138,1.175,0,0
0.985,-0.277,0.113,0
1.565,1.299,0.559,0
2.428,0.294,0.441,0
1.84,0.245,-0.101,0
0.647,0.776,-0.599,0
0.086,0.272,-0.367,0
0.548,0.957,-0.201,0
1.439,-0.531,-0.103,0
0.571,1.29,-0.155,0
1.254,-0.44,0.165,0
1.601,-0.298,-0.073,0
1.91,-0.21,-0.062,0
0.249,3.108,0,0
2.956,1.436,-0.128,0
0.343,0.602,0.138,0
0.377,1.817,-0.38,0
0.118,0.41,1.363,0
2.078,-0.145,0.084,0
3.432,0.137,-0.053,0
1.461,0.384,0.149,0
-0.197,0.723,0,0
3.347,0.237,-0.18,0
0.252,3.111,0,0
0.776,-0.549,0.145,0
3.092,-0.131,-0.051,0
0.608,-0.689,-0.151,0
2.534,0.641,-0.339,0
0.371,2.799,0,0
0.071,0.521,0.422,0
1.223,-0.336,0.235,0
0.266,-0.48,1.022,0
0.044,0.313,-0.43,0
-0.385,-0.293,-0.069,0
1,0.35,-0.164,0
0.109,1.242,-0.446,0
3.167,-0.143,-0.063,0
0.135,-0.691,1.761,0
0.145,2.319,-0.559,0
0.651,0.991,-0.228,0
1.471,0.444,-0.226,0
0.121,0.588,-0.652,0
0.189,2.646,0.382,0
0.35,1.252,-0.211,0
0.87,-0.661,-0.139,0
0.388,2.328,-0.296,0
3.172,-0.207,-0.056,0
0.061,0.403,1.194,0
1.446,-0.28,0.12,0
1.496,-0.356,0.746,0
1.21,-0.232,-0.092,0
0.231,1.936,-0.497,0
0.053,0.194,0,0
0.129,0.893,0,0
1.258,0.45,1.599,0
0.212,1.895,0,0
0.308,1.352,-0.234,0
0.237,2.037,1.198,0
0.252,3.149,-0.404,0
0.104,1.126,-0.371,0
0.218,0.742,-0.224,0
2.935,0.732,-0.075,0
1.037,-0.256,0.097,0
0.158,0.944,-0.531,0
0.442,0.851,-0.275,0
0.136,0.46,0.73,0
0.502,0.845,-0.158,0
0.316,1.043,-0.539,0
0.362,2.35,0,0
0.735,1.014,0.216,0
0.641,-0.526,-0.144,0
2.115,0.919,0.148,0
2.072,-0.11,-0.082,0
0.791,-0.418,-0.188,0
1.545,0.575,0.423,0
0.592,-0.353,0.158,0
0.226,0.719,0,0
0.556,1.234,-0.238,0
2.508,0.485,0.299,0
0.589,1.737,-0.557,0
2.747,-0.119,0.05,0
0.151,2.353,0,0
1.222,-0.186,-0.054,0
1.583,-0.478,-0.109,0
0.378,1.078,0,0
0.277,2.228,0.551,0
0.115,-0.433,0,0
0.333,-0.486,0.191,0
0.58,-0.342,0.153,0
0.309,0.725,-0.229,0
2.168,0.842,-0.195,0
-0.103,1.762,-0.424,0
0.291,2.308,-0.369,0
0.388,2.533,-0.546,0
0.644,-0.322,0.136,0
1.483,0.666,0.707,0
0.495,0.691,-0.155,0
1.171,-0.216,0.087,0
0.066,0.353,2.136,0
0.414,0.941,-0.258,0
3.226,0.15,0.073,0
0.349,-0.418,-0.091,0
0.56,0.739,0.2,0
0.536,-0.604,-0.356,0
0.526,-0.557,0,0
2.393,-0.094,0.043,0
0.22,2.32,-0.359,0
0.176,0.679,0,0
2.348,0.143,-0.064,0
1.288,0.123,0.106,0
2.441,0.14,-0.065,0
0.283,0.535,-0.119,0
1.141,0.885,0,0
0.349,1.384,0.304,0
0.455,0.878,0,0
0.228,1.264,0.246,0
0.598,1.005,1.555,0
0.716,-0.412,0.504,0
1.492,-0.142,0.082,0
0.757,-0.42,-0.212,0
1.362,0.486,-0.277,0
0.245,2.375,0.457,0
2.724,0.192,-0.084,0
0.595,-0.345,-0.084,0
0.374,1.206,-0.215,0
0.164,1.122,-0.614,0
0.159,2.185,-0.428,0
0.343,2.263,0,0
3.054,0.275,-0.238,0
0.801,1.081,0,0
1.288,-0.359,0.175,0
0.255,2.834,0,0
0.265,0.992,0,0
1.517,0.444,-0.18,0
0.249,2.355,0,0
0.391,2.268,0,0
0.139,2.266,-0.61,0
-0.084,1.053,0,0
1.509,0.539,-0.333,0
0.104,1.077,0,0
2.459,0.129,0.061,0
3.027,0.164,-0.113,0
0.09,0.43,1.135,0
0.639,1.741,-0.247,0
0.078,0.424,-0.853,0
1.219,-0.417,0.156,0
2.761,0.185,-0.075,0
0.456,1.554,-0.364,0
2.799,-0.243,-0.236,0
0.524,0.931,-0.194,0
0.274,0.992,0,0
1.207,-0.208,-0.055,0
0.584,0.586,-0.144,0
0.912,-0.159,0.107,0
0.311,-0.493,0,0
0.716,0.852,0.132,0
0.269,0.86,1.974,0
2.452,0.222,-0.061,0
2.303,0.682,0.19,0
0.18,2.27,0,0
0.972,-0.232,0.101,0
0.441,-0.321,-0.096,0
3.287,0.277,-0.201,0
1.526,-0.374,0.867,0
0.14,0.563,1.222,0
1.172,-0.32,0.128,0
-0.111,1.457,0,0
1.95,0.495,0.503,0
0.477,1.616,-0.166,0
1.378,0.484,0.229,0
2.131,0.448,0.656,0
0.366,0.828,-0.202,0
2.852,-0.104,-0.046,0
0.201,1.387,-0.177,0
0.27,0.949,0.219,0
0.227,1.339,-0.671,0
3.132,-0.134,-0.066,0
3.259,0.176,-0.066,0
0.068,0.47,0,0
-0.193,0.942,0,0
1.585,-0.207,0.132,0
0.155,0.628,1.369,0
0.176,2.473,0,0
0.331,2.153,-0.278,0
0.3,1.661,-0.214,0
0.334,0.958,-0.879,0
0.088,0.34,0,0
0.922,-0.391,0.186,0
1.952,0.188,-0.149,0
1.677,0.522,-0.206,0
-0.188,2.108,-0.332,0
1.103,-0.123,-0.059,0
0.499,1.685,0,0
-0.163,-0.732,-0.684,0
0.309,-0.477,-0.168,0
0.408,1.91,-0.244,0
0.514,-0.689,-0.183,0
0.259,0.988,0.246,0
0.253,-0.521,0.166,0
0.629,-0.606,-0.158,0
-0.188,2.054,-0.373,0
2.065,-0.153,0.041,0
2.331,-0.107,-0.052,0
0.254,-0.5,-0.376,0
3.183,-0.099,0.057,0
0.757,0.535,-0.099,0
0.166,2.163,-0.398,0
-0.645,-0.393,-0.124,0
0.265,2.753,0,0
0.261,1.21,0,0
1.017,-0.393,-0.138,0
0.577,-0.435,-0.349,0
0.19,1.586,0,0
0.832,-0.573,0.305,0
3.126,0.232,0.524,0
0.246,1.836,0.48,0
0.404,2.575,-0.295,0
0.832,0.552,0.156,0
0.422,-0.51,-0.133,0
0.328,1.964,-0.247,0
0.219,2.676,-0.438,0
0.075,0.311,0,0
2.097,-0.092,-0.047,0
2.504,0.21,-0.066,0
1.132,-0.221,0.087,0
1.351,1.044,-0.183,0
0.239,2.657,0.544,0
0.29,1.429,0,0
0.18,1.254,-1.007,0
0.235,2.033,-0.266,0
2.663,-0.117,0.063,0
0.258,1.885,0,0
3.909,-0.13,0.057,0
1.061,-0.56,-0.191,0
0.918,-0.161,-0.044,0
3.041,-0.265,-0.179,0
0.247,0.687,0.163,0
0.427,0.576,-0.123,0
0.154,0.452,1.742,0
1.782,-0.151,0.081,0
-0.114,-0.379,0,0
0.273,1.041,-0.411,0
0.268,1.212,0,0
1.482,-0.55,-0.117,0
0.4,-0.563,-0.152,0
3.75,0.24,-0.071,0
0.542,-0.316,0.116,0
0.163,0.431,0.982,0
0.353,-0.549,-0.279,0
0.42,-0.373,0.49,0
1.107,-0.338,-0.081,0
0.25,2.634,0.611,0
0.415,2.727,-0.323,0
0.128,0.52,0,0
0.277,2.468,-0.41,0
0.279,2.555,0,0
0.463,-0.63,0.991,0
0.182,0.858,-0.485,0
1,0.89,-0.599,0
1.302,-0.383,-0.102,0
2.259,-0.264,-0.08,0
0.079,0.331,0.598,0
0.494,1.245,-0.188,0
2.744,1.465,-0.129,0
3.47,0.425,-0.062,0
0.619,-0.579,-0.163,0
-0.082,1.385,-0.912,0
1.592,0.581,-0.11,0
1.162,-0.121,-0.051,0
0.128,0.582,-0.626,0
0.708,-0.545,0,0
0.321,2.036,-0.398,0
0.279,1.856,0,0
0.473,-0.413,-0.099,0
2.473,0.206,-0.063,0
2.433,0.251,-0.309,0
0.296,0.962,-0.172,0
0.321,2.141,-0.275,0
0.114,1.26,0,0
1.031,-0.311,-0.413,0
0.815,-0.29,-0.304,0
0.354,0.552,-0.115,0
0.266,1.111,-0.38,0
0.334,2.589,-0.544,0
0.823,-0.414,-0.225,0
0.764,0.915,-0.179,0
0.842,-0.46,-0.123,0
-0.058,-0.48,-0.163,0
2.416,-0.137,-0.035,0
1.236,-0.356,-0.107,0
0.607,1.618,-0.205,0
1.663,-0.168,0.086,0
0.338,1.821,0.997,0
1.129,-0.224,-0.056,0
1.678,0.522,-0.206,0
0.17,0.82,0,0
0.212,0.907,0,0
0.32,-0.428,-0.139,0
0.41,1.072,-0.289,0
1.048,-0.333,0.118,0
0.816,0.507,0,0
0.992,-0.294,-0.11,0
0.749,0.938,-0.376,0
2.17,0.274,-0.124,0
3.399,-0.143,-0.047,0
2.982,1.35,-0.234,0
0.134,1.628,0.56,0
2.318,-0.356,-0.285,0
0.16,1.933,-0.261,0
0.175,1.442,-0.184,0
0.172,1.622,0,0
0.519,2.438,-0.309,0
0.312,1.637,-0.423,0
3.5,0.161,-0.085,0
2.76,0.185,-0.075,0
0.634,-0.59,-0.329,0
3.381,0.22,0.565,0
0.419,0.851,-0.148,0
0.117,0.554,1.095,0
1.988,0.184,0.128,0
0.864,1.147,-0.152,0
0.456,1.208,0,0
3.227,-0.127,-0.039,0
0.216,2.018,0.715,0
0.371,1.549,-0.474,0
2.437,0.43,0.309,0
0.279,0.865,-0.118,0
2.971,1.235,-0.114,0
0.173,0.788,-0.38,0
2.521,-0.107,-0.068,0
0.271,2.694,0.656,0
1.568,-0.223,-0.079,0
1.164,-0.419,-0.265,0
0.083,0.349,1.321,0
0.38,1.04,0,0
0.233,1.178,0.843,0
0.545,-0.483,-0.151,0
0.256,0.877,-0.706,0
0.519,1.445,0,0
0.25,2.859,0,0
0.518,-0.303,-0.073,0
3.619,-0.146,-0.065,0
0.412,1.979,-0.241,0
2.039,0.166,0.102,0
0.559,1.509,-0.272,0
3.724,-0.128,-0.061,0
0.227,2.302,-0.354,0
-0.129,2.569,-0.416,0
1.065,-0.349,0.126,0
0.142,1.504,0,0
2.317,1.688,0.269,0
1.149,-0.174,-0.047,0
0.181,2.053,-0.25,0
