@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R1,3,5-6'

@attribute Aa numeric
@attribute Dcl numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.524,1.94,0.653,0
0.369,1.396,-0.282,0
0.523,-0.731,0,0
1.203,-0.356,-0.108,0
0.561,-0.613,-0.175,0
3.542,0.413,-0.055,0
0.115,0.523,0.731,0
0.981,-0.337,-0.161,0
0.536,2.354,-0.347,0
0.242,-0.247,1.571,1
2.158,-0.128,0.11,0
0.363,-0.383,0.169,0
0.226,1.624,0,0
0.243,0.455,1.067,1
0.385,0.828,0.466,0
0.211,1.101,0,0
0.749,0.543,-0.331,0
2.602,0.131,0.059,0
0.13,0.507,0.985,0
0.68,-0.532,0,0
0.136,0.56,0,0
0.11,0.735,0,0
0.154,0.93,-0.542,0
0.83,-0.46,0,0
0.334,0.905,0.785,1
1.21,-0.493,-0.15,0
0.221,0.865,0,1
0.172,0.524,0,1
0.169,1.468,-1.017,0
0.179,0.715,-0.77,0
0.411,1.7,0,1
1.781,-0.209,0.086,0
0.301,-0.281,-0.095,0
0.152,0.796,0,0
0.39,2.949,-0.313,0
3.397,0.183,-0.059,0
0.412,2.093,-0.578,0
3.496,0.275,-0.239,0
0.167,0.467,1.807,0
0.16,0.508,1.006,1
0.479,-0.35,-0.1,0
0.65,-0.387,0.181,0
3.129,1.415,-0.13,0
0.255,0.547,0,1
2.026,0.429,0.615,0
-0.114,-0.379,0,0
3.05,1.256,-0.115,0
0.554,0.879,1.205,0
1.962,0.268,-0.079,0
0.577,-0.656,-0.164,0
0.205,1.484,1.718,1
1.077,-1.057,1.241,1
1.393,1.684,-0.158,1
0.679,1.022,-0.432,0
2.134,-0.137,0.104,0
0.398,-0.485,0.293,0
0.174,1.782,-0.627,1
0.179,1.834,0,0
2.404,-0.118,0.045,0
0.226,0.709,0.945,1
0.268,1.794,-0.269,0
0.076,1.138,0,0
0.446,2.199,1.199,1
0.16,1.513,-0.462,1
0.142,0.624,0,1
0.31,0.86,0.689,1
3.5,-0.182,-0.032,0
0.66,-0.544,0.15,0
0.184,1.415,-0.626,0
0.075,1.007,-0.832,1
3.21,-0.182,-0.06,0
2.911,0.201,0.079,0
-0.104,-0.816,0,1
0.501,-0.55,0.375,0
1.336,1.238,0.683,0
0.87,0.731,0.851,1
0.238,0.718,0,0
0.502,0.912,0.547,1
0.724,0.685,-0.373,0
0.524,-0.506,0,0
-0.193,0.942,0,0
0.538,1.581,-0.267,1
0.176,0.679,0,0
0.859,0.362,-0.187,0
1.177,1.634,0.273,1
0.061,0.131,0,0
0.288,-0.434,0.164,0
2.819,0.188,0.108,0
0.202,1.494,1.14,1
0.636,1.915,0.725,1
0.202,0.528,-0.81,1
0.908,1.949,-0.504,1
0.816,-0.45,-0.113,0
0.121,0.396,0,0
0.513,1.385,0.257,0
0.887,-0.274,-0.14,0
0.433,0.945,-0.23,1
3.466,-0.134,0.077,0
0.119,0.373,0,1
0.696,1.702,0,1
0.108,0.524,1.707,0
0.208,1.253,-0.738,1
0.511,1.832,-0.397,1
0.755,0.829,0.604,1
0.096,0.513,0,0
0.785,1.235,0.367,1
1.103,2.839,-0.248,1
0.383,2.238,0.544,0
0.597,-0.506,-0.162,0
0.474,0.957,-0.634,1
0.334,0.978,1.297,1
0.302,2.032,1.408,1
3.336,0.14,0.081,0
0.883,1.275,0.691,0
0.308,-0.458,-0.122,0
0.327,0.575,-0.096,0
0.145,1.784,0,0
0.174,2.382,1.723,1
1.532,0.457,-0.155,0
0.198,1.442,-0.181,0
0.187,0.393,-0.748,1
1.6,0.135,-0.2,0
0.254,-0.5,-0.376,0
0.249,1.175,0,0
0.201,0.887,1.24,1
0.636,-0.554,0.274,0
0.639,1.963,-0.242,0
0.326,0.31,0,1
0.32,2.29,1.171,1
2.87,-0.104,-0.047,0
0.335,0.806,0.865,1
0.635,-0.488,-0.116,0
2.237,0.45,-0.23,0
0.674,-0.383,-0.127,0
1.227,-0.298,-0.093,0
0.178,1.728,-0.822,1
0.301,2.021,1.105,1
0.381,1.608,-0.601,1
0.602,1.397,1.484,1
0.101,0.52,1.15,0
0.15,0.695,0,1
0.697,1.811,-0.298,1
0.256,0.62,-0.736,0
2.384,0.374,-0.051,0
0.532,-0.51,0.698,1
0.14,0.453,-0.919,0
0.123,1.178,-0.361,0
1.017,1.284,-0.228,0
2.712,1.604,-0.129,0
0.123,0.743,-0.833,1
0.557,-0.467,-0.259,0
0.61,1.108,-0.431,1
0.547,1.007,-0.731,1
0.104,1.153,-0.487,1
2.496,0.125,-0.08,0
0.139,2.266,-0.61,0
0.24,0.647,1.426,1
0.564,1.901,0.432,1
-0.158,2.289,0,0
0.079,0.324,0,0
0.545,-0.483,-0.151,0
0.916,-0.414,0.979,0
0.69,-0.568,-0.139,0
2.852,-0.104,-0.046,0
0.125,0.65,0,1
0.345,1.372,-0.254,0
0.319,1.245,-0.266,0
0.11,0.514,0,0
0.933,-0.585,0.354,0
0.967,1.716,-0.406,1
0.837,-0.601,-0.136,0
0.235,0.603,1.161,0
0.47,1.74,-0.227,0
0.195,1.117,-0.709,1
1.104,-0.38,0.133,0
0.743,1.672,0.594,0
0.996,0.307,-0.103,0
0.367,1.455,-0.387,1
0.124,0.39,1.234,1
0.637,0.826,-0.135,0
2.406,0.66,-0.241,0
0.143,1.945,-0.261,0
1.799,0.795,0.201,0
1.752,0.507,-0.124,0
0.204,0.812,-0.9,1
0.226,0.954,0,1
0.136,0.726,0,0
0.093,0.262,1.012,0
0.468,-0.516,-0.108,0
0.287,2.156,1.253,1
0.567,1.018,-0.617,1
0.308,2.103,0.547,1
1.067,-0.433,-0.129,0
0.825,0.192,0.085,0
0.314,1.379,0,1
1.661,-0.443,0.544,0
0.877,2.422,-0.416,1
1.542,-0.098,0.052,0
0.218,2.677,0,0
0.205,1.981,0,0
0.409,1.97,-0.322,0
0.366,-0.515,-0.133,0
0.863,1.928,-0.536,1
0.243,0.473,-0.844,1
1.55,0.583,0.411,0
0.083,0.349,1.321,0
0.52,0.784,0.271,0
0.151,1.008,0,0
0.321,1.665,-0.653,1
0.811,-0.454,1.431,0
0.193,0.561,1.578,0
0.256,0.62,-0.736,0
0.475,1.871,-0.68,1
0.278,2.609,-0.315,0
0.55,0.854,0.19,0
0.219,0.941,0.883,1
0.244,2.09,0.6,1
0.165,1.718,0,0
2.092,0.318,-0.067,0
0.769,1.816,-0.194,1
0.489,-0.55,-0.189,0
0.461,0.667,-0.095,0
0.283,-0.521,0.642,0
0.539,1.08,-0.193,0
0.347,-0.536,-0.164,0
0.175,0.669,1.83,0
0.37,1.821,-0.766,1
1.479,0.306,-0.094,0
0.319,2.039,1.249,1
0.072,0.657,-0.578,1
0.404,2.73,-0.338,0
0.229,1.125,-0.223,0
0.371,2.799,0,0
0.412,-0.332,-0.087,0
1.822,0.195,0.099,0
1.056,-0.335,0.134,0
2.385,-0.11,-0.053,0
0.259,1.178,0,0
0.631,0.745,-0.276,0
0.555,0.764,-0.156,0
3.47,0.425,-0.062,0
0.986,1.92,0,0
1.093,-0.366,0.511,0
0.735,1.539,-0.208,0
1.47,-0.312,-0.074,0
0.191,0.884,-0.617,0
0.278,2.136,1.005,1
1.467,-0.14,0.08,0
0.432,-0.426,0.14,0
0.147,0.89,0,1
0.383,1.29,-0.227,0
0.891,0.797,0.432,0
3.777,-0.136,-0.056,0
0.333,-0.486,0.191,0
0.27,-0.53,-0.401,0
3.108,-0.104,-0.053,0
3.045,0.456,-0.19,0
0.402,-0.606,0.203,0
0.091,0.613,0.868,0
1.322,0.403,-0.395,0
0.399,2.427,0.413,1
2.819,1.333,-0.104,0
2.393,-0.094,0.043,0
0.429,2.523,0.623,1
0.981,1.487,-0.597,1
0.574,1.125,1.802,1
1.549,-0.462,0.313,0
0.394,0.848,0.299,1
0.43,1.193,1.079,1
1.506,2.557,-0.268,1
0.354,1.982,0,0
0.22,2.588,0,0
0.839,1.472,-0.14,1
0.14,0.345,0,1
0.76,-0.667,0.15,0
0.582,-0.511,-0.25,0
1.237,-0.251,-0.06,0
0.321,2.036,-0.398,0
0.304,0.555,-0.107,0
0.766,-0.548,-0.136,0
0.192,1.019,1.2,1
0.212,-0.589,0.18,0
2.327,-0.272,-0.084,0
0.48,0.591,-0.112,0
-0.102,1.211,-0.592,1
0.233,2.685,0,0
3.429,-0.182,0.349,0
0.181,0.821,0,0
0.729,-0.471,0.185,0
0.212,0.905,1.21,1
0.514,1.953,-0.547,1
3.306,0.313,-0.218,0
0.811,-0.51,0.388,0
1.233,0.373,0.117,0
0.389,0.795,1.2,0
0.572,-0.527,-0.365,1
0.28,2.111,1.17,1
0.869,-0.464,-0.103,0
1.185,-0.571,-0.278,0
0.192,2.29,-0.374,0
-0.111,1.457,0,0
0.413,2.874,-0.369,0
0.93,1.315,1.126,1
0.642,0.739,-0.199,0
2.431,0.102,0.086,0
0.494,1.245,-0.188,0
-0.321,1.496,-0.366,1
1.035,1.081,-0.202,1
0.371,2.174,-0.19,1
1.102,1.714,-0.258,1
1.469,1.68,-0.167,1
0.266,1.111,-0.38,0
0.669,0.887,-0.124,0
-0.235,0.826,0,0
1.462,0.322,0.112,0
0.291,1.77,0.509,0
0.479,2.076,-0.247,0
-0.314,-0.463,-0.101,0
0.126,0.541,1.25,0
1.532,0.457,-0.155,0
1.678,0.522,-0.206,0
0.371,0.809,0.204,0
1.305,-0.353,0.18,0
0.204,0.705,1.688,1
0.778,-0.416,-0.263,1
0.436,-0.513,0.678,0
0.675,0.902,0.217,0
1.84,0.246,-0.101,0
2.518,0.45,0.439,0
0.446,2.048,0.666,1
0.258,-0.461,-0.153,0
2.766,1.166,0.269,0
0.078,-1.255,0,0
0.245,1.687,0,0
0.459,1.151,-0.511,1
0.985,0.614,-0.434,0
0.319,-0.471,-0.146,0
0.57,1.336,1.309,0
1.481,0.527,-0.19,0
2.308,-0.259,-0.095,0
0.698,0.826,-0.158,0
3.454,0.978,-0.09,0
0.193,1.384,-0.593,0
0.647,-0.576,0.56,1
0.677,1.584,0.443,1
0.269,0.661,-0.705,0
0.83,-0.569,0.288,0
0.287,1.049,-0.349,1
0.245,1.991,0.608,0
3.802,0.153,-0.055,0
0.059,0.439,0,0
2.745,0.171,0.073,0
2.525,0.375,0.448,0
0.582,1.749,-0.4,1
0.266,2.484,-0.319,0
3.716,0.268,-0.122,0
0.532,2.07,1.461,1
0.387,2.307,-0.342,0
0.108,0.428,1.297,0
0.86,-0.397,-0.131,0
1.098,-0.429,1.019,0
0.672,0.65,-0.553,1
0.178,1.783,0,0
2.665,1.064,-0.122,0
0.548,0.957,-0.201,0
0.996,0.778,0.223,0
-0.645,-0.393,-0.124,0
0.233,1.568,-0.307,0
3.396,-0.119,-0.048,0
0.64,1.073,-0.215,0
0.452,1.267,-0.245,0
0.11,0.343,0,1
0.625,1.712,-0.201,1
0.822,0.87,1.497,1
0.154,0.555,-0.829,0
0.489,0.652,0.756,1
0.18,1.254,-1.007,0
0.149,1.701,-0.673,0
2.606,0.373,-0.21,0
0.816,-0.331,-0.12,0
0.564,1.19,0.242,0
1.989,-0.359,-0.09,0
0.104,1.126,-0.371,0
0.379,0.898,1.214,1
0.265,0.806,0.158,0
3.436,-0.111,0.069,0
0.245,0.744,1.389,1
0.748,0.798,0.821,1
0.299,1.041,-0.426,0
0.304,1.215,0,1
0.651,-0.503,0.148,0
0.187,0.709,1.877,0
0.184,0.859,0,1
0.488,-0.445,0.689,0
0.106,-0.145,0.892,1
0.229,0.523,1.046,0
0.482,1.943,-0.246,0
3.13,0.201,-0.038,0
0.556,1.499,1.254,1
0.363,1.951,0.719,1
1.141,0.885,0,0
2.452,0.222,-0.061,0
1.435,1.087,-0.111,1
3.046,-0.226,0.246,0
0.394,2.304,-0.516,0
0.638,-0.52,-0.125,0
0.129,1.314,-0.413,0
0.55,-0.606,0.875,0
2.078,-0.145,0.084,0
0.264,1.833,-0.233,0
3.632,-0.163,-0.056,0
0.58,-0.617,-0.173,0
-0.091,0.864,0.643,1
-0.211,0.598,0,0
0.249,1.136,2.319,1
0.26,0.769,0,0
0.177,-0.164,1.044,1
3.056,1.166,-0.105,0
0.934,1.777,0.547,0
0.388,2.533,-0.546,0
-0.148,1.99,0,0
0.146,0.714,0,1
0.682,1.237,-0.517,0
0.269,0.711,0,1
3.527,-0.112,0.066,0
0.269,2.031,0,0
0.709,0.786,1.618,0
1.836,0.339,-0.137,0
1.204,0.475,0.666,0
0.407,1.959,-0.257,0
0.242,1.444,2.137,1
0.185,1.278,-0.632,0
0.597,-0.607,-0.192,0
1.572,-0.409,0.271,0
0.315,1.331,-0.164,0
0.526,-0.557,0,0
0.309,1.893,0,0
2.082,-0.321,0,0
0.456,1.208,0,0
0.672,0.686,-0.569,1
0.89,-0.415,-0.121,0
0.805,0.795,0.13,0
0.312,1.637,-0.423,0
2.182,-0.164,0.106,0
0.059,0.767,-0.307,1
1.036,-0.346,0.099,0
1.295,-0.41,0.382,0
0.595,-0.599,-0.174,0
0.463,-0.409,-0.098,0
0.187,0.548,0,1
0.235,2.537,1.184,0
1.141,-0.455,-0.138,0
0.39,-0.582,0.664,0
2.617,0.279,-0.056,0
0.471,0.408,-0.553,1
0.392,1.285,0.782,1
1.508,0.657,0.942,0
0.781,0.793,0.816,1
1.031,1.866,-0.671,1
