@relation phoneme

@attribute Aa numeric
@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.141,0.281,1.052,0
-0.829,-1.062,0.403,0
0.134,0.326,-0.788,0
0.095,0.413,0.544,0
0.377,0.522,1.39,0
1.108,1.182,-0.091,0
0.425,1.439,0.275,0
0.069,0.269,0.931,0
0.316,1.224,0.494,0
2.051,1.306,0.18,0
0.269,0.362,2.265,0
0.19,0.987,-0.656,0
1.24,0.875,-0.078,0
1.239,1.892,0.715,0
0.179,0.426,1.696,0
1.654,1.518,0.716,0
0.27,2.186,-0.248,0
0.164,0.946,-0.668,0
0.602,2.25,-0.199,0
-0.993,-0.805,-0.151,0
0.144,0.335,1.668,0
0.215,0.588,0.68,0
2.203,-0.374,-0.092,0
1.071,0.938,0.346,0
0.562,3.04,-0.265,0
2.956,0.36,-0.266,0
-0.199,1.723,-0.641,0
0.414,2.107,0.686,0
0.479,3.332,-0.292,0
0.94,2.129,-0.441,0
2.099,0.889,0.09,0
0.147,0.851,2.585,0
0.414,2.374,0.511,0
0.907,1.676,0.197,0
0.163,0.544,-0.782,0
1.042,1.18,-0.114,0
0.233,0.824,-0.694,0
1.858,0.758,0.139,0
0.325,1.077,0.769,0
2.242,1.108,0.11,0
2.878,0.341,0.148,0
2.734,0.495,0.07,0
0.254,1.347,-0.318,0
1.312,1.232,0.375,0
1.956,1.328,0.451,0
0.797,2.197,-0.19,0
0.127,0.705,2.19,0
0.53,1.9,-0.474,0
1.098,2.524,0.276,0
0.405,2.204,0.482,0
2.389,0.639,0.13,0
0.541,2.446,-0.44,0
0.599,2.53,-0.343,0
0.087,0.302,0.535,0
0.699,1.752,-0.341,0
0.582,3.251,0.702,0
0.175,0.964,-0.756,0
0.371,0.961,-0.704,0
0.807,1.334,0.168,0
2.235,0.97,0.366,0
1.972,2.6,0.303,0
0.17,0.986,-0.633,0
0.933,3.142,0.545,0
0.361,2.265,0.677,0
0.088,0.271,0.455,0
0.319,1.027,1.356,0
2.31,0.325,-0.085,0
0.472,2.321,0.716,0
0.499,2.983,0.396,0
0.385,2.111,0.214,0
0.808,1.869,-0.532,0
0.55,2.399,-0.498,0
0.11,0.319,1.813,0
2.51,-0.217,0.159,0
0.182,0.933,0.965,0
2.072,0.268,0.081,0
2.995,1.389,-0.106,0
0.228,1.044,-0.663,0
2.239,0.958,0.125,0
0.279,1.879,-0.597,0
2.007,1.997,-0.163,0
0.203,1.185,-0.6,0
0.825,1.944,0.167,0
0.38,2.526,-0.466,0
0.403,3.743,-0.361,0
0.567,1.886,0.363,0
0.771,2.585,0.426,0
0.821,1.984,-0.147,0
1.909,1.432,0.129,0
0.365,1.607,-0.462,0
0.162,0.558,2.347,0
1.479,0.879,0.208,0
0.802,1.88,-0.49,0
1.203,1.859,0.641,0
0.18,0.511,1.436,0
1.793,1.773,1.043,0
1.036,1.783,0.249,0
1.282,0.719,0.117,0
0.309,2.579,-0.213,0
0.152,0.631,2.041,0
0.413,1.824,0.434,0
0.755,1.277,-0.426,0
0.934,2.115,-0.421,0
0.749,2.044,1.239,0
0.331,1.65,-0.58,0
0.218,1.486,0.661,0
1.172,1.957,-0.146,0
2.505,0.469,0.092,0
1.663,1.214,0.11,0
0.125,0.295,0.62,0
0.236,0.46,0.909,0
0.674,1.174,0.621,0
1.746,1.608,-0.123,0
2.321,0.872,1.212,0
0.479,2.02,0.22,0
0.229,2.375,-0.488,0
0.401,1.784,0.458,0
1.197,1.397,0.184,0
0.085,0.387,0.6,0
3.052,0.359,-0.221,0
1.041,2.6,-0.157,0
0.984,2.472,-0.149,0
0.064,0.279,-0.607,0
0.245,1,-0.767,0
2.646,0.98,-0.092,0
1.125,1.616,-0.138,0
0.671,1.538,0.191,0
0.443,2.273,0.697,0
0.205,0.629,1.653,0
1.296,2.241,0.214,0
3.098,0.358,-0.324,0
0.14,0.996,-0.721,0
0.314,0.497,0.866,0
0.155,0.453,2.089,0
2.648,0.638,0.08,0
0.176,0.977,-0.7,0
0.355,1.816,-0.621,0
0.675,0.849,0.753,0
0.333,2.786,-0.188,0
1.265,2.212,-0.167,0
0.187,1.346,0.679,0
0.466,1.018,-0.431,0
0.229,0.998,-0.651,0
2.409,0.29,0.162,0
0.173,0.406,-0.594,0
2.51,0.295,0.215,0
1.128,0.804,0.109,0
1.104,2.591,-0.208,0
-0.185,-0.656,-0.64,0
1.846,0.467,0.114,0
0.259,0.583,-0.363,0
0.174,1.058,-0.748,0
0.557,2.204,0.348,0
1.472,1.773,-0.123,0
0.821,3.104,0.845,0
0.992,2.133,-0.152,0
1.572,2.779,0.265,0
0.121,0.582,2.225,0
1.191,2.054,-0.203,0
0.279,0.892,-0.53,0
1.677,1.266,0.394,0
3.097,0.575,0.275,0
1.314,2.129,0.434,0
0.076,0.423,1.862,0
0.288,1.589,-0.863,0
0.206,1.121,0.498,0
1.518,1.187,0.248,0
0.219,1.279,-0.599,0
1.453,0.562,0.148,0
0.542,3.126,1.004,0
0.353,2.807,0.303,0
2.286,1.321,-0.171,0
2.521,0.476,0.147,0
0.193,1.147,-0.523,0
0.145,0.392,2.189,0
0.364,2.511,0.233,0
0.476,2.52,-0.317,0
0.297,1.222,-0.49,0
0.363,0.774,1.578,0
0.87,2.786,-0.276,0
0.935,2.671,-0.191,0
0.226,0.958,1.043,0
0.089,0.616,1.569,0
1.932,0.888,0.439,0
0.434,1.224,-0.228,0
0.736,2.493,0.211,0
0.337,1.78,-0.639,0
0.765,2.815,0.811,0
0.134,0.681,1.01,0
1.237,0.948,0.103,0
0.713,2.688,-0.438,0
0.42,0.333,1.17,0
1.185,3.289,0.517,0
0.62,1.855,0.241,0
2.859,-0.254,0.081,0
1.064,2.8,-0.204,0
0.258,2.814,-0.239,0
2.772,-0.26,-0.086,0
0.624,2.58,-0.237,0
1.083,0.761,0.076,0
0.234,1.108,-0.552,0
0.235,0.368,1.219,0
0.269,0.579,-0.589,0
1.025,2.404,0.259,0
2.126,1.611,-0.3,0
1.488,1.97,1.191,0
0.461,2.512,1.421,0
2.092,1.178,0.242,0
1.264,2.951,-0.179,0
0.389,2.467,0.688,0
0.3,1.64,-0.795,0
0.801,2.874,-0.359,0
0.192,1.594,-0.694,0
0.219,1.027,-0.68,0
0.397,2.921,0.523,0
0.119,0.483,2.132,0
1.644,1.654,1.395,0
0.349,1.736,-0.502,0
3.399,0.577,-0.079,0
0.22,1.054,-0.85,0
0.764,2.766,-0.218,0
1.341,1.174,-0.098,0
0.283,2.093,0.57,0
-0.114,1.272,-0.644,0
0.126,0.732,0.872,0
0.207,0.799,2.152,0
1.128,1.33,-0.114,0
-0.132,-0.333,-0.982,0
0.257,1.155,-0.601,0
0.716,2.804,-0.436,0
0.363,0.694,0.798,0
0.648,0.484,1.913,0
2.534,0.267,0.16,0
3.074,0.471,-0.069,0
3.115,0.571,-0.074,0
0.353,2.236,0.309,0
0.711,2.712,-0.44,0
0.387,0.902,-0.648,0
0.185,1.416,0.872,0
0.157,0.557,2.038,0
0.391,1.276,-0.721,0
2.99,0.309,-0.171,0
0.28,2.032,0.287,0
0.901,2.767,-0.272,0
0.293,2.304,0.505,0
0.693,1.99,0.179,0
0.144,0.875,1.127,0
2.13,1.266,0.484,0
0.479,0.493,2.1,0
0.212,1.31,-0.806,0
1.102,2.78,-0.205,0
0.679,2.482,-0.218,0
1.037,1.78,-0.107,0
0.849,1.656,0.186,0
0.563,2.441,-0.485,0
0.38,1.585,-0.244,0
0.135,0.267,1.007,0
1.204,1.859,0.641,0
0.504,2.248,0.412,0
0.412,1.746,-0.183,0
0.912,1.59,0.121,0
0.384,1.835,0.334,0
1.631,1.369,0.218,0
0.339,0.933,-0.334,0
1.228,0.904,0.108,0
0.41,1.803,0.483,0
0.083,0.282,0.402,0
1.974,0.311,0.072,0
0.375,2.555,0.26,0
0.299,0.891,-0.51,0
0.929,2.558,-0.369,0
0.315,1.503,0.369,0
0.146,0.402,-0.677,0
0.816,2.06,-0.191,0
0.665,2.039,-0.188,0
0.221,1.321,-0.503,0
2.315,0.831,0.081,0
1.473,2.268,0.19,0
0.785,2.862,0.538,0
0.211,0.679,1.488,0
1.05,1.982,1.541,0
1.176,2.254,0.226,0
0.675,2.061,0.248,0
0.479,2.219,-0.524,0
0.243,1.014,1.039,0
0.455,3.902,-0.353,0
1.654,1.517,0.716,0
1.04,0.784,0.067,0
2.441,0.306,0.176,0
0.436,0.822,1.382,0
0.839,2.26,0.244,0
-0.712,0.483,0.148,0
0.254,2.007,0.607,0
0.236,1.741,0.382,0
0.366,1.494,-0.413,0
0.257,1.09,-0.443,0
1.906,-0.347,-0.09,0
1.086,1.046,0.202,0
0.947,2.776,0.853,0
0.555,2.696,-0.288,0
0.229,0.452,1.469,0
0.669,1.976,-0.43,0
2.216,0.504,0.099,0
0.179,1.095,-0.514,0
0.425,3.034,-0.182,0
0.133,0.503,0.981,0
0.636,1.985,-0.162,0
0.199,0.548,-0.621,0
0.136,0.369,1.567,0
1.425,1.819,-0.135,0
1.061,2.04,-0.277,0
0.257,1.182,-0.7,0
0.607,2.773,-0.168,0
0.668,2.159,-0.154,0
0.146,0.612,2.002,0
0.143,0.979,-0.612,0
0.301,2.389,-0.245,0
0.111,0.558,2.035,0
0.637,3.102,-0.27,0
0.649,1.762,-0.448,0
0.314,2.256,0.564,0
-0.164,1.49,0.699,0
0.877,0.813,-0.065,0
0.262,1.54,-0.76,0
0.13,0.394,1.837,0
0.182,0.418,1.724,0
0.374,1.266,1.077,0
-0.887,0.963,-0.154,0
2.879,0.341,0.148,0
2.236,1.288,0.442,0
0.334,1.78,0.65,0
0.883,0.543,2.209,0
0.386,1.911,0.354,0
0.438,3.303,-0.186,0
1.063,2.585,-0.175,0
1.712,2.499,-0.162,0
1.583,2.372,-0.209,0
0.154,0.804,-0.782,0
0.65,2.903,-0.301,0
1.458,0.693,0.131,0
0.058,0.207,-0.348,0
0.09,0.311,1.454,0
0.189,1.169,-0.406,0
0.146,0.786,0.702,0
0.389,2.243,0.28,0
0.802,3.022,0.588,0
1.517,1.41,0.134,0
1.041,1.631,0.34,0
0.976,2.689,0.853,0
0.199,1.328,-0.314,0
0.105,0.495,2.321,0
0.583,2.523,0.295,0
0.729,3.026,-0.192,0
0.246,1.187,-0.672,0
0.713,2.034,1.202,0
3.467,-0.319,0.405,0
0.584,2.86,1.045,0
0.89,2.748,-0.176,0
0.398,1.547,0.466,0
0.626,2.139,-0.32,0
3.065,0.355,-0.073,0
0.204,1.772,0.336,0
1.114,2.285,0.266,0
0.626,2.343,-0.212,0
0.333,1.645,0.638,0
0.327,2.711,0.307,0
0.557,2.494,0.309,0
0.966,2.286,-0.149,0
0.442,0.976,-0.532,0
1.117,0.707,-0.691,0
1.146,2.943,0.472,0
0.719,1.661,-0.141,0
0.202,1.502,0.897,0
0.352,1.16,0.621,0
-0.188,1.595,0.716,0
0.864,1.505,-0.13,0
3.868,-0.331,-0.066,0
1.858,1.885,0.174,0
2.092,1.178,0.242,0
0.245,0.484,0.879,0
2.063,0.363,0.09,0
2.745,0.709,0.406,0
0.19,1.045,-0.476,0
1.4,1.01,0.159,0
1.712,1.764,0.511,0
2.761,0.28,0.21,0
1.303,1.852,0.406,0
0.436,2.561,0.802,0
0.25,1.016,-0.493,0
0.107,0.288,1.758,0
0.252,1.166,-0.726,0
1.423,2.429,0.553,0
1.639,1.796,0.406,0
0.648,3.489,0.344,0
0.245,1.495,0.718,0
0.106,0.458,0,0
0.115,0.628,0.719,0
2.314,0.674,-0.059,0
1.067,2.209,-0.142,0
0.264,0.581,-0.575,0
1.331,1.429,1.619,0
2.822,0.316,0.091,0
0.583,3.025,-0.302,0
0.471,2.649,1.463,0
0.441,1.842,0.229,0
0.376,1.259,-0.598,0
0.38,2.328,0.285,0
0.463,2.963,0.324,0
3.451,-0.296,0.204,0
0.136,0.627,1.188,0
0.267,1.948,0.563,0
2.025,1.044,-0.076,0
1.214,1.716,-0.108,0
2.533,0.267,0.16,0
-0.121,1.064,-0.798,0
0.459,1.882,-0.157,0
0.363,2.737,-0.185,0
1.262,2.093,0.213,0
0.629,2.673,0.403,0
0.486,3.553,-0.26,0
0.246,0.683,-0.781,0
1.242,1.769,-0.362,0
0.144,0.858,-0.718,0
0.292,2.187,0.686,0
0.738,1.888,0.261,0
0.326,2.129,0.353,0
2.329,0.794,-0.082,0
2.725,-0.239,-0.06,0
0.965,2.072,0.583,0
1.666,1.872,0.164,0
0.193,1.16,-0.594,0
0.324,0.411,1.456,0
0.245,1.796,-0.752,0
0.315,1.222,-0.605,0
1.538,0.562,0.084,0
3.085,-0.229,0.071,0
0.577,1.909,-0.189,0
1.021,2.274,-0.19,0
0.228,0.46,1.282,0
2.441,0.306,0.176,0
0.24,1.068,-0.747,0
0.122,0.434,2.338,0
-0.112,1.025,0.613,0
0.298,1.241,-0.314,0
2.954,0.951,0.326,0
2.164,1.797,1.024,0
0.218,1.075,-0.948,0
0.501,1.934,-0.211,0
0.691,2.636,0.243,0
0.472,2.162,-0.357,0
0.201,1.552,0.323,0
0.227,0.614,-1.219,0
2.074,2.103,0.601,0
3.53,-0.271,-0.078,0
1.645,0.571,-0.58,0
0.092,0.579,0.845,0
0.453,1.694,0.667,0
1.577,1.626,0.399,0
1.094,2.253,0.33,0
0.488,3.365,0.36,0
2.696,-0.22,0.09,0
0.288,0.765,1.642,0
1.841,0.911,0.199,0
2.348,0.282,0.164,0
2.173,1.246,0.192,0
0.296,1.804,0.416,0
1.839,0.735,0.143,0
0.258,0.894,-0.68,0
3.009,0.349,-0.276,0
3.056,0.469,-0.279,0
0.181,1.316,0.676,0
1.081,1.791,-0.111,0
0.266,1.055,-0.819,0
1.4,1.535,0.265,0
2.796,0.551,0.687,0
0.174,0.619,1.262,0
1.79,1.505,-0.115,0
1.508,1.606,0.801,0
1.334,1.06,1.109,0
0.267,1.344,0.492,0
2.652,0.972,0.083,0
1.422,2.28,-0.21,0
1.138,2.163,0.261,0
0.857,2.735,-0.187,0
0.416,1.042,-0.564,0
0.834,2.757,-0.163,0
0.639,3.1,-0.186,0
1.462,1.329,-0.099,0
0.504,2.877,0.385,0
1.84,-0.254,0.153,0
1.017,1.05,0.202,0
0.225,1.555,0.732,0
0.195,1.464,0.714,0
2.628,0.845,0.299,0
1.31,2.463,-0.148,0
0.16,1.252,0.436,0
0.436,3.27,0.338,0
0.205,0.549,1.773,0
0.304,1.637,0.261,0
3.221,0.509,0.16,0
0.144,0.713,1.197,0
3.067,0.419,0.084,0
3.151,0.54,0.216,0
0.701,2.062,-0.242,0
0.361,2.716,-0.475,0
0.514,3.04,-0.289,0
1.877,2.205,0.191,0
2.525,0.647,0.356,0
1.251,0.944,0.093,0
1.639,2.471,-0.2,0
0.332,1.406,-0.444,0
2.925,0.506,0.137,0
3.429,0.898,0.139,0
-0.104,0.551,1.942,0
0.157,0.841,2.023,0
0.365,0.433,1.979,0
0.302,3.331,0.32,0
0.099,0.472,1.996,0
0.256,0.33,2.29,0
0.584,1.42,-0.159,0
0.782,1.778,-0.158,0
0.249,0.553,1.658,0
1.18,0.843,0.104,0
0.293,1.714,0.22,0
0.189,0.533,1.954,0
0.319,2.064,0.508,0
0.274,3.21,0.411,0
1.196,2.373,-0.155,0
0.867,2.49,-0.157,0
0.381,2.045,-0.163,0
0.259,1.389,-0.523,0
-0.111,0.672,0.993,0
0.111,0.59,2.544,0
1.634,0.493,0.122,0
0.38,2.927,0.367,0
1.943,1.012,0.151,0
0.466,2.707,0.617,0
1.567,0.867,1.041,0
0.5,1.762,0.454,0
0.062,0.23,0.579,0
2.168,1.537,0.709,0
1.528,0.54,0.149,0
0.308,1.204,0.569,0
0.67,1.848,-0.135,0
0.744,1.505,0.437,0
0.853,0.786,-0.065,0
0.714,2.658,0.246,0
1.214,2.723,0.318,0
0.387,2.211,0.32,0
0.677,1.413,0.194,0
0.264,1.163,-0.512,0
0.5,1.762,0.454,0
0.478,2.033,-0.682,0
0.757,2.007,0.268,0
2.763,1.039,0.679,0
3.183,0.633,0.488,0
1.441,0.97,0.265,0
0.762,3.061,-0.209,0
1.004,2.192,0.833,0
2.518,0.929,0.931,0
0.648,2.479,-0.317,0
2.603,1.135,0.486,0
1.556,2.125,-0.158,0
1.594,0.578,0.153,0
2.347,0.928,-0.108,0
0.289,0.832,0.835,0
0.23,1.214,-0.55,0
0.601,1.861,-0.225,0
1.68,2.342,-0.138,0
0.257,1.734,0.734,0
0.119,0.298,1.522,0
0.308,1.441,-0.593,0
0.219,1.133,-0.736,0
3.154,0.61,-0.08,0
0.314,2.164,0.995,0
2.581,0.735,-0.08,0
3.246,0.823,0.086,0
3.012,1.408,-0.123,0
1.509,1.922,1.303,0
1.414,1.694,-0.195,0
0.683,1.585,-0.395,0
0.551,1.145,0.668,0
0.936,2.239,1.064,0
2.141,0.78,0.084,0
0.486,1.088,1.099,0
0.887,1.627,0.172,0
0.85,2.377,0.381,0
0.598,2.389,0.305,0
1.942,0.607,0.203,0
0.181,1.099,1.203,0
0.657,0.49,2.008,0
0.215,2.081,0.287,0
0.231,0.987,0.437,0
0.086,0.308,0.451,0
0.377,2.417,0.328,0
3.576,-0.319,0.095,0
2.131,0.528,0.072,0
1.363,1.704,-0.133,0
0.251,1.067,0.472,0
0.321,2.368,-0.297,0
0.594,3.102,-0.196,0
0.536,0.795,1.06,0
3.527,-0.341,-0.061,0
-0.26,-0.825,-1.494,0
0.185,0.447,1.595,0
1.11,0.729,0.089,0
0.318,0.67,1.042,0
2.64,0.625,0.106,0
0.54,0.904,-0.803,0
1.482,2.23,-0.209,0
2.203,1.252,0.437,0
2.374,1.034,0.187,0
0.357,1.663,-0.196,0
0.233,1.128,-0.952,0
0.918,0.758,0.075,0
0.72,1.788,-0.227,0
0.245,0.484,0.879,0
0.231,1.566,0.474,0
2.196,0.269,1.841,0
3.459,0.478,0.108,0
0.339,1.134,-0.593,0
0.783,3.076,0.304,0
0.156,1.334,0.556,0
0.245,2.125,0.494,0
0.567,-0.829,-0.564,0
0.498,3.28,-0.242,0
0.415,1.521,-0.666,0
2.785,0.581,-0.073,0
0.391,1.762,-0.448,0
0.249,1.039,-0.81,0
2.87,0.496,-0.066,0
0.529,3.296,0.887,0
2.909,0.745,0.265,0
0.473,2.888,-0.222,0
0.211,1.402,-0.768,0
0.104,0.945,0.783,0
1.578,2.225,0.215,0
0.383,1.004,0.976,0
0.577,2.804,1.197,0
0.076,0.356,0.497,0
-0.165,1.809,0.59,0
0.935,2.334,0.253,0
0.47,1.593,-0.546,0
3.43,0.548,0.161,0
3.266,-0.23,0.113,0
3.042,0.472,0.093,0
2.389,1.318,0.912,0
0.339,0.519,1.181,0
1.432,2.759,-0.179,0
0.212,0.368,1.029,0
1.719,1.625,-0.088,0
2.807,0.776,0.191,0
0.501,3.293,0.312,0
0.979,1.247,1.861,0
0.371,1.194,0.687,0
0.188,0.75,1.287,0
0.474,1.041,1.376,0
0.361,1.791,0.264,0
0.53,2.976,0.683,0
0.075,0.376,0.424,0
1.039,2.521,-0.156,0
0.184,1.203,-0.691,0
3.046,0.977,0.142,0
2.607,0.359,0.093,0
0.811,2.87,-0.232,0
0.086,0.464,0.495,0
0.832,1.744,-0.203,0
2.239,0.89,0.245,0
1.018,0.77,0.075,0
1.152,2.062,1.29,0
0.096,0.326,1.419,0
0.99,2.66,-0.164,0
0.464,3.041,-0.242,0
1.151,1.498,-0.104,0
0.778,1.038,-0.317,0
0.515,2.105,-0.564,0
0.364,2.186,0.215,0
0.233,0.632,0.724,0
1.542,0.721,-0.051,0
0.328,0.901,1.194,0
3.5,1.474,-0.045,0
0.078,0.353,1.574,0
-0.117,-0.583,-1.156,0
1.515,2.574,0.396,0
0.718,2.29,-0.155,0
0.136,0.736,1.073,0
0.302,1.281,-0.659,0
0.755,3.309,0.254,0
1.121,0.72,0.088,0
0.64,2.521,0.387,0
2.638,0.482,0.133,0
0.812,0.762,-0.792,0
1.653,0.732,0.065,0
1.065,2.259,0.252,0
0.231,1.78,0.697,0
1.146,2.519,-0.18,0
0.167,0.752,0.984,0
0.165,1.198,0.469,0
0.288,1.931,-0.618,0
0.205,1.163,-0.499,0
0.115,0.444,2.178,0
0.56,1.978,0.354,0
2.6,0.644,0.133,0
0.09,0.314,1.544,0
0.354,1.334,-0.7,0
