@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R1-3,6'

@attribute Aa numeric
@attribute Ao numeric
@attribute Dcl numeric
@attribute Class {0,1}

@data
1.207,1.059,-0.208,0
1.871,0.788,0.16,0
0.126,0.814,1.292,0
1.845,2.214,-0.376,0
0.348,1.344,2.678,0
0.183,1.414,2.471,0
0.839,1.08,1.333,1
0.268,0.558,0.412,1
1.139,0.662,2.77,1
0.372,1.829,1.163,0
2.367,0.283,0.158,0
2.255,0.648,-0.111,0
0.112,0.598,1.302,0
0.182,0.614,0.629,1
1.7,0.823,-0.409,0
1.065,1.975,-0.349,0
1.335,0.559,0.149,0
1.834,2.557,-0.313,0
3.027,-0.315,0.164,0
0.151,0.415,0.501,0
2.521,0.403,-0.107,0
0.238,1.811,0.682,0
0.166,0.357,0.534,0
0.423,0.607,1.774,1
0.128,0.788,0.52,1
1.454,1.226,-0.265,0
0.421,2.318,1.101,0
0.318,0.964,0.848,1
0.517,2.071,1.352,0
1.406,2.253,-0.535,0
0.524,2.902,-0.59,0
0.384,1.701,2.268,0
0.95,0.555,1.311,1
0.352,1.119,1.644,1
0.105,0.526,1.282,0
0.49,0.442,1.683,1
2.84,0.694,0.395,0
0.294,1.19,2.566,0
0.644,1.912,-0.322,0
1.061,2.765,-0.46,0
3.273,0.455,0.488,0
0.377,0.801,2.391,1
0.132,1.589,1.012,0
0.544,2.494,1.148,1
0.962,2.006,-0.386,0
0.114,0.366,0.477,0
0.197,1.416,2.061,0
0.391,2.897,-0.59,0
0.255,1.428,1.474,0
0.798,3.137,-0.603,0
1.383,1.322,0.348,0
0.495,2.619,0.691,0
0.272,0.699,0.419,1
3.137,-0.266,0.108,0
0.297,0.545,0.349,1
0.212,1.047,1.964,0
0.239,0.524,0.571,0
2.115,0.421,0.154,0
0.544,2.493,1.148,1
0.723,2.415,1.512,0
0.115,0.594,1.195,1
0.31,-0.812,1.327,1
0.702,3.001,-0.525,0
0.647,1.483,1.368,0
0.103,0.435,0.622,1
0.182,0.814,1.867,0
-1.595,0.679,-0.188,0
0.251,1.413,2.024,0
0.301,1.704,1.237,0
0.3,1.396,1.661,0
0.13,0.623,0.993,1
0.665,2.994,0.875,0
0.189,0.548,0.918,0
0.27,0.812,2.105,1
2.999,0.473,-0.124,0
1.722,0.517,2.304,0
0.132,0.436,0.501,0
0.519,2.216,-0.407,0
0.183,1.136,1.711,0
0.162,0.632,0.746,1
0.211,0.32,0.595,1
0.556,2.03,0.841,1
1.487,1.569,1.606,0
0.298,1.866,0.955,0
0.597,1.133,1.896,1
2.744,-0.224,0.171,0
0.277,0.872,1.918,0
0.213,0.51,0.977,1
0.997,1.578,1.248,1
1.295,1.097,-0.779,0
0.374,3.148,1.502,1
0.522,0.539,1.575,1
0.264,0.936,1.734,1
0.334,1.781,0.698,0
2.832,-0.255,0.122,0
0.227,0.303,0.59,1
0.118,0.306,0.559,0
2.666,0.329,0.188,0
0.147,0.569,0.732,0
0.209,1.072,2.069,0
1.061,3.173,-0.631,0
0.205,0.351,-0.866,1
-0.251,1.135,1.116,0
1.205,0.722,2.709,1
1.192,2.808,0.933,0
0.689,1.289,2.224,1
0.229,0.718,0.778,1
0.24,1.547,0.664,0
0.168,0.49,0.542,1
3.426,0.753,-0.143,0
0.902,1.984,-0.398,0
0.138,0.361,0.526,0
2.046,0.532,2.079,0
0.204,0.411,0.654,1
0.28,2.745,-0.47,0
0.729,2.246,-0.346,0
0.141,0.56,1.008,1
0.389,2.741,0.755,0
2.106,1.277,-0.176,0
0.391,1.409,1.394,1
0.147,0.289,0.384,0
0.541,0.852,2.056,1
3.144,-0.268,0.164,0
2.242,1.295,0.702,0
0.234,1.933,1.898,0
0.109,0.517,0.866,1
0.318,1.818,-0.384,0
0.265,0.819,2.521,0
0.15,0.635,1.424,1
-0.385,-0.797,-0.293,0
-0.136,-0.397,0.703,1
0.642,2.805,1.183,0
0.567,2.412,1.066,1
1.162,0.769,-0.121,0
3.414,-0.243,0.187,0
2.007,0.997,-0.149,0
0.426,0.358,0.775,0
0.347,0.96,2.339,1
0.393,1.922,1.826,0
0.266,2.584,0.739,0
0.739,1.87,-0.32,0
0.868,2.002,-0.434,0
0.126,0.333,0.597,0
0.367,1.673,-0.402,1
0.417,1.73,-0.364,0
0.229,2.188,0.848,0
0.81,1.545,-0.303,0
0.157,0.514,0.792,0
0.234,0.576,0.718,1
2.558,1.196,1.052,0
0.287,0.816,1.133,1
0.356,3.227,-0.407,0
0.328,0.765,2.081,0
2.398,1.156,-0.248,0
0.18,0.944,2.27,0
0.232,0.776,0.783,1
1.108,1.63,0.42,0
0.328,0.774,0.772,1
0.688,2.617,1.225,0
1.349,2.589,-0.44,0
0.483,0.926,1.565,1
0.508,3.092,1.04,1
0.162,0.705,1.06,0
2.92,0.446,-0.105,0
0.234,0.973,2.176,0
0.079,0.327,0.386,0
0.812,3.116,-0.483,0
0.308,0.943,1.352,0
1.957,1.328,0.82,0
-0.101,-0.372,-0.421,0
0.446,0.59,2.048,1
2.799,1.275,-0.243,0
1.109,2.796,-0.443,0
0.92,1.144,2.172,1
0.23,0.724,2.633,1
0.822,2.76,-0.373,0
0.326,1.646,2.18,0
0.577,0.895,1.831,1
0.904,0.617,1.67,0
0.578,2.614,0.866,0
0.296,0.735,1.704,0
0.598,2.118,1.005,0
0.118,0.561,1.243,0
1.499,2.131,-0.409,0
0.161,0.177,-0.167,1
1.158,2.622,-0.362,0
0.296,1.257,2.688,0
0.59,0.973,1.521,1
-1.044,1.572,-0.923,0
0.198,0.677,1.169,1
0.257,0.392,0.77,1
0.222,0.433,0.684,1
1.004,0.527,1.608,1
0.404,2.028,-0.358,0
0.358,1.812,1.189,0
0.558,0.41,1.943,1
0.334,1.489,2.335,0
0.774,1.042,2.066,1
1.612,2.319,-0.385,0
0.947,1.114,0.333,0
2.267,2.222,0.553,0
2.331,0.652,-0.107,0
0.317,0.804,1.952,0
0.409,0.753,1.935,1
0.136,0.922,2.224,0
3.509,0.553,0.27,0
0.511,2.031,0.578,0
0.532,3.369,-0.601,0
0.435,2.454,1.028,0
0.803,0.396,2.035,1
0.99,2.64,0.721,1
-0.115,0.619,0.902,1
0.319,1.231,0.761,1
0.538,1.104,1.581,1
1.977,1.376,-0.303,0
0.215,0.771,0.837,1
0.403,3.058,-0.594,0
0.4,0.887,1.77,1
0.657,1.763,0.499,0
3.461,0.457,-0.111,0
0.565,1.954,1.013,0
0.618,2.662,1.031,0
0.298,0.611,0.498,1
0.659,1.949,0.779,0
0.165,1.307,1.164,0
1.091,2.127,-0.37,0
-0.504,1.951,0.828,0
0.554,0.219,1.588,1
0.409,3.187,-0.635,0
1.72,1.719,0.384,0
3.086,1.188,0.521,0
0.301,1.256,1.688,1
0.2,0.506,0.833,1
2.56,-0.244,-0.113,0
2.245,1.11,-0.149,0
1.565,0.867,1.299,0
0.242,0.723,1.084,1
0.279,0.701,0.936,1
2.827,0.825,0.298,0
0.324,1.101,2.536,0
0.2,0.666,0.749,1
0.343,0.927,1.783,1
0.922,2.302,-0.467,0
1.509,1.557,0.482,0
0.395,2.376,-0.59,0
0.128,0.5,0.428,0
0.259,0.381,0.92,0
0.351,0.607,2.578,0
2.53,-0.211,0.213,0
1.363,1.641,1.936,1
0.123,0.469,-0.863,0
1.071,2.521,-0.346,0
0.676,2.231,1.364,1
0.647,0.483,0.776,0
0.239,0.753,-0.972,1
-0.104,-0.52,1.525,0
0.455,0.842,1.864,1
0.242,0.859,2.259,0
0.413,1.597,2.578,0
1.048,1.933,-0.333,0
0.262,2.524,-0.395,0
0.484,2.633,0.917,0
-0.05,0.42,0.923,1
2.602,0.423,-0.144,0
0.608,1.52,-0.344,0
0.737,2.504,-0.467,0
0.383,0.711,2.162,1
0.522,1.165,2.095,0
0.231,0.661,2.467,1
0.273,1.057,1.926,0
0.283,1.349,0.535,0
2.767,0.315,1.166,0
0.172,0.391,0.64,0
-0.233,0.69,1.364,0
0.35,1.239,2.361,0
0.157,0.985,2.493,0
0.556,3.059,1.234,0
0.489,2.921,-0.47,0
0.156,0.564,1.35,0
0.242,0.797,1.295,1
0.234,0.854,2.599,0
-0.103,0.929,1.762,0
0.099,0.534,0.854,1
0.156,1.034,1.946,0
0.285,1.467,-0.452,0
0.099,0.258,0.332,0
0.363,0.994,2.446,0
0.205,0.673,1.165,0
1.707,1.574,0.449,1
0.326,1.658,2.22,0
0.417,1.5,-0.407,0
0.598,1.595,2.137,1
0.258,1.825,0.995,0
0.508,2.252,0.998,0
0.474,1.093,1.336,1
1.236,1.986,1.835,1
0.52,2.213,1.208,0
-0.222,-0.565,-0.798,1
0.159,0.329,0.617,1
1.013,2.312,1.531,1
0.719,3.563,-0.713,0
0.245,0.354,0.768,0
1.084,1.697,-0.298,0
0.159,0.686,1.129,1
0.366,0.414,0.889,0
0.161,0.552,0.983,1
2.399,0.797,0.392,0
0.151,0.577,1.302,0
0.223,1.533,2.011,0
0.131,0.858,1.839,0
0.926,1.532,1.984,1
1.097,2.087,-0.549,0
0.329,0.8,0.792,1
0.891,0.909,1.041,1
0.474,1.277,2.454,1
0.545,0.513,1.504,0
0.279,1.93,0.803,1
0.965,2.664,-0.422,0
3.619,-0.356,-0.146,0
1.041,1.968,-0.321,0
0.066,0.295,0.345,0
0.27,1.134,1.964,0
2.906,0.775,0.272,0
0.326,0.458,1.856,1
0.348,2.567,-0.397,0
3.015,0.337,-0.117,0
0.511,2.783,-0.523,0
1.997,2.309,-0.407,0
1.268,1.104,2.24,0
0.086,0.353,0.724,0
0.278,0.534,0.383,1
0.691,2.603,-0.49,0
0.637,2.446,1.17,0
2.702,-0.236,0.189,0
-0.15,1.436,2.41,0
0.562,1.04,1.75,1
2.653,0.448,0.241,0
1.362,1.301,0.486,0
0.409,0.79,1.243,0
0.116,0.478,0.762,1
0.266,1.229,2.271,0
0.222,0.577,0.607,1
1.099,2.428,-0.398,0
0.942,1.88,1.179,0
0.243,0.917,-0.659,1
0.121,0.575,0.967,1
3.256,1.141,0.356,0
-0.221,3.016,-0.621,0
3.773,-0.306,-0.128,0
0.401,2.322,-0.347,0
0.155,0.773,1.795,0
0.116,0.318,0.43,0
0.364,1.863,2.606,0
0.473,1.072,2.299,1
0.174,0.453,0.97,0
0.227,0.987,2.503,0
1.23,1.569,0.535,0
0.842,2.641,-0.46,0
0.223,0.367,0.57,1
0.266,1.268,2.178,0
0.424,2.375,1.004,0
0.295,1.883,1.139,0
0.832,3.085,-0.599,0
0.504,2.585,-0.577,0
0.405,0.866,1.826,0
0.301,1.249,2.831,0
1.274,1.404,0.394,0
0.895,0.559,1.321,1
0.12,0.342,0.575,0
0.169,0.397,0.678,0
0.564,3.344,-0.606,0
0.733,0.594,2.011,1
0.074,0.333,0.421,0
0.624,2.416,0.755,0
0.476,2.54,-0.447,0
0.331,2.335,-0.436,0
0.214,0.744,0.912,1
1.765,1.217,-0.227,0
0.686,1.069,1.181,1
0.13,0.56,1.377,0
0.181,1.368,1.869,0
0.593,3.003,-0.508,0
0.8,1.932,1.979,0
0.259,0.688,0.77,0
0.189,1.314,1.156,0
0.323,1.315,3.058,0
0.246,0.477,1.836,0
0.226,0.672,1.4,0
2.365,0.282,0.158,0
0.116,0.477,0.743,1
1.013,1.772,-0.324,0
2.17,-0.458,0.274,0
2.937,0.357,1.369,0
0.375,2.21,1.43,0
1.051,2.749,-0.42,0
3.15,0.54,0.227,0
0.764,2.524,0.915,0
0.212,0.746,0.905,1
0.485,1.094,2.292,1
1.022,2.181,0.53,0
3.239,0.65,-0.139,0
0.151,1.008,2.353,0
0.249,0.964,2.085,1
2.663,-0.253,-0.117,0
0.154,0.52,0.484,0
0.029,-0.188,0.383,0
0.258,1.188,2.135,1
1.508,1.749,0.569,0
0.562,1.013,2.075,0
3.328,-0.317,0.134,0
0.411,1.587,1.408,0
0.437,1.43,2.477,1
0.626,2.386,-0.481,0
-0.125,1.264,1.453,0
0.4,1.334,1.457,1
0.341,1.523,-0.519,0
0.21,0.847,1.963,0
0.333,1.453,2.313,0
3.232,0.906,0.491,0
