@relation 'phoneme-weka.filters.unsupervised.attribute.Remove-V-R1,3,5-6'

@attribute Aa numeric
@attribute Dcl numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.149,0.622,0.851,1
1.757,0.866,-0.45,0
-0.191,-0.927,-0.297,0
1.362,0.486,-0.276,0
0.328,0.872,-0.704,1
0.387,2.328,0,0
0.687,0.641,-0.406,0
1.027,-0.43,-0.387,0
1.317,1.56,-0.503,1
0.349,2.448,0.393,0
0.174,1.468,0,0
1.724,-0.384,-0.075,0
0.776,1.504,0.619,1
0.102,0.521,2.719,0
0.135,0.421,1.695,0
0.497,1.876,-0.698,1
-0.146,1,0,0
0.309,-0.51,-0.305,0
0.315,2.53,-0.517,1
0.497,2.066,0,1
0.301,0.976,-0.439,0
0.363,0.848,-0.623,0
0.478,2.162,0,0
0.494,1.245,0.188,0
1.379,0.37,-0.074,0
0.221,0.919,0,1
0.055,0.32,0,0
0.562,1.509,0.622,1
0.303,1.523,-0.216,0
0.554,2.498,-0.405,1
0.106,0.827,-1.1,0
3.658,0.157,-0.092,0
0.102,0.336,0,1
0.295,1.938,1.46,1
1.246,1.964,0.291,0
2.13,0.434,0.764,0
0.289,1.009,-0.563,0
0.914,0.614,-0.11,1
0.368,2.206,0.432,0
2.025,0.368,-0.047,0
0.967,-0.413,0.813,0
1.46,0.449,-0.066,0
1.29,-0.346,-0.174,0
0.335,1.936,-0.264,0
-0.268,-1.164,0,1
3.516,0.173,0.069,0
0.727,1.16,-0.19,0
0.667,-0.507,-0.128,0
-0.199,-1.007,-0.315,0
0.19,0.561,-0.781,1
0.674,0.877,-0.126,0
2.807,0.292,0.561,0
0.212,0.688,1.256,1
0.507,0.873,-0.73,1
1.29,-0.443,-0.17,0
3.01,0.18,0.067,0
0.886,-0.421,-0.124,0
0.275,1.375,0,0
2.631,0.564,0.315,0
0.345,0.766,1.909,1
1.793,0.742,-0.324,0
1.432,-0.477,-0.121,0
0.279,-0.406,0.161,0
0.254,1.865,1.838,1
-0.554,-0.698,-0.148,0
0.265,0.681,0.115,0
-0.106,1.397,0,0
3.438,0.275,-0.157,0
0.936,0.778,0.411,0
0.409,-0.408,-0.165,0
0.157,0.459,0,1
2.657,-0.115,0.066,0
1.841,0.342,-0.323,0
0.717,1.79,-0.394,1
2.064,0.839,0.164,0
0.304,2.568,-0.638,1
0.872,0.597,1.372,0
1.12,0.512,-0.275,0
0.594,2.291,0.557,1
0.098,0.279,0,0
3.58,0.327,-0.119,0
2.424,0.513,-0.32,0
0.278,1.103,-0.624,0
2.746,1.133,-0.145,0
0.421,1.838,0,1
0.083,0.248,0,0
0.34,2.174,1.763,1
1.294,-0.215,0.095,0
2.141,-0.144,0.088,0
1.181,0.699,-0.499,0
0.34,1.114,-0.544,0
0.229,0.876,-1.007,1
0.274,1.883,-0.453,0
0.913,-0.394,0.686,0
0.341,-0.561,0.194,0
0.371,1.56,-0.355,1
0.328,2.046,1.141,1
-0.801,-0.289,-0.452,0
-0.117,1.747,0,0
1.3,1.811,-0.189,1
1.645,2.274,-0.221,0
0.21,0.517,0,1
0.201,1.576,1.486,1
0.145,0.63,0,1
0.114,-0.664,-0.841,1
0.854,-0.363,-0.199,0
0.423,1.84,-0.524,1
0.123,0.849,-0.797,0
2.51,0.176,-0.068,0
0.429,-0.342,-0.119,0
1.702,1.153,-0.547,1
1.013,1.977,-0.174,1
0.483,1.504,-0.255,0
2.793,1.283,0.297,0
0.172,1.644,-0.454,1
0.153,0.462,0,1
0.146,0.918,-0.459,1
0.561,-0.531,0.445,0
0.479,-0.631,-0.152,0
0.12,0.493,-0.679,1
3.183,0.315,-0.181,0
0.233,2.218,0.388,0
0.181,0.527,0,1
1.529,-0.154,0.066,0
0.828,1.261,-0.155,1
0.716,0.852,0.132,0
0.11,1.749,0.434,0
1.313,-0.243,-0.065,0
0.411,0.82,0,1
0.429,1.23,-0.496,0
1.141,-0.424,0,0
1.138,-0.383,-0.189,0
0.807,1.476,-0.411,1
0.243,1.436,-0.275,0
0.319,0.956,-0.771,1
0.556,2.482,0.477,1
0.802,-0.647,0.287,0
2.216,0.159,-0.089,0
0.159,1.044,-0.623,0
0.111,0.694,0,0
0.911,1.862,-0.4,1
0.864,-0.456,-0.122,0
0.195,1.667,-0.627,0
0.292,2.459,-0.338,0
0.307,0.713,-0.305,0
0.235,0.404,2.13,0
-0.202,0.991,0,0
0.446,1.029,-0.504,1
0.624,1.45,1.331,1
0.361,1.027,1.309,0
1.237,-0.234,-0.061,0
1.203,0.321,0.163,0
1.518,0.444,-0.18,0
0.069,0.428,0,1
1.814,-0.234,0.093,0
1.177,1.194,-0.401,0
0.151,0.505,0.944,1
0.238,1.22,0,0
0.17,1.363,0,0
0.979,0.73,-0.517,0
0.266,0.835,1.956,0
1.126,2.506,-0.353,1
1.021,1.73,-0.244,1
0.591,1.492,1.705,1
1.117,-0.458,-0.135,0
0.511,1.2,0,0
0.175,0.364,-0.857,1
1.988,0.622,-0.101,0
1.322,2.042,-0.179,1
0.284,2.617,-0.308,0
3.097,0.228,-0.077,0
0.596,1.501,0.705,1
1.083,-0.153,0.055,0
0.21,0.79,0,0
0.316,0.865,1.196,1
3.348,-0.111,-0.053,0
0.738,2.037,0.39,1
0.287,1.656,-0.484,1
1.162,0.243,-0.088,0
1.041,0.505,-0.262,0
2.99,-0.154,-0.13,0
0.21,0.22,1.434,1
1.57,-0.265,0.08,0
2.648,-0.146,-0.035,0
0.825,-0.342,0,0
0.339,0.577,0.139,0
0.377,0.729,0.189,0
0.085,0.661,-0.456,0
0.182,1.202,-0.667,0
0.354,1.046,0,1
0.238,-0.338,0.421,0
0.554,2.1,1.002,1
0.386,2.518,-0.302,0
0.49,-0.624,0,0
1.857,-0.19,0.064,0
3.772,0.155,-0.077,0
0.438,-0.411,-0.166,0
0.085,0.602,0,0
0.593,0.856,1.173,0
0.237,1.023,-0.857,1
2.275,0.114,0.072,0
0.533,-0.44,-0.308,0
0.642,0.852,0.188,0
0.324,0.651,-0.137,0
1.482,0.527,-0.19,0
0.42,-0.399,-0.162,0
1.063,-0.291,1.781,0
-0.829,-0.541,0.837,0
0.279,1.188,0.327,0
0.873,1.54,-0.207,1
0.311,2.473,0,0
0.736,-0.486,-0.22,0
0.842,-0.342,-0.338,0
0.107,1.23,0,1
0.421,-0.477,-0.211,0
0.314,1.792,1.159,0
0.762,-0.456,0.159,0
2.056,0.301,-0.065,0
-0.085,0.929,-0.724,1
0.641,0.845,-0.123,0
0.292,2.387,-0.352,0
1.645,0.502,-0.052,0
0.173,1.636,-0.425,1
0.095,0.818,0,0
0.47,1.772,1.476,1
0.148,1.125,0.82,0
0.357,0.541,-0.119,0
0.46,1.191,-0.206,1
0.35,2.138,-0.272,0
2.198,0.109,-0.048,0
1.021,-0.378,-0.162,0
3.603,0.434,-0.057,0
0.45,-0.631,0,0
0.348,2.488,0.714,1
0.437,1.314,-0.512,0
0.713,1.468,-0.199,0
0.975,2.241,-0.294,1
0.155,1.515,0,0
0.215,1.037,0,0
0.257,2.326,0,0
0.976,0.747,-0.263,0
2.059,0.746,0.157,0
1.014,1.761,-0.24,1
0.1,0.479,0,1
0.269,2.217,0.566,0
0.284,1.864,0,0
0.399,2.574,0.621,0
0.626,-0.449,-0.12,0
0.36,-0.671,1.369,0
0.538,2.371,0.73,1
2.059,-0.213,-0.061,0
0.734,1.115,-0.17,0
0.155,0.554,1.079,1
-0.426,1.046,-0.32,1
0.643,0.955,0.218,0
0.238,1.439,0,0
1.126,-0.339,-0.11,0
0.902,-0.413,-0.128,0
0.286,1.226,0.277,0
0.289,1.815,-0.331,0
0.352,2.174,1.489,1
0.624,1.273,1.38,1
0.567,1.465,-0.492,1
0.25,0.589,0,1
0.184,0.534,0,1
0.69,1.739,0.579,1
2.234,0.395,0.438,0
-0.059,0.581,-1.246,0
1.631,-0.275,0.161,0
1.825,-0.333,-0.097,0
0.643,2.15,-0.557,1
2.705,-0.143,0.138,0
0.355,1.185,-0.366,1
1.413,0.737,-0.131,0
0.308,1.887,0,0
0.147,0.396,-0.934,0
0.246,0.553,1.325,0
0.274,0.942,0.78,1
0.171,2.044,-0.596,0
1.499,-0.089,0.039,0
-0.137,-1.131,-0.544,1
1.209,-0.29,-0.094,0
0.367,1.073,-0.785,1
0.162,0.517,0,1
0.255,1.861,0.456,0
1.266,0.85,-0.201,0
0.236,0.404,2.13,0
0.231,1.191,0.899,0
1.846,0.155,0.107,0
1.198,-0.462,-0.106,0
0.154,0.916,-0.818,1
0.405,2.333,0,0
0.334,-0.536,-0.369,1
0.143,1.313,-0.864,0
1.02,1.869,0.756,1
0.47,2.131,-0.616,1
0.089,0.626,-0.478,1
0.617,1.972,-0.258,1
-0.632,-0.966,-0.486,1
0.062,0.418,0,0
0.62,-0.297,0.261,0
2.547,0.293,-0.234,0
1.854,0.339,-0.32,0
0.441,2.168,0.412,0
0.384,0.76,0,1
0.211,2.243,-0.297,0
0.249,0.719,0.708,1
0.495,-0.708,-0.148,1
0.257,1.601,2.308,1
0.374,1.518,-0.502,0
1.304,0.802,-0.194,0
1.898,0.157,-0.124,0
0.271,1.637,0,1
0.115,0.486,0,0
0.693,-0.387,0.78,0
1.443,0.7,0,1
2.181,0.892,-0.204,0
0.254,0.689,-0.544,0
