@relation phoneme

@attribute Dcl numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
-0.52,-0.12,0
0.707,0.179,0
1.361,0.337,0
-0.427,-0.138,0
0.597,-0.791,0
-0.477,-0.121,0
-0.163,-0.056,0
-0.092,-0.047,0
-0.274,-0.14,0
-0.566,-0.146,0
0.724,-0.758,0
-0.264,0,0
-0.107,-0.038,0
0.35,0.077,0
-0.347,-0.077,0
0.241,0.092,0
-0.149,-0.049,0
0.527,0,0
0.423,-0.113,0
1.634,-0.388,0
0.251,-0.309,0
1.275,0.691,0
-0.463,-0.101,0
-0.147,-0.088,0
1.79,0.986,0
2.177,-0.36,0
0.364,0,0
0.772,-0.208,0
-0.166,0.069,0
0.179,0.07,0
0.776,-0.599,0
2.206,0.432,0
0.2,1.356,0
0.206,-0.063,0
0.62,-0.736,0
-0.168,0.086,0
0.2,-0.132,0
1.718,-0.205,0
1.166,0,0
1.666,-0.224,0
-0.423,1.228,0
2.104,0.368,0
2.611,-0.315,0
0.371,1.464,0
1.359,0,0
1.385,0.257,0
0.951,0,0
-0.508,-0.142,0
1.647,0.705,0
0.571,0,0
2.133,0.541,0
1.336,1.309,0
1.009,-0.563,0
0.154,0.071,0
0.429,0.615,0
0.694,0,0
1.543,-0.4,0
1,-0.379,0
0.293,-0.141,0
0.63,0,0
0.641,-0.406,0
0.555,-0.107,0
2.113,-0.387,0
-0.424,0.617,0
1.825,-0.239,0
-0.121,-0.051,0
1.477,-0.123,0
2.134,-0.27,0
-0.684,-0.169,0
1.784,-0.206,0
-0.413,-0.099,0
-0.115,0.099,0
-0.091,0.048,0
0.405,-0.059,0
-0.122,-0.051,0
1.291,-0.197,0
-0.48,1.022,0
-0.418,-0.197,0
-0.621,-0.171,0
0.882,1.251,0
0.711,0,0
0.614,-0.434,0
0.327,-0.1,0
1.3,0.559,0
-0.421,0.239,0
1.566,0,0
-0.325,0.19,0
0.651,2.552,0
0.536,-0.833,0
-0.486,-0.152,0
-0.438,1.378,0
-0.631,-0.169,0
0.524,1.707,0
1.412,0,0
1.795,0.553,0
1.68,-0.146,0
0.535,0.285,0
1.245,-0.234,0
-0.347,0.504,0
-0.325,0.309,0
0.932,-0.291,0
2.284,-0.184,0
0.353,2.136,0
0.428,0,0
-0.416,-0.221,0
2.284,-0.185,0
1.876,-0.384,0
0.206,0.11,0
0.34,-0.073,0
0.724,0,0
2.018,0.715,0
0.432,-0.623,0
-0.436,-0.166,0
0.677,1.49,0
-0.247,-0.066,0
2.027,0.527,0
0.508,-0.135,0
0.36,1.855,0
0.373,-0.21,0
0.386,0,0
0.45,0.439,0
0.988,0.246,0
1.897,-0.294,0
2.251,-0.562,0
1.323,-0.621,0
2.069,-0.238,0
-0.151,0.081,0
0.732,-0.639,0
1.278,-0.632,0
-0.322,0.136,0
0.475,0.666,0
0.652,-0.152,0
0.989,-0.153,0
-0.406,0.161,0
0.157,-0.092,0
-0.238,-0.051,0
-0.574,-0.19,0
1.869,-0.421,0
-0.257,-0.071,0
0.792,1.984,0
-0.107,-0.033,0
-0.347,-0.093,0
-0.414,-0.128,0
0.554,1.095,0
1.048,-0.158,0
0.356,0.132,0
-0.124,0.071,0
2.118,-0.499,0
-0.51,0,0
0.742,-0.224,0
0.865,-0.118,0
0.518,0.651,0
0.648,0.238,0
1.917,-0.233,0
0.231,-0.049,0
0.468,1.673,0
0.396,-0.163,0
-0.743,0,0
-0.1,0.065,0
-0.43,-0.166,0
0.745,-0.276,0
0.108,-0.082,0
-0.476,1.087,0
-0.353,0.158,0
-0.379,-0.118,0
-0.11,-0.061,0
0.627,0.934,0
0.86,0.169,0
-0.113,0.082,0
0.769,0,0
2.174,-0.46,0
-0.436,-0.117,0
-0.458,-0.122,0
1.509,-0.16,0
0.826,0,0
2.355,0.421,0
2.589,-0.544,0
-0.368,-0.101,0
0.783,-0.709,0
1.369,-0.132,0
0.287,0.069,0
-0.475,0.303,0
0.866,0.971,0
0.845,-0.372,0
-0.45,-0.123,0
1.893,0,0
0.496,1.038,0
0.224,-0.088,0
1.365,-0.118,0
0.812,0,0
1.234,-0.184,0
-0.129,-0.057,0
0.133,-0.065,0
0.575,-0.096,0
0.354,-0.293,0
-0.184,0.067,0
2.195,0,0
-0.154,0,0
-0.614,-0.178,0
0.256,-0.089,0
-0.132,-0.072,0
2.247,-0.21,0
1.431,-0.232,0
-0.291,-0.256,0
-0.268,0.438,0
1.494,0.318,0
2.552,-0.415,0
1.29,-0.155,0
2.25,0,0
2.988,-0.349,0
-0.13,0.121,0
0.444,-0.295,0
0.598,0,0
2.18,-0.284,0
-0.707,0.484,0
2.274,-0.221,0
0.355,0,0
0.166,0.102,0
0.83,-0.14,0
0.387,0.409,0
1.364,-0.532,0
-0.439,0.196,0
0.878,1.72,0
-0.698,-0.148,0
1.34,-0.238,0
-0.46,-0.123,0
-0.384,-0.107,0
1.96,0,0
2.485,-0.39,0
3.111,0,0
-0.111,-0.074,0
-0.143,-0.053,0
1.144,0.338,0
0.667,2.511,0
0.49,0,0
-0.147,0.093,0
1.256,-0.115,0
-0.266,0.182,0
0.492,0.525,0
2.831,0,0
-0.415,-0.225,0
0.663,0,0
1.029,-0.117,0
0.454,1.84,0
1.417,-0.241,0
-0.115,-0.076,0
0.418,2.053,0
-0.415,-0.121,0
-0.13,0.091,0
-0.537,0,0
2.259,0,0
-0.447,0.942,0
1.964,0.291,0
-0.12,-0.061,0
-1.11,0,0
1.688,0.269,0
0.885,0,0
2.313,0,0
0.621,-0.365,0
1.415,-0.13,0
-0.264,0.095,0
-0.223,-0.079,0
0.737,0,0
1.302,0,0
0.227,-0.061,0
0.976,-0.439,0
0.978,0.157,0
1.245,-0.188,0
1.297,-0.536,0
-0.486,-0.162,0
2.637,0,0
0.513,-0.32,0
1.834,0,0
1.667,-0.627,0
-0.562,0.275,0
0.337,0,0
0.968,0.208,0
0.498,-0.919,0
1.292,0,0
-0.545,0,0
0.915,-0.19,0
0.739,0.337,0
-0.523,-0.156,0
2.931,0,0
-0.363,0.145,0
-0.289,0.109,0
-0.449,-0.12,0
1.639,0,0
-0.518,0,0
1.66,0,0
-0.488,1.273,0
0.918,-0.614,0
-0.238,0.086,0
0.962,-0.172,0
2.562,0.398,0
1.979,0.318,0
-0.408,-0.084,0
0.492,0,0
-0.433,0,0
-0.111,0.063,0
1.345,0.372,0
2.575,-0.295,0
-0.436,-0.124,0
-0.434,-0.137,0
-0.683,0,0
1.943,-0.226,0
0.124,0.063,0
-0.111,0.074,0
-0.329,0.12,0
0.485,0.408,0
0.638,1.175,0
2.311,0.499,0
0.179,-0.05,0
2.009,0,0
0.685,-0.373,0
-0.467,-0.159,0
1.445,0,0
0.387,-0.245,0
3.079,-0.362,0
-0.47,-0.146,0
1.028,-0.136,0
1.895,-0.372,0
0.198,-0.089,0
-0.443,0.544,0
0.279,-0.056,0
2.184,0,0
2.243,-0.297,0
0.917,0.184,0
0.257,-0.09,0
-0.362,-0.181,0
1.531,0,0
0.35,0.131,0
-0.238,-0.077,0
2.493,0,0
1.173,-0.102,0
0.46,0.73,0
0.444,-0.226,0
0.433,-0.391,0
1.91,-0.244,0
-0.489,0.256,0
-0.159,0.107,0
-0.27,-0.07,0
-0.149,0.062,0
-0.202,0.151,0
0.183,-0.059,0
0.503,-0.296,0
-0.446,-0.135,0
1.064,-0.781,0
1.135,0,0
-0.585,0.354,0
-0.43,-0.128,0
-0.411,0.2,0
0.904,-0.164,0
-0.427,-0.132,0
1.16,-0.19,0
1.397,0,0
0.823,0.201,0
-0.359,0.175,0
2.217,0.566,0
0.456,1.058,0
0.274,-0.124,0
0.387,-0.129,0
1.945,0.362,0
-0.414,-0.105,0
1.369,0,0
2.326,0,0
0.418,0,0
-0.135,0.083,0
0.261,0,0
0.909,0.225,0
0.7,-0.498,0
0.329,-0.075,0
2.266,-0.61,0
2.144,0,0
1.448,-0.546,0
1.606,-0.131,0
0.413,-0.055,0
0.396,-0.164,0
2.259,0,0
-0.57,-0.115,0
1.628,0.56,0
1.02,-0.746,0
-0.359,0.141,0
-0.342,-0.338,0
0.159,-0.045,0
-0.186,0,0
-0.401,1.167,0
0.991,0,0
-0.252,-0.055,0
0.642,0,0
0.24,-0.071,0
1.533,0,0
-0.507,-0.385,0
1.73,0,0
-0.15,0.198,0
1.652,-0.507,0
1.019,-0.126,0
2.263,0.401,0
1.964,-0.247,0
-0.448,-0.158,0
2.387,-0.352,0
1.871,0,0
0.299,-0.393,0
2.106,-0.365,0
1.373,-0.238,0
-0.346,0.099,0
1.103,-0.624,0
-0.358,0.22,0
0.998,-0.207,0
0.719,0,0
1.296,-0.246,0
-0.416,0.398,0
0.192,-0.084,0
0.527,-0.19,0
-0.442,-0.134,0
1.58,-0.204,0
0.766,-0.305,0
0.428,1.297,0
-0.353,0.18,0
-0.405,1.02,0
0.158,-0.059,0
-0.49,0,0
-0.402,0.163,0
0.499,-0.893,0
-0.122,0.077,0
-0.136,-0.056,0
2.518,-0.302,0
0.316,-0.099,0
-0.297,-0.118,0
1.442,-0.184,0
1.368,0,0
-0.532,-0.111,0
3.199,-0.372,0
0.875,0.713,0
0.452,-0.225,0
0.433,-0.055,0
0.133,-0.064,0
0.432,1.091,0
1.306,-0.505,0
-0.429,-0.141,0
0.272,0.25,0
0.243,0.104,0
1.237,-0.517,0
-0.566,-0.107,0
0.137,-0.139,0
0.413,0,0
0.151,0.089,0
-0.578,-0.385,0
0.896,0.301,0
-0.191,0.068,0
-0.356,0.746,0
0.327,0.062,0
-0.168,-0.092,0
0.604,-0.31,0
-0.713,-0.141,0
1.299,0.559,0
-0.496,0.48,0
1.638,-0.535,0
0.379,-0.853,0
-0.09,-0.04,0
1.146,-0.177,0
2.062,1.114,0
2.044,-0.596,0
-0.304,0.108,0
0.486,-0.276,0
1.568,-0.307,0
-0.517,0.174,0
0.423,0,0
0.14,-0.065,0
-0.516,0.915,0
-0.549,0.245,0
0.8,-0.115,0
-0.324,-0.329,0
2.359,-0.314,0
0.12,0.087,0
-0.15,0.084,0
1.549,-0.474,0
-0.479,-0.289,0
0.515,-0.329,0
-0.471,-0.146,0
2.094,-0.295,0
-0.451,-0.213,0
0.462,-0.235,0
1.914,-0.221,0
0.657,0,0
-0.44,0.716,0
2.72,-0.384,0
2.27,0,0
0.576,0.977,0
-0.138,-0.056,0
-0.127,-0.05,0
-0.779,-0.316,0
1.792,1.159,0
-0.696,1.106,0
-0.433,-0.129,0
-0.45,-0.23,0
1.184,-1,0
0.482,0.899,0
2.581,-0.324,0
2.178,0.533,0
0.741,0,0
0.158,0.078,0
0.301,-0.065,0
2.209,-0.183,0
1.327,-0.594,0
0.45,-0.23,0
0.629,0.137,0
0.782,0.12,0
0.188,0.108,0
-0.113,-0.058,0
2.599,0.549,0
1.283,0.297,0
-0.309,-0.09,0
0.306,0.104,0
1.12,0,0
0.522,-0.206,0
2.89,0,0
2.479,-0.472,0
-0.294,-0.112,0
-0.24,0.163,0
0.485,-0.18,0
1.321,0,0
0.415,2.043,0
1.824,1.123,0
0.523,-0.134,0
-0.087,0.062,0
-0.41,0,0
2.396,0.419,0
0.201,0.079,0
0.402,1.293,0
-0.363,-0.189,0
0.506,2.112,0
-0.479,-0.109,0
0.831,-0.836,0
-0.429,-0.127,0
-0.479,0.205,0
0.162,-0.072,0
-0.525,0.332,0
0.105,-0.05,0
-0.15,-0.036,0
0.213,-0.059,0
0.842,-0.138,0
0.295,0,0
1.536,0,0
0.256,0.2,0
0.742,-0.324,0
1.399,-0.422,0
1.658,0.361,0
1.591,0.7,0
-0.531,0.445,0
0.914,0,0
-0.336,0.106,0
-0.149,-0.058,0
0.877,-0.126,0
1.135,0,0
2.581,0,0
-1.089,-0.286,0
0.245,-0.227,0
2.362,0.515,0
1.457,0,0
0.119,0.912,0
-0.124,-0.065,0
0.843,0.59,0
-0.608,0,0
0.318,-0.067,0
-0.478,-0.101,0
0.951,0,0
-0.392,0.924,0
0.317,0.166,0
0.598,-0.645,0
1.121,-0.448,0
1.263,-0.142,0
0.799,0,0
1.027,1.309,0
1.784,-0.206,0
1.955,-0.406,0
1.308,-0.166,0
-0.602,-0.133,0
1.453,0,0
0.567,0.141,0
0.451,0,0
-0.421,1.853,0
0.38,0.071,0
0.747,-0.263,0
-0.104,-0.047,0
-0.274,-0.06,0
1.386,-0.194,0
0.752,0.152,0
1.646,-0.42,0
0.813,-0.083,0
0.453,-1.037,0
-0.111,-0.042,0
-0.334,-0.129,0
1.15,-0.189,0
-0.507,-0.128,0
-0.321,0,0
0.848,-0.24,0
0.188,-0.152,0
0.576,-0.123,0
1.703,1.018,0
-0.281,1.29,0
-0.448,0.158,0
0.3,-0.065,0
2.762,0,0
1.708,0.984,0
2.656,-0.467,0
0.459,-0.234,0
1.826,-0.4,0
-0.651,0.214,0
-0.38,-0.128,0
-0.247,0.107,0
1.455,0,0
-0.424,0.399,0
-0.426,0.552,0
-0.521,0.642,0
0.648,0.281,0
-0.852,-0.543,0
-0.148,-0.056,0
2.042,-0.447,0
1.114,-0.179,0
2.985,0,0
-0.374,0.161,0
-0.381,-0.119,0
0.571,-1.046,0
0.588,0,0
0.179,-0.052,0
2.348,-0.286,0
0.739,0.2,0
0.503,-0.375,0
3.109,-0.36,0
-0.223,-0.05,0
-0.218,-0.05,0
-0.485,0.293,0
-0.131,-0.051,0
0.155,-0.077,0
0.523,1.046,0
-0.398,-0.118,0
1.313,-0.864,0
1.083,0,0
-0.14,-0.06,0
2.375,0.457,0
2.238,-0.413,0
1.098,0,0
-0.234,0.094,0
-0.58,0.327,0
0.484,0.229,0
2.484,-0.319,0
-0.802,-0.32,0
0.611,-0.135,0
-0.469,-0.152,0
-0.32,-0.084,0
1.03,-0.761,0
2.141,0.467,0
-0.624,-0.181,0
0.569,0,0
-0.572,0.156,0
-0.134,0.103,0
2.361,0.566,0
-0.243,0.1,0
0.684,-0.406,0
-0.464,-0.145,0
-0.505,0.435,0
0.619,1.099,0
0.61,-0.794,0
0.68,0.826,0
1.063,-0.106,0
2.799,0,0
-0.152,0.068,0
-0.603,-0.146,0
0.404,0,0
-0.254,0,0
-0.363,-0.26,0
0.215,-0.085,0
-0.498,-0.159,0
-0.258,-0.084,0
1.99,0,0
-0.248,0.11,0
-0.117,-0.052,0
0.827,-1.1,0
-0.135,0.056,0
-0.488,-0.116,0
0.461,-0.234,0
0.586,1.408,0
0.24,0.48,0
0.894,-0.535,0
0.913,-0.47,0
1.864,0,0
1.977,-0.452,0
0.976,0.216,0
0.635,-0.39,0
1.623,-0.211,0
0.134,0.055,0
1.134,0,0
0.271,0.082,0
0.495,0.503,0
1.064,0,0
0.353,0.119,0
0.801,-0.089,0
-0.515,-0.133,0
0.755,-0.297,0
1.564,0,0
0.389,0.125,0
1,0,0
-0.209,0.086,0
2.831,-0.366,0
0.516,0,0
0.324,0,0
-0.232,-0.092,0
-0.5,-0.376,0
0.852,0.132,0
1.125,0.82,0
1.206,0,0
-0.618,-0.154,0
1.393,0,0
-0.26,0,0
1.248,-0.652,0
1.795,0.416,0
-0.33,-0.276,0
-0.149,0.063,0
1.093,-0.3,0
1.366,-0.117,0
0.825,0.161,0
0.98,-0.762,0
2.518,0,0
2.147,0.395,0
-0.468,0.365,0
0.851,-0.275,0
-0.477,0,0
0.452,1.742,0
-0.41,-0.434,0
1.436,-0.275,0
1.827,-0.456,0
-0.604,0,0
-0.348,0.145,0
0.125,-0.08,0
0.368,0,0
1.043,-0.099,0
1.404,-0.751,0
1.744,-0.268,0
1.008,0,0
1.964,-0.235,0
-0.481,0.157,0
2.053,-0.25,0
0.444,-0.18,0
1.476,-0.24,0
-0.438,-0.126,0
0.25,0.071,0
0.457,-0.155,0
2.185,-0.428,0
1.886,-0.393,0
1.044,0,0
-0.13,-0.046,0
0.341,0.617,0
1.43,-0.217,0
1.624,0,0
1.767,0,0
-0.352,0.11,0
0.482,-0.169,0
-0.247,-0.065,0
-0.364,0,0
1.2,0,0
-0.29,-0.304,0
-0.387,-0.114,0
-0.482,-0.128,0
2.153,-0.278,0
-0.409,0.271,0
0.933,0.775,0
0.698,-0.124,0
1.052,-0.143,0
2.113,-0.285,0
-0.321,-0.181,0
-0.31,-0.114,0
2.191,0,0
1.861,0.456,0
0.439,0,0
1.904,0.809,0
1.433,0,0
-0.635,-0.187,0
2.217,0.628,0
0.349,-0.236,0
-0.304,-0.145,0
-0.323,-0.376,0
0.764,0.187,0
0.546,0,0
0.274,-0.076,0
1.872,-0.293,0
0.601,-0.316,0
-0.556,0.161,0
0.479,-0.163,0
0.845,-0.371,0
1.343,0,0
0.613,0.868,0
0.634,0,0
-0.606,-0.27,0
0.716,0.127,0
-0.134,-0.065,0
-0.115,0.104,0
-0.23,-0.08,0
1.031,0,0
1.297,-0.219,0
-0.437,1.473,0
1.614,1.062,0
-0.412,-0.106,0
2.052,-0.238,0
2.761,0.651,0
2.536,-0.406,0
0.742,0,0
-0.241,-0.06,0
0.644,1.58,0
-0.631,0.162,0
0.501,-0.987,0
1.822,0,0
0.181,0.071,0
-0.109,0.063,0
3.058,-0.44,0
0.687,0,0
-0.349,-0.072,0
-0.43,0.108,0
1.07,-0.166,0
-0.168,-0.062,0
1.043,-0.539,0
1.899,0.693,0
2.552,0.559,0
0.992,0,0
-0.123,0.046,0
-0.524,-0.173,0
0.197,0.085,0
-0.373,-0.126,0
0.555,-0.829,0
-0.536,-0.288,0
0.284,0.089,0
0.64,0,0
-0.348,0.177,0
0.399,1.386,0
0.75,0,0
-0.47,0.39,0
0.803,1.075,0
0.864,1.072,0
-0.531,-0.103,0
1.4,0,0
0.699,-0.499,0
0.19,0.101,0
-0.488,0,0
1.232,0.785,0
2.051,0,0
-0.477,-0.168,0
1.819,0.362,0
0.46,1.794,0
0.932,0,0
0.65,-0.17,0
-0.601,0.694,0
2.328,0,0
0.216,-0.066,0
1.166,-0.105,0
0.508,-0.135,0
0.384,1.595,0
-0.483,-0.227,0
-0.505,0.434,0
-0.453,-0.117,0
-0.471,0.214,0
0.979,0.233,0
-0.383,-0.127,0
2.194,0.616,0
0.16,0.089,0
-0.413,0.813,0
-0.475,0.355,0
-0.084,0.062,0
2.082,-0.305,0
1.102,-0.167,0
-0.428,-0.181,0
-0.437,0,0
-0.301,-0.065,0
2.302,-0.354,0
-0.544,0.15,0
-0.571,-0.278,0
0.534,0,0
0.441,0,0
-0.126,-0.06,0
0.501,0.881,0
2.446,-0.384,0
-0.42,0.848,0
-0.356,-0.107,0
-0.428,0.254,0
0.744,-0.363,0
0.515,0,0
0.784,0.271,0
0.17,0.062,0
0.294,-1.092,0
-0.763,-0.153,0
0.58,0.939,0
-0.159,-0.059,0
1.699,-0.233,0
-0.17,-0.057,0
0.45,1.599,0
-0.1,0.056,0
1.534,0,0
1.643,-0.2,0
-0.095,0.047,0
0.43,0.292,0
-0.391,-0.101,0
1.175,0,0
-0.478,-0.156,0
0.521,2.719,0
1.573,0,0
0.729,-0.126,0
-0.419,-0.277,0
-0.499,-0.193,0
-1.007,-0.315,0
-0.265,-0.054,0
-0.249,0.091,0
-1.317,-0.35,0
1.223,-0.18,0
0.316,-0.141,0
1.302,-0.608,0
-0.348,-0.124,0
0.802,-0.194,0
0.652,-0.201,0
-0.488,0,0
0.73,-0.087,0
1.508,0,0
-0.462,0.313,0
1.145,-0.212,0
1.359,-0.126,0
-0.453,-0.113,0
1.116,-0.274,0
-0.225,-0.059,0
1.027,-0.241,0
0.15,0.073,0
2.62,-0.555,0
1.762,-0.424,0
-0.41,0.382,0
0.381,0.949,0
2.289,0,0
2.642,-0.242,0
-0.399,-0.122,0
-0.337,-0.161,0
-0.146,-0.035,0
0.477,2.273,0
0.628,-0.122,0
0.877,-0.706,0
-0.55,0.375,0
1.979,-0.241,0
-0.342,0.153,0
-0.657,-0.19,0
1.846,-0.342,0
0.56,0,0
1.08,0.194,0
-0.281,0.278,0
-0.316,0.12,0
1.511,0,0
-0.308,0.738,0
2.024,-0.271,0
1.673,-0.214,0
0.249,0.089,0
1.491,0.503,0
0.82,-0.137,0
0.315,0.313,0
1.856,0,0
1.235,-0.114,0
0.578,0.206,0
-0.538,0.337,0
-0.113,0.063,0
0.541,-0.119,0
-0.218,0.071,0
0.37,-0.074,0
0.362,0,0
2.202,-0.306,0
0.617,-0.431,0
0.215,-0.085,0
-0.276,0.105,0
-0.441,0.929,0
1.504,-0.728,0
-0.319,-0.101,0
1.947,-0.228,0
0.397,1.064,0
0.737,-0.131,0
1.948,-0.391,0
-0.475,-0.233,0
1.96,0,0
0.396,-0.934,0
1.871,-0.234,0
-0.391,-0.237,0
-0.26,2.016,0
2.355,0,0
2.246,-0.441,0
-0.414,-0.119,0
0.665,0,0
-0.098,0.052,0
0.913,0,0
0.161,-0.085,0
0.76,-0.446,0
0.627,0,0
-0.641,-0.188,0
2.609,-0.315,0
-0.303,-0.092,0
-0.503,-0.376,0
1.742,0.243,0
0.222,0.053,0
0.905,-0.098,0
0.371,1.464,0
-0.385,-0.107,0
-0.421,0.83,0
-0.599,0.314,0
0.395,0.08,0
2.095,-0.24,0
2.807,0,0
1.496,0,0
-0.105,-0.041,0
0.424,-0.853,0
-0.593,-0.133,0
-0.449,-0.106,0
1.173,-0.102,0
0.395,0.438,0
0.272,-0.367,0
-0.483,-0.151,0
0.213,-0.092,0
0.414,-0.257,0
0.143,0.1,0
0.73,0,0
0.827,-0.149,0
1.618,-0.205,0
1.541,-0.214,0
0.448,0.656,0
0.327,-0.176,0
-0.37,-0.152,0
0.942,0,0
-0.447,0.299,0
1.078,0,0
-0.577,-0.272,0
-0.423,1.185,0
0.671,0.201,0
-0.581,-0.18,0
0.383,0,0
0.878,0,0
0.681,0.115,0
1.493,-0.269,0
-0.123,-0.059,0
0.757,-0.502,0
2.379,0,0
2.459,-0.338,0
-0.356,-0.108,0
1.825,-0.253,0
1.334,-0.502,0
-0.346,-0.208,0
0.663,0.447,0
0.256,-0.183,0
0.851,-0.667,0
1.204,-0.176,0
0.931,0,0
-0.503,0.349,0
0.55,0.385,0
-0.689,-0.183,0
2.33,-0.283,0
0.37,0.063,0
-0.24,0,0
0.421,1.695,0
1.733,-0.215,0
0.188,-0.149,0
0.691,-0.24,0
-0.42,-0.212,0
0.986,0,0
0.648,0.942,0
0.566,-0.496,0
-0.355,-0.096,0
-0.208,-0.055,0
1.147,-0.152,0
-0.403,0.148,0
0.845,-0.158,0
0.339,-0.137,0
0.603,1.161,0
0.825,0,0
0.952,-0.845,0
0.464,0,0
-0.174,-0.047,0
0.726,0,0
1.377,-0.43,0
1.442,-0.152,0
-0.428,-0.121,0
-0.58,0.162,0
-0.407,-0.103,0
0.467,0.228,0
0.664,0.172,0
1.08,-0.193,0
0.747,0.124,0
2.585,0.462,0
2.24,-0.208,0
-0.476,-0.153,0
2.319,-0.559,0
1.087,0.385,0
-0.42,0.619,0
-0.128,-0.065,0
0.681,-0.481,0
0.459,-0.96,0
0.195,0.085,0
0.665,-0.859,0
0.597,1.372,0
1.183,-0.22,0
0.619,-0.149,0
0.159,0.083,0
0.6,-0.119,0
0.198,0.394,0
-0.338,-0.081,0
-0.574,0.229,0
0.996,-0.177,0
-0.445,-0.118,0
1.817,-0.38,0
2.58,0,0
-0.579,-0.163,0
0.673,0.786,0
2.875,0,0
-0.502,0.594,0
1.95,0.563,0
-0.313,-0.099,0
2.403,-0.289,0
-0.557,-0.27,0
-0.42,0.619,0
1.741,-0.247,0
-0.355,-0.122,0
-0.29,-0.094,0
-0.448,0.156,0
1.164,0.813,0
2.307,-0.342,0
-0.143,-0.064,0
1.737,-0.557,0
1.368,1.016,0
-0.606,-0.27,0
2.003,-0.229,0
-0.318,-0.079,0
0.451,-0.291,0
0.991,0,0
1.898,-0.27,0
-0.46,0,0
-0.132,0.119,0
0.768,0,0
-0.656,-0.164,0
1.097,0,0
-0.385,-0.124,0
0.336,-0.114,0
-0.731,0,0
-0.449,-0.099,0
0.419,-0.416,0
-0.577,-0.158,0
1.964,0,0
2.439,-0.506,0
2.079,-0.161,0
-0.414,-0.117,0
0.176,-0.06,0
2.5,0,0
2.038,0,0
0.459,1.514,0
2.304,-0.516,0
-0.344,-0.074,0
2.178,0,0
-0.153,0.041,0
2.28,0,0
2.225,0.49,0
-0.194,0.061,0
-0.455,-0.138,0
0.82,0,0
0.485,0.299,0
0.712,-0.11,0
2.265,0,0
-0.291,-0.107,0
1.004,0.792,0
-0.388,-0.089,0
2.138,-0.272,0
-0.662,1.028,0
-0.232,0.101,0
1.333,-0.104,0
0.62,-0.736,0
-0.333,-0.097,0
2.289,0,0
0.164,-0.113,0
0.232,0.524,0
-0.479,0,0
-0.432,-0.117,0
-0.486,0.342,0
1.202,-0.667,0
1.926,0,0
1.206,-0.215,0
0.363,0.533,0
-0.158,0.064,0
2.176,-0.327,0
0.384,0.429,0
-0.337,0.201,0
1.946,0,0
-0.133,-0.056,0
0.47,0,0
-0.151,-0.06,0
-0.457,-0.123,0
-0.433,-0.252,0
-0.433,0.187,0
-0.392,0.25,0
1.396,0,0
-0.215,0.095,0
0.78,0.394,0
1.457,-0.317,0
0.751,0.199,0
1.087,0,0
-0.475,-0.147,0
2.305,0.344,0
0.136,-0.055,0
2.727,-0.323,0
-0.709,-0.211,0
0.323,1.829,0
-0.62,-0.166,0
1.243,-0.517,0
0.795,0.318,0
1.23,-0.496,0
-0.413,0.813,0
0.155,0.058,0
2.537,1.184,0
0.707,0,0
1.616,-0.396,0
1.353,0.525,0
