@relation australian

@attribute A1 {0,1}
@attribute A3 numeric
@attribute A4 {1,2,3}
@attribute A8 {0,1}
@attribute A9 {0,1}
@attribute A13 numeric
@attribute A14 numeric
@attribute Class {0,1}

@data
1,19,2,1,1,94,1,0
0,354,2,1,0,171,1,0
1,0,2,0,0,0,1,0
1,0,2,0,0,160,2,0
1,379,2,1,0,200,1,0
1,204,1,0,0,120,2,0
1,2415,2,0,1,220,2,0
0,3,2,0,1,280,11,0
1,12125,2,0,1,180,174,0
0,5,2,0,1,240,36,0
1,375,2,0,0,100,3,0
1,10,2,0,1,120,2,0
1,75,2,0,0,220,252,0
1,2665,2,0,0,0,502,0
0,115,1,0,0,20,17,0
1,0,2,0,0,144,1,0
1,10085,1,0,0,260,1,0
1,3165,1,0,0,160,1059,0
1,585,1,0,0,100,1,0
0,6,2,0,0,272,1,0
0,125,2,0,1,92,301,0
1,585,2,0,1,350,770,0
1,13,2,0,0,228,1,0
1,25,1,0,0,280,1,0
1,5,2,1,0,400,1,0
0,125,1,0,0,280,1,0
0,1835,2,0,1,200,54,0
1,415,1,0,1,200,2,0
1,835,2,0,0,100,1,0
1,275,2,0,1,80,22,0
1,1275,1,1,0,112,1,0
0,2875,2,0,0,120,1,0
1,29,1,0,0,160,1,0
1,4085,2,0,0,108,101,0
0,4415,2,0,0,160,1,0
0,665,2,0,0,220,6,0
0,335,2,0,0,160,1,0
1,1,1,0,0,176,538,0
1,129,2,0,0,140,1,0
1,12835,2,0,0,0,3,0
1,415,1,0,1,128,7,0
1,55,2,1,0,0,341,0
1,54,2,0,0,120,2,0
0,6,2,0,0,0,1,0
1,4,2,1,0,184,1,0
1,115,1,0,0,0,4001,0
0,85,2,1,1,80,991,0
0,67,2,1,0,400,1,0
0,125,2,0,1,108,99,0
0,95,2,0,1,0,11,0
1,15,1,0,0,160,1,0
1,125,2,0,1,352,113,0
0,1665,2,1,0,440,1,0
1,125,1,0,0,0,18,0
1,425,2,0,0,454,51,0
1,329,2,0,0,400,1,0
0,835,2,0,0,240,118,0
1,1085,2,0,0,108,8,0
0,13665,2,0,0,280,2,0
1,4,1,0,0,360,1001,0
0,3,1,0,0,160,21,0
0,0,1,0,0,0,1,0
1,2,2,0,0,80,1,0
0,11665,2,0,0,320,6,0
0,165,2,0,0,62,28,0
0,10,2,0,1,120,2,0
0,585,1,1,0,160,1,0
0,54,2,0,1,80,6,0
1,705,2,0,1,225,501,0
1,415,2,0,0,0,45,0
1,529,2,1,1,160,1,0
1,4,1,0,0,411,1,0
1,135,1,0,0,184,1,0
1,125,2,0,0,132,1,0
0,75,2,1,1,140,6,0
0,175,1,0,0,150,2,0
1,13,2,0,0,140,1111,0
1,2835,2,0,1,176,147,0
0,10665,2,0,1,129,4,0
1,125,2,0,0,720,1,0
0,1125,2,1,1,200,1,0
0,1625,2,0,0,0,1,0
1,835,2,0,0,220,6,0
1,625,2,1,0,200,1,0
1,10125,1,0,0,160,1,0
0,335,2,0,1,160,127,0
0,75,2,0,1,200,395,0
1,75,1,0,0,320,1,0
0,10,1,0,0,340,1,0
1,54,2,1,1,180,1,0
0,29,2,0,1,272,109,0
1,154,2,0,0,100,1,0
0,105,1,0,0,154,33,0
1,35,2,0,0,232,1,0
1,25,2,0,0,460,17,0
0,125,2,0,0,180,1063,0
1,835,2,0,0,120,6,0
0,1665,2,0,0,340,2,0
1,205,2,0,0,280,751,0
1,75,2,0,0,231,1,0
1,225,1,1,0,176,1,0
0,15,2,0,0,160,1,0
1,54,2,0,0,100,1,0
0,11,1,1,0,268,1,0
0,85,2,0,0,0,352,0
1,4,1,1,1,75,1,0
0,83,2,0,1,200,12,0
0,1665,2,0,0,0,391,0
0,35,2,0,0,1160,1,0
1,25,1,0,0,200,1,0
1,7,2,1,1,300,6,0
0,254,1,0,0,180,61,0
1,165,1,1,0,80,1,0
1,75,2,1,0,420,1,0
0,125,1,0,0,160,1,0
1,675,1,0,0,140,1,0
0,2,1,0,0,256,18,0
0,954,2,0,0,200,1001,0
0,2,2,0,1,0,11,0
1,225,2,0,0,640,4001,0
1,585,2,1,0,180,1,0
1,25,1,0,0,280,205,0
1,9585,2,0,0,80,351,0
0,1335,2,0,0,0,121,0
1,5,2,1,0,288,1,0
1,335,1,0,0,200,1,0
0,35,2,1,0,300,1,0
1,15,1,1,0,0,226,0
1,246,2,0,1,160,588,0
0,175,1,0,0,160,1,0
1,155,2,1,0,120,1,0
0,125,2,1,0,80,1,0
0,665,2,0,0,300,1,0
1,10415,1,1,0,120,376,0
1,335,1,0,0,180,1,0
0,415,2,0,0,144,1,0
0,10,2,0,0,80,43,0
0,135,1,0,1,200,2,0
1,2165,1,0,0,120,1,0
0,204,2,0,0,180,51,0
1,11,1,1,0,0,1,0
1,335,2,0,0,340,1,0
1,18125,2,0,0,320,3553,0
1,25,2,1,0,523,1,0
0,5,2,1,0,980,1,0
1,55,1,0,0,60,1,0
1,225,2,0,0,160,11,0
0,6165,2,0,0,220,1001,0
1,625,2,0,0,380,2011,0
1,154,2,0,0,356,1,0
1,15,2,0,0,0,351,0
0,3,1,0,0,180,1,0
0,2085,2,1,0,360,2,0
1,275,2,0,0,160,26,0
1,1335,2,0,0,440,4501,0
1,1165,2,1,0,280,1,0
0,375,2,0,1,0,201,0
1,3,2,0,0,120,1,0
1,115,2,0,0,0,1,0
1,354,1,0,0,180,2,0
1,3125,2,0,1,0,7,0
0,21,2,0,0,200,2,0
1,2521,2,1,1,760,91,0
1,46,2,0,0,280,56,0
1,2,2,0,1,320,1301,0
0,3125,2,0,1,200,5,0
0,15,2,0,0,76,1,0
1,254,2,0,0,0,1001,0
1,4125,1,0,0,140,101,0
1,3375,2,0,0,0,1,0
1,145,2,0,0,0,287,0
1,4,1,0,0,460,1,0
1,1375,1,1,0,200,101,0
1,585,1,0,0,240,2,0
0,375,2,0,0,120,19,0
0,25,2,0,0,260,247,0
1,17,2,0,0,0,1,0
1,4,1,0,0,0,1,0
1,3,1,0,0,180,5,0
0,175,1,0,0,280,1,0
1,5835,2,0,0,465,151,0
1,175,1,1,0,164,401,0
1,875,2,0,1,174,4,0
1,45,1,0,0,200,1211,0
0,5415,2,0,0,80,485,0
0,7,2,0,0,0,1,0
1,75,1,0,0,132,3,0
1,108,2,0,0,28,1,0
1,65,2,0,0,60,101,0
1,5085,1,0,0,480,1,0
0,2,2,0,0,276,2,0
1,229,2,0,0,200,4,0
1,7,2,0,0,600,1,0
1,0,2,0,1,0,1,0
1,5,2,1,0,320,1,0
0,165,2,0,0,380,1,0
0,1375,2,0,1,0,34,0
1,46,1,1,1,208,348,0
1,0,2,0,0,184,1,0
1,271,1,0,0,80,1,0
1,2335,2,0,0,292,1,0
1,75,2,0,1,400,10,0
1,65,2,1,0,443,1,0
0,45,2,0,0,360,7,0
0,5,1,0,0,0,1,0
1,4,1,0,0,120,1,0
1,0,1,0,0,60,1,0
1,42,1,0,0,309,3,0
1,3,1,0,0,0,2,0
0,1585,1,1,0,320,1,0
1,204,1,0,0,128,2,0
0,15,2,0,0,372,123,0
1,9,2,0,0,0,1,0
1,58,2,0,1,340,2804,0
1,121,1,0,0,100,1,0
1,5,2,0,0,252,1,0
1,25,2,0,0,280,1,0
0,104,2,0,0,240,238,0
1,4,2,1,0,280,1,0
1,125,1,0,0,224,1,0
0,125,2,0,0,120,810,0
1,329,2,0,0,140,3,0
1,3,2,1,0,0,201,0
1,3625,2,0,0,100,1,0
1,875,2,0,1,254,1951,0
1,275,2,0,0,180,1,0
0,15,2,0,1,200,106,0
1,3,2,0,0,300,68,0
1,7,1,0,0,160,3,0
0,79,2,0,0,144,1,0
0,271,1,0,0,80,1,0
1,3,2,0,0,160,41,0
1,1165,1,1,1,180,21,0
1,275,2,0,0,232,201,0
1,175,2,1,0,163,1,0
0,1,2,0,0,263,1,0
1,0,2,0,0,184,1,0
0,471,2,0,0,160,1,0
1,25,1,0,0,200,1,0
0,125,2,0,0,0,1,0
1,125,2,0,1,400,109,0
0,65,2,0,0,73,1,0
1,15,1,0,0,120,68,0
1,835,1,0,0,240,1,0
1,45,2,1,0,240,1,0
1,125,2,0,0,200,1,0
0,585,2,0,0,260,1005,0
1,7,2,0,0,0,1,0
0,7625,2,0,1,0,161,0
1,25,2,0,1,720,1,0
0,11,1,1,0,120,1,0
1,104,1,1,1,132,29,0
1,9,2,0,1,70,7,0
1,5,2,0,0,360,1,0
1,10,1,1,0,140,1,0
1,1085,1,0,0,170,180,0
1,25,2,0,0,420,1,0
0,104,1,1,1,180,148,0
1,271,2,0,0,320,1,0
1,125,1,0,0,216,2101,0
1,1335,2,0,0,168,1,0
1,1125,2,0,1,96,20,0
1,875,1,0,0,280,205,0
1,5,1,0,0,130,1,0
1,15,2,0,1,100,4,0
0,165,2,0,1,320,2,0
1,3,2,0,1,0,23,0
1,835,2,1,0,130,2,0
0,1175,2,0,0,180,1,0
1,3085,2,0,1,160,42,0
0,55,2,0,0,100,1,0
0,425,1,0,0,0,5,0
1,15,2,0,0,300,1,0
1,2335,2,0,0,180,1,0
1,2,2,0,0,221,1,0
1,3165,2,1,0,680,1,0
1,725,2,0,1,100,2,0
1,1,2,0,0,200,1,0
1,125,1,0,0,200,71,0
0,1085,1,0,0,280,14,0
1,25,2,1,1,410,2511,1
1,171,2,1,1,395,21,1
1,10125,2,1,1,520,197,1
1,1225,2,1,1,200,1,1
1,205,2,1,0,400,1,1
1,1,2,1,0,300,1,1
1,16165,2,1,1,250,731,1
0,3,2,1,0,100,1,1
0,46,2,1,1,380,501,1
1,75,2,1,1,352,691,1
1,525,2,0,0,290,7,1
0,10,2,1,1,50,1466,1
1,25,2,1,0,0,1,1
1,425,2,1,1,120,1,1
0,15,2,1,1,0,3377,1
1,45,2,0,0,711,1,1
0,375,2,1,1,371,1,1
1,104,2,1,1,500,10001,1
1,175,1,1,1,160,5778,1
1,95,2,1,0,60,401,1
1,1125,2,1,0,0,5299,1
1,8,1,1,1,280,2001,1
0,10,2,1,1,0,1603,1
1,29,1,1,1,100,376,1
1,817,2,1,1,60,159,1
1,5,2,1,1,32,541,1
0,529,2,1,1,99,501,1
1,54,1,1,1,840,60,1
1,665,2,0,0,100,1,1
0,95,2,1,1,40,601,1
1,58,2,1,1,96,5125,1
1,7625,2,1,1,0,791,1
1,12335,2,1,0,120,1,1
0,3,2,1,1,0,501,1
0,46,2,1,1,440,7,1
1,375,2,1,1,80,1,1
1,1479,2,1,1,168,1,1
1,204,1,1,1,370,561,1
0,925,2,1,1,60,541,1
1,125,2,1,0,24,2029,1
1,2,2,1,1,120,301,1
1,4,2,1,0,360,1,1
0,446,2,1,1,43,561,1
1,15,2,1,1,0,135,1
1,2415,2,1,1,200,3001,1
0,0,2,0,0,184,1,1
1,55,2,1,1,408,1001,1
1,10,1,1,0,40,1,1
1,175,1,1,0,393,1,1
0,375,2,1,1,80,1,1
0,11,2,1,1,0,3001,1
1,13915,2,1,1,70,1,1
1,304,1,1,1,180,18028,1
1,115,2,1,1,56,743,1
1,171,2,1,1,480,1,1
0,13,2,1,1,0,1,1
0,835,2,1,1,0,1,1
1,83,2,1,1,303,3291,1
0,65,2,1,1,0,3066,1
1,96,2,1,0,510,601,1
0,79,1,1,1,80,401,1
1,4915,1,1,0,52,1443,1
1,4,2,1,1,290,2280,1
1,275,2,1,1,204,1,1
1,204,2,1,0,400,5801,1
0,5,2,1,0,280,825,1
1,0,2,0,0,184,1,1
0,55,2,1,0,228,1,1
0,375,2,1,1,181,1,1
1,95,2,1,0,120,2207,1
1,85,2,1,1,181,1656,1
1,85,2,1,1,88,2001,1
0,3,2,1,1,396,4160,1
1,0,1,0,0,500,2,1
0,3,2,1,1,100,7,1
1,275,2,1,1,60,59,1
0,375,2,0,0,300,45,1
1,105,2,1,0,100,1,1
1,4,2,0,1,560,1,1
0,16,2,1,1,0,248,1
1,2125,1,1,1,50,1188,1
1,0,2,1,0,0,1,1
0,125,2,1,1,120,568,1
1,20,2,1,1,0,1001,1
1,0,2,1,0,0,1,1
1,7,2,1,1,200,1392,1
0,8665,2,1,0,160,151,1
1,1835,2,1,0,260,201,1
0,846,1,0,0,164,1,1
0,105,2,1,1,0,1,1
1,11625,1,1,0,160,301,1
0,11585,2,1,0,80,1350,1
1,85,2,1,1,0,1,1
0,254,1,1,0,370,1,1
0,375,3,0,0,300,1,1
1,704,2,1,1,360,1333,1
0,54,2,1,0,440,11178,1
1,55,2,1,1,0,1,1
1,215,2,1,1,0,1201,1
0,915,2,1,1,0,1584,1
0,75,2,1,1,333,893,1
0,14,2,1,1,0,1401,1
0,195,2,1,1,0,3001,1
1,1415,2,1,1,240,101,1
0,204,1,1,1,455,1237,1
0,13585,2,1,0,0,1,1
0,229,2,1,1,140,2385,1
1,6625,1,1,0,100,1,1
0,75,2,1,1,160,235,1
0,15,2,1,1,0,2201,1
1,75,2,1,0,349,24,1
1,15,2,1,1,434,36,1
0,9,2,1,0,0,1,1
0,35,2,1,0,280,1,1
1,1,2,1,0,280,1,1
1,165,2,0,0,200,41,1
1,3,2,1,1,260,801,1
1,1125,2,1,1,200,1209,1
1,5875,2,1,1,399,1,1
1,11,2,1,1,22,1,1
1,1375,2,1,0,487,501,1
0,9,2,1,1,120,1,1
1,125,2,1,1,140,259,1
1,21,2,1,0,280,1,1
0,165,2,1,1,232,101,1
1,10,2,1,1,0,1250,1
1,65,2,1,1,93,1,1
0,4415,1,1,0,240,1,1
1,15,2,1,0,422,201,1
0,2875,2,1,0,360,1,1
1,11,2,1,0,100,1,1
1,9,1,1,0,154,1,1
1,75,2,1,1,312,151,1
0,2335,2,1,1,80,1,1
1,15,2,1,1,0,1,1
1,205,1,1,1,380,2733,1
0,6665,2,1,1,0,1,1
1,375,2,1,1,260,15109,1
0,4625,2,1,1,0,1,1
1,75,2,1,1,80,9801,1
1,165,2,0,0,0,1,1
1,425,2,1,0,225,1,1
1,4625,2,1,0,0,1,1
0,1,2,1,1,0,457,1
1,65,2,1,1,0,11203,1
0,5,2,1,1,0,679,1
1,275,2,1,1,184,601,1
1,165,1,1,1,432,8001,1
1,1665,2,1,1,399,828,1
1,3165,1,1,1,380,1,1
1,175,2,1,1,253,858,1
1,404,2,1,1,320,1,1
1,1,2,1,1,340,4072,1
1,9415,2,1,1,30,301,1
0,4,2,1,0,100,961,1
1,3,2,1,0,0,1,1
0,0,2,0,0,184,1,1
0,754,1,1,1,0,2301,1
1,446,2,1,1,311,301,1
0,1025,2,1,1,49,1,1
1,917,2,1,1,0,222,1
1,15,1,1,0,260,1066,1
1,65,2,1,1,80,2955,1
1,42,2,1,1,220,949,1
1,5,2,1,1,470,1,1
1,95,2,1,1,240,4608,1
1,504,1,1,1,144,8,1
1,25,2,1,1,150,1271,1
0,954,2,1,0,100,1,1
1,1004,2,1,1,60,397,1
0,125,2,0,1,240,769,1
0,0,2,1,0,0,1,1
0,8,2,1,1,0,1261,1
1,504,2,1,0,92,1,1
0,115,1,1,1,0,1,1
1,6,2,1,1,108,1098,1
1,5,2,1,0,70,1,1
0,5875,2,1,1,120,246,1
0,1075,2,1,1,0,561,1
1,979,2,1,1,0,1,1
0,304,1,1,1,70,1,1
0,65,2,1,1,145,1,1
1,0,2,1,1,202,1,1
1,35,2,1,0,230,1,1
1,11,2,1,1,121,1,1
1,154,2,1,1,100,4,1
1,65,2,1,1,330,1201,1
1,115,2,1,1,290,285,1
0,5,2,1,1,0,100,1
1,9625,2,1,1,0,1,1
1,22,3,0,0,450,100001,1
1,15,2,1,1,0,2284,1
0,10,2,1,0,29,838,1
0,9,2,1,1,88,592,1
1,254,1,1,0,0,1,1
1,875,2,1,1,396,1,1
1,25085,2,1,1,120,15,1
1,185,2,1,1,0,1,1
1,4,2,1,0,160,1,1
1,35,2,1,1,0,7060,1
1,1835,2,1,1,100,151,1
1,5,2,1,1,0,1,1
0,6,2,1,0,0,1,1
0,11835,2,1,0,340,1,1
1,875,2,1,1,520,2001,1
1,1125,1,0,0,431,1,1
1,4,1,1,1,120,1001,1
0,8585,2,1,1,96,1,1
0,1,2,1,0,0,301,1
1,105,2,1,0,0,1,1
1,271,1,1,1,211,1,1
0,135,2,1,1,0,5001,1
1,54,1,1,1,200,1001,1
0,10335,2,1,1,80,51,1
1,65,2,1,1,0,501,1
1,11,2,1,1,80,279,1
0,5,2,1,0,491,1,1
1,154,2,1,1,520,50001,1
1,5,2,1,0,320,1,1
1,25,2,1,1,60,2185,1
1,3,2,1,1,80,1,1
1,195,2,1,1,0,5001,1
0,75,2,1,1,184,26727,1
1,28,1,1,1,0,16,1
1,25,2,1,0,0,1,1
1,1585,2,1,1,583,714,1
1,12,2,1,0,110,1,1
0,104,2,1,1,300,1431,1
1,996,2,1,0,0,1,1
1,621,2,1,1,200,301,1
0,3,2,1,1,519,1705,1
0,875,2,1,0,160,5861,1
1,4415,1,1,1,320,1,1
1,375,1,1,1,300,163,1
1,3,1,1,1,160,2,1
1,25,2,1,1,160,2073,1
0,12,2,1,1,0,6591,1
1,29,2,1,1,0,15001,1
1,479,1,1,1,80,301,1
0,8,2,1,1,375,51101,1
1,5,2,1,1,312,1,1
1,404,1,1,1,195,1,1
1,425,2,1,1,274,611,1
0,15,1,1,0,0,13213,1
1,4,2,0,0,0,1,1
1,15,2,1,1,0,583,1
0,1125,1,1,1,0,322,1
0,21,2,1,1,0,6701,1
1,125,1,0,0,232,114,1
1,55,2,1,0,80,1,1
0,1275,2,1,1,73,445,1
1,2,2,1,1,140,7545,1
0,145,2,1,1,120,12,1
1,425,2,1,1,117,1211,1
1,5,2,1,1,0,3066,1
1,604,2,0,0,0,2691,1
1,3335,2,1,1,383,1345,1
1,125,2,1,0,20,1,1
1,2229,2,1,1,0,110,1
0,146,2,1,1,120,2080,1
1,11,2,1,1,100,810,1
0,1835,2,1,1,220,2504,1
0,1254,2,1,1,156,1,1
1,105,2,1,0,0,1,1
1,15,2,1,1,200,328,1
1,2,2,1,1,181,1,1
1,675,2,1,1,0,285,1
0,6,2,1,1,80,919,1
1,11125,2,1,1,100,1,1
1,5,2,1,1,0,1001,1
1,45,2,1,1,330,1,1
1,325,2,1,0,102,640,1
1,5625,2,1,0,120,1,1
1,5125,2,1,1,420,8,1
1,6,2,1,1,0,1,1
1,2,2,1,1,0,16,1
0,1233,2,1,1,400,459,1
