@relation australian

@attribute A8 {0,1}
@attribute A14 numeric
@attribute Class {0,1}

@data
1,1,0
0,1,0
0,1,0
1,1,0
0,185,0
0,284,0
0,81,0
0,68,0
0,155,0
1,1,0
0,205,0
0,457,0
0,6,0
1,28,0
1,376,0
0,142,0
0,121,0
1,1,0
0,1,0
0,5,0
0,6,0
1,1,0
1,1,0
0,174,0
0,1,0
0,109,0
1,1,0
0,101,0
0,1,0
1,1,0
0,201,0
0,12,0
0,1,0
0,11,0
1,1,0
0,1,0
0,1,0
0,1,0
0,3553,0
0,238,0
0,1,0
1,1,0
0,1,0
0,5,0
0,1,0
0,7,0
0,11,0
0,2,0
0,1,0
0,1,0
0,391,0
0,5,0
0,301,0
1,101,0
0,1,0
0,17,0
0,1,0
1,301,1
1,1,1
1,2080,1
1,1,1
1,858,1
0,2691,1
1,11203,1
1,1,1
1,1,1
1,1,1
1,1345,1
1,1,1
1,100,1
1,301,1
0,1,1
1,1,1
1,1,1
0,769,1
1,101,1
1,1,1
1,1,1
1,1,1
1,691,1
1,1,1
1,1211,1
1,541,1
1,1466,1
1,6591,1
1,50001,1
1,1001,1
1,828,1
1,5778,1
1,1,1
1,561,1
1,1,1
1,1,1
1,397,1
1,459,1
1,2073,1
1,2001,1
1,541,1
1,611,1
1,501,1
1,100,1
1,26727,1
1,246,1
1,3258,1
1,825,1
1,601,1
1,1,1
1,285,1
1,285,1
1,36,1
1,1,1
1,1001,1
1,2301,1
1,1431,1
1,1,1
1,18028,1
1,1,1
1,322,1
1,1,1
1,2733,1
1,1,1
1,1,1
1,4160,1
0,2,1
1,552,1
0,114,1
1,1,1
1,501,1
0,1,1
1,1250,1
1,1603,1
1,1271,1
1,16,1
1,3377,1
1,15,1
1,8852,1
1,1,1
1,21,1
1,1,1
1,1,1
1,1001,1
1,1237,1
1,592,1
1,5001,1
1,3066,1
1,1,1
1,8001,1
1,31286,1
1,1,1
1,1,1
1,3066,1
1,1,1
1,838,1
1,1,1
1,1,1
0,1,1
1,401,1
1,1,1
1,15001,1
1,501,1
1,301,1
1,3291,1
1,1,1
1,5001,1
1,7545,1
1,1,1
1,583,1
1,1,1
1,1,1
0,1,1
1,1,1
1,640,1
1,101,1
1,248,1
0,1,1
0,1,1
1,501,1
1,1,1
1,279,1
1,1,1
1,315,1
1,151,1
1,16,1
1,197,1
0,41,1
1,20,1
1,1,1
1,1,1
0,7,1
1,1,1
1,5801,1
1,1,1
1,1,1
1,59,1
1,1201,1
1,1209,1
1,2185,1
1,501,1
1,1188,1
1,60,1
1,1066,1
1,1,1
1,5125,1
1,151,1
1,2284,1
1,1,1
1,2001,1
0,1,1
1,1,1
1,163,1
1,2207,1
1,1,1
1,679,1
1,1392,1
1,10562,1
1,2511,1
1,1,1
1,159,1
1,29,1
1,1,1
0,9,1
1,1,1
1,4701,1
1,1,1
1,51101,1
1,10001,1
1,1,1
1,1261,1
1,4001,1
1,810,1
1,1,1
1,301,1
1,2385,1
1,1,1
1,801,1
1,328,1
1,501,1
1,743,1
1,1,1
0,1,1
1,51,1
1,222,1
1,201,1
1,501,1
1,561,1
1,301,1
0,1,1
1,3001,1
1,401,1
0,45,1
0,1,1
1,5861,1
1,4072,1
1,12,1
1,376,1
1,2280,1
1,1584,1
1,601,1
1,1,1
1,1,1
1,8,1
1,949,1
1,201,1
1,301,1
1,1,1
1,1,1
1,1,1
1,8,1
1,1,1
1,1,1
1,3001,1
1,2201,1
1,1,1
1,1001,1
1,601,1
1,445,1
1,1401,1
1,6701,1
0,1,1
1,368,1
1,4,1
1,301,1
1,1,1
1,1,1
1,259,1
1,1,1
1,1,1
1,1,1
1,24,1
1,11178,1
1,9801,1
1,961,1
1,5001,1
1,1,1
1,2029,1
0,1,1
0,1,1
1,7060,1
1,1,1
1,561,1
1,7,1
1,2504,1
1,568,1
1,4608,1
1,169,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1443,1
1,1,1
1,1,1
1,919,1
1,457,1
1,2955,1
1,1,1
1,1098,1
1,3001,1
0,1,1
1,1,1
1,201,1
1,1,1
1,1,1
0,100001,1
1,1350,1
1,1705,1
1,1201,1
1,501,1
1,791,1
1,1,1
1,151,1
1,1,1
