@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R3-6,8-10,17,21,26-28,32,34,36,38,40-41'

@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A17 numeric
@attribute A21 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A32 numeric
@attribute A34 numeric
@attribute A36 numeric
@attribute A38 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.652,-0.43,-0.37,-0.31,-0.451,-0.397,-0.673,-0.859,-1.107,-0.57,-0.852,-0.729,-0.659,-0.652,-0.577,-0.552,-0.574,2
-0.876,-0.678,-0.602,-0.498,-0.669,-0.627,-0.948,-0.978,-1.173,-0.607,-0.918,-0.831,-0.787,-0.733,-0.605,-0.676,-0.707,2
-0.585,-0.378,-0.274,-0.19,-0.402,-0.336,-0.709,-0.734,-1.036,-0.498,-0.741,-0.664,-0.626,-0.619,-0.575,-0.582,-0.587,2
-0.762,-0.531,-0.449,-0.393,-0.513,-0.481,-0.807,-0.85,-1.088,-0.619,-0.823,-0.742,-0.711,-0.692,-0.601,-0.646,-0.672,2
-0.711,-0.435,-0.383,-0.278,-0.446,-0.372,-0.725,-0.849,-1.016,-0.322,-0.673,-0.564,-0.498,-0.516,-0.461,-0.408,-0.432,2
-0.703,-0.675,-0.492,-0.403,-0.609,-0.497,-0.728,-1.071,-1.325,-0.563,-0.99,-0.779,-0.805,-0.739,-0.512,-0.573,-0.543,2
-0.84,-0.622,-0.55,-0.467,-0.634,-0.566,-0.884,-0.924,-1.171,-0.398,-0.827,-0.665,-0.747,-0.698,-0.588,-0.623,-0.596,2
-0.742,-0.546,-0.431,-0.333,-0.486,-0.419,-0.723,-0.925,-1.078,-0.639,-0.839,-0.755,-0.687,-0.675,-0.549,-0.563,-0.613,2
-0.91,-0.595,-0.621,-0.56,-0.64,-0.603,-0.902,-0.785,-0.993,-0.421,-0.713,-0.564,-0.663,-0.637,-0.652,-0.643,-0.792,2
-0.892,-0.797,-0.623,-0.521,-0.724,-0.649,-0.91,-0.982,-1.32,-0.524,-0.954,-0.793,-0.891,-0.812,-0.669,-0.724,-0.8,2
-0.561,-0.573,-0.377,-0.251,-0.47,-0.346,-0.581,-0.982,-1.309,-0.517,-0.949,-0.732,-0.766,-0.707,-0.506,-0.533,-0.487,2
-0.613,-0.352,-0.332,-0.282,-0.42,-0.4,-0.747,-0.787,-0.921,-0.485,-0.674,-0.627,-0.51,-0.51,-0.469,-0.452,-0.447,2
-0.812,-0.734,-0.546,-0.409,-0.641,-0.544,-0.79,-0.957,-1.329,-0.589,-0.976,-0.796,-0.896,-0.828,-0.653,-0.71,-0.764,2
-0.66,-0.353,-0.345,-0.262,-0.405,-0.355,-0.711,-0.73,-0.942,-0.478,-0.677,-0.573,-0.517,-0.523,-0.545,-0.485,-0.54,2
-0.904,-0.735,-0.623,-0.52,-0.675,-0.619,-0.892,-0.998,-1.199,-0.675,-0.938,-0.837,-0.839,-0.786,-0.646,-0.737,-0.77,2
-0.706,-0.654,-0.455,-0.333,-0.581,-0.464,-0.716,-1.05,-1.321,-0.638,-1.024,-0.83,-0.838,-0.779,-0.596,-0.663,-0.651,2
-0.965,-0.719,-0.613,-0.448,-0.696,-0.596,-0.964,-1.055,-1.3,-0.789,-1.058,-0.917,-0.858,-0.792,-0.675,-0.702,-0.79,2
-0.936,-0.666,-0.646,-0.557,-0.687,-0.625,-0.937,-0.896,-1.115,-0.581,-0.855,-0.732,-0.758,-0.708,-0.709,-0.703,-0.851,2
-0.732,-0.583,-0.437,-0.296,-0.509,-0.437,-0.75,-0.887,-1.119,-0.541,-0.847,-0.735,-0.694,-0.664,-0.572,-0.587,-0.654,2
-0.752,-0.665,-0.524,-0.43,-0.622,-0.555,-0.805,-0.986,-1.241,-0.615,-0.96,-0.838,-0.821,-0.756,-0.634,-0.699,-0.75,2
-0.611,-0.37,-0.306,-0.186,-0.39,-0.329,-0.685,-0.721,-0.978,-0.385,-0.652,-0.569,-0.522,-0.54,-0.481,-0.466,-0.477,2
-0.782,-0.574,-0.458,-0.367,-0.561,-0.498,-0.839,-0.932,-1.211,-0.543,-0.901,-0.742,-0.7,-0.685,-0.565,-0.578,-0.555,2
-0.61,-0.337,-0.427,-0.408,-0.43,-0.44,-0.664,-0.731,-0.543,-0.478,-0.48,-0.518,-0.344,-0.399,-0.398,-0.466,-0.628,2
-0.921,-0.811,-0.681,-0.595,-0.739,-0.688,-0.948,-1.011,-1.238,-0.672,-0.964,-0.815,-0.874,-0.811,-0.68,-0.742,-0.828,2
-0.775,-0.46,-0.444,-0.33,-0.503,-0.411,-0.775,-0.894,-1.101,-0.344,-0.725,-0.583,-0.541,-0.52,-0.438,-0.378,-0.393,2
-0.771,-0.646,-0.473,-0.351,-0.597,-0.495,-0.821,-0.984,-1.355,-0.649,-1.034,-0.852,-0.888,-0.813,-0.585,-0.651,-0.635,2
-0.504,-0.349,-0.133,-0.056,-0.309,-0.248,-0.683,-0.755,-1.248,-0.523,-0.919,-0.715,-0.783,-0.722,-0.61,-0.625,-0.625,3
-0.653,-0.573,-0.401,-0.281,-0.559,-0.432,-0.711,-1.009,-1.268,-0.708,-1.01,-0.854,-0.814,-0.758,-0.595,-0.648,-0.656,3
-0.509,-0.169,-0.081,0.029,-0.305,-0.184,-0.752,-0.602,-1.141,-0.407,-0.778,-0.608,-0.691,-0.653,-0.605,-0.58,-0.587,3
-0.544,-0.362,-0.207,-0.152,-0.362,-0.258,-0.656,-0.875,-1.162,-0.622,-0.896,-0.762,-0.67,-0.643,-0.577,-0.507,-0.513,3
-0.688,-0.573,-0.38,-0.274,-0.557,-0.449,-0.83,-0.981,-1.324,-0.842,-1.115,-0.978,-0.952,-0.879,-0.73,-0.815,-0.82,3
-0.513,-0.206,-0.082,0.023,-0.247,-0.155,-0.669,-0.61,-1.17,-0.341,-0.746,-0.521,-0.744,-0.681,-0.634,-0.621,-0.652,3
-0.472,-0.316,-0.116,-0.088,-0.268,-0.249,-0.694,-0.719,-1.199,-0.524,-0.878,-0.695,-0.763,-0.71,-0.668,-0.643,-0.71,3
-0.561,-0.445,-0.268,-0.194,-0.433,-0.337,-0.748,-0.846,-1.201,-0.604,-0.926,-0.765,-0.841,-0.789,-0.649,-0.72,-0.747,3
-0.717,-0.675,-0.481,-0.396,-0.661,-0.565,-0.903,-1.066,-1.366,-0.881,-1.15,-1.002,-1.021,-0.947,-0.742,-0.852,-0.859,3
-0.728,-0.678,-0.472,-0.386,-0.651,-0.546,-0.87,-1.126,-1.382,-0.952,-1.194,-1.072,-1.018,-0.95,-0.798,-0.915,-0.916,3
-0.72,-0.511,-0.379,-0.249,-0.556,-0.456,-0.893,-0.872,-1.235,-0.626,-0.958,-0.773,-0.873,-0.786,-0.645,-0.722,-0.733,3
-0.515,-0.347,-0.187,-0.133,-0.339,-0.282,-0.739,-0.761,-1.153,-0.566,-0.89,-0.731,-0.745,-0.719,-0.632,-0.638,-0.669,3
-0.566,-0.421,-0.293,-0.194,-0.43,-0.319,-0.728,-0.859,-1.201,-0.541,-0.88,-0.689,-0.814,-0.733,-0.576,-0.619,-0.601,3
-0.59,-0.528,-0.343,-0.284,-0.517,-0.411,-0.769,-0.925,-1.269,-0.71,-1.016,-0.868,-0.941,-0.873,-0.7,-0.792,-0.807,3
-0.527,-0.282,-0.113,-0.043,-0.282,-0.2,-0.639,-0.809,-1.152,-0.592,-0.871,-0.737,-0.627,-0.604,-0.565,-0.448,-0.456,3
-0.591,-0.632,-0.429,-0.326,-0.564,-0.474,-0.749,-1.017,-1.292,-0.702,-1.025,-0.849,-0.956,-0.913,-0.717,-0.827,-0.825,3
-0.645,-0.386,-0.287,-0.182,-0.395,-0.309,-0.741,-0.829,-1.174,-0.564,-0.889,-0.722,-0.707,-0.688,-0.599,-0.572,-0.591,3
-0.589,-0.437,-0.26,-0.158,-0.453,-0.371,-0.743,-0.927,-1.22,-0.798,-1.026,-0.889,-0.775,-0.727,-0.64,-0.654,-0.682,3
-0.499,-0.277,-0.126,-0.059,-0.31,-0.246,-0.696,-0.645,-1.149,-0.43,-0.76,-0.602,-0.716,-0.66,-0.615,-0.599,-0.659,3
-0.537,-0.321,-0.143,-0.044,-0.306,-0.226,-0.674,-0.748,-1.22,-0.548,-0.902,-0.729,-0.762,-0.722,-0.663,-0.651,-0.691,3
-0.524,-0.391,-0.249,-0.159,-0.408,-0.33,-0.713,-0.782,-1.144,-0.451,-0.798,-0.589,-0.759,-0.69,-0.62,-0.632,-0.65,3
-0.511,-0.349,-0.2,-0.066,-0.377,-0.277,-0.696,-0.718,-1.141,-0.468,-0.822,-0.638,-0.776,-0.72,-0.555,-0.638,-0.645,3
-0.499,-0.353,-0.154,-0.12,-0.32,-0.273,-0.717,-0.811,-1.174,-0.623,-0.912,-0.761,-0.743,-0.703,-0.618,-0.596,-0.608,3
-0.482,-0.262,-0.143,-0.117,-0.314,-0.282,-0.731,-0.633,-1.097,-0.544,-0.806,-0.656,-0.744,-0.697,-0.597,-0.637,-0.67,3
-0.582,-0.556,-0.377,-0.321,-0.521,-0.465,-0.824,-0.919,-1.212,-0.627,-0.944,-0.772,-0.877,-0.832,-0.666,-0.73,-0.751,3
-0.69,-0.594,-0.408,-0.318,-0.591,-0.473,-0.823,-1.039,-1.349,-0.844,-1.14,-0.989,-0.956,-0.88,-0.719,-0.817,-0.816,3
-0.505,-0.368,-0.172,-0.138,-0.391,-0.342,-0.781,-0.842,-1.267,-0.676,-0.995,-0.823,-0.813,-0.737,-0.645,-0.655,-0.652,3
-0.578,-0.553,-0.347,-0.248,-0.497,-0.399,-0.705,-0.989,-1.247,-0.684,-0.998,-0.857,-0.905,-0.867,-0.663,-0.742,-0.731,3
-0.512,-0.373,-0.241,-0.124,-0.384,-0.288,-0.648,-0.708,-1.129,-0.396,-0.78,-0.577,-0.746,-0.688,-0.529,-0.617,-0.626,3
-0.623,-0.522,-0.312,-0.171,-0.478,-0.373,-0.767,-0.941,-1.281,-0.686,-1.024,-0.836,-0.855,-0.78,-0.581,-0.654,-0.638,3
-0.593,-0.396,-0.223,-0.155,-0.401,-0.34,-0.766,-0.767,-1.175,-0.509,-0.846,-0.655,-0.749,-0.733,-0.693,-0.704,-0.74,3
-0.694,-0.644,-0.426,-0.284,-0.591,-0.487,-0.8,-1.013,-1.323,-0.733,-1.057,-0.906,-0.978,-0.916,-0.732,-0.833,-0.846,3
-0.499,-0.379,-0.257,-0.137,-0.407,-0.294,-0.686,-0.785,-1.134,-0.452,-0.801,-0.632,-0.738,-0.667,-0.602,-0.63,-0.653,3
-0.622,-0.403,-0.232,-0.134,-0.385,-0.317,-0.783,-0.788,-1.115,-0.601,-0.862,-0.73,-0.744,-0.726,-0.677,-0.695,-0.754,3
-0.54,-0.405,-0.248,-0.189,-0.386,-0.319,-0.758,-0.785,-1.25,-0.66,-0.978,-0.812,-0.847,-0.771,-0.654,-0.706,-0.764,3
-0.582,-0.337,-0.186,-0.1,-0.346,-0.254,-0.715,-0.825,-1.223,-0.634,-0.966,-0.81,-0.714,-0.681,-0.609,-0.565,-0.562,3
-0.603,-0.387,-0.242,-0.142,-0.38,-0.321,-0.763,-0.811,-1.153,-0.547,-0.871,-0.707,-0.711,-0.678,-0.666,-0.633,-0.686,3
-0.543,-0.522,-0.302,-0.195,-0.473,-0.394,-0.717,-0.897,-1.242,-0.578,-0.948,-0.77,-0.854,-0.797,-0.577,-0.668,-0.659,3
-0.558,-0.432,-0.251,-0.179,-0.395,-0.305,-0.717,-0.836,-1.286,-0.685,-1.008,-0.839,-0.827,-0.775,-0.63,-0.644,-0.683,3
-0.714,-0.66,-0.452,-0.327,-0.625,-0.506,-0.813,-1.067,-1.299,-0.865,-1.102,-0.975,-0.971,-0.912,-0.716,-0.844,-0.855,3
-0.547,-0.404,-0.224,-0.144,-0.38,-0.298,-0.716,-0.786,-1.179,-0.561,-0.867,-0.716,-0.795,-0.743,-0.591,-0.663,-0.689,3
-0.67,-0.612,-0.448,-0.343,-0.585,-0.505,-0.824,-0.977,-1.235,-0.604,-0.965,-0.774,-0.883,-0.83,-0.699,-0.775,-0.814,3
-0.704,-0.617,-0.447,-0.313,-0.573,-0.485,-0.806,-0.998,-1.275,-0.731,-1.025,-0.862,-0.857,-0.816,-0.699,-0.725,-0.774,3
-0.708,-0.465,-0.326,-0.242,-0.462,-0.373,-0.792,-0.894,-1.267,-0.706,-1.013,-0.861,-0.788,-0.745,-0.683,-0.654,-0.717,3
-0.561,-0.535,-0.334,-0.211,-0.492,-0.393,-0.743,-0.959,-1.273,-0.641,-0.988,-0.794,-0.919,-0.856,-0.646,-0.737,-0.738,3
-0.657,-0.568,-0.377,-0.234,-0.551,-0.421,-0.76,-1.005,-1.319,-0.795,-1.095,-0.949,-0.92,-0.857,-0.681,-0.791,-0.785,3
-0.694,-0.593,-0.41,-0.287,-0.55,-0.472,-0.835,-0.966,-1.298,-0.771,-1.071,-0.9,-0.939,-0.871,-0.726,-0.805,-0.836,3
-0.64,-0.393,-0.304,-0.205,-0.501,-0.407,-0.912,-0.786,-1.187,-0.543,-0.899,-0.689,-0.804,-0.741,-0.692,-0.712,-0.74,3
-0.616,-0.479,-0.322,-0.18,-0.466,-0.35,-0.745,-0.891,-1.272,-0.652,-0.985,-0.811,-0.83,-0.746,-0.564,-0.605,-0.611,3
-0.748,-0.691,-0.519,-0.41,-0.636,-0.562,-0.86,-1.041,-1.279,-0.727,-1.033,-0.889,-0.959,-0.922,-0.779,-0.881,-0.927,3
-1.033,-0.836,-0.768,-0.67,-0.81,-0.771,-1.065,-0.997,-1.219,-0.823,-0.939,-0.881,-0.924,-0.871,-0.822,-0.872,-1.005,4
-1.182,-1.028,-0.955,-0.881,-1.006,-0.969,-1.217,-1.067,-1.385,-0.812,-1.066,-0.931,-1.11,-1.067,-0.962,-1.04,-1.143,4
-1.092,-0.934,-0.887,-0.854,-0.923,-0.904,-1.11,-1.017,-1.244,-0.568,-0.85,-0.733,-0.837,-0.809,-0.762,-0.776,-0.924,4
-1.014,-0.851,-0.777,-0.692,-0.833,-0.785,-1.027,-0.912,-1.226,-0.5,-0.85,-0.731,-0.888,-0.836,-0.744,-0.814,-0.939,4
-1.059,-0.855,-0.822,-0.793,-0.851,-0.842,-1.112,-0.905,-1.218,-0.467,-0.771,-0.659,-0.888,-0.817,-0.725,-0.765,-0.885,4
-1.032,-0.848,-0.79,-0.704,-0.843,-0.796,-1.055,-1.042,-1.237,-0.753,-0.953,-0.847,-0.884,-0.849,-0.777,-0.827,-0.939,4
-1.14,-1.024,-0.979,-0.957,-1.016,-1.014,-1.215,-1.114,-1.278,-0.794,-0.978,-0.883,-0.953,-0.915,-0.928,-0.954,-1.12,4
-1.031,-0.824,-0.783,-0.729,-0.799,-0.783,-1.042,-0.926,-1.173,-0.656,-0.851,-0.777,-0.849,-0.835,-0.856,-0.869,-1.039,4
-1.127,-1.021,-0.942,-0.884,-0.982,-0.948,-1.143,-1.026,-1.33,-0.655,-0.945,-0.812,-1.025,-0.962,-0.859,-0.945,-1.05,4
-1.021,-0.798,-0.775,-0.73,-0.801,-0.784,-1.048,-0.948,-1.143,-0.659,-0.838,-0.735,-0.827,-0.802,-0.805,-0.818,-0.991,4
-0.992,-0.698,-0.718,-0.648,-0.72,-0.692,-0.944,-0.89,-1.022,-0.6,-0.713,-0.649,-0.655,-0.648,-0.773,-0.716,-0.918,4
-1.134,-0.912,-0.871,-0.796,-0.909,-0.873,-1.141,-0.965,-1.29,-0.582,-0.896,-0.775,-0.951,-0.897,-0.823,-0.869,-0.992,4
-1.158,-1.004,-0.949,-0.882,-0.991,-0.96,-1.184,-1.029,-1.313,-0.713,-0.989,-0.868,-1.052,-1.006,-0.936,-0.996,-1.119,4
-1.016,-0.816,-0.786,-0.756,-0.827,-0.811,-1.051,-0.997,-1.157,-0.648,-0.82,-0.737,-0.782,-0.744,-0.754,-0.745,-0.899,4
-1.11,-0.939,-0.866,-0.79,-0.919,-0.892,-1.17,-1.023,-1.311,-0.581,-0.912,-0.781,-0.935,-0.879,-0.82,-0.856,-0.972,4
-1.067,-0.868,-0.825,-0.785,-0.863,-0.853,-1.122,-0.995,-1.226,-0.792,-0.971,-0.877,-0.984,-0.952,-0.902,-0.965,-1.089,4
-1.036,-0.864,-0.774,-0.695,-0.83,-0.782,-1.048,-0.978,-1.28,-0.632,-0.93,-0.807,-0.976,-0.924,-0.88,-0.926,-1.059,4
-1.003,-0.778,-0.707,-0.584,-0.763,-0.708,-1.018,-0.954,-1.216,-0.697,-0.9,-0.791,-0.872,-0.814,-0.69,-0.753,-0.832,4
-1.042,-0.866,-0.808,-0.747,-0.85,-0.813,-1.048,-0.92,-1.228,-0.572,-0.864,-0.742,-0.923,-0.876,-0.841,-0.879,-1.012,4
-0.953,-0.74,-0.714,-0.664,-0.735,-0.717,-0.964,-0.834,-1.075,-0.586,-0.756,-0.691,-0.812,-0.801,-0.815,-0.839,-1.025,4
-0.946,-0.728,-0.719,-0.698,-0.738,-0.745,-1.021,-0.846,-1.052,-0.595,-0.739,-0.689,-0.78,-0.768,-0.817,-0.826,-0.992,4
-1.09,-0.881,-0.877,-0.837,-0.898,-0.893,-1.131,-1.003,-1.157,-0.764,-0.892,-0.834,-0.897,-0.874,-0.911,-0.926,-1.108,4
-1.027,-0.833,-0.778,-0.703,-0.826,-0.789,-1.07,-1.01,-1.223,-0.721,-0.926,-0.817,-0.881,-0.838,-0.765,-0.799,-0.897,4
-1.033,-0.761,-0.757,-0.703,-0.767,-0.752,-1.02,-0.95,-1.104,-0.639,-0.784,-0.696,-0.709,-0.696,-0.805,-0.747,-0.943,4
-1.047,-0.713,-0.736,-0.668,-0.742,-0.73,-1.035,-0.894,-1.081,-0.581,-0.763,-0.676,-0.724,-0.715,-0.753,-0.741,-0.899,4
-1.015,-0.804,-0.776,-0.729,-0.795,-0.785,-1.045,-0.94,-1.131,-0.623,-0.791,-0.72,-0.79,-0.758,-0.646,-0.703,-0.801,4
-1.018,-0.76,-0.761,-0.712,-0.798,-0.791,-1.084,-0.873,-1.101,-0.525,-0.734,-0.639,-0.766,-0.74,-0.744,-0.751,-0.919,4
-1.038,-0.867,-0.8,-0.719,-0.852,-0.812,-1.065,-0.996,-1.242,-0.727,-0.915,-0.816,-0.912,-0.878,-0.829,-0.871,-0.992,4
-1.08,-0.96,-0.894,-0.859,-0.932,-0.917,-1.144,-1.037,-1.268,-0.662,-0.921,-0.808,-0.951,-0.925,-0.916,-0.938,-1.094,4
-1.067,-0.926,-0.891,-0.878,-0.925,-0.928,-1.136,-1.023,-1.193,-0.676,-0.86,-0.775,-0.87,-0.83,-0.821,-0.855,-1,4
-1.091,-0.883,-0.867,-0.837,-0.881,-0.875,-1.114,-0.95,-1.189,-0.586,-0.852,-0.687,-0.891,-0.866,-0.83,-0.856,-1.01,4
-1.071,-0.885,-0.812,-0.711,-0.859,-0.803,-1.047,-0.958,-1.273,-0.651,-0.929,-0.84,-0.974,-0.923,-0.953,-0.983,-1.134,4
-1.03,-0.883,-0.805,-0.735,-0.851,-0.824,-1.085,-1.015,-1.228,-0.665,-0.878,-0.78,-0.888,-0.85,-0.795,-0.831,-0.962,4
-1.189,-1.04,-0.986,-0.927,-1.027,-0.999,-1.228,-1.083,-1.358,-0.803,-1.044,-0.914,-1.086,-1.037,-0.934,-1.011,-1.119,4
-1.206,-1.076,-1.022,-0.978,-1.053,-1.025,-1.219,-1.1,-1.375,-0.73,-1.034,-0.896,-1.091,-1.044,-0.958,-1.031,-1.149,4
-1.116,-0.952,-0.912,-0.879,-0.939,-0.929,-1.163,-1.007,-1.262,-0.627,-0.907,-0.809,-0.97,-0.922,-0.879,-0.912,-1.078,4
-1.033,-0.885,-0.836,-0.81,-0.867,-0.859,-1.084,-1.001,-1.177,-0.711,-0.871,-0.785,-0.864,-0.815,-0.779,-0.82,-0.977,4
-1.087,-0.949,-0.855,-0.774,-0.912,-0.873,-1.125,-0.959,-1.322,-0.547,-0.886,-0.781,-0.977,-0.91,-0.799,-0.87,-0.97,4
-1.007,-0.798,-0.769,-0.728,-0.778,-0.759,-0.981,-0.954,-1.122,-0.645,-0.801,-0.716,-0.759,-0.73,-0.718,-0.721,-0.886,4
-1.188,-1.028,-0.973,-0.901,-1.019,-0.978,-1.197,-1.07,-1.36,-0.702,-1.017,-0.885,-1.096,-1.032,-0.995,-1.049,-1.168,4
-1.089,-0.851,-0.838,-0.774,-0.861,-0.839,-1.092,-0.931,-1.172,-0.597,-0.837,-0.725,-0.878,-0.849,-0.842,-0.865,-1.041,4
-1.011,-0.774,-0.737,-0.68,-0.776,-0.764,-1.056,-0.92,-1.165,-0.602,-0.839,-0.712,-0.802,-0.769,-0.749,-0.777,-0.89,4
-1.161,-1.031,-0.929,-0.831,-0.991,-0.938,-1.189,-1.087,-1.418,-0.661,-1.033,-0.879,-1.076,-0.995,-0.895,-0.962,-1.073,4
-1.171,-1.059,-0.999,-0.951,-1.038,-1.015,-1.205,-1.096,-1.336,-0.768,-1.009,-0.878,-1.073,-1.023,-0.932,-1.003,-1.113,4
-1.07,-0.845,-0.817,-0.743,-0.856,-0.833,-1.117,-1.001,-1.192,-0.733,-0.901,-0.821,-0.894,-0.864,-0.833,-0.873,-0.996,4
-1.139,-0.988,-0.918,-0.837,-0.956,-0.912,-1.144,-1.071,-1.335,-0.813,-1.034,-0.918,-1.034,-0.986,-0.882,-0.949,-1.08,4
-1.008,-0.802,-0.747,-0.666,-0.779,-0.74,-1.003,-0.903,-1.182,-0.509,-0.811,-0.691,-0.837,-0.804,-0.769,-0.794,-0.939,4
-1.068,-0.93,-0.858,-0.801,-0.899,-0.871,-1.094,-1.047,-1.272,-0.757,-0.944,-0.856,-0.975,-0.915,-0.85,-0.901,-1.024,4
-1.029,-0.837,-0.784,-0.718,-0.811,-0.781,-1.029,-0.924,-1.192,-0.576,-0.843,-0.727,-0.855,-0.823,-0.738,-0.795,-0.915,4
-1.054,-0.858,-0.805,-0.726,-0.841,-0.807,-1.064,-0.971,-1.213,-0.532,-0.824,-0.689,-0.825,-0.797,-0.729,-0.753,-0.874,4
-0.705,-0.389,-0.404,-0.275,-0.489,-0.358,-0.626,-0.703,-0.727,-0.295,-0.534,-0.503,-0.543,-0.541,-0.405,-0.511,-0.575,9
-0.627,-0.514,-0.439,-0.286,-0.49,-0.361,-0.593,-0.772,-1.063,-0.354,-0.707,-0.546,-0.772,-0.737,-0.624,-0.715,-0.79,9
-0.603,-0.45,-0.297,-0.105,-0.419,-0.269,-0.592,-0.738,-1.064,-0.37,-0.737,-0.606,-0.751,-0.689,-0.556,-0.646,-0.731,9
-0.884,-0.614,-0.652,-0.527,-0.696,-0.561,-0.758,-0.904,-0.931,-0.542,-0.718,-0.677,-0.741,-0.728,-0.641,-0.745,-0.831,9
