@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,4,8,10,12,21,23-24,27,34,36,40-41'

@attribute A1 numeric
@attribute A4 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A27 numeric
@attribute A34 numeric
@attribute A36 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.01,-0.389,-0.31,-0.497,-0.676,-1.01,-0.933,-0.7,-0.772,-0.602,-0.505,-0.536,2
-1.048,-0.494,-0.49,-0.789,-0.704,-1.048,-0.862,-0.577,-0.718,-0.619,-0.476,-0.433,2
-1.061,-0.409,-0.422,-0.618,-0.634,-1.061,-0.915,-0.701,-0.83,-0.703,-0.524,-0.622,2
-1.1,-0.617,-0.578,-0.84,-0.803,-1.1,-1.019,-0.75,-0.851,-0.685,-0.608,-0.712,2
-0.964,-0.658,-0.676,-0.902,-0.74,-0.964,-0.894,-0.692,-0.807,-0.656,-0.52,-0.687,2
-1.035,-0.653,-0.663,-0.874,-0.737,-1.035,-0.867,-0.598,-0.726,-0.643,-0.579,-0.717,2
-1.169,-0.68,-0.665,-0.867,-0.846,-1.169,-0.988,-0.787,-0.895,-0.763,-0.609,-0.752,2
-1.164,-0.354,-0.39,-0.659,-0.707,-1.164,-0.891,-0.803,-0.89,-0.658,-0.489,-0.48,3
-1.167,-0.425,-0.437,-0.674,-0.63,-1.167,-0.768,-0.709,-0.827,-0.738,-0.587,-0.684,3
-1.207,-0.468,-0.433,-0.631,-0.773,-1.207,-0.946,-0.888,-0.973,-0.748,-0.624,-0.722,3
-1.23,-0.269,-0.289,-0.7,-0.525,-1.23,-0.884,-0.778,-0.909,-0.7,-0.635,-0.66,3
-1.17,-0.233,-0.288,-0.753,-0.496,-1.17,-0.772,-0.696,-0.835,-0.647,-0.577,-0.595,3
-1.166,-0.429,-0.391,-0.719,-0.657,-1.166,-0.849,-0.777,-0.894,-0.718,-0.675,-0.765,3
-1.171,-0.408,-0.419,-0.654,-0.697,-1.171,-0.913,-0.821,-0.921,-0.708,-0.534,-0.596,3
-1.284,-0.501,-0.494,-0.756,-0.795,-1.284,-0.994,-0.921,-1.021,-0.766,-0.606,-0.65,3
-1.014,-0.225,-0.358,-0.739,-0.434,-1.014,-0.639,-0.523,-0.637,-0.602,-0.491,-0.601,3
-1.182,-0.439,-0.425,-0.679,-0.722,-1.182,-0.962,-0.859,-0.952,-0.747,-0.634,-0.712,3
-1.228,-0.476,-0.546,-0.908,-0.672,-1.228,-0.876,-0.834,-0.95,-0.798,-0.723,-0.809,3
-1.287,-0.415,-0.432,-0.76,-0.722,-1.287,-0.965,-0.957,-1.059,-0.774,-0.623,-0.677,3
-1.162,-0.346,-0.385,-0.649,-0.674,-1.162,-0.905,-0.782,-0.885,-0.668,-0.584,-0.575,3
-1.18,-0.331,-0.379,-0.725,-0.559,-1.18,-0.898,-0.812,-0.914,-0.76,-0.616,-0.695,3
-1.193,-0.443,-0.494,-0.851,-0.637,-1.193,-0.814,-0.784,-0.913,-0.757,-0.66,-0.75,3
-1.161,-0.403,-0.417,-0.721,-0.67,-1.161,-0.867,-0.792,-0.896,-0.751,-0.658,-0.709,3
-1.287,-0.409,-0.402,-0.798,-0.6,-1.287,-0.984,-0.894,-1.002,-0.816,-0.663,-0.762,3
-1.278,-0.367,-0.343,-0.737,-0.636,-1.278,-0.944,-0.863,-0.986,-0.768,-0.686,-0.725,3
-1.187,-0.425,-0.444,-0.73,-0.692,-1.187,-0.902,-0.846,-0.942,-0.754,-0.647,-0.695,3
-1.161,-0.39,-0.409,-0.699,-0.624,-1.161,-0.826,-0.685,-0.831,-0.686,-0.627,-0.676,3
-1.188,-0.436,-0.446,-0.759,-0.619,-1.188,-0.858,-0.748,-0.877,-0.765,-0.645,-0.753,3
-1.206,-0.453,-0.487,-0.789,-0.716,-1.206,-0.929,-0.841,-0.948,-0.759,-0.652,-0.726,3
-1.061,-0.294,-0.257,-0.658,-0.553,-1.061,-0.777,-0.671,-0.784,-0.612,-0.584,-0.64,3
-1.151,-0.435,-0.407,-0.732,-0.62,-1.151,-0.921,-0.763,-0.857,-0.804,-0.675,-0.791,3
-1.218,-0.397,-0.439,-0.785,-0.689,-1.218,-0.85,-0.823,-0.931,-0.73,-0.633,-0.663,3
-1.228,-0.465,-0.511,-0.815,-0.755,-1.228,-0.94,-0.846,-0.955,-0.775,-0.619,-0.688,3
-1.31,-0.628,-0.626,-0.928,-0.809,-1.31,-0.974,-0.939,-1.05,-0.926,-0.779,-0.91,3
-1.144,-0.352,-0.375,-0.695,-0.63,-1.144,-0.838,-0.804,-0.895,-0.665,-0.585,-0.595,3
-1.143,-0.263,-0.276,-0.642,-0.462,-1.143,-0.732,-0.58,-0.73,-0.682,-0.654,-0.701,3
-1.168,-0.397,-0.352,-0.623,-0.688,-1.168,-0.877,-0.744,-0.863,-0.662,-0.547,-0.575,3
-1.262,-0.498,-0.5,-0.781,-0.719,-1.262,-0.951,-0.891,-0.993,-0.849,-0.663,-0.751,3
-1.23,-0.464,-0.556,-0.942,-0.661,-1.23,-0.851,-0.832,-0.945,-0.782,-0.686,-0.773,3
-1.272,-0.613,-0.637,-0.885,-0.798,-1.272,-0.841,-0.788,-0.935,-0.802,-0.688,-0.776,3
-1.164,-0.351,-0.397,-0.712,-0.665,-1.164,-0.873,-0.839,-0.928,-0.714,-0.58,-0.619,3
-1.223,-0.456,-0.491,-0.816,-0.765,-1.223,-1.011,-0.891,-0.982,-0.759,-0.642,-0.712,3
-1.266,-0.489,-0.527,-0.853,-0.683,-1.266,-0.843,-0.811,-0.946,-0.815,-0.689,-0.728,3
-1.302,-0.621,-0.587,-0.852,-0.807,-1.302,-0.936,-0.909,-1.026,-0.895,-0.708,-0.83,3
-1.375,-0.683,-0.643,-0.84,-0.936,-1.375,-1.122,-1.073,-1.153,-0.953,-0.755,-0.881,3
-1.278,-0.507,-0.488,-0.759,-0.776,-1.278,-0.933,-0.881,-0.988,-0.84,-0.692,-0.75,3
-1.141,-0.498,-0.467,-0.769,-0.669,-1.141,-0.863,-0.777,-0.885,-0.785,-0.648,-0.728,3
-1.144,-0.207,-0.282,-0.725,-0.466,-1.144,-0.781,-0.688,-0.816,-0.668,-0.631,-0.654,3
-1.137,-0.357,-0.332,-0.648,-0.611,-1.137,-0.801,-0.692,-0.824,-0.676,-0.517,-0.595,3
-1.294,-0.544,-0.538,-0.779,-0.841,-1.294,-1.034,-1.031,-1.092,-0.865,-0.699,-0.783,3
-1.268,-0.67,-0.651,-0.847,-0.824,-1.268,-0.904,-0.841,-0.973,-0.868,-0.708,-0.818,3
-1.243,-0.45,-0.449,-0.694,-0.77,-1.243,-0.943,-0.877,-0.975,-0.728,-0.56,-0.617,3
-1.338,-0.613,-0.627,-0.896,-0.917,-1.338,-1.098,-1.083,-1.143,-0.902,-0.769,-0.867,3
-1.273,-0.485,-0.471,-0.762,-0.773,-1.273,-0.978,-0.932,-1.024,-0.803,-0.616,-0.677,3
-1.246,-0.518,-0.477,-0.799,-0.769,-1.246,-1.044,-0.95,-1.027,-0.803,-0.681,-0.776,3
-1.294,-0.511,-0.493,-0.755,-0.823,-1.294,-0.975,-0.93,-1.032,-0.779,-0.575,-0.632,3
-1.313,-0.584,-0.536,-0.739,-0.904,-1.313,-1.045,-1.039,-1.128,-0.864,-0.72,-0.814,3
-1.276,-0.94,-0.926,-1.163,-0.833,-1.276,-1.15,-0.743,-0.871,-0.909,-0.836,-1.023,4
-1.388,-1.018,-0.988,-1.198,-0.971,-1.388,-1.215,-0.952,-1.075,-1.041,-0.919,-1.114,4
-1.295,-0.984,-0.953,-1.146,-0.936,-1.295,-1.178,-0.827,-0.95,-0.921,-0.871,-1.069,4
-1.044,-0.656,-0.652,-0.944,-0.732,-1.044,-1.038,-0.672,-0.763,-0.701,-0.764,-0.887,4
-1.224,-0.931,-0.921,-1.124,-0.885,-1.224,-1.168,-0.824,-0.935,-0.913,-0.865,-1.044,4
-1.116,-0.756,-0.755,-0.997,-0.79,-1.116,-1.043,-0.652,-0.764,-0.697,-0.805,-0.947,4
-1.206,-0.836,-0.818,-1.023,-0.863,-1.206,-1.103,-0.775,-0.884,-0.822,-0.75,-0.911,4
-1.196,-0.837,-0.828,-1.055,-0.869,-1.196,-1.092,-0.824,-0.923,-0.863,-0.828,-0.988,4
-1.265,-0.878,-0.879,-1.181,-0.855,-1.265,-1.109,-0.809,-0.918,-0.868,-0.756,-0.913,4
-1.137,-0.78,-0.776,-0.991,-0.809,-1.137,-1.045,-0.685,-0.79,-0.726,-0.799,-0.936,4
-1.152,-0.711,-0.668,-0.905,-0.772,-1.152,-1.087,-0.741,-0.83,-0.777,-0.702,-0.847,4
-1.174,-0.828,-0.822,-1.068,-0.768,-1.174,-1.032,-0.674,-0.788,-0.776,-0.681,-0.837,4
-1.209,-0.834,-0.837,-1.133,-0.813,-1.209,-1.07,-0.756,-0.864,-0.826,-0.718,-0.88,4
-1.374,-1.014,-0.983,-1.188,-0.925,-1.374,-1.19,-0.804,-0.946,-0.944,-0.9,-1.055,4
-1.288,-0.94,-0.912,-1.104,-0.927,-1.288,-1.209,-0.881,-0.976,-0.929,-0.86,-1.042,4
-1.216,-0.932,-0.928,-1.153,-0.847,-1.216,-1.156,-0.786,-0.893,-0.923,-0.896,-1.098,4
-1.245,-0.885,-0.869,-1.059,-0.798,-1.245,-1.088,-0.727,-0.869,-0.868,-0.847,-1.024,4
-1.233,-0.852,-0.824,-1.049,-0.825,-1.233,-1.046,-0.726,-0.856,-0.826,-0.719,-0.882,4
-1.189,-0.878,-0.847,-1.051,-0.838,-1.189,-1.171,-0.714,-0.819,-0.825,-0.759,-0.926,4
-1.261,-0.979,-0.945,-1.142,-0.862,-1.261,-1.162,-0.793,-0.913,-0.943,-0.908,-1.096,4
-1.08,-0.754,-0.76,-1.009,-0.69,-1.08,-1.07,-0.633,-0.748,-0.782,-0.775,-0.966,4
-1.23,-0.818,-0.826,-1.086,-0.838,-1.23,-1.096,-0.818,-0.923,-0.863,-0.818,-0.975,4
-1.297,-0.968,-0.983,-1.232,-0.965,-1.297,-1.178,-0.925,-1.018,-0.967,-0.922,-1.114,4
-1.248,-0.938,-0.912,-1.119,-0.842,-1.248,-1.137,-0.776,-0.897,-0.912,-0.898,-1.095,4
-1.162,-0.81,-0.804,-1.078,-0.783,-1.162,-1.109,-0.703,-0.814,-0.789,-0.738,-0.897,4
-1.157,-0.854,-0.835,-1.05,-0.806,-1.157,-1.057,-0.722,-0.841,-0.81,-0.792,-0.983,4
-1.118,-0.834,-0.836,-1.091,-0.81,-1.118,-1.073,-0.744,-0.823,-0.827,-0.751,-0.904,4
-1.171,-0.801,-0.801,-1.053,-0.748,-1.171,-1.128,-0.712,-0.819,-0.855,-0.845,-1.029,4
-1.264,-0.892,-0.861,-1.1,-0.84,-1.264,-1.093,-0.721,-0.852,-0.858,-0.81,-0.974,4
-1.12,-0.809,-0.789,-1,-0.748,-1.12,-0.991,-0.64,-0.77,-0.734,-0.69,-0.85,4
-1.169,-0.832,-0.845,-1.108,-0.83,-1.169,-1.116,-0.799,-0.886,-0.851,-0.754,-0.927,4
-1.108,-0.77,-0.768,-1.035,-0.699,-1.108,-1.057,-0.66,-0.799,-0.785,-0.813,-1.008,4
-1.178,-0.888,-0.867,-1.036,-0.836,-1.178,-1.142,-0.785,-0.891,-0.885,-0.865,-1.051,4
-1.169,-0.795,-0.807,-1.067,-0.751,-1.169,-1.047,-0.696,-0.816,-0.802,-0.786,-0.959,4
-1.222,-0.889,-0.882,-1.115,-0.786,-1.222,-1.093,-0.698,-0.82,-0.848,-0.804,-0.959,4
-1.06,-0.737,-0.723,-0.924,-0.752,-1.06,-1.06,-0.673,-0.761,-0.749,-0.784,-0.974,4
-1.194,-0.893,-0.875,-1.07,-0.897,-1.194,-1.175,-0.794,-0.889,-0.85,-0.87,-1.027,4
-1.32,-0.982,-0.958,-1.139,-0.901,-1.32,-1.151,-0.825,-0.948,-0.967,-0.928,-1.099,4
-1.26,-1.013,-1,-1.185,-0.976,-1.26,-1.202,-0.859,-0.953,-0.925,-0.96,-1.156,4
-1.147,-0.792,-0.787,-1.029,-0.829,-1.147,-1.083,-0.683,-0.793,-0.722,-0.791,-0.916,4
-1.232,-0.901,-0.877,-1.076,-0.855,-1.232,-1.105,-0.741,-0.869,-0.833,-0.785,-0.952,4
-1.22,-0.857,-0.836,-1.048,-0.878,-1.22,-1.128,-0.819,-0.915,-0.839,-0.804,-0.98,4
-1.266,-0.987,-0.945,-1.1,-0.931,-1.266,-1.198,-0.818,-0.925,-0.906,-0.915,-1.092,4
-1.167,-0.839,-0.849,-1.117,-0.758,-1.167,-1.076,-0.772,-0.876,-0.889,-0.821,-1.007,4
-1.12,-0.751,-0.722,-0.938,-0.813,-1.12,-1.009,-0.751,-0.861,-0.77,-0.782,-0.954,4
-1.165,-0.828,-0.84,-1.078,-0.773,-1.165,-1.137,-0.69,-0.797,-0.808,-0.816,-0.961,4
-1.307,-1.016,-0.992,-1.198,-0.88,-1.307,-1.226,-0.834,-0.956,-0.988,-0.983,-1.183,4
-0.976,-0.595,-0.625,-0.952,-0.652,-0.976,-0.99,-0.643,-0.723,-0.705,-0.799,-0.983,4
-1.242,-0.917,-0.902,-1.121,-0.841,-1.242,-1.02,-0.748,-0.874,-0.855,-0.796,-0.966,4
-1.24,-0.881,-0.864,-1.051,-0.81,-1.24,-1.064,-0.644,-0.79,-0.808,-0.74,-0.909,4
-1.151,-0.625,-0.582,-0.678,-0.797,-1.151,-0.94,-0.791,-0.914,-0.836,-0.692,-0.863,9
-1.093,-0.44,-0.482,-0.577,-0.725,-1.093,-0.959,-0.691,-0.82,-0.709,-0.533,-0.664,9
-0.854,-0.231,-0.36,-0.514,-0.531,-0.854,-0.832,-0.504,-0.616,-0.616,-0.507,-0.634,9
-1.064,-0.616,-0.609,-0.686,-0.767,-1.064,-0.905,-0.729,-0.862,-0.803,-0.668,-0.87,9
-1.011,-0.463,-0.529,-0.711,-0.693,-1.011,-0.854,-0.577,-0.734,-0.693,-0.67,-0.793,9
-0.925,-0.517,-0.553,-0.653,-0.682,-0.925,-0.839,-0.574,-0.683,-0.693,-0.545,-0.756,9
-1.003,-0.535,-0.492,-0.533,-0.687,-1.003,-0.795,-0.589,-0.715,-0.712,-0.585,-0.756,9
-1.086,-0.53,-0.503,-0.644,-0.718,-1.086,-0.819,-0.653,-0.804,-0.727,-0.54,-0.678,9
-1.117,-0.527,-0.46,-0.51,-0.774,-1.117,-0.88,-0.687,-0.829,-0.744,-0.579,-0.75,9
-0.991,-0.588,-0.597,-0.735,-0.719,-0.991,-0.86,-0.62,-0.758,-0.714,-0.636,-0.815,9
-1.087,-0.533,-0.504,-0.62,-0.769,-1.087,-0.788,-0.73,-0.851,-0.742,-0.528,-0.704,9
-1.188,-0.683,-0.659,-0.763,-0.876,-1.188,-1.013,-0.868,-0.983,-0.876,-0.728,-0.887,9
-1.029,-0.346,-0.409,-0.521,-0.612,-1.029,-0.757,-0.379,-0.624,-0.596,-0.49,-0.611,9
-1.064,-0.491,-0.464,-0.507,-0.679,-1.064,-0.783,-0.567,-0.74,-0.739,-0.613,-0.744,9
-0.637,-0.26,-0.39,-0.517,-0.421,-0.637,-0.657,-0.305,-0.433,-0.427,-0.361,-0.534,9
-1.116,-0.606,-0.55,-0.556,-0.767,-1.116,-0.784,-0.649,-0.792,-0.787,-0.591,-0.765,9
-0.984,-0.413,-0.548,-0.774,-0.623,-0.984,-0.809,-0.526,-0.669,-0.653,-0.487,-0.625,9
-0.83,-0.35,-0.45,-0.618,-0.537,-0.83,-0.785,-0.447,-0.597,-0.554,-0.471,-0.588,9
-1.175,-0.604,-0.597,-0.735,-0.781,-1.175,-0.937,-0.642,-0.833,-0.767,-0.668,-0.773,9
-0.959,-0.506,-0.42,-0.451,-0.684,-0.959,-0.798,-0.55,-0.675,-0.67,-0.548,-0.702,9
-0.976,-0.441,-0.533,-0.618,-0.656,-0.976,-0.777,-0.604,-0.722,-0.698,-0.536,-0.685,9
-1.163,-0.664,-0.718,-0.77,-0.87,-1.163,-0.949,-0.729,-0.881,-0.824,-0.704,-0.887,9
-1.296,-0.612,-0.631,-0.74,-0.854,-1.296,-0.943,-0.752,-0.949,-0.838,-0.655,-0.804,9
-0.891,-0.487,-0.445,-0.462,-0.604,-0.891,-0.825,-0.487,-0.62,-0.651,-0.626,-0.767,9
-1.051,-0.448,-0.526,-0.658,-0.677,-1.051,-0.85,-0.528,-0.7,-0.676,-0.601,-0.703,9
-0.812,-0.362,-0.471,-0.639,-0.555,-0.812,-0.792,-0.471,-0.581,-0.569,-0.583,-0.729,9
-1.285,-0.733,-0.713,-0.824,-0.868,-1.285,-0.968,-0.766,-0.934,-0.896,-0.69,-0.864,9
-0.977,-0.501,-0.445,-0.531,-0.665,-0.977,-0.938,-0.551,-0.684,-0.69,-0.654,-0.762,9
-1.267,-0.766,-0.73,-0.792,-0.949,-1.267,-1.006,-0.903,-1.043,-0.97,-0.794,-0.978,9
-1.187,-0.629,-0.595,-0.678,-0.816,-1.187,-0.97,-0.778,-0.9,-0.848,-0.681,-0.855,9
-1.1,-0.418,-0.397,-0.501,-0.654,-1.1,-0.783,-0.633,-0.818,-0.672,-0.508,-0.651,9
-0.922,-0.3,-0.339,-0.541,-0.561,-0.922,-0.855,-0.572,-0.703,-0.589,-0.502,-0.643,9
-0.958,-0.307,-0.418,-0.662,-0.586,-0.958,-0.954,-0.522,-0.68,-0.609,-0.585,-0.697,9
-1.173,-0.529,-0.5,-0.601,-0.708,-1.173,-0.842,-0.607,-0.81,-0.778,-0.531,-0.662,9
-0.976,-0.438,-0.54,-0.712,-0.675,-0.976,-0.845,-0.569,-0.687,-0.648,-0.519,-0.696,9
-1.171,-0.636,-0.59,-0.694,-0.765,-1.171,-0.886,-0.661,-0.852,-0.783,-0.699,-0.837,9
-1.135,-0.726,-0.692,-0.759,-0.865,-1.135,-0.976,-0.741,-0.881,-0.856,-0.682,-0.849,9
-0.944,-0.518,-0.61,-0.744,-0.681,-0.944,-0.794,-0.561,-0.727,-0.69,-0.612,-0.775,9
-0.787,-0.294,-0.392,-0.59,-0.512,-0.787,-0.837,-0.44,-0.581,-0.548,-0.534,-0.64,9
-1.192,-0.707,-0.683,-0.814,-0.857,-1.192,-0.942,-0.87,-0.976,-0.869,-0.714,-0.886,9
-1.235,-0.71,-0.69,-0.742,-0.898,-1.235,-1.038,-0.8,-0.936,-0.875,-0.758,-0.912,9
-1.161,-0.523,-0.581,-0.646,-0.749,-1.161,-0.903,-0.643,-0.823,-0.743,-0.556,-0.703,9
-1.22,-0.56,-0.581,-0.679,-0.869,-1.22,-1.018,-0.718,-0.87,-0.778,-0.606,-0.733,9
-1.108,-0.456,-0.542,-0.706,-0.702,-1.108,-0.831,-0.525,-0.702,-0.691,-0.582,-0.687,9
-1.26,-0.753,-0.749,-0.848,-0.933,-1.26,-0.97,-0.931,-1.047,-0.899,-0.72,-0.895,9
-0.917,-0.448,-0.421,-0.449,-0.679,-0.917,-0.755,-0.578,-0.709,-0.641,-0.524,-0.715,9
-1.109,-0.589,-0.598,-0.688,-0.815,-1.109,-0.936,-0.762,-0.88,-0.788,-0.636,-0.836,9
-0.817,-0.424,-0.501,-0.582,-0.596,-0.817,-0.716,-0.461,-0.607,-0.608,-0.523,-0.7,9
-1.146,-0.609,-0.609,-0.683,-0.789,-1.146,-0.914,-0.725,-0.869,-0.758,-0.656,-0.823,9
-0.884,-0.448,-0.469,-0.569,-0.592,-0.884,-0.777,-0.473,-0.594,-0.588,-0.556,-0.703,9
-0.331,0.035,-0.091,-0.398,-0.155,-0.331,-0.671,0.091,-0.046,-0.146,-0.022,0.03,10
-1.165,-0.31,-0.37,-0.531,-0.561,-1.165,-0.726,-0.523,-0.71,-0.649,-0.549,-0.524,10
-1.078,-0.185,-0.249,-0.344,-0.45,-1.078,-0.734,-0.421,-0.65,-0.559,-0.501,-0.375,10
-0.948,-0.25,-0.319,-0.47,-0.516,-0.948,-0.71,-0.386,-0.58,-0.557,-0.465,-0.428,10
-1.215,-0.309,-0.317,-0.423,-0.529,-1.215,-0.697,-0.449,-0.661,-0.606,-0.48,-0.404,10
-1.133,-0.369,-0.362,-0.521,-0.59,-1.133,-0.677,-0.498,-0.674,-0.608,-0.438,-0.428,10
-1.042,-0.167,-0.194,-0.414,-0.395,-1.042,-0.652,-0.348,-0.589,-0.541,-0.46,-0.328,10
-0.854,-0.203,-0.37,-0.58,-0.386,-0.854,-0.635,-0.317,-0.534,-0.459,-0.414,-0.359,10
-1.028,-0.172,-0.233,-0.416,-0.456,-1.028,-0.669,-0.421,-0.609,-0.505,-0.441,-0.317,10
-1.158,-0.272,-0.264,-0.355,-0.55,-1.158,-0.726,-0.423,-0.67,-0.562,-0.396,-0.353,10
-0.017,0.248,-0.012,-0.142,0.095,-0.017,-0.222,0.247,0.11,0.04,0.015,0.084,10
-1.045,-0.226,-0.25,-0.434,-0.423,-1.045,-0.602,-0.362,-0.585,-0.59,-0.473,-0.418,10
-1.09,-0.255,-0.262,-0.366,-0.509,-1.09,-0.656,-0.461,-0.654,-0.644,-0.409,-0.422,10
-1.13,-0.211,-0.162,-0.329,-0.45,-1.13,-0.569,-0.416,-0.624,-0.569,-0.414,-0.24,10
-0.981,-0.243,-0.246,-0.306,-0.469,-0.981,-0.617,-0.359,-0.559,-0.465,-0.376,-0.227,10
-1.157,-0.327,-0.291,-0.458,-0.555,-1.157,-0.746,-0.537,-0.737,-0.606,-0.417,-0.416,10
-1.025,-0.12,-0.309,-0.442,-0.421,-1.025,-0.617,-0.344,-0.535,-0.545,-0.466,-0.289,10
-1.02,-0.103,-0.172,-0.335,-0.364,-1.02,-0.59,-0.328,-0.522,-0.522,-0.46,-0.288,10
0.21,0.302,0.068,-0.253,0.049,0.21,-0.5,0.384,0.297,0.004,-0.132,-0.159,10
