@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1-2,9,13,17,23-24,26,28,30-31,38,41'

@attribute A1 numeric
@attribute A2 numeric
@attribute A9 numeric
@attribute A13 numeric
@attribute A17 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A26 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.991,-0.587,-0.451,-0.607,-0.766,-0.954,-0.634,-0.492,-0.701,-0.9,-0.991,-0.558,2
-1.184,-0.708,-0.506,-0.706,-0.918,-1.046,-0.808,-0.654,-0.835,-1.078,-1.184,-0.7,2
-0.998,-0.55,-0.373,-0.514,-0.827,-0.839,-0.599,-0.464,-0.598,-0.814,-0.998,-0.472,2
-1.048,-0.649,-0.413,-0.373,-0.897,-0.875,-0.71,-0.525,-0.729,-0.907,-1.048,-0.692,2
-1.265,-0.772,-0.398,-0.675,-1.007,-0.944,-0.746,-0.472,-0.714,-0.936,-1.265,-0.474,2
-1.139,-0.646,-0.428,-0.571,-0.9,-0.983,-0.757,-0.616,-0.756,-0.99,-1.139,-0.573,2
-1.199,-0.625,-0.272,-0.565,-0.923,-0.895,-0.677,-0.44,-0.674,-0.894,-1.199,-0.406,2
-0.901,-0.506,-0.187,-0.394,-0.673,-0.791,-0.516,-0.354,-0.54,-0.783,-0.901,-0.383,2
-0.821,-0.504,-0.282,-0.581,-0.648,-0.749,-0.553,-0.494,-0.593,-0.865,-0.821,-0.565,2
-1.224,-0.829,-0.638,-0.795,-0.995,-1.085,-0.812,-0.646,-0.813,-1.08,-1.224,-0.702,2
-1.141,-0.799,-0.635,-0.853,-0.951,-0.951,-0.755,-0.588,-0.739,-0.969,-1.141,-0.679,2
-1.124,-0.626,-0.44,-0.55,-0.826,-0.821,-0.546,-0.328,-0.575,-0.848,-1.124,-0.5,2
-1.141,-0.732,-0.534,-0.624,-0.897,-0.814,-0.579,-0.33,-0.61,-0.854,-1.141,-0.519,2
-1.101,-0.77,-0.541,-0.819,-0.873,-0.98,-0.669,-0.508,-0.704,-1.004,-1.101,-0.603,2
-1.307,-0.883,-0.614,-0.853,-1,-1.168,-0.958,-0.793,-0.949,-1.175,-1.307,-0.792,2
-1.119,-0.616,-0.486,-0.603,-0.888,-0.983,-0.68,-0.536,-0.702,-0.964,-1.119,-0.54,2
-1.114,-0.772,-0.631,-0.753,-0.954,-0.947,-0.697,-0.533,-0.702,-0.968,-1.114,-0.612,2
-1.194,-0.712,-0.397,-0.61,-0.899,-0.94,-0.718,-0.465,-0.698,-0.87,-1.194,-0.531,2
-1.015,-0.601,-0.292,-0.465,-0.774,-0.787,-0.608,-0.382,-0.582,-0.821,-1.015,-0.369,2
-1.226,-0.648,-0.319,-0.48,-0.873,-0.853,-0.822,-0.592,-0.76,-0.88,-1.226,-0.689,3
-1.299,-0.613,-0.42,-0.562,-0.884,-0.98,-0.985,-0.767,-0.906,-0.99,-1.299,-0.802,3
-1.289,-0.737,-0.532,-0.693,-1.02,-0.944,-0.931,-0.69,-0.848,-0.931,-1.289,-0.769,3
-1.264,-0.739,-0.434,-0.521,-0.912,-0.983,-0.904,-0.706,-0.863,-1.003,-1.264,-0.776,3
-1.149,-0.462,-0.242,-0.185,-0.622,-0.771,-0.687,-0.516,-0.64,-0.833,-1.149,-0.611,3
-1.108,-0.549,-0.355,-0.403,-0.712,-0.796,-0.662,-0.448,-0.616,-0.799,-1.108,-0.767,3
-1.284,-0.609,-0.39,-0.552,-0.758,-1.032,-0.96,-0.803,-0.926,-1.065,-1.284,-0.747,3
-1.133,-0.455,-0.26,-0.195,-0.625,-0.761,-0.668,-0.491,-0.621,-0.81,-1.133,-0.618,3
-1.124,-0.477,-0.229,-0.42,-0.765,-0.747,-0.691,-0.468,-0.609,-0.726,-1.124,-0.462,3
-1.197,-0.635,-0.36,-0.592,-0.901,-0.887,-0.816,-0.636,-0.759,-0.897,-1.197,-0.617,3
-1.248,-0.533,-0.25,-0.295,-0.741,-0.899,-0.805,-0.608,-0.766,-0.927,-1.248,-0.629,3
-1.067,-0.486,-0.194,-0.423,-0.722,-0.739,-0.605,-0.459,-0.582,-0.786,-1.067,-0.526,3
-1.083,-0.483,-0.279,-0.361,-0.73,-0.804,-0.723,-0.547,-0.675,-0.814,-1.083,-0.583,3
-1.253,-0.502,-0.275,-0.295,-0.726,-0.902,-0.792,-0.557,-0.739,-0.928,-1.253,-0.689,3
-1.046,-0.457,-0.246,-0.217,-0.648,-0.765,-0.581,-0.405,-0.562,-0.754,-1.046,-0.623,3
-1.181,-0.496,-0.344,-0.457,-0.712,-0.811,-0.726,-0.538,-0.673,-0.861,-1.181,-0.721,3
-1.233,-0.497,-0.283,-0.346,-0.701,-0.908,-0.774,-0.541,-0.724,-0.907,-1.233,-0.669,3
-1.206,-0.647,-0.465,-0.584,-0.824,-0.817,-0.773,-0.551,-0.703,-0.839,-1.206,-0.731,3
-1.037,-0.472,-0.268,-0.377,-0.727,-0.733,-0.657,-0.469,-0.629,-0.776,-1.037,-0.594,3
-1.189,-0.67,-0.365,-0.552,-0.899,-0.947,-0.858,-0.709,-0.828,-0.967,-1.189,-0.684,3
-1.137,-0.591,-0.383,-0.516,-0.837,-0.822,-0.708,-0.522,-0.669,-0.837,-1.137,-0.664,3
-1.19,-0.564,-0.286,-0.516,-0.886,-0.879,-0.809,-0.586,-0.743,-0.854,-1.19,-0.533,3
-1.193,-0.557,-0.303,-0.485,-0.844,-0.861,-0.811,-0.585,-0.746,-0.849,-1.193,-0.6,3
-1.152,-0.565,-0.298,-0.474,-0.868,-0.892,-0.793,-0.623,-0.748,-0.868,-1.152,-0.656,3
-1.235,-0.664,-0.44,-0.526,-0.943,-0.858,-0.852,-0.631,-0.774,-0.873,-1.235,-0.681,3
-1.148,-0.531,-0.284,-0.42,-0.747,-0.831,-0.713,-0.509,-0.674,-0.822,-1.148,-0.617,3
-1.248,-0.666,-0.479,-0.593,-0.886,-0.916,-0.853,-0.66,-0.795,-0.989,-1.248,-0.773,3
-1.089,-0.391,-0.15,-0.138,-0.549,-0.744,-0.645,-0.495,-0.613,-0.806,-1.089,-0.622,3
-1.185,-0.635,-0.451,-0.524,-0.861,-0.872,-0.794,-0.584,-0.73,-0.879,-1.185,-0.75,3
-1.212,-0.613,-0.447,-0.57,-0.828,-0.803,-0.812,-0.581,-0.726,-0.86,-1.212,-0.74,3
-1.233,-0.697,-0.464,-0.604,-0.855,-0.879,-0.805,-0.586,-0.748,-0.888,-1.233,-0.749,3
-1.232,-0.613,-0.31,-0.467,-0.77,-0.893,-0.828,-0.598,-0.762,-0.901,-1.232,-0.717,3
-1.23,-0.708,-0.49,-0.59,-0.955,-0.932,-0.868,-0.643,-0.797,-0.907,-1.23,-0.722,3
-1.208,-0.615,-0.336,-0.43,-0.769,-0.975,-0.897,-0.736,-0.843,-0.976,-1.208,-0.778,3
-1.134,-0.418,-0.222,-0.173,-0.634,-0.747,-0.596,-0.373,-0.543,-0.725,-1.134,-0.59,3
-1.205,-0.438,-0.181,-0.267,-0.685,-0.858,-0.744,-0.535,-0.693,-0.885,-1.205,-0.538,3
-1.184,-0.44,-0.212,-0.342,-0.658,-0.727,-0.658,-0.401,-0.579,-0.787,-1.184,-0.607,3
-1.183,-0.728,-0.39,-0.503,-0.85,-0.888,-0.756,-0.586,-0.726,-0.865,-1.183,-0.709,3
-1.23,-0.556,-0.326,-0.478,-0.846,-0.881,-0.829,-0.586,-0.76,-0.89,-1.23,-0.592,3
-1.104,-0.383,-0.194,-0.131,-0.558,-0.802,-0.609,-0.401,-0.579,-0.828,-1.104,-0.612,3
-1.209,-0.513,-0.268,-0.446,-0.821,-0.927,-0.844,-0.689,-0.811,-0.956,-1.209,-0.536,3
-1.193,-0.642,-0.399,-0.51,-0.879,-0.915,-0.801,-0.615,-0.755,-0.906,-1.193,-0.688,3
-1.015,-0.41,-0.19,-0.22,-0.667,-0.685,-0.514,-0.322,-0.483,-0.686,-1.015,-0.515,3
-1.202,-0.577,-0.298,-0.494,-0.823,-0.891,-0.796,-0.587,-0.759,-0.868,-1.202,-0.714,3
-1.19,-0.558,-0.275,-0.429,-0.818,-0.823,-0.732,-0.532,-0.689,-0.829,-1.19,-0.574,3
-1.238,-0.554,-0.324,-0.472,-0.827,-0.917,-0.796,-0.572,-0.75,-0.927,-1.238,-0.698,3
-1.236,-0.578,-0.321,-0.452,-0.781,-0.958,-0.804,-0.634,-0.786,-0.952,-1.236,-0.731,3
-1.091,-0.498,-0.277,-0.294,-0.772,-0.743,-0.6,-0.375,-0.549,-0.767,-1.091,-0.569,3
-1.181,-0.533,-0.333,-0.421,-0.787,-0.832,-0.772,-0.564,-0.725,-0.863,-1.181,-0.679,3
-1.17,-0.567,-0.302,-0.531,-0.867,-0.897,-0.807,-0.602,-0.76,-0.878,-1.17,-0.538,3
-1.392,-1.126,-0.965,-1.041,-1.073,-1.217,-0.991,-0.854,-0.948,-1.178,-1.392,-1.055,4
-1.405,-1.12,-0.932,-0.971,-1.076,-1.204,-0.93,-0.724,-0.92,-1.191,-1.405,-1.081,4
-1.114,-0.856,-0.74,-0.798,-0.931,-1.044,-0.7,-0.644,-0.722,-1.025,-1.114,-0.791,4
-1.085,-0.789,-0.676,-0.761,-0.88,-1.022,-0.748,-0.668,-0.75,-1.013,-1.085,-0.815,4
-1.281,-1.028,-0.935,-0.951,-0.981,-1.142,-0.757,-0.592,-0.79,-1.129,-1.281,-0.915,4
-1.163,-0.893,-0.741,-0.93,-0.969,-1.078,-0.76,-0.691,-0.774,-1.062,-1.163,-0.811,4
-1.08,-0.85,-0.768,-0.861,-0.959,-1.063,-0.679,-0.666,-0.709,-1.083,-1.08,-0.77,4
-1.138,-0.886,-0.716,-0.851,-0.896,-1.038,-0.645,-0.524,-0.673,-1.079,-1.138,-0.741,4
-1.178,-0.936,-0.844,-0.923,-0.961,-1.108,-0.751,-0.623,-0.757,-1.104,-1.178,-0.844,4
-1.276,-1.002,-0.848,-0.831,-0.977,-1.067,-0.757,-0.583,-0.761,-1.073,-1.276,-0.846,4
-1.156,-0.872,-0.753,-0.859,-0.946,-1.08,-0.781,-0.692,-0.779,-1.067,-1.156,-0.787,4
-1.224,-0.95,-0.827,-0.97,-0.992,-1.168,-0.761,-0.627,-0.773,-1.124,-1.224,-0.818,4
-1.299,-0.98,-0.806,-0.938,-1.078,-1.193,-0.92,-0.797,-0.902,-1.128,-1.299,-0.857,4
-1.272,-0.997,-0.867,-0.857,-1.008,-1.08,-0.769,-0.577,-0.774,-1.104,-1.272,-0.834,4
-1.169,-0.869,-0.768,-0.897,-0.903,-1.009,-0.684,-0.557,-0.68,-1.033,-1.169,-0.758,4
-1.229,-0.929,-0.78,-0.823,-0.936,-1.102,-0.692,-0.542,-0.727,-1.081,-1.229,-0.814,4
-1.324,-1.114,-0.987,-1.07,-1.08,-1.156,-0.891,-0.75,-0.886,-1.149,-1.324,-0.964,4
-1.422,-1.123,-0.931,-0.911,-1.078,-1.172,-0.92,-0.701,-0.894,-1.178,-1.422,-0.979,4
-1.182,-0.957,-0.867,-0.889,-0.947,-1.099,-0.737,-0.638,-0.753,-1.105,-1.182,-0.819,4
-1.354,-1.074,-0.921,-0.943,-1.044,-1.105,-0.804,-0.59,-0.794,-1.125,-1.354,-0.89,4
-1.144,-0.896,-0.792,-0.954,-0.976,-1.141,-0.764,-0.734,-0.793,-1.124,-1.144,-0.814,4
-1.02,-0.79,-0.699,-0.826,-0.886,-0.99,-0.65,-0.577,-0.661,-1.024,-1.02,-0.762,4
-1.2,-0.988,-0.864,-0.864,-0.994,-1.074,-0.751,-0.635,-0.763,-1.108,-1.2,-0.837,4
-1.163,-0.934,-0.834,-0.87,-0.943,-1.102,-0.719,-0.613,-0.733,-1.093,-1.163,-0.824,4
-1.069,-0.757,-0.664,-0.724,-0.908,-1.087,-0.713,-0.692,-0.754,-1.062,-1.069,-0.787,4
-1.268,-1.032,-0.92,-0.914,-1,-1.145,-0.796,-0.654,-0.808,-1.127,-1.268,-0.95,4
-1.33,-1.076,-0.958,-0.989,-1.007,-1.183,-0.81,-0.633,-0.821,-1.136,-1.33,-0.927,4
-1.036,-0.774,-0.664,-0.782,-0.874,-1.041,-0.607,-0.586,-0.653,-1.057,-1.036,-0.722,4
-1.064,-0.836,-0.779,-0.847,-0.916,-1.011,-0.633,-0.602,-0.661,-1.03,-1.064,-0.684,4
-1.252,-1.005,-0.826,-0.893,-0.937,-1.151,-0.783,-0.605,-0.783,-1.088,-1.252,-0.962,4
-1.229,-0.974,-0.831,-0.956,-0.978,-1.097,-0.713,-0.556,-0.719,-1.124,-1.229,-0.783,4
-1.203,-0.947,-0.806,-0.864,-0.944,-1.036,-0.724,-0.57,-0.729,-1.101,-1.203,-0.788,4
-1.178,-0.923,-0.797,-0.897,-0.932,-1.143,-0.734,-0.644,-0.761,-1.121,-1.178,-0.884,4
-1.177,-0.984,-0.9,-0.962,-1.014,-1.133,-0.791,-0.717,-0.813,-1.117,-1.177,-0.887,4
-1.156,-0.939,-0.879,-0.979,-0.999,-1.106,-0.786,-0.743,-0.812,-1.141,-1.156,-0.892,4
-1.259,-0.984,-0.831,-0.836,-0.942,-1.03,-0.686,-0.446,-0.697,-1.041,-1.259,-0.791,4
-1.058,-0.805,-0.687,-0.739,-0.9,-1.079,-0.683,-0.698,-0.74,-1.049,-1.058,-0.784,4
-1.22,-0.968,-0.835,-0.962,-1.031,-1.17,-0.849,-0.794,-0.865,-1.137,-1.22,-0.839,4
-1.19,-0.952,-0.81,-0.934,-0.961,-1.122,-0.689,-0.554,-0.706,-1.077,-1.19,-0.764,4
-1.225,-0.93,-0.813,-0.975,-0.968,-1.062,-0.75,-0.618,-0.733,-1.045,-1.225,-0.774,4
-1.092,-0.802,-0.658,-0.757,-0.872,-1.01,-0.616,-0.554,-0.662,-1.031,-1.092,-0.715,4
-1.222,-0.92,-0.741,-0.889,-0.984,-1.063,-0.808,-0.706,-0.8,-1.114,-1.222,-0.808,4
-1.1,-0.85,-0.755,-0.779,-0.931,-1.053,-0.699,-0.651,-0.73,-1.037,-1.1,-0.781,4
-1.368,-1.069,-0.891,-0.998,-1.055,-1.217,-0.983,-0.879,-0.968,-1.197,-1.368,-1.023,4
-1.147,-0.94,-0.785,-0.844,-0.904,-1.095,-0.727,-0.619,-0.736,-1.081,-1.147,-0.873,4
-1.276,-1.026,-0.886,-0.934,-1.002,-1.086,-0.777,-0.616,-0.783,-1.13,-1.276,-0.845,4
-1.278,-1.044,-0.934,-0.953,-0.964,-1.151,-0.753,-0.606,-0.78,-1.105,-1.278,-0.894,4
-1.001,-0.803,-0.718,-0.924,-0.871,-1.017,-0.66,-0.63,-0.68,-0.987,-1.001,-0.734,4
-1.273,-1.01,-0.867,-0.958,-1.013,-1.054,-0.729,-0.545,-0.742,-1.093,-1.273,-0.77,4
-1.249,-1.017,-0.916,-0.946,-0.999,-1.103,-0.783,-0.651,-0.767,-1.102,-1.249,-0.911,4
-0.995,-0.663,-0.382,-0.467,-0.766,-0.807,-0.541,-0.347,-0.573,-0.754,-0.995,-0.632,9
-0.956,-0.675,-0.353,-0.516,-0.792,-0.768,-0.607,-0.479,-0.624,-0.793,-0.956,-0.696,9
-1.07,-0.74,-0.401,-0.464,-0.804,-0.681,-0.558,-0.282,-0.516,-0.681,-1.07,-0.539,9
-0.89,-0.576,-0.226,-0.405,-0.699,-0.795,-0.428,-0.298,-0.562,-0.747,-0.89,-0.588,9
-1.287,-0.92,-0.576,-0.66,-1.028,-0.983,-0.896,-0.701,-0.89,-1.006,-1.287,-0.801,9
-1.14,-0.772,-0.303,-0.592,-0.833,-0.884,-0.688,-0.506,-0.706,-0.807,-1.14,-0.696,9
-1.183,-0.827,-0.488,-0.576,-0.952,-0.876,-0.814,-0.604,-0.787,-0.926,-1.183,-0.744,9
-1.249,-0.913,-0.495,-0.568,-0.987,-0.944,-0.822,-0.595,-0.814,-0.916,-1.249,-0.803,9
-0.991,-0.591,-0.175,-0.388,-0.698,-0.741,-0.564,-0.378,-0.574,-0.731,-0.991,-0.618,9
-0.968,-0.691,-0.499,-0.445,-0.806,-0.766,-0.581,-0.403,-0.58,-0.793,-0.968,-0.606,9
-1.215,-0.803,-0.412,-0.627,-0.882,-0.879,-0.67,-0.4,-0.675,-0.806,-1.215,-0.658,9
-1.234,-0.907,-0.511,-0.636,-0.971,-0.945,-0.855,-0.623,-0.833,-0.932,-1.234,-0.826,9
-0.986,-0.599,-0.283,-0.529,-0.747,-0.8,-0.51,-0.336,-0.563,-0.801,-0.986,-0.578,9
-0.942,-0.621,-0.355,-0.515,-0.744,-0.815,-0.513,-0.419,-0.559,-0.709,-0.942,-0.605,9
-1.243,-0.921,-0.583,-0.808,-1.051,-1.022,-0.932,-0.783,-0.926,-1.043,-1.243,-0.884,9
-1.009,-0.575,-0.232,-0.445,-0.69,-0.771,-0.46,-0.228,-0.51,-0.682,-1.009,-0.525,9
-1.067,-0.74,-0.425,-0.479,-0.816,-0.883,-0.58,-0.371,-0.635,-0.868,-1.067,-0.684,9
-0.715,-0.516,-0.35,-0.448,-0.666,-0.687,-0.337,-0.228,-0.435,-0.66,-0.715,-0.588,9
-1.211,-0.806,-0.386,-0.503,-0.818,-0.897,-0.662,-0.399,-0.691,-0.857,-1.211,-0.744,9
-0.907,-0.515,-0.177,-0.438,-0.648,-0.681,-0.379,-0.199,-0.455,-0.68,-0.907,-0.451,9
-1.075,-0.713,-0.345,-0.498,-0.834,-0.804,-0.619,-0.461,-0.609,-0.78,-1.075,-0.621,9
-1.134,-0.703,-0.31,-0.456,-0.79,-0.815,-0.552,-0.295,-0.61,-0.791,-1.134,-0.617,9
-1.065,-0.816,-0.517,-0.567,-0.891,-0.803,-0.684,-0.51,-0.67,-0.813,-1.065,-0.703,9
-0.65,-0.47,-0.339,-0.459,-0.678,-0.676,-0.327,-0.256,-0.431,-0.628,-0.65,-0.42,9
-1.138,-0.77,-0.415,-0.593,-0.838,-0.889,-0.62,-0.407,-0.672,-0.826,-1.138,-0.714,9
-1.156,-0.901,-0.578,-0.674,-0.981,-0.967,-0.76,-0.52,-0.776,-0.884,-1.156,-0.812,9
-1.123,-0.839,-0.51,-0.663,-0.903,-0.907,-0.707,-0.511,-0.713,-0.793,-1.123,-0.762,9
-0.831,-0.563,-0.167,-0.366,-0.64,-0.644,-0.413,-0.251,-0.452,-0.575,-0.831,-0.502,9
-0.979,-0.592,-0.217,-0.37,-0.755,-0.855,-0.584,-0.43,-0.627,-0.82,-0.979,-0.553,9
-1.032,-0.622,-0.26,-0.548,-0.77,-0.841,-0.567,-0.384,-0.594,-0.833,-1.032,-0.598,9
-1.076,-0.715,-0.381,-0.459,-0.809,-0.721,-0.643,-0.394,-0.596,-0.722,-1.076,-0.646,9
-1.157,-0.821,-0.45,-0.508,-0.806,-0.918,-0.633,-0.358,-0.689,-0.861,-1.157,-0.743,9
-0.882,-0.541,-0.235,-0.494,-0.668,-0.818,-0.52,-0.356,-0.572,-0.782,-0.882,-0.596,9
-0.974,-0.729,-0.456,-0.537,-0.849,-0.799,-0.576,-0.442,-0.649,-0.847,-0.974,-0.64,9
-0.952,-0.606,-0.222,-0.442,-0.685,-0.778,-0.568,-0.397,-0.582,-0.769,-0.952,-0.572,9
-1.133,-0.795,-0.429,-0.603,-0.852,-0.862,-0.643,-0.411,-0.663,-0.732,-1.133,-0.712,9
-0.985,-0.712,-0.338,-0.529,-0.837,-0.785,-0.626,-0.468,-0.63,-0.762,-0.985,-0.699,9
-1.3,-0.979,-0.618,-0.633,-1.058,-1.06,-0.9,-0.714,-0.899,-1.018,-1.3,-0.938,9
-1.115,-0.901,-0.586,-0.598,-0.927,-0.84,-0.686,-0.455,-0.7,-0.868,-1.115,-0.738,9
-1.014,-0.575,-0.194,-0.372,-0.723,-0.851,-0.593,-0.439,-0.636,-0.791,-1.014,-0.653,9
-0.924,-0.508,-0.17,-0.403,-0.654,-0.78,-0.552,-0.417,-0.563,-0.747,-0.924,-0.654,9
-0.746,-0.519,-0.32,-0.47,-0.691,-0.753,-0.412,-0.337,-0.522,-0.67,-0.746,-0.509,9
-0.988,-0.608,-0.206,-0.391,-0.749,-0.808,-0.547,-0.365,-0.584,-0.76,-0.988,-0.528,9
-0.913,-0.515,-0.149,-0.418,-0.689,-0.733,-0.455,-0.317,-0.512,-0.748,-0.913,-0.523,9
-1.037,-0.666,-0.255,-0.41,-0.682,-0.835,-0.555,-0.318,-0.603,-0.731,-1.037,-0.591,9
-0.897,-0.64,-0.448,-0.348,-0.772,-0.752,-0.497,-0.347,-0.526,-0.734,-0.897,-0.638,9
-1.003,-0.673,-0.317,-0.485,-0.824,-0.829,-0.57,-0.416,-0.599,-0.782,-1.003,-0.567,9
-1.063,-0.803,-0.435,-0.404,-0.842,-0.719,-0.618,-0.412,-0.585,-0.665,-1.063,-0.651,9
-1.285,-0.971,-0.626,-0.686,-1.014,-0.981,-0.842,-0.641,-0.818,-0.901,-1.285,-0.848,9
-1.001,-0.746,-0.415,-0.502,-0.854,-0.79,-0.601,-0.437,-0.643,-0.834,-1.001,-0.667,9
-0.566,-0.162,-0.111,-0.077,-0.509,-0.489,-0.1,-0.127,-0.228,-0.488,-0.566,-0.229,10
-1.112,-0.511,-0.209,-0.218,-0.667,-0.67,-0.47,-0.278,-0.496,-0.69,-1.112,-0.421,10
-1.103,-0.495,-0.2,-0.233,-0.726,-0.683,-0.49,-0.279,-0.468,-0.743,-1.103,-0.443,10
-1.143,-0.48,-0.186,-0.194,-0.639,-0.706,-0.519,-0.336,-0.512,-0.715,-1.143,-0.477,10
-1.232,-0.611,-0.234,-0.279,-0.753,-0.741,-0.508,-0.274,-0.577,-0.707,-1.232,-0.484,10
-0.561,-0.152,0.022,-0.078,-0.397,-0.665,-0.152,-0.139,-0.324,-0.644,-0.561,-0.249,10
-1.095,-0.401,-0.185,-0.14,-0.615,-0.693,-0.362,-0.169,-0.458,-0.754,-1.095,-0.331,10
-1.183,-0.51,-0.14,-0.229,-0.625,-0.686,-0.501,-0.271,-0.499,-0.716,-1.183,-0.407,10
-0.529,-0.31,-0.12,0.061,-0.513,-0.419,-0.051,0.001,-0.158,-0.41,-0.529,-0.25,10
-1.082,-0.461,-0.203,-0.171,-0.677,-0.596,-0.466,-0.218,-0.461,-0.634,-1.082,-0.412,10
-1.188,-0.574,-0.241,-0.23,-0.688,-0.666,-0.451,-0.235,-0.495,-0.659,-1.188,-0.444,10
-1.117,-0.457,-0.165,-0.077,-0.616,-0.636,-0.396,-0.174,-0.422,-0.63,-1.117,-0.387,10
0.04,0.112,0.2,0.158,-0.33,-0.464,0.266,0.038,-0.096,-0.376,0.04,-0.077,10
-0.974,-0.393,-0.132,-0.073,-0.594,-0.691,-0.277,-0.185,-0.409,-0.631,-0.974,-0.381,10
-0.861,-0.362,-0.174,-0.155,-0.599,-0.59,-0.261,-0.145,-0.363,-0.586,-0.861,-0.354,10
-0.016,0.036,0.131,0.166,-0.356,-0.51,0.237,-0.009,-0.077,-0.35,-0.016,-0.126,10
-1.069,-0.393,-0.153,-0.052,-0.606,-0.599,-0.277,-0.047,-0.347,-0.563,-1.069,-0.31,10
-1.101,-0.458,-0.066,-0.224,-0.585,-0.663,-0.345,-0.108,-0.421,-0.629,-1.101,-0.316,10
