@relation texture

@attribute A1 numeric
@attribute A2 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A26 numeric
@attribute A30 numeric
@attribute A32 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.28,-0.936,-0.665,-0.923,-1.28,-0.713,-0.724,-0.884,-1.28,-0.913,-0.478,-0.949,-0.828,-0.635,-0.932,-0.634,-0.717,2
-1.141,-0.732,-0.534,-0.869,-1.141,-0.577,-0.619,-0.783,-1.141,-0.757,-0.33,-0.854,-0.663,-0.479,-0.762,-0.465,-0.526,2
-0.981,-0.631,-0.481,-0.843,-0.981,-0.592,-0.656,-0.844,-0.981,-0.758,-0.562,-0.984,-0.599,-0.576,-0.754,-0.544,-0.659,2
-1.41,-1.029,-0.775,-1.037,-1.41,-0.825,-0.829,-1.01,-1.41,-1.081,-0.681,-1.074,-0.919,-0.723,-1.013,-0.698,-0.817,2
-1.239,-0.775,-0.593,-0.96,-1.239,-0.666,-0.748,-0.902,-1.239,-0.989,-0.725,-1.132,-0.849,-0.698,-0.952,-0.711,-0.843,2
-0.653,-0.374,-0.24,-0.527,-0.653,-0.391,-0.459,-0.63,-0.653,-0.453,-0.395,-0.814,-0.359,-0.523,-0.561,-0.52,-0.704,2
-1.375,-1.01,-0.766,-1.021,-1.375,-0.751,-0.767,-0.893,-1.375,-1.004,-0.587,-1.048,-0.974,-0.744,-1.072,-0.771,-0.88,2
-1.185,-0.792,-0.606,-0.946,-1.185,-0.669,-0.736,-0.908,-1.185,-0.948,-0.715,-1.114,-0.834,-0.691,-0.948,-0.711,-0.843,2
-1.193,-0.779,-0.588,-0.958,-1.193,-0.668,-0.718,-0.904,-1.193,-0.957,-0.713,-1.109,-0.82,-0.668,-0.946,-0.678,-0.79,2
-1.279,-0.928,-0.727,-1.008,-1.279,-0.703,-0.725,-0.891,-1.279,-0.936,-0.52,-1.043,-0.853,-0.682,-0.953,-0.673,-0.763,2
-1.087,-0.695,-0.495,-0.793,-1.087,-0.657,-0.689,-0.85,-1.087,-0.857,-0.603,-1.014,-0.711,-0.555,-0.831,-0.559,-0.654,2
-1.044,-0.6,-0.4,-0.774,-1.044,-0.562,-0.625,-0.792,-1.044,-0.812,-0.555,-1.022,-0.622,-0.579,-0.756,-0.537,-0.621,2
-1.125,-0.64,-0.434,-0.856,-1.125,-0.551,-0.612,-0.73,-1.125,-0.783,-0.434,-0.892,-0.631,-0.494,-0.746,-0.444,-0.499,2
-1.359,-0.955,-0.624,-0.928,-1.359,-0.759,-0.766,-0.915,-1.359,-1.046,-0.667,-1.058,-0.895,-0.662,-1.002,-0.664,-0.775,2
-1.135,-0.678,-0.424,-0.805,-1.135,-0.595,-0.616,-0.733,-1.135,-0.867,-0.666,-1.012,-0.664,-0.552,-0.817,-0.514,-0.602,2
-0.596,-0.314,-0.223,-0.511,-0.596,-0.37,-0.452,-0.634,-0.596,-0.398,-0.349,-0.79,-0.303,-0.505,-0.526,-0.501,-0.678,2
-1.174,-0.62,-0.373,-0.76,-1.174,-0.52,-0.58,-0.593,-1.174,-0.741,-0.429,-0.929,-0.591,-0.535,-0.726,-0.43,-0.476,2
-1.198,-0.834,-0.657,-1.003,-1.198,-0.691,-0.743,-0.926,-1.198,-0.9,-0.595,-1.05,-0.764,-0.657,-0.89,-0.611,-0.713,2
-1.174,-0.727,-0.451,-0.641,-1.174,-0.538,-0.516,-0.625,-1.174,-0.957,-0.659,-0.958,-0.838,-0.555,-0.942,-0.637,-0.661,2
-1.119,-0.616,-0.486,-0.874,-1.119,-0.561,-0.64,-0.755,-1.119,-0.808,-0.536,-0.964,-0.635,-0.527,-0.771,-0.468,-0.505,2
-0.611,-0.292,-0.05,-0.347,-0.611,-0.349,-0.414,-0.548,-0.611,-0.423,-0.404,-0.822,-0.32,-0.531,-0.575,-0.529,-0.703,2
-1.165,-0.634,-0.319,-0.625,-1.165,-0.58,-0.625,-0.735,-1.165,-0.805,-0.555,-0.961,-0.623,-0.55,-0.758,-0.468,-0.559,2
-1.147,-0.677,-0.473,-0.847,-1.147,-0.541,-0.593,-0.73,-1.147,-0.817,-0.511,-0.997,-0.658,-0.527,-0.803,-0.474,-0.507,2
-1.119,-0.748,-0.522,-0.818,-1.119,-0.656,-0.692,-0.854,-1.119,-0.818,-0.505,-0.986,-0.71,-0.629,-0.843,-0.618,-0.71,2
-1.1,-0.729,-0.529,-0.84,-1.1,-0.649,-0.669,-0.845,-1.1,-0.867,-0.614,-0.962,-0.729,-0.608,-0.849,-0.602,-0.712,2
-1.366,-1.023,-0.751,-1.002,-1.366,-0.802,-0.808,-0.986,-1.366,-1.043,-0.653,-1.051,-0.932,-0.69,-1.016,-0.706,-0.821,2
-1.142,-0.747,-0.497,-0.82,-1.142,-0.662,-0.669,-0.86,-1.142,-0.825,-0.482,-0.979,-0.65,-0.477,-0.768,-0.464,-0.542,2
-1.331,-0.862,-0.496,-0.779,-1.331,-0.652,-0.662,-0.78,-1.331,-1.016,-0.63,-1.02,-0.861,-0.562,-0.952,-0.578,-0.648,2
-1.108,-0.784,-0.571,-0.849,-1.108,-0.665,-0.721,-0.905,-1.108,-0.802,-0.484,-0.998,-0.72,-0.56,-0.847,-0.574,-0.712,2
-1.235,-0.8,-0.554,-0.891,-1.235,-0.66,-0.689,-0.844,-1.235,-0.828,-0.447,-0.951,-0.724,-0.6,-0.837,-0.551,-0.601,2
-0.991,-0.587,-0.451,-0.733,-0.991,-0.522,-0.604,-0.752,-0.991,-0.766,-0.492,-0.9,-0.618,-0.529,-0.754,-0.523,-0.619,2
-1.24,-0.909,-0.714,-1,-1.24,-0.756,-0.766,-0.949,-1.24,-0.966,-0.625,-1.041,-0.85,-0.71,-0.945,-0.711,-0.839,2
-1.029,-0.561,-0.421,-0.805,-1.029,-0.53,-0.588,-0.646,-1.029,-0.667,-0.352,-0.845,-0.535,-0.499,-0.687,-0.418,-0.472,2
-1.183,-0.676,-0.397,-0.69,-1.183,-0.615,-0.67,-0.79,-1.183,-0.841,-0.471,-0.876,-0.667,-0.485,-0.788,-0.458,-0.464,2
-1.213,-0.725,-0.427,-0.693,-1.213,-0.623,-0.648,-0.759,-1.213,-0.863,-0.554,-0.974,-0.715,-0.556,-0.849,-0.529,-0.62,2
-0.837,-0.523,-0.347,-0.616,-0.837,-0.36,-0.395,-0.502,-0.837,-0.671,-0.509,-0.834,-0.55,-0.403,-0.735,-0.474,-0.537,2
-1.219,-0.858,-0.628,-0.903,-1.219,-0.715,-0.748,-0.913,-1.219,-0.935,-0.618,-1.038,-0.83,-0.692,-0.961,-0.701,-0.814,2
-1.221,-0.775,-0.514,-0.808,-1.221,-0.638,-0.662,-0.786,-1.221,-0.867,-0.472,-0.908,-0.689,-0.51,-0.829,-0.479,-0.512,2
-1.293,-0.808,-0.493,-0.825,-1.293,-0.634,-0.671,-0.79,-1.293,-0.995,-0.653,-1.023,-0.857,-0.583,-0.948,-0.61,-0.722,2
-1.014,-0.663,-0.485,-0.787,-1.014,-0.569,-0.637,-0.786,-1.014,-0.772,-0.578,-0.932,-0.668,-0.559,-0.812,-0.583,-0.675,2
-1.033,-0.585,-0.446,-0.83,-1.033,-0.572,-0.644,-0.783,-1.033,-0.712,-0.379,-0.863,-0.588,-0.45,-0.697,-0.426,-0.467,2
-1.057,-0.58,-0.391,-0.674,-1.057,-0.512,-0.587,-0.708,-1.057,-0.823,-0.539,-0.929,-0.676,-0.589,-0.784,-0.586,-0.686,2
-0.946,-0.516,-0.366,-0.631,-0.946,-0.512,-0.6,-0.745,-0.946,-0.726,-0.529,-0.931,-0.547,-0.516,-0.721,-0.488,-0.528,2
-1.263,-0.856,-0.654,-0.986,-1.263,-0.734,-0.765,-0.97,-1.263,-0.975,-0.69,-1.126,-0.848,-0.68,-0.965,-0.67,-0.782,2
-1.114,-0.817,-0.667,-0.954,-1.114,-0.687,-0.769,-0.93,-1.114,-0.834,-0.565,-1.019,-0.808,-0.678,-0.925,-0.715,-0.849,2
-1.055,-0.717,-0.609,-0.941,-1.055,-0.667,-0.754,-0.943,-1.055,-0.859,-0.746,-1.026,-0.776,-0.703,-0.883,-0.716,-0.833,2
-1.124,-0.692,-0.477,-0.812,-1.124,-0.631,-0.68,-0.824,-1.124,-0.872,-0.648,-1.036,-0.697,-0.547,-0.851,-0.548,-0.617,2
-1.15,-0.855,-0.696,-0.887,-1.15,-0.776,-0.829,-1.014,-1.15,-0.911,-0.704,-1.036,-0.842,-0.603,-0.974,-0.683,-0.772,2
-1.087,-0.659,-0.461,-0.68,-1.087,-0.523,-0.566,-0.661,-1.087,-0.859,-0.591,-0.881,-0.708,-0.616,-0.901,-0.622,-0.661,2
-1.067,-0.651,-0.473,-0.754,-1.067,-0.642,-0.704,-0.859,-1.067,-0.869,-0.604,-0.982,-0.691,-0.528,-0.824,-0.554,-0.597,2
-0.999,-0.489,-0.218,-0.497,-0.999,-0.435,-0.518,-0.575,-0.999,-0.758,-0.467,-0.849,-0.578,-0.436,-0.629,-0.369,-0.45,2
-1.189,-0.811,-0.634,-0.985,-1.189,-0.701,-0.752,-0.943,-1.189,-0.943,-0.673,-1.059,-0.786,-0.775,-0.957,-0.744,-0.888,2
-1.096,-0.71,-0.489,-0.816,-1.096,-0.675,-0.692,-0.875,-1.096,-0.847,-0.594,-1.005,-0.645,-0.561,-0.77,-0.499,-0.584,2
-0.863,-0.565,-0.446,-0.726,-0.863,-0.544,-0.599,-0.773,-0.863,-0.648,-0.542,-0.919,-0.559,-0.659,-0.766,-0.659,-0.826,2
-1.265,-0.937,-0.734,-1.001,-1.265,-0.813,-0.848,-1.044,-1.265,-0.978,-0.668,-1.077,-0.841,-0.677,-0.975,-0.67,-0.797,2
-1.135,-0.672,-0.412,-0.728,-1.135,-0.499,-0.583,-0.663,-1.135,-0.837,-0.449,-0.914,-0.734,-0.592,-0.836,-0.581,-0.68,2
-1.324,-0.956,-0.724,-0.978,-1.324,-0.679,-0.688,-0.818,-1.324,-0.948,-0.527,-1.019,-0.91,-0.692,-1.006,-0.696,-0.767,2
-1.072,-0.649,-0.452,-0.659,-1.072,-0.588,-0.599,-0.721,-1.072,-0.82,-0.545,-0.888,-0.652,-0.568,-0.812,-0.55,-0.651,2
-1.102,-0.586,-0.319,-0.652,-1.102,-0.408,-0.496,-0.522,-1.102,-0.722,-0.4,-0.853,-0.593,-0.511,-0.746,-0.451,-0.489,2
-1.132,-0.69,-0.476,-0.736,-1.132,-0.567,-0.616,-0.733,-1.132,-0.815,-0.483,-0.86,-0.682,-0.563,-0.814,-0.552,-0.646,2
-1.229,-0.881,-0.634,-0.88,-1.229,-0.793,-0.792,-0.976,-1.229,-0.992,-0.733,-1.025,-0.837,-0.628,-0.93,-0.655,-0.766,2
-1.215,-0.831,-0.609,-0.906,-1.215,-0.645,-0.661,-0.819,-1.215,-0.91,-0.565,-0.962,-0.769,-0.626,-0.892,-0.612,-0.737,2
-0.975,-0.59,-0.506,-0.847,-0.975,-0.622,-0.673,-0.867,-0.975,-0.713,-0.413,-0.883,-0.557,-0.472,-0.684,-0.43,-0.526,2
-1.097,-0.781,-0.572,-0.847,-1.097,-0.706,-0.769,-0.958,-1.097,-0.812,-0.565,-1.02,-0.698,-0.551,-0.837,-0.561,-0.685,2
-1.172,-0.796,-0.579,-0.912,-1.172,-0.679,-0.719,-0.906,-1.172,-0.906,-0.616,-1.029,-0.761,-0.611,-0.866,-0.593,-0.723,2
-1.152,-0.631,-0.374,-0.695,-1.152,-0.591,-0.628,-0.729,-1.152,-0.795,-0.493,-0.929,-0.605,-0.533,-0.733,-0.443,-0.511,2
-1.28,-0.883,-0.611,-0.915,-1.28,-0.636,-0.648,-0.801,-1.28,-0.965,-0.59,-0.976,-0.858,-0.667,-0.959,-0.66,-0.767,2
-1.12,-0.622,-0.423,-0.807,-1.12,-0.501,-0.554,-0.681,-1.12,-0.768,-0.415,-0.903,-0.612,-0.522,-0.747,-0.474,-0.522,2
-1.235,-0.882,-0.673,-0.978,-1.235,-0.704,-0.711,-0.891,-1.235,-0.914,-0.559,-1.025,-0.809,-0.688,-0.923,-0.665,-0.753,2
-1.295,-0.88,-0.599,-0.874,-1.295,-0.716,-0.73,-0.886,-1.295,-0.926,-0.501,-0.958,-0.807,-0.581,-0.892,-0.571,-0.661,2
-1.195,-0.844,-0.657,-0.926,-1.195,-0.829,-0.881,-1.058,-1.195,-0.982,-0.753,-1.025,-0.821,-0.644,-0.913,-0.658,-0.772,2
-1.144,-0.568,-0.256,-0.558,-1.144,-0.576,-0.632,-0.742,-1.144,-0.768,-0.407,-0.848,-0.545,-0.462,-0.678,-0.364,-0.342,2
-0.977,-0.603,-0.429,-0.722,-0.977,-0.426,-0.455,-0.592,-0.977,-0.653,-0.31,-0.833,-0.547,-0.419,-0.691,-0.418,-0.478,2
-1.031,-0.619,-0.442,-0.712,-1.031,-0.57,-0.63,-0.778,-1.031,-0.79,-0.564,-0.956,-0.608,-0.573,-0.77,-0.543,-0.602,2
-0.874,-0.655,-0.548,-0.722,-0.874,-0.686,-0.768,-0.912,-0.874,-0.698,-0.627,-0.942,-0.648,-0.559,-0.862,-0.654,-0.739,2
-1.322,-0.968,-0.789,-1.071,-1.322,-0.89,-0.897,-1.095,-1.322,-1.045,-0.752,-1.118,-0.912,-0.71,-1.01,-0.731,-0.834,2
-1.218,-0.754,-0.557,-0.924,-1.218,-0.617,-0.709,-0.852,-1.218,-0.96,-0.693,-1.09,-0.842,-0.667,-0.924,-0.666,-0.795,2
-1.098,-0.605,-0.372,-0.808,-1.098,-0.477,-0.525,-0.638,-1.098,-0.78,-0.486,-0.877,-0.588,-0.548,-0.733,-0.459,-0.489,2
-1.168,-0.784,-0.606,-0.923,-1.168,-0.673,-0.74,-0.879,-1.168,-0.871,-0.581,-1.04,-0.798,-0.689,-0.938,-0.718,-0.835,2
-1.072,-0.63,-0.425,-0.746,-1.072,-0.522,-0.573,-0.697,-1.072,-0.79,-0.501,-0.934,-0.662,-0.563,-0.784,-0.555,-0.646,2
-1.22,-0.887,-0.684,-0.936,-1.22,-0.738,-0.771,-0.95,-1.22,-1.002,-0.764,-1.046,-0.893,-0.641,-0.979,-0.692,-0.79,2
-1.053,-0.686,-0.551,-0.873,-1.053,-0.549,-0.575,-0.761,-1.053,-0.699,-0.299,-0.813,-0.621,-0.449,-0.76,-0.452,-0.472,2
-1.052,-0.582,-0.324,-0.691,-1.052,-0.402,-0.473,-0.515,-1.052,-0.821,-0.486,-0.855,-0.655,-0.569,-0.79,-0.553,-0.65,2
-1.169,-0.804,-0.593,-0.867,-1.169,-0.626,-0.617,-0.759,-1.169,-0.911,-0.592,-0.948,-0.825,-0.609,-0.93,-0.645,-0.752,2
-0.834,-0.505,-0.317,-0.518,-0.834,-0.378,-0.369,-0.505,-0.834,-0.669,-0.539,-0.869,-0.566,-0.383,-0.698,-0.465,-0.52,2
-0.989,-0.564,-0.401,-0.689,-0.989,-0.546,-0.604,-0.775,-0.989,-0.805,-0.56,-0.846,-0.601,-0.434,-0.716,-0.446,-0.414,2
-1.156,-0.669,-0.523,-0.92,-1.156,-0.696,-0.735,-0.939,-1.156,-0.919,-0.665,-1.142,-0.701,-0.579,-0.83,-0.542,-0.606,2
-1.183,-0.59,-0.353,-0.745,-1.183,-0.469,-0.56,-0.557,-1.183,-0.726,-0.404,-0.882,-0.576,-0.537,-0.722,-0.426,-0.465,2
-1.226,-0.908,-0.755,-0.943,-1.226,-0.813,-0.836,-1.022,-1.226,-0.988,-0.763,-1.107,-0.909,-0.645,-1.011,-0.728,-0.832,2
-1.175,-0.715,-0.508,-0.823,-1.175,-0.642,-0.704,-0.864,-1.175,-0.851,-0.477,-1.042,-0.657,-0.551,-0.814,-0.52,-0.553,2
-0.985,-0.526,-0.339,-0.67,-0.985,-0.447,-0.492,-0.658,-0.985,-0.714,-0.509,-0.858,-0.559,-0.55,-0.686,-0.505,-0.57,2
-1.225,-0.768,-0.497,-0.819,-1.225,-0.641,-0.635,-0.763,-1.225,-0.874,-0.451,-0.911,-0.713,-0.491,-0.812,-0.47,-0.509,2
-1.063,-0.704,-0.49,-0.77,-1.063,-0.631,-0.683,-0.85,-1.063,-0.853,-0.67,-0.944,-0.677,-0.645,-0.857,-0.617,-0.727,2
-1.126,-0.633,-0.407,-0.66,-1.126,-0.563,-0.588,-0.689,-1.126,-0.901,-0.629,-0.907,-0.694,-0.57,-0.847,-0.537,-0.591,2
-1.002,-0.606,-0.508,-0.858,-1.002,-0.579,-0.632,-0.807,-1.002,-0.776,-0.554,-0.961,-0.602,-0.55,-0.713,-0.482,-0.58,2
-1.186,-0.622,-0.392,-0.758,-1.186,-0.478,-0.572,-0.577,-1.186,-0.767,-0.436,-0.918,-0.619,-0.549,-0.765,-0.45,-0.507,2
-1.01,-0.551,-0.256,-0.497,-1.01,-0.42,-0.425,-0.493,-1.01,-0.826,-0.619,-0.869,-0.6,-0.505,-0.781,-0.503,-0.536,2
-1.049,-0.632,-0.353,-0.566,-1.049,-0.511,-0.518,-0.601,-1.049,-0.853,-0.603,-0.891,-0.647,-0.53,-0.835,-0.537,-0.582,2
-1.099,-0.733,-0.566,-0.904,-1.099,-0.749,-0.791,-0.959,-1.099,-0.862,-0.573,-0.973,-0.666,-0.624,-0.773,-0.543,-0.671,2
-1.422,-1.096,-0.869,-1.107,-1.422,-0.812,-0.818,-0.978,-1.422,-1.086,-0.649,-1.073,-1.045,-0.739,-1.115,-0.782,-0.883,2
-1.058,-0.692,-0.5,-0.825,-1.058,-0.621,-0.644,-0.811,-1.058,-0.812,-0.542,-0.957,-0.671,-0.568,-0.804,-0.549,-0.657,2
-1.121,-0.633,-0.392,-0.764,-1.121,-0.481,-0.525,-0.619,-1.121,-0.906,-0.599,-0.983,-0.74,-0.587,-0.891,-0.607,-0.688,2
-1.241,-0.688,-0.397,-0.702,-1.241,-0.615,-0.664,-0.756,-1.241,-0.907,-0.435,-0.921,-0.71,-0.501,-0.81,-0.453,-0.465,2
-1.032,-0.67,-0.577,-0.83,-1.032,-0.701,-0.781,-0.971,-1.032,-0.774,-0.578,-0.982,-0.658,-0.486,-0.805,-0.535,-0.61,2
-1.131,-0.67,-0.365,-0.67,-1.131,-0.647,-0.677,-0.808,-1.131,-0.804,-0.428,-0.837,-0.628,-0.482,-0.769,-0.445,-0.452,2
-1.131,-0.63,-0.432,-0.814,-1.131,-0.552,-0.614,-0.661,-1.131,-0.744,-0.438,-0.91,-0.59,-0.498,-0.74,-0.42,-0.461,2
-1.18,-0.724,-0.443,-0.703,-1.18,-0.65,-0.67,-0.796,-1.18,-0.893,-0.624,-1.023,-0.703,-0.581,-0.844,-0.524,-0.615,2
-1.086,-0.773,-0.649,-0.866,-1.086,-0.741,-0.805,-1.007,-1.086,-0.845,-0.623,-1.019,-0.749,-0.57,-0.857,-0.617,-0.727,2
-1.224,-0.82,-0.546,-0.822,-1.224,-0.65,-0.688,-0.811,-1.224,-0.875,-0.462,-0.954,-0.797,-0.573,-0.885,-0.588,-0.654,2
-1.015,-0.55,-0.393,-0.758,-1.015,-0.527,-0.599,-0.728,-1.015,-0.689,-0.432,-0.818,-0.595,-0.54,-0.726,-0.489,-0.502,2
-1.111,-0.749,-0.611,-0.937,-1.111,-0.763,-0.822,-0.994,-1.111,-0.839,-0.604,-1.036,-0.67,-0.669,-0.817,-0.595,-0.71,2
-1.173,-0.624,-0.407,-0.783,-1.173,-0.494,-0.544,-0.567,-1.173,-0.846,-0.422,-0.898,-0.699,-0.537,-0.852,-0.543,-0.584,2
-0.985,-0.629,-0.511,-0.878,-0.985,-0.64,-0.716,-0.93,-0.985,-0.736,-0.578,-1.025,-0.599,-0.535,-0.746,-0.501,-0.605,2
-1.075,-0.603,-0.473,-0.824,-1.075,-0.533,-0.643,-0.763,-1.075,-0.75,-0.524,-0.909,-0.613,-0.532,-0.764,-0.5,-0.539,2
-1.114,-0.772,-0.631,-0.989,-1.114,-0.679,-0.735,-0.9,-1.114,-0.805,-0.533,-0.968,-0.684,-0.644,-0.814,-0.597,-0.725,2
-0.846,-0.498,-0.345,-0.68,-0.846,-0.525,-0.598,-0.762,-0.846,-0.614,-0.503,-0.783,-0.512,-0.493,-0.699,-0.46,-0.492,2
-1.194,-0.769,-0.514,-0.824,-1.194,-0.588,-0.642,-0.735,-1.194,-0.819,-0.415,-0.93,-0.687,-0.558,-0.836,-0.527,-0.592,2
-1.16,-0.706,-0.462,-0.853,-1.16,-0.603,-0.628,-0.805,-1.16,-0.813,-0.453,-0.936,-0.642,-0.482,-0.761,-0.438,-0.509,2
-1.295,-0.905,-0.63,-0.92,-1.295,-0.633,-0.651,-0.743,-1.295,-0.917,-0.467,-0.977,-0.856,-0.664,-0.977,-0.674,-0.792,2
-1.113,-0.736,-0.588,-0.956,-1.113,-0.668,-0.716,-0.868,-1.113,-0.817,-0.546,-1.006,-0.675,-0.657,-0.801,-0.596,-0.717,2
-1.331,-0.859,-0.531,-0.77,-1.331,-0.684,-0.716,-0.874,-1.331,-1.018,-0.637,-1.022,-0.843,-0.566,-0.953,-0.588,-0.632,2
-1.235,-0.813,-0.512,-0.782,-1.235,-0.617,-0.661,-0.799,-1.235,-0.856,-0.402,-0.941,-0.751,-0.576,-0.829,-0.54,-0.623,2
-1.165,-0.633,-0.38,-0.695,-1.165,-0.584,-0.631,-0.747,-1.165,-0.87,-0.535,-1.009,-0.718,-0.598,-0.819,-0.556,-0.643,2
-1.013,-0.533,-0.208,-0.502,-1.013,-0.323,-0.345,-0.344,-1.013,-0.804,-0.488,-0.881,-0.65,-0.475,-0.827,-0.532,-0.596,2
-1.126,-0.744,-0.538,-0.839,-1.126,-0.688,-0.716,-0.876,-1.126,-0.815,-0.511,-1.093,-0.713,-0.567,-0.85,-0.57,-0.648,2
-1.169,-0.741,-0.52,-0.841,-1.169,-0.617,-0.674,-0.83,-1.169,-0.806,-0.426,-0.996,-0.661,-0.549,-0.815,-0.516,-0.54,2
-1.107,-0.649,-0.395,-0.681,-1.107,-0.496,-0.533,-0.673,-1.107,-0.839,-0.443,-0.87,-0.692,-0.368,-0.746,-0.379,-0.469,2
-1.362,-0.883,-0.568,-0.931,-1.362,-0.699,-0.738,-0.864,-1.362,-1.072,-0.725,-1.085,-0.931,-0.656,-1.018,-0.68,-0.789,2
-1.106,-0.765,-0.56,-0.892,-1.106,-0.667,-0.714,-0.896,-1.106,-0.877,-0.659,-1.029,-0.756,-0.711,-0.916,-0.709,-0.853,2
-0.855,-0.444,-0.265,-0.534,-0.855,-0.359,-0.422,-0.448,-0.855,-0.666,-0.47,-0.781,-0.493,-0.591,-0.708,-0.566,-0.645,2
-0.984,-0.539,-0.46,-0.848,-0.984,-0.628,-0.721,-0.838,-0.984,-0.751,-0.54,-0.878,-0.623,-0.546,-0.751,-0.554,-0.621,2
-1.173,-0.728,-0.513,-0.829,-1.173,-0.62,-0.68,-0.823,-1.173,-0.927,-0.702,-1.069,-0.727,-0.618,-0.896,-0.603,-0.694,2
-1.106,-0.614,-0.418,-0.847,-1.106,-0.554,-0.601,-0.77,-1.106,-0.816,-0.499,-0.963,-0.633,-0.433,-0.736,-0.397,-0.468,2
-1.189,-0.784,-0.549,-0.85,-1.189,-0.592,-0.626,-0.789,-1.189,-0.805,-0.355,-0.865,-0.719,-0.523,-0.803,-0.501,-0.566,2
-1.267,-0.802,-0.483,-0.819,-1.267,-0.655,-0.703,-0.829,-1.267,-0.967,-0.656,-1.039,-0.824,-0.556,-0.927,-0.592,-0.695,2
-1.173,-0.75,-0.497,-0.782,-1.173,-0.597,-0.645,-0.757,-1.173,-0.828,-0.484,-0.956,-0.707,-0.569,-0.854,-0.549,-0.591,2
-1.15,-0.873,-0.719,-0.934,-1.15,-0.758,-0.813,-1.028,-1.15,-0.879,-0.608,-1.059,-0.818,-0.657,-0.964,-0.7,-0.819,2
-1.164,-0.789,-0.631,-0.887,-1.164,-0.64,-0.695,-0.852,-1.164,-0.902,-0.552,-0.966,-0.771,-0.672,-0.899,-0.663,-0.756,2
