@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1-2,9-11,15-16,20-22,26,30,32,36-37,39-41'

@attribute A1 numeric
@attribute A2 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A26 numeric
@attribute A30 numeric
@attribute A32 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.128,-0.575,-0.25,-0.551,-1.128,-0.322,-0.356,-0.298,-1.128,-0.823,-0.419,-0.833,-0.706,-0.492,-0.862,-0.526,-0.541,2
-1.254,-0.764,-0.462,-0.67,-1.254,-0.63,-0.654,-0.808,-1.254,-0.993,-0.653,-0.976,-0.806,-0.574,-0.925,-0.608,-0.663,2
-1.246,-0.805,-0.487,-0.785,-1.246,-0.601,-0.613,-0.73,-1.246,-0.904,-0.495,-0.981,-0.76,-0.541,-0.845,-0.529,-0.603,2
-1.032,-0.541,-0.378,-0.623,-1.032,-0.514,-0.57,-0.685,-1.032,-0.8,-0.599,-0.9,-0.618,-0.551,-0.792,-0.529,-0.593,2
-1.264,-0.891,-0.682,-0.969,-1.264,-0.773,-0.787,-0.977,-1.264,-1.016,-0.679,-1.035,-0.849,-0.69,-0.959,-0.686,-0.8,2
-1.186,-0.675,-0.458,-0.779,-1.186,-0.602,-0.674,-0.807,-1.186,-0.857,-0.55,-0.942,-0.707,-0.517,-0.809,-0.493,-0.564,2
-1.181,-0.754,-0.529,-0.78,-1.181,-0.618,-0.658,-0.792,-1.181,-0.878,-0.554,-0.904,-0.741,-0.562,-0.852,-0.565,-0.658,2
-1.01,-0.674,-0.569,-0.912,-1.01,-0.579,-0.634,-0.806,-1.01,-0.722,-0.423,-0.832,-0.634,-0.657,-0.769,-0.617,-0.774,2
-1.181,-0.903,-0.715,-0.939,-1.181,-0.729,-0.758,-0.941,-1.181,-0.902,-0.613,-1.039,-0.847,-0.65,-0.936,-0.694,-0.83,2
-1.306,-0.712,-0.42,-0.75,-1.306,-0.576,-0.651,-0.671,-1.306,-0.986,-0.531,-0.972,-0.775,-0.596,-0.85,-0.527,-0.577,2
-1.157,-0.803,-0.643,-0.959,-1.157,-0.641,-0.674,-0.805,-1.157,-0.785,-0.476,-0.977,-0.77,-0.584,-0.903,-0.584,-0.609,2
-1.107,-0.589,-0.397,-0.673,-1.107,-0.536,-0.57,-0.657,-1.107,-0.853,-0.57,-0.912,-0.659,-0.577,-0.824,-0.536,-0.574,2
-1.173,-0.795,-0.627,-0.948,-1.173,-0.742,-0.781,-0.963,-1.173,-0.908,-0.607,-1.097,-0.787,-0.605,-0.903,-0.614,-0.707,2
-1.036,-0.552,-0.336,-0.709,-1.036,-0.455,-0.548,-0.603,-1.036,-0.754,-0.498,-0.905,-0.626,-0.575,-0.778,-0.55,-0.587,2
-1.088,-0.633,-0.481,-0.807,-1.088,-0.489,-0.544,-0.627,-1.088,-0.847,-0.619,-0.967,-0.711,-0.601,-0.855,-0.604,-0.672,2
-1.016,-0.587,-0.372,-0.725,-1.016,-0.538,-0.602,-0.766,-1.016,-0.661,-0.322,-0.883,-0.498,-0.461,-0.671,-0.409,-0.432,2
-1.325,-0.836,-0.497,-0.728,-1.325,-0.683,-0.712,-0.866,-1.325,-0.976,-0.563,-0.976,-0.805,-0.512,-0.906,-0.511,-0.543,2
-1.171,-0.78,-0.566,-0.884,-1.171,-0.596,-0.627,-0.789,-1.171,-0.803,-0.398,-0.896,-0.747,-0.588,-0.86,-0.56,-0.596,2
-1.078,-0.658,-0.419,-0.723,-1.078,-0.607,-0.661,-0.814,-1.078,-0.861,-0.639,-0.968,-0.687,-0.549,-0.841,-0.537,-0.613,2
-0.993,-0.705,-0.603,-0.902,-0.993,-0.558,-0.599,-0.769,-0.993,-0.713,-0.421,-0.785,-0.663,-0.652,-0.801,-0.646,-0.792,2
-1.32,-0.949,-0.649,-0.91,-1.32,-0.7,-0.714,-0.834,-1.32,-0.973,-0.524,-0.991,-0.891,-0.669,-0.979,-0.678,-0.8,2
-1.309,-0.748,-0.346,-0.581,-1.309,-0.56,-0.584,-0.699,-1.309,-0.94,-0.517,-0.921,-0.766,-0.506,-0.862,-0.475,-0.487,2
-0.921,-0.488,-0.4,-0.747,-0.921,-0.533,-0.627,-0.776,-0.921,-0.701,-0.485,-0.893,-0.51,-0.469,-0.659,-0.439,-0.447,2
-1.329,-0.906,-0.544,-0.79,-1.329,-0.601,-0.616,-0.694,-1.329,-0.995,-0.589,-0.996,-0.896,-0.653,-0.996,-0.663,-0.764,2
-0.942,-0.496,-0.355,-0.711,-0.942,-0.443,-0.494,-0.632,-0.942,-0.668,-0.478,-0.846,-0.517,-0.545,-0.671,-0.484,-0.54,2
-1.199,-0.86,-0.619,-0.892,-1.199,-0.733,-0.741,-0.91,-1.199,-0.961,-0.675,-1.016,-0.839,-0.646,-0.95,-0.677,-0.77,2
-1.321,-0.831,-0.464,-0.716,-1.321,-0.65,-0.66,-0.81,-1.321,-1.009,-0.638,-1.015,-0.838,-0.596,-0.951,-0.609,-0.651,2
-1.3,-0.854,-0.596,-0.964,-1.3,-0.766,-0.821,-0.963,-1.3,-1.051,-0.789,-1.089,-0.858,-0.675,-0.958,-0.66,-0.79,2
-1.115,-0.786,-0.625,-0.937,-1.115,-0.644,-0.687,-0.878,-1.115,-0.864,-0.581,-0.93,-0.758,-0.709,-0.862,-0.697,-0.851,2
-1.119,-0.723,-0.437,-0.75,-1.119,-0.545,-0.571,-0.712,-1.119,-0.844,-0.541,-0.919,-0.694,-0.572,-0.841,-0.553,-0.654,2
-1.241,-0.796,-0.555,-0.805,-1.241,-0.675,-0.697,-0.863,-1.241,-0.956,-0.615,-1.035,-0.821,-0.634,-0.924,-0.648,-0.75,2
-0.978,-0.514,-0.329,-0.685,-0.978,-0.419,-0.495,-0.558,-0.978,-0.659,-0.385,-0.866,-0.522,-0.481,-0.701,-0.435,-0.477,2
-1.211,-0.734,-0.498,-0.839,-1.211,-0.589,-0.637,-0.772,-1.211,-0.873,-0.543,-1.007,-0.7,-0.565,-0.843,-0.52,-0.555,2
-0.543,-0.378,-0.44,-0.664,-0.543,-0.571,-0.713,-0.885,-0.543,-0.397,-0.478,-0.847,-0.344,-0.398,-0.61,-0.489,-0.628,2
-1.238,-0.91,-0.688,-0.948,-1.238,-0.687,-0.727,-0.918,-1.238,-0.955,-0.672,-1.038,-0.874,-0.68,-0.97,-0.689,-0.828,2
-1.101,-0.621,-0.411,-0.775,-1.101,-0.608,-0.643,-0.725,-1.101,-0.72,-0.344,-0.851,-0.541,-0.438,-0.679,-0.36,-0.393,2
-1.355,-0.817,-0.495,-0.821,-1.355,-0.602,-0.657,-0.769,-1.355,-1.051,-0.649,-1.047,-0.888,-0.585,-0.968,-0.585,-0.635,2
-1.248,-0.532,-0.248,-0.683,-1.248,-0.351,-0.474,-0.421,-1.248,-0.913,-0.523,-0.896,-0.783,-0.61,-0.876,-0.556,-0.625,3
-1.268,-0.762,-0.432,-0.711,-1.268,-0.64,-0.68,-0.789,-1.268,-1.023,-0.708,-0.959,-0.814,-0.595,-0.92,-0.576,-0.656,3
-1.141,-0.36,-0.184,-0.752,-1.141,-0.31,-0.43,-0.234,-1.141,-0.799,-0.407,-0.8,-0.691,-0.605,-0.8,-0.534,-0.587,3
-1.162,-0.52,-0.258,-0.656,-1.162,-0.438,-0.509,-0.559,-1.162,-0.919,-0.622,-0.914,-0.67,-0.577,-0.775,-0.449,-0.513,3
-1.324,-0.76,-0.449,-0.83,-1.324,-0.583,-0.616,-0.759,-1.324,-1.142,-0.842,-1.033,-0.952,-0.73,-1.027,-0.744,-0.82,3
-1.17,-0.393,-0.155,-0.669,-1.17,-0.292,-0.473,-0.319,-1.17,-0.752,-0.341,-0.719,-0.744,-0.634,-0.816,-0.568,-0.652,3
-1.199,-0.482,-0.249,-0.694,-1.199,-0.31,-0.458,-0.367,-1.199,-0.872,-0.524,-0.856,-0.763,-0.668,-0.873,-0.606,-0.71,3
-1.201,-0.618,-0.337,-0.748,-1.201,-0.464,-0.564,-0.64,-1.201,-0.936,-0.604,-0.863,-0.841,-0.649,-0.951,-0.653,-0.747,3
-1.366,-0.839,-0.565,-0.903,-1.366,-0.655,-0.67,-0.824,-1.366,-1.154,-0.881,-1.084,-1.021,-0.742,-1.092,-0.781,-0.859,3
-1.382,-0.845,-0.546,-0.87,-1.382,-0.704,-0.717,-0.884,-1.382,-1.201,-0.952,-1.129,-1.018,-0.798,-1.107,-0.825,-0.916,3
-1.235,-0.686,-0.456,-0.893,-1.235,-0.53,-0.612,-0.705,-1.235,-0.949,-0.626,-0.919,-0.873,-0.645,-0.933,-0.644,-0.733,3
-1.153,-0.486,-0.282,-0.739,-1.153,-0.362,-0.511,-0.509,-1.153,-0.873,-0.566,-0.864,-0.745,-0.632,-0.878,-0.592,-0.669,3
-1.201,-0.583,-0.319,-0.728,-1.201,-0.437,-0.505,-0.568,-1.201,-0.881,-0.541,-0.808,-0.814,-0.576,-0.874,-0.544,-0.601,3
-1.269,-0.677,-0.411,-0.769,-1.269,-0.55,-0.639,-0.72,-1.269,-1.024,-0.71,-0.963,-0.941,-0.7,-1.024,-0.715,-0.807,3
-1.152,-0.466,-0.2,-0.639,-1.152,-0.38,-0.44,-0.478,-1.152,-0.897,-0.592,-0.873,-0.627,-0.565,-0.718,-0.403,-0.456,3
-1.292,-0.762,-0.474,-0.749,-1.292,-0.569,-0.593,-0.704,-1.292,-1.002,-0.702,-0.963,-0.956,-0.717,-1.064,-0.761,-0.825,3
-1.174,-0.566,-0.309,-0.741,-1.174,-0.483,-0.576,-0.615,-1.174,-0.874,-0.564,-0.854,-0.707,-0.599,-0.841,-0.515,-0.591,3
-1.22,-0.647,-0.371,-0.743,-1.22,-0.541,-0.598,-0.719,-1.22,-1.012,-0.798,-0.993,-0.775,-0.64,-0.89,-0.595,-0.682,3
-1.149,-0.451,-0.246,-0.696,-1.149,-0.317,-0.478,-0.355,-1.149,-0.759,-0.43,-0.846,-0.716,-0.615,-0.809,-0.561,-0.659,3
-1.22,-0.524,-0.226,-0.674,-1.22,-0.344,-0.461,-0.351,-1.22,-0.896,-0.548,-0.896,-0.762,-0.663,-0.887,-0.599,-0.691,3
-1.144,-0.535,-0.33,-0.713,-1.144,-0.426,-0.531,-0.543,-1.144,-0.788,-0.451,-0.761,-0.759,-0.62,-0.831,-0.579,-0.65,3
-1.141,-0.529,-0.277,-0.696,-1.141,-0.341,-0.474,-0.406,-1.141,-0.806,-0.468,-0.806,-0.776,-0.555,-0.881,-0.568,-0.645,3
-1.174,-0.49,-0.273,-0.717,-1.174,-0.386,-0.527,-0.569,-1.174,-0.902,-0.623,-0.902,-0.743,-0.618,-0.837,-0.529,-0.608,3
-1.097,-0.407,-0.282,-0.731,-1.097,-0.37,-0.576,-0.45,-1.097,-0.817,-0.544,-0.825,-0.744,-0.597,-0.847,-0.599,-0.67,3
-1.212,-0.687,-0.465,-0.824,-1.212,-0.466,-0.529,-0.618,-1.212,-0.931,-0.627,-0.905,-0.877,-0.666,-0.995,-0.677,-0.751,3
-1.349,-0.778,-0.473,-0.823,-1.349,-0.636,-0.666,-0.791,-1.349,-1.124,-0.844,-1.095,-0.956,-0.719,-1.037,-0.742,-0.816,3
-1.267,-0.533,-0.342,-0.781,-1.267,-0.43,-0.524,-0.603,-1.267,-1.014,-0.676,-0.94,-0.813,-0.645,-0.874,-0.588,-0.652,3
-1.247,-0.7,-0.399,-0.705,-1.247,-0.553,-0.605,-0.677,-1.247,-0.98,-0.684,-0.992,-0.905,-0.663,-1.014,-0.683,-0.731,3
-1.129,-0.557,-0.288,-0.648,-1.129,-0.343,-0.486,-0.407,-1.129,-0.77,-0.396,-0.729,-0.746,-0.529,-0.858,-0.544,-0.626,3
-1.281,-0.684,-0.373,-0.767,-1.281,-0.516,-0.557,-0.678,-1.281,-1.028,-0.686,-0.931,-0.855,-0.581,-0.932,-0.574,-0.638,3
-1.175,-0.55,-0.34,-0.766,-1.175,-0.4,-0.557,-0.472,-1.175,-0.847,-0.509,-0.795,-0.749,-0.693,-0.909,-0.651,-0.74,3
-1.323,-0.808,-0.487,-0.8,-1.323,-0.612,-0.649,-0.775,-1.323,-1.077,-0.733,-1.006,-0.978,-0.732,-1.065,-0.768,-0.846,3
-1.134,-0.54,-0.294,-0.686,-1.134,-0.383,-0.467,-0.519,-1.134,-0.779,-0.452,-0.839,-0.738,-0.602,-0.809,-0.575,-0.653,3
-1.115,-0.579,-0.317,-0.783,-1.115,-0.41,-0.514,-0.518,-1.115,-0.876,-0.601,-0.88,-0.744,-0.677,-0.902,-0.646,-0.754,3
-1.25,-0.546,-0.319,-0.758,-1.25,-0.402,-0.527,-0.529,-1.25,-0.98,-0.66,-0.919,-0.847,-0.654,-0.917,-0.656,-0.764,3
-1.223,-0.532,-0.254,-0.715,-1.223,-0.422,-0.526,-0.558,-1.223,-0.956,-0.634,-0.956,-0.714,-0.609,-0.822,-0.494,-0.562,3
-1.153,-0.566,-0.321,-0.763,-1.153,-0.434,-0.521,-0.589,-1.153,-0.851,-0.547,-0.859,-0.711,-0.666,-0.836,-0.582,-0.686,3
-1.242,-0.683,-0.394,-0.717,-1.242,-0.473,-0.533,-0.62,-1.242,-0.953,-0.578,-0.903,-0.854,-0.577,-0.96,-0.594,-0.659,3
-1.286,-0.603,-0.305,-0.717,-1.286,-0.424,-0.531,-0.526,-1.286,-0.988,-0.685,-0.977,-0.827,-0.63,-0.935,-0.603,-0.683,3
-1.299,-0.833,-0.506,-0.813,-1.299,-0.67,-0.658,-0.811,-1.299,-1.109,-0.865,-1.034,-0.971,-0.716,-1.066,-0.771,-0.855,3
-1.179,-0.594,-0.298,-0.716,-1.179,-0.4,-0.535,-0.559,-1.179,-0.888,-0.561,-0.837,-0.795,-0.591,-0.909,-0.598,-0.689,3
-1.235,-0.753,-0.505,-0.824,-1.235,-0.577,-0.622,-0.764,-1.235,-0.972,-0.604,-0.88,-0.883,-0.699,-0.991,-0.719,-0.814,3
-1.275,-0.779,-0.485,-0.806,-1.275,-0.607,-0.654,-0.804,-1.275,-1.005,-0.731,-0.999,-0.857,-0.699,-0.98,-0.668,-0.774,3
-1.267,-0.634,-0.373,-0.792,-1.267,-0.521,-0.591,-0.669,-1.267,-1.023,-0.706,-0.966,-0.788,-0.683,-0.893,-0.601,-0.717,3
-1.273,-0.697,-0.393,-0.743,-1.273,-0.516,-0.54,-0.639,-1.273,-0.98,-0.641,-0.901,-0.919,-0.646,-1.002,-0.673,-0.738,3
-1.319,-0.762,-0.421,-0.76,-1.319,-0.6,-0.602,-0.714,-1.319,-1.077,-0.795,-1.078,-0.92,-0.681,-1.021,-0.722,-0.785,3
-1.298,-0.763,-0.472,-0.835,-1.298,-0.54,-0.585,-0.726,-1.298,-1.047,-0.771,-0.993,-0.939,-0.726,-1.021,-0.752,-0.836,3
-1.187,-0.544,-0.407,-0.912,-1.187,-0.482,-0.641,-0.669,-1.187,-0.882,-0.543,-0.829,-0.804,-0.692,-0.885,-0.655,-0.74,3
-1.272,-0.669,-0.35,-0.745,-1.272,-0.51,-0.555,-0.661,-1.272,-0.994,-0.652,-0.936,-0.83,-0.564,-0.895,-0.541,-0.611,3
-1.279,-0.825,-0.562,-0.86,-1.279,-0.626,-0.67,-0.79,-1.279,-1.012,-0.727,-1.035,-0.959,-0.779,-1.086,-0.829,-0.927,3
-1.219,-0.936,-0.771,-1.065,-1.219,-0.785,-0.842,-1.038,-1.219,-0.95,-0.823,-1.198,-0.924,-0.822,-1.014,-0.843,-1.005,4
-1.385,-1.12,-0.969,-1.217,-1.385,-0.824,-0.875,-1.037,-1.385,-1.058,-0.812,-1.183,-1.11,-0.962,-1.211,-1.011,-1.143,4
-1.244,-1.013,-0.904,-1.11,-1.244,-0.753,-0.837,-1.024,-1.244,-0.823,-0.568,-1.147,-0.837,-0.762,-0.981,-0.76,-0.924,4
-1.226,-0.963,-0.785,-1.027,-1.226,-0.681,-0.754,-0.922,-1.226,-0.83,-0.5,-1.053,-0.888,-0.744,-1.002,-0.786,-0.939,4
-1.218,-0.932,-0.842,-1.112,-1.218,-0.677,-0.779,-0.909,-1.218,-0.817,-0.467,-1.004,-0.888,-0.725,-0.958,-0.733,-0.885,4
-1.237,-0.953,-0.796,-1.055,-1.237,-0.807,-0.871,-1.061,-1.237,-0.93,-0.753,-1.145,-0.884,-0.777,-1.015,-0.8,-0.939,4
-1.278,-1.082,-1.014,-1.215,-1.278,-0.941,-0.994,-1.178,-1.278,-0.96,-0.794,-1.201,-0.953,-0.928,-1.075,-0.945,-1.12,4
-1.173,-0.918,-0.783,-1.042,-1.173,-0.703,-0.82,-0.964,-1.173,-0.791,-0.656,-1.188,-0.849,-0.856,-1.016,-0.873,-1.039,4
-1.33,-1.101,-0.948,-1.143,-1.33,-0.792,-0.845,-1.035,-1.33,-0.95,-0.655,-1.155,-1.025,-0.859,-1.105,-0.905,-1.05,4
-1.143,-0.887,-0.784,-1.048,-1.143,-0.754,-0.855,-1.041,-1.143,-0.814,-0.659,-1.088,-0.827,-0.805,-0.967,-0.821,-0.991,4
-1.022,-0.799,-0.692,-0.944,-1.022,-0.724,-0.812,-1.016,-1.022,-0.719,-0.6,-1.002,-0.655,-0.773,-0.817,-0.73,-0.918,4
-1.29,-1.017,-0.873,-1.141,-1.29,-0.698,-0.759,-0.917,-1.29,-0.894,-0.582,-1.099,-0.951,-0.823,-1.053,-0.846,-0.992,4
-1.313,-1.09,-0.96,-1.184,-1.313,-0.794,-0.862,-1.063,-1.313,-0.975,-0.713,-1.159,-1.052,-0.936,-1.147,-0.975,-1.119,4
-1.157,-0.906,-0.811,-1.051,-1.157,-0.793,-0.888,-1.081,-1.157,-0.805,-0.648,-1.086,-0.782,-0.754,-0.908,-0.729,-0.899,4
-1.311,-1.032,-0.892,-1.17,-1.311,-0.763,-0.83,-0.986,-1.311,-0.895,-0.581,-1.112,-0.935,-0.82,-1.04,-0.829,-0.972,4
-1.226,-0.957,-0.853,-1.122,-1.226,-0.776,-0.894,-1.09,-1.226,-0.949,-0.792,-1.186,-0.984,-0.902,-1.09,-0.956,-1.089,4
-1.28,-0.966,-0.782,-1.048,-1.28,-0.721,-0.812,-0.948,-1.28,-0.92,-0.632,-1.121,-0.976,-0.88,-1.072,-0.902,-1.059,4
-1.216,-0.889,-0.708,-1.018,-1.216,-0.72,-0.797,-0.965,-1.216,-0.917,-0.697,-1.061,-0.872,-0.69,-0.962,-0.706,-0.832,4
-1.228,-0.967,-0.813,-1.048,-1.228,-0.683,-0.773,-0.948,-1.228,-0.862,-0.572,-1.073,-0.923,-0.841,-1.025,-0.861,-1.012,4
-1.075,-0.838,-0.717,-0.964,-1.075,-0.641,-0.763,-0.892,-1.075,-0.758,-0.586,-1.066,-0.812,-0.815,-0.968,-0.853,-1.025,4
-1.052,-0.806,-0.745,-1.021,-1.052,-0.637,-0.735,-0.929,-1.052,-0.725,-0.595,-1.11,-0.78,-0.817,-0.933,-0.837,-0.992,4
-1.157,-0.95,-0.893,-1.131,-1.157,-0.819,-0.908,-1.111,-1.157,-0.883,-0.764,-1.141,-0.897,-0.911,-1.024,-0.937,-1.108,4
-1.223,-0.926,-0.789,-1.07,-1.223,-0.797,-0.863,-1.036,-1.223,-0.917,-0.721,-1.109,-0.881,-0.765,-0.992,-0.764,-0.897,4
-1.104,-0.858,-0.752,-1.02,-1.104,-0.761,-0.86,-1.055,-1.104,-0.764,-0.639,-1.058,-0.709,-0.805,-0.872,-0.763,-0.943,4
-1.081,-0.82,-0.73,-1.035,-1.081,-0.709,-0.799,-0.966,-1.081,-0.755,-0.581,-1.026,-0.724,-0.753,-0.894,-0.735,-0.899,4
-1.131,-0.886,-0.785,-1.045,-1.131,-0.813,-0.858,-1.079,-1.131,-0.808,-0.623,-1.083,-0.79,-0.646,-0.912,-0.673,-0.801,4
-1.101,-0.836,-0.791,-1.084,-1.101,-0.636,-0.728,-0.918,-1.101,-0.749,-0.525,-1.02,-0.766,-0.744,-0.899,-0.75,-0.919,4
-1.242,-0.972,-0.812,-1.065,-1.242,-0.748,-0.824,-0.987,-1.242,-0.92,-0.727,-1.111,-0.912,-0.829,-1.034,-0.853,-0.992,4
-1.268,-1.033,-0.917,-1.144,-1.268,-0.786,-0.863,-1.023,-1.268,-0.898,-0.662,-1.178,-0.951,-0.916,-1.089,-0.929,-1.094,4
-1.193,-0.994,-0.928,-1.136,-1.193,-0.843,-0.907,-1.101,-1.193,-0.868,-0.676,-1.126,-0.87,-0.821,-0.987,-0.832,-1,4
-1.189,-0.961,-0.875,-1.114,-1.189,-0.725,-0.818,-0.987,-1.189,-0.813,-0.586,-1.022,-0.891,-0.83,-1.026,-0.856,-1.01,4
-1.273,-1.001,-0.803,-1.047,-1.273,-0.709,-0.767,-0.91,-1.273,-0.924,-0.651,-1.172,-0.974,-0.953,-1.075,-0.967,-1.134,4
-1.228,-0.967,-0.824,-1.085,-1.228,-0.815,-0.885,-1.052,-1.228,-0.877,-0.665,-1.124,-0.888,-0.795,-1.007,-0.815,-0.962,4
-1.358,-1.122,-0.999,-1.228,-1.358,-0.843,-0.878,-1.073,-1.358,-1.046,-0.803,-1.17,-1.086,-0.934,-1.175,-0.979,-1.119,4
-1.375,-1.154,-1.025,-1.219,-1.375,-0.864,-0.941,-1.12,-1.375,-1.018,-0.73,-1.183,-1.091,-0.958,-1.188,-1.005,-1.149,4
-1.262,-1.022,-0.929,-1.163,-1.262,-0.789,-0.87,-1.04,-1.262,-0.901,-0.627,-1.186,-0.97,-0.879,-1.066,-0.912,-1.078,4
-1.177,-0.955,-0.859,-1.084,-1.177,-0.805,-0.872,-1.071,-1.177,-0.872,-0.711,-1.132,-0.864,-0.779,-0.966,-0.804,-0.977,4
-1.322,-1.053,-0.873,-1.125,-1.322,-0.769,-0.843,-1.004,-1.322,-0.911,-0.547,-1.143,-0.977,-0.799,-1.06,-0.836,-0.97,4
-1.122,-0.891,-0.759,-0.981,-1.122,-0.782,-0.868,-1.059,-1.122,-0.791,-0.645,-1.058,-0.759,-0.718,-0.902,-0.712,-0.886,4
-1.36,-1.117,-0.978,-1.197,-1.36,-0.803,-0.847,-1.011,-1.36,-1.03,-0.702,-1.164,-1.096,-0.995,-1.157,-1.021,-1.168,4
-1.172,-0.939,-0.839,-1.092,-1.172,-0.692,-0.772,-0.929,-1.172,-0.827,-0.597,-1.045,-0.878,-0.842,-1.006,-0.868,-1.041,4
-1.165,-0.875,-0.764,-1.056,-1.165,-0.702,-0.809,-0.987,-1.165,-0.795,-0.602,-1.042,-0.802,-0.749,-0.943,-0.747,-0.89,4
-1.418,-1.132,-0.938,-1.189,-1.418,-0.784,-0.81,-0.974,-1.418,-1.047,-0.661,-1.171,-1.076,-0.895,-1.138,-0.917,-1.073,4
-1.336,-1.128,-1.015,-1.205,-1.336,-0.855,-0.88,-1.062,-1.336,-1.02,-0.768,-1.12,-1.073,-0.932,-1.158,-0.979,-1.113,4
-1.192,-0.946,-0.833,-1.117,-1.192,-0.819,-0.889,-1.108,-1.192,-0.886,-0.733,-1.136,-0.894,-0.833,-1.02,-0.853,-0.996,4
-1.335,-1.081,-0.912,-1.144,-1.335,-0.86,-0.882,-1.073,-1.335,-1.039,-0.813,-1.178,-1.034,-0.882,-1.129,-0.928,-1.08,4
-1.182,-0.904,-0.74,-1.003,-1.182,-0.642,-0.74,-0.895,-1.182,-0.787,-0.509,-1.071,-0.837,-0.769,-0.971,-0.78,-0.939,4
-1.272,-1.015,-0.871,-1.094,-1.272,-0.81,-0.863,-1.023,-1.272,-0.955,-0.757,-1.173,-0.975,-0.85,-1.056,-0.877,-1.024,4
-1.192,-0.939,-0.781,-1.029,-1.192,-0.688,-0.788,-0.955,-1.192,-0.817,-0.576,-1.106,-0.855,-0.738,-0.993,-0.769,-0.915,4
-1.213,-0.954,-0.807,-1.064,-1.213,-0.763,-0.827,-1.002,-1.213,-0.81,-0.532,-1.068,-0.825,-0.729,-0.966,-0.731,-0.874,4
-0.727,-0.548,-0.358,-0.626,-0.727,-0.462,-0.542,-0.677,-0.727,-0.538,-0.295,-0.688,-0.543,-0.405,-0.723,-0.466,-0.575,9
-1.063,-0.707,-0.361,-0.593,-1.063,-0.431,-0.474,-0.487,-1.063,-0.713,-0.354,-0.756,-0.772,-0.624,-0.913,-0.686,-0.79,9
-1.064,-0.679,-0.269,-0.592,-1.064,-0.366,-0.379,-0.448,-1.064,-0.77,-0.37,-0.745,-0.751,-0.556,-0.86,-0.611,-0.731,9
-0.931,-0.777,-0.561,-0.758,-0.931,-0.612,-0.654,-0.722,-0.931,-0.767,-0.542,-0.756,-0.741,-0.641,-0.887,-0.728,-0.831,9
