@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,4,6-7,9,12-13,18,23-24,28,32-33,38,40-41'

@attribute A1 numeric
@attribute A4 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A18 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A28 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A38 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.194,-0.494,-0.22,-0.713,-0.385,-0.76,-0.55,-0.642,-0.896,-0.879,-0.818,-0.847,-0.739,-0.743,-0.769,3
-1.119,-0.188,-0.015,-0.437,-0.199,-0.418,-0.302,-0.339,-0.803,-0.677,-0.63,-0.691,-0.63,-0.553,-0.604,3
-1.243,-0.53,-0.228,-0.762,-0.405,-0.749,-0.476,-0.597,-0.861,-0.829,-0.759,-0.861,-0.624,-0.659,-0.642,3
-1.228,-0.375,-0.135,-0.621,-0.282,-0.726,-0.492,-0.55,-0.931,-0.875,-0.827,-0.744,-0.691,-0.63,-0.672,3
-1.344,-0.655,-0.33,-0.855,-0.511,-0.842,-0.634,-0.68,-0.981,-0.958,-0.879,-0.985,-0.858,-0.85,-0.906,3
-1.228,-0.436,-0.21,-0.679,-0.417,-0.671,-0.54,-0.582,-0.882,-0.828,-0.762,-0.845,-0.743,-0.729,-0.777,3
-1.143,-0.369,-0.145,-0.6,-0.298,-0.633,-0.41,-0.512,-0.753,-0.701,-0.626,-0.684,-0.511,-0.517,-0.547,3
-1.179,-0.414,-0.142,-0.651,-0.323,-0.64,-0.449,-0.509,-0.861,-0.749,-0.693,-0.816,-0.67,-0.682,-0.674,3
-1.208,-0.347,-0.127,-0.587,-0.283,-0.733,-0.519,-0.571,-0.921,-0.802,-0.741,-0.708,-0.406,-0.492,-0.404,3
-1.196,-0.412,-0.19,-0.67,-0.385,-0.615,-0.522,-0.525,-0.85,-0.752,-0.71,-0.812,-0.708,-0.721,-0.779,3
-1.166,-0.41,-0.155,-0.61,-0.309,-0.688,-0.476,-0.561,-0.964,-0.827,-0.796,-0.747,-0.557,-0.626,-0.661,3
-1.222,-0.283,-0.081,-0.484,-0.203,-0.533,-0.308,-0.332,-0.884,-0.774,-0.738,-0.746,-0.654,-0.632,-0.681,3
-1.232,-0.53,-0.235,-0.742,-0.396,-0.745,-0.49,-0.587,-0.868,-0.848,-0.782,-0.847,-0.614,-0.677,-0.689,3
-1.085,-0.309,-0.096,-0.54,-0.262,-0.465,-0.183,-0.307,-0.727,-0.584,-0.534,-0.718,-0.575,-0.611,-0.592,3
-1.163,-0.376,-0.179,-0.64,-0.427,-0.6,-0.542,-0.575,-0.735,-0.726,-0.63,-0.74,-0.666,-0.627,-0.655,3
-1.171,-0.39,-0.157,-0.647,-0.353,-0.657,-0.461,-0.518,-0.88,-0.812,-0.764,-0.791,-0.657,-0.655,-0.667,3
-1.205,-0.512,-0.219,-0.732,-0.365,-0.788,-0.551,-0.628,-0.938,-0.902,-0.852,-0.824,-0.58,-0.649,-0.677,3
-1.277,-0.494,-0.202,-0.752,-0.375,-0.796,-0.626,-0.659,-0.988,-0.915,-0.857,-0.843,-0.685,-0.655,-0.673,3
-1.207,-0.451,-0.192,-0.695,-0.382,-0.665,-0.53,-0.561,-0.881,-0.755,-0.717,-0.839,-0.635,-0.711,-0.681,3
-1.237,-0.47,-0.261,-0.703,-0.406,-0.64,-0.523,-0.548,-0.91,-0.829,-0.792,-0.864,-0.754,-0.782,-0.819,3
-1.259,-0.414,-0.168,-0.623,-0.362,-0.623,-0.497,-0.45,-1.01,-0.925,-0.881,-0.88,-0.763,-0.766,-0.817,3
-1.218,-0.5,-0.222,-0.715,-0.434,-0.727,-0.627,-0.621,-0.893,-0.863,-0.813,-0.849,-0.767,-0.729,-0.766,3
-1.273,-0.508,-0.21,-0.727,-0.38,-0.855,-0.591,-0.679,-0.939,-0.902,-0.839,-0.824,-0.611,-0.681,-0.691,3
-1.169,-0.388,-0.087,-0.627,-0.27,-0.631,-0.464,-0.536,-0.841,-0.737,-0.703,-0.804,-0.61,-0.631,-0.643,3
-1.162,-0.434,-0.162,-0.656,-0.367,-0.623,-0.464,-0.518,-0.782,-0.73,-0.658,-0.822,-0.716,-0.732,-0.757,3
-1.202,-0.398,-0.153,-0.641,-0.325,-0.687,-0.5,-0.544,-0.885,-0.823,-0.772,-0.766,-0.554,-0.589,-0.546,3
-1.167,-0.448,-0.202,-0.68,-0.373,-0.689,-0.506,-0.565,-0.882,-0.771,-0.725,-0.772,-0.648,-0.629,-0.665,3
-1.226,-0.565,-0.265,-0.783,-0.418,-0.82,-0.552,-0.639,-0.996,-0.923,-0.885,-0.873,-0.666,-0.74,-0.765,3
-1.222,-0.447,-0.203,-0.695,-0.417,-0.751,-0.599,-0.625,-0.944,-0.908,-0.842,-0.824,-0.646,-0.659,-0.654,3
-1.183,-0.366,-0.117,-0.583,-0.261,-0.538,-0.258,-0.372,-0.861,-0.706,-0.668,-0.783,-0.699,-0.712,-0.743,3
-1.289,-0.545,-0.256,-0.766,-0.413,-0.89,-0.658,-0.735,-0.967,-0.914,-0.847,-0.833,-0.591,-0.665,-0.665,3
-1.09,-0.442,-0.176,-0.656,-0.362,-0.628,-0.47,-0.557,-0.81,-0.682,-0.653,-0.791,-0.685,-0.707,-0.738,3
-0.99,-0.296,-0.089,-0.523,-0.274,-0.452,-0.266,-0.329,-0.642,-0.521,-0.466,-0.692,-0.578,-0.619,-0.619,3
-1.136,-0.358,-0.055,-0.601,-0.302,-0.521,-0.321,-0.389,-0.812,-0.693,-0.649,-0.794,-0.717,-0.707,-0.734,3
-1.277,-0.474,-0.147,-0.731,-0.354,-0.791,-0.618,-0.637,-0.982,-0.929,-0.868,-0.821,-0.62,-0.628,-0.6,3
-1.23,-0.628,-0.366,-0.839,-0.536,-0.867,-0.722,-0.805,-0.973,-0.943,-0.888,-0.905,-0.779,-0.804,-0.833,3
-1.186,-0.418,-0.151,-0.658,-0.334,-0.693,-0.48,-0.507,-0.888,-0.791,-0.735,-0.783,-0.659,-0.66,-0.7,3
-1.218,-0.479,-0.223,-0.709,-0.385,-0.719,-0.453,-0.557,-0.837,-0.811,-0.729,-0.856,-0.675,-0.703,-0.691,3
-1.229,-0.565,-0.305,-0.787,-0.456,-0.818,-0.59,-0.657,-0.981,-0.911,-0.869,-0.862,-0.655,-0.722,-0.75,3
-1.299,-0.463,-0.226,-0.705,-0.387,-0.823,-0.561,-0.638,-0.967,-0.893,-0.842,-0.799,-0.509,-0.613,-0.535,3
-1.115,-0.387,-0.131,-0.604,-0.333,-0.538,-0.451,-0.452,-0.782,-0.665,-0.632,-0.757,-0.704,-0.732,-0.759,3
-1.156,-0.339,-0.073,-0.612,-0.306,-0.624,-0.526,-0.537,-0.812,-0.762,-0.707,-0.746,-0.612,-0.586,-0.591,3
-1.235,-0.462,-0.145,-0.681,-0.31,-0.763,-0.499,-0.592,-0.957,-0.91,-0.869,-0.788,-0.646,-0.655,-0.717,3
-1.106,-0.243,-0.034,-0.492,-0.193,-0.422,-0.197,-0.243,-0.762,-0.645,-0.609,-0.748,-0.634,-0.654,-0.64,3
-1.278,-0.584,-0.285,-0.815,-0.427,-0.817,-0.557,-0.676,-0.991,-0.924,-0.871,-0.888,-0.721,-0.735,-0.743,3
-1.359,-0.674,-0.36,-0.902,-0.549,-0.944,-0.723,-0.777,-1.058,-1.061,-0.988,-0.991,-0.823,-0.85,-0.88,3
-1.277,-0.494,-0.205,-0.764,-0.375,-0.761,-0.491,-0.589,-0.937,-0.866,-0.803,-0.866,-0.664,-0.692,-0.69,3
-1.216,-0.204,0.01,-0.49,-0.192,-0.436,-0.311,-0.295,-0.805,-0.709,-0.644,-0.774,-0.657,-0.632,-0.654,3
-1.26,-0.928,-0.811,-1.019,-0.878,-0.853,-0.901,-0.814,-1.061,-0.764,-0.754,-0.926,-0.863,-0.849,-0.97,4
-1.14,-0.785,-0.707,-0.9,-0.789,-0.779,-0.877,-0.819,-1.12,-0.786,-0.818,-0.863,-0.806,-0.836,-0.943,4
-1.207,-0.889,-0.814,-0.972,-0.859,-0.829,-0.89,-0.821,-1.075,-0.762,-0.775,-0.885,-0.861,-0.86,-1.015,4
-1.296,-0.89,-0.715,-1.015,-0.812,-0.827,-0.757,-0.703,-1.035,-0.72,-0.707,-0.951,-0.907,-0.845,-0.962,4
-1.245,-0.994,-0.926,-1.071,-0.981,-0.953,-0.997,-0.938,-1.174,-0.856,-0.864,-0.981,-1.024,-0.973,-1.147,4
-1.45,-1.11,-0.955,-1.208,-1.039,-1.08,-1.119,-1.008,-1.254,-1.061,-1.029,-1.179,-1.105,-1.083,-1.18,4
-1.253,-0.974,-0.901,-1.051,-0.958,-0.955,-0.996,-0.94,-1.147,-0.849,-0.845,-0.952,-0.926,-0.909,-1.064,4
-1.081,-0.722,-0.64,-0.805,-0.695,-0.671,-0.746,-0.67,-1.017,-0.635,-0.677,-0.791,-0.769,-0.784,-0.94,4
-1.269,-0.922,-0.785,-1.041,-0.881,-0.832,-0.915,-0.812,-1.096,-0.689,-0.734,-0.925,-0.887,-0.838,-0.977,4
-1.27,-0.93,-0.797,-1.023,-0.86,-0.894,-0.983,-0.858,-1.139,-0.818,-0.836,-0.972,-0.926,-0.917,-1.023,4
-1.148,-0.844,-0.737,-0.921,-0.804,-0.813,-0.948,-0.824,-1.144,-0.766,-0.794,-0.876,-0.913,-0.871,-1.044,4
-1.273,-0.949,-0.809,-1.055,-0.897,-0.929,-1.05,-0.936,-1.161,-0.828,-0.833,-0.942,-0.921,-0.89,-1.036,4
-1.029,-0.719,-0.7,-0.803,-0.732,-0.715,-0.839,-0.765,-1.023,-0.634,-0.652,-0.758,-0.858,-0.796,-0.977,4
-1.24,-0.98,-0.901,-1.049,-0.945,-0.85,-0.952,-0.85,-1.111,-0.789,-0.79,-0.96,-0.91,-0.927,-1.075,4
-1.022,-0.653,-0.599,-0.733,-0.661,-0.687,-0.819,-0.742,-0.942,-0.602,-0.609,-0.663,-0.649,-0.663,-0.812,4
-1.191,-0.795,-0.69,-0.906,-0.754,-0.817,-0.912,-0.825,-1.098,-0.75,-0.764,-0.826,-0.804,-0.77,-0.903,4
-1.147,-0.854,-0.785,-0.937,-0.846,-0.814,-0.939,-0.856,-1.078,-0.758,-0.755,-0.869,-0.816,-0.831,-0.913,4
-1.334,-0.945,-0.815,-1.067,-0.897,-0.935,-0.979,-0.867,-1.178,-0.901,-0.865,-1.044,-0.987,-0.939,-1.045,4
-1.379,-0.974,-0.793,-1.092,-0.898,-1.053,-1.001,-0.972,-1.235,-0.975,-0.951,-1.004,-1.014,-0.933,-1.065,4
-1.077,-0.691,-0.586,-0.796,-0.676,-0.744,-0.752,-0.725,-1.003,-0.746,-0.751,-0.805,-0.851,-0.807,-0.937,4
-1.302,-0.95,-0.821,-1.052,-0.895,-0.899,-0.912,-0.836,-1.111,-0.801,-0.789,-0.955,-0.901,-0.87,-0.993,4
-1.222,-0.853,-0.718,-0.957,-0.811,-0.863,-0.911,-0.844,-1.126,-0.795,-0.797,-0.884,-0.857,-0.851,-0.98,4
-1.235,-0.901,-0.797,-0.998,-0.868,-0.827,-0.887,-0.806,-1.144,-0.756,-0.781,-0.92,-0.909,-0.897,-1.056,4
-1.16,-0.743,-0.558,-0.86,-0.663,-0.85,-0.92,-0.83,-1.101,-0.766,-0.769,-0.8,-0.783,-0.727,-0.813,4
-1.133,-0.854,-0.808,-0.929,-0.849,-0.827,-0.925,-0.864,-1.098,-0.717,-0.759,-0.815,-0.854,-0.821,-0.999,4
-1.176,-0.854,-0.751,-0.946,-0.815,-0.828,-0.855,-0.806,-1.076,-0.762,-0.775,-0.892,-0.847,-0.857,-1.008,4
-1.257,-0.912,-0.799,-1.01,-0.879,-0.879,-1.017,-0.889,-1.127,-0.804,-0.814,-0.94,-0.919,-0.888,-1.028,4
-1.291,-0.946,-0.822,-1.042,-0.893,-0.885,-0.973,-0.856,-1.083,-0.772,-0.767,-0.952,-0.859,-0.837,-0.942,4
-1.125,-0.784,-0.775,-0.871,-0.784,-0.818,-0.89,-0.849,-1.125,-0.754,-0.791,-0.822,-0.89,-0.849,-1.029,4
-1.4,-1.011,-0.816,-1.117,-0.92,-0.962,-0.973,-0.859,-1.181,-0.877,-0.847,-1.071,-1.075,-0.996,-1.103,4
-1.146,-0.768,-0.691,-0.884,-0.782,-0.777,-0.899,-0.805,-1.156,-0.782,-0.814,-0.871,-0.811,-0.815,-0.917,4
-1.196,-0.917,-0.839,-1.006,-0.906,-0.896,-0.989,-0.925,-1.173,-0.85,-0.881,-0.94,-0.986,-0.943,-1.111,4
-1.205,-0.87,-0.792,-0.965,-0.853,-0.897,-1.013,-0.93,-1.185,-0.804,-0.837,-0.878,-0.914,-0.847,-0.969,4
-1.311,-0.898,-0.751,-1.019,-0.839,-0.97,-0.955,-0.936,-1.177,-0.905,-0.911,-0.944,-0.974,-0.885,-1.039,4
-1.302,-0.99,-0.874,-1.077,-0.933,-0.929,-1.007,-0.911,-1.187,-0.838,-0.852,-0.988,-0.983,-0.94,-1.052,4
-1.009,-0.66,-0.601,-0.75,-0.681,-0.664,-0.824,-0.72,-0.986,-0.581,-0.634,-0.668,-0.612,-0.632,-0.752,4
-1.076,-0.753,-0.742,-0.84,-0.777,-0.816,-0.889,-0.862,-1.055,-0.683,-0.704,-0.724,-0.865,-0.752,-0.966,4
-1.332,-0.916,-0.708,-1.034,-0.826,-1.005,-0.932,-0.894,-1.17,-0.906,-0.87,-0.931,-0.924,-0.848,-0.972,4
-1.154,-0.833,-0.743,-0.92,-0.802,-0.77,-0.797,-0.728,-1.046,-0.66,-0.679,-0.814,-0.845,-0.784,-0.945,4
-1.138,-0.705,-0.598,-0.835,-0.695,-0.799,-0.808,-0.771,-1.111,-0.769,-0.787,-0.791,-0.857,-0.786,-0.909,4
-1.26,-0.935,-0.857,-1.024,-0.922,-0.896,-1.042,-0.914,-1.159,-0.812,-0.813,-0.946,-0.909,-0.873,-1.013,4
-1.345,-0.955,-0.804,-1.076,-0.903,-0.925,-0.998,-0.886,-1.157,-0.901,-0.884,-1.027,-0.908,-0.937,-1.046,4
-1.124,-0.74,-0.649,-0.843,-0.728,-0.705,-0.84,-0.734,-1.082,-0.637,-0.661,-0.78,-0.768,-0.757,-0.876,4
-1.185,-0.805,-0.661,-0.903,-0.742,-0.818,-0.954,-0.83,-1.097,-0.759,-0.757,-0.828,-0.777,-0.769,-0.902,4
-1.251,-0.908,-0.792,-1.016,-0.873,-0.866,-0.902,-0.802,-1.152,-0.774,-0.777,-0.988,-1.036,-0.962,-1.108,4
-1.206,-0.874,-0.792,-0.982,-0.876,-0.846,-0.938,-0.882,-1.117,-0.809,-0.816,-0.897,-0.937,-0.878,-1.026,4
-1.256,-0.954,-0.878,-1.043,-0.931,-0.917,-1.005,-0.917,-1.187,-0.859,-0.861,-0.98,-0.935,-0.926,-1.029,4
-1.3,-1.002,-0.913,-1.066,-0.951,-0.915,-0.985,-0.871,-1.128,-0.856,-0.834,-1.006,-0.98,-0.976,-1.124,4
-1.238,-0.982,-0.904,-1.059,-0.96,-0.953,-1.046,-0.958,-1.13,-0.799,-0.806,-0.887,-0.925,-0.863,-1.021,4
-1.264,-1.012,-0.927,-1.089,-0.978,-0.877,-1.008,-0.886,-1.175,-0.825,-0.837,-1.008,-1.01,-0.996,-1.154,4
-1.076,-0.578,-0.375,-0.754,-0.453,-0.787,-0.522,-0.644,-0.896,-0.638,-0.695,-0.788,-0.612,-0.689,-0.765,9
-1.035,-0.543,-0.35,-0.717,-0.456,-0.632,-0.337,-0.49,-0.771,-0.536,-0.58,-0.743,-0.659,-0.685,-0.717,9
-1.258,-0.711,-0.423,-0.875,-0.561,-0.862,-0.654,-0.694,-0.92,-0.75,-0.746,-0.956,-0.77,-0.808,-0.847,9
-0.907,-0.426,-0.227,-0.59,-0.299,-0.61,-0.476,-0.563,-0.904,-0.496,-0.606,-0.672,-0.633,-0.684,-0.75,9
-1.029,-0.466,-0.283,-0.67,-0.411,-0.676,-0.554,-0.607,-0.854,-0.614,-0.667,-0.723,-0.672,-0.705,-0.815,9
-1.187,-0.525,-0.256,-0.778,-0.365,-0.824,-0.664,-0.641,-0.923,-0.666,-0.716,-0.842,-0.604,-0.631,-0.66,9
-0.901,-0.447,-0.263,-0.616,-0.354,-0.591,-0.363,-0.443,-0.66,-0.539,-0.514,-0.657,-0.527,-0.545,-0.585,9
-0.947,-0.533,-0.345,-0.719,-0.472,-0.692,-0.622,-0.704,-0.844,-0.611,-0.676,-0.741,-0.639,-0.737,-0.836,9
-0.851,-0.423,-0.319,-0.575,-0.368,-0.559,-0.389,-0.535,-0.683,-0.427,-0.442,-0.578,-0.456,-0.535,-0.594,9
-1.087,-0.536,-0.34,-0.71,-0.423,-0.758,-0.521,-0.602,-0.85,-0.65,-0.686,-0.795,-0.738,-0.791,-0.911,9
-1.213,-0.64,-0.382,-0.82,-0.476,-0.886,-0.779,-0.761,-0.974,-0.755,-0.78,-0.882,-0.69,-0.727,-0.769,9
-0.925,-0.407,-0.119,-0.589,-0.24,-0.613,-0.433,-0.461,-0.747,-0.43,-0.475,-0.637,-0.449,-0.524,-0.568,9
-1.117,-0.548,-0.296,-0.741,-0.397,-0.713,-0.455,-0.531,-0.831,-0.638,-0.65,-0.819,-0.638,-0.692,-0.731,9
-0.722,-0.212,-0.168,-0.423,-0.248,-0.438,-0.184,-0.428,-0.72,-0.344,-0.423,-0.486,-0.378,-0.48,-0.525,9
-1.295,-0.739,-0.464,-0.94,-0.573,-0.943,-0.658,-0.759,-0.984,-0.96,-0.913,-1.003,-0.822,-0.865,-0.924,9
-0.997,-0.497,-0.263,-0.705,-0.425,-0.69,-0.399,-0.567,-0.889,-0.692,-0.714,-0.792,-0.709,-0.744,-0.787,9
-1.329,-0.829,-0.575,-0.988,-0.669,-0.978,-0.765,-0.808,-1.033,-0.911,-0.88,-1.025,-0.854,-0.873,-0.911,9
-1.11,-0.534,-0.288,-0.739,-0.371,-0.783,-0.588,-0.622,-0.879,-0.629,-0.661,-0.789,-0.643,-0.7,-0.731,9
-1.347,-0.718,-0.434,-0.946,-0.548,-0.933,-0.752,-0.76,-0.971,-0.834,-0.82,-1.013,-0.793,-0.825,-0.865,9
-0.828,-0.356,-0.237,-0.526,-0.306,-0.516,-0.454,-0.487,-0.732,-0.431,-0.512,-0.64,-0.568,-0.639,-0.7,9
-1.311,-0.708,-0.425,-0.922,-0.543,-0.977,-0.684,-0.812,-1.047,-0.911,-0.902,-1.028,-0.827,-0.887,-0.902,9
-1.17,-0.617,-0.34,-0.84,-0.438,-0.774,-0.55,-0.653,-0.91,-0.745,-0.744,-0.87,-0.683,-0.759,-0.793,9
-0.876,-0.458,-0.264,-0.636,-0.366,-0.6,-0.386,-0.507,-0.797,-0.53,-0.568,-0.682,-0.518,-0.613,-0.624,9
-0.757,-0.285,-0.203,-0.539,-0.295,-0.465,-0.23,-0.455,-0.675,-0.33,-0.444,-0.497,-0.354,-0.491,-0.532,9
-0.908,-0.399,-0.167,-0.579,-0.256,-0.575,-0.332,-0.45,-0.795,-0.567,-0.623,-0.66,-0.564,-0.667,-0.799,9
