@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R5,8,10,15-16,22-23,26,29-32,34-36,41'

@attribute A5 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A26 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.335,-0.491,-0.737,-0.491,-0.534,-0.944,-0.861,-0.582,-0.686,-0.878,-1.243,-0.861,-0.817,-0.565,-0.592,3
-0.228,-0.389,-0.712,-0.451,-0.535,-0.977,-0.931,-0.681,-0.758,-0.914,-1.228,-0.744,-0.684,-0.583,-0.669,3
-0.448,-0.606,-0.866,-0.576,-0.655,-1.075,-0.981,-0.7,-0.809,-1.004,-1.344,-0.985,-0.918,-0.763,-0.777,3
-0.33,-0.51,-0.852,-0.492,-0.603,-0.933,-0.882,-0.603,-0.718,-0.941,-1.228,-0.845,-0.798,-0.655,-0.71,3
-0.227,-0.372,-0.647,-0.408,-0.491,-0.819,-0.753,-0.475,-0.564,-0.769,-1.143,-0.684,-0.635,-0.463,-0.55,3
-0.22,-0.37,-0.669,-0.444,-0.564,-0.859,-0.861,-0.556,-0.637,-0.866,-1.179,-0.816,-0.753,-0.616,-0.632,3
-0.23,-0.379,-0.603,-0.475,-0.552,-0.929,-0.921,-0.577,-0.663,-0.866,-1.208,-0.708,-0.657,-0.424,-0.455,3
-0.251,-0.448,-0.784,-0.458,-0.604,-0.866,-0.85,-0.584,-0.66,-0.891,-1.196,-0.812,-0.748,-0.642,-0.687,3
-0.252,-0.386,-0.686,-0.46,-0.521,-0.936,-0.964,-0.682,-0.743,-0.922,-1.166,-0.747,-0.71,-0.549,-0.61,3
-0.12,-0.241,-0.607,-0.316,-0.51,-0.899,-0.884,-0.572,-0.671,-0.88,-1.222,-0.746,-0.711,-0.57,-0.657,3
-0.325,-0.491,-0.68,-0.474,-0.555,-0.959,-0.868,-0.602,-0.704,-0.88,-1.232,-0.847,-0.794,-0.57,-0.594,3
-0.19,-0.341,-0.663,-0.258,-0.402,-0.711,-0.727,-0.371,-0.464,-0.729,-1.085,-0.718,-0.663,-0.528,-0.551,3
-0.292,-0.501,-0.952,-0.482,-0.623,-0.843,-0.735,-0.49,-0.581,-0.78,-1.163,-0.74,-0.678,-0.575,-0.645,3
-0.213,-0.41,-0.738,-0.429,-0.557,-0.913,-0.88,-0.643,-0.713,-0.901,-1.171,-0.791,-0.731,-0.591,-0.63,3
-0.301,-0.445,-0.646,-0.519,-0.556,-0.982,-0.938,-0.739,-0.81,-0.975,-1.205,-0.824,-0.783,-0.555,-0.585,3
-0.328,-0.488,-0.747,-0.554,-0.599,-1.024,-0.988,-0.706,-0.797,-0.98,-1.277,-0.843,-0.768,-0.582,-0.615,3
-0.295,-0.443,-0.73,-0.494,-0.608,-0.88,-0.881,-0.56,-0.651,-0.891,-1.207,-0.839,-0.778,-0.627,-0.627,3
-0.325,-0.478,-0.801,-0.49,-0.625,-0.931,-0.91,-0.649,-0.746,-0.973,-1.237,-0.864,-0.813,-0.701,-0.715,3
-0.213,-0.414,-0.818,-0.409,-0.565,-1.018,-1.01,-0.755,-0.83,-1.028,-1.259,-0.88,-0.827,-0.677,-0.7,3
-0.364,-0.524,-0.895,-0.529,-0.601,-0.961,-0.893,-0.673,-0.765,-0.942,-1.218,-0.849,-0.769,-0.656,-0.67,3
-0.343,-0.505,-0.668,-0.568,-0.587,-1.014,-0.939,-0.691,-0.78,-0.94,-1.273,-0.824,-0.77,-0.582,-0.624,3
-0.195,-0.355,-0.674,-0.452,-0.548,-0.85,-0.841,-0.574,-0.652,-0.893,-1.169,-0.804,-0.72,-0.554,-0.559,3
-0.298,-0.47,-0.771,-0.442,-0.536,-0.842,-0.782,-0.502,-0.599,-0.806,-1.162,-0.822,-0.767,-0.64,-0.642,3
-0.209,-0.395,-0.666,-0.454,-0.537,-0.927,-0.885,-0.631,-0.71,-0.907,-1.202,-0.766,-0.693,-0.515,-0.518,3
-0.286,-0.453,-0.781,-0.479,-0.559,-0.895,-0.882,-0.559,-0.645,-0.836,-1.167,-0.772,-0.717,-0.568,-0.613,3
-0.369,-0.522,-0.711,-0.535,-0.565,-1.012,-0.996,-0.768,-0.835,-0.996,-1.226,-0.873,-0.837,-0.642,-0.659,3
-0.293,-0.493,-0.836,-0.522,-0.626,-1.002,-0.944,-0.711,-0.781,-0.924,-1.222,-0.824,-0.757,-0.586,-0.621,3
-0.237,-0.38,-0.694,-0.35,-0.501,-0.836,-0.861,-0.465,-0.589,-0.89,-1.183,-0.783,-0.749,-0.635,-0.678,3
-0.397,-0.558,-0.73,-0.629,-0.666,-1.03,-0.967,-0.701,-0.783,-0.944,-1.289,-0.833,-0.777,-0.57,-0.607,3
-0.299,-0.458,-0.736,-0.456,-0.539,-0.797,-0.81,-0.529,-0.602,-0.826,-1.09,-0.791,-0.732,-0.626,-0.632,3
-0.204,-0.364,-0.723,-0.265,-0.426,-0.658,-0.642,-0.33,-0.396,-0.6,-0.99,-0.692,-0.651,-0.527,-0.528,3
-0.183,-0.378,-0.794,-0.334,-0.485,-0.818,-0.812,-0.521,-0.589,-0.822,-1.136,-0.794,-0.739,-0.631,-0.641,3
-0.273,-0.453,-0.747,-0.539,-0.594,-1.028,-0.982,-0.72,-0.808,-0.985,-1.277,-0.821,-0.752,-0.556,-0.583,3
-0.487,-0.628,-0.875,-0.682,-0.687,-1.031,-0.973,-0.794,-0.846,-0.965,-1.23,-0.905,-0.852,-0.711,-0.707,3
-0.251,-0.414,-0.74,-0.416,-0.472,-0.899,-0.888,-0.578,-0.673,-0.894,-1.186,-0.783,-0.729,-0.589,-0.648,3
-0.289,-0.434,-0.715,-0.463,-0.552,-0.912,-0.837,-0.579,-0.673,-0.866,-1.218,-0.856,-0.799,-0.633,-0.654,3
-0.36,-0.526,-0.739,-0.56,-0.606,-1.002,-0.981,-0.763,-0.815,-0.977,-1.229,-0.862,-0.815,-0.625,-0.639,3
-0.324,-0.491,-0.671,-0.537,-0.599,-1.006,-0.967,-0.692,-0.774,-0.966,-1.299,-0.799,-0.743,-0.538,-0.559,3
-0.269,-0.419,-0.743,-0.401,-0.524,-0.787,-0.782,-0.465,-0.561,-0.831,-1.115,-0.757,-0.723,-0.654,-0.675,3
-0.207,-0.413,-0.79,-0.441,-0.546,-0.892,-0.812,-0.544,-0.64,-0.821,-1.156,-0.746,-0.679,-0.53,-0.575,3
-0.229,-0.392,-0.652,-0.482,-0.528,-0.995,-0.957,-0.761,-0.839,-1.023,-1.235,-0.788,-0.759,-0.593,-0.68,3
-0.093,-0.291,-0.616,-0.225,-0.434,-0.766,-0.762,-0.485,-0.569,-0.807,-1.106,-0.748,-0.699,-0.568,-0.569,3
-0.385,-0.532,-0.766,-0.556,-0.613,-1.019,-0.991,-0.723,-0.812,-0.989,-1.278,-0.888,-0.828,-0.649,-0.675,3
-0.466,-0.648,-0.872,-0.663,-0.672,-1.14,-1.058,-0.861,-0.933,-1.063,-1.359,-0.991,-0.934,-0.749,-0.756,3
-0.316,-0.475,-0.74,-0.5,-0.553,-0.973,-0.937,-0.638,-0.734,-0.942,-1.277,-0.866,-0.812,-0.617,-0.667,3
-0.085,-0.303,-0.703,-0.294,-0.535,-0.843,-0.805,-0.471,-0.581,-0.839,-1.216,-0.774,-0.701,-0.576,-0.62,3
-0.873,-0.906,-1.113,-0.738,-0.82,-0.882,-1.061,-0.588,-0.724,-1.102,-1.26,-0.926,-0.883,-0.755,-0.791,4
-0.749,-0.798,-1.08,-0.731,-0.824,-0.87,-1.12,-0.725,-0.823,-1.172,-1.14,-0.863,-0.841,-0.732,-0.756,4
-0.852,-0.874,-1.089,-0.742,-0.83,-0.859,-1.075,-0.647,-0.765,-1.149,-1.207,-0.885,-0.861,-0.764,-0.827,4
-0.816,-0.869,-1.077,-0.619,-0.686,-0.869,-1.035,-0.493,-0.639,-1.034,-1.296,-0.951,-0.879,-0.767,-0.793,4
-0.968,-0.995,-1.177,-0.864,-0.902,-0.963,-1.174,-0.753,-0.839,-1.155,-1.245,-0.981,-0.946,-0.898,-0.947,4
-1.019,-1.072,-1.258,-0.939,-0.97,-1.158,-1.254,-0.919,-0.996,-1.256,-1.45,-1.179,-1.123,-1.001,-0.996,4
-0.948,-0.975,-1.168,-0.866,-0.913,-0.952,-1.147,-0.742,-0.812,-1.117,-1.253,-0.952,-0.915,-0.822,-0.876,4
-0.688,-0.71,-0.967,-0.606,-0.705,-0.728,-1.017,-0.57,-0.681,-1.096,-1.081,-0.791,-0.768,-0.684,-0.747,4
-0.849,-0.917,-1.12,-0.74,-0.822,-0.853,-1.096,-0.48,-0.656,-1.093,-1.269,-0.925,-0.855,-0.748,-0.79,4
-0.866,-0.901,-1.08,-0.795,-0.827,-0.935,-1.139,-0.687,-0.793,-1.135,-1.27,-0.972,-0.919,-0.827,-0.829,4
-0.808,-0.826,-1.055,-0.761,-0.828,-0.861,-1.144,-0.723,-0.799,-1.147,-1.148,-0.876,-0.845,-0.796,-0.853,4
-0.868,-0.92,-1.146,-0.874,-0.939,-0.931,-1.161,-0.726,-0.813,-1.157,-1.273,-0.942,-0.89,-0.808,-0.853,4
-0.728,-0.739,-0.988,-0.7,-0.789,-0.747,-1.023,-0.546,-0.641,-1.01,-1.029,-0.758,-0.728,-0.728,-0.778,4
-0.948,-0.967,-1.136,-0.784,-0.854,-0.893,-1.111,-0.669,-0.761,-1.104,-1.24,-0.96,-0.933,-0.828,-0.872,4
-0.678,-0.683,-0.975,-0.676,-0.771,-0.695,-0.942,-0.54,-0.6,-0.945,-1.022,-0.663,-0.66,-0.568,-0.669,4
-0.743,-0.786,-1.006,-0.752,-0.823,-0.859,-1.098,-0.667,-0.745,-1.091,-1.191,-0.826,-0.779,-0.688,-0.735,4
-0.822,-0.854,-1.088,-0.782,-0.868,-0.853,-1.078,-0.67,-0.749,-1.074,-1.147,-0.869,-0.849,-0.742,-0.765,4
-0.875,-0.933,-1.145,-0.804,-0.85,-1.02,-1.178,-0.74,-0.821,-1.119,-1.334,-1.044,-0.977,-0.868,-0.881,4
-0.87,-0.935,-1.168,-0.889,-0.924,-1.084,-1.235,-0.831,-0.904,-1.167,-1.379,-1.004,-0.939,-0.856,-0.896,4
-0.663,-0.698,-0.974,-0.643,-0.705,-0.826,-1.003,-0.679,-0.739,-1.008,-1.077,-0.805,-0.771,-0.731,-0.778,4
-0.888,-0.93,-1.133,-0.759,-0.83,-0.924,-1.111,-0.615,-0.756,-1.14,-1.302,-0.955,-0.904,-0.777,-0.81,4
-0.797,-0.848,-1.067,-0.77,-0.848,-0.897,-1.126,-0.71,-0.779,-1.099,-1.222,-0.884,-0.85,-0.763,-0.818,4
-0.849,-0.888,-1.112,-0.729,-0.823,-0.873,-1.144,-0.624,-0.753,-1.154,-1.235,-0.92,-0.888,-0.802,-0.853,4
-0.669,-0.72,-0.953,-0.767,-0.816,-0.873,-1.101,-0.671,-0.738,-1.036,-1.16,-0.8,-0.747,-0.653,-0.684,4
-0.845,-0.856,-1.077,-0.793,-0.876,-0.818,-1.098,-0.661,-0.75,-1.104,-1.133,-0.815,-0.791,-0.735,-0.805,4
-0.816,-0.844,-1.048,-0.731,-0.811,-0.861,-1.076,-0.703,-0.766,-1.094,-1.176,-0.892,-0.856,-0.759,-0.801,4
-0.876,-0.915,-1.131,-0.825,-0.893,-0.916,-1.127,-0.675,-0.774,-1.115,-1.257,-0.94,-0.892,-0.803,-0.842,4
-0.876,-0.917,-1.133,-0.786,-0.849,-0.898,-1.083,-0.583,-0.726,-1.109,-1.291,-0.952,-0.897,-0.746,-0.762,4
-0.783,-0.788,-1.011,-0.779,-0.879,-0.851,-1.125,-0.706,-0.78,-1.102,-1.125,-0.822,-0.807,-0.772,-0.849,4
-0.929,-0.979,-1.169,-0.796,-0.857,-1.019,-1.181,-0.623,-0.784,-1.148,-1.4,-1.071,-1.002,-0.924,-0.935,4
-0.737,-0.784,-1.098,-0.729,-0.83,-0.877,-1.156,-0.731,-0.821,-1.175,-1.146,-0.871,-0.837,-0.721,-0.74,4
-0.882,-0.913,-1.148,-0.847,-0.922,-0.935,-1.173,-0.823,-0.879,-1.165,-1.196,-0.94,-0.908,-0.866,-0.919,4
-0.835,-0.866,-1.105,-0.864,-0.951,-0.901,-1.185,-0.752,-0.828,-1.168,-1.205,-0.878,-0.837,-0.774,-0.825,4
-0.836,-0.882,-1.123,-0.85,-0.897,-1.012,-1.177,-0.781,-0.879,-1.182,-1.311,-0.944,-0.879,-0.81,-0.854,4
-0.923,-0.957,-1.145,-0.839,-0.896,-0.956,-1.187,-0.683,-0.813,-1.19,-1.302,-0.988,-0.938,-0.851,-0.86,4
-0.645,-0.674,-0.998,-0.654,-0.751,-0.672,-0.986,-0.535,-0.642,-1.058,-1.009,-0.668,-0.649,-0.538,-0.602,4
-0.769,-0.78,-1.036,-0.789,-0.891,-0.789,-1.055,-0.672,-0.722,-1.07,-1.076,-0.724,-0.688,-0.693,-0.793,4
-0.811,-0.873,-1.117,-0.814,-0.833,-1.02,-1.17,-0.73,-0.815,-1.094,-1.332,-0.931,-0.873,-0.769,-0.819,4
-0.781,-0.816,-1.037,-0.648,-0.719,-0.773,-1.046,-0.536,-0.663,-1.092,-1.154,-0.814,-0.779,-0.707,-0.777,4
-0.652,-0.705,-1.028,-0.687,-0.74,-0.869,-1.111,-0.696,-0.769,-1.082,-1.138,-0.791,-0.766,-0.719,-0.783,4
-0.899,-0.925,-1.178,-0.852,-0.931,-0.92,-1.159,-0.697,-0.794,-1.136,-1.26,-0.946,-0.897,-0.786,-0.826,4
-0.893,-0.946,-1.188,-0.817,-0.883,-1,-1.157,-0.772,-0.849,-1.152,-1.345,-1.027,-0.981,-0.831,-0.855,4
-0.73,-0.752,-1.04,-0.683,-0.779,-0.744,-1.082,-0.508,-0.636,-1.062,-1.124,-0.78,-0.761,-0.679,-0.743,4
-0.758,-0.79,-0.996,-0.768,-0.836,-0.865,-1.097,-0.66,-0.737,-1.071,-1.185,-0.828,-0.782,-0.676,-0.73,4
-0.868,-0.911,-1.119,-0.739,-0.802,-0.921,-1.152,-0.589,-0.722,-1.091,-1.251,-0.988,-0.928,-0.896,-0.918,4
-0.854,-0.896,-1.155,-0.792,-0.86,-0.893,-1.117,-0.739,-0.81,-1.146,-1.206,-0.897,-0.858,-0.808,-0.856,4
-0.918,-0.946,-1.155,-0.848,-0.917,-0.959,-1.187,-0.773,-0.842,-1.165,-1.256,-0.98,-0.943,-0.842,-0.849,4
-0.964,-0.973,-1.151,-0.804,-0.857,-0.966,-1.128,-0.693,-0.802,-1.134,-1.3,-1.006,-0.981,-0.878,-0.92,4
-0.934,-0.965,-1.161,-0.894,-0.948,-0.893,-1.13,-0.716,-0.797,-1.14,-1.238,-0.887,-0.849,-0.785,-0.843,4
-0.964,-0.996,-1.166,-0.825,-0.905,-0.932,-1.175,-0.7,-0.808,-1.161,-1.264,-1.008,-0.979,-0.914,-0.961,4
-0.512,-0.616,-0.66,-0.522,-0.527,-0.82,-0.896,-0.411,-0.573,-0.854,-1.076,-0.788,-0.742,-0.578,-0.627,9
-0.392,-0.518,-0.694,-0.36,-0.432,-0.723,-0.771,-0.339,-0.463,-0.731,-1.035,-0.743,-0.693,-0.591,-0.608,9
-0.61,-0.712,-0.83,-0.582,-0.588,-0.95,-0.92,-0.482,-0.618,-0.859,-1.258,-0.956,-0.871,-0.685,-0.66,9
-0.351,-0.419,-0.499,-0.483,-0.515,-0.669,-0.904,-0.382,-0.483,-0.792,-0.907,-0.672,-0.644,-0.579,-0.641,9
-0.439,-0.558,-0.72,-0.497,-0.567,-0.756,-0.854,-0.475,-0.569,-0.828,-1.029,-0.723,-0.69,-0.598,-0.643,9
-0.399,-0.554,-0.624,-0.548,-0.568,-0.884,-0.923,-0.405,-0.548,-0.829,-1.187,-0.842,-0.738,-0.534,-0.521,9
-0.358,-0.441,-0.587,-0.322,-0.275,-0.685,-0.66,-0.279,-0.389,-0.598,-0.901,-0.657,-0.587,-0.442,-0.414,9
-0.508,-0.617,-0.753,-0.585,-0.657,-0.752,-0.844,-0.449,-0.583,-0.845,-0.947,-0.741,-0.712,-0.607,-0.641,9
-0.418,-0.481,-0.602,-0.436,-0.496,-0.577,-0.683,-0.279,-0.351,-0.599,-0.851,-0.578,-0.546,-0.422,-0.472,9
-0.486,-0.579,-0.72,-0.499,-0.512,-0.812,-0.85,-0.458,-0.581,-0.826,-1.087,-0.795,-0.761,-0.676,-0.719,9
-0.547,-0.653,-0.699,-0.672,-0.664,-0.935,-0.974,-0.497,-0.633,-0.879,-1.213,-0.882,-0.793,-0.628,-0.61,9
-0.326,-0.403,-0.497,-0.372,-0.398,-0.663,-0.747,-0.21,-0.356,-0.625,-0.925,-0.637,-0.562,-0.412,-0.411,9
-0.424,-0.524,-0.652,-0.43,-0.459,-0.826,-0.831,-0.389,-0.523,-0.753,-1.117,-0.819,-0.737,-0.573,-0.549,9
-0.294,-0.39,-0.558,-0.335,-0.469,-0.489,-0.72,-0.303,-0.372,-0.662,-0.722,-0.486,-0.469,-0.371,-0.457,9
-0.578,-0.707,-0.815,-0.63,-0.632,-1.07,-0.984,-0.757,-0.847,-1.014,-1.295,-1.003,-0.929,-0.759,-0.744,9
-0.387,-0.523,-0.721,-0.415,-0.447,-0.797,-0.889,-0.575,-0.67,-0.89,-0.997,-0.792,-0.738,-0.641,-0.649,9
-0.698,-0.773,-0.897,-0.696,-0.695,-1.066,-1.033,-0.659,-0.772,-0.99,-1.329,-1.025,-0.943,-0.768,-0.752,9
-0.487,-0.564,-0.622,-0.546,-0.556,-0.82,-0.879,-0.414,-0.544,-0.808,-1.11,-0.789,-0.728,-0.586,-0.614,9
-0.561,-0.701,-0.796,-0.662,-0.685,-1.018,-0.971,-0.578,-0.698,-0.937,-1.347,-1.013,-0.916,-0.72,-0.704,9
-0.323,-0.422,-0.584,-0.377,-0.463,-0.608,-0.732,-0.307,-0.402,-0.721,-0.828,-0.64,-0.602,-0.538,-0.576,9
-0.616,-0.721,-0.806,-0.7,-0.676,-1.054,-1.047,-0.712,-0.813,-1.021,-1.311,-1.028,-0.958,-0.76,-0.735,9
-0.501,-0.638,-0.708,-0.538,-0.598,-0.873,-0.91,-0.571,-0.669,-0.912,-1.17,-0.87,-0.819,-0.632,-0.638,9
-0.357,-0.467,-0.603,-0.387,-0.428,-0.689,-0.797,-0.359,-0.484,-0.708,-0.876,-0.682,-0.649,-0.506,-0.513,9
-0.309,-0.431,-0.64,-0.317,-0.408,-0.491,-0.675,-0.228,-0.34,-0.668,-0.757,-0.497,-0.48,-0.376,-0.467,9
-0.274,-0.374,-0.495,-0.338,-0.383,-0.668,-0.795,-0.465,-0.561,-0.839,-0.908,-0.66,-0.644,-0.542,-0.613,9
