@relation texture

@attribute A5 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A26 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.464,-0.549,-0.732,-0.583,-0.615,-0.904,-0.948,-0.611,-0.689,-0.903,-1.167,-0.787,-0.737,-0.522,-0.537,2
-0.414,-0.457,-0.796,-0.513,-0.585,-0.718,-0.888,-0.493,-0.57,-0.824,-0.948,-0.595,-0.584,-0.428,-0.488,2
-0.446,-0.532,-0.697,-0.583,-0.616,-0.933,-0.978,-0.589,-0.709,-0.966,-1.207,-0.764,-0.71,-0.523,-0.564,2
-0.396,-0.478,-0.69,-0.615,-0.67,-0.841,-0.884,-0.471,-0.601,-0.876,-1.183,-0.667,-0.632,-0.416,-0.485,2
-0.298,-0.387,-0.614,-0.386,-0.461,-0.647,-0.802,-0.368,-0.501,-0.794,-0.867,-0.505,-0.522,-0.379,-0.456,2
-0.478,-0.577,-0.857,-0.579,-0.62,-0.81,-0.899,-0.438,-0.59,-0.938,-1.192,-0.71,-0.647,-0.499,-0.581,2
-0.766,-0.849,-1.071,-0.89,-0.897,-1.045,-1.106,-0.752,-0.859,-1.118,-1.322,-0.912,-0.844,-0.689,-0.71,2
-0.519,-0.613,-0.85,-0.592,-0.626,-0.805,-0.861,-0.355,-0.524,-0.865,-1.189,-0.719,-0.641,-0.48,-0.523,2
-0.358,-0.439,-0.652,-0.408,-0.496,-0.722,-0.868,-0.4,-0.507,-0.853,-1.102,-0.593,-0.585,-0.371,-0.511,2
-0.161,-0.161,-0.415,-0.311,-0.375,-0.338,-0.601,-0.297,-0.417,-0.763,-0.532,-0.248,-0.296,-0.318,-0.489,2
-0.456,-0.551,-0.734,-0.571,-0.598,-0.932,-0.969,-0.505,-0.622,-0.91,-1.239,-0.812,-0.724,-0.534,-0.539,2
-0.566,-0.634,-0.849,-0.665,-0.721,-0.802,-0.991,-0.484,-0.632,-0.998,-1.108,-0.72,-0.673,-0.523,-0.56,2
-0.437,-0.507,-0.802,-0.523,-0.573,-0.883,-1.008,-0.675,-0.745,-0.991,-1.128,-0.725,-0.714,-0.563,-0.622,2
-0.694,-0.766,-0.979,-0.73,-0.754,-0.98,-1.078,-0.645,-0.767,-1.014,-1.24,-0.88,-0.826,-0.701,-0.714,2
-0.558,-0.599,-0.845,-0.572,-0.61,-0.687,-0.822,-0.403,-0.533,-0.869,-1.006,-0.624,-0.583,-0.452,-0.517,2
-0.589,-0.638,-0.851,-0.734,-0.811,-0.843,-1.007,-0.601,-0.707,-1.008,-1.106,-0.758,-0.727,-0.544,-0.558,2
-0.427,-0.536,-0.641,-0.538,-0.516,-0.957,-0.989,-0.659,-0.747,-0.958,-1.174,-0.838,-0.782,-0.578,-0.555,2
-0.411,-0.49,-0.789,-0.516,-0.571,-0.725,-0.862,-0.378,-0.525,-0.878,-1.048,-0.642,-0.619,-0.444,-0.476,2
-0.414,-0.485,-0.86,-0.503,-0.559,-0.843,-1.023,-0.624,-0.694,-0.933,-1.052,-0.666,-0.662,-0.567,-0.666,2
-0.436,-0.517,-0.665,-0.657,-0.666,-0.882,-0.929,-0.6,-0.684,-0.914,-1.13,-0.67,-0.645,-0.441,-0.511,2
-0.385,-0.451,-0.683,-0.506,-0.56,-0.74,-0.939,-0.484,-0.573,-0.898,-1.074,-0.61,-0.603,-0.402,-0.522,2
-0.51,-0.614,-0.864,-0.646,-0.675,-0.814,-0.912,-0.388,-0.578,-0.956,-1.208,-0.65,-0.608,-0.408,-0.509,2
-0.373,-0.425,-0.542,-0.539,-0.558,-0.854,-0.946,-0.511,-0.639,-0.913,-1.083,-0.703,-0.662,-0.446,-0.475,2
-0.852,-0.938,-1.107,-0.812,-0.818,-1.086,-1.084,-0.649,-0.789,-1.073,-1.422,-1.045,-0.958,-0.757,-0.739,2
-0.379,-0.457,-0.67,-0.647,-0.677,-0.804,-0.861,-0.428,-0.552,-0.837,-1.131,-0.628,-0.606,-0.401,-0.482,2
-0.578,-0.674,-0.959,-0.641,-0.674,-0.785,-0.945,-0.476,-0.603,-0.977,-1.157,-0.77,-0.743,-0.566,-0.584,2
-0.264,-0.375,-0.643,-0.513,-0.569,-0.792,-0.977,-0.469,-0.617,-0.961,-1.109,-0.639,-0.609,-0.448,-0.58,2
-0.32,-0.422,-0.618,-0.387,-0.402,-0.835,-0.915,-0.544,-0.657,-0.926,-1.061,-0.705,-0.703,-0.478,-0.524,2
-0.475,-0.527,-0.8,-0.578,-0.645,-0.793,-0.91,-0.532,-0.631,-0.892,-1.059,-0.69,-0.655,-0.503,-0.559,2
-0.455,-0.498,-0.833,-0.639,-0.715,-0.71,-0.9,-0.521,-0.625,-0.96,-0.966,-0.558,-0.535,-0.391,-0.458,2
-0.667,-0.758,-0.923,-0.713,-0.724,-0.913,-0.951,-0.478,-0.633,-0.949,-1.28,-0.828,-0.758,-0.595,-0.635,2
-0.438,-0.544,-0.838,-0.557,-0.625,-0.767,-0.894,-0.488,-0.611,-0.964,-1.12,-0.612,-0.641,-0.437,-0.561,2
-0.422,-0.524,-0.824,-0.533,-0.643,-0.75,-0.908,-0.524,-0.603,-0.909,-1.075,-0.613,-0.614,-0.472,-0.532,2
-0.23,-0.313,-0.502,-0.323,-0.345,-0.804,-0.909,-0.488,-0.614,-0.881,-1.013,-0.65,-0.642,-0.431,-0.475,2
-0.748,-0.838,-1.021,-0.751,-0.767,-1.004,-1.021,-0.587,-0.733,-1.048,-1.375,-0.974,-0.902,-0.731,-0.744,2
-0.241,-0.421,-0.719,-0.461,-0.569,-0.797,-0.955,-0.492,-0.626,-0.951,-1.139,-0.63,-0.606,-0.496,-0.58,2
-0.582,-0.686,-0.932,-0.654,-0.66,-0.906,-0.962,-0.535,-0.668,-0.986,-1.263,-0.82,-0.768,-0.608,-0.653,2
-0.57,-0.64,-0.958,-0.668,-0.718,-0.957,-1.107,-0.713,-0.828,-1.109,-1.193,-0.82,-0.785,-0.628,-0.668,2
-0.53,-0.615,-0.876,-0.65,-0.747,-0.859,-1.029,-0.545,-0.713,-1.078,-1.186,-0.686,-0.667,-0.489,-0.553,2
-0.397,-0.455,-0.819,-0.565,-0.665,-0.695,-0.899,-0.534,-0.613,-0.874,-0.919,-0.58,-0.572,-0.451,-0.51,2
-0.544,-0.608,-0.824,-0.588,-0.642,-0.819,-0.947,-0.415,-0.572,-0.93,-1.194,-0.687,-0.669,-0.48,-0.558,2
-0.74,-0.824,-1.002,-0.802,-0.808,-1.043,-1.054,-0.653,-0.781,-1.051,-1.366,-0.932,-0.852,-0.66,-0.69,2
-0.526,-0.578,-0.84,-0.649,-0.669,-0.867,-1.019,-0.614,-0.705,-0.962,-1.1,-0.729,-0.685,-0.557,-0.608,2
-0.624,-0.736,-0.942,-0.685,-0.7,-0.959,-1.008,-0.492,-0.666,-1.013,-1.352,-0.836,-0.764,-0.56,-0.626,2
-0.421,-0.485,-0.712,-0.57,-0.63,-0.79,-0.999,-0.564,-0.659,-0.956,-1.031,-0.608,-0.602,-0.464,-0.573,2
-0.496,-0.532,-0.77,-0.631,-0.683,-0.853,-0.993,-0.67,-0.723,-0.944,-1.063,-0.677,-0.684,-0.55,-0.645,2
-0.494,-0.589,-0.82,-0.662,-0.669,-0.825,-0.925,-0.482,-0.641,-0.979,-1.142,-0.65,-0.598,-0.418,-0.477,2
-0.687,-0.746,-1.005,-0.79,-0.834,-0.971,-1.092,-0.674,-0.811,-1.1,-1.218,-0.827,-0.776,-0.636,-0.683,2
-0.565,-0.665,-0.86,-0.653,-0.641,-0.928,-0.998,-0.512,-0.666,-1.004,-1.282,-0.791,-0.726,-0.527,-0.585,2
-0.678,-0.788,-1.005,-0.644,-0.666,-0.899,-0.95,-0.509,-0.651,-0.99,-1.285,-0.892,-0.849,-0.672,-0.695,2
-0.274,-0.378,-0.518,-0.378,-0.369,-0.669,-0.891,-0.539,-0.619,-0.869,-0.834,-0.566,-0.534,-0.398,-0.383,2
-0.33,-0.466,-0.715,-0.505,-0.569,-0.901,-0.933,-0.413,-0.579,-0.907,-1.265,-0.726,-0.652,-0.45,-0.506,2
-0.557,-0.633,-0.912,-0.679,-0.719,-0.906,-1.043,-0.616,-0.729,-1.029,-1.172,-0.761,-0.701,-0.555,-0.611,2
-0.556,-0.635,-0.925,-0.608,-0.662,-0.776,-0.934,-0.567,-0.664,-0.977,-1.087,-0.748,-0.748,-0.576,-0.614,2
-0.492,-0.609,-0.728,-0.683,-0.712,-0.976,-0.975,-0.563,-0.689,-0.976,-1.325,-0.805,-0.739,-0.48,-0.512,2
-0.767,-0.85,-1.026,-0.839,-0.839,-1.066,-1.082,-0.682,-0.804,-1.067,-1.381,-0.948,-0.866,-0.681,-0.71,2
-0.486,-0.578,-0.792,-0.628,-0.663,-0.918,-1.042,-0.604,-0.743,-1.04,-1.176,-0.77,-0.708,-0.579,-0.622,2
-0.623,-0.675,-0.892,-0.733,-0.741,-0.961,-1.081,-0.675,-0.769,-1.016,-1.199,-0.839,-0.786,-0.632,-0.646,2
-0.311,-0.422,-0.592,-0.46,-0.511,-0.81,-0.899,-0.516,-0.592,-0.821,-1.086,-0.653,-0.618,-0.487,-0.583,2
-0.346,-0.458,-0.743,-0.501,-0.567,-0.751,-0.895,-0.42,-0.545,-0.904,-1.154,-0.574,-0.564,-0.392,-0.524,2
-0.71,-0.741,-0.934,-0.758,-0.813,-0.879,-1.037,-0.608,-0.745,-1.059,-1.15,-0.818,-0.787,-0.634,-0.657,2
-0.663,-0.743,-0.969,-0.773,-0.787,-1.016,-1.064,-0.679,-0.802,-1.035,-1.264,-0.849,-0.8,-0.649,-0.69,2
-0.406,-0.499,-0.733,-0.522,-0.604,-0.766,-0.954,-0.492,-0.617,-0.9,-0.991,-0.618,-0.583,-0.465,-0.529,2
-0.5,-0.583,-0.788,-0.578,-0.606,-0.864,-0.954,-0.573,-0.684,-0.947,-1.149,-0.746,-0.708,-0.528,-0.593,2
-0.424,-0.506,-0.934,-0.552,-0.633,-0.798,-0.999,-0.586,-0.664,-0.926,-1.011,-0.61,-0.611,-0.524,-0.651,2
-0.284,-0.356,-0.558,-0.576,-0.632,-0.768,-0.841,-0.407,-0.542,-0.848,-1.144,-0.545,-0.549,-0.322,-0.462,2
-0.482,-0.563,-0.698,-0.705,-0.746,-0.938,-1.026,-0.592,-0.725,-1.035,-1.224,-0.767,-0.709,-0.494,-0.533,2
-0.378,-0.418,-0.684,-0.575,-0.64,-0.737,-0.953,-0.525,-0.609,-0.85,-0.904,-0.559,-0.56,-0.432,-0.499,2
-0.295,-0.396,-0.644,-0.383,-0.447,-0.883,-0.87,-0.462,-0.605,-0.86,-1.214,-0.742,-0.714,-0.482,-0.548,2
-0.218,-0.297,-0.656,-0.342,-0.426,-0.603,-0.839,-0.329,-0.455,-0.855,-0.925,-0.463,-0.488,-0.357,-0.494,2
-0.571,-0.666,-0.806,-0.623,-0.632,-1.001,-0.986,-0.591,-0.734,-1.006,-1.342,-0.916,-0.842,-0.635,-0.651,2
-0.378,-0.446,-0.708,-0.559,-0.617,-0.802,-0.948,-0.555,-0.67,-0.972,-1.064,-0.637,-0.581,-0.45,-0.508,2
-0.577,-0.636,-0.957,-0.704,-0.749,-0.926,-1.076,-0.663,-0.77,-1.076,-1.184,-0.798,-0.755,-0.611,-0.67,2
-0.625,-0.676,-0.902,-0.681,-0.74,-0.767,-0.894,-0.639,-0.707,-0.937,-0.964,-0.693,-0.656,-0.507,-0.52,2
-0.458,-0.561,-0.839,-0.589,-0.637,-0.873,-0.953,-0.543,-0.675,-1.007,-1.211,-0.7,-0.685,-0.5,-0.565,2
-0.392,-0.439,-0.602,-0.587,-0.625,-0.874,-0.951,-0.651,-0.742,-0.961,-1.075,-0.699,-0.679,-0.488,-0.548,2
-0.563,-0.676,-0.931,-0.699,-0.738,-1.072,-1.078,-0.725,-0.838,-1.085,-1.362,-0.931,-0.851,-0.636,-0.656,2
-0.708,-0.759,-0.939,-0.729,-0.758,-0.902,-1.023,-0.613,-0.736,-1.039,-1.181,-0.847,-0.778,-0.638,-0.65,2
-0.358,-0.438,-0.758,-0.527,-0.599,-0.689,-0.852,-0.432,-0.531,-0.818,-1.015,-0.595,-0.578,-0.469,-0.54,2
-0.527,-0.567,-0.817,-0.537,-0.591,-0.646,-0.768,-0.307,-0.48,-0.856,-1.042,-0.598,-0.576,-0.42,-0.457,2
-0.382,-0.449,-0.621,-0.561,-0.607,-0.866,-1.009,-0.649,-0.756,-1.032,-1.151,-0.708,-0.678,-0.479,-0.566,2
-0.402,-0.468,-0.66,-0.563,-0.588,-0.901,-0.988,-0.629,-0.698,-0.907,-1.126,-0.694,-0.672,-0.476,-0.57,2
-0.414,-0.541,-0.753,-0.576,-0.604,-0.957,-0.965,-0.558,-0.71,-0.977,-1.222,-0.823,-0.713,-0.545,-0.543,2
-0.355,-0.382,-0.566,-0.391,-0.412,-0.797,-0.917,-0.546,-0.629,-0.853,-0.996,-0.659,-0.665,-0.519,-0.58,2
-0.51,-0.585,-0.87,-0.641,-0.731,-0.753,-0.892,-0.54,-0.649,-0.97,-1.055,-0.657,-0.656,-0.528,-0.607,2
-0.413,-0.509,-0.779,-0.602,-0.674,-0.857,-0.94,-0.55,-0.653,-0.942,-1.186,-0.707,-0.647,-0.456,-0.517,2
-0.381,-0.403,-0.566,-0.511,-0.518,-0.853,-0.955,-0.603,-0.683,-0.891,-1.049,-0.647,-0.65,-0.452,-0.53,2
-0.78,-0.868,-1.05,-0.851,-0.852,-1.079,-1.087,-0.663,-0.809,-1.095,-1.414,-0.953,-0.873,-0.662,-0.693,2
-0.364,-0.454,-0.675,-0.62,-0.668,-0.834,-0.913,-0.433,-0.571,-0.883,-1.168,-0.627,-0.603,-0.399,-0.5,2
-0.313,-0.412,-0.502,-0.476,-0.493,-0.822,-0.882,-0.467,-0.591,-0.87,-1.096,-0.648,-0.581,-0.377,-0.42,2
-0.258,-0.35,-0.572,-0.27,-0.307,-0.583,-0.74,-0.435,-0.497,-0.745,-0.748,-0.486,-0.456,-0.324,-0.308,2
-0.718,-0.782,-0.943,-0.813,-0.836,-0.988,-1.074,-0.763,-0.855,-1.107,-1.226,-0.909,-0.855,-0.653,-0.645,2
-0.348,-0.432,-0.625,-0.58,-0.625,-0.805,-0.944,-0.555,-0.648,-0.961,-1.165,-0.623,-0.593,-0.402,-0.55,2
-0.387,-0.515,-0.783,-0.494,-0.544,-0.846,-0.897,-0.422,-0.566,-0.898,-1.173,-0.699,-0.67,-0.498,-0.537,2
-0.437,-0.486,-0.902,-0.575,-0.623,-0.79,-1.026,-0.588,-0.68,-1.006,-1.031,-0.579,-0.581,-0.521,-0.649,2
-0.392,-0.501,-0.713,-0.57,-0.612,-0.87,-0.981,-0.595,-0.703,-0.959,-1.111,-0.726,-0.67,-0.532,-0.586,2
-0.245,-0.262,-0.511,-0.37,-0.452,-0.398,-0.63,-0.349,-0.458,-0.79,-0.596,-0.303,-0.33,-0.346,-0.505,2
-0.528,-0.603,-0.815,-0.618,-0.65,-0.909,-1.062,-0.543,-0.667,-0.955,-1.171,-0.763,-0.727,-0.534,-0.608,2
-0.69,-0.756,-0.956,-0.683,-0.697,-0.878,-0.937,-0.499,-0.633,-0.938,-1.194,-0.775,-0.709,-0.572,-0.616,2
-0.457,-0.518,-0.789,-0.591,-0.631,-0.835,-0.937,-0.568,-0.638,-0.902,-1.117,-0.691,-0.654,-0.462,-0.516,2
-0.449,-0.513,-0.807,-0.489,-0.544,-0.847,-0.984,-0.619,-0.708,-0.967,-1.088,-0.711,-0.692,-0.558,-0.601,2
-0.308,-0.421,-0.619,-0.609,-0.667,-0.78,-0.908,-0.392,-0.528,-0.87,-1.126,-0.59,-0.566,-0.334,-0.414,2
-0.274,-0.309,-0.469,-0.355,-0.425,-0.663,-0.807,-0.477,-0.542,-0.772,-0.843,-0.517,-0.55,-0.445,-0.548,2
-0.363,-0.51,-0.847,-0.554,-0.601,-0.816,-0.915,-0.499,-0.644,-0.963,-1.106,-0.633,-0.578,-0.374,-0.433,2
-0.647,-0.749,-0.981,-0.642,-0.669,-0.896,-0.978,-0.545,-0.681,-1.026,-1.281,-0.88,-0.837,-0.657,-0.679,2
-0.326,-0.357,-0.586,-0.398,-0.466,-0.585,-0.776,-0.321,-0.45,-0.81,-0.891,-0.452,-0.465,-0.335,-0.476,2
-0.781,-0.866,-1.042,-0.756,-0.78,-1.032,-1.067,-0.571,-0.732,-1.06,-1.405,-0.99,-0.906,-0.711,-0.723,2
-0.346,-0.436,-0.685,-0.389,-0.423,-0.827,-0.956,-0.549,-0.637,-0.886,-1.012,-0.661,-0.612,-0.448,-0.502,2
-0.436,-0.503,-0.786,-0.525,-0.582,-0.871,-0.98,-0.628,-0.722,-0.991,-1.122,-0.725,-0.691,-0.554,-0.602,2
-0.37,-0.451,-0.673,-0.536,-0.57,-0.853,-0.964,-0.57,-0.668,-0.912,-1.107,-0.659,-0.652,-0.467,-0.577,2
-0.586,-0.611,-0.796,-0.63,-0.692,-0.648,-0.832,-0.528,-0.601,-0.859,-0.826,-0.585,-0.559,-0.409,-0.424,2
-0.326,-0.378,-0.637,-0.514,-0.582,-0.721,-0.94,-0.531,-0.619,-0.922,-0.957,-0.54,-0.542,-0.474,-0.594,2
-0.455,-0.581,-0.716,-0.65,-0.66,-1.009,-1.016,-0.638,-0.748,-1.015,-1.321,-0.838,-0.779,-0.564,-0.596,2
-0.596,-0.615,-0.895,-0.58,-0.627,-0.704,-0.775,-0.448,-0.552,-0.83,-0.978,-0.637,-0.612,-0.54,-0.653,2
-0.333,-0.404,-0.643,-0.508,-0.552,-0.752,-0.915,-0.461,-0.564,-0.902,-1.121,-0.569,-0.562,-0.398,-0.566,2
-0.613,-0.696,-0.964,-0.766,-0.821,-1.051,-1.106,-0.789,-0.868,-1.089,-1.3,-0.858,-0.792,-0.618,-0.675,2
-0.562,-0.648,-0.926,-0.604,-0.666,-0.806,-0.988,-0.553,-0.659,-0.998,-1.117,-0.8,-0.767,-0.571,-0.558,2
-0.348,-0.404,-0.575,-0.491,-0.532,-0.784,-0.868,-0.434,-0.553,-0.848,-1.092,-0.613,-0.577,-0.341,-0.426,2
-0.398,-0.496,-0.653,-0.671,-0.701,-0.861,-0.909,-0.424,-0.557,-0.866,-1.208,-0.655,-0.598,-0.361,-0.426,2
-0.42,-0.551,-0.847,-0.541,-0.593,-0.817,-0.96,-0.511,-0.642,-0.997,-1.147,-0.658,-0.651,-0.45,-0.527,2
-0.481,-0.516,-0.843,-0.592,-0.656,-0.758,-0.975,-0.562,-0.65,-0.984,-0.981,-0.599,-0.586,-0.482,-0.576,2
-0.304,-0.384,-0.528,-0.599,-0.63,-0.882,-0.936,-0.454,-0.595,-0.909,-1.237,-0.655,-0.598,-0.337,-0.392,2
-0.523,-0.622,-0.846,-0.648,-0.677,-0.855,-0.906,-0.411,-0.571,-0.902,-1.238,-0.754,-0.672,-0.512,-0.556,2
-0.497,-0.549,-0.843,-0.71,-0.727,-0.821,-1.013,-0.574,-0.675,-1.006,-1.074,-0.607,-0.6,-0.455,-0.569,2
-0.504,-0.541,-0.878,-0.64,-0.716,-0.736,-0.98,-0.578,-0.674,-1.025,-0.985,-0.599,-0.576,-0.471,-0.535,2
-0.501,-0.584,-0.869,-0.577,-0.619,-0.757,-0.814,-0.33,-0.494,-0.854,-1.141,-0.663,-0.598,-0.438,-0.479,2
-0.496,-0.528,-0.812,-0.63,-0.709,-0.734,-0.924,-0.629,-0.673,-0.909,-0.947,-0.602,-0.617,-0.525,-0.617,2
-0.436,-0.536,-0.793,-0.544,-0.609,-0.888,-1.041,-0.58,-0.69,-0.967,-1.113,-0.733,-0.689,-0.539,-0.613,2
-0.443,-0.543,-0.809,-0.601,-0.639,-0.881,-0.97,-0.509,-0.663,-0.993,-1.226,-0.736,-0.684,-0.518,-0.6,2
-0.531,-0.615,-0.891,-0.66,-0.689,-0.828,-0.903,-0.447,-0.599,-0.951,-1.235,-0.724,-0.675,-0.521,-0.6,2
-0.431,-0.486,-0.723,-0.607,-0.661,-0.861,-1.002,-0.639,-0.717,-0.968,-1.078,-0.687,-0.675,-0.469,-0.549,2
-0.483,-0.608,-0.758,-0.665,-0.697,-1.007,-1.009,-0.618,-0.736,-1.005,-1.322,-0.827,-0.762,-0.526,-0.561,2
-0.287,-0.391,-0.626,-0.366,-0.418,-0.857,-0.85,-0.426,-0.561,-0.798,-1.158,-0.745,-0.721,-0.449,-0.498,2
-0.585,-0.642,-0.937,-0.763,-0.822,-0.839,-1.079,-0.604,-0.703,-1.036,-1.111,-0.67,-0.652,-0.551,-0.669,2
-0.489,-0.568,-0.765,-0.608,-0.671,-0.811,-0.987,-0.443,-0.593,-0.969,-1.201,-0.658,-0.645,-0.449,-0.544,2
-0.255,-0.344,-0.626,-0.479,-0.518,-0.784,-0.954,-0.565,-0.656,-0.904,-1.017,-0.602,-0.606,-0.422,-0.56,2
-0.55,-0.622,-0.906,-0.658,-0.704,-0.828,-1.001,-0.57,-0.681,-0.981,-1.089,-0.701,-0.647,-0.525,-0.603,2
-0.304,-0.425,-0.662,-0.347,-0.486,-0.657,-0.839,-0.359,-0.458,-0.776,-0.99,-0.551,-0.561,-0.422,-0.518,2
-0.417,-0.514,-0.813,-0.547,-0.606,-0.859,-0.983,-0.616,-0.709,-0.99,-1.139,-0.682,-0.674,-0.475,-0.52,2
-0.527,-0.65,-0.835,-0.685,-0.709,-1.09,-1.1,-0.736,-0.849,-1.077,-1.337,-0.927,-0.83,-0.634,-0.644,2
-0.633,-0.703,-0.967,-0.785,-0.82,-1.068,-1.087,-0.817,-0.883,-1.064,-1.273,-0.87,-0.791,-0.622,-0.655,2
-0.482,-0.493,-0.751,-0.653,-0.704,-0.713,-0.802,-0.525,-0.603,-0.853,-0.935,-0.555,-0.552,-0.51,-0.663,2
-0.544,-0.583,-0.839,-0.688,-0.716,-0.815,-1.006,-0.511,-0.682,-1.093,-1.126,-0.713,-0.676,-0.511,-0.567,2
-0.456,-0.531,-0.923,-0.599,-0.671,-0.77,-0.941,-0.521,-0.623,-0.944,-1.043,-0.642,-0.607,-0.488,-0.587,2
-0.509,-0.578,-0.91,-0.714,-0.763,-0.845,-1.074,-0.604,-0.747,-1.12,-1.111,-0.653,-0.635,-0.487,-0.569,2
-0.487,-0.559,-0.812,-0.631,-0.68,-0.872,-1.024,-0.648,-0.74,-1.036,-1.124,-0.697,-0.68,-0.486,-0.547,2
-0.623,-0.663,-0.874,-0.601,-0.65,-0.743,-0.867,-0.413,-0.536,-0.842,-1.035,-0.676,-0.643,-0.516,-0.579,2
-0.486,-0.559,-0.777,-0.574,-0.611,-0.822,-1.02,-0.521,-0.612,-0.926,-1.133,-0.689,-0.659,-0.508,-0.593,2
-0.602,-0.669,-0.948,-0.742,-0.781,-0.908,-1.072,-0.607,-0.753,-1.097,-1.173,-0.787,-0.733,-0.58,-0.605,2
-0.332,-0.42,-0.747,-0.533,-0.627,-0.701,-0.963,-0.485,-0.575,-0.893,-0.921,-0.51,-0.51,-0.38,-0.469,2
-0.414,-0.528,-0.713,-0.469,-0.472,-0.849,-0.875,-0.525,-0.659,-0.907,-1.048,-0.749,-0.741,-0.568,-0.585,2
-0.447,-0.547,-0.713,-0.55,-0.634,-0.812,-0.91,-0.414,-0.568,-0.896,-1.156,-0.691,-0.606,-0.433,-0.461,2
