@relation texture

@attribute A1 numeric
@attribute A3 numeric
@attribute A10 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A24 numeric
@attribute A26 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A32 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.264,-0.941,-0.969,-0.787,-0.977,-0.88,-0.679,-0.802,-1.035,-0.849,-0.733,2
-1.237,-0.807,-0.822,-0.652,-0.788,-0.731,-0.467,-0.617,-0.914,-0.739,-0.53,2
-1.038,-0.595,-0.655,-0.571,-0.572,-0.706,-0.585,-0.654,-0.871,-0.625,-0.62,2
-1.194,-0.925,-0.956,-0.697,-0.882,-0.718,-0.499,-0.633,-0.938,-0.775,-0.657,2
-1.287,-0.927,-0.971,-0.809,-0.965,-0.947,-0.786,-0.894,-1.158,-0.919,-0.798,2
-1.198,-0.94,-1.003,-0.743,-0.926,-0.787,-0.595,-0.719,-1.05,-0.764,-0.647,2
-1.048,-0.675,-0.713,-0.472,-0.529,-0.71,-0.525,-0.659,-0.907,-0.749,-0.692,2
-1.13,-0.671,-0.665,-0.666,-0.824,-0.771,-0.6,-0.684,-0.914,-0.67,-0.549,2
-1.142,-0.804,-0.82,-0.669,-0.86,-0.689,-0.482,-0.641,-0.979,-0.65,-0.505,2
-1.325,-0.703,-0.728,-0.712,-0.866,-0.833,-0.563,-0.689,-0.976,-0.805,-0.573,2
-1.168,-0.685,-0.675,-0.668,-0.785,-0.657,-0.433,-0.571,-0.883,-0.627,-0.463,2
-1.338,-0.838,-0.821,-0.672,-0.794,-0.857,-0.607,-0.744,-1.013,-0.889,-0.659,2
-1.135,-0.664,-0.728,-0.583,-0.663,-0.661,-0.449,-0.582,-0.914,-0.734,-0.632,2
-1.097,-0.833,-0.906,-0.69,-0.836,-0.704,-0.525,-0.644,-0.98,-0.685,-0.615,2
-1.016,-0.711,-0.725,-0.602,-0.766,-0.519,-0.322,-0.494,-0.883,-0.498,-0.408,2
-1.208,-0.659,-0.653,-0.701,-0.837,-0.689,-0.424,-0.557,-0.866,-0.655,-0.44,2
-1.362,-0.97,-1.017,-0.761,-0.932,-0.904,-0.652,-0.781,-1.061,-0.964,-0.799,2
-1.18,-0.683,-0.673,-0.663,-0.794,-0.752,-0.536,-0.676,-0.961,-0.74,-0.519,2
-1.239,-0.906,-0.93,-0.79,-0.964,-0.82,-0.632,-0.74,-1.007,-0.802,-0.654,2
-1.184,-0.822,-0.882,-0.682,-0.818,-0.808,-0.654,-0.783,-1.078,-0.781,-0.7,2
-1.295,-0.824,-0.874,-0.73,-0.886,-0.76,-0.501,-0.645,-0.958,-0.807,-0.619,2
-0.653,-0.608,-0.527,-0.459,-0.63,-0.391,-0.395,-0.489,-0.814,-0.359,-0.467,2
-1.013,-0.564,-0.649,-0.606,-0.704,-0.602,-0.425,-0.575,-0.918,-0.568,-0.467,2
-1.352,-0.915,-0.942,-0.7,-0.828,-0.775,-0.492,-0.666,-1.013,-0.836,-0.655,2
-1.274,-0.6,-0.598,-0.542,-0.668,-0.764,-0.515,-0.644,-0.945,-0.737,-0.532,2
-0.98,-0.651,-0.747,-0.453,-0.523,-0.485,-0.317,-0.425,-0.801,-0.48,-0.404,2
-1.151,-0.617,-0.621,-0.607,-0.696,-0.761,-0.649,-0.756,-1.032,-0.708,-0.569,2
-0.834,-0.454,-0.518,-0.369,-0.505,-0.54,-0.539,-0.619,-0.869,-0.566,-0.516,2
-0.987,-0.553,-0.551,-0.528,-0.632,-0.609,-0.411,-0.546,-0.846,-0.564,-0.374,2
-1.158,-0.594,-0.626,-0.418,-0.397,-0.687,-0.426,-0.561,-0.798,-0.745,-0.555,2
-1.257,-0.508,-0.495,-0.617,-0.754,-0.737,-0.494,-0.617,-0.902,-0.681,-0.427,2
-1.159,-0.924,-0.89,-0.727,-0.875,-0.72,-0.52,-0.69,-1.035,-0.768,-0.698,2
-1.017,-0.566,-0.626,-0.518,-0.627,-0.679,-0.565,-0.656,-0.904,-0.602,-0.499,2
-1.229,-0.866,-0.88,-0.792,-0.976,-0.889,-0.733,-0.814,-1.025,-0.837,-0.692,2
-1.021,-0.812,-0.895,-0.717,-0.925,-0.627,-0.478,-0.599,-0.938,-0.618,-0.524,2
-0.978,-0.611,-0.685,-0.495,-0.558,-0.505,-0.385,-0.496,-0.866,-0.522,-0.466,2
-1.012,-0.65,-0.685,-0.423,-0.505,-0.682,-0.549,-0.637,-0.886,-0.661,-0.549,2
-1.267,-0.956,-1.03,-0.723,-0.882,-0.77,-0.507,-0.657,-0.989,-0.899,-0.766,2
-1.19,-0.997,-0.979,-0.708,-0.863,-0.814,-0.618,-0.79,-1.112,-0.87,-0.803,2
-1.265,-0.923,-0.951,-0.839,-1.015,-0.908,-0.754,-0.832,-1.056,-0.846,-0.688,2
-1.22,-0.901,-0.936,-0.771,-0.95,-0.899,-0.764,-0.84,-1.046,-0.893,-0.745,2
-1.045,-0.841,-0.836,-0.68,-0.867,-0.709,-0.54,-0.623,-0.883,-0.669,-0.561,2
-1.069,-0.714,-0.762,-0.534,-0.64,-0.726,-0.615,-0.728,-0.996,-0.686,-0.659,2
-1.115,-0.936,-0.937,-0.687,-0.878,-0.75,-0.581,-0.683,-0.93,-0.758,-0.703,2
-1.043,-0.839,-0.923,-0.671,-0.804,-0.66,-0.521,-0.623,-0.944,-0.642,-0.554,2
-1.367,-0.994,-1.04,-0.786,-0.949,-0.9,-0.638,-0.771,-1.051,-1.004,-0.846,2
-1.293,-0.902,-1.008,-0.788,-0.981,-0.893,-0.708,-0.82,-1.102,-0.911,-0.725,2
-1.063,-0.791,-0.77,-0.683,-0.85,-0.755,-0.67,-0.723,-0.944,-0.677,-0.638,2
-1.175,-0.567,-0.584,-0.417,-0.375,-0.724,-0.488,-0.609,-0.846,-0.777,-0.593,2
-1.141,-0.752,-0.736,-0.66,-0.784,-0.768,-0.656,-0.753,-1.012,-0.74,-0.62,2
-1.321,-0.706,-0.716,-0.66,-0.81,-0.881,-0.638,-0.748,-1.015,-0.838,-0.663,2
-1.077,-0.892,-0.96,-0.695,-0.872,-0.748,-0.645,-0.721,-0.98,-0.676,-0.666,2
-1.145,-0.58,-0.684,-0.595,-0.697,-0.677,-0.485,-0.638,-0.965,-0.692,-0.558,2
-1.05,-0.767,-0.784,-0.579,-0.662,-0.493,-0.251,-0.427,-0.825,-0.522,-0.353,2
-0.532,-0.531,-0.415,-0.375,-0.553,-0.278,-0.297,-0.417,-0.763,-0.248,-0.423,2
-1.086,-0.772,-0.854,-0.655,-0.805,-0.676,-0.508,-0.641,-1.004,-0.666,-0.598,2
-1.113,-0.902,-0.956,-0.716,-0.868,-0.698,-0.546,-0.657,-1.006,-0.675,-0.615,2
-1.41,-1.013,-1.037,-0.829,-1.01,-0.932,-0.681,-0.812,-1.074,-0.919,-0.748,2
-1.199,-0.468,-0.516,-0.61,-0.717,-0.677,-0.44,-0.57,-0.894,-0.618,-0.406,2
-1.241,-0.697,-0.702,-0.664,-0.756,-0.711,-0.435,-0.596,-0.921,-0.71,-0.504,2
-1.121,-0.963,-1.004,-0.677,-0.835,-0.78,-0.665,-0.752,-1.013,-0.753,-0.694,2
-1.131,-0.782,-0.814,-0.614,-0.661,-0.61,-0.438,-0.565,-0.91,-0.59,-0.464,2
-1.107,-0.652,-0.673,-0.57,-0.657,-0.74,-0.57,-0.668,-0.912,-0.659,-0.552,2
-1.405,-1.013,-1.042,-0.78,-0.921,-0.855,-0.571,-0.732,-1.06,-0.99,-0.807,2
-1.215,-0.877,-0.906,-0.661,-0.819,-0.775,-0.565,-0.689,-0.962,-0.769,-0.648,2
-1.184,-0.894,-0.957,-0.749,-0.973,-0.814,-0.663,-0.77,-1.076,-0.798,-0.689,2
-1.194,-0.841,-0.824,-0.642,-0.735,-0.652,-0.415,-0.572,-0.93,-0.687,-0.563,2
-0.867,-0.574,-0.614,-0.461,-0.503,-0.484,-0.368,-0.501,-0.794,-0.505,-0.469,2
-1.033,-0.768,-0.83,-0.644,-0.783,-0.561,-0.379,-0.52,-0.863,-0.588,-0.462,2
-1.139,-0.774,-0.813,-0.606,-0.736,-0.757,-0.616,-0.709,-0.99,-0.682,-0.573,2
-1.226,-0.712,-0.809,-0.639,-0.777,-0.724,-0.509,-0.663,-0.993,-0.736,-0.596,2
-1.218,-0.907,-0.931,-0.801,-0.991,-0.84,-0.656,-0.764,-1.045,-0.816,-0.694,2
-1.148,-0.778,-0.824,-0.598,-0.759,-0.719,-0.494,-0.637,-0.947,-0.694,-0.536,2
-1.133,-0.787,-0.777,-0.611,-0.696,-0.67,-0.521,-0.612,-0.926,-0.689,-0.601,2
-1.279,-0.974,-1.008,-0.725,-0.891,-0.776,-0.52,-0.683,-1.043,-0.853,-0.72,2
-1.215,-0.914,-0.969,-0.757,-0.943,-0.817,-0.61,-0.74,-1.061,-0.786,-0.654,2
-1.167,-0.803,-0.817,-0.714,-0.875,-0.826,-0.72,-0.813,-1.098,-0.782,-0.702,2
-1.16,-0.798,-0.853,-0.628,-0.805,-0.682,-0.453,-0.604,-0.936,-0.642,-0.476,2
-1.035,-0.811,-0.933,-0.583,-0.667,-0.506,-0.331,-0.462,-0.827,-0.544,-0.431,2
-1.163,-0.901,-0.929,-0.642,-0.823,-0.76,-0.572,-0.688,-0.977,-0.801,-0.687,2
-1.072,-0.697,-0.746,-0.573,-0.697,-0.667,-0.501,-0.623,-0.934,-0.662,-0.578,2
-1.103,-0.79,-0.75,-0.752,-0.918,-0.749,-0.627,-0.715,-0.969,-0.71,-0.657,2
-1.241,-0.752,-0.805,-0.697,-0.863,-0.815,-0.615,-0.747,-1.035,-0.821,-0.699,2
-1.097,-0.869,-0.847,-0.769,-0.958,-0.697,-0.565,-0.688,-1.02,-0.698,-0.598,2
-1.258,-0.754,-0.741,-0.645,-0.77,-0.785,-0.544,-0.674,-0.951,-0.742,-0.558,2
-1.014,-0.774,-0.787,-0.637,-0.786,-0.666,-0.578,-0.667,-0.932,-0.668,-0.61,2
-1.151,-0.82,-0.835,-0.601,-0.706,-0.8,-0.682,-0.768,-1.023,-0.746,-0.638,2
-1.109,-0.563,-0.643,-0.569,-0.675,-0.638,-0.469,-0.617,-0.961,-0.639,-0.516,2
-0.948,-0.754,-0.796,-0.585,-0.721,-0.605,-0.493,-0.57,-0.824,-0.595,-0.524,2
-1.058,-0.833,-0.825,-0.644,-0.811,-0.686,-0.542,-0.657,-0.957,-0.671,-0.589,2
-1.414,-1.018,-1.05,-0.852,-1.032,-0.925,-0.663,-0.809,-1.095,-0.953,-0.754,2
-0.985,-0.857,-0.878,-0.716,-0.93,-0.637,-0.578,-0.674,-1.025,-0.599,-0.536,2
-1.032,-0.619,-0.623,-0.57,-0.685,-0.705,-0.599,-0.671,-0.9,-0.618,-0.541,2
-1.042,-0.845,-0.817,-0.591,-0.735,-0.494,-0.307,-0.48,-0.856,-0.598,-0.518,2
-1.322,-0.734,-0.758,-0.697,-0.855,-0.873,-0.618,-0.736,-1.005,-0.827,-0.629,2
-1.167,-0.683,-0.732,-0.615,-0.727,-0.774,-0.611,-0.689,-0.903,-0.787,-0.636,2
-1.065,-0.745,-0.761,-0.712,-0.893,-0.601,-0.444,-0.628,-1.034,-0.568,-0.534,2
-1.24,-0.957,-1,-0.766,-0.949,-0.822,-0.625,-0.749,-1.041,-0.85,-0.747,2
-1.281,-0.861,-0.981,-0.669,-0.802,-0.763,-0.545,-0.681,-1.026,-0.88,-0.74,2
-1.119,-0.822,-0.818,-0.692,-0.854,-0.676,-0.505,-0.64,-0.986,-0.71,-0.638,2
-1.094,-0.657,-0.663,-0.559,-0.676,-0.654,-0.471,-0.551,-0.797,-0.658,-0.493,2
-1.13,-0.814,-0.883,-0.786,-0.951,-0.752,-0.633,-0.75,-1.094,-0.663,-0.594,2
-1.194,-0.639,-0.656,-0.574,-0.672,-0.718,-0.465,-0.581,-0.87,-0.748,-0.531,2
-1.048,-0.712,-0.789,-0.571,-0.75,-0.577,-0.378,-0.525,-0.878,-0.642,-0.506,2
-1.01,-0.537,-0.497,-0.425,-0.493,-0.7,-0.619,-0.678,-0.869,-0.6,-0.516,2
-1.169,-0.669,-0.705,-0.63,-0.729,-0.74,-0.601,-0.697,-0.955,-0.754,-0.68,2
-1.239,-0.711,-0.734,-0.598,-0.714,-0.761,-0.505,-0.622,-0.91,-0.812,-0.614,2
-1.044,-0.732,-0.774,-0.625,-0.792,-0.708,-0.555,-0.696,-1.022,-0.622,-0.554,2
-1.295,-0.929,-0.906,-0.743,-0.879,-0.789,-0.543,-0.703,-1.041,-0.832,-0.683,2
-0.996,-0.562,-0.566,-0.412,-0.506,-0.682,-0.546,-0.629,-0.853,-0.659,-0.631,2
-0.992,-0.671,-0.595,-0.389,-0.501,-0.528,-0.299,-0.425,-0.726,-0.571,-0.418,2
-0.947,-0.825,-0.812,-0.709,-0.852,-0.644,-0.629,-0.673,-0.909,-0.602,-0.63,2
-1.183,-0.879,-0.889,-0.727,-0.91,-0.743,-0.533,-0.678,-0.981,-0.793,-0.666,2
-1.342,-0.826,-0.806,-0.632,-0.732,-0.835,-0.591,-0.734,-1.006,-0.916,-0.734,2
-0.904,-0.654,-0.684,-0.64,-0.834,-0.619,-0.525,-0.609,-0.85,-0.559,-0.523,2
-1.183,-0.733,-0.745,-0.56,-0.557,-0.58,-0.404,-0.515,-0.882,-0.576,-0.449,2
-1.282,-0.633,-0.691,-0.635,-0.644,-0.785,-0.527,-0.675,-0.962,-0.751,-0.559,2
-1.104,-0.78,-0.773,-0.556,-0.688,-0.733,-0.632,-0.709,-0.986,-0.674,-0.592,2
-1.057,-0.603,-0.674,-0.587,-0.708,-0.692,-0.539,-0.655,-0.929,-0.676,-0.626,2
-1.244,-0.93,-0.967,-0.747,-0.914,-0.827,-0.656,-0.777,-1.029,-0.871,-0.787,2
-1.131,-0.865,-0.884,-0.794,-1.005,-0.715,-0.544,-0.695,-1.03,-0.785,-0.685,2
-1.071,-0.813,-0.889,-0.77,-0.974,-0.705,-0.595,-0.695,-0.982,-0.672,-0.605,2
-1.151,-0.796,-0.812,-0.6,-0.71,-0.562,-0.317,-0.483,-0.883,-0.611,-0.481,2
-1.24,-0.925,-0.979,-0.754,-0.921,-0.836,-0.645,-0.767,-1.014,-0.88,-0.787,2
-1.074,-0.651,-0.683,-0.56,-0.659,-0.594,-0.484,-0.573,-0.898,-0.61,-0.482,2
-1.011,-0.837,-0.934,-0.633,-0.816,-0.688,-0.586,-0.664,-0.926,-0.61,-0.587,2
-1.306,-0.7,-0.75,-0.651,-0.671,-0.797,-0.531,-0.679,-0.972,-0.775,-0.571,2
-1.066,-0.72,-0.791,-0.629,-0.73,-0.605,-0.429,-0.535,-0.831,-0.635,-0.507,2
-1.18,-0.666,-0.703,-0.67,-0.796,-0.78,-0.624,-0.729,-1.023,-0.703,-0.548,2
-1.29,-0.91,-0.959,-0.785,-0.966,-0.975,-0.812,-0.909,-1.129,-0.901,-0.728,2
-1.126,-0.863,-0.839,-0.716,-0.876,-0.675,-0.511,-0.682,-1.093,-0.713,-0.611,2
-1.265,-0.674,-0.715,-0.569,-0.59,-0.706,-0.413,-0.579,-0.907,-0.726,-0.518,2
-1.043,-0.731,-0.676,-0.653,-0.811,-0.691,-0.562,-0.644,-0.903,-0.654,-0.55,2
-1.258,-0.641,-0.673,-0.48,-0.529,-0.769,-0.499,-0.629,-0.862,-0.799,-0.597,2
-1.129,-0.848,-0.846,-0.688,-0.844,-0.725,-0.587,-0.71,-0.996,-0.738,-0.686,2
-1.002,-0.753,-0.815,-0.506,-0.656,-0.613,-0.515,-0.602,-0.894,-0.609,-0.53,2
-0.946,-0.555,-0.631,-0.6,-0.745,-0.622,-0.529,-0.629,-0.931,-0.547,-0.499,2
-1.191,-0.862,-0.856,-0.604,-0.749,-0.742,-0.514,-0.656,-0.959,-0.796,-0.641,2
-1.228,-0.716,-0.746,-0.629,-0.71,-0.766,-0.575,-0.705,-1.033,-0.689,-0.545,2
-1.212,-0.89,-0.921,-0.714,-0.875,-0.766,-0.569,-0.714,-1.006,-0.802,-0.712,2
-1.161,-0.577,-0.617,-0.482,-0.499,-0.683,-0.444,-0.596,-0.888,-0.752,-0.599,2
-1.191,-0.884,-0.981,-0.824,-1.038,-0.843,-0.681,-0.801,-1.088,-0.803,-0.717,2
-1.1,-0.618,-0.673,-0.614,-0.75,-0.69,-0.539,-0.666,-0.973,-0.675,-0.581,2
-1.087,-0.789,-0.925,-0.662,-0.788,-0.662,-0.567,-0.664,-0.977,-0.748,-0.674,2
-1.07,-0.76,-0.821,-0.819,-1.022,-0.731,-0.632,-0.727,-1.019,-0.693,-0.607,2
-1.191,-0.705,-0.771,-0.708,-0.851,-0.814,-0.671,-0.771,-1.015,-0.785,-0.624,2
-1.082,-0.753,-0.8,-0.606,-0.76,-0.553,-0.357,-0.51,-0.876,-0.605,-0.488,2
-1.173,-0.876,-0.948,-0.781,-0.963,-0.783,-0.607,-0.753,-1.097,-0.787,-0.676,2
-1.153,-0.545,-0.523,-0.598,-0.705,-0.633,-0.439,-0.588,-0.905,-0.572,-0.384,2
-1.066,-0.817,-0.874,-0.815,-1.001,-0.719,-0.627,-0.725,-1.044,-0.611,-0.525,2
-1.05,-0.751,-0.804,-0.607,-0.741,-0.604,-0.431,-0.584,-0.894,-0.653,-0.586,2
-0.99,-0.682,-0.662,-0.486,-0.396,-0.499,-0.359,-0.458,-0.776,-0.551,-0.492,2
-0.998,-0.56,-0.622,-0.536,-0.66,-0.599,-0.464,-0.54,-0.814,-0.562,-0.472,2
-1.1,-0.827,-0.84,-0.669,-0.845,-0.75,-0.614,-0.705,-0.962,-0.729,-0.648,2
-1.029,-0.766,-0.805,-0.588,-0.646,-0.529,-0.352,-0.481,-0.845,-0.535,-0.458,2
-1.148,-0.99,-0.984,-0.747,-0.898,-0.813,-0.727,-0.813,-1.07,-0.81,-0.767,2
-1.191,-0.781,-0.779,-0.606,-0.753,-0.744,-0.521,-0.643,-0.897,-0.711,-0.533,2
-1.132,-0.683,-0.736,-0.616,-0.733,-0.676,-0.483,-0.574,-0.86,-0.682,-0.576,2
-1.174,-0.727,-0.76,-0.58,-0.593,-0.605,-0.429,-0.551,-0.929,-0.591,-0.467,2
-1.031,-0.682,-0.712,-0.63,-0.778,-0.677,-0.564,-0.659,-0.956,-0.608,-0.549,2
-1.181,-0.911,-0.885,-0.846,-1.022,-0.86,-0.733,-0.815,-1.05,-0.811,-0.695,2
-1.235,-0.938,-1,-0.862,-1.06,-0.859,-0.717,-0.814,-1.084,-0.831,-0.746,2
-1.355,-0.771,-0.821,-0.657,-0.769,-0.9,-0.649,-0.791,-1.047,-0.888,-0.651,2
-1.265,-0.965,-1.001,-0.848,-1.044,-0.87,-0.668,-0.787,-1.077,-0.841,-0.71,2
-0.826,-0.781,-0.796,-0.692,-0.84,-0.56,-0.528,-0.601,-0.859,-0.585,-0.517,2
-1.171,-0.84,-0.884,-0.627,-0.789,-0.635,-0.398,-0.561,-0.896,-0.747,-0.623,2
-1.157,-0.815,-0.959,-0.674,-0.805,-0.647,-0.476,-0.603,-0.977,-0.77,-0.641,2
-1.322,-1.022,-1.071,-0.897,-1.095,-0.937,-0.752,-0.859,-1.118,-0.912,-0.786,2
-1.273,-0.975,-0.967,-0.82,-0.975,-0.976,-0.817,-0.883,-1.064,-0.87,-0.702,2
-1.121,-0.719,-0.764,-0.525,-0.619,-0.764,-0.599,-0.72,-0.983,-0.74,-0.671,2
-1.238,-0.809,-0.846,-0.677,-0.846,-0.667,-0.411,-0.571,-0.902,-0.754,-0.588,2
-0.901,-0.492,-0.413,-0.449,-0.551,-0.516,-0.354,-0.476,-0.783,-0.506,-0.383,2
-1.126,-0.59,-0.619,-0.667,-0.784,-0.611,-0.392,-0.528,-0.87,-0.59,-0.41,2
-1.007,-0.867,-0.908,-0.652,-0.871,-0.624,-0.511,-0.625,-0.935,-0.673,-0.663,2
-1.076,-0.649,-0.707,-0.471,-0.526,-0.69,-0.544,-0.651,-0.918,-0.678,-0.538,2
-0.999,-0.494,-0.497,-0.518,-0.575,-0.6,-0.467,-0.556,-0.849,-0.578,-0.424,2
-1.014,-0.719,-0.78,-0.567,-0.685,-0.612,-0.512,-0.622,-0.926,-0.625,-0.556,2
-0.977,-0.738,-0.722,-0.455,-0.592,-0.48,-0.31,-0.468,-0.833,-0.547,-0.456,2
-1.156,-0.75,-0.713,-0.634,-0.709,-0.642,-0.414,-0.568,-0.896,-0.691,-0.522,2
