@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,4,7,10,13,16,20,23,28,30,33-34,41'

@attribute A1 numeric
@attribute A4 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A23 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.161,-0.403,-0.651,-0.721,-0.441,-0.531,-0.587,-0.867,-0.746,-0.881,-0.671,-0.751,3
-1.287,-0.409,-0.643,-0.798,-0.473,-0.588,-0.509,-0.984,-0.848,-1.014,-0.723,-0.816,3
-1.278,-0.367,-0.606,-0.737,-0.374,-0.523,-0.446,-0.944,-0.815,-0.975,-0.758,-0.768,3
-1.187,-0.425,-0.683,-0.73,-0.494,-0.571,-0.639,-0.902,-0.796,-0.913,-0.671,-0.754,3
-1.161,-0.39,-0.67,-0.699,-0.391,-0.473,-0.519,-0.826,-0.654,-0.843,-0.703,-0.686,3
-1.188,-0.436,-0.646,-0.759,-0.425,-0.521,-0.524,-0.858,-0.715,-0.861,-0.716,-0.765,3
-1.206,-0.453,-0.686,-0.789,-0.574,-0.57,-0.654,-0.929,-0.795,-0.947,-0.662,-0.759,3
-1.061,-0.294,-0.535,-0.658,-0.332,-0.425,-0.486,-0.777,-0.642,-0.788,-0.602,-0.612,3
-1.151,-0.435,-0.678,-0.732,-0.369,-0.491,-0.515,-0.921,-0.749,-0.892,-0.695,-0.804,3
-1.218,-0.397,-0.66,-0.785,-0.568,-0.574,-0.663,-0.85,-0.758,-0.872,-0.669,-0.73,3
-1.228,-0.465,-0.712,-0.815,-0.629,-0.63,-0.707,-0.94,-0.796,-0.951,-0.671,-0.775,3
-1.31,-0.628,-0.861,-0.928,-0.584,-0.617,-0.726,-0.974,-0.878,-1.034,-0.865,-0.926,3
-1.144,-0.352,-0.573,-0.695,-0.46,-0.57,-0.629,-0.838,-0.726,-0.829,-0.549,-0.665,3
-1.143,-0.263,-0.526,-0.642,-0.235,-0.487,-0.327,-0.732,-0.538,-0.74,-0.676,-0.682,3
-1.168,-0.397,-0.606,-0.623,-0.491,-0.552,-0.59,-0.877,-0.712,-0.858,-0.532,-0.662,3
-1.262,-0.498,-0.759,-0.781,-0.581,-0.624,-0.697,-0.951,-0.846,-0.951,-0.723,-0.849,3
-1.23,-0.464,-0.721,-0.942,-0.604,-0.665,-0.71,-0.851,-0.747,-0.875,-0.778,-0.782,3
-1.272,-0.613,-0.817,-0.885,-0.614,-0.604,-0.687,-0.841,-0.729,-0.886,-0.695,-0.802,3
-1.164,-0.351,-0.6,-0.712,-0.547,-0.585,-0.679,-0.873,-0.774,-0.875,-0.564,-0.714,3
-1.223,-0.456,-0.716,-0.816,-0.618,-0.602,-0.712,-1.011,-0.868,-0.999,-0.736,-0.759,3
-1.266,-0.489,-0.735,-0.853,-0.537,-0.647,-0.674,-0.843,-0.735,-0.915,-0.691,-0.815,3
-1.302,-0.621,-0.834,-0.852,-0.608,-0.646,-0.753,-0.936,-0.843,-0.997,-0.759,-0.895,3
-1.375,-0.683,-0.923,-0.84,-0.721,-0.686,-0.834,-1.122,-1.015,-1.109,-0.841,-0.953,3
-1.278,-0.507,-0.76,-0.759,-0.478,-0.517,-0.582,-0.933,-0.807,-0.933,-0.759,-0.84,3
-1.141,-0.498,-0.717,-0.769,-0.354,-0.449,-0.523,-0.863,-0.741,-0.868,-0.617,-0.785,3
-1.144,-0.207,-0.467,-0.725,-0.213,-0.468,-0.342,-0.781,-0.633,-0.825,-0.686,-0.668,3
-1.137,-0.357,-0.6,-0.648,-0.442,-0.526,-0.548,-0.801,-0.657,-0.851,-0.573,-0.676,3
-1.294,-0.544,-0.789,-0.779,-0.62,-0.588,-0.728,-1.034,-0.953,-1.004,-0.753,-0.865,3
-1.268,-0.67,-0.867,-0.847,-0.615,-0.643,-0.716,-0.904,-0.796,-0.952,-0.727,-0.868,3
-1.243,-0.45,-0.696,-0.694,-0.588,-0.558,-0.649,-0.943,-0.813,-0.922,-0.592,-0.728,3
-1.338,-0.613,-0.842,-0.896,-0.759,-0.699,-0.846,-1.098,-1.02,-1.077,-0.829,-0.902,3
-1.273,-0.485,-0.716,-0.762,-0.631,-0.621,-0.734,-0.978,-0.874,-0.992,-0.664,-0.803,3
-1.246,-0.518,-0.719,-0.799,-0.576,-0.598,-0.72,-1.044,-0.916,-1.025,-0.674,-0.803,3
-1.294,-0.511,-0.751,-0.755,-0.639,-0.572,-0.683,-0.975,-0.874,-0.974,-0.611,-0.779,3
-1.313,-0.584,-0.814,-0.739,-0.664,-0.623,-0.765,-1.045,-0.989,-1.082,-0.752,-0.864,3
-1.276,-0.94,-1.032,-1.163,-0.977,-0.863,-1.012,-1.15,-0.765,-1.122,-0.923,-0.909,4
-1.388,-1.018,-1.114,-1.198,-1.089,-0.92,-1.082,-1.215,-0.947,-1.215,-0.993,-1.041,4
-1.295,-0.984,-1.074,-1.146,-0.981,-0.899,-1.095,-1.178,-0.846,-1.187,-0.955,-0.921,4
-1.044,-0.656,-0.758,-0.944,-0.69,-0.661,-0.825,-1.038,-0.691,-0.995,-0.777,-0.701,4
-1.224,-0.931,-1.014,-1.124,-1.051,-0.974,-1.16,-1.168,-0.845,-1.152,-0.917,-0.913,4
-1.116,-0.756,-0.844,-0.997,-0.814,-0.796,-0.995,-1.043,-0.69,-1.075,-0.843,-0.697,4
-1.206,-0.836,-0.943,-1.023,-0.892,-0.822,-0.98,-1.103,-0.787,-1.087,-0.804,-0.822,4
-1.196,-0.837,-0.913,-1.055,-0.911,-0.789,-0.971,-1.092,-0.82,-1.107,-0.887,-0.863,4
-1.265,-0.878,-0.987,-1.181,-1.018,-0.901,-1.075,-1.109,-0.798,-1.109,-0.813,-0.868,4
-1.137,-0.78,-0.869,-0.991,-0.806,-0.771,-0.96,-1.045,-0.701,-1.051,-0.825,-0.726,4
-1.152,-0.711,-0.832,-0.905,-0.812,-0.719,-0.879,-1.087,-0.757,-1.076,-0.778,-0.777,4
-1.174,-0.828,-0.914,-1.068,-0.919,-0.843,-0.995,-1.032,-0.66,-0.998,-0.775,-0.776,4
-1.209,-0.834,-0.935,-1.133,-0.989,-0.869,-1.043,-1.07,-0.742,-1.065,-0.755,-0.826,4
-1.374,-1.014,-1.122,-1.188,-0.994,-0.888,-1.034,-1.19,-0.81,-1.164,-0.996,-0.944,4
-1.288,-0.94,-1.038,-1.104,-1.047,-0.927,-1.118,-1.209,-0.892,-1.183,-0.95,-0.929,4
-1.216,-0.932,-1.006,-1.153,-0.925,-0.84,-1.019,-1.156,-0.799,-1.129,-0.958,-0.923,4
-1.245,-0.885,-0.986,-1.059,-0.86,-0.791,-0.958,-1.088,-0.765,-1.112,-0.927,-0.868,4
-1.233,-0.852,-0.957,-1.049,-0.882,-0.79,-0.971,-1.046,-0.732,-1.1,-0.815,-0.826,4
-1.189,-0.878,-0.97,-1.051,-0.977,-0.864,-1.036,-1.171,-0.758,-1.13,-0.814,-0.825,4
-1.261,-0.979,-1.061,-1.142,-0.936,-0.877,-1.042,-1.162,-0.809,-1.153,-0.976,-0.943,4
-1.08,-0.754,-0.839,-1.009,-0.798,-0.755,-0.905,-1.07,-0.688,-1.123,-0.778,-0.782,4
-1.23,-0.818,-0.932,-1.086,-0.903,-0.814,-0.96,-1.096,-0.808,-1.115,-0.899,-0.863,4
-1.297,-0.968,-1.07,-1.232,-1.062,-0.961,-1.169,-1.178,-0.92,-1.181,-1,-0.967,4
-1.248,-0.938,-1.02,-1.119,-0.919,-0.838,-1.004,-1.137,-0.793,-1.12,-0.948,-0.912,4
-1.162,-0.81,-0.915,-1.078,-0.912,-0.83,-0.99,-1.109,-0.72,-1.095,-0.775,-0.789,4
-1.157,-0.854,-0.933,-1.05,-0.885,-0.826,-1.022,-1.057,-0.749,-1.139,-0.83,-0.81,4
-1.118,-0.834,-0.907,-1.091,-0.984,-0.898,-1.138,-1.073,-0.75,-1.09,-0.801,-0.827,4
-1.171,-0.801,-0.897,-1.053,-0.838,-0.773,-0.887,-1.128,-0.734,-1.114,-0.898,-0.855,4
-1.264,-0.892,-1.001,-1.1,-0.871,-0.771,-0.923,-1.093,-0.732,-1.091,-0.892,-0.858,4
-1.12,-0.809,-0.886,-1,-0.838,-0.791,-0.985,-0.991,-0.655,-1.056,-0.729,-0.734,4
-1.169,-0.832,-0.929,-1.108,-0.94,-0.894,-1.103,-1.116,-0.814,-1.14,-0.809,-0.851,4
-1.108,-0.77,-0.846,-1.035,-0.768,-0.753,-0.914,-1.057,-0.739,-1.176,-0.814,-0.785,4
-1.178,-0.888,-0.964,-1.036,-0.975,-0.895,-1.079,-1.142,-0.812,-1.126,-0.932,-0.885,4
-1.169,-0.795,-0.9,-1.067,-0.839,-0.792,-0.965,-1.047,-0.717,-1.098,-0.832,-0.802,4
-1.222,-0.889,-0.977,-1.115,-0.939,-0.849,-1,-1.093,-0.71,-1.058,-0.893,-0.848,4
-1.06,-0.737,-0.824,-0.924,-0.75,-0.722,-0.899,-1.06,-0.716,-1.026,-0.786,-0.749,4
-1.194,-0.893,-0.982,-1.07,-1.003,-0.928,-1.12,-1.175,-0.819,-1.152,-0.967,-0.85,4
-1.32,-0.982,-1.075,-1.139,-0.926,-0.819,-0.98,-1.151,-0.82,-1.128,-1.045,-0.967,4
-1.26,-1.013,-1.083,-1.185,-1.089,-0.961,-1.156,-1.202,-0.87,-1.174,-1.06,-0.925,4
-1.147,-0.792,-0.885,-1.029,-0.866,-0.839,-1.026,-1.083,-0.711,-1.083,-0.859,-0.722,4
-1.232,-0.901,-0.978,-1.076,-0.907,-0.825,-1.014,-1.105,-0.763,-1.154,-0.849,-0.833,4
-1.22,-0.857,-0.952,-1.048,-0.986,-0.909,-1.094,-1.128,-0.82,-1.117,-0.89,-0.839,4
-1.266,-0.987,-1.058,-1.1,-0.993,-0.908,-1.117,-1.198,-0.853,-1.184,-1.021,-0.906,4
-1.167,-0.839,-0.931,-1.117,-0.943,-0.882,-1.076,-1.076,-0.784,-1.124,-0.858,-0.889,4
-1.12,-0.751,-0.828,-0.938,-0.804,-0.717,-0.899,-1.009,-0.746,-1.018,-0.816,-0.77,4
-1.165,-0.828,-0.932,-1.078,-0.923,-0.842,-0.979,-1.137,-0.728,-1.091,-0.856,-0.808,4
-1.307,-1.016,-1.091,-1.198,-0.972,-0.881,-1.036,-1.226,-0.862,-1.19,-1.02,-0.988,4
-0.976,-0.595,-0.701,-0.952,-0.668,-0.666,-0.833,-0.99,-0.703,-1.044,-0.814,-0.705,4
-1.242,-0.917,-1.004,-1.121,-0.922,-0.86,-1.024,-1.02,-0.725,-1.023,-0.879,-0.855,4
-1.24,-0.881,-0.998,-1.051,-0.912,-0.815,-0.978,-1.064,-0.683,-1.069,-0.841,-0.808,4
-1.151,-0.625,-0.81,-0.678,-0.577,-0.549,-0.69,-0.94,-0.785,-0.94,-0.717,-0.836,9
-1.093,-0.44,-0.718,-0.577,-0.532,-0.579,-0.593,-0.959,-0.731,-0.878,-0.589,-0.709,9
-0.854,-0.231,-0.508,-0.514,-0.406,-0.467,-0.464,-0.832,-0.59,-0.745,-0.46,-0.616,9
-1.064,-0.616,-0.799,-0.686,-0.534,-0.521,-0.653,-0.905,-0.752,-0.919,-0.686,-0.803,9
-1.011,-0.463,-0.646,-0.711,-0.632,-0.616,-0.675,-0.854,-0.64,-0.768,-0.636,-0.693,9
-0.925,-0.517,-0.702,-0.653,-0.571,-0.512,-0.619,-0.839,-0.633,-0.815,-0.559,-0.693,9
-1.003,-0.535,-0.691,-0.533,-0.388,-0.45,-0.51,-0.795,-0.612,-0.768,-0.603,-0.712,9
-1.086,-0.53,-0.703,-0.644,-0.483,-0.488,-0.606,-0.819,-0.646,-0.79,-0.603,-0.727,9
-1.117,-0.527,-0.709,-0.51,-0.496,-0.554,-0.584,-0.88,-0.704,-0.84,-0.597,-0.744,9
-0.991,-0.588,-0.731,-0.735,-0.649,-0.6,-0.773,-0.86,-0.66,-0.804,-0.731,-0.714,9
-1.087,-0.533,-0.751,-0.62,-0.439,-0.437,-0.598,-0.788,-0.684,-0.783,-0.613,-0.742,9
-1.188,-0.683,-0.885,-0.763,-0.594,-0.615,-0.756,-1.013,-0.86,-1.004,-0.802,-0.876,9
-1.029,-0.346,-0.624,-0.521,-0.302,-0.414,-0.377,-0.757,-0.514,-0.695,-0.585,-0.596,9
-1.064,-0.491,-0.671,-0.507,-0.419,-0.462,-0.458,-0.783,-0.585,-0.755,-0.599,-0.739,9
-0.637,-0.26,-0.437,-0.517,-0.293,-0.488,-0.576,-0.657,-0.391,-0.579,-0.282,-0.427,9
-1.116,-0.606,-0.783,-0.556,-0.44,-0.48,-0.526,-0.784,-0.623,-0.75,-0.624,-0.787,9
-0.984,-0.413,-0.66,-0.774,-0.439,-0.478,-0.507,-0.809,-0.587,-0.745,-0.534,-0.653,9
-0.83,-0.35,-0.534,-0.618,-0.471,-0.59,-0.653,-0.785,-0.583,-0.732,-0.402,-0.554,9
-1.175,-0.604,-0.817,-0.735,-0.547,-0.564,-0.623,-0.937,-0.68,-0.842,-0.678,-0.767,9
-0.959,-0.506,-0.639,-0.451,-0.385,-0.41,-0.453,-0.798,-0.585,-0.687,-0.562,-0.67,9
-0.976,-0.441,-0.659,-0.618,-0.386,-0.484,-0.525,-0.777,-0.587,-0.742,-0.542,-0.698,9
-1.163,-0.664,-0.84,-0.77,-0.601,-0.573,-0.653,-0.949,-0.756,-0.896,-0.735,-0.824,9
-1.296,-0.612,-0.875,-0.74,-0.648,-0.615,-0.669,-0.943,-0.78,-0.941,-0.731,-0.838,9
-0.891,-0.487,-0.602,-0.462,-0.381,-0.407,-0.434,-0.825,-0.6,-0.764,-0.637,-0.651,9
-1.051,-0.448,-0.678,-0.658,-0.533,-0.591,-0.609,-0.85,-0.589,-0.742,-0.586,-0.676,9
-0.812,-0.362,-0.633,-0.639,-0.446,-0.529,-0.638,-0.792,-0.535,-0.725,-0.581,-0.569,9
-1.285,-0.733,-0.924,-0.824,-0.616,-0.575,-0.636,-0.968,-0.782,-0.912,-0.822,-0.896,9
-0.977,-0.501,-0.651,-0.531,-0.535,-0.549,-0.601,-0.938,-0.638,-0.831,-0.663,-0.69,9
-1.267,-0.766,-0.926,-0.792,-0.674,-0.658,-0.773,-1.006,-0.894,-1.02,-0.837,-0.97,9
-1.187,-0.629,-0.822,-0.678,-0.583,-0.592,-0.693,-0.97,-0.829,-0.925,-0.754,-0.848,9
-1.1,-0.418,-0.66,-0.501,-0.355,-0.418,-0.458,-0.783,-0.648,-0.827,-0.493,-0.672,9
-0.922,-0.3,-0.545,-0.541,-0.457,-0.419,-0.544,-0.855,-0.633,-0.846,-0.513,-0.589,9
-0.958,-0.307,-0.576,-0.662,-0.416,-0.534,-0.528,-0.954,-0.677,-0.846,-0.659,-0.609,9
-1.173,-0.529,-0.76,-0.601,-0.494,-0.468,-0.482,-0.842,-0.633,-0.834,-0.582,-0.778,9
-0.976,-0.438,-0.63,-0.712,-0.553,-0.583,-0.631,-0.845,-0.617,-0.756,-0.572,-0.648,9
-1.171,-0.636,-0.817,-0.694,-0.499,-0.513,-0.586,-0.886,-0.696,-0.856,-0.733,-0.783,9
-1.135,-0.726,-0.855,-0.759,-0.659,-0.645,-0.741,-0.976,-0.773,-0.865,-0.738,-0.856,9
-0.944,-0.518,-0.692,-0.744,-0.612,-0.598,-0.731,-0.794,-0.635,-0.814,-0.587,-0.69,9
-0.787,-0.294,-0.47,-0.59,-0.442,-0.564,-0.625,-0.837,-0.585,-0.73,-0.455,-0.548,9
-1.192,-0.707,-0.885,-0.814,-0.676,-0.647,-0.821,-0.942,-0.854,-0.995,-0.754,-0.869,9
-1.235,-0.71,-0.875,-0.742,-0.682,-0.631,-0.702,-1.038,-0.83,-0.917,-0.797,-0.875,9
-1.161,-0.523,-0.788,-0.646,-0.374,-0.362,-0.408,-0.903,-0.69,-0.885,-0.652,-0.743,9
-1.22,-0.56,-0.796,-0.679,-0.688,-0.655,-0.678,-1.018,-0.767,-0.877,-0.672,-0.778,9
-1.108,-0.456,-0.671,-0.706,-0.474,-0.431,-0.422,-0.831,-0.571,-0.757,-0.6,-0.691,9
-1.26,-0.753,-0.936,-0.848,-0.703,-0.658,-0.818,-0.97,-0.893,-1.015,-0.775,-0.899,9
-0.917,-0.448,-0.591,-0.449,-0.397,-0.363,-0.44,-0.755,-0.585,-0.648,-0.495,-0.641,9
-1.109,-0.589,-0.769,-0.688,-0.587,-0.631,-0.733,-0.936,-0.776,-0.872,-0.653,-0.788,9
-0.817,-0.424,-0.56,-0.582,-0.486,-0.541,-0.619,-0.716,-0.535,-0.703,-0.494,-0.608,9
-1.146,-0.609,-0.781,-0.683,-0.577,-0.601,-0.709,-0.914,-0.751,-0.925,-0.695,-0.758,9
-0.884,-0.448,-0.601,-0.569,-0.446,-0.557,-0.624,-0.777,-0.518,-0.685,-0.566,-0.588,9
-0.331,0.035,-0.175,-0.398,0.193,-0.264,-0.042,-0.671,-0.24,-0.441,0.273,-0.146,10
-1.165,-0.31,-0.534,-0.531,-0.218,-0.421,-0.251,-0.726,-0.515,-0.747,-0.437,-0.649,10
-1.078,-0.185,-0.456,-0.344,-0.052,-0.462,-0.11,-0.734,-0.506,-0.767,-0.287,-0.559,10
-0.948,-0.25,-0.47,-0.47,-0.324,-0.533,-0.379,-0.71,-0.456,-0.641,-0.329,-0.557,10
-1.215,-0.309,-0.574,-0.423,-0.165,-0.478,-0.205,-0.697,-0.476,-0.711,-0.344,-0.606,10
-1.133,-0.369,-0.571,-0.521,-0.291,-0.476,-0.345,-0.677,-0.489,-0.621,-0.28,-0.608,10
-1.042,-0.167,-0.375,-0.414,-0.14,-0.445,-0.207,-0.652,-0.415,-0.702,-0.175,-0.541,10
-0.854,-0.203,-0.435,-0.58,-0.336,-0.539,-0.346,-0.635,-0.406,-0.696,-0.223,-0.459,10
-1.028,-0.172,-0.4,-0.416,-0.187,-0.473,-0.215,-0.669,-0.473,-0.734,-0.233,-0.505,10
-1.158,-0.272,-0.537,-0.355,-0.291,-0.473,-0.325,-0.726,-0.505,-0.706,-0.272,-0.562,10
-0.017,0.248,0.005,-0.142,0.154,-0.395,-0.24,-0.222,0.032,-0.201,0.361,0.04,10
-1.045,-0.226,-0.422,-0.434,-0.13,-0.4,-0.188,-0.602,-0.392,-0.639,-0.274,-0.59,10
-1.09,-0.255,-0.479,-0.366,-0.158,-0.448,-0.207,-0.656,-0.443,-0.642,-0.264,-0.644,10
-1.13,-0.211,-0.462,-0.329,0.003,-0.368,-0.09,-0.569,-0.421,-0.683,-0.138,-0.569,10
-0.981,-0.243,-0.4,-0.306,-0.062,-0.445,-0.169,-0.617,-0.415,-0.655,-0.091,-0.465,10
-1.157,-0.327,-0.533,-0.458,-0.244,-0.471,-0.319,-0.746,-0.576,-0.753,-0.32,-0.606,10
-1.025,-0.12,-0.457,-0.442,-0.132,-0.505,-0.189,-0.617,-0.397,-0.696,-0.197,-0.545,10
-1.02,-0.103,-0.347,-0.335,-0.062,-0.465,-0.095,-0.59,-0.387,-0.66,-0.192,-0.522,10
0.21,0.302,0.194,-0.253,0.07,-0.532,-0.359,-0.5,-0.055,-0.342,0.348,0.004,10
