@relation german

@attribute StatusAccount {A11,A12,A14,A13}
@attribute DurationMonth numeric
@attribute SavingsAccount {A65,A61,A63,A64,A62}
@attribute EmploymentSince {A75,A73,A74,A71,A72}
@attribute Housing {A152,A153,A151}
@attribute Customer {1,2}

@data
A12,20,A62,A75,A152,1
A14,12,A65,A73,A152,1
A14,24,A61,A71,A152,1
A14,18,A61,A74,A152,1
A14,36,A65,A73,A152,1
A12,39,A62,A74,A151,1
A13,6,A61,A75,A152,1
A14,9,A61,A72,A151,1
A14,9,A61,A71,A152,1
A14,24,A61,A75,A151,1
A12,12,A61,A73,A152,1
A14,18,A61,A72,A152,1
A14,15,A64,A74,A151,1
A11,48,A61,A74,A153,1
A11,30,A61,A73,A152,1
A12,36,A61,A75,A152,1
A14,12,A61,A73,A152,1
A14,24,A65,A73,A152,1
A13,6,A61,A73,A152,1
A14,6,A61,A72,A152,1
A14,12,A65,A75,A153,1
A11,24,A61,A75,A151,1
A14,36,A65,A73,A152,1
A14,12,A61,A75,A152,1
A11,24,A61,A73,A151,1
A14,6,A61,A73,A152,1
A13,6,A61,A73,A152,1
A11,21,A61,A74,A151,1
A13,21,A62,A73,A152,1
A12,24,A61,A75,A152,1
A12,11,A61,A74,A152,1
A11,24,A61,A71,A153,1
A14,18,A61,A74,A152,1
A14,24,A61,A75,A153,1
A14,21,A63,A74,A152,1
A14,6,A63,A73,A152,1
A12,6,A61,A72,A151,1
A14,9,A65,A73,A152,1
A14,24,A61,A75,A153,1
A14,12,A61,A75,A152,1
A12,12,A63,A73,A152,1
A12,12,A64,A75,A152,1
A12,24,A62,A72,A152,1
A12,24,A61,A72,A153,1
A11,15,A61,A75,A152,1
A13,24,A61,A75,A153,1
A14,6,A61,A74,A152,1
A11,12,A61,A75,A152,1
A14,18,A63,A75,A152,1
A11,6,A61,A71,A153,1
A12,18,A65,A73,A153,1
A14,24,A63,A75,A152,1
A13,24,A64,A73,A152,1
A11,39,A65,A74,A152,1
A12,24,A65,A74,A152,1
A14,15,A61,A73,A152,1
A12,30,A61,A73,A152,1
A14,24,A62,A73,A151,1
A14,24,A61,A74,A152,1
A14,15,A64,A74,A152,1
A14,6,A64,A73,A152,1
A13,18,A65,A74,A152,1
A11,6,A65,A75,A152,1
A11,48,A61,A74,A152,1
A14,21,A65,A75,A152,1
A14,12,A61,A73,A152,1
A14,24,A61,A73,A152,1
A13,10,A65,A74,A152,1
A14,60,A61,A75,A152,1
A12,15,A65,A74,A152,1
A11,24,A63,A73,A152,1
A12,12,A61,A74,A152,1
A13,10,A61,A73,A152,1
A14,15,A62,A72,A152,1
A11,30,A61,A75,A152,1
A12,12,A61,A72,A152,1
A12,24,A62,A74,A151,1
A12,18,A61,A75,A152,1
A12,42,A61,A71,A153,1
A11,12,A61,A73,A151,1
A14,12,A65,A72,A151,1
A14,12,A62,A73,A152,1
A14,30,A63,A75,A152,1
A14,15,A61,A73,A152,1
A12,36,A61,A74,A151,1
A12,48,A65,A73,A153,1
A14,10,A61,A73,A152,1
A14,21,A61,A73,A152,1
A11,11,A61,A73,A152,1
A11,18,A61,A72,A151,1
A12,9,A65,A74,A152,1
A14,24,A61,A72,A152,1
A11,10,A61,A74,A152,1
A14,18,A64,A73,A152,1
A14,12,A65,A75,A151,1
A12,48,A65,A71,A153,1
A14,10,A65,A75,A152,1
A14,12,A61,A74,A151,1
A12,26,A61,A72,A152,1
A14,36,A63,A75,A152,1
A12,36,A61,A74,A152,1
A14,12,A65,A73,A153,1
A13,42,A61,A72,A152,1
A14,30,A61,A73,A152,1
A12,8,A61,A73,A152,1
A11,12,A64,A73,A152,1
A14,6,A62,A75,A153,1
A14,9,A62,A72,A151,1
A14,24,A65,A73,A153,1
A11,8,A61,A74,A152,1
A14,36,A61,A73,A152,1
A11,12,A61,A73,A152,1
A14,11,A61,A73,A152,1
A11,21,A61,A75,A152,1
A12,21,A61,A74,A152,1
A14,12,A62,A74,A152,1
A13,24,A62,A75,A153,1
A11,12,A61,A73,A152,1
A14,18,A61,A73,A152,1
A14,24,A61,A75,A153,1
A12,7,A61,A73,A152,1
A14,6,A63,A73,A151,1
A14,12,A62,A74,A152,1
A14,10,A65,A72,A151,1
A14,24,A61,A73,A152,1
A14,12,A64,A74,A152,1
A13,12,A64,A73,A151,1
A12,11,A64,A73,A152,1
A13,24,A61,A74,A152,1
A12,24,A65,A73,A152,1
A14,24,A62,A74,A152,1
A14,24,A62,A75,A152,1
A14,36,A65,A75,A152,1
A12,18,A61,A74,A151,1
A14,24,A62,A73,A152,1
A12,12,A61,A73,A152,1
A14,24,A61,A74,A152,1
A14,4,A61,A74,A152,1
A14,12,A61,A73,A152,1
A12,15,A63,A73,A152,1
A13,15,A63,A73,A152,1
A14,6,A65,A71,A152,1
A14,24,A61,A74,A152,1
A14,6,A62,A73,A152,1
A14,24,A62,A74,A152,1
A14,15,A62,A73,A152,1
A13,24,A65,A73,A152,1
A12,12,A62,A72,A152,1
A12,15,A62,A73,A152,1
A14,12,A65,A74,A152,1
A11,15,A61,A73,A151,1
A11,12,A61,A73,A152,1
A12,24,A64,A75,A151,1
A11,12,A61,A73,A152,1
A14,10,A61,A73,A152,1
A14,30,A61,A74,A151,1
A11,6,A61,A72,A152,1
A12,24,A62,A72,A152,1
A14,24,A63,A75,A151,1
A14,24,A63,A73,A152,1
A14,24,A61,A73,A152,1
A14,12,A61,A75,A152,1
A11,18,A62,A73,A152,1
A11,12,A61,A73,A152,1
A14,18,A61,A73,A152,1
A14,36,A61,A73,A153,1
A14,12,A61,A73,A152,1
A14,11,A61,A72,A152,1
A14,18,A62,A73,A151,1
A11,24,A61,A71,A153,1
A14,24,A65,A75,A152,1
A12,14,A63,A75,A152,1
A14,39,A63,A73,A152,1
A14,60,A65,A75,A153,1
A13,15,A61,A72,A151,1
A14,12,A65,A75,A152,1
A13,42,A61,A75,A153,1
A12,6,A61,A73,A152,1
A14,24,A64,A73,A152,1
A12,9,A61,A74,A152,1
A12,12,A61,A73,A152,1
A14,27,A65,A75,A152,1
A12,6,A65,A75,A152,1
A12,12,A61,A74,A152,1
A14,7,A65,A75,A153,1
A13,6,A61,A72,A152,1
A14,24,A65,A75,A152,1
A14,15,A63,A75,A153,1
A13,24,A63,A73,A152,1
A11,24,A61,A75,A153,1
A14,12,A61,A75,A152,1
A11,24,A61,A73,A152,1
A14,24,A63,A75,A152,1
A12,9,A61,A75,A152,1
A12,18,A61,A73,A152,1
A14,12,A65,A72,A152,1
A14,18,A65,A72,A151,1
A14,6,A65,A73,A152,1
A13,30,A65,A75,A152,1
A12,24,A62,A75,A153,1
A14,9,A62,A75,A152,1
A14,18,A61,A72,A152,1
A14,12,A63,A73,A152,1
A12,48,A62,A74,A152,1
A12,18,A65,A73,A152,1
A11,6,A62,A75,A152,1
A12,6,A61,A71,A152,1
A14,12,A61,A72,A152,1
A11,6,A63,A71,A151,1
A11,24,A61,A75,A152,1
A14,39,A62,A75,A152,1
A12,13,A61,A72,A152,1
A11,30,A65,A72,A152,1
A12,12,A61,A71,A152,1
A12,6,A61,A75,A152,1
A11,18,A61,A75,A153,1
A14,15,A61,A75,A152,1
A11,12,A61,A73,A152,1
A13,36,A61,A75,A152,1
A12,24,A65,A75,A153,1
A14,36,A61,A75,A152,1
A12,18,A61,A71,A152,1
A14,15,A65,A73,A151,1
A14,10,A61,A73,A152,1
A14,6,A61,A73,A151,1
A12,21,A64,A74,A152,1
A14,21,A62,A74,A152,1
A14,6,A63,A73,A152,1
A12,12,A62,A74,A151,1
A12,12,A61,A72,A151,1
A14,36,A61,A75,A152,1
A14,48,A63,A74,A152,1
A14,9,A61,A73,A151,1
A12,24,A65,A72,A152,1
A11,20,A61,A75,A152,1
A14,24,A61,A74,A152,1
A11,12,A61,A73,A152,1
A14,6,A61,A75,A152,1
A12,8,A61,A74,A152,1
A13,15,A61,A74,A151,1
A14,9,A61,A73,A152,1
A14,48,A65,A75,A152,1
A14,12,A63,A74,A151,1
A14,12,A61,A75,A152,1
A12,16,A61,A71,A153,1
A11,36,A61,A73,A152,1
A14,30,A62,A73,A152,1
A14,28,A61,A75,A152,1
A11,36,A61,A71,A152,1
A14,24,A61,A75,A152,1
A12,9,A61,A75,A152,1
A14,6,A62,A73,A152,1
A14,24,A64,A75,A152,1
A12,42,A61,A74,A152,1
A14,12,A61,A71,A152,1
A14,24,A65,A75,A152,1
A14,24,A61,A74,A151,1
A11,15,A61,A72,A152,1
A14,60,A65,A73,A153,1
A12,12,A65,A75,A152,1
A12,18,A64,A72,A152,1
A12,18,A61,A73,A151,1
A12,36,A65,A72,A152,1
A13,6,A64,A72,A152,1
A14,18,A65,A73,A152,1
A11,12,A61,A73,A151,1
A11,12,A61,A73,A152,1
A14,36,A61,A73,A152,1
A14,18,A61,A72,A152,1
A12,18,A61,A75,A152,1
A14,24,A63,A74,A152,1
A11,24,A62,A74,A152,1
A14,24,A61,A72,A152,1
A11,6,A61,A74,A152,1
A14,36,A65,A75,A152,1
A11,6,A61,A72,A152,1
A11,21,A61,A75,A152,1
A12,10,A61,A73,A152,1
A12,18,A61,A71,A152,1
A13,9,A62,A75,A152,1
A11,18,A65,A74,A151,1
A14,12,A61,A75,A152,1
A12,18,A61,A71,A152,1
A14,6,A65,A73,A152,1
A12,15,A61,A75,A152,1
A14,15,A61,A73,A152,1
A14,9,A65,A75,A152,1
A12,7,A61,A73,A152,1
A14,24,A61,A75,A152,1
A13,15,A61,A75,A151,1
A11,18,A61,A72,A151,1
A14,10,A63,A73,A151,1
A14,48,A61,A73,A153,1
A12,12,A62,A74,A152,1
A14,36,A64,A75,A152,1
A14,24,A65,A74,A152,1
A11,36,A61,A74,A153,1
A12,12,A61,A74,A152,1
A12,12,A61,A75,A151,1
A12,9,A61,A73,A152,1
A12,6,A61,A74,A152,1
A12,18,A61,A73,A152,1
A14,6,A63,A74,A151,1
A14,15,A61,A74,A152,1
A11,30,A61,A73,A152,1
A14,24,A61,A73,A152,1
A11,14,A61,A71,A153,1
A14,12,A61,A73,A152,1
A12,18,A65,A75,A152,1
A14,12,A65,A75,A151,1
A11,9,A61,A73,A151,1
A11,24,A61,A73,A152,1
A12,30,A65,A75,A152,1
A11,6,A63,A73,A151,1
A12,20,A65,A74,A151,1
A12,12,A61,A74,A152,1
A12,18,A61,A73,A152,1
A14,42,A63,A73,A152,1
A11,24,A64,A75,A151,1
A12,18,A62,A73,A152,1
A13,12,A61,A73,A152,1
A12,36,A62,A75,A153,1
A14,18,A61,A73,A152,1
A14,15,A63,A73,A151,1
A14,14,A61,A73,A152,1
A14,30,A65,A74,A151,1
A12,24,A65,A73,A151,1
A13,36,A61,A73,A152,1
A14,24,A61,A74,A152,1
A12,24,A62,A74,A151,1
A14,48,A65,A75,A152,1
A14,24,A65,A73,A152,1
A14,36,A63,A75,A152,1
A14,24,A61,A74,A152,1
A14,12,A63,A73,A152,1
A14,27,A64,A72,A152,1
A14,24,A62,A73,A152,1
A14,4,A61,A72,A151,1
A14,10,A61,A75,A152,1
A11,24,A63,A73,A152,1
A14,24,A61,A74,A152,1
A14,12,A61,A73,A152,1
A12,30,A65,A73,A152,1
A14,12,A61,A73,A152,1
A14,18,A61,A73,A152,1
A14,24,A61,A74,A152,1
A14,18,A61,A71,A152,1
A14,36,A61,A74,A152,1
A14,15,A65,A75,A152,1
A11,11,A61,A73,A151,1
A11,10,A65,A72,A151,1
A12,15,A62,A73,A152,1
A14,24,A61,A72,A153,1
A14,18,A61,A72,A152,1
A12,9,A61,A75,A152,1
A12,18,A65,A75,A152,1
A14,15,A63,A74,A152,1
A11,6,A61,A75,A152,1
A11,6,A61,A73,A152,1
A12,12,A61,A74,A151,1
A14,18,A61,A73,A152,1
A11,27,A61,A75,A152,1
A12,6,A65,A74,A152,1
A11,12,A61,A73,A152,1
A14,18,A64,A75,A152,1
A11,15,A61,A73,A152,1
A14,6,A64,A73,A152,1
A12,60,A62,A75,A153,2
A13,15,A61,A72,A152,2
A14,36,A61,A73,A152,2
A11,18,A61,A71,A152,2
A11,18,A61,A75,A151,2
A11,48,A61,A74,A152,2
A11,24,A61,A74,A152,2
A11,36,A61,A72,A152,2
A13,18,A61,A73,A152,2
A11,12,A61,A73,A152,2
A14,36,A61,A73,A152,2
A13,9,A61,A72,A152,2
A12,18,A61,A75,A152,2
A11,12,A61,A74,A152,2
A14,18,A61,A73,A152,2
A12,30,A61,A71,A152,2
A12,60,A62,A72,A152,2
A12,30,A62,A73,A151,2
A11,20,A61,A73,A151,2
A12,24,A61,A75,A152,2
A12,15,A62,A73,A151,2
A11,12,A61,A73,A151,2
A14,18,A61,A74,A152,2
A12,24,A62,A72,A152,2
A11,9,A61,A72,A151,2
A11,12,A61,A72,A152,2
A12,18,A62,A72,A152,2
A11,36,A61,A73,A152,2
A11,24,A61,A71,A153,2
A14,18,A61,A73,A152,2
A12,6,A61,A71,A152,2
A11,24,A61,A75,A152,2
A14,21,A63,A72,A152,2
A11,24,A61,A75,A151,2
A11,48,A61,A75,A153,2
A12,12,A61,A73,A152,2
A12,27,A61,A75,A153,2
A11,24,A61,A72,A152,2
A12,24,A61,A74,A153,2
A11,18,A61,A73,A152,2
A12,12,A62,A72,A152,2
A12,36,A61,A72,A152,2
A12,9,A61,A75,A152,2
A12,48,A62,A74,A153,2
A12,8,A61,A73,A152,2
A11,48,A61,A74,A153,2
A11,12,A62,A71,A152,2
A12,36,A65,A73,A153,2
A12,24,A63,A72,A151,2
A14,18,A61,A75,A152,2
A13,15,A65,A73,A153,2
A11,12,A61,A73,A152,2
A11,15,A61,A73,A152,2
A12,45,A61,A72,A152,2
A11,24,A61,A72,A152,2
A11,24,A61,A72,A151,2
A12,30,A62,A73,A151,2
A12,48,A61,A73,A152,2
A12,9,A64,A75,A153,2
A11,30,A61,A72,A152,2
A13,10,A62,A75,A153,2
A11,36,A61,A72,A151,2
A12,12,A61,A75,A151,2
A12,24,A61,A74,A152,2
A12,9,A61,A73,A152,2
A11,42,A61,A74,A152,2
A11,12,A61,A74,A151,2
A11,24,A65,A75,A152,2
A12,54,A61,A72,A151,2
A14,21,A65,A73,A152,2
A12,24,A61,A72,A152,2
A12,36,A61,A75,A153,2
A12,27,A63,A73,A152,2
A11,36,A65,A75,A152,2
A11,36,A61,A74,A152,2
A12,6,A64,A72,A151,2
A11,18,A61,A73,A151,2
A12,18,A61,A72,A152,2
A11,24,A61,A74,A151,2
A14,9,A61,A74,A152,2
A12,12,A61,A72,A152,2
A14,12,A64,A75,A153,2
A11,24,A65,A75,A152,2
A12,12,A61,A75,A152,2
A11,18,A61,A72,A152,2
A11,60,A61,A75,A152,2
A14,24,A63,A75,A152,2
A12,24,A62,A72,A151,2
A11,18,A61,A73,A152,2
A14,24,A64,A73,A152,2
A13,24,A65,A74,A152,2
A14,18,A61,A73,A152,2
A14,24,A61,A75,A152,2
A12,48,A61,A73,A152,2
A13,36,A61,A73,A152,2
A12,24,A61,A72,A152,2
A13,21,A61,A72,A151,2
A11,18,A61,A74,A153,2
A11,12,A61,A73,A152,2
A11,12,A61,A75,A153,2
A11,12,A61,A72,A152,2
A12,24,A61,A71,A152,2
A11,15,A61,A75,A151,2
A12,30,A62,A72,A152,2
A14,36,A61,A73,A152,2
A11,18,A61,A72,A151,2
A11,36,A61,A75,A152,2
A12,60,A61,A73,A153,2
A12,36,A61,A75,A153,2
A11,30,A61,A74,A151,2
A11,24,A61,A73,A151,2
A12,12,A65,A73,A152,2
A14,21,A65,A75,A153,2
A12,6,A62,A72,A152,2
A12,12,A61,A73,A152,2
A11,6,A61,A73,A151,2
A12,18,A61,A75,A152,2
A12,36,A61,A72,A151,2
A11,24,A65,A74,A151,2
A13,18,A61,A73,A152,2
A11,12,A61,A73,A153,2
A11,18,A65,A75,A153,2
A14,10,A61,A73,A151,2
A12,9,A62,A74,A152,2
A12,12,A61,A72,A151,2
A11,12,A61,A75,A151,2
A11,18,A61,A71,A152,2
A14,24,A65,A72,A152,2
A12,18,A61,A73,A152,2
A12,12,A61,A72,A151,2
A11,12,A61,A74,A152,2
A11,24,A65,A73,A152,2
A14,18,A65,A73,A151,2
A14,18,A61,A74,A152,2
A11,36,A65,A75,A153,2
A13,9,A61,A73,A152,2
A12,36,A62,A73,A153,2
A12,12,A65,A75,A152,2
A11,12,A61,A74,A152,2
A14,48,A62,A73,A151,2
A11,18,A61,A71,A152,2
A12,48,A61,A73,A152,2
A12,48,A61,A75,A151,2
A11,33,A63,A73,A152,2
A11,18,A61,A73,A152,2
A11,15,A65,A73,A151,2
A11,18,A61,A72,A151,2
A11,18,A61,A73,A152,2
A12,18,A65,A72,A151,2
A11,18,A61,A71,A153,2
A11,36,A61,A75,A152,2
A14,9,A61,A72,A151,2
A12,15,A62,A71,A152,2
A12,30,A61,A74,A152,2
A11,12,A61,A75,A152,2
A12,15,A64,A73,A152,2
A11,24,A61,A75,A152,2
A12,48,A61,A73,A152,2
A12,21,A61,A75,A152,2
A11,16,A61,A75,A151,2
A11,24,A61,A72,A151,2
A11,36,A61,A73,A152,2
A13,30,A61,A75,A152,2
A11,12,A62,A72,A152,2
A11,24,A65,A73,A151,2
A11,24,A61,A73,A153,2
A14,12,A63,A73,A152,2
A11,36,A61,A74,A152,2
A11,48,A61,A74,A153,2
A11,24,A61,A72,A151,2
A11,24,A62,A73,A152,2
A12,24,A61,A73,A152,2
A12,48,A62,A74,A152,2
A12,15,A61,A75,A152,2
A12,36,A61,A73,A152,2
A11,12,A61,A72,A152,2
A11,12,A61,A72,A152,2
A11,24,A61,A72,A152,2
A11,36,A61,A73,A151,2
A11,14,A61,A75,A152,2
A11,9,A61,A72,A153,2
A14,10,A65,A73,A152,2
A11,48,A61,A75,A153,2
A12,36,A62,A75,A152,2
A11,24,A62,A71,A152,2
A11,48,A61,A73,A152,2
A14,30,A65,A71,A152,2
A11,36,A61,A74,A152,2
A11,24,A61,A75,A151,2
A11,6,A61,A72,A152,2
A11,36,A61,A73,A152,2
A12,48,A61,A72,A152,2
A12,30,A61,A73,A152,2
A12,48,A61,A75,A153,2
A12,18,A65,A73,A152,2
A14,18,A61,A72,A152,2
A12,36,A62,A72,A151,2
A11,24,A61,A74,A152,2
A11,48,A61,A74,A151,2
A11,42,A65,A74,A152,2
A12,39,A61,A74,A152,2
A12,24,A61,A72,A152,2
A14,36,A65,A72,A151,2
A11,12,A61,A75,A153,2
A11,48,A61,A75,A153,2
A14,18,A61,A71,A151,2
A11,24,A61,A72,A152,2
A14,12,A61,A75,A152,2
A12,9,A61,A75,A153,2
A14,24,A62,A75,A152,2
A14,12,A61,A71,A152,2
A11,18,A61,A73,A151,2
A14,27,A61,A73,A151,2
A11,21,A61,A73,A152,2
A11,24,A61,A73,A151,2
A11,21,A61,A72,A152,2
A14,12,A63,A73,A151,2
A14,18,A62,A73,A152,2
A12,9,A61,A72,A152,2
A11,12,A62,A74,A152,2
A12,24,A61,A73,A152,2
A12,15,A61,A72,A151,2
A11,12,A61,A75,A152,2
A12,24,A61,A73,A152,2
A12,48,A61,A73,A152,2
A11,18,A61,A73,A151,2
A12,18,A61,A71,A153,2
A14,48,A61,A71,A151,2
