@relation german

@attribute CreditHistory {A34,A32,A33,A30,A31}
@attribute InstallmentRate numeric
@attribute Guarantors {A101,A103,A102}
@attribute Age numeric
@attribute NCredits numeric
@attribute Customer {1,2}

@data
A33,2,A101,29,1,1
A34,4,A101,25,2,1
A32,4,A101,32,1,1
A34,4,A101,43,2,1
A32,3,A101,34,1,1
A34,2,A101,35,2,1
A34,4,A101,36,2,1
A32,4,A101,24,1,1
A32,2,A101,42,1,1
A32,2,A101,49,1,1
A32,4,A101,25,1,1
A34,2,A101,37,2,1
A34,4,A101,28,2,1
A32,1,A101,23,1,1
A34,4,A101,37,1,1
A34,3,A101,32,2,1
A34,4,A101,63,1,1
A32,4,A101,61,1,1
A34,1,A101,39,2,1
A30,4,A101,35,1,1
A32,4,A101,57,2,1
A34,4,A101,41,2,1
A32,4,A101,30,1,1
A33,4,A101,38,1,1
A32,2,A101,51,1,1
A34,1,A101,45,2,1
A32,3,A101,22,1,1
A32,4,A101,30,1,1
A34,4,A102,20,2,1
A32,4,A102,62,1,1
A34,2,A101,26,2,1
A32,2,A101,49,1,1
A33,4,A101,44,2,1
A32,4,A103,33,1,1
A34,4,A101,25,2,1
A33,1,A101,34,2,1
A32,4,A101,33,1,1
A32,2,A101,35,1,1
A32,3,A101,35,1,1
A34,4,A101,53,2,1
A34,4,A103,23,2,1
A32,4,A101,30,1,1
A34,4,A101,38,2,1
A32,1,A101,33,1,1
A32,3,A101,52,1,1
A32,4,A101,34,1,1
A34,1,A101,46,2,1
A34,4,A101,40,2,1
A34,4,A101,56,1,1
A32,4,A101,28,1,1
A34,3,A101,43,2,1
A30,3,A101,31,1,1
A34,4,A101,26,2,1
A32,4,A101,75,1,1
A32,4,A101,20,1,1
A32,4,A101,54,1,1
A31,1,A103,22,1,1
A30,2,A101,31,1,1
A32,3,A101,26,1,1
A34,3,A101,32,2,1
A32,4,A101,25,1,1
A34,1,A101,33,2,1
A32,3,A101,23,1,1
A32,2,A101,23,2,1
A32,3,A101,40,1,1
A34,4,A103,33,2,1
A32,2,A101,64,1,1
A32,3,A101,25,1,1
A33,1,A101,31,2,1
A34,2,A102,24,2,1
A34,4,A101,30,2,1
A32,4,A101,35,1,1
A34,2,A101,68,3,1
A32,4,A101,27,1,1
A32,2,A101,37,1,1
A32,1,A101,25,1,1
A32,4,A101,36,1,1
A32,2,A101,28,1,1
A32,4,A101,33,1,1
A34,4,A101,38,2,1
A34,1,A101,27,2,1
A34,3,A101,31,2,1
A32,4,A101,33,1,1
A32,4,A101,32,1,1
A33,2,A101,36,2,1
A32,4,A101,33,1,1
A32,3,A101,41,1,1
A34,2,A101,36,2,1
A32,4,A101,27,1,1
A32,4,A103,29,2,1
A32,4,A101,22,1,1
A34,4,A101,51,1,1
A34,4,A101,46,2,1
A32,3,A101,39,1,1
A32,1,A101,23,1,1
A32,4,A101,23,1,1
A34,2,A101,36,2,1
A34,4,A101,36,2,1
A33,2,A101,54,1,1
A31,4,A101,49,1,1
A34,4,A101,66,2,1
A32,3,A101,35,1,1
A34,3,A102,38,1,1
A31,3,A101,29,1,1
A32,4,A101,29,1,1
A32,1,A101,35,1,1
A34,4,A101,54,2,1
A34,2,A101,49,1,1
A32,4,A101,47,3,1
A34,4,A102,46,2,1
A32,1,A103,45,1,1
A32,4,A101,52,1,1
A34,4,A101,65,2,1
A32,4,A101,22,1,1
A32,4,A102,45,1,1
A34,3,A101,46,2,1
A30,4,A101,27,2,1
A32,3,A101,26,1,1
A32,1,A101,33,1,1
A33,4,A101,33,2,1
A31,1,A101,27,1,1
A32,2,A101,26,1,1
A34,4,A101,67,2,1
A33,4,A101,41,1,1
A33,1,A101,27,2,1
A34,4,A101,48,3,1
A32,4,A101,39,1,1
A32,2,A101,36,1,1
A32,2,A101,27,1,1
A32,3,A101,23,1,1
A32,3,A101,43,1,1
A34,2,A101,40,1,1
A34,2,A101,25,2,1
A34,4,A101,30,1,1
A32,2,A103,26,1,1
A34,3,A101,28,2,1
A32,2,A101,27,1,1
A31,4,A101,30,1,1
A32,4,A101,23,1,1
A32,4,A103,25,1,1
A32,2,A101,31,1,1
A32,4,A101,36,2,1
A32,3,A101,26,1,1
A34,4,A101,43,4,1
A32,3,A101,55,1,1
A34,3,A101,38,3,1
A34,4,A101,33,1,1
A32,2,A101,26,1,1
A32,4,A101,38,2,1
A32,4,A101,27,1,1
A34,2,A101,63,1,1
A34,4,A101,52,2,1
A33,2,A101,35,2,1
A32,4,A101,36,1,1
A34,4,A101,26,1,1
A32,4,A101,35,1,1
A32,2,A101,45,1,1
A34,4,A101,65,2,1
A32,2,A101,25,1,1
A34,3,A101,39,2,1
A33,4,A101,42,2,1
A32,2,A101,42,1,1
A34,4,A101,27,2,1
A32,1,A101,48,1,1
A34,2,A101,27,1,1
A32,4,A101,24,1,1
A32,2,A101,21,1,1
A31,1,A103,26,1,1
A34,4,A101,23,2,1
A32,2,A103,31,1,1
A32,4,A101,41,1,1
A31,3,A101,42,2,1
A30,4,A101,39,1,1
A34,4,A101,30,2,1
A32,4,A101,35,1,1
A32,4,A101,28,1,1
A32,2,A101,22,1,1
A34,4,A101,21,1,1
A32,1,A101,45,1,1
A34,1,A101,59,1,1
A32,2,A101,70,1,1
A33,1,A101,27,1,1
A32,4,A101,47,1,1
A34,3,A101,33,2,1
A34,2,A101,57,3,1
A32,4,A101,54,1,1
A32,4,A101,47,2,1
A34,4,A101,43,2,1
A32,4,A102,28,1,1
A34,4,A101,34,2,1
A32,1,A103,39,1,1
A34,4,A101,58,4,1
A32,4,A101,45,1,1
A32,2,A101,36,1,1
A32,2,A101,33,1,1
A32,2,A101,26,1,1
A32,2,A101,64,1,1
A32,2,A101,35,1,1
A34,3,A101,35,2,1
A34,3,A101,37,1,1
A32,4,A101,30,2,1
A32,2,A101,27,1,1
A32,2,A101,61,1,1
A30,2,A101,34,2,1
A32,4,A101,30,1,1
A33,4,A101,34,2,1
A34,4,A101,37,2,1
A34,4,A101,29,2,1
A32,4,A101,36,1,1
A32,1,A101,26,1,1
A32,4,A103,32,1,1
A34,4,A101,28,1,1
A32,4,A101,24,1,1
A32,3,A101,51,1,1
A34,2,A101,27,2,1
A32,2,A101,23,1,1
A34,2,A101,42,1,1
A31,2,A101,45,1,1
A34,4,A101,36,2,1
A33,2,A101,27,2,1
A33,3,A101,36,2,1
A34,2,A101,35,2,1
A31,4,A102,36,1,1
A32,4,A101,50,1,1
A34,2,A101,47,2,1
A30,3,A101,31,2,1
A34,4,A101,40,2,1
A34,4,A101,33,2,1
A30,1,A101,30,2,1
A34,3,A101,36,1,1
A34,2,A101,75,2,1
A32,3,A101,32,1,1
A32,1,A101,32,1,1
A34,4,A101,23,1,1
A32,1,A101,20,1,1
A31,3,A102,36,1,1
A32,2,A101,24,1,1
A31,4,A101,50,1,1
A33,1,A101,31,2,1
A32,2,A101,26,1,1
A34,3,A101,74,1,1
A31,4,A101,34,1,1
A33,3,A101,28,2,1
A34,1,A101,31,1,1
A34,4,A101,35,2,1
A34,3,A101,23,2,1
A33,4,A101,36,1,1
A32,4,A101,66,1,1
A32,2,A101,30,1,1
A32,1,A103,37,1,1
A34,4,A101,52,3,1
A34,4,A101,47,1,1
A32,3,A101,31,1,1
A32,3,A101,36,1,1
A34,4,A101,32,2,1
A34,4,A102,27,2,1
A34,4,A101,36,2,1
A32,3,A101,24,1,1
A32,4,A101,27,2,1
A32,3,A103,40,2,1
A34,4,A101,49,2,1
A32,1,A101,23,1,1
A32,3,A103,34,1,1
A32,1,A101,22,1,1
A32,4,A101,28,1,1
A32,3,A101,57,1,1
A32,4,A101,21,1,1
A31,1,A101,55,1,1
A34,3,A101,47,3,1
A32,1,A101,36,1,1
A34,4,A101,36,2,1
A32,4,A101,40,1,1
A32,2,A101,35,1,1
A34,3,A101,30,2,1
A32,4,A101,24,1,1
A34,1,A101,28,3,1
A34,4,A101,30,2,1
A32,3,A101,39,1,1
A32,2,A101,27,1,1
A32,1,A102,33,1,1
A34,4,A101,57,1,1
A34,2,A101,36,2,1
A34,1,A101,24,2,1
A34,2,A101,36,2,1
A32,4,A101,34,2,1
A34,2,A101,41,2,1
A32,3,A101,55,1,1
A34,1,A101,28,2,1
A34,2,A101,63,2,1
A32,4,A101,39,1,1
A32,4,A101,30,1,1
A32,4,A101,31,2,1
A32,1,A101,28,1,1
A34,2,A101,30,2,1
A32,2,A101,34,1,1
A32,4,A102,24,1,1
A32,4,A101,22,1,1
A32,3,A103,63,1,1
A32,4,A101,37,1,1
A32,1,A103,37,1,1
A34,1,A101,63,2,1
A34,3,A101,34,2,1
A32,2,A102,43,1,1
A32,2,A101,24,1,1
A34,4,A101,61,1,1
A32,4,A101,25,1,1
A32,3,A101,27,2,1
A34,3,A101,44,2,1
A32,2,A102,24,1,1
A32,4,A103,26,1,1
A34,4,A101,36,1,1
A32,1,A101,60,1,1
A33,1,A101,46,2,1
A32,4,A101,40,1,1
A32,2,A101,45,1,1
A32,4,A101,26,1,1
A33,4,A101,37,1,1
A34,4,A101,37,1,1
A34,4,A101,32,2,1
A33,4,A101,43,1,1
A32,2,A101,29,1,1
A31,4,A101,23,1,1
A34,4,A101,31,1,1
A33,1,A101,23,2,1
A34,4,A101,36,3,1
A34,2,A101,31,2,1
A32,1,A101,54,1,1
A34,3,A101,27,1,1
A34,2,A101,49,1,1
A32,4,A103,21,1,1
A32,4,A101,41,2,1
A34,2,A101,41,2,1
A34,1,A101,23,1,1
A34,2,A101,42,2,1
A32,2,A101,26,1,1
A33,4,A101,60,2,1
A34,2,A101,41,1,1
A32,4,A101,38,1,1
A34,2,A101,50,1,1
A34,2,A101,24,2,1
A31,4,A101,34,1,1
A34,1,A101,24,2,1
A32,2,A101,26,1,1
A34,4,A101,25,2,1
A33,2,A101,40,2,1
A34,1,A101,74,3,1
A34,4,A101,27,2,1
A34,2,A101,29,1,1
A34,4,A101,63,2,1
A33,2,A101,27,1,1
A34,1,A101,23,2,1
A32,4,A103,44,1,1
A32,4,A101,47,1,1
A32,2,A101,52,1,1
A32,4,A101,40,1,1
A33,1,A101,47,2,1
A32,4,A101,22,1,1
A32,4,A101,27,1,1
A34,3,A101,44,1,1
A32,4,A101,25,2,1
A32,2,A101,30,2,1
A32,4,A101,34,1,1
A32,2,A101,30,2,1
A34,4,A103,29,2,1
A34,1,A101,40,2,1
A32,4,A101,26,1,1
A32,2,A101,23,1,1
A32,4,A101,49,1,1
A32,3,A101,59,1,1
A32,3,A101,31,1,1
A34,4,A101,29,2,1
A34,1,A101,44,2,1
A34,1,A101,37,1,1
A31,2,A101,32,1,1
A32,3,A101,40,1,1
A34,4,A102,65,2,1
A34,1,A102,49,1,1
A34,2,A101,44,2,1
A32,4,A101,23,1,1
A34,4,A101,54,1,1
A33,2,A101,21,2,1
A32,3,A101,40,1,1
A30,1,A101,33,2,1
A32,4,A103,22,1,1
A33,2,A101,26,2,1
A34,4,A101,35,2,1
A33,4,A101,32,2,1
A34,3,A103,28,2,1
A32,4,A101,37,1,1
A32,1,A101,24,1,1
A34,4,A101,32,2,1
A34,4,A101,38,2,1
A32,4,A101,58,1,1
A32,4,A103,26,1,1
A34,2,A101,44,2,1
A34,4,A101,33,1,1
A32,4,A101,20,1,1
A32,4,A101,26,1,1
A32,4,A101,28,1,1
A32,1,A101,32,1,1
A32,3,A101,35,1,1
A32,4,A101,24,1,1
A32,4,A101,34,1,1
A34,4,A101,41,2,1
A32,1,A101,30,1,1
A32,2,A103,38,1,1
A32,2,A101,29,1,1
A33,2,A101,29,2,1
A32,3,A101,31,1,1
A32,2,A101,31,2,1
A33,3,A101,23,2,1
A34,4,A101,38,2,1
A34,2,A101,66,3,1
A34,1,A101,27,2,1
A34,4,A103,35,3,1
A33,4,A101,30,1,1
A32,4,A101,41,1,1
A32,4,A101,67,2,1
A34,4,A101,52,2,1
A32,3,A101,26,1,1
A33,1,A101,33,1,1
A34,4,A101,27,2,1
A32,4,A101,21,1,1
A32,2,A101,42,1,1
A34,2,A101,42,2,1
A34,4,A101,27,1,1
A34,4,A101,24,2,1
A33,1,A101,32,1,1
A34,4,A101,61,2,1
A32,4,A101,40,1,1
A32,1,A101,28,1,1
A32,1,A101,23,1,1
A33,4,A101,27,2,1
A32,2,A101,20,1,1
A32,4,A101,50,2,1
A32,4,A101,36,1,1
A33,4,A101,35,2,1
A33,3,A101,26,2,1
A32,2,A101,28,1,1
A34,4,A101,43,1,1
A34,4,A101,52,2,1
A32,2,A101,37,1,1
A32,4,A101,38,2,1
A34,4,A101,56,1,1
A34,4,A101,34,2,1
A34,4,A101,57,3,1
A32,2,A101,25,1,1
A34,4,A101,47,1,1
A34,4,A101,65,4,1
A32,2,A101,22,1,1
A32,2,A101,27,2,1
A32,3,A101,37,2,1
A32,4,A101,30,1,1
A34,2,A101,36,3,1
A30,2,A101,25,3,1
A34,3,A101,27,2,1
A32,2,A101,67,1,1
A32,4,A101,22,1,1
A34,1,A101,37,3,1
A32,4,A101,23,1,1
A34,4,A101,38,2,1
A34,2,A101,22,2,1
A34,4,A101,40,2,1
A32,2,A103,45,1,1
A32,4,A101,54,1,1
A34,1,A101,49,2,1
A32,1,A101,31,1,1
A32,3,A101,35,1,1
A34,2,A101,34,1,1
A32,1,A101,30,1,1
A32,3,A101,38,1,1
A34,4,A101,35,2,1
A32,4,A101,25,1,1
A34,2,A101,37,3,1
A32,2,A101,42,1,1
A32,3,A101,24,1,1
A30,2,A101,48,1,1
A34,3,A103,48,2,1
A32,3,A101,43,1,1
A34,3,A101,27,2,1
A34,4,A101,47,2,1
A34,1,A101,48,2,1
A32,2,A101,28,1,1
A32,4,A101,34,1,1
A34,4,A101,31,2,1
A32,3,A101,27,1,1
A32,4,A101,39,1,1
A32,1,A101,31,1,1
A33,2,A101,34,2,1
A33,2,A101,31,1,1
A32,4,A101,29,1,1
A32,2,A101,29,1,1
A32,3,A101,23,1,1
A34,4,A101,35,2,1
A32,4,A101,32,1,1
A31,4,A101,22,1,1
A32,4,A103,58,1,1
A34,4,A101,27,2,1
A34,1,A101,39,2,1
A34,4,A103,50,2,1
A32,3,A101,41,1,1
A32,4,A101,26,1,1
A34,1,A101,36,1,1
A32,3,A101,25,1,1
A34,4,A101,52,2,1
A34,2,A101,46,2,1
A34,3,A101,37,1,1
A32,1,A101,46,1,1
A33,4,A101,29,1,1
A32,4,A101,28,1,1
A34,3,A101,36,1,1
A32,3,A101,32,2,1
A34,4,A101,48,2,1
A32,1,A101,26,1,1
A32,1,A101,21,1,1
A32,1,A101,29,1,1
A32,4,A101,24,1,1
A34,1,A101,39,2,1
A32,4,A103,25,1,1
A32,2,A101,50,1,1
A34,2,A101,28,2,1
A32,2,A101,20,1,1
A34,4,A101,30,2,1
A33,3,A101,32,2,1
A32,3,A101,55,1,1
A32,1,A101,51,1,2
A32,4,A102,43,1,2
A34,2,A101,44,1,2
A32,4,A101,24,1,2
A31,4,A101,40,1,2
A33,4,A101,27,2,2
A32,4,A101,28,1,2
A31,4,A101,24,1,2
A32,4,A101,30,1,2
A31,3,A101,27,1,2
A32,1,A101,23,2,2
A32,4,A101,44,1,2
A32,4,A101,26,1,2
A32,4,A102,36,1,2
A32,2,A102,29,2,2
A30,3,A101,24,2,2
A30,4,A101,25,2,2
A30,4,A101,34,1,2
A33,3,A101,53,2,2
A34,2,A101,55,3,2
A32,4,A101,23,1,2
A32,3,A101,54,1,2
A32,3,A101,20,1,2
A32,3,A101,43,1,2
A34,4,A101,30,2,2
A32,4,A101,22,1,2
A31,4,A101,59,1,2
A32,4,A101,30,1,2
A32,1,A101,48,1,2
A32,1,A103,34,2,2
A31,4,A101,40,2,2
A32,1,A101,47,1,2
A32,3,A101,35,2,2
A32,4,A101,40,1,2
A32,4,A101,24,1,2
A32,4,A101,23,1,2
A32,2,A101,34,1,2
A34,2,A101,49,1,2
A31,1,A102,29,2,2
A34,4,A101,28,3,2
A34,4,A101,42,2,2
A32,1,A101,46,2,2
A31,1,A101,32,1,2
A34,3,A101,39,2,2
A31,3,A101,60,2,2
A32,4,A101,34,1,2
A32,3,A101,22,1,2
A32,3,A101,21,1,2
A33,4,A101,57,2,2
A33,4,A101,47,2,2
A32,4,A102,37,1,2
A34,4,A101,28,2,2
A32,2,A101,25,1,2
A32,4,A101,39,1,2
A34,4,A101,23,2,2
A34,2,A101,33,1,2
A33,4,A101,66,1,2
A33,2,A101,24,2,2
A31,2,A101,74,1,2
A32,3,A101,24,1,2
A34,3,A101,60,2,2
A34,4,A101,35,2,2
A32,2,A101,25,1,2
A32,2,A101,20,1,2
A32,4,A101,33,1,2
A32,3,A101,47,1,2
A31,4,A101,31,1,2
A32,4,A101,33,1,2
A32,4,A103,24,1,2
A32,4,A101,22,1,2
A32,3,A101,38,1,2
A34,4,A101,36,1,2
A32,3,A101,31,1,2
A32,2,A101,20,1,2
A32,4,A101,35,1,2
A33,4,A101,47,1,2
A32,1,A101,20,1,2
A32,1,A101,29,1,2
A32,4,A101,24,1,2
A34,2,A103,25,2,2
A32,3,A101,24,1,2
A33,4,A101,26,2,2
A32,1,A101,23,1,2
A32,2,A101,36,1,2
A34,2,A101,23,2,2
A32,1,A101,23,1,2
A32,4,A101,39,3,2
A32,4,A101,22,1,2
A32,1,A101,68,1,2
A34,2,A101,24,2,2
A31,4,A103,24,1,2
A32,4,A101,41,1,2
A32,1,A101,34,1,2
A32,4,A101,53,1,2
A32,4,A102,29,1,2
A34,4,A101,27,2,2
A32,3,A101,28,1,2
A32,2,A101,23,1,2
A34,2,A101,31,2,2
A32,3,A101,45,1,2
A32,4,A101,27,1,2
A32,4,A101,53,1,2
A33,4,A101,43,2,2
A32,2,A101,28,2,2
A32,2,A101,41,1,2
A32,3,A102,22,1,2
A32,4,A101,29,1,2
A32,2,A102,19,2,2
A32,1,A101,44,2,2
A32,4,A101,25,1,2
A32,1,A101,33,1,2
A32,4,A101,31,1,2
A32,4,A101,23,2,2
A32,2,A101,26,1,2
A34,2,A102,39,2,2
A32,2,A102,21,1,2
A32,4,A101,42,1,2
A32,4,A101,32,1,2
A32,4,A101,37,1,2
A34,3,A101,32,2,2
A30,2,A101,25,1,2
A34,4,A101,27,1,2
A32,4,A102,50,1,2
A32,2,A101,31,2,2
A34,1,A101,33,3,2
A34,4,A101,38,2,2
A30,4,A101,48,2,2
A30,2,A101,50,2,2
A33,2,A101,42,4,2
A33,4,A101,41,1,2
A32,4,A101,33,1,2
A32,4,A101,20,1,2
A32,2,A101,26,1,2
A32,4,A101,35,1,2
A32,4,A103,21,1,2
A34,2,A101,30,1,2
A34,2,A101,25,1,2
A34,1,A101,23,2,2
A31,4,A101,31,1,2
A32,4,A101,37,1,2
A30,2,A101,42,2,2
A32,3,A101,25,1,2
A32,4,A101,25,2,2
A32,2,A101,39,1,2
A33,2,A101,26,2,2
A32,4,A101,24,1,2
A33,3,A101,26,2,2
A30,3,A101,28,2,2
A32,4,A101,28,2,2
A32,2,A101,25,1,2
A33,4,A101,29,1,2
A33,4,A101,40,1,2
A34,4,A101,30,1,2
A32,4,A101,47,1,2
A33,3,A101,63,2,2
A34,4,A102,23,2,2
A32,2,A101,24,1,2
A32,4,A103,27,1,2
A32,1,A101,25,1,2
A34,4,A101,33,1,2
A32,2,A101,68,2,2
A32,4,A101,21,1,2
A32,4,A101,38,1,2
A32,4,A101,57,1,2
A30,2,A101,29,2,2
A31,2,A101,25,1,2
A32,3,A101,40,1,2
A30,3,A101,23,2,2
A31,2,A101,39,2,2
A34,2,A101,34,2,2
A31,4,A101,46,2,2
A34,2,A101,31,2,2
A30,4,A101,28,2,2
A32,4,A101,23,1,2
A33,3,A101,34,1,2
A34,4,A101,58,2,2
A32,4,A101,27,1,2
A34,4,A101,37,2,2
A34,4,A101,24,2,2
A32,3,A101,33,1,2
A31,2,A101,29,1,2
A32,2,A101,31,1,2
A32,3,A101,29,1,2
A32,2,A101,25,1,2
A31,4,A101,30,1,2
A32,4,A101,33,1,2
A30,1,A101,36,3,2
A32,2,A102,42,1,2
A32,1,A101,37,1,2
A32,4,A101,32,1,2
A31,4,A101,35,1,2
A32,4,A101,26,1,2
A32,2,A101,54,3,2
A34,4,A101,46,2,2
A34,4,A101,31,2,2
A34,4,A101,28,2,2
A32,4,A102,45,1,2
A31,4,A101,32,2,2
A32,3,A101,25,2,2
A33,4,A101,55,2,2
A32,3,A101,37,1,2
A34,3,A101,25,2,2
A33,2,A101,27,2,2
A32,2,A101,22,1,2
A32,4,A101,33,1,2
A32,4,A101,27,4,2
A34,4,A101,25,2,2
A32,2,A101,24,1,2
A32,3,A101,24,1,2
A32,4,A101,41,1,2
A32,4,A101,28,1,2
A30,4,A101,61,1,2
A32,1,A101,45,1,2
A32,3,A101,35,1,2
A34,3,A102,43,2,2
A32,3,A101,28,1,2
A32,4,A101,23,1,2
A33,2,A101,30,2,2
A31,4,A101,24,1,2
A32,2,A102,31,1,2
A34,4,A101,25,2,2
A34,4,A101,32,2,2
A32,3,A101,25,1,2
A31,4,A101,34,1,2
A32,4,A101,36,1,2
A31,4,A101,26,1,2
A33,3,A101,61,2,2
A32,4,A101,23,1,2
A32,4,A101,30,1,2
A32,4,A101,38,1,2
A32,4,A101,25,1,2
A34,4,A103,33,2,2
A32,4,A101,65,2,2
A30,1,A101,26,1,2
A32,4,A101,42,1,2
A31,2,A103,37,1,2
A30,1,A101,29,2,2
A32,1,A102,27,2,2
A34,3,A102,29,2,2
A30,4,A101,28,2,2
A32,1,A101,28,1,2
A34,4,A101,60,2,2
A32,2,A101,24,1,2
A32,4,A101,23,1,2
A32,4,A101,46,1,2
A31,4,A101,29,1,2
A34,3,A103,30,2,2
A32,4,A101,23,1,2
A31,2,A101,55,1,2
A32,4,A101,29,1,2
A30,3,A101,53,2,2
A30,1,A101,32,1,2
A32,4,A101,23,1,2
A34,4,A101,24,2,2
A32,4,A101,32,1,2
A33,4,A101,30,2,2
A33,1,A101,28,2,2
A32,2,A101,22,1,2
A30,2,A101,26,2,2
A34,1,A101,44,1,2
A32,4,A101,37,1,2
A30,4,A101,34,2,2
A32,4,A101,66,1,2
A32,4,A101,31,1,2
A34,4,A101,33,1,2
A32,3,A101,27,1,2
A33,4,A101,29,1,2
A32,2,A101,52,1,2
A32,4,A101,27,1,2
A32,4,A101,57,1,2
